"ID","asset","scale","offsetX","offsetY","offsetZ","rotationX","rotationY","rotationZ"
604,"Art\Prop\Constructed\Bomb\PRP_Bomb_ProtostarRoundBlue_000.m3",1,0,0,0,0,0,0
605,"Art\Prop\Constructed\Bomb\PRP_Bomb_SCRocketBomb_000.m3",1,0,0,0,0,0,0
606,"Art\Prop\Constructed\Dynamite\Bandit\PRP_Detonator_Bandit_001.m3",1,0,0,0,0,0,0
607,"Art\Prop\Constructed\Dynamite\Bandit\PRP_Dynamite_Bandit_000.m3",1,0,0,0,0,0,0
608,"Art\Prop\Constructed\Explosive\Murgh\PRP_Dynamite_Murgh_000.m3",1,0,0,0,0,0,0
609,"Art\Prop\Constructed\Explosive\Murgh\PRP_Explosive_Murgh_000.m3",1,0,0,0,0,0,0
610,"Art\Prop\Constructed\Mine\Marauder\PRP_Marauder_Mine_000.m3",1,0,0,0,0,0,0
611,"Art\Prop\Constructed\Mine\Marauder\PRP_Marauder_Mine_001.m3",1,0,0,0,0,0,0
612,"Art\Prop\Constructed\Sign\Drakken\PRP_SignPost_Drakken_SwordSign_000.m3",1,0,0,-0.1,90,0,0
613,"Art\Prop\Constructed\Sign\Drakken\PRP_SignPost_Drakken_SwordSign_001.m3",1,0,0,0,90,0,0
614,"Art\Prop\Constructed\Tank\Imperium\PRP_Tank_Imperium_Rocketattachment_000.m3",1,0,0,0,0,0,0
615,"Art\Prop\Constructed\Tank\Marauder\PRP_Tank_Marauder_Rocketattachment_000.m3",1,0,0,0,0,0,0
617,"Art\Prop\Constructed\FishTank\SanctuaryCommon\PRP_FishTank_SanctuaryCommonMedium_Grey_000.m3",1,0,0,0,0,0,0
618,"Art\Prop\Constructed\DataCube\PRP_Eldan_DataCube_000.m3",1,0,0,0,0,0,0
619,"Art\Prop\Housing\Decor\Door\Cassian\PRP_Door_CassianMedium_A.m3",1,-2.57396,6.10049,10.0513,-90,180,0
620,"Art\Prop\Housing\Decor\Entry\Cassian\PRP_Entry_CassianMedium_A.m3",1,-2.57397,6.10049,10.0513,-90,-180,0
621,"Art\Prop\Housing\Decor\Roof\Cassian\PRP_Roof_CassianMedium_A.m3",1,0.784704,24.4667,3.1549,8.53774e-07,1.70755e-06,1.27222e-14
622,"Art\Prop\Constructed\Fireplace\Generic\PRP_Fireplace_Generic_TallExhaust_Lit_000.m3",1,0,0,0,0,0,0
623,"Art\Prop\Constructed\Pillow\Aurin\PRP_Aurin_Pillows_001.m3",1,0,0,0,0,0,0
624,"Art\Prop\Constructed\Floors\Eldan\PRP_Floor_Pod_FuelRods_001.m3",1,0,0,0,0,0,0
625,"Art\Prop\Constructed\Statue\Owl_Round\PRP_Statue_OwlRound_Small_GrayDark_001.m3",1,0,0,0,0,0,0
626,"Art\Prop\Constructed\Tools\PRP_Tools_ImperiumTechTool_Bronze_003.m3",1,0,0,0,0,0,0
627,"Art\Prop\Constructed\Plushies\PRP_Plushie_Mechari_000.m3",1,0,0,0,0,0,0
628,"Art\Prop\Constructed\Poster\PRP_Poster_001.m3",1,0,0,0,0,0,0
629,"Art\Prop\Constructed\Busts\SanctuaryCommon\PRP_Bust_AnimalHead_Chompacabra_000.m3",1,0,0,0,90,0,0
630,"Art\Prop\Constructed\WeaponRack\Drakken\PRP_WeaponRack_Drakken_004.m3",1,0,0,0,0,0,0
631,"Art\Prop\Natural\Tree\TallStraight_Multiple\PRP_Tree_TallStraight_Multiple_Teal_005.m3",1,0,0,0,0,0,0
632,"Art\Prop\Housing\Decor\Door\Draken\PRP_Door_Draken_Medium_A.m3",1,3.8147e-06,4.88907,14.7008,90,0,0
633,"Art\Prop\Housing\Decor\Entry\Draken\PRP_Entry_Draken_Medium_A.m3",1,4.76837e-07,4.88906,0.774426,90,-8.53773e-07,0
634,"Art\Prop\Housing\Decor\Roof\Draken\PRP_Roof_Draken_Medium_A.m3",1,0,12.7807,-1.40588,0,-3.41509e-06,0
635,"Art\Prop\Housing\Decor\Entry\Cassian\PRP_Entry_CassianSmall_A.m3",1,-8.88178e-17,5.9401,13.9855,-90,-180,0
636,"Art\Prop\Housing\Decor\Entry\Cassian\PRP_Entry_CassianSmall_B.m3",1,-8.88178e-17,5.9401,13.9855,-90,-180,0
637,"Art\Prop\Housing\Decor\Roof\Cassian\PRP_Roof_CassianSmall_A.m3",1,0,16.369,2.7919,0,2.54444e-14,0
638,"Art\Prop\Housing\Decor\Entry\Draken\PRP_Entry_Draken_Small_B.m3",1,0,4.88907,3.99314,90,-2.66804e-08,0
639,"Art\Prop\Housing\Decor\Roof\Chua\PRP_Roof_ChuaMedium_A.m3",1,-3.68867,17.6643,4.4353,0,180,-2.66804e-08
640,"Art\Prop\Housing\Decor\Roof\Chua\PRP_Roof_ChuaMedium_B.m3",1,-3.68867,17.6643,4.4353,1.52667e-13,180,0
641,"Art\Prop\Housing\Decor\Entry\Draken\PRP_Entry_Draken_Medium_B.m3",1,0,4.88907,0.774426,90,0,0
642,"Art\Prop\Housing\Decor\Entry\Draken\PRP_Entry_Draken_Small_c.m3",1,0,4.88907,3.99314,90,0,0
643,"Art\Prop\Housing\Decor\Door\Draken\PRP_Door_Draken_Small_B.m3",1,0,4.88907,3.99314,90,0,0
644,"Art\Prop\Housing\Decor\Door\Draken\PRP_Door_Draken_Small_C.m3",1,0,4.88907,3.99314,90,0,0
645,"Art\Prop\Housing\Decor\Roof\Draken\PRP_Roof_Draken_Small_B.m3",1,3.8147e-06,12.7807,-1.40588,2.13443e-07,-8.53774e-07,-1.06722e-07
646,"Art\Prop\Housing\Decor\Roof\Draken\PRP_Roof_Draken_Medium_B.m3",1,0,12.7807,-1.40587,0,0,0
647,"Art\Prop\Housing\Decor\Roof\Chua\PRP_Roof_ChuaMedium_C.m3",1,-3.68867,17.6643,4.4353,0,180,-6.67011e-09
648,"Art\Prop\Housing\Decor\Entry\Draken\PRP_Entry_Draken_Medium_C.m3",1,0,4.88907,0.774422,90,0,0
649,"Art\Prop\Housing\Decor\Entry\Chua\PRP_Entry_ChuaMedium_A.m3",1,-3.50459,8.15279,11.0136,-90,-180,0
650,"Art\Prop\Housing\Decor\Entry\Chua\PRP_Entry_ChuaMedium_B.m3",1,-3.50459,8.15279,11.0136,-90,-180,0
651,"Art\Prop\Housing\Decor\Entry\Chua\PRP_Entry_ChuaMedium_C.m3",1,-3.50459,8.15279,11.0136,-90,-180,0
652,"Art\Prop\Housing\Decor\Entry\Cassian\PRP_Entry_CassianMedium_B.m3",1,-2.57396,6.10049,10.0513,-90,180,0
653,"Art\Prop\Housing\Decor\Door\Cassian\PRP_Door_CassianSmall_B.m3",1,0.0532833,6.10049,0.405352,-90,-180,0
654,"Art\Prop\Housing\Decor\Door\Cassian\PRP_Door_CassianSmall_c.m3",1,0.0532833,6.10049,0.405352,-90,-180,0
655,"Art\Prop\Housing\Decor\Roof\Cassian\PRP_Roof_CassianMedium_B.m3",1,0.784706,24.4667,3.15491,0,-8.53774e-07,0
656,"Art\Prop\Housing\Decor\Roof\Cassian\PRP_Roof_CassianSmall_B.m3",1,0,16.369,2.79191,3.37934e-15,-1.70755e-06,1.33402e-08
658,"Art\Prop\Housing\Decor\Boarding\PRP_Boarding_Spaceship_A.m3",1,0,10.3773,1.09213,90,-8.53773e-07,0
659,"Art\Prop\Housing\Decor\Cockpit\PRP_Cockpit_Spaceship_A.m3",1,-4.44089e-17,18.2337,-2.72629,0,0,0
660,"Art\Prop\Housing\Decor\Wings\PRP_Wings_Spaceship_A.m3",1,0,10.3773,1.09213,90,-8.53773e-07,0
661,"Art\Prop\Housing\Decor\Roof\Aurin\PRP_Roof_Aurin_Medium_A.m3",1,7.84076,18.9468,-2.30703,4.26887e-07,-8.33762e-09,1.33402e-08
662,"Art\Prop\Housing\Decor\Entry\Aurin\PRP_Entry_Aurin_Medium_A.m3",1,-0.24478,9.11052,-3.08217,90,9.83897,0
663,"Art\Prop\Housing\Decor\Entry\Granok\PRP_Entry_Granok_A_Clean.m3",1,0,5,0,90,0,0
664,"Art\Prop\Housing\Decor\Entry\Granok\PRP_Entry_Granok_B_Clean.m3",1,0,5,0,90,0,0
665,"Art\Prop\Housing\Decor\Entry\Granok\PRP_Entry_GranokSmall_A.m3",1,-1.55228,5.30193,7.03096,90,-1.66752e-09,0
666,"Art\Prop\Housing\Decor\Entry\Granok\PRP_Entry_GranokSmall_B.m3",1,-1.55228,5.30193,7.03096,90,1.34939e-14,0
667,"Art\Prop\Housing\Decor\Roof\Granok\PRP_Roof_GranokSmall_A.m3",1,-1.33015,12.9345,0,2.13443e-07,-4.26887e-07,-2.66804e-08
668,"Art\Prop\Housing\Decor\Cockpit\PRP_Cockpit_Spaceship_B.m3",1,3.8147e-06,18.2337,-2.72628,1.06722e-07,-1.98785e-16,-2.13443e-07
669,"Art\Prop\Housing\Decor\Wings\PRP_Wings_Spaceship_B.m3",1,0,10.3773,1.09213,90,0,0
670,"Art\Prop\Housing\Decor\Door\Exile\PRP_Door_ExileSmall_A.m3",1,-9.53674e-07,6.03307,8.4455,90,9.60495e-07,0
671,"Art\Prop\Housing\Decor\Entry\Exile\PRP_Entry_ExileSmall_A.m3",1,-9.53674e-07,6.03307,8.4455,90,1.28066e-06,0
672,"Art\Prop\Housing\Decor\Roof\Exile\PRP_Roof_ExileSmall_A.m3",1,0.265232,12.9005,0.492329,-2.13443e-07,2.96212e-24,-1.59028e-15
673,"Art\Prop\Housing\Decor\Door\Exile\PRP_Door_ExileSmall_B.m3",1,1.90735e-06,6.03307,8.4455,90,3.81667e-14,0
674,"Art\Prop\Housing\Decor\Door\Exile\PRP_Door_ExileSmall_C.m3",1,0,6.03307,8.4455,90,0,0
675,"Art\Prop\Housing\Decor\Entry\Exile\PRP_Entry_ExileSmall_B.m3",1,9.53674e-07,6.03307,8.4455,90,-1.06722e-06,0
676,"Art\Prop\Housing\Decor\Roof\Exile\PRP_Roof_ExileSmall_B.m3",1,0.265232,12.9005,0.492325,0,0,0
677,"Art\Prop\Housing\Decor\Roof\Aurin\PRP_Roof_Aurin_Medium_B.m3",1,7.84076,18.9468,-2.30703,0,0,0
678,"Art\Prop\Housing\Decor\Roof\Aurin\PRP_Roof_Aurin_Medium_C.m3",1,7.84076,18.9468,-2.30703,0,0,0
679,"Art\Prop\Housing\Decor\Roof\Aurin\PRP_Roof_Aurin_Medium_D.m3",1,7.84076,18.9468,-2.30703,0,0,0
680,"Art\Prop\Housing\Decor\Entry\Aurin\PRP_Entry_Aurin_Medium_B.m3",1,9.66587,9.11052,11.6454,90,9.83897,0
681,"Art\Prop\Housing\Decor\Roof\Granok\PRP_Roof_GranokSmall_C.m3",1,-1.33014,12.9345,0,0,0,0
682,"Art\Prop\Housing\Decor\Roof\Granok\PRP_Roof_GranokSmall_B.m3",1,-1.33014,12.9345,0,0,0,0
683,"Art\Prop\Housing\Decor\Entry\Granok\PRP_Entry_GranokSmall_C.m3",1,-1.55228,5.30193,7.03096,90,1.34939e-14,0
684,"Art\Prop\Housing\Decor\Entry\Granok\PRP_Entry_GranokSmall_D_Clean.m3",1,-1.55228,5.30193,7.03096,90,1.34939e-14,0
685,"Art\Prop\Housing\Decor\Entry\Granok\PRP_Entry_GranokSmall_C_Clean.m3",1,-1.55228,5.30193,7.03096,90,1.34939e-14,0
686,"Art\Prop\Housing\Decor\Entry\Granok\PRP_Entry_GranokSmall_D.m3",1,-1.55228,5.30193,7.03096,90,1.34939e-14,0
687,"Art\Prop\Constructed\Weapon\Turret\Defiance\PRP_Turret_DefianceTripod_000.m3",1,0,0,0,0,0,0
688,"Art\Prop\Housing\Decor\Entry\Granok\PRP_Entry_Granok_C_clean.m3",1,0,5,0,90,0,0
689,"Art\Prop\Housing\Decor\Entry\Granok\PRP_Entry_GranokSmall_B_Clean.m3",1,-1.55228,5.30193,7.03096,90,1.34939e-14,0
690,"Art\Prop\Housing\Decor\Entry\Granok\PRP_Entry_GranokSmall_A_Clean.m3",1,-1.55228,5.30193,7.03096,90,1.34939e-14,0
691,"Art\Prop\Housing\Decor\Door\PRP_Door_SancCommon_001.m3",1,-0.00321102,2.44546,0.00923824,90,-1.60083e-06,0
692,"Art\Prop\Housing\Decor\Door\PRP_Door_SancCommon_002.m3",1,-0.00321054,2.44546,0.00924015,90,4.13547e-07,0
693,"Art\Prop\Housing\Decor\Door\Exile\PRP_Door_ExileSmall_D.m3",1,0,6.03307,8.4455,90,0,0
694,"Art\Prop\Housing\Decor\Door\Exile\PRP_Door_ExileSmall_E.m3",1,0,6.03307,8.4455,90,0,0
695,"Art\Prop\Constructed\MISC\PRP_Protostar_Trophy_000.m3",1,0,0,0,0,0,0
696,"Art\Prop\Constructed\Plushies\PRP_Plushie_Skeetch_002.m3",1,0,0,0,0,0,0
697,"Art\Prop\Constructed\Plushies\PRP_Plushie_Skeetch_001.m3",1,0,0,0,0,0,0
698,"Art\Prop\Constructed\Plushies\PRP_Plushie_Garr_001.m3",1,0,0,0,0,0,0
699,"Art\Prop\Constructed\Plushies\PRP_Plushie_Garr_002.m3",1,0,0,0,0,0,0
700,"Art\Prop\Constructed\Plushies\PRP_Plushie_Malverine_001.m3",1,0,0,0,0,0,0
701,"Art\Prop\Constructed\Plushies\PRP_Plushie_Malverine_002.m3",1,0,0,0,0,0,0
702,"Art\Prop\Constructed\Plushies\PRP_Plushie_Rootbrute_001.m3",1,0,0,0,0,0,0
703,"Art\Prop\Constructed\Plushies\PRP_Plushie_Rootbrute_002.m3",1,0,0,0,0,0,0
704,"Art\Prop\Constructed\Plushies\PRP_Plushie_Malverine_000.m3",1,0,0,0,0,0,0
705,"Art\Prop\Constructed\Pillow\PRP_Pillow_Lopp_RollPillow_000.m3",1,0,0,0,0,0,0
706,"Art\Prop\Constructed\Pillow\Aurin\PRP_Aurin_Pillow_Green_000.m3",1,0,0,0,0,0,0
707,"Art\Prop\Constructed\Pillow\PRP_Pillow_Chua_CushionCouch_000.m3",1,0,0,0,0,0,0
708,"Art\Prop\Constructed\Pillow\Aurin\PRP_Aurin_Pillow_Yellow_000.m3",1,0,0,0,0,0,0
709,"Art\Prop\Constructed\Pillow\Aurin\PRP_Aurin_Pillow_Pink_000.m3",1,0,0,0,0,0,0
710,"Art\Prop\Constructed\Pillow\Aurin\PRP_Aurin_Pillow_Striped_000.m3",1,0,0,0,0,0,0
711,"Art\Prop\Constructed\Pillow\Aurin\PRP_Aurin_Pillow_Stars_000.m3",1,0,0,0,0,0,0
712,"Art\Prop\Constructed\Pillow\PRP_Pillow_Lopp_Cushion_000.m3",1,0,0,0,0,0,0
713,"Art\Prop\Constructed\Pillow\Aurin\PRP_Aurin_Pillow_PinkSmall_000.m3",1,0,0,0,0,0,0
714,"Art\Prop\Constructed\Vase\PRP_Vase_Generic_001.m3",1,0,0,0,0,0,0
715,"Art\Prop\Constructed\Vase\PRP_Vase_Generic_000.m3",1,0,0,0,0,0,0
716,"Art\Prop\Constructed\FlowerPot\PRP_FlowerPot_Granok_Cactus_000.m3",1,0,0,0,0,0,0
717,"Art\Prop\Constructed\Walls\Generic\PRP_Platform_RetainingWall_000.m3",0.1,0,-0.25,0,0,0,0
718,"Art\Prop\Natural\Bush\FingerFlowers\PRP_Bush_FingerFlowers_Olive_000.m3",1,0,0,0,0,0,0
719,"Art\Prop\Natural\Bush\leafybramble\PRP_bush_LeafyBramble_Green_000.m3",1,0,0,0,0,0,0
720,"Art\Prop\Natural\Plant\CactusThornyRound\PRP_CactusThornyRound_Mid_tan_01.m3",1,0,0,0,0,0,0
721,"Art\Prop\Natural\Bush\ThornBush\PRP_Bush_ThornyTentacle_003.m3",1,0,0,0,0,0,0
722,"Art\Prop\Natural\Bush\OctoWeed\PRP_Bush_OctoWeed_000.m3",1,0,0,0,0,0,0
723,"Art\Prop\Natural\Plant\Spearnut\PRP_Spearnut_BushAloeDesert_GrayGreen_000.m3",1,0,0,0,0,0,0
724,"Art\Prop\Natural\Bush\SpiralRoundLeafyBush\PRP_bush_SpiralRoundLeafy_green_003.m3",1,0,0,0,0,0,0
725,"Art\Prop\Natural\Plant\Crop\PRP_Plant_Crop_005.m3",1,0,0,0,0,0,0
726,"Art\Prop\Natural\Bush\ThornyAlloe\PRP_Bush_ThornyAlloe_Yellowbulb_001.m3",1,0,0,0,0,0,0
727,"Art\Prop\Natural\Bush\FrenchPrickler\PRP_Bush_FrenchPrickler_Green_000.m3",1,0,0,0,0,0,0
728,"Art\Prop\Natural\Bush\OctoBush\PRP_Bush_OctoBush_003.m3",1,0,0,0,0,0,0
729,"Art\Prop\Natural\Bush\WeepingUmbrella\snowyvariant\PRP_Bush_WeepingUmbrella_002.m3",1,0,0,0,0,0,0
730,"Art\Prop\Natural\Plant\RoundLeafyPatch\PRP_plant_RoundLeafyPatch_green_001.m3",1,0,0,0,0,0,0
731,"Art\Prop\Natural\Plant\BullRush\PRP_Plant_BullRush_Creepy_Sienna_005.m3",1,0,0,0,0,0,0
732,"Art\Prop\Natural\Plant\Papyrus\PRP_Plant_Payprus_GreenPurple_000.m3",1,0,0,0,0,0,0
733,"Art\Prop\Natural\Bush\ThornyAlloe\PRP_Bush_ThornyAlloeFat_GreenGrey_000.m3",1,0,0,0,0,0,0
734,"Art\Prop\Natural\Bush\ThornBush\GreenBramble\PRP_Bush_ThornyBramble_Green_000.m3",1,0,0,0,0,0,0
735,"Art\Prop\Natural\Plant\HedgeHog\PRP_Bush_HedgeHog_Spiky_GreenBrown_003.m3",1,0,0,0,0,0,0
736,"Art\Prop\Natural\Plant\Jellient\PRP_Plant_Jellient_000.m3",1,0,0,0,0,0,0
737,"Art\Prop\Natural\Bush\OctoBush\PRP_Bush_OctoBush_002.m3",1,0,0,0,0,0,0
738,"Art\Prop\Natural\Plant\ThinHandStem\PRP_Plant_ThinHandStem_Tan_004.m3",1,0,0,0,0,0,0
739,"Art\Prop\Natural\Plant\BlowfishBulb\PRP_Plant_Blowfish_000.m3",1,0,0,0,0,0,0
740,"Art\Prop\Natural\Plant\SpaceWheat\PRP_Plant_SpaceWheatGlow_BlueYellow_000.m3",1,0,0,0,0,0,0
741,"Art\Prop\Natural\Plant\TorchBush\PRP_Plant_TorchBush_Dreadmoor_000.m3",1,0,0,0,0,0,0
742,"Art\Prop\Constructed\Container\Arkship\PRP_Container_Arkship_RelicCrate_000.m3",0.75,0,0,0,0,0,0
743,"Art\Prop\Constructed\Crate\Bandit\PRP_Crate_Bandit_004.m3",1,0,0,0,0,0,0
744,"Art\Prop\Constructed\Crate\Marauder\PRP_Crate_MarauderCrate_000.m3",1,0,0,0,0,0,0
745,"Art\Prop\Constructed\Chest\Marauder\PRP_TreasureChest_RMC_000.m3",1,0,0,0,0,0,0
746,"Art\Prop\Constructed\Blackbox\PRP_Blackbox_Long_000.m3",1,0,0,0,0,0,0
747,"Art\Prop\Constructed\Container\PRP_Box_CardboardShippingTape_Brown_000.m3",1,0,0,0,0,0,0
748,"Art\Prop\Constructed\Container\ShipHand\PRP_ShipHand_Locker_000.m3",1,0,0,0,0,0,0
749,"Art\Prop\Constructed\Container\Marauder\PRP_Container_Marauder_ShippingContainer_003.m3",1,0,0,0,0,0,0
750,"Art\Prop\Constructed\Barrel\PRP_Barrel_explodingBarrel_000.m3",1,0,0,0,0,0,0
751,"Art\Prop\Constructed\Chest\PRP_Chest_EldanGoldTrim_White_000.m3",1,0,0,0,0,0,0
752,"Art\Prop\Natural\Flowers\PurpleGlowBulbs\RPR_Flower_PurpleGlowBulbs_GreenStem_Small_000.m3",1,0,0,0,0,0,0
753,"Art\Prop\Natural\Plant\YellowFlower\PRP_Flower_yellow_SmallGroup_000.m3",1,0,0,0,0,0,0
754,"Art\Prop\Natural\Plant\flowerfruit\PRP_Plant_Flowerfruit_Purple_000.m3",1,0,0,0,0,0,0
755,"Art\Prop\Natural\Plant\Habanerobloom\PRP_Habanerobloom_RoseFlowerThorn_GreenRed_001.m3",1,0,0,0,0,0,0
756,"Art\Prop\Natural\Tree\Flower_TallThin_Thorny\PRP_Flow_Tallthing_Torny_000_Blue.m3",0.7,0,0,0,0,0,0
757,"Art\Prop\Natural\Flowers\NecroBloom\PRP_Flower_NecroBloom_PurplePink_003.m3",1,0,0,0,0,0,0
758,"Art\Prop\Natural\Tree\Flower_TallThin_Thorny\PRP_Flow_Tallthing_PurpleTop_001.m3",1,0,0,0,0,0,0
759,"Art\Prop\Natural\PlayerPath\Scientist\Algeroc\PRP_Habanerobloom_RoseFlowerScientist_000.m3",1,0,0,0,0,0,0
760,"Art\Prop\Natural\Flowers\StarFlower\PRP_Flower_PurpleStarFlower_000.m3",1,0,0,0,0,0,0
761,"Art\Prop\Natural\Flowers\ElephantTulip\PRP_Flower_ElephantTulip_000.m3",1,0,0,0,0,0,0
762,"Art\Prop\Natural\Flowers\ElephantTulip\PRP_Flower_ElephantTulip_BlueLight_000.m3",1,0,0,0,0,0,0
763,"Art\Prop\Natural\Flowers\NecroBloom\PRP_Flower_NecroBloom_Bio_000.m3",1,0,0,0,0,0,0
764,"Art\Prop\Natural\Flowers\ElephantTulip\PRP_Flower_ElephantTulip_BlueLight_001.m3",1,0,0,0,0,0,0
765,"Art\Prop\Natural\Plant\FlowerSpiralLeafy\PRP_bush_FlowerSpiralLeafy_teal_001.m3",1,0,0,0,0,0,0
766,"Art\Prop\Natural\Tree\Flower_TallThin_Thorny\PRP_Flow_Tallthing_PurpleTop_003.m3",1,0,0,0,0,0,0
767,"Art\Prop\Natural\Plant\Habanerobloom\PRP_Habanerobloom_RoseFlowerThorn_GreenRed_000.m3",1,0,-0.5,0,0,0,0
768,"Art\Prop\Natural\Tree\Flower_TallThin_Thorny\PRP_Flow_Tallthing_Torny_004_Young.m3",1,0,0,0,0,0,0
769,"Art\Prop\Natural\Flowers\NecroBloom\PRP_Flower_NecroBloom_Bio_003.m3",1,0,0,0,0,0,0
770,"Art\Prop\Natural\Flowers\NecroBloom\PRP_Flower_NecroBloom_Bio_003.m3",1,0,0,0,0,0,0
771,"Art\Prop\Natural\Flowers\purplepalmflower\PRP_Flower_PurplePalm_000.m3",1,0,0,0,0,0,0
772,"Art\Prop\Natural\Tree\Flower_TallThin_Thorny\PRP_Flow_Tallthing_Torny_002_Red.m3",1,0,0,0,0,0,0
773,"Art\Prop\Natural\Plant\NorthernWilds\PRP_Plant_ClusterCups_Blue_000.m3",1,0,0,0,0,0,0
774,"Art\Prop\Natural\Grass\PRP_AlgerocGrassLong_Yellow_000.m3",1,0,0,0,0,0,0
775,"Art\Prop\Natural\Grass\PRP_AlgerocGrassLongCut_Yellow_001.m3",1,0,0,0,0,0,0
776,"Art\Prop\Natural\Bush\TallGrass\Deradune_TallGrass\PRP_Bush_TallGrassDeradune_Brown_002.m3",0.33,0,-0.5,0,0,0,0
777,"Art\Prop\Natural\Bush\TallGrass\PRP_Bush_TallGrassDead_Brown_001.m3",1,0,0,0,0,0,0
778,"Art\Prop\Natural\Bush\TallGrass\Deradune_TallGrass\PRP_Bush_TallGrassDeradune_Green_002.m3",1,0,0,0,0,0,0
779,"Art\Prop\Natural\Grass\HayBales\PRP_Hay_Pile_000.m3",1,0,0,0,0,0,0
780,"Art\Prop\Natural\Plant\fieldshrubs\wheatgrass\PRP_FieldShrubs_WheatGrass_yellow_000.m3",1,0,0,0,0,0,0
781,"Art\Prop\Natural\Grass\WildField_Algoroc\PRP_Grass_WildField_Algoroc_001.m3",1,0,0,0,0,0,0
782,"Art\Prop\Natural\Bush\TallGrass\Deradune_TallGrass\PRP_Bush_TallGrassDeradune_Green_000.m3",1,0,0,0,0,0,0
783,"Art\Prop\Natural\Grass\HayBales\PRP_Hay_Large_Bales_000.m3",1,0,0,0,0,0,0
784,"Art\Prop\Natural\Grass\HayBales\PRP_Hay_Large_Bales_Square_000.m3",1,0,0,0,0,0,0
785,"Art\Prop\Constructed\Sign\Mine\PRP_Sign_Mine_Entrance_001.m3",1,0,0,0,0,0,0
786,"Art\Prop\Constructed\WalkWays\SanctuaryCommon\PRP_SquirdStand_SanctuaryCommon_Rust_000.m3",1,0,0,0,0,0,0
787,"Art\Prop\Constructed\Pillar\Eldan\PRP_Pillar_EldanRuins_008.m3",1,0,0,0,0,0,0
788,"Art\Prop\Constructed\Sign\PRP_Sign_BillboardRockRope_Gray_000.m3",0.4,0,0,0,0,0,0
789,"Art\Prop\Constructed\Bunker\Defiance\PRP_Bunker_DefianceMilitary_001.m3",1,0,0,0,0,0,0
790,"Art\Prop\Constructed\Sign\PRP_Sign_SancComGallow_BrownGreen_000.m3",1,0,0,0,0,0,0
791,"Art\Prop\Constructed\Bunker\Dominion\PRP_Bunker_DominionMilitary_001.m3",1,0,0,0,0,0,0
792,"Art\Prop\Constructed\Totems\Falkrin\PRP_Totem_Falkrin_DragonHead_000.m3",1,0,0,0,0,0,0
793,"Art\Prop\Constructed\Building\SniperTower\PRP_Building_SniperTower_Ikthian_000.m3",0.5,0,0,0,0,0,0
794,"Art\Prop\Constructed\Building\SniperTower\PRP_Building_SniperTower_Generic_000.m3",1,0,0,0,0,0,0
795,"Art\Prop\Constructed\Totems\Moodie\PRP_Totem_MaskSkulls_Grey_000.m3",1,0,0,0,0,0,0
796,"Art\Prop\Constructed\Totems\Murg\PRP_Totem_MurghScreamingGord_002.m3",1,0,0,0,0,0,0
797,"Art\Prop\Constructed\WaterTower\Generic\PRP_WaterTower_Generic_003.m3",1,0,0,0,0,0,0
798,"Art\Prop\Constructed\Totems\Falkrin\PRP_Totem_FalkrinMetalJawOneRing_001.m3",1,0,0,0,0,0,0
799,"Art\Prop\Constructed\FirePit\Falkrin\PRP_FirePit_FalkrinHornBase_001.m3",1,0,0,0,0,0,0
800,"Art\Prop\Constructed\Fountain\CryingLady\PRP_CryingLady_CryingFountainDead_gray_000.m3",1,0,0,0,0,0,0
801,"Art\Prop\Constructed\Mailbox\Defiance\PRP_Mailbox_Defiance_000.m3",1,0,0,0,0,0,0
802,"Art\Prop\Constructed\Machinery\Dregg\PRP_Machinery_IrrigationPlantWater_BrownGrey_000.m3",1,0,0,0,0,0,0
803,"Art\Prop\Constructed\Machinery\Dregg\PRP_Machinery_IrrigationPlantWater_BrownGrey_001.m3",1,0,0,0,0,0,0
804,"Art\Prop\Constructed\FirePit\Marauder\PRP_Marauder_BBQ_000.m3",1,0,0,0,0,0,0
806,"Art\Prop\Constructed\MeatPile\PRP_MeatPile_Skeetch_RedPink_000.m3",1,0,0,0,0,0,0
807,"Art\Prop\Constructed\MeatRack\Falkrin\PRP_MeatRack_FalkrinHangingMeat_000.m3",1,0,0,0,0,0,0
808,"Art\Prop\Constructed\Cauldron\Pell\PRP_Cauldron_Pell_000.m3",1,0,0,0,0,0,0
809,"Art\Prop\Constructed\Tools\Forks\PRP_Fork_000.m3",3,0,0,0,0,0,0
810,"Art\Prop\Constructed\Tools\Knives\PRP_Tools_KitchenKnife_001.m3",1,0,0,0,0,0,0
811,"Art\Prop\Constructed\Tools\Plates\PRP_Plate_000.m3",1,0,0,0,0,0,0
812,"Art\Prop\Constructed\Walls\Olyssia\PRP_Walls_GalerasRuniedWall_Gray_002.m3",0.33,0,0,0,0,0,0
813,"Art\Prop\Constructed\Fence\Protostar\PRP_Fence_ProtostarSpaceGeneric_006.m3",1,0,0,0,0,0,0
814,"Art\Prop\Constructed\Fence\Pell\PRP_Fence_RopePellWood_Brown_001.m3",1,0,0,0,0,0,0
815,"Art\Prop\Constructed\Fence\SanctuaryCommon\PRP_Fence_SanctuaryCommonWooden_Brown_002.m3",1,0,0,0,0,0,0
816,"Art\Prop\Constructed\Fence\Bandit\PRP_Fence_Bandit_002.m3",1,0,0,0,0,0,0
817,"Art\Prop\Constructed\Fence\Imperium\PRP_Imperium_Fence_Low_000.m3",1,0,0,0,0,0,0
