"ID","assetPath","assetTexture0","assetTexture1","modelTextureId0","modelTextureId1","creatureMaterialEnum","scale","hitRadius","walkLand","walkAir","walkWater","walkHover","runLand","runAir","runWater","runHover","itemVisualTypeIdFeet","swimWaterDepth","race","sex","itemDisplayId00","itemDisplayId01","itemDisplayId02","itemDisplayId03","itemDisplayId04","itemDisplayId05","itemDisplayId06","itemDisplayId07","itemDisplayId08","itemDisplayId09","itemDisplayId10","itemDisplayId11","itemDisplayId12","itemDisplayId13","itemDisplayId14","itemDisplayId15","itemDisplayId16","itemDisplayId17","itemDisplayId18","itemDisplayId19","modelMeshId00","modelMeshId01","modelMeshId02","modelMeshId03","modelMeshId04","modelMeshId05","modelMeshId06","modelMeshId07","modelMeshId08","modelMeshId09","modelMeshId10","modelMeshId11","modelMeshId12","modelMeshId13","modelMeshId14","modelMeshId15","groundOffsetHover","groundOffsetFly"
486,"Art\Mount\Speeder\PRP_Mount_ImperiumSpeeder_WhiteGold_000.m3","","",0,0,0,1,1.3,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
487,"Art\Mount\Speeder\PRP_Mount_ImperiumSpeeder_WhiteGold_000.M3","","",0,0,0,1,1.3,60,60,60,60,60,60,60,60,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
488,"Art\Prop\Constructed\Tents\PRP_Tent_SmugglerSmall_Brown_000.M3","","",0,0,0,1,1.3,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
489,"Art\Prop\Constructed\WaterTower\PRP_WaterTower_SanctuaryCommonMedium_GreyBrown_000.M3","","",0,0,0,1,1.3,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
490,"Art\Prop\Constructed\Bar\SanctuaryCommon\PRP_Mug_SCGlass_001.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
491,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,1,579,305,311,531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
492,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,579,5,135,205,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
493,"Art\NPC\MultiRig\HumanMBig\MultiRig_HumanMBig.m3","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
495,"Art\FX\Model\Props\Smoke_Chimney\Smoke_Chimney.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
496,"Art\Prop\Constructed\Crate\PRP_Crate_SmugglerWeapon_Brown_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
497,"Art\Prop\Constructed\Book\PRP_Book_SmugglerGrimoire_Brown_000.M3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
498,"Art\Prop\Constructed\Banner\Falkrin\PRP_Falkrin_FeatheredBanner_000.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
499,"Art\Creature\Pell\Pell_Base\Pell_Base.m3","","",0,0,3,1,2.3,4,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
501,"Art\Prop\Constructed\Totems\Murg\PRP_Totem_smallClawed_000.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
502,"Art\Prop\Natural\Plant\NorthernWilds\smallblue.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
503,"Art\Creature\TreeElemental\TreeElemental.m3","","",0,0,3,1,1.3,2.5,0,0,0,10,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
504,"Art\Creature\Dracus\Dracus.m3","","",0,0,0,1,6.2,4,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
505,"Art\Creature\ShadowCreep\ShadowCreep.m3","","",0,0,0,1,1.7,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
506,"Art\Creature\Gribbon\Gribbon.m3","","",0,0,0,1,3,2,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
508,"Art\Creature\Murgh\Murgh_Base\Murgh_Base.M3","Art\Creature\Murgh\Murgh_Exotic_03_Color.tex","Art\Creature\Murgh\Murgh_Normal.tex",1,2,0,1,2.3,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
509,"Art\Creature\Spider\Spider.m3","Art\Creature\Spider\Spider_GroupA_Default_Color.tex","Art\Creature\Spider\Spider_GroupA_Default_Normal.tex",1,2,0,1,1.6,2.5,2.5,0,0,10,10,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
510,"Art\Creature\Rootbrute\Rootbrute.m3","","",0,0,0,1,2.5,2,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
511,"Art\Creature\Rat\Rat.m3","","",0,0,0,1,2.4,6,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
512,"Art\Creature\Malverine\Malverine.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
513,"Art\Creature\Terminite\Terminite.m3","","",0,0,0,1,3,4,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
514,"Art\Creature\Krogg\Krogg_Heavy\Krogg_Heavy.m3","","",0,0,3,1,2.1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
515,"Art\NPC\Eldan\EldanBase_M\EldanBase_M.m3","Art\Creature\Asura\CRT_Asura_Color.tex","",1,0,0,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
516,"Art\Prop\Constructed\Brazier\PRP_Interactive_PheromoneBrazier_Green_000.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
517,"Art\FX\Model\Props\Explosion_Gigantic\Explosion_Gigantic.m3","","",0,0,0,1,2.4,2.8,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
518,"","","",0,0,6,1,1.2,3,9,2.25,3,10,30,7.5,10,2,0.5,12,1,562,636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
519,"Art\Prop\Constructed\Bomb\PRP_Bomb_SCRocketBomb_000.m3","","",0,0,0,1,1.3,40,40,40,40,60,60,60,60,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
520,"Art\FX\Model\Props\Explosion_Gigantic\Explosion_Gigantic.m3","","",0,0,0,1,1.3,40,40,40,40,60,60,60,60,2,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
521,"Art\Prop\Constructed\Cannon\Dominion\PRP_Cannon_ImperiumDualBarrelTurret_White_000.M3","","",0,0,0,1,1.3,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
523,"Art\Creature\Pumera\Pumera.M3","Art\Creature\Pumera\CRT_Pumera_B_Color.tex","Art\Creature\Pumera\CRT_Pumera_Normal.DDS",1,2,3,1,2.6,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
525,"Art\Creature\Sunfish\Sunfish_Group1\sunfish_Group1.M3","","",0,0,0,1,5.5,3,9,2.25,3,10,30,10,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
526,"Art\Creature\Oghra\Oghra_01_M\Oghra_01_M.m3","","",0,0,3,1,1.5,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
527,"Art\Creature\Spikehorde\SpikeHorde.m3","Art\Creature\Spikehorde\SpikeHorde_groupA_var01_Color.tex","Art\Creature\Spikehorde\SpikeHorde_Normal.tex",1,2,3,1,1.4,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
528,"Art\Creature\Spikehorde\SpikeHorde.m3","Art\Creature\Spikehorde\SpikeHorde_groupA_var02_Color.tex","Art\Creature\Spikehorde\SpikeHorde_Normal.tex",1,2,3,1,1.4,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
530,"Art\Creature\Spikehorde\SpikeHorde.m3","Art\Creature\Spikehorde\SpikeHorde_groupA_boss01_Color.tex","Art\Creature\Spikehorde\SpikeHorde_Normal.tex",1,2,3,1,1.4,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
531,"Art\FX\Flux\Props\Bubble_GRN\Bubble_GRN.m3","","",0,0,0,1,5,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
532,"Art\FX\Model\Cast\Light_Circles_YLW\Light_Circles_YLW.m3","","",0,0,0,1,2.1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
533,"Art\Prop\Constructed\FirePit\Murgh\PRP_FirePit_Murgh_000.m3","","",0,0,0,0.5,1,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
534,"Art\Creature\Chompacabra\Chompacabra.m3","","",0,0,0,1,2,6,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
535,"Art\Creature\Spikehorde\SpikeHorde.m3","","",0,0,3,1,1.4,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
536,"Art\Creature\AgressorBot\AgressorBot.M3","","",0,0,0,1,1.4,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
538,"Art\Creature\TreeElemental\TreeElemental.m3","","",0,0,3,1,1.3,2.5,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
539,"Art\Creature\Skugs\SkugQueen_01\SkugQueen01.M3","","",0,0,0,1,3.6,2.5,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
540,"Art\Creature\Scrab\Scrab.m3","","",0,0,0,1,1.5,2.5,0,0,0,10,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
541,"","","",0,0,3,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,597,703,1196,1198,626,1054,1031,6,439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
542,"Art\Creature\Garr\Garr.m3","","",1,0,0,1,2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
543,"Art\Prop\Constructed\Beacon\Defiance\PRP_Beacon_DefianceShip_000.m3","","",0,0,0,1,8.4,2,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
544,"Art\Prop\Constructed\Machinery\Protostar\PRP_Machinery_ProtostarCollector_000.m3","","",0,0,4,1,3,10,10,10,10,20,20,20,20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
545,"Art\Prop\Constructed\ControlPanel\Eldan\PRP_ControlPanel_EldanCrystal_000.m3","","",0,0,0,1,8.4,2,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
546,"Art\NPC\InvisibleMan\InvisibleMan.m3","","",0,0,0,1,1.2,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
547,"Art\FX\Model\Missiles\Ring_PPL\Ring_PPL.m3","","",0,0,0,1,1.2,20,20,20,20,20,20,20,20,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
548,"Art\Prop\Constructed\Debris\PRP_SalvageSmall_Grey_000.M3","","",0,0,0,0.7,1.9,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
549,"Art\Prop\Constructed\Beacon\Defiance\PRP_Beacon_DefianceShip_000.m3","","",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
550,"Art\Prop\Constructed\Cots\PRP_SoldiersCot_ImperiumMilitary_White_000.M3","","",0,0,0,1,1.3,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
551,"Art\Prop\Constructed\Canopy\SanctuaryCommon\PRP_Canopy_SCShantyTarp_Grey_000.M3","","",0,0,0,1,8.2,5,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
552,"Art\Prop\Constructed\Tents\PRP_Tent_SmugglerSmall_Brown_000.M3","","",0,0,0,1,1.2,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
553,"Art\Prop\Constructed\FirePit\Falkrin\PRP_FirePit_FalkrinHornBase_000.m3","","",0,0,0,1,1.9,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
554,"Art\FX\Placeholder\OT_WaterSplash.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
558,"Art\Creature\Sigil\Model\Eye_UDownTri_RED\Eye_UDownTri_RED.m3","","",0,0,0,1,2.6,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
561,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,484,486,304,487,483,485,5,135,6,217,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
562,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,169,171,172,168,170,187,135,205,213,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
563,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,504,506,1291,507,503,505,4294967295,5,137,6,251,224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
565,"Art\Prop\Constructed\Hookah\Lopp\PRP_Hookah_LoppCarrot_000.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
566,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,527,529,530,526,528,5,140,6,439,223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
567,"Art\NPC\Lopp\Lopp_Base\Lopp_Base.m3","Art\NPC\Lopp\Lopp_F\NPC_Lopp_F_01_Color.tex","Art\NPC\Lopp\Lopp_F\NPC_Lopp_F_01_Normal.tex",1,2,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
568,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,441,437,444,434,436,5,138,204,234,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
569,"Art\Creature\ShadowPeep\ShadowPeep.m3","","",0,0,3,1,1.1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
570,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,299,302,301,303,298,300,25,138,6,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
572,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,1272,1375,1291,1327,1335,1267,25,140,204,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
573,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,527,529,682,530,526,528,4294967295,25,137,6,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
574,"Art\Creature\Skeetch\Skeetch.M3","Art\Creature\Skeetch\Reelik_Skeetch\CRT_Reelik_Skeetch_Color.tex","Art\Creature\Skeetch\Reelik_Skeetch\CRT_Reelik_Skeetch_Normal.tex",1,2,3,1,2,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
575,"","","",0,0,7,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,3,0,1390,1392,4294967295,1393,1389,1391,1394,4294967295,4294967295,19,524,20,995,145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
576,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,557,559,301,574,25,138,6,816,1822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
578,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,164,166,163,165,25,194,204,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
579,"Art\FX\Model\OT\PowerUp_02_BLE\PowerUp_02_BLE_9.m3","","",0,0,0,1,1,3,9,2.25,3,10,30,7.5,10,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
580,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,494,496,493,495,25,196,204,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
583,"Art\Creature\Skeetch\Skeetch.M3","Art\Creature\Skeetch\Skeetch_groupA_var01_Color.tex","",1,0,3,1,2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
584,"Art\Creature\Skeetch\Skeetch.M3","Art\Creature\Skeetch\Skeetch_groupA_var02_Color.tex","",1,0,3,1,2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
585,"Art\Creature\Skeetch\Skeetch.M3","Art\Creature\Skeetch\Skeetch_groupA_boss01_Color.tex","",1,0,3,1,2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
587,"","","",0,0,3,1,1.2,3,9,2.25,3,10,30,7.5,10,1,0.5,1,0,573,25,190,204,220,223,297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
588,"Art\Prop\Constructed\Generator\PRP_Steel_MiningGenerator_RedGrey_002.M3","","",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1
