"ID","missileType","castStage","originUnitEnum","targetFlags","modelPath","fxPath","beamPath","beamSource","beamTarget","itemSlot","costumeSide","modelAttachmentIdCaster","modelAttachmentIdTarget","clientDelay","modelEventIdDelayedBy","flags","duration","frequency","speedMps","accMpss","revolverNestedMissileInitDelay","revolverNestedMissileSubDelay","spell4ClientMissileIdNested","revolverMissileImpactAssetPath","missileRevolverTrackId","birthAnchorPath","deathAnchorPath","trajAnchorPath","birthDuration","birthAnchorAngleMin","birthAnchorAngleMax","deathAnchorAngleMin","deathAnchorAngleMax","deathAnchorSpace","itemSlotIdObj","objCostumeSide","trajPoseFullBlendDistance","trajAnchorPlaySpeed","parabolaHeightScale","rotateX","rotateY","rotateZ","scale","endScale","phaseFlags","telegraphDamageIdAttach","soundEventIdBirth","soundEventIdLoopStart","soundEventIdLoopStop","soundEventIdDeath","beamDiffuseColor","missileDiffuseColor"
891,2,0,0,2,"Art\FX\Model\Missiles\Gun_Comet_PPL\Gun_Comet_PPL.m3","","",0,0,20,1,16,14,267,0,2,0,0,30,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
892,0,0,0,2,"Art\FX\Model\Missiles\Gun_Comet_PPL\Gun_Comet_PPL.m3","","",0,0,20,0,16,14,100,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
893,0,0,0,2,"Art\FX\Model\Missiles\Gatling_6Bolt_GRN\Gatling_6Bolt_GRN.m3","","",0,0,0,0,22,46,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
894,0,0,0,2,"Art\FX\Model\Missiles\Laser_Blast_RED\Laser_Blast_RED.m3","","",0,0,0,0,22,8,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
895,2,0,0,2,"Art\FX\Model\Missiles\Tracer_Comet_PPL\Tracer_Comet_PPL.m3","","",0,0,0,0,16,8,0,0,2,500,500,50,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
896,1,0,0,2,"Art\FX\Blood\Red\Channels\Siphon\Siphon.m3","","",0,0,0,0,9,10,0,0,1,30000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
897,1,0,0,1,"Art\FX\Model\Channels\Wave_Ripple_GLD\Wave_Ripple_GLD.m3","","",0,0,0,0,10,11,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
898,1,0,0,1,"Art\FX\Model\Channels\Wave_Ripple_GLD\Wave_Ripple_GLD.m3","","",0,0,0,0,11,10,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
900,1,0,0,2,"Art\FX\Model\Channels\Dual_WaveShadow_PPL\Dual_WaveShadow_PPL.m3","","",0,0,0,0,10,8,0,0,1,2147483647,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
905,1,0,0,1,"Art\FX\Model\Channels\Boulderback_Aggravator\Boulderback_Aggravator_1.m3","","",0,0,0,0,21,1,0,0,1,2147483647,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
906,1,0,0,1,"Art\FX\Model\Channels\Boulderback_Aggravator\Boulderback_Aggravator_1.m3","","",0,0,0,0,22,1,0,0,1,2147483647,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
907,1,0,0,1,"Art\FX\Model\Channels\Boulderback_Aggravator\Boulderback_Aggravator_1.m3","","",0,0,0,0,23,1,0,0,1,2147483647,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
908,1,0,0,1,"Art\FX\Model\Channels\Boulderback_Aggravator\Boulderback_Aggravator_1.m3","","",0,0,0,0,24,1,0,0,1,2147483647,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
909,1,0,0,0,"Art\FX\Model\Channels\Shock_Beam_PPL\Shock_Beam_PPL.m3","","",0,0,0,0,2,46,0,0,1,60000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
910,1,0,0,0,"Art\FX\Model\Channels\Shock_Beam_PPL\Shock_Beam_PPL.m3","","",0,0,0,0,3,46,0,0,1,60000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
911,1,0,0,0,"Art\FX\Model\Channels\Shock_Beam_PPL\Shock_Beam_PPL.m3","","",0,0,0,0,49,46,0,0,1,60000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
912,1,0,0,0,"Art\FX\Model\Channels\Shock_Beam_PPL\Shock_Beam_PPL.m3","","",0,0,0,0,50,46,0,0,1,60000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
913,1,0,0,2,"Art\FX\Model\Channels\Boulderback_Aggravator\Boulderback_Aggravator_1.m3","","",0,0,0,0,21,21,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
914,1,0,0,2,"Art\FX\Model\Channels\Boulderback_Aggravator\Boulderback_Aggravator_2.m3","","",0,0,0,0,21,21,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
915,1,0,0,2,"Art\FX\Model\Channels\Boulderback_Aggravator\Boulderback_Aggravator_3.m3","","",0,0,0,0,21,21,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
916,1,0,0,2,"Art\FX\Model\Channels\Boulderback_Aggravator\Boulderback_Aggravator_4.m3","","",0,0,0,0,21,21,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
917,1,0,0,2,"Art\FX\Model\Channels\Boulderback_Aggravator\Boulderback_Aggravator_5.m3","","",0,0,0,0,21,21,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
919,1,0,0,2,"Art\FX\Model\Channels\Dual_Linear_GLD\Dual_Linear_GLD.m3","","",0,0,0,0,21,23,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
920,1,0,0,2,"Art\FX\Model\Channels\Dual_Linear_RED\Dual_Linear_RED.m3","","",0,0,0,0,21,23,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
921,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,0,0,21,23,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
922,1,0,0,2,"Art\FX\Model\Channels\Single_Linear_GLD\Single_Linear_GLD.m3","","",0,0,0,0,21,22,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
923,1,0,0,2,"Art\FX\Model\Channels\Crystal_Shock_BLU\Crystal_Shock_BLU.m3","","",0,0,0,0,21,22,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
924,1,0,0,2,"Art\FX\Model\Channels\Single_Linear_GLD\Single_Linear_GLD.m3","","",0,0,0,0,21,23,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
925,1,0,0,2,"Art\FX\Model\Channels\Crystal_Shock_BLU\Crystal_Shock_BLU.m3","","",0,0,0,0,21,23,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
926,1,0,0,1,"Art\FX\Model\Channels\Crystal_Shock_BLU\Crystal_Shock_BLU.m3","","",0,0,0,0,0,21,0,0,1,99999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
927,1,0,0,0,"Art\FX\Model\Channels\Energy_Beam_TRQ\Energy_Beam_TRQ.m3","","",0,0,0,0,10,9,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
928,0,0,0,2,"Art\FX\Model\Missiles\Ice_SpikeGround_BLE\Ice_SpikeGround_BLE.m3","","",0,0,20,0,43,9,100,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
929,1,0,0,2,"Art\FX\Model\Channels\Dual_Wave_YLW\Dual_Wave_YLW.m3","","",0,0,0,0,11,14,0,0,1,2700,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
930,1,0,0,0,"Art\FX\Model\Channels\Shock_Beam_PPL\Shock_Beam_PPL.m3","","",0,0,0,0,3,50,0,0,1,5000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
931,1,0,0,0,"Art\FX\Model\Channels\Shock_Beam_PPL\Shock_Beam_PPL.m3","","",0,0,0,0,3,49,0,0,1,5000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
932,0,0,0,2,"Art\FX\Model\Missiles\Tracer_Comet_PPL\Tracer_Comet_PPL.m3","","",0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
933,0,0,0,2,"Art\FX\Model\Missiles\Gun_ChargedOrb_AQU\Gun_ChargedOrb_AQU.m3","","",0,0,0,0,21,14,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
934,0,0,0,2,"Art\FX\Model\Missiles\Gun_Comet_PPL\Gun_Comet_PPL.m3","","",0,0,20,1,16,14,267,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
935,1,0,0,2,"Art\FX\Model\Channels\Dual_Wave_YLW\Dual_Wave_YLW.m3","","",0,0,0,0,11,14,0,0,1,6000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
938,0,0,0,2,"Art\Prop\Constructed\Bomb\PRP_Bomb_SCRocketBomb_000.m3","","",0,0,0,0,11,9,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
939,0,0,0,2,"Art\FX\Model\Missiles\Pistol_PowerShot_PNK\Pistol_PowerShot_PNK.m3","","",0,0,20,0,16,15,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
940,0,0,0,2,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,31,0,3,8,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
941,1,0,0,2,"Art\FX\Model\Channels\Target_Laser_RED\Target_Laser_RED.m3","","",0,0,20,0,16,15,0,0,1,5000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
946,1,0,0,2,"Art\FX\Model\Channels\Shock_Beam_BLE\Shock_Beam_BLE.m3","","",0,0,31,0,3,8,0,0,1,750,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
947,0,0,0,2,"Art\FX\Model\Missiles\Gun_ChargedOrb_AQU\Gun_ChargedOrb_AQU.m3","","",0,0,20,0,16,46,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
948,0,0,0,2,"Art\FX\Model\Missiles\Gun_ChargedOrb_AQU\Gun_ChargedOrb_AQU.m3","","",0,0,20,0,16,46,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
949,0,0,0,2,"Art\FX\Model\Missiles\Gun_Basic_Pistol_Comet_PNK\Gun_Basic_Pistol_Comet_PNK.m3","","",0,0,20,0,16,46,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
950,0,0,0,2,"Art\FX\Model\Missiles\Gun_ChargedOrb_AQU\Gun_ChargedOrb_AQU.m3","","",0,0,20,0,16,46,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
951,0,0,0,2,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
952,0,0,0,2,"Art\FX\Model\Missiles\Gun_ChargedOrb_AQU\Gun_ChargedOrb_AQU.m3","","",0,0,20,0,16,46,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
953,0,0,0,2,"Art\FX\Model\Missiles\Gun_ChargedOrb_AQU\Gun_ChargedOrb_AQU.m3","","",0,0,20,0,16,46,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
954,0,0,0,2,"Art\FX\Model\Missiles\Gun_ChargedOrb_AQU\Gun_ChargedOrb_AQU.m3","","",0,0,20,0,16,46,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
955,0,0,0,2,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
956,2,0,0,2,"Art\FX\Model\Missiles\Gun_Basic_Pistol_Comet_PNK\Gun_Basic_Pistol_Comet_PNK.m3","","",0,0,20,0,16,46,400,0,2,4000,1000,30,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
957,1,0,0,0,"Art\FX\Model\Channels\Single_Linear_GLD\Single_Linear_GLD.m3","","",0,0,0,0,2,15,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
958,1,0,0,0,"Art\FX\Model\Channels\Single_Linear_GLD\Single_Linear_GLD.m3","","",0,0,0,0,3,15,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
959,1,0,0,0,"Art\FX\Model\Channels\Single_Linear_GLD\Single_Linear_GLD.m3","","",0,0,0,0,49,15,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
960,1,0,0,0,"Art\FX\Model\Channels\Single_Linear_GLD\Single_Linear_GLD.m3","","",0,0,0,0,50,15,0,0,1,9999999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
961,0,0,0,0,"Art\FX\Model\Impacts\Skug_ToxicSpit\Skug_ToxicSpit_14.M3","","",0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
962,0,0,0,2,"Art\FX\Model\Spells\Skug_ToxicSpit\Skug_ToxicSpit_12.M3","","",0,0,0,0,12,46,250,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
963,0,0,0,2,"Art\FX\Model\Spells\Skug_ToxicSpit\Skug_ToxicSpit_12.M3","","",0,0,0,0,12,46,250,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
964,0,0,0,2,"Art\FX\Model\Spells\Skug_ToxicSpit\Skug_ToxicSpit_12.M3","","",0,0,0,0,12,46,250,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
965,0,0,0,2,"Art\FX\Model\Spells\Skug_ToxicSpit\Skug_ToxicSpit_12.M3","","",0,0,0,0,12,46,250,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
967,3,0,0,2,"Art\Item\Weapon\Orbs\MedicCore_000\MedicCore_000.m3","","",0,0,0,0,0,0,0,0,4,30000,0,0,0,0,0,439,"",4,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
968,3,0,0,2,"Art\Item\Weapon\Orbs\MedicCore_000\MedicCore_000.m3","","",0,0,0,0,0,0,0,0,4,30000,0,0,0,0,0,439,"",4,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
969,0,0,0,2,"Art\FX\Model\Missiles\Short_Comet_GLD\Short_Comet_GLD.m3","","",0,0,0,0,12,46,300,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
970,0,0,0,2,"Art\FX\Model\Missiles\Short_Comet_GLD\Short_Comet_GLD.m3","","",0,0,0,0,12,46,300,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
971,0,0,0,2,"Art\FX\Model\Missiles\Short_Comet_GLD\Short_Comet_GLD.m3","","",0,0,0,0,12,46,200,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
972,0,0,0,2,"Art\FX\Model\Missiles\Short_Comet_GLD\Short_Comet_GLD.m3","","",0,0,0,0,12,46,200,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
973,1,0,0,2,"Art\FX\Model\Missiles\Laser_Blast_RED\Laser_Blast_RED.m3","","",0,0,0,0,22,8,0,0,1,250,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
974,1,0,0,2,"Art\FX\Model\Channels\Wave_Ripple_GLD\Wave_Ripple_GLD.m3","","",0,0,0,0,14,9,0,0,1,30000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
975,2,0,0,2,"Art\FX\Model\Missiles\Gun_Comet_PPL\Gun_Comet_PPL.m3","","",0,0,20,0,16,14,100,0,2,0,0,50,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
977,1,0,0,2,"Art\FX\Model\Missiles\Star_Blur_RED\Star_Blur_RED.m3","","",0,0,0,0,22,8,0,0,1,250,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
979,2,0,0,6,"Art\FX\Model\Cast\Gun_ChargingRifle_AQU\Gun_ChargingRifle_AQU.m3","","",0,0,0,0,11,8,0,0,2,1500,1499,100,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
981,1,0,0,6,"Art\FX\Model\Channels\Energy_Beam_TRQ\Energy_Beam_TRQ.m3","","",0,0,0,0,9,8,0,0,1,4999,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
983,0,0,0,2,"Art\FX\Model\Missiles\Gun_ChargedOrb_AQU\Gun_ChargedOrb_AQU.m3","","",0,0,20,0,16,46,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
984,0,0,0,2,"Art\FX\Model\Missiles\Gun_Basic_Pistol_Comet_PNK\Gun_Basic_Pistol_Comet_PNK.m3","","",0,0,20,0,16,46,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
985,0,0,0,2,"Art\FX\Model\Missiles\Gun_Basic_Pistol_Comet_PNK\Gun_Basic_Pistol_Comet_PNK.m3","","",0,0,20,1,16,46,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
986,1,0,0,2,"Art\FX\Model\Channels\Wave_Ripple_GLD\Wave_Ripple_GLD.m3","","",0,0,0,0,14,9,0,0,1,30000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
987,1,0,0,2,"Art\FX\Blood\Red\Channels\Siphon\Siphon.m3","","",0,0,0,1,10,9,0,0,1,5000,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
989,0,0,0,2,"Art\FX\Model\Missiles\Fire_BallDual_OGE\Fire_BallDual_OSet_OGE.m3","","",0,0,0,1,10,14,267,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
990,0,0,0,2,"Art\FX\Model\Missiles\Fire_BallDual_OGE\Fire_BallDual_OSet_OGE.m3","","",0,0,0,1,10,14,267,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
991,0,0,0,2,"Art\FX\Model\Missiles\Short_Comet_RED\Short_Comet_RED.m3","","",0,0,0,0,10,46,500,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
993,1,0,0,2,"Art\FX\Model\Channels\Target_Laser_RED\Target_Laser_RED.m3","","",0,0,0,0,12,9,0,0,1,3700,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
994,0,0,0,2,"Art\FX\Model\Missiles\Ice_SpikeGround_BLE\Ice_SpikeGround_BLE.m3","","",0,0,20,0,43,9,100,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
995,0,0,0,2,"Art\FX\Model\Missiles\Short_Comet_GLD\Short_Comet_GLD.m3","","",0,0,0,0,12,46,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
996,1,0,0,2,"Art\FX\Model\Channels\Dual_Wave_YLW\Dual_Wave_YLW.m3","","",0,0,0,0,11,14,0,0,1,2700,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
997,0,0,0,2,"Art\FX\Model\Missiles\Tracer_Comet_PPL\Tracer_Comet_PPL.m3","","",0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
998,2,0,0,2,"Art\FX\Model\Missiles\Fire_Ball_OGE\Fire_Ball_OGE_12.m3","","",0,0,20,0,43,14,0,0,2,0,0,40,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
1000,3,0,0,2,"Art\FX\Orbs\OT\SpeedIn_OpenLRB_YLW\SpeedIn_OpenLRB_YLW.m3","","",0,0,0,0,0,0,267,0,4,0,0,0,0,267,1000,709,"Art\FX\Model\Impacts\Shock_Ball_GLD\Shock_Ball_GLD.m3",4,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
1001,0,0,0,2,"Art\FX\Model\Missiles\Ice_SpikeGround_BLE\Ice_SpikeGround_BLE.m3","","",0,0,20,0,43,9,100,0,0,0,0,0,0,0,0,0,"",0,"","","",0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,1,4294967295,0,0,0,0,0,0,0
