"ID","flags","gossipProximityEnum","cooldown"
1643,1,0,50000
1644,1,0,45000
1645,1,0,42000
1646,1,0,48000
1647,1,0,0
1648,1,0,20000
1649,0,0,20000
1650,1,0,30000
1651,1,0,30000
1652,1,0,30000
1653,3,1,20000
1654,1,0,30000
1655,1,0,8000
1656,1,0,20000
1657,1,0,35000
1658,1,0,7000
1659,1,0,60000
1660,1,0,60000
1661,1,2,7500
1662,1,2,6000
1663,1,2,7501
1664,0,2,8000
1665,0,2,9000
1666,1,2,8500
1667,0,2,4001
1668,1,0,60000
1669,1,0,40000
1670,1,0,40000
1671,1,0,6000
1672,1,0,40000
1673,1,0,40000
1674,1,0,7500
1675,1,0,0
1676,1,0,0
1677,1,0,0
1678,1,0,120000
1679,1,0,120000
1680,1,0,50000
1681,1,0,30000
1682,1,0,30000
1683,1,0,30000
1684,1,0,30000
1685,1,0,30000
1686,1,0,50000
1687,1,0,50000
1688,1,0,55000
1689,1,0,45000
1690,2,1,45000
1691,1,0,25000
1692,3,1,45000
1693,0,0,30000
1694,3,1,35000
1695,1,0,20000
1696,1,0,0
1697,1,0,20000
1698,1,0,20000
1699,1,0,45000
1700,0,0,10000
1701,1,0,20000
1702,1,0,15000
1703,3,1,20000
1704,1,0,45000
1705,1,0,45000
1706,1,0,45000
1707,1,0,45000
1708,1,0,55000
1709,1,0,55000
1710,1,0,45000
1711,1,0,45000
1712,1,1,45000
1713,1,1,45000
1714,1,0,45000
1715,0,1,35000
1716,1,0,55000
1717,1,0,50000
1718,1,0,60000
1719,1,0,45000
1720,1,0,120000
1721,1,0,45000
1722,1,0,55000
1723,1,0,45000
1724,1,0,50000
1725,1,1,600000
1726,1,0,50000
1727,1,0,45000
1728,1,0,60000
1729,1,1,600000
1730,0,0,45000
1731,1,1,600000
1732,1,0,45000
1733,1,0,45000
1734,1,1,600000
1735,1,1,600000
1736,1,0,45000
1737,1,0,45000
1738,1,0,45000
1739,1,0,45000
1740,1,0,45000
1741,1,0,45000
1742,1,0,45000
1743,1,0,25000
1744,1,0,25000
1745,3,2,45000
1746,1,0,45000
1747,1,0,45000
1748,1,0,45000
1749,1,0,45000
1750,1,0,7000
1751,1,0,45000
1752,1,0,45000
1753,1,0,45000
1754,1,0,30000
1755,0,0,6000
1756,0,0,9000
1757,1,0,7000
1758,1,0,15000
1759,1,0,0
1760,1,0,11000
1761,0,1,9000
1762,1,1,9100
1763,1,1,11000
1764,0,0,5000
1765,1,0,0
1766,1,0,45000
1767,1,0,30000
1768,1,0,45000
1769,1,0,40000
1770,1,0,40000
1771,3,0,0
1772,1,0,45000
1773,1,0,40000
1774,1,0,40000
1775,1,0,40000
1776,1,0,6000
1777,1,1,7000
1778,1,1,7000
1779,1,2,35000
1780,1,0,30000
1781,1,1,5500
1782,1,1,5750
1784,1,0,30000
1785,1,0,30000
1786,1,0,30000
1787,1,0,30000
1788,1,0,30000
1789,1,0,30000
1790,1,0,120000
1791,1,0,120000
1792,1,0,5000
1793,1,0,5000
1794,1,0,5000
1795,1,0,5000
1796,1,0,5000
1797,1,1,25000
1798,1,0,25000
1799,1,1,10000
1800,0,0,12000
1801,1,0,30000
1802,1,0,10000
1803,1,1,9000
1804,3,1,8000
1805,1,0,6000
1806,1,0,10000
1807,1,0,10000
1808,1,0,10000
1809,0,0,8000
1810,0,0,7000
1811,0,0,10000
1812,0,0,7000
1813,0,0,8000
1814,3,1,6000
1815,2,0,0
1816,0,0,0
1817,0,0,0
1818,1,0,10000
1819,0,0,15000
1820,0,0,15000
1821,1,0,20000
1822,1,0,20000
1823,1,0,15000
1824,1,0,45000
1825,1,0,46000
1826,1,1,30000
1827,0,1,5000
1828,2,2,60000
1829,2,2,900000000
1830,0,2,13000
1831,0,0,30000
1832,0,0,30000
1833,0,0,30000
1834,0,0,30000
1835,0,0,30000
1836,0,0,30000
1837,0,0,30000
1838,0,0,30000
1839,0,1,0
1840,0,1,0
1841,0,1,0
1842,1,1,0
1843,0,2,13000
1844,1,0,30000
1845,1,0,10000
1847,1,0,20000
1848,1,0,20000
1849,1,0,20000
1850,1,0,15000
1852,0,0,30000
1853,1,0,15000
1854,1,0,10000
1855,1,0,30000
1856,1,1,30000
1857,1,1,30000
1858,1,1,30000
1859,1,1,30000
1860,1,0,0
1861,1,0,0
1862,1,1,13000
1863,1,0,0
1864,1,0,0
1865,1,2,7500
1866,1,0,50000
1867,1,0,60000
1868,1,2,8000
1869,1,0,0
1870,1,2,9000
1871,1,0,15000
1872,1,0,25000
1873,1,0,24000
1874,1,0,50000
1875,1,1,0
1876,1,1,13000
1877,1,1,13000
1878,1,1,13000
1879,1,1,13000
1880,1,1,13000
1881,1,1,13000
1882,1,0,30000
1883,0,0,6000
1884,0,2,6000
1885,1,0,30000
1886,1,1,0
1887,1,1,0
1888,1,1,0
1889,1,1,0
1890,1,1,0
1891,1,1,0
1892,1,1,0
1893,1,2,9500
1894,1,2,12000
1895,1,2,12000
1896,1,2,12000
1897,1,2,12000
1898,1,2,12000
1899,1,2,12000
1900,1,2,12000
1901,1,2,25000
1902,0,0,35000
1903,1,2,10000
1904,0,2,10000
1905,0,1,0
1906,1,2,10000
1908,1,0,20000
1909,1,0,20000
1910,1,0,20000
1911,1,0,20000
1912,1,0,20000
1913,1,2,300000
1914,1,2,300000
1916,1,1,15000
1919,0,1,20000
1920,1,0,15000
1921,1,0,10000
1923,1,0,18000
1924,1,0,18000
1925,1,0,18000
1926,1,0,18000
1927,1,0,18000
1928,1,0,18000
1929,1,0,18000
1930,1,0,18000
1931,1,0,18000
1932,1,0,18000
1933,1,0,18000
1934,1,0,18000
1935,0,0,35000
1937,1,1,0
1938,0,1,0
1939,1,0,6000
1940,1,1,15000
1941,1,1,25000
1942,1,1,25000
1943,1,1,25000
1944,1,1,25000
1945,1,0,45000
1946,1,0,45000
1947,1,0,45000
1948,1,0,45000
1949,1,0,45000
1950,1,0,45000
1951,1,0,50000
1952,1,0,25000
1954,1,0,25000
1955,1,0,25000
1956,1,0,25000
1957,1,0,25000
1958,1,0,30000
1968,3,0,30000
1971,1,2,10000
1972,3,0,30000
1973,0,0,15000
1974,0,0,30000
1976,0,1,20000
1977,0,0,20000
1978,1,2,60000
1979,1,0,45000
1980,1,0,90000
1981,1,0,35000
1982,1,0,50000
1983,1,0,45000
1984,1,0,45000
1985,1,0,50000
1986,1,0,30000
1987,1,0,35000
1988,1,0,30000
1989,1,0,30000
1990,1,0,30000
1991,1,0,45000
1992,1,0,15000
1993,1,0,25000
1994,1,0,35000
1995,1,0,40000
1996,1,0,35000
1997,1,0,30000
1998,1,0,30000
1999,1,0,35000
2000,1,0,40000
2001,1,0,25000
2002,1,0,40000
2003,1,0,40000
2004,1,0,25000
2005,1,0,30000
2006,1,0,40000
2007,1,0,35000
2008,1,0,30000
2009,1,0,50000
2010,1,0,25000
2011,1,0,30000
2012,1,0,35000
2013,1,0,40000
2014,1,0,30000
2015,1,0,35000
2016,1,0,25000
2017,0,0,30000
2018,0,0,30000
2019,1,0,45000
2020,1,1,30000
2021,1,0,45000
2022,1,0,60000
2023,1,0,40000
2024,1,0,30000
2025,1,0,35000
2026,1,0,35000
2027,1,0,40000
2028,1,0,40000
2029,1,0,30000
2030,0,0,15000
2031,0,0,15000
2032,0,0,15000
2033,0,0,15000
2034,1,0,35000
2035,1,0,45000
2036,0,0,15000
2037,0,0,15000
2038,1,0,30000
2039,0,0,15000
2040,1,0,30000
2041,0,0,15000
2042,1,0,1000
2043,3,1,3000
2044,1,1,0
2045,0,1,10000
2046,1,0,9000
2047,0,1,10000
2048,1,1,20000
2049,1,1,0
2050,1,1,0
2051,1,0,0
2052,1,1,0
2053,1,1,0
2054,0,0,15000
2055,0,0,15000
2056,1,1,60000
2057,1,1,60000
2058,1,1,45000
2059,1,1,40000
2060,1,1,35000
2061,1,1,35000
2062,1,1,35000
2063,1,1,40000
2064,1,1,30000
2065,1,1,25000
2066,1,1,55000
2067,1,1,35000
2068,1,2,25000
2069,1,1,35000
2070,1,1,40000
2071,1,1,40000
2072,1,1,35000
2073,1,1,30000
2074,1,1,45000
2075,0,0,0
2076,1,1,30000
2077,1,1,25000
2078,1,1,40000
2079,1,1,35000
2080,1,1,40000
2081,1,1,25000
2082,1,1,45000
2083,1,1,60000
2084,1,1,30000
2086,1,1,60000
2087,1,1,60000
2088,1,1,60000
2089,1,1,60000
2090,3,0,30000
2091,3,1,30000
2092,1,0,35000
2093,1,0,30000
2094,1,0,25000
2095,1,2,20000
2096,1,0,30000
2097,1,2,25000
2098,1,0,25000
2099,1,1,60000
2100,1,1,60000
2101,1,1,60000
2102,2,1,120000
2103,2,1,120000
2104,1,0,60000
2105,1,0,5000
2106,1,0,60000
2107,1,0,60000
2108,1,0,60000
2109,2,0,60000
2110,2,0,60000
2111,3,0,30000
