"ID","tradeSkillTierId","achievementId","iconPath","localizedTextIdName","localizedTextIdTooltip","tradeskillBonusEnum00","tradeskillBonusEnum01","tradeskillBonusEnum02","objectIdPrimary00","objectIdPrimary01","objectIdPrimary02","objectIdSecondary00","objectIdSecondary01","objectIdSecondary02","objectIdTertiary00","objectIdTertiary01","objectIdTertiary02","value00","value01","value02","valueInt00","valueInt01","valueInt02"
79,0,0,"ClientSprites:Icon_ItemArmorChest_shirt_0002",464400,464401,57,57,0,21,21,0,1,6,0,0,0,0,1.05,1.05,0,0,0,0
368,0,0,"IconSprites:Icon_SkillEngineer_Shock_Pulse",740465,740466,8,13,0,21,21,0,0,0,0,0,0,0,10,0,0,0,0,0
254,0,0,"ClientSprites:Icon_ItemMisc_tool_0002",491556,491557,4,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,0,0,"IconSprites:Icon_ItemMisc_Gourmet_pultry",437903,413838,6,10,0,2,2,0,0,286,0,269,0,0,1,1.7,0,0,0,0
354,0,0,"IconSprites:Icon_ItemMisc_WeaponEffects_Inspiring",711595,711596,12,0,0,21,0,0,5,0,0,0,0,0,0,0,0,0,0,0
268,0,0,"ClientSprites:Icon_ItemMisc_UI_Item_Hand",498959,498960,6,0,0,16,0,0,214,0,0,202,0,0,4,0,0,0,0,0
202,0,0,"ClientSprites:Icon_ItemMisc_tool_0004",474987,474988,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,0,0,"ClientSprites:Icon_ItemMisc_UI_Item_Hand",498933,498934,28,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0
159,0,0,"IconSprites:Icon_ItemMisc_Meat_pie",413797,413798,17,0,0,2,0,0,0,0,0,0,0,0,1.5,0,0,0,0,0
102,0,0,"ClientSprites:Icon_ItemMisc_UI_Item_Leaf",506388,506389,16,14,0,17,17,0,0,0,0,4,4,0,1.05,0.8,0,0,0,0
302,0,0,"",0,608957,57,0,0,0,0,0,0,0,0,0,0,0,1.35,0,0,0,0,0
245,0,0,"ClientSprites:Icon_CraftingUI_Item_Crafting_Dexterity_Blue",491538,491539,63,0,0,12,0,0,0,0,0,0,0,0,0,0,0,36,0,0
345,0,0,"IconSprites:Icon_ItemMisc_Generic_isolinear_chip",711577,711578,9,0,0,21,0,0,0,0,0,0,0,0,1,0,0,0,0,0
286,0,0,"",522194,522195,57,0,0,0,0,0,0,0,0,0,0,0,1.04,0,0,0,0,0
186,0,0,"",474028,474029,58,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0
77,0,0,"ClientSprites:Icon_ItemMisc_UI_Item_Crafting_Special_3",464256,464395,55,0,0,21,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0
363,0,0,"IconSprites:Icon_ItemMisc_StructuralCarbonRod",740454,740455,3,13,0,12,12,0,0,0,0,0,0,0,1,0,0,0,0,0
177,0,0,"ClientSprites:Icon_ItemMisc_tool_0002",464406,464407,4,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,0,0,"IconSprites:Icon_ItemMisc_Grilled_whole_fish",413781,413782,6,10,0,2,2,0,0,289,0,266,0,0,1,1.7,0,0,0,0
111,0,0,"ClientSprites:Icon_ItemMisc_UI_Item_Gears",506404,506405,6,0,0,17,0,0,0,0,0,197,0,0,1,0,0,0,0,0
54,0,0,"ClientSprites:Icon_Windows_UI_CRB_TargetTemp",498931,498932,17,17,0,16,16,0,75,329,0,0,0,0,1.1,1.1,0,0,0,0
352,0,0,"IconSprites:Icon_ItemMisc_WeaponEffects_Ethereal",711591,711592,12,0,0,21,0,0,2,0,0,0,0,0,0,0,0,0,0,0
120,0,0,"ClientSprites:Icon_ItemArmorHands_UI_Item_Battle_Glove_001",506422,506413,16,14,0,17,17,0,0,0,0,2,2,0,1.05,0.8,0,0,0,0
329,0,0,"IconSprites:Icon_SkillWarrior_Polarity_Field",711545,711546,1,0,0,14,0,0,0,0,0,0,0,0,5,0,0,0,0,0
220,0,0,"ClientSprites:Icon_CraftingUI_Item_Crafting_Dexterity_Green",486033,486034,63,0,0,14,0,0,0,0,0,0,0,0,0,0,0,33,0,0
68,0,0,"IconSprites:Icon_TradeskillAdditiveTechnology_Air_03",498949,498950,15,28,0,16,16,0,0,0,0,2,0,0,1.25,1,0,0,0,0
320,0,0,"IconSprites:Icon_ItemMisc_Generic_Battery_02",711527,711528,2,0,0,12,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0
243,0,0,"ClientSprites:Icon_ItemArmorFace_UI_Item_Arcane_Face",491534,491535,57,57,0,12,12,0,17,18,0,0,0,0,1.05,1.05,0,0,0,0
343,0,0,"IconSprites:Icon_SkillEngineer_Shock_Pulse",711573,711574,8,0,0,21,0,0,0,0,0,0,0,0,10,0,0,0,0,0
74,0,0,"ClientSprites:Icon_CraftingUI_Item_Crafting_Strength_Blue",464099,464101,63,0,0,21,0,0,0,0,0,0,0,0,0,0,0,34,0,0
57,0,0,"IconSprites:Icon_TradeskillAdditiveTechnology_Fire_04",498929,498930,14,0,0,16,0,0,0,0,0,3,0,0,0.85,0,0,0,0,0
157,0,0,"IconSprites:Icon_ItemMisc_Bug_kabobs",413792,413793,6,10,0,2,2,0,0,287,0,268,0,0,1,1.7,0,0,0,0
206,0,0,"ClientSprites:Icon_CraftingUI_Item_Crafting_Dexterity_Blue",474995,474996,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,36,0,0
209,0,0,"ClientSprites:Icon_SkillShadow_UI_stlkr_shredarmor",475005,475006,6,0,0,1,0,0,0,0,0,307,0,0,2,0,0,0,0,0
161,0,0,"IconSprites:Icon_CraftingUI_Item_Crafting_Droplet_CitricAcid",413802,413803,15,16,0,2,2,0,0,0,0,3,3,0,1.2,0.9,0,0,0,0
361,0,0,"IconSprites:Icon_ItemMisc_Generic_Battery_02",740445,740446,2,13,0,1,1,0,0,0,0,0,0,0,12.5,0,0,0,0,0
109,0,0,"IconSprites:Icon_TradeskillTalent_Architect_Mastery_Wood",506400,506401,11,11,0,17,17,0,164,155,0,219,219,0,0.05,0.05,0,0,0,0
338,0,0,"IconSprites:Icon_ItemMisc_WeaponEffects_Verdant",711563,711564,12,0,0,14,0,0,6,0,0,0,0,0,0,0,0,0,0,0
195,0,0,"ClientSprites:Icon_ItemWeaponAxe_UI_Item_Axe_001",474960,474961,13,63,63,1,1,1,0,0,0,0,0,0,1,0,0,0,8,76
252,0,0,"ClientSprites:Icon_ItemArmor_Light_Armor_Pants_03",491552,491553,56,56,56,12,12,12,16,18,19,0,0,0,5,5,5,0,0,0
152,0,0,"IconSprites:Icon_ItemMisc_Grilled_steak",413777,413778,6,10,0,2,2,0,0,285,0,208,0,0,1,1.7,0,0,0,0
52,0,0,"IconSprites:Icon_TradeskillAdditiveTechnology_Water_00",498923,498924,14,0,0,16,0,0,0,0,0,1,0,0,0.85,0,0,0,0,0
295,0,0,"",0,596232,57,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0
118,0,0,"ClientSprites:Icon_ItemArmorNeck_UI_Item_Neck_003",506420,506421,13,15,0,17,17,0,0,0,0,0,0,0,1,1.333,0,0,0,0
229,0,0,"ClientSprites:Icon_ItemMisc_tool_0004",486137,486138,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,0,0,"IconSprites:Icon_ItemMisc_WeaponEffects_Tempestuous",711541,711542,12,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0
318,0,0,"IconSprites:Icon_ItemMisc_Box_01",711523,711524,6,6,0,12,12,0,0,0,0,522,540,0,1,1,0,0,0,0
304,0,0,"IconSprites:Icon_SkillEngineer_Shock_Pulse",711495,711496,8,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0
336,0,0,"IconSprites:Icon_ItemMisc_WeaponEffects_Infernal",711559,711560,12,0,0,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0
236,0,0,"ClientSprites:Icon_ItemMisc_UI_Item_Blueprints",486154,486155,6,0,0,14,0,0,0,0,0,387,0,0,2,0,0,0,0,0
184,0,0,"ClientSprites:Icon_ItemMisc_UI_Item_Blueprints",464310,464411,6,0,0,21,0,0,0,0,0,383,0,0,2,0,0,0,0,0
313,0,0,"IconSprites:Icon_ItemMisc_WeaponEffects_Ethereal",711513,711514,12,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0
370,0,0,"IconSprites:Icon_ItemMisc_Generic_Battery_02",740471,740472,2,13,0,21,21,0,0,0,0,0,0,0,12.5,0,0,0,0,0
193,0,0,"ClientSprites:Icon_CraftingUI_Item_Crafting_Dexterity_Blue",474956,474957,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,33,0,0
293,0,0,"",0,596235,57,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0
70,0,0,"ClientSprites:Icon_ItemMisc_letter_0003",463969,463971,5,0,0,21,0,0,0,0,0,0,0,0,1.05,0,0,0,0,0
107,0,0,"IconSprites:Icon_TradeskillTalent_Force_Critical_Architect",506396,506397,11,5,0,17,17,0,155,155,0,197,0,0,0.05,1.15,0,0,0,0
270,1,1151,"",0,0,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,75,0,0
269,1,1151,"",0,0,63,0,0,1,0,0,0,0,0,0,0,0,0,0,0,74,0,0
271,9,1172,"",0,0,63,0,0,12,0,0,0,0,0,0,0,0,0,0,0,74,0,0
272,9,1172,"",0,0,63,0,0,12,0,0,0,0,0,0,0,0,0,0,0,75,0,0
273,15,1270,"",0,0,63,0,0,14,0,0,0,0,0,0,0,0,0,0,0,74,0,0
274,15,1270,"",0,0,63,0,0,14,0,0,0,0,0,0,0,0,0,0,0,75,0,0
283,34,1470,"",521000,0,28,0,0,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0
171,65,2533,"IconSprites:Icon_CraftingUI_Item_Crafting_Cup_Milk",432558,432559,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
174,65,2536,"IconSprites:Icon_CraftingUI_Item_Crafting_Cup_Yogurt",432581,432582,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
173,65,2535,"IconSprites:Icon_CraftingUI_Item_Crafting_Cup_SourCream",432579,432580,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
172,65,2534,"IconSprites:Icon_CraftingUI_Item_Crafting_Cup_CitricJuice",432561,432562,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
275,66,1273,"",0,0,63,0,0,21,0,0,0,0,0,0,0,0,0,0,0,74,0,0
276,66,1273,"",0,0,63,0,0,21,0,0,0,0,0,0,0,0,0,0,0,75,0,0
175,76,3193,"",0,0,28,0,0,22,0,0,0,0,0,0,0,0,1,0,0,0,0,0
