"ID","localizedTextIdDisplayString","type","data0","data1","data2","data3","data4","data5","data6"
2391,194770,1,22532,22533,22549,22550,22551,22553,22554
2392,194781,9,22117,22126,40097,0,0,0,0
2393,0,1,23097,23098,37421,37423,37428,37430,37431
2394,195044,1,13677,0,0,0,0,0,0
2395,0,1,0,0,0,0,0,0,0
2397,0,1,0,0,0,0,0,0,0
2398,195237,1,22815,0,0,0,0,0,0
2399,195280,11,2221,2329,0,0,0,0,0
2400,195367,1,19949,22613,0,0,0,0,0
2401,195456,4,170,171,0,0,0,0,0
2402,195462,1,22547,22540,22548,22545,0,0,0
2403,0,1,8306,0,0,0,0,0,0
2404,268936,1,23186,0,0,0,0,0,0
2406,195632,1,23173,0,0,0,0,0,0
2407,0,1,22540,22545,22548,23302,23301,0,0
2408,195662,1,9633,9634,15756,61532,0,0,0
2410,195961,1,23212,25121,0,0,0,0,0
2411,268950,1,0,15600,61490,61492,0,0,0
2413,268951,1,45043,0,0,0,0,0,0
2414,268952,1,45046,0,0,0,0,0,0
2415,196184,1,45047,0,0,0,0,0,0
2416,196212,1,18115,22273,48223,48829,0,0,0
2417,196215,1,21651,17891,17896,22270,22269,22272,48359
2418,0,1,22815,0,0,0,0,0,0
2419,0,11,2418,2221,0,0,0,0,0
2420,196343,1,22875,22581,22877,23377,0,0,0
2421,0,1,19193,0,0,0,0,0,0
2422,196539,2,23343,0,0,0,0,0,0
2423,196554,1,9570,9573,9574,22903,61494,23319,0
2429,0,1,23379,0,0,0,0,0,0
2430,0,1,21237,0,0,0,0,0,0
2431,0,1,20970,0,0,0,0,0,0
2432,197502,1,30754,30873,31858,32029,0,0,0
2433,197606,1,20387,0,0,0,0,0,0
2434,0,1,23431,23432,0,0,0,0,0
2435,0,1,23436,0,0,0,0,0,0
2436,0,1,21656,21610,21534,20996,19591,19590,19589
2437,0,1,19589,19492,18138,0,0,0,0
2438,0,11,2436,2437,0,0,0,0,0
2439,0,1,23431,23432,0,0,0,0,0
2440,197848,3,219,0,0,0,0,0,0
2441,268953,11,2442,2443,2559,7748,9108,12560,0
2442,268954,1,23918,23919,23920,23921,23922,23923,23924
2443,197909,1,23925,23926,23927,23928,23929,23930,29451
2444,0,11,2445,0,0,0,0,0,0
2445,0,1,23931,23932,0,0,0,0,0
2446,0,11,2441,2444,0,0,0,0,0
2447,0,1,23451,0,0,0,0,0,0
2448,197973,1,23417,23488,0,0,0,0,0
2449,198076,1,17941,17942,17943,17944,0,0,0
2450,198237,1,11790,11791,11792,0,0,0,0
2451,268956,11,2452,9152,0,0,0,0,0
2452,198246,1,9633,9634,15756,23427,23588,23589,29639
2453,0,1,23472,23473,0,0,0,0,0
2454,0,11,2455,10562,0,0,0,0,0
2455,0,1,61531,10793,15600,23429,61490,9610,10793
2456,0,11,2452,2453,2455,2470,2474,2472,9152
2457,198325,1,23527,23528,23529,0,0,0,0
2458,198328,1,23522,23523,23524,23525,23526,0,0
2459,0,1,23541,0,0,0,0,0,0
2460,198448,3,612,348,192,193,0,0,0
2465,198539,1,21758,0,0,0,0,0,0
2466,198787,1,23173,0,0,0,0,0,0
2467,0,1,9591,9592,9593,9596,10673,22773,61480
2468,0,1,22953,9752,9751,61503,61504,0,0
2469,0,1,9570,9573,9574,22903,23319,25089,61494
2470,0,11,2467,2468,0,0,0,0,0
2471,0,1,9570,9573,9574,22903,23319,25089,61494
2472,0,11,10557,10559,0,0,0,0,0
2473,0,1,9578,9579,23469,0,0,0,0
2474,0,11,2475,2476,0,0,0,0,0
2475,0,1,9800,9597,9598,9599,10529,61486,0
2476,0,1,23450,23456,61496,61528,0,0,0
2477,0,11,2479,0,0,0,0,0,0
2478,0,1,22681,22591,22583,22680,61841,61842,0
2479,0,1,9636,9637,9773,0,0,0,0
2480,0,11,2481,0,0,0,0,0,0
2481,0,1,9613,9614,9615,23416,0,0,0
2482,0,11,2483,0,0,0,0,0,0
2483,0,1,9616,9619,9620,29441,0,0,0
2484,0,1,11821,0,0,0,0,0,0
2485,0,1,9606,10356,0,0,0,0,0
2486,0,11,2484,2485,0,0,0,0,0
2487,0,11,2454,2470,2471,3628,10561,0,0
2488,0,11,2480,2482,2472,0,0,0,0
2489,0,11,2453,0,0,0,0,0,0
2490,199010,1,21728,21773,21720,0,0,0,0
2493,0,1,19196,21956,0,0,0,0,0
2494,0,1,23623,0,0,0,0,0,0
2495,0,1,23624,0,0,0,0,0,0
2496,0,1,23639,0,0,0,0,0,0
2497,0,1,23634,0,0,0,0,0,0
2499,0,1,23647,0,0,0,0,0,0
2500,199840,1,23670,23667,17120,17122,17121,17099,17094
2501,199847,1,23519,0,0,0,0,0,0
2502,199976,1,17098,17099,17097,0,0,0,0
2503,199979,11,2500,2502,0,0,0,0,0
2504,0,1,11266,0,0,0,0,0,0
2505,200699,1,23771,23773,23788,61718,61719,61759,0
2506,200702,1,17629,20404,20405,19322,0,0,0
2507,201011,9,23224,0,0,0,0,0,0
2508,201303,1,23414,0,0,0,0,0,0
2509,201529,1,23342,0,0,0,0,0,0
2510,0,1,23883,23884,0,0,0,0,0
2511,201643,3,233,709,390,0,0,0,0
2512,201970,1,23981,23467,0,0,0,0,0
2513,0,1,4148,20215,20937,61624,61566,61561,0
2514,0,11,2515,2516,2517,0,0,0,0
2515,0,1,23794,23795,23793,23792,23973,23796,31225
2516,0,1,23798,23826,23827,23974,23799,23787,31171
2517,0,1,23828,23977,23978,23975,23774,23828,25236
2518,0,1,17947,23307,48223,61632,61630,0,0
2519,0,1,23983,0,0,0,0,0,0
2520,0,1,23986,0,0,0,0,0,0
2521,0,1,0,0,0,0,0,0,0
2522,0,1,24005,0,0,0,0,0,0
2523,202203,1,24006,0,0,0,0,0,0
2525,0,4,166,167,0,0,0,0,0
2526,0,3,763,0,0,0,0,0,0
2527,268926,3,763,291,263,264,0,0,0
2528,0,1,20215,4148,18902,19804,61566,61561,0
2529,203101,1,23997,23996,0,0,0,0,0
2530,0,1,24186,0,0,0,0,0,0
2531,0,1,24099,25303,37970,37972,25936,0,0
2532,0,3,390,0,0,0,0,0,0
2533,203476,1,24189,24190,24191,0,0,0,0
2534,203477,1,24192,24193,24194,0,0,0,0
2535,0,1,24197,0,0,0,0,0,0
2536,0,1,24029,24078,24030,24046,24077,24156,24099
2537,0,1,24225,0,0,0,0,0,0
2538,0,1,24103,24104,0,0,0,0,0
2539,0,1,24039,24040,24041,24042,54033,0,0
2540,203683,1,23698,0,0,0,0,0,0
2541,0,1,24999,0,0,0,0,0,0
2542,0,12,170,0,0,0,0,0,0
2543,0,12,149,0,0,0,0,0,0
2544,203839,1,24183,24184,24250,40797,24185,61920,0
2545,0,9,23063,23064,23065,23066,0,0,0
2546,0,1,24298,0,0,0,0,0,0
2548,204338,1,24307,0,0,0,0,0,0
2549,0,9,23459,23460,23461,23462,23637,0,0
2550,204366,1,24298,0,0,0,0,0,0
2551,0,1,24308,24310,0,0,0,0,0
2553,204378,1,24312,0,0,0,0,0,0
2554,204379,11,5150,12541,0,0,0,0,0
2556,204423,1,24316,24317,0,0,0,0,0
2557,0,11,2558,0,0,0,0,0,0
2558,0,1,9630,9631,61530,0,0,0,0
2559,268955,1,23635,23636,23637,23489,61464,61529,0
2560,204470,1,9361,9362,9363,9832,9833,9837,9839
2561,0,1,24311,0,0,0,0,0,0
2562,204482,1,23843,52112,0,0,0,0,0
2563,0,1,24035,24036,24037,24038,24822,0,0
2564,0,1,24066,0,0,0,0,0,0
2565,0,1,24308,24310,0,0,0,0,0
2566,0,11,2539,2563,2564,2564,2549,2598,2654
2567,0,1,9794,0,0,0,0,0,0
2568,0,1,24272,0,0,0,0,0,0
2569,0,1,24255,0,0,0,0,0,0
2570,0,11,2571,2728,9161,12625,0,0,0
2571,0,1,24228,24229,24230,24231,24232,24857,25302
2572,0,11,2573,0,0,0,0,0,0
2573,0,1,24233,24234,24235,24236,24237,61559,61522
2574,0,11,2575,0,0,0,0,0,0
2575,0,1,24238,0,0,0,0,0,0
2576,0,1,24284,24389,24390,24391,24392,24393,0
2577,0,1,24394,24395,24396,24397,0,0,0
2578,0,11,2576,2577,24396,24397,0,0,0
2579,0,1,24405,0,0,0,0,0,0
2580,205243,1,24413,24414,24416,24427,0,0,0
2581,0,1,24439,0,0,0,0,0,0
2583,0,1,24457,0,0,0,0,0,0
2584,205581,1,24451,24459,24460,24461,24462,24463,0
2585,205598,1,17160,33405,0,0,0,0,0
2586,205599,1,17166,32703,0,0,0,0,0
2587,205600,1,17163,33406,0,0,0,0,0
2588,0,1,24483,0,0,0,0,0,0
2589,0,1,24484,24485,0,0,0,0,0
2590,0,11,2589,2554,0,0,0,0,0
2591,0,3,390,0,0,0,0,0,0
2592,206027,1,24501,24503,0,0,0,0,0
2593,206108,1,24268,24696,0,0,0,0,0
2594,206121,1,24111,24115,24138,61950,61952,61960,24129
2595,206183,1,24519,0,0,0,0,0,0
2596,0,1,24571,0,0,0,0,0,0
2597,206557,1,24528,24529,24531,24530,24532,24533,0
2598,0,1,24615,34196,34197,34198,0,0,0
2599,268959,1,24493,24898,0,0,0,0,0
2600,268960,1,24475,24893,0,0,0,0,0
2601,268961,1,24486,24894,0,0,0,0,0
2602,206649,1,24489,24895,0,0,0,0,0
2603,0,1,24622,0,0,0,0,0,0
2604,0,1,0,0,0,0,0,0,0
2605,0,1,24057,24059,24051,0,0,0,0
2606,207034,1,24124,24125,24126,52265,61964,61967,0
2607,0,1,24053,0,0,0,0,0,0
2608,268962,11,2511,2609,0,0,0,0,0
2609,207057,1,23944,23948,23949,23950,0,0,0
2610,207192,1,24675,0,0,0,0,0,0
2611,0,1,37751,24578,24579,24580,24581,24618,0
2612,0,1,24125,24124,24126,52265,61964,61967,24171
2613,207343,1,24125,24124,24171,0,0,0,0
2614,207354,1,24182,24175,24336,24176,24691,61956,0
2616,268963,1,24695,0,0,0,0,0,0
2617,207405,1,24694,0,0,0,0,0,0
2619,207506,1,24703,0,0,0,0,0,0
2621,0,1,24678,0,0,0,0,0,0
2622,0,1,24716,0,0,0,0,0,0
2625,207775,12,189,0,0,0,0,0,0
2627,207802,1,24679,0,0,0,0,0,0
2628,207814,1,24134,24135,24136,24398,0,0,0
2629,207817,1,12952,13013,13014,24114,24115,24117,25305
2630,0,1,24125,24124,24171,24126,0,0,0
2631,0,1,24540,0,0,0,0,0,0
2632,0,11,0,0,0,0,0,0,0
2633,0,1,24143,24144,24145,24146,50860,61560,0
2636,208326,1,24773,0,0,0,0,0,0
2637,208327,1,18563,24518,20408,24582,24681,24682,0
2638,208329,1,24039,24040,24041,24042,0,0,0
2639,208584,1,12804,13007,13008,24257,15581,13521,25374
2640,208629,12,135,172,0,0,0,0,0
2641,208643,1,24501,24503,0,0,0,0,0
2642,208716,1,24788,0,0,0,0,0,0
2643,0,3,165,0,0,0,0,0,0
2644,209073,1,24922,34473,0,0,0,0,0
2645,0,1,22514,0,0,0,0,0,0
2646,0,1,22512,0,0,0,0,0,0
2648,0,1,24308,24310,0,0,0,0,0
2649,0,11,2633,2651,0,0,0,0,0
2651,0,1,24168,24147,24148,24149,24150,0,0
2652,209868,1,25006,0,0,0,0,0,0
2653,0,1,25036,0,0,0,0,0,0
2654,0,1,25039,34206,34207,34208,0,0,0
2656,210109,1,23609,24956,24957,24958,0,0,0
2659,268966,1,24073,0,0,0,0,0,0
2660,210532,1,24305,25072,0,0,0,0,0
2661,210973,1,24398,24111,24134,24135,24136,0,0
2662,0,1,24115,24111,61950,61952,24129,61960,0
2663,0,1,24407,24139,24293,0,0,0,0
2664,0,1,24175,24176,24182,24336,24691,61956,0
2665,0,1,25061,69641,69642,0,0,0,0
2666,0,1,25080,33098,33099,33100,33101,0,0
2668,0,1,13008,13007,12804,13521,52330,61986,61980
2670,0,1,12924,12925,24305,25072,13541,52504,61978
2672,212491,1,24600,24619,24620,0,0,0,0
2673,212515,1,25168,0,0,0,0,0,0
2674,212546,1,25230,0,0,0,0,0,0
2675,0,1,25048,0,0,0,0,0,0
2676,212858,1,24053,0,0,0,0,0,0
2680,0,1,25264,25265,25266,25267,0,0,0
2681,0,1,25315,0,0,0,0,0,0
2683,0,11,2684,0,0,0,0,0,0
2684,0,1,25578,0,0,0,0,0,0
2685,0,1,25321,0,0,0,0,0,0
2688,213969,1,22456,23656,23657,0,0,0,0
2689,0,1,25359,0,0,0,0,0,0
2691,268964,1,24098,24094,24092,24090,24093,24102,0
2692,268965,1,24066,61917,45809,53394,0,0,0
2693,210529,1,24069,61971,0,0,0,0,0
2694,0,1,25364,25369,0,0,0,0,0
2695,214261,1,4148,61575,19804,19809,19808,20937,61624
2696,0,1,13972,11251,0,0,0,0,0
2698,214691,1,24475,24893,0,0,0,0,0
2699,0,11,2444,2557,0,0,0,0,0
2704,0,1,25413,0,0,0,0,0,0
2705,0,1,25221,25417,0,0,0,0,0
2707,0,1,25410,0,0,0,0,0,0
2720,0,1,24444,0,0,0,0,0,0
2727,216228,1,25429,52464,0,0,0,0,0
2728,0,1,25075,33083,33082,35626,61557,61558,61510
2729,0,1,24388,0,0,0,0,0,0
2730,216577,1,25608,0,0,0,0,0,0
2731,217445,2,25608,0,0,0,0,0,0
2732,0,1,25618,0,0,0,0,0,0
2733,268967,1,25634,0,0,0,0,0,0
2735,0,1,0,0,0,0,0,0,0
2738,0,11,1882,2739,0,0,0,0,0
2739,0,1,16613,16610,16640,61640,61641,61749,61750
2741,268968,11,2750,2751,2752,0,0,0,0
2742,0,12,293,0,0,0,0,0,0
2743,268944,2,12664,0,776,0,0,0,0
2745,220542,1,25748,25749,25750,25751,25757,25758,0
2746,0,1,24248,0,0,0,0,0,0
2747,0,1,24246,24249,24266,50855,61555,25451,0
2749,221069,1,25807,0,0,0,0,0,0
2750,219174,1,25718,25715,25716,25717,0,0,0
2751,221151,1,25789,25791,25793,25795,0,0,0
2752,221152,1,25790,25792,25794,25796,0,0,0
2753,221217,1,24251,0,0,0,0,0,0
2756,221633,1,25887,0,0,0,0,0,0
2757,221986,1,24936,0,0,0,0,0,0
2758,0,1,25919,0,0,0,0,0,0
2759,0,1,25928,0,0,0,0,0,0
2760,222035,1,24683,24684,24685,0,0,0,0
2761,222062,1,25952,0,0,0,0,0,0
2764,0,1,25971,0,0,0,0,0,0
2765,0,1,25887,25890,0,0,0,0,0
2766,0,1,26016,0,0,0,0,0,0
2767,0,1,25782,0,0,0,0,0,0
2768,0,3,170,171,0,0,0,0,0
2769,222894,9,25492,25493,0,0,0,0,0
2770,0,11,10500,10501,0,0,0,0,0
2771,222912,1,26134,0,0,0,0,0,0
2772,223021,3,892,0,0,0,0,0,0
2775,223352,1,26168,0,0,0,0,0,0
2776,223219,1,25703,25704,25705,25706,25707,25708,25709
2777,0,1,25710,25711,25714,0,0,0,0
2778,223221,1,26046,52470,0,0,0,0,0
2779,223222,11,2776,2777,0,0,0,0,0
2780,223238,1,25930,52468,0,0,0,0,0
2781,223353,1,26899,0,0,0,0,0,0
2782,223354,1,26086,26088,26091,26097,26104,0,0
2783,223582,1,26101,26441,26103,26100,0,0,0
2784,0,1,0,0,0,0,0,0,0
2786,0,1,26087,26090,26092,26093,26094,26096,33577
2787,223873,9,25575,0,0,0,0,0,0
2788,223895,1,26248,0,0,0,0,0,0
2789,223896,1,25997,61947,61944,0,0,0,0
2790,0,12,71,72,0,0,0,0,0
2791,0,1,13725,26252,62007,62013,38947,28011,26611
2792,0,1,26259,0,0,0,0,0,0
2793,0,1,26040,26041,26392,61979,0,0,0
2794,0,1,26703,26308,26344,0,0,0,0
2796,0,12,76,77,0,0,0,0,0
2797,0,1,26073,0,0,0,0,0,0
2798,0,1,26193,26202,26197,26201,61592,61593,0
2799,268970,1,26154,26155,26746,26757,26793,13831,26142
2800,0,1,26286,0,0,0,0,0,0
2801,224392,1,26283,0,0,0,0,0,0
2802,0,12,69,70,0,0,0,0,0
2803,0,12,78,79,0,0,0,0,0
2804,0,3,170,0,0,0,0,0,0
2805,0,10,2802,2804,0,0,0,0,0
2806,0,12,163,0,0,0,0,0,0
2807,0,12,102,0,0,0,0,0,0
2808,0,12,100,0,0,0,0,0,0
2809,0,12,92,0,0,0,0,0,0
2810,0,12,154,0,0,0,0,0,0
2811,0,12,131,0,0,0,0,0,0
2812,224958,1,25952,0,0,0,0,0,0
2813,0,11,2814,2820,12618,0,0,0,0
2814,0,1,26805,26806,26807,26808,26809,61593,0
2815,0,11,2816,2821,0,0,0,0,0
2816,0,1,26194,26195,0,0,0,0,0
2817,0,11,2818,0,0,0,0,0,0
2818,0,1,26196,26813,0,0,0,0,0
2819,0,11,2815,2817,0,0,0,0,0
2820,0,1,26326,26327,26630,61593,0,0,0
2821,0,1,26325,0,0,0,0,0,0
2822,0,12,80,81,0,0,0,0,0
2823,0,12,178,0,0,0,0,0,0
2824,0,1,26212,0,0,0,0,0,0
2825,0,3,657,0,0,0,0,0,0
2826,0,12,139,0,0,0,0,0,0
2827,0,12,153,0,0,0,0,0,0
2828,648649,11,12545,12542,0,0,0,0,0
2829,0,12,149,0,0,0,0,0,0
2830,0,12,220,0,0,0,0,0,0
2832,0,3,171,0,0,0,0,0,0
2833,0,12,71,72,0,0,0,0,0
2834,225806,1,26337,0,0,0,0,0,0
2835,225890,1,24493,24898,0,0,0,0,0
2836,225892,1,24475,24893,0,0,0,0,0
2837,225895,1,24486,24894,0,0,0,0,0
2838,225896,1,24489,24895,0,0,0,0,0
2839,225897,1,26236,26238,0,0,0,0,0
2840,0,1,26101,0,0,0,0,0,0
2841,0,1,26103,0,0,0,0,0,0
2842,0,1,26100,0,0,0,0,0,0
2843,225981,1,26189,0,0,0,0,0,0
2844,0,12,69,70,271,0,0,0,0
2845,226156,1,26184,0,0,0,0,0,0
2846,226214,1,26047,26049,0,0,0,0,0
2847,0,1,26374,0,0,0,0,0,0
2848,226267,5,1,3,4,5,12,13,0
2849,226315,1,13821,13757,0,0,0,0,0
2850,226461,11,12547,12548,0,0,0,0,0
2851,268937,1,26259,0,0,0,0,0,0
2852,226983,3,897,0,0,0,0,0,0
2853,227163,1,26400,0,0,0,0,0,0
2854,0,1,26147,26148,26150,26182,12370,12369,61596
2855,227210,1,26322,26323,26324,0,0,0,0
2856,0,1,26159,26160,12211,12507,61595,0,0
2857,227773,1,26412,0,0,0,0,0,0
2858,227836,1,26417,0,0,0,0,0,0
2859,227987,1,26057,13726,0,0,0,0,0
2860,232082,2,25782,25783,25841,25840,25887,25429,52464
2861,0,1,26267,0,0,0,0,0,0
2863,0,11,2813,0,0,0,0,0,0
2864,0,1,26467,0,0,0,0,0,0
2865,228574,1,25998,25999,26001,26002,26005,61942,61939
2866,0,9,25854,0,0,0,0,0,0
2867,228575,1,25994,61944,61947,0,0,0,0
2868,0,1,26443,0,0,0,0,0,0
2869,268971,1,24490,24896,0,0,0,0,0
2870,0,1,26460,26461,26865,0,0,0,0
2871,0,11,2813,0,0,0,0,0,0
2872,0,1,26462,0,0,0,0,0,0
2873,228679,1,26458,0,0,0,0,0,0
2874,0,12,204,205,206,207,208,210,0
2875,228825,12,209,212,0,0,0,0,0
2876,0,12,170,0,0,0,0,0,0
2878,228943,1,13721,26285,13722,13723,26186,0,0
2879,0,1,26154,26155,62023,62026,26793,39023,51011
2880,228969,11,1253,2879,0,0,0,0,0
2881,228989,11,2981,2799,2967,0,0,0,0
2882,0,1,26074,26075,26077,0,0,0,0
2883,0,12,96,0,0,0,0,0,0
2884,0,12,169,0,0,0,0,0,0
2885,0,12,105,164,0,0,0,0,0
2886,0,1,24057,24059,0,0,0,0,0
2887,229492,1,26524,0,0,0,0,0,0
2888,0,1,10960,26556,26557,0,0,0,0
2889,0,1,26559,0,0,0,0,0,0
2890,0,1,26534,26535,26575,0,0,0,0
2891,230044,1,26675,0,0,0,0,0,0
2893,0,1,26040,26041,26392,0,0,0,0
2894,230604,1,26047,26049,26620,0,0,0,0
2895,230626,1,26317,26318,26319,0,0,0,0
2896,0,1,26308,26264,26344,26703,0,0,0
2898,230750,1,26640,0,0,0,0,0,0
2899,0,1,26641,0,0,0,0,0,0
2901,231033,1,26656,26657,26658,0,0,0,0
2902,0,1,26444,26182,26160,12507,27053,26159,61595
2903,231100,1,9696,0,0,0,0,0,0
2904,231138,1,26252,13725,62007,62013,0,0,0
2905,231321,1,26702,0,0,0,0,0,0
2906,231369,1,26665,26666,26693,0,0,0,0
2907,231397,1,26043,0,0,0,0,0,0
2908,231454,1,26034,26035,26036,26038,26778,54791,26040
2909,268974,3,170,171,891,892,897,0,0
2911,0,1,25986,25987,25988,25989,26021,28313,48954
2913,231628,1,26086,26088,26097,26091,26097,26104,26122
2915,268975,3,248,0,0,0,0,0,0
2916,0,1,26047,26620,26049,0,0,0,0
2917,268976,3,166,167,890,0,0,0,0
2918,231468,3,166,167,890,892,897,0,0
2919,232019,1,26758,0,0,0,0,0,0
2920,231990,3,170,171,891,0,0,0,0
2921,232080,1,26662,27242,62016,62020,26677,51013,0
2922,0,1,26761,0,0,0,0,0,0
2923,0,3,997,0,0,0,0,0,0
2924,268972,1,26674,0,0,0,0,0,0
2925,268973,1,26673,0,0,0,0,0,0
2926,268977,3,891,0,0,0,0,0,0
2927,232237,3,890,0,0,0,0,0,0
2929,0,1,26173,0,0,0,0,0,0
2930,0,11,2813,1102,2931,2932,3816,3818,0
2931,0,1,11117,26174,0,0,0,0,0
2932,0,1,26795,0,0,0,0,0,0
2933,0,11,2813,1102,2931,3816,3818,0,0
2934,232393,1,26331,0,0,0,0,0,0
2935,232490,1,25930,52468,0,0,0,0,0
2936,268957,1,36859,37142,0,0,0,0,0
2937,0,1,14513,14573,16778,17217,19147,18507,0
2938,232669,1,26831,0,0,0,0,0,0
2939,232670,11,2938,2081,0,0,0,0,0
2940,0,1,26832,0,0,0,0,0,0
2941,0,1,26778,26340,54791,0,0,0,0
2942,0,11,2943,0,0,0,0,0,0
2943,0,1,26549,26810,26811,0,0,0,0
2944,232790,1,26189,0,0,0,0,0,0
2945,232834,1,26840,0,0,0,0,0,0
2946,0,1,13740,13733,13737,13732,13734,13735,13738
2947,232884,1,25992,0,0,0,0,0,0
2948,268969,1,25956,0,0,0,0,0,0
2949,268978,11,1116,1951,3465,0,0,0,0
2950,233710,1,26881,0,0,0,0,0,0
2951,233711,1,26843,26845,26846,62030,0,0,0
2952,0,1,26911,26912,26910,0,0,0,0
2953,268979,11,2954,2955,0,0,0,0,0
2954,268980,1,26895,0,0,0,0,0,0
2955,234016,7,1,2,3,4,5,7,9
2956,0,1,26719,0,0,0,0,0,0
2957,0,1,26917,26919,26953,0,0,0,0
2960,0,1,14297,0,0,0,0,0,0
2961,0,1,26904,0,0,0,0,0,0
2962,0,1,26906,0,0,0,0,0,0
2965,224285,1,26665,26666,26693,0,0,0,0
2966,234753,11,2799,2965,2981,0,0,0,0
2967,234826,1,26285,26186,0,0,0,0,0
2968,0,1,26076,26080,26082,26083,26085,0,0
2969,0,1,26098,26803,26099,26352,26100,61586,61524
2970,0,11,2968,2969,2971,0,0,0,0
2971,0,1,26101,26441,26102,26103,0,0,0
2972,0,9,0,0,0,0,0,0,0
2973,0,1,27011,0,0,0,0,0,0
2974,0,1,27026,0,0,0,0,0,0
2975,0,1,0,0,0,0,0,0,0
2976,0,1,26862,0,0,0,0,0,0
2977,235163,9,16728,26448,0,0,0,0,0
2978,235254,1,24314,0,0,0,0,0,0
2979,235261,1,24315,0,0,0,0,0,0
2981,0,1,51011,26285,26720,39023,62023,62026,0
2982,235525,1,17068,0,0,0,0,0,0
2983,235528,1,26916,26889,0,0,0,0,0
2984,235537,1,21971,0,0,0,0,0,0
2985,235543,1,26961,0,0,0,0,0,0
2986,0,1,27064,27063,27065,27069,27070,0,0
2989,0,1,27053,61594,61545,61546,0,0,0
2991,235834,1,26046,52470,0,0,0,0,0
2994,236112,1,17125,0,0,0,0,0,0
2995,268981,1,27109,0,0,0,0,0,0
2997,0,12,74,75,0,0,0,0,0
2998,0,10,2802,2832,0,0,0,0,0
3000,0,12,34,253,0,0,0,0,0
3001,0,12,253,0,0,0,0,0,0
3005,0,3,463,700,746,0,0,0,0
3006,0,12,47,0,0,0,0,0,0
3007,0,1,27196,0,0,0,0,0,0
3008,236526,1,17765,0,0,0,0,0,0
3009,0,12,99,0,0,0,0,0,0
3010,0,12,99,0,0,0,0,0,0
3011,0,1,12526,0,0,0,0,0,0
3012,0,1,15725,15727,15728,0,0,0,0
3013,0,1,27189,0,0,0,0,0,0
3014,0,1,27135,27136,27184,27185,50893,61590,27358
3017,268982,1,27109,0,0,0,0,0,0
3019,0,1,27063,27064,27065,27070,27069,0,0
3020,237036,1,27068,27144,27145,0,0,0,0
3021,237058,1,27244,0,0,0,0,0,0
3023,0,1,26425,0,0,0,0,0,0
3026,237448,1,27252,0,0,0,0,0,0
3030,237514,1,24474,34711,0,0,0,0,0
3035,238015,1,25429,52464,0,0,0,0,0
3036,238030,1,27038,27149,38325,61588,0,0,0
3037,238098,1,27219,27220,27222,0,0,0,0
3038,238490,1,26889,0,0,0,0,0,0
3039,0,1,26344,0,0,0,0,0,0
3040,238566,1,26662,27242,62016,62020,0,0,0
3041,238635,1,13728,27311,62037,62045,62047,26574,0
3042,0,1,27374,27375,44480,44481,44938,61840,62108
3043,0,1,27392,0,0,0,0,0,0
3045,0,1,16623,0,0,0,0,0,0
3046,0,12,111,0,0,0,0,0,0
3047,0,12,95,0,0,0,0,0,0
3048,0,12,119,0,0,0,0,0,0
3054,239671,1,27253,27254,27255,27256,27257,27258,0
3055,239672,1,27260,0,0,0,0,0,0
3056,239673,11,3054,3055,0,0,0,0,0
3057,239765,1,27577,0,0,0,0,0,0
3058,239801,1,27484,27485,0,0,0,0,0
3059,240371,1,27490,27491,0,0,0,0,0
3060,240420,1,27604,27605,27609,27613,27616,27621,0
3061,240438,1,23450,23456,61496,61528,0,0,0
3062,240439,11,910,3061,9116,12559,12875,0,0
3064,240619,1,27667,0,0,0,0,0,0
3066,0,11,10798,3199,0,0,0,0,0
3067,0,1,27742,27738,27739,27740,27741,0,0
3068,0,11,3069,3200,0,0,0,0,0
3069,0,11,10800,10801,0,0,0,0,0
3070,0,11,3201,3071,3443,0,0,0,0
3071,0,1,27754,27750,27751,27752,27753,29043,29044
3072,0,11,3066,3068,3070,0,0,0,0
3075,240852,1,28398,27769,27770,53758,61844,61845,62075
3077,0,11,3078,0,0,0,0,0,0
3078,0,1,27782,27783,63432,0,0,0,0
3079,0,11,3080,3322,0,0,0,0,0
3080,0,1,27784,27785,63162,63163,63164,63689,0
3081,240923,1,24058,0,0,0,0,0,0
3082,0,1,27545,0,0,0,0,0,0
3085,0,1,27846,0,0,0,0,0,0
3086,0,1,27853,0,0,0,0,0,0
3088,0,1,27866,0,0,0,0,0,0
3090,0,1,27907,27908,27909,27910,0,0,0
3091,0,1,27390,0,0,0,0,0,0
3092,0,1,27947,0,0,0,0,0,0
3093,251122,1,27949,27956,0,0,0,0,0
3096,241794,1,27950,0,0,0,0,0,0
3097,0,1,27569,29016,27615,28945,27666,44372,44373
3098,0,11,3099,0,0,0,0,0,0
3099,0,1,27989,27990,0,0,0,0,0
3100,0,1,27995,45894,45895,45890,64922,0,0
3102,242031,1,27759,0,0,0,0,0,0
3103,0,1,27997,0,0,0,0,0,0
3104,0,1,28044,0,0,0,0,0,0
3105,0,1,29378,0,0,0,0,0,0
3107,242970,1,28059,0,0,0,0,0,0
3108,0,1,27985,0,0,0,0,0,0
3109,0,1,27854,0,0,0,0,0,0
3110,0,1,28082,0,0,0,0,0,0
3111,0,1,28106,0,0,0,0,0,0
3112,0,1,28086,0,0,0,0,0,0
3113,0,1,27402,27403,27481,46690,27549,27558,27573
3114,0,1,27575,27579,51111,46691,46692,47722,47723
3115,0,11,3113,3114,12629,0,0,0,0
