"ID","description","FallBackID","flag"
2300,"1H_Situational_Loop",0,0
2301,"1H_Stunned",429,0
2302,"1H_Swim_Attack",687,0
2303,"1H_Swim_Attack_D2U",1525,0
2304,"1H_Swim_Attack_D2U_Var_2",2037,0
2305,"1H_Swim_Attack_L2R",1522,0
2306,"1H_Swim_Attack_L2R_Var_2",2038,0
2307,"1H_Swim_Attack_R2L",1523,0
2308,"1H_Swim_Attack_R2L_Var_2",2039,0
2309,"1H_Swim_Attack_U2D",1524,0
2310,"1H_Swim_Attack_U2D_Var_2",2040,0
2311,"1H_Swim_Attack_Var_2",1235,0
2312,"1H_Swim_Birth",0,0
2313,"1H_Swim_Block_End",2314,0
2314,"1H_Swim_Block_Loop",688,0
2315,"1H_Swim_Block_Start",2314,0
2316,"1H_Swim_Cast_Action_01",915,0
2317,"1H_Swim_Cast_Action_02",920,0
2318,"1H_Swim_Cast_Action_03",925,0
2319,"1H_Swim_Cast_Action_04",930,0
2320,"1H_Swim_Cast_Action_05",935,0
2321,"1H_Swim_Cast_Action_End_01",916,0
2322,"1H_Swim_Cast_Action_End_02",921,0
2323,"1H_Swim_Cast_Action_End_03",926,0
2324,"1H_Swim_Cast_Action_End_04",931,0
2325,"1H_Swim_Cast_Action_End_05",936,0
2326,"1H_Swim_Cast_Action_GroundPunch",2044,0
2327,"1H_Swim_Cast_Action_Hand_Forward_01",1194,0
2328,"1H_Swim_Cast_Action_Hand_Upward_01",1195,0
2329,"1H_Swim_Cast_Action_High2Low",2045,0
2330,"1H_Swim_Cast_Action_Kick",2046,0
2331,"1H_Swim_Cast_Action_PullToMe",2047,0
2332,"1H_Swim_Cast_Action_Rush",2048,0
2333,"1H_Swim_Cast_Action_Shout",1822,0
2334,"1H_Swim_Cast_Action_Throw",0,0
2335,"1H_Swim_Cast_Action_Upward",0,0
2336,"1H_Swim_Cast_Burrow_Down",0,0
2337,"1H_Swim_Cast_Burrow_Loop",0,0
2338,"1H_Swim_Cast_Burrow_Up",0,0
2339,"1H_Swim_Cast_Channel_01",917,0
2340,"1H_Swim_Cast_Channel_02",922,0
2341,"1H_Swim_Cast_Channel_03",927,0
2342,"1H_Swim_Cast_Channel_04",932,0
2343,"1H_Swim_Cast_Channel_05",937,0
2344,"1H_Swim_Cast_Channel_Hand_Forward_01",1197,0
2345,"1H_Swim_Cast_Channel_Weapon_Upward",1494,0
2346,"1H_Swim_Cast_Loop_01",914,0
2347,"1H_Swim_Cast_Loop_02",919,0
2348,"1H_Swim_Cast_Loop_03",924,0
2349,"1H_Swim_Cast_Loop_04",929,0
2350,"1H_Swim_Cast_Loop_05",934,0
2351,"1H_Swim_Cast_Start_01",913,0
2352,"1H_Swim_Cast_Start_02",918,0
2353,"1H_Swim_Cast_Start_03",923,0
2354,"1H_Swim_Cast_Start_04",928,0
2355,"1H_Swim_Cast_Start_05",933,0
2356,"1H_Swim_Dodge",1149,0
2357,"1H_Swim_JumpLand",1954,0
2358,"1H_Swim_JumpLand_Combat",4118,0
2359,"1H_Swim_JumpLand_Run",4119,0
2360,"1H_Swim_JumpLoop",4120,0
2361,"1H_Swim_JumpStart",4121,0
2362,"1H_Swim_Loot_End",4122,0
2363,"1H_Swim_Loot_Loop",4123,0
2364,"1H_Swim_Loot_Start",4124,0
2365,"1H_Swim_MeleeFrenzy_Loop",2278,0
2366,"1H_Swim_MeleeInstant_Action_01",1847,0
2367,"1H_Swim_MeleeInstant_Action_02",2279,0
2368,"1H_Swim_MeleeInstant_Action_03",2280,0
2369,"1H_Swim_MeleeInstant_Action_04",2281,0
2370,"1H_Swim_MeleeInstant_Action_05",2282,0
2371,"1H_Swim_MeleeTelegraph_Action_01",1846,0
2372,"1H_Swim_MeleeTelegraph_Action_02",2283,0
2373,"1H_Swim_MeleeTelegraph_Action_03",2284,0
2374,"1H_Swim_MeleeTelegraph_Action_04",2285,0
2375,"1H_Swim_MeleeTelegraph_Action_05",2286,0
2376,"1H_Swim_MeleeTelegraph_Action_End_01",2287,0
2377,"1H_Swim_MeleeTelegraph_Action_End_02",2288,0
2378,"1H_Swim_MeleeTelegraph_Action_End_03",2289,0
2379,"1H_Swim_MeleeTelegraph_Action_End_04",2290,0
2380,"1H_Swim_MeleeTelegraph_Action_End_05",2291,0
2381,"1H_Swim_MeleeTelegraph_Loop_01",1845,0
2382,"1H_Swim_MeleeTelegraph_Loop_02",2292,0
2383,"1H_Swim_MeleeTelegraph_Loop_03",2293,0
2384,"1H_Swim_MeleeTelegraph_Loop_04",2294,0
2385,"1H_Swim_MeleeTelegraph_Loop_05",2295,0
2386,"1H_Swim_MeleeTelegraph_Start_01",1844,0
2387,"1H_Swim_MeleeTelegraph_Start_02",2296,0
2388,"1H_Swim_MeleeTelegraph_Start_03",2297,0
2389,"1H_Swim_MeleeTelegraph_Start_04",2298,0
2390,"1H_Swim_MeleeTelegraph_Start_05",2299,0
2391,"1H_Swim_Parry",677,0
2392,"1H_Swim_Run_Start",4146,0
2393,"1H_Swim_Sheath",0,0
2394,"1H_Swim_ShuffleRight",0,0
2395,"1H_Swim_Situational_Loop",0,0
2396,"1H_Swim_Sprint",1959,0
2397,"1H_Swim_Stand",163,0
2398,"1H_Swim_Stand_Stop",1961,0
2399,"1H_Swim_Stunned",1821,0
2400,"1H_Swim_Talk",1957,0
2401,"1H_Swim_Throw",0,0
2402,"1H_Swim_Unsheath",0,0
2403,"1H_Swim_Unsheath_Combat",0,0
2404,"1H_Swim_Use",1819,0
2405,"1H_Swim_Walk",1143,0
2406,"1H_Throw",0,0
2407,"1H_Use",475,0
2408,"2H_Attack_D2U_Var_2",0,0
2409,"2H_Attack_L2R_Var_2",0,0
2410,"2H_Attack_R2L_Var_2",0,0
2411,"2H_Attack_U2D_Var_2",0,0
2412,"2H_Birth",1334,0
2413,"2H_Cast_Action_GroundPunch",0,0
2414,"2H_Cast_Action_Hand_Forward_01",0,0
2415,"2H_Cast_Action_Hand_Upward_01",0,0
2416,"2H_Cast_Action_High2Low",0,0
2417,"2H_Cast_Action_Kick",0,0
2418,"2H_Cast_Action_PullToMe",0,0
2419,"2H_Cast_Action_Rush",0,0
2420,"2H_Cast_Action_Throw",0,0
2421,"2H_Cast_Action_Upward",0,0
2422,"2H_Cast_Burrow_Down",819,0
2423,"2H_Cast_Burrow_Loop",822,0
2424,"2H_Cast_Burrow_Up",821,0
2425,"2H_Cast_Channel_Hand_Forward_01",0,0
2426,"2H_Cast_Channel_Weapon_Upward",0,0
2427,"2H_Fly_Alert",1725,0
2428,"2H_Fly_Attack",2541,0
2429,"2H_Fly_Attack_D2U",2542,0
2430,"2H_Fly_Attack_D2U_Var_2",2543,0
2431,"2H_Fly_Attack_L2R",2544,0
2432,"2H_Fly_Attack_L2R_Var_2",2545,0
2433,"2H_Fly_Attack_R2L",2546,0
2434,"2H_Fly_Attack_R2L_Var_2",2547,0
2435,"2H_Fly_Attack_U2D",2548,0
2436,"2H_Fly_Attack_U2D_Var_2",2549,0
2437,"2H_Fly_Attack_Var_2",2550,0
2438,"2H_Fly_Birth",2551,0
2439,"2H_Fly_Block_End",2552,0
2440,"2H_Fly_Block_Loop",2553,0
2441,"2H_Fly_Block_Start",2554,0
2442,"2H_Fly_Cast_Action_01",2555,0
2443,"2H_Fly_Cast_Action_02",2556,0
2444,"2H_Fly_Cast_Action_03",2557,0
2445,"2H_Fly_Cast_Action_04",2558,0
2446,"2H_Fly_Cast_Action_05",2559,0
2447,"2H_Fly_Cast_Action_End_01",2560,0
2448,"2H_Fly_Cast_Action_End_02",2561,0
2449,"2H_Fly_Cast_Action_End_03",2562,0
2450,"2H_Fly_Cast_Action_End_04",2563,0
2451,"2H_Fly_Cast_Action_End_05",2564,0
2452,"2H_Fly_Cast_Action_GroundPunch",2565,0
2453,"2H_Fly_Cast_Action_Hand_Forward_01",2566,0
2454,"2H_Fly_Cast_Action_Hand_Upward_01",2567,0
2455,"2H_Fly_Cast_Action_High2Low",2568,0
2456,"2H_Fly_Cast_Action_Kick",2569,0
2457,"2H_Fly_Cast_Action_PullToMe",2570,0
2458,"2H_Fly_Cast_Action_Rush",2571,0
2459,"2H_Fly_Cast_Action_Shout",2572,0
2460,"2H_Fly_Cast_Action_Throw",2573,0
2461,"2H_Fly_Cast_Action_Upward",2574,0
2462,"2H_Fly_Cast_Burrow_Down",2575,0
2463,"2H_Fly_Cast_Burrow_Loop",2576,0
2464,"2H_Fly_Cast_Burrow_Up",2577,0
2465,"2H_Fly_Cast_Channel_01",2578,0
2466,"2H_Fly_Cast_Channel_02",2579,0
2467,"2H_Fly_Cast_Channel_03",2580,0
2468,"2H_Fly_Cast_Channel_04",2581,0
2469,"2H_Fly_Cast_Channel_05",2582,0
2470,"2H_Fly_Cast_Channel_Hand_Forward_01",2583,0
2471,"2H_Fly_Cast_Channel_Weapon_Upward",2584,0
2472,"2H_Fly_Cast_Loop_01",2585,0
2473,"2H_Fly_Cast_Loop_02",2586,0
2474,"2H_Fly_Cast_Loop_03",2587,0
2475,"2H_Fly_Cast_Loop_04",2588,0
2476,"2H_Fly_Cast_Loop_05",2589,0
2477,"2H_Fly_Cast_Start_01",2590,0
2478,"2H_Fly_Cast_Start_02",2591,0
2479,"2H_Fly_Cast_Start_03",2592,0
2480,"2H_Fly_Cast_Start_04",2593,0
2481,"2H_Fly_Cast_Start_05",2594,0
2482,"2H_Fly_Dodge",2595,0
2483,"2H_Fly_JumpLand",2596,0
2484,"2H_Fly_JumpLand_Combat",2597,0
2485,"2H_Fly_JumpLand_Run",2598,0
2486,"2H_Fly_JumpLoop",2599,0
2487,"2H_Fly_JumpStart",2600,0
2488,"2H_Fly_Loot_End",2601,0
2489,"2H_Fly_Loot_Loop",2602,0
2490,"2H_Fly_Loot_Start",2603,0
2491,"2H_Fly_MeleeFrenzy_Loop",2604,0
2492,"2H_Fly_MeleeInstant_Action_01",2605,0
2493,"2H_Fly_MeleeInstant_Action_02",2606,0
2494,"2H_Fly_MeleeInstant_Action_03",2607,0
2495,"2H_Fly_MeleeInstant_Action_04",2608,0
2496,"2H_Fly_MeleeInstant_Action_05",2609,0
2497,"2H_Fly_MeleeTelegraph_Action_01",2610,0
2498,"2H_Fly_MeleeTelegraph_Action_02",2611,0
2499,"2H_Fly_MeleeTelegraph_Action_03",2612,0
2500,"2H_Fly_MeleeTelegraph_Action_04",2613,0
2501,"2H_Fly_MeleeTelegraph_Action_05",2614,0
2502,"2H_Fly_MeleeTelegraph_Action_End_01",2615,0
2503,"2H_Fly_MeleeTelegraph_Action_End_02",2616,0
2504,"2H_Fly_MeleeTelegraph_Action_End_03",2617,0
2505,"2H_Fly_MeleeTelegraph_Action_End_04",2618,0
2506,"2H_Fly_MeleeTelegraph_Action_End_05",2619,0
2507,"2H_Fly_MeleeTelegraph_Loop_01",2620,0
2508,"2H_Fly_MeleeTelegraph_Loop_02",2621,0
2509,"2H_Fly_MeleeTelegraph_Loop_03",2622,0
2510,"2H_Fly_MeleeTelegraph_Loop_04",2623,0
2511,"2H_Fly_MeleeTelegraph_Loop_05",2624,0
2512,"2H_Fly_MeleeTelegraph_Start_01",2625,0
2513,"2H_Fly_MeleeTelegraph_Start_02",2626,0
2514,"2H_Fly_MeleeTelegraph_Start_03",2627,0
2515,"2H_Fly_MeleeTelegraph_Start_04",2628,0
2516,"2H_Fly_MeleeTelegraph_Start_05",2629,0
2517,"2H_Fly_Parry",2630,0
2518,"2H_Fly_Ready",2631,0
2519,"2H_Fly_Run",2632,0
2520,"2H_Fly_Run_Start",2633,0
2521,"2H_Fly_Sheath",2634,0
2522,"2H_Fly_ShuffleRight",2635,0
2523,"2H_Fly_Situational_Loop",2636,0
2524,"2H_Fly_Sprint",2637,0
2525,"2H_Fly_Stand",2638,0
2526,"2H_Fly_Stand_Stop",2639,0
2527,"2H_Fly_Stunned",2640,0
2528,"2H_Fly_Talk",2641,0
2529,"2H_Fly_Throw",2642,0
2530,"2H_Fly_Unsheath",2643,0
2531,"2H_Fly_Unsheath_Combat",2644,0
2532,"2H_Fly_Use",2645,0
2533,"2H_Fly_Walk",2646,0
2534,"2H_Fly_WalkBackwards",2647,0
2535,"2H_Fly_Wound",1758,16
2536,"2H_Fly_Wound_Critical",1759,16
2537,"2H_Fly_Wound_D2U",1762,16
2538,"2H_Fly_Wound_L2R",1760,16
2539,"2H_Fly_Wound_R2L",1761,16
2540,"2H_Fly_Wound_U2D",1763,16
2541,"2H_Hover_Attack",107,0
2542,"2H_Hover_Attack_D2U",1529,0
2543,"2H_Hover_Attack_D2U_Var_2",2408,0
2544,"2H_Hover_Attack_L2R",1526,0
2545,"2H_Hover_Attack_L2R_Var_2",2409,0
2546,"2H_Hover_Attack_R2L",1527,0
2547,"2H_Hover_Attack_R2L_Var_2",2410,0
2548,"2H_Hover_Attack_U2D",1528,0
2549,"2H_Hover_Attack_U2D_Var_2",2411,0
2550,"2H_Hover_Attack_Var_2",1236,0
2551,"2H_Hover_Birth",4024,0
2552,"2H_Hover_Block_End",2253,0
2553,"2H_Hover_Block_Loop",109,0
2554,"2H_Hover_Block_Start",2253,0
2555,"2H_Hover_Cast_Action_01",890,0
2556,"2H_Hover_Cast_Action_02",895,0
2557,"2H_Hover_Cast_Action_03",900,0
2558,"2H_Hover_Cast_Action_04",905,0
2559,"2H_Hover_Cast_Action_05",910,0
2560,"2H_Hover_Cast_Action_End_01",891,0
2561,"2H_Hover_Cast_Action_End_02",896,0
2562,"2H_Hover_Cast_Action_End_03",901,0
2563,"2H_Hover_Cast_Action_End_04",906,0
2564,"2H_Hover_Cast_Action_End_05",911,0
2565,"2H_Hover_Cast_Action_GroundPunch",2413,0
2566,"2H_Hover_Cast_Action_Hand_Forward_01",2414,0
2567,"2H_Hover_Cast_Action_Hand_Upward_01",2415,0
2568,"2H_Hover_Cast_Action_High2Low",2416,0
2569,"2H_Hover_Cast_Action_Kick",2417,0
2570,"2H_Hover_Cast_Action_PullToMe",2418,0
2571,"2H_Hover_Cast_Action_Rush",2419,0
2572,"2H_Hover_Cast_Action_Shout",1716,0
2573,"2H_Hover_Cast_Action_Throw",0,0
2574,"2H_Hover_Cast_Action_Upward",0,0
2575,"2H_Hover_Cast_Burrow_Down",2422,0
2576,"2H_Hover_Cast_Burrow_Loop",2423,0
2577,"2H_Hover_Cast_Burrow_Up",2424,0
2578,"2H_Hover_Cast_Channel_01",892,0
2579,"2H_Hover_Cast_Channel_02",897,0
2580,"2H_Hover_Cast_Channel_03",902,0
2581,"2H_Hover_Cast_Channel_04",907,0
2582,"2H_Hover_Cast_Channel_05",912,0
2583,"2H_Hover_Cast_Channel_Hand_Forward_01",2425,0
2584,"2H_Hover_Cast_Channel_Weapon_Upward",2426,0
2585,"2H_Hover_Cast_Loop_01",889,0
2586,"2H_Hover_Cast_Loop_02",894,0
2587,"2H_Hover_Cast_Loop_03",899,0
2588,"2H_Hover_Cast_Loop_04",904,0
2589,"2H_Hover_Cast_Loop_05",909,0
2590,"2H_Hover_Cast_Start_01",888,0
2591,"2H_Hover_Cast_Start_02",893,0
2592,"2H_Hover_Cast_Start_03",898,0
2593,"2H_Hover_Cast_Start_04",903,0
2594,"2H_Hover_Cast_Start_05",908,0
2595,"2H_Hover_Dodge",618,0
2596,"2H_Hover_JumpLand",1955,0
2597,"2H_Hover_JumpLand_Combat",4047,0
2598,"2H_Hover_JumpLand_Run",4048,0
2599,"2H_Hover_JumpLoop",4049,0
2600,"2H_Hover_JumpStart",4050,0
2601,"2H_Hover_Loot_End",4051,0
2602,"2H_Hover_Loot_Loop",4052,0
2603,"2H_Hover_Loot_Start",4053,0
2604,"2H_Hover_MeleeFrenzy_Loop",2651,0
2605,"2H_Hover_MeleeInstant_Action_01",2652,0
2606,"2H_Hover_MeleeInstant_Action_02",2653,0
2607,"2H_Hover_MeleeInstant_Action_03",2654,0
2608,"2H_Hover_MeleeInstant_Action_04",2655,0
2609,"2H_Hover_MeleeInstant_Action_05",2656,0
2610,"2H_Hover_MeleeTelegraph_Action_01",1850,0
2611,"2H_Hover_MeleeTelegraph_Action_02",2657,0
2612,"2H_Hover_MeleeTelegraph_Action_03",2658,0
2613,"2H_Hover_MeleeTelegraph_Action_04",2659,0
2614,"2H_Hover_MeleeTelegraph_Action_05",2660,0
2615,"2H_Hover_MeleeTelegraph_Action_End_01",1851,0
2616,"2H_Hover_MeleeTelegraph_Action_End_02",2661,0
2617,"2H_Hover_MeleeTelegraph_Action_End_03",2662,0
2618,"2H_Hover_MeleeTelegraph_Action_End_04",2663,0
2619,"2H_Hover_MeleeTelegraph_Action_End_05",2664,0
2620,"2H_Hover_MeleeTelegraph_Loop_01",1849,0
2621,"2H_Hover_MeleeTelegraph_Loop_02",2665,0
2622,"2H_Hover_MeleeTelegraph_Loop_03",2666,0
2623,"2H_Hover_MeleeTelegraph_Loop_04",2667,0
2624,"2H_Hover_MeleeTelegraph_Loop_05",2668,0
2625,"2H_Hover_MeleeTelegraph_Start_01",1848,0
2626,"2H_Hover_MeleeTelegraph_Start_02",2669,0
2627,"2H_Hover_MeleeTelegraph_Start_03",2670,0
2628,"2H_Hover_MeleeTelegraph_Start_04",2671,0
2629,"2H_Hover_MeleeTelegraph_Start_05",2672,0
2630,"2H_Hover_Parry",196,0
2631,"2H_Hover_Ready",622,0
2632,"2H_Hover_Run",612,0
2633,"2H_Hover_Run_Start",2632,0
2634,"2H_Hover_Sheath",645,0
2635,"2H_Hover_ShuffleRight",0,0
2636,"2H_Hover_Situational_Loop",0,0
2637,"2H_Hover_Sprint",2632,0
2638,"2H_Hover_Stand",611,0
2639,"2H_Hover_Stand_Stop",2638,0
2640,"2H_Hover_Stunned",1708,0
2641,"2H_Hover_Talk",1903,0
2642,"2H_Hover_Throw",0,0
2643,"2H_Hover_Unsheath",651,0
2644,"2H_Hover_Unsheath_Combat",650,0
2645,"2H_Hover_Use",1710,0
2646,"2H_Hover_Walk",613,0
2647,"2H_Hover_WalkBackwards",1952,0
2648,"2H_Loot_End",473,0
2649,"2H_Loot_Loop",472,0
2650,"2H_Loot_Start",471,0
2651,"2H_MeleeFrenzy_Loop",0,0
2652,"2H_MeleeInstant_Action_01",0,0
2653,"2H_MeleeInstant_Action_02",0,0
2654,"2H_MeleeInstant_Action_03",0,0
2655,"2H_MeleeInstant_Action_04",0,0
2656,"2H_MeleeInstant_Action_05",0,0
2657,"2H_MeleeTelegraph_Action_02",0,0
2658,"2H_MeleeTelegraph_Action_03",0,0
2659,"2H_MeleeTelegraph_Action_04",0,0
2660,"2H_MeleeTelegraph_Action_05",0,0
2661,"2H_MeleeTelegraph_Action_End_02",0,0
2662,"2H_MeleeTelegraph_Action_End_03",0,0
2663,"2H_MeleeTelegraph_Action_End_04",0,0
2664,"2H_MeleeTelegraph_Action_End_05",0,0
2665,"2H_MeleeTelegraph_Loop_02",0,0
2666,"2H_MeleeTelegraph_Loop_03",0,0
2667,"2H_MeleeTelegraph_Loop_04",0,0
2668,"2H_MeleeTelegraph_Loop_05",0,0
2669,"2H_MeleeTelegraph_Start_02",0,0
2670,"2H_MeleeTelegraph_Start_03",0,0
2671,"2H_MeleeTelegraph_Start_04",0,0
2672,"2H_MeleeTelegraph_Start_05",0,0
2673,"2H_ShuffleRight",607,0
2674,"2H_Situational_Loop",0,0
2675,"2H_Stunned",429,0
2676,"2H_Swim_Attack",107,0
2677,"2H_Swim_Attack_D2U",1529,0
2678,"2H_Swim_Attack_D2U_Var_2",2408,0
2679,"2H_Swim_Attack_L2R",1526,0
2680,"2H_Swim_Attack_L2R_Var_2",2409,0
2681,"2H_Swim_Attack_R2L",1527,0
2682,"2H_Swim_Attack_R2L_Var_2",2410,0
2683,"2H_Swim_Attack_U2D",1528,0
2684,"2H_Swim_Attack_U2D_Var_2",2411,0
2685,"2H_Swim_Attack_Var_2",1236,0
2686,"2H_Swim_Birth",4091,0
2687,"2H_Swim_Block_End",2688,0
2688,"2H_Swim_Block_Loop",109,0
2689,"2H_Swim_Block_Start",2688,0
2690,"2H_Swim_Cast_Action_01",890,0
2691,"2H_Swim_Cast_Action_02",895,0
2692,"2H_Swim_Cast_Action_03",900,0
2693,"2H_Swim_Cast_Action_04",905,0
2694,"2H_Swim_Cast_Action_05",910,0
2695,"2H_Swim_Cast_Action_End_01",891,0
2696,"2H_Swim_Cast_Action_End_02",896,0
2697,"2H_Swim_Cast_Action_End_03",901,0
2698,"2H_Swim_Cast_Action_End_04",906,0
2699,"2H_Swim_Cast_Action_End_05",911,0
2700,"2H_Swim_Cast_Action_GroundPunch",2413,0
2701,"2H_Swim_Cast_Action_Hand_Forward_01",2414,0
2702,"2H_Swim_Cast_Action_Hand_Upward_01",2415,0
2703,"2H_Swim_Cast_Action_High2Low",2416,0
2704,"2H_Swim_Cast_Action_Kick",2417,0
2705,"2H_Swim_Cast_Action_PullToMe",2418,0
2706,"2H_Swim_Cast_Action_Rush",2419,0
2707,"2H_Swim_Cast_Action_Shout",1822,0
2708,"2H_Swim_Cast_Action_Throw",0,0
2709,"2H_Swim_Cast_Action_Upward",0,0
2710,"2H_Swim_Cast_Burrow_Down",2422,0
2711,"2H_Swim_Cast_Burrow_Loop",2423,0
2712,"2H_Swim_Cast_Burrow_Up",2424,0
2713,"2H_Swim_Cast_Channel_01",892,0
2714,"2H_Swim_Cast_Channel_02",897,0
2715,"2H_Swim_Cast_Channel_03",902,0
2716,"2H_Swim_Cast_Channel_04",907,0
2717,"2H_Swim_Cast_Channel_05",912,0
2718,"2H_Swim_Cast_Channel_Hand_Forward_01",2425,0
2719,"2H_Swim_Cast_Channel_Weapon_Upward",2426,0
2720,"2H_Swim_Cast_Loop_01",889,0
2721,"2H_Swim_Cast_Loop_02",894,0
2722,"2H_Swim_Cast_Loop_03",899,0
2723,"2H_Swim_Cast_Loop_04",904,0
2724,"2H_Swim_Cast_Loop_05",909,0
2725,"2H_Swim_Cast_Start_01",888,0
2726,"2H_Swim_Cast_Start_02",893,0
2727,"2H_Swim_Cast_Start_03",898,0
2728,"2H_Swim_Cast_Start_04",903,0
2729,"2H_Swim_Cast_Start_05",908,0
2730,"2H_Swim_Dodge",1149,0
2731,"2H_Swim_JumpLand",1954,0
2732,"2H_Swim_JumpLand_Combat",4118,0
2733,"2H_Swim_JumpLand_Run",4119,0
2734,"2H_Swim_JumpLoop",4120,0
2735,"2H_Swim_JumpStart",4121,0
2736,"2H_Swim_Loot_End",4122,0
2737,"2H_Swim_Loot_Loop",4123,0
2738,"2H_Swim_Loot_Start",4124,0
2739,"2H_Swim_MeleeFrenzy_Loop",2651,0
2740,"2H_Swim_MeleeInstant_Action_01",2652,0
2741,"2H_Swim_MeleeInstant_Action_02",2653,0
2742,"2H_Swim_MeleeInstant_Action_03",2654,0
2743,"2H_Swim_MeleeInstant_Action_04",2655,0
2744,"2H_Swim_MeleeInstant_Action_05",2656,0
2745,"2H_Swim_MeleeTelegraph_Action_01",1850,0
2746,"2H_Swim_MeleeTelegraph_Action_02",2657,0
2747,"2H_Swim_MeleeTelegraph_Action_03",2658,0
2748,"2H_Swim_MeleeTelegraph_Action_04",2659,0
2749,"2H_Swim_MeleeTelegraph_Action_05",2660,0
2750,"2H_Swim_MeleeTelegraph_Action_End_01",1851,0
2751,"2H_Swim_MeleeTelegraph_Action_End_02",2661,0
2752,"2H_Swim_MeleeTelegraph_Action_End_03",2662,0
2753,"2H_Swim_MeleeTelegraph_Action_End_04",2663,0
2754,"2H_Swim_MeleeTelegraph_Action_End_05",2664,0
2755,"2H_Swim_MeleeTelegraph_Loop_01",1849,0
2756,"2H_Swim_MeleeTelegraph_Loop_02",2665,0
2757,"2H_Swim_MeleeTelegraph_Loop_03",2666,0
2758,"2H_Swim_MeleeTelegraph_Loop_04",2667,0
2759,"2H_Swim_MeleeTelegraph_Loop_05",2668,0
2760,"2H_Swim_MeleeTelegraph_Start_01",1848,0
2761,"2H_Swim_MeleeTelegraph_Start_02",2669,0
2762,"2H_Swim_MeleeTelegraph_Start_03",2670,0
2763,"2H_Swim_MeleeTelegraph_Start_04",2671,0
2764,"2H_Swim_MeleeTelegraph_Start_05",2672,0
2765,"2H_Swim_Parry",196,0
2766,"2H_Swim_Run_Start",4146,0
2767,"2H_Swim_Sheath",645,0
2768,"2H_Swim_ShuffleRight",0,0
2769,"2H_Swim_Situational_Loop",0,0
2770,"2H_Swim_Sprint",1262,0
2771,"2H_Swim_Stand",163,0
2772,"2H_Swim_Stand_Stop",2771,0
2773,"2H_Swim_Stunned",1821,0
2774,"2H_Swim_Talk",1957,0
2775,"2H_Swim_Throw",0,0
2776,"2H_Swim_Unsheath",651,0
2777,"2H_Swim_Unsheath_Combat",650,0
2778,"2H_Swim_Use",1819,0
2779,"2H_Swim_Walk",1143,0
2780,"2H_Talk",278,0
2781,"2H_Throw",0,0
2782,"2H_Use",475,0
2783,"2HGun_Attack",0,0
2784,"2HGun_Attack_D2U",0,0
2785,"2HGun_Attack_D2U_Var_2",0,0
2786,"2HGun_Attack_L2R",0,0
2787,"2HGun_Attack_L2R_Var_2",0,0
2788,"2HGun_Attack_R2L",0,0
2789,"2HGun_Attack_R2L_Var_2",0,0
2790,"2HGun_Attack_U2D",0,0
2791,"2HGun_Attack_U2D_Var_2",0,0
2792,"2HGun_Attack_Var_2",0,0
2793,"2HGun_Birth",707,0
2794,"2HGun_Block_End",2795,0
2795,"2HGun_Block_Loop",0,0
2796,"2HGun_Block_Start",2795,0
2797,"2HGun_Cast_Action_GroundPunch",0,0
2798,"2HGun_Cast_Action_Hand_Forward_01",0,0
2799,"2HGun_Cast_Action_Hand_Upward_01",0,0
2800,"2HGun_Cast_Action_High2Low",0,0
2801,"2HGun_Cast_Action_Kick",0,0
2802,"2HGun_Cast_Action_PullToMe",0,0
2803,"2HGun_Cast_Action_Rush",0,0
2804,"2HGun_Cast_Action_Shout",816,0
2805,"2HGun_Cast_Action_Throw",0,0
2806,"2HGun_Cast_Action_Upward",0,0
2807,"2HGun_Cast_Burrow_Down",0,0
2808,"2HGun_Cast_Burrow_Loop",0,0
2809,"2HGun_Cast_Burrow_Up",0,0
2810,"2HGun_Cast_Channel_Hand_Forward_01",0,0
2811,"2HGun_Cast_Channel_Weapon_Upward",0,0
2812,"2HGun_Fly_Alert",1729,0
2813,"2HGun_Fly_Attack",2940,0
2814,"2HGun_Fly_Attack_D2U",2941,0
2815,"2HGun_Fly_Attack_D2U_Var_2",2942,0
2816,"2HGun_Fly_Attack_L2R",2943,0
2817,"2HGun_Fly_Attack_L2R_Var_2",2944,0
2818,"2HGun_Fly_Attack_R2L",2945,0
2819,"2HGun_Fly_Attack_R2L_Var_2",2946,0
2820,"2HGun_Fly_Attack_U2D",2947,0
2821,"2HGun_Fly_Attack_U2D_Var_2",2948,0
2822,"2HGun_Fly_Attack_Var_2",2949,0
2823,"2HGun_Fly_Birth",2950,0
2824,"2HGun_Fly_Block_End",2951,0
2825,"2HGun_Fly_Block_Loop",2952,0
2826,"2HGun_Fly_Block_Start",2953,0
2827,"2HGun_Fly_Cast_Action_01",2954,0
2828,"2HGun_Fly_Cast_Action_02",2955,0
2829,"2HGun_Fly_Cast_Action_03",2956,0
2830,"2HGun_Fly_Cast_Action_04",2957,0
2831,"2HGun_Fly_Cast_Action_05",2958,0
2832,"2HGun_Fly_Cast_Action_ConeMultiHit",2959,0
2833,"2HGun_Fly_Cast_Action_End_01",2960,0
2834,"2HGun_Fly_Cast_Action_End_02",2961,0
2835,"2HGun_Fly_Cast_Action_End_03",2962,0
2836,"2HGun_Fly_Cast_Action_End_04",2963,0
2837,"2HGun_Fly_Cast_Action_End_05",2964,0
2838,"2HGun_Fly_Cast_Action_GroundPunch",2965,0
2839,"2HGun_Fly_Cast_Action_Hand_Forward_01",2966,0
