"ID","dataint0","dataint01","dataint02","dataint03","dataint04","datafloat0","datafloat01","datafloat02","datafloat03","datafloat04"
719,0,0,0,0,0,0,0,0,0,0
720,0,0,0,0,0,0.8906,0.5115,0.956,0,0
721,0,0,0,0,0,1,0,0,0,0
722,1,0,0,0,0,0,0,0,0,0
723,1,0,0,0,0,0,0,0,0,0
724,1,0,0,0,0,0,0,0,0,0
725,3,0,0,0,0,0,0,0,0,0
726,5,0,0,0,0,0,0,0,0,0
727,9,0,0,0,0,0,0,0,0,0
729,200,0,0,0,0,0,0,0,0,0
730,500,0,0,0,0,0,0,0,0,0
731,0,0,0,0,0,15,0,0,0,0
732,0,0,0,0,0,0.075,0,0,0,0
733,0,0,0,0,0,3,0,0,0,0
734,0,0,0,0,0,0.1,0,0,0,0
735,0,0,0,0,0,0.1,0,0,0,0
736,0,0,0,0,0,0.1,0,0,0,0
737,0,0,0,0,0,0.5,0,0,0,0
738,0,0,0,0,0,15,0,0,0,0
739,0,0,0,0,0,0.055,0,0,0,0
740,0,0,0,0,0,0.2,0,0,0,0
741,0,0,0,0,0,0.2,0,0,0,0
742,0,0,0,0,0,0.05,0,0,0,0
743,0,0,0,0,0,0.05,0,0,0,0
744,2500000,0,0,0,0,0,0,0,0,0
745,2000000,0,0,0,0,0,0,0,0,0
747,0,0,0,0,0,0.9,0.6,0,0,0
748,0,0,0,0,0,0.3,0,0,0,0
749,2,30,0,0,0,0,0,0,0,0
750,0,0,0,0,0,1.5,1.4,250,5,0
752,0,0,0,0,0,2,0,0,0,0
753,0,0,0,0,0,0.5,0,0,0,0
754,0,0,0,0,0,0.2,0,0,0,0
755,3000,0,0,0,0,0,0,0,0,0
756,321,0,0,0,0,0,0,0,0,0
757,1,0,0,0,0,0,0,0,0,0
758,2,0,0,0,0,0,0,0,0,0
759,5,0,0,0,0,0,0,0,0,0
760,10,0,0,0,0,0,0,0,0,0
761,25,0,0,0,0,0,0,0,0,0
762,50,0,0,0,0,0,0,0,0,0
763,0,0,0,0,0,0.5,0,0,0,0
764,100000,0,0,0,0,0,0,0,0,0
765,1000000,0,0,0,0,0,0,0,0,0
766,2,2,0,0,0,0,0,0,0,0
771,0,0,0,0,0,0,0,0,0,0
772,0,0,0,0,0,10,0,0,0,0
773,0,0,0,0,0,20,0,0,0,0
774,0,0,0,0,0,0.0125,0,0,0,0
775,0,0,0,0,0,0.5,0,0,0,0
776,0,0,0,0,0,0.435,15,1,15,0
777,8568,0,0,0,0,0,0,0,0,0
778,38408,0,0,0,0,0,0,0,0,0
779,18667,502,0,0,0,0,0,0,0,0
780,4294967289,0,0,0,0,0,0,0,0,0
781,7,0,0,0,0,0,0,0,0,0
782,0,0,0,0,0,0,0,0,0,0
783,0,0,0,0,0,0,0,0,0,0
784,0,0,0,0,0,0,0,0,0,0
785,0,0,0,0,0,0,0,0,0,0
786,0,0,0,0,0,0,0,0,0,0
787,0,0,0,0,0,0,0,0,0,0
788,0,0,0,0,0,0,0,0,0,0
789,0,0,0,0,0,0,0,0,0,0
790,0,0,0,0,0,0,0,0,0,0
791,0,0,0,0,0,0,0,0,0,0
792,0,0,0,0,0,0,0,0,0,0
793,0,0,0,0,0,0,0,0,0,0
794,500,0,0,0,0,0,0,0,0,0
795,4500,0,0,0,0,0,0,0,0,0
796,19128,502,0,0,0,0,0,0,0,0
797,5,0,0,0,0,0,0,0,0,0
798,903,0,0,0,0,0,0,0,0,0
799,914,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,2,0,0,0,0
801,41323,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0.05,0,0,0,0
803,0,0,0,0,0,0.1,0,0,0,0
804,0,0,0,0,0,0.15,0,0,0,0
805,0,0,0,0,0,0.2,0,0,0,0
806,4,0,0,0,0,0,0,0,0,0
807,19951,502,0,0,0,0,0,0,0,0
808,19952,503,0,0,0,0,0,0,0,0
809,19953,501,0,0,0,0,0,0,0,0
810,50,0,0,0,0,0,0,0,0,0
811,38244,0,0,0,0,0,0,0,0,0
812,200,0,0,0,0,0,0,0,0,0
813,200,0,0,0,0,0,0,0,0,0
814,250,0,0,0,0,0,0,0,0,0
815,5,1,0,0,0,0,0,0,0,0
816,0,0,0,0,0,0,0,0,0,0
817,70,0,0,0,0,0,0,0,0,0
818,5000,0,0,0,0,0,0,0,0,0
819,24,0,0,0,0,0,0,0,0,0
820,120000,0,0,0,0,0,0,0,0,0
821,48,0,0,0,0,0,0,0,0,0
822,256,0,0,0,0,0,0,0,0,0
823,100,0,0,0,0,0,0,0,0,0
824,20616,2760,0,0,0,0,0,0,0,0
825,20617,2760,0,0,0,0,0,0,0,0
826,20619,2761,0,0,0,0,0,0,0,0
827,20621,2762,0,0,0,0,0,0,0,0
828,20618,2760,0,0,0,0,0,0,0,0
829,20620,2761,0,0,0,0,0,0,0,0
830,20622,2762,0,0,0,0,0,0,0,0
831,20613,2760,0,0,0,0,0,0,0,0
832,20614,2761,0,0,0,0,0,0,0,0
833,20615,2762,0,0,0,0,0,0,0,0
834,20,1000,0,0,0,0,0,0,0,0
835,500,0,0,0,0,0,0,0,0,0
836,10000,0,0,0,0,0,0,0,0,0
837,50,0,0,0,0,0,0,0,0,0
838,42408,0,0,0,0,0,0,0,0,0
839,0,0,0,0,0,0.5,0,0,0,0
840,0,0,0,0,0,32,0,0,0,0
841,0,0,0,0,0,40,70,0,0,0
842,0,0,0,0,0,1,2,3,0,0
843,0,0,0,0,0,0.75,0,0,0,0
844,0,0,0,0,0,1,2,3,0,0
845,150,0,0,0,0,0,0,0,0,0
846,0,0,0,0,0,0.5,0.5,0.5,0,0
847,0,0,0,0,0,2,0,0,0,0
848,2,0,0,0,0,0,0,0,0,0
849,150,0,0,0,0,0,0,0,0,0
850,20000,45000,0,0,0,0,0,0,0,0
851,30000,0,0,0,0,0,0,0,0,0
852,1,3,0,0,0,0,0,0,0,0
853,5000,0,0,0,0,0,0,0,0,0
854,0,0,0,0,0,1,0,0,0,0
855,0,0,0,0,0,3,0,0,0,0
856,0,0,0,0,0,0,0,0,0,0
857,4294967292,0,0,0,0,0,0,0,0,0
858,3000,0,0,0,0,0,0,0,0,0
859,10000,5000,0,0,0,0,0,0,0,0
860,50,0,0,0,0,0,0,0,0,0
861,1000,0,0,0,0,0,0.0625,0,0,0
862,100,200,0,0,0,0.0416667,0,0,0,0
863,50,50,0,0,0,1,0,0,0,0
864,10,1000,0,0,0,0,0,0,0,0
865,5000,0,0,0,0,0,0,0,0,0
866,43715,0,0,0,0,0,0,0,0,0
867,43718,1,0,0,0,0,0,0,0,0
868,300000,0,0,0,0,0,0,0,0,0
869,36343,0,0,0,0,0,0,0,0,0
870,0,0,0,0,0,0,6,0.909,132800,0
872,50,0,0,0,0,0,0,0,0,0
873,2,0,0,0,0,0,0,0,0,0
874,1,0,0,0,0,0,0,0,0,0
876,30000,0,0,0,0,30000,0,0,0,0
877,600000,0,0,0,0,0,0,0,0,0
878,120000,0,0,0,0,0,0,0,0,0
879,0,0,0,0,0,0.4,0.9,2,0,0
881,0,0,0,0,0,1000,0,0,0,0
882,0,0,0,0,0,5000,0,0,0,0
883,0,0,0,0,0,1000,0,0,0,0
884,10000,0,0,0,0,0,0,0,0,0
885,10000,0,0,0,0,0,0,0,0,0
886,0,0,0,0,0,45,0,0,0,0
887,0,0,0,0,0,45,0,0,0,0
888,0,0,0,0,0,4,10,20,150,0
889,0,0,0,0,0,0.1,0,0,0,0
890,300,0,0,0,0,0,0,0,0,0
891,45444,45444,45444,0,0,0,0,0,0,0
892,45453,45553,45554,0,0,0,0,0,0,0
893,10,0,0,0,0,0,0,0,0,0
894,0,0,0,0,0,0.8,0,0,0,0
895,0,0,0,0,0,0.85,0,0,0,0
896,5000,0,0,0,0,0,0,0,0,0
897,0,0,0,0,0,0.75,0.5,0.25,0,0
898,60000,0,0,0,0,0,0,0,0,0
899,30000,0,0,0,0,0,0,0,0,0
900,46116,0,0,0,0,0,0,0,0,0
901,0,0,0,0,0,7,0,0,0,0
902,1581,0,0,0,0,0,0,0,0,0
903,2404,0,0,0,0,0,0,0,0,0
904,2405,0,0,0,0,0,0,0,0,0
905,2272,0,0,0,0,0,0,0,0,0
906,0,0,0,0,0,20,0,0,0,0
908,0,0,0,0,0,0,0,0,0,0
909,200,0,0,0,0,0,0,0,0,0
910,225,375,0,0,0,0,0,0,0,0
911,0,0,0,0,0,0.1875,0,0,0,0
912,46980,0,0,0,0,0,0,0,0,0
913,47439,0,0,0,0,0,0,0,0,0
914,30000,0,0,0,0,0,0,0,0,0
915,300000,0,0,0,0,0,0,0,0,0
916,600000,0,0,0,0,0,0,0,0,0
917,120000,0,0,0,0,0,0,0,0,0
918,0,0,0,0,0,0.6,0,0,0,0
919,15000,0,0,0,0,0,0,0,0,0
920,2053,503,2847,501,0,2837,502,0,0,0
921,2056,503,2849,501,0,2839,502,0,0,0
922,2057,503,2850,501,0,2840,502,0,0,0
923,2188,503,2856,501,0,2846,502,0,0,0
924,2058,503,2851,501,0,2841,502,0,0,0
925,2059,503,2852,501,0,2842,502,0,0,0
926,2060,503,2853,501,0,2843,502,0,0,0
927,2054,503,2848,501,0,2838,502,0,0,0
928,2174,503,2854,501,0,2844,502,0,0,0
929,2175,503,2855,501,0,2845,502,0,0,0
930,2055,503,2857,501,0,1771,502,0,0,0
931,3340,626,0,0,0,0,0,0,0,0
932,14173,503,14171,501,0,14172,502,0,0,0
933,16046,503,16044,501,0,16045,502,0,0,0
934,0,0,0,0,0,18667,502,0,0,0
935,0,0,0,0,0,19128,502,0,0,0
936,19952,503,19953,501,0,19951,502,0,0,0
937,20619,2761,20621,2762,0,20617,2760,0,0,0
938,20620,2761,20622,2762,0,20618,2760,0,0,0
939,20614,2761,20615,2762,0,20613,2760,0,0,0
940,0,0,0,0,0,2845,502,0,0,0
941,0,0,0,0,0,0.01,0,0,0,0
942,10,7,0,0,0,1,1,0,0,0
943,47447,0,0,0,0,0,0,0,0,0
944,0,0,0,0,0,0.8,0,0,0,0
945,100,0,0,0,0,0,0,0,0,0
946,0,0,0,0,0,1.68,0,0,0,0
947,0,0,0,0,0,1000,0,0,0,0
948,0,0,0,0,0,0,0,0,0,0
949,0,0,0,0,0,0,0,0,0,0
950,0,0,0,0,0,0,0,0,0,0
951,2000,0,0,0,0,0,0,0,0,0
952,0,0,0,0,0,132.75,0,0,0,0
953,10000,0,0,0,0,0,0,0,0,0
954,0,0,0,0,0,6,100,40,0,0
956,0,0,0,0,0,0.09,0,0,0,0
957,6,0,0,0,0,0,0,0,0,0
958,2,0,0,0,0,0,0,0,0,0
959,24,0,0,0,0,0,0,0,0,0
960,0,0,0,0,0,0,0,0,0,0
961,0,0,0,0,0,30,1.5,0,0,0
962,0,0,0,0,0,1,1,0,0,0
963,0,0,0,0,0,3,0,0,0,0
964,0,0,0,0,0,1,0.17,0,0,0
965,10,3600,0,0,0,0,0,0,0,0
966,0,0,0,0,0,0.05,0,0,0,0
967,0,0,0,0,0,1.5,0.96,0.2,0.4,0
968,0,0,0,0,0,5,0.67,0.05,-1,0
969,500,0,0,0,0,0,0,0,0,0
970,0,0,0,0,0,60,0,0,0,0
971,49881,0,0,0,0,0,0,0,0,0
972,49882,0,0,0,0,0,0,0,0,0
973,0,0,0,0,0,60,0,0,0,0
974,10,0,0,0,0,0.5,0,0,0,0
975,0,0,0,0,0,0.3,0.6,0.9,0,0
976,0,0,0,0,0,100,0,0,0,0
977,5411,0,0,0,0,0,0,0,0,0
978,5581,0,0,0,0,0,0,0,0,0
979,5582,0,0,0,0,0,0,0,0,0
980,5580,0,0,0,0,0,0,0,0,0
981,300000,0,0,0,0,0,0,0,0,0
982,0,0,0,0,0,0.23,0,0,0,0
985,0,0,0,0,0,0.25,0,0,0,0
986,0,0,0,0,0,40,0,0,0,0
987,0,0,0,0,0,0.5,0.5,0,0,0
988,0,0,0,0,0,10,0,0,0,0
990,45000,0,0,0,0,0,0,0,0,0
991,0,0,0,0,0,5,0,0.3,1,0
992,30000,0,0,0,0,0,0,0,0,0
993,34464,0,0,0,0,0,0,0,0,0
994,52577,53455,0,0,0,0,0,0,0,0
995,13319,27445,27446,0,0,0,0,0,0,0
996,10000,1,0,0,0,1,0,0,0,0
997,0,0,0,0,0,0,0,0,0,0
998,0,0,0,0,0,0.5,0,0,0,0
999,100,0,0,0,0,0,0,0,0,0
1000,0,0,0,0,0,0.375,0,0,0,0
1001,0,1,0,0,0,0,0,0,0,0
1002,1,0,0,0,0,0,0,0,0,0
1005,1,1,1,0,0,0,0,0,0,0
1006,0,0,0,0,0,1,0,0,0,0
1007,307,0,0,0,0,10,0,0,0,0
1008,5,0,0,0,0,0,0,0,0,0
1009,0,0,0,0,0,128,64,32,0,0
1012,27712,27713,27714,0,0,0,0,0,0,0
1013,0,0,0,0,0,1,0,0,0,0
1014,1500,0,0,0,0,0,0,0,0,0
1015,5,0,0,0,0,0,0,0,0,0
1016,0,0,0,0,0,1,0,0,0,0
1017,0,0,0,0,0,20,0,0,0,0
1018,10000,0,0,0,0,0,0,0,0,0
1019,2000,0,0,0,0,0,0,0,0,0
1020,200000,0,0,0,0,1,0,0,0,0
1021,2,30,0,0,0,0,0,0,0,0
1022,1,0,0,0,0,0,0,0,0,0
1024,15,5,0,0,0,0,0,0,0,0
1025,30000,0,0,0,0,0,0,0,0,0
1026,1,30,4294967294,0,0,0.15,0,0,0,0
1027,50,0,0,0,0,25,0.012,0,0,0
1028,0,0,0,0,0,7.5,0,0.35,1,0
1029,0,0,0,0,0,1,0,0,0,0
1030,0,0,0,0,0,0,0,0,0,0
1031,2500,0,0,0,0,0,0,0,0,0
1032,53234,53234,53234,53234,0,0,0,0,0,0
1034,8,0,0,0,0,0,0,0,0,0
1035,1000,100,5000,0,0,0,0,0,0,0
1036,2,4,8,0,0,0,0,0,0,0
1039,0,0,0,0,0,5,0,0,0,0
1044,12,0,0,0,0,0,0,0,0,0
1046,30000,0,0,0,0,0,0,0,0,0
1048,0,0,0,0,0,2,0.1,0,0,0
1049,100,0,0,0,0,0.25,0,0,0,0
1050,0,0,0,0,0,5,10,0,0,0
1051,60000,0,0,0,0,0,0,0,0,0
1053,3600000,0,0,0,0,0,0,0,0,0
1054,63684,0,0,0,0,0,0,0,0,0
1055,600,50000,0,0,0,0,0,0,0,0
1056,300,1800,7200,43200,0,900,3600,28800,86400,0
1057,500,10000,5000,100000,0,0,0,0,0,0
1058,100,1000,0,0,0,0,0,0,0,0
1059,0,0,0,0,0,0.8,2.6,0.8,0,0
1060,0,0,0,0,0,0.75,3,-1,2.5,0
1061,180,0,0,0,0,0,0,0,0,0
1062,12,0,0,0,0,0.2,0,0,0,0
1063,0,0,0,0,0,3,0,0,0,0
1064,3,10,60,0,0,0,0,0,0,0
1065,3750000,5000000,6250000,0,0,0,0,0,0,0
1066,7164,0,0,0,0,0,0,0,0,0
1067,7165,0,0,0,0,0,0,0,0,0
1068,7163,0,0,0,0,0,0,0,0,0
1069,7,0,0,0,0,0,0,0,0,0
1070,10,0,0,0,0,0,0,0,0,0
1071,0,0,0,0,0,1.5,0.7,0.8,-2.9,0
1072,0,0,0,0,0,1.12,1.07,0,0,0
1073,0,0,0,0,0,128,0,0,0,0
1074,0,0,0,0,0,7,7,0,0,0
1075,12,12,0,0,0,0,0,0,0,0
1076,28350,29141,0,0,0,0,0,0,0,0
1077,28349,0,0,0,0,0,0,0,0,0
1078,0,0,0,0,0,0,0,7.5,2,0
1079,0,0,0,0,0,1,0.22,20,1.6,0
1080,60,120,240,5,0,0,0,0,0,0
1081,25,25,200,0,0,0,0,0,0,0
1082,3600,1800,900,300,0,0,0,0,0,0
1083,60,15,0,0,0,0,0,0,0,0
1084,6648,0,0,0,0,0,0,0,0,0
1085,0,0,0,0,0,0.025,0,0,0,0
1086,0,0,0,0,0,25,0,0,0,0
1087,15000,0,0,0,0,0,0,0,0,0
1088,70355,0,0,0,0,0,0,0,0,0
1089,70356,0,0,0,0,0,0,0,0,0
1090,5,0,0,0,0,0,0,0,0,0
1091,10,0,0,0,0,0,0,0,0,0
1092,250,0,0,0,0,0,0,0,0,0
1093,5000,0,0,0,0,0,0,0,0,0
1094,0,0,0,0,0,1,0,0,0,0
1095,50,0,0,0,0,0,0,0,0,0
1096,500,0,0,0,0,0,0,0,0,0
1097,500,4000,0,0,0,0,0,0,0,0
1098,20,0,0,0,0,0,0,0,0,0
1099,0,0,0,0,0,-60,-300,0,0,0
1100,70861,0,0,0,0,0,0,0,0,0
1101,3,6,0,0,0,1,0,0,0,0
1104,30,0,0,0,0,0,0,0,0,0
1105,32767,0,0,0,0,0,0,0,0,0
1106,50,5000,0,0,0,0,0,0,0,0
1107,13,0,0,0,0,0,0,0,0,0
1108,250,0,0,0,0,0.65,0.75,0,0,0
1109,30000,0,0,0,0,0,0,0,0,0
1110,0,0,0,0,0,0.5,0,0,0,0
1111,70864,0,0,0,0,0,0,0,0,0
1112,70865,0,0,0,0,0,0,0,0,0
1113,1024,16384,0,0,0,0,0,0,0,0
1114,12,0,0,0,0,0,0,0,0,0
1115,500000,0,0,0,0,0,0,0,0,0
1116,5000,0,0,0,0,0,0,0,0,0
1117,1,0,0,0,0,0,0,0,0,0
1118,0,0,0,0,0,0.117692,-4.6,4,0,0
1119,1800000,0,0,0,0,0,0,0,0,0
1120,10,0,0,0,0,0,0,0,0,0
1121,0,0,0,0,0,1,0,0,0,0
1122,0,0,0,0,0,0.5,0.5,0.5,0,0
1123,30000,0,0,0,0,0,0,0,0,0
1125,0,0,0,0,0,1,0,0,0,0
1127,2,2,0,0,0,0,0,0,0,0
1128,15000,0,0,0,0,0,0,0,0,0
1129,74511,0,0,0,0,0,0,0,0,0
1130,500,0,0,0,0,0.02,0,0,0,0
1131,1,0,0,0,0,0,0,0,0,0
1132,1,15,0,0,0,0,0,0,0,0
1133,5,8,5,0,0,0,0,0,0,0
1134,0,0,0,0,0,10,0,0,0,0
1135,180000,39928,0,0,0,2,0,0,0,0
1136,74983,0,0,0,0,0,0,0,0,0
1137,74982,0,0,0,0,0,0,0,0,0
1138,200,0,0,0,0,0,0,0,0,0
1140,34464,51704,51705,0,0,0,0,0,0,0
1141,0,0,0,0,0,2,0,0,0,0
1142,0,0,0,0,0,16,1,16,1,0
1143,0,0,0,0,0,0.7,4,0,1,0
1144,0,0,0,0,0,0.7,4,0,1,0
1145,0,0,0,0,0,0,0,0,0,0
1146,0,0,0,0,0,0.35,0.25,0.1,0,0
1147,0,0,0,0,0,0.5,0.15,0,0,0
1148,0,0,0,0,0,1.1,1.45,0.75,1,0
1149,10,0,0,0,0,0,0,0,0,0
1150,20,0,0,0,0,0,0,0,0,0
1151,15,0,0,0,0,0,0,0,0,0
1152,10,0,0,0,0,0,0,0,0,0
1153,0,0,0,0,0,24,0.75,0,0,0
1154,0,0,0,0,0,24,0.75,0,0,0
1155,0,0,0,0,0,24,4,0,0,0
1156,0,0,0,0,0,1,1,0,0,0
1157,20,0,0,0,0,0,0,0,0,0
1158,35491,0,0,0,0,0,0,0,0,0
1159,50000000,600,0,0,0,0,0,0,0,0
1160,0,0,0,0,0,0,0,0,0,0
1161,1,0,0,0,0,0,0,0,0,0
1162,20,0,0,0,0,0,0,0,0,0
1163,0,0,0,0,0,97.4,0,0,0,0
1164,0,0,0,0,0,0,1.4,1.8,2,0
1165,0,0,0,0,0,2.8,4,6,6.2,0
1166,0,0,0,0,0,0.5,0.5,0.7,0,0
1167,0,0,0,0,0,0.3,0.8,0.7,0.6,0
1168,5000,0,0,0,0,7.5,0,0,0,0
1169,500,30000,0,0,0,0,0,0,0,0
1170,2100,1800,1500,1200,0,0,0,0,0,0
1171,12,36,48,96,0,0,0,0,0,0
1172,0,0,0,0,0,0.05,0.1,0,0,0
1173,0,0,0,0,0,1,1.2,0,0,0
1174,0,0,0,0,0,1,0,0.5,0,0
1175,150000,0,0,0,0,0,0,0,0,0
1176,10,0,0,0,0,0,0,0,0,0
1177,1,0,0,0,0,1,0,0,0,0
1178,500,0,0,0,0,0,0,0,0,0
1179,100,0,0,0,0,5,0,0,0,0
1180,3,0,0,0,0,0,0,0,0,0
1181,0,0,0,0,0,0,1.4,1.8,2,0
1182,78470,0,0,0,0,0,0,0,0,0
1184,2,0,0,0,0,0,0,0,0,0
1185,2,0,0,0,0,0,0,0,0,0
1186,2,0,0,0,0,0,0,0,0,0
1187,2,0,0,0,0,0,0,0,0,0
1188,2,0,0,0,0,0,0,0,0,0
1189,2,0,0,0,0,0,0,0,0,0
1190,0,0,0,0,0,1.1,0,0,0,0
1191,2,1,0,0,0,0.25,0,0,0,0
1192,1,1,2,0,0,0.25,0,0,0,0
1193,50,150,450,500,0,0,0,0,0,0
1195,0,0,0,0,0,0.1,0,0,0,0
1196,0,39308,28563,28564,0,0,0,0,0,0
1197,8,0,0,0,0,0,0,0,0,0
1201,79536,0,0,0,0,0,0,0,0,0
1202,79537,0,0,0,0,0,0,0,0,0
1203,350,0,0,0,0,0,0,0,0,0
1204,75,0,0,0,0,0,0,0,0,0
1205,7200000,0,0,0,0,0,0,0,0,0
1206,180,300,300,0,0,0,0,0,0,0
1207,0,0,0,0,0,0.5,0.5,0.5,0.5,0
1208,60,30,15,0,0,0,0,0,0,0
1209,0,0,0,0,0,0,0,0,0,0
1210,2,1,0,0,0,0,0,0,0,0
1211,4000,0,0,0,0,0,0,0,0,0
1212,1000,1000,0,0,0,0,0,0,0,0
1213,50000,0,0,0,0,0,0,0,0,0
1214,74201,0,0,0,0,0,0,0,0,0
1215,0,0,0,0,0,0,0,0,0,0
1216,0,0,0,0,0,0.1,0,0,0,0
1217,0,0,0,0,0,0.5,0,0,0,0
1218,25,0,0,0,0,0,0,0,0,0
1219,0,0,0,0,0,0.5,0.5,0.5,0,0
1220,0,0,0,0,0,0.5,0.5,0.5,0,0
1221,100,100,125,0,0,0,0,0,0,0
1222,100,100,125,0,0,0,0,0,0,0
1227,80529,80531,0,80530,0,0,0,0,0,0
1228,2,0,0,0,0,0,0,0,0,0
1229,32,128,32,512,0,4,0,0,0,0
1230,0,100,0,0,0,50,0.003,30,5000,0
1231,0,100,0,0,0,50,0.0025,30,7000,0
1232,0,300,0,0,0,50,0.01,250,5500,105
1233,0,30,0,0,0,50,0.0021,10,6200,0
1234,0,75,0,0,0,50,0.008,0,7250,0
1235,0,100,0,0,0,50,0.0015,30,7000,0
1236,0,100,0,0,0,50,0.0025,100,778,0
1237,0,100,0,0,0,50,0.0002,1.5,2000,0
1238,0,100,0,0,0,1,0.8,100,500,0
1239,0,100,0,0,0,1,0.8,100,500,0
1240,0,100,0,0,0,50,0.006,60,5000,0
1241,0,100,0,0,0,50,0.005,100,3000,0
1242,0,200,0,0,0,50,0.015,150,2750,0
1243,0,500,0,0,0,50,0.0028,30,5000,0
1244,100,600,0,0,0,50,0.0028,130,5000,0.05
1245,0,100,0,0,0,50,0.005792,60,4000,0
1246,0,0,0,0,0,0.25,0.3,0.8,0.05,5
1247,3,0,0,0,0,0.05,0,0,0,0
1248,0,0,0,0,0,0.1,0,0,0,0
1249,0,0,0,0,0,0,0,0,0,0
1250,15,15,0,0,0,0,0,0,0,0
1251,100000,0,0,0,0,0,0,0,0,0
1252,1208,0,0,0,0,0,0,0,0,0
1253,0,0,0,0,0,1.1,0,0,0,0
1254,0,0,0,0,0,0.25,0,0,0,0
1255,130,0,0,0,0,125.35,0.006,0,0,0
1257,0,0,0,0,0,0.125,1,0,0,0
1258,57692,57693,57694,0,0,0,0,0,0,0
1259,1000,0,0,0,0,0,0,0,0,0
1260,0,0,0,0,0,0.75,1.25,0.05,0.25,0
1261,10000,250,0,0,0,0.25,1,0,0,0
1262,2,0,0,0,0,0,0,0,0,0
1263,0,0,0,0,0,0,0,0,0,0
1264,10000,0,0,0,0,0,0,0,0,0
1265,0,0,0,0,0,0.25,0.01,25,25,0
1266,0,0,0,0,0,0.25,0.25,0,0,0
1267,0,0,0,0,0,1,1,0,0,0
1268,100,100,100,0,0,0.25,0,0,0,0
1269,0,100,0,0,0,50,0.00325,100,3000,0
1270,0,100,0,0,0,50,0.004,100,3000,0
1271,0,100,0,0,0,50,0.0055,75,4000,0
1272,0,500,0,0,0,50,0.0025,100,3000,0
1274,0,40,0,0,0,50,0.005,25,3500,0
1275,56135,47305,70573,0,0,0,0,0,0,0
1276,1,15,0,0,0,0,0,0,0,0
1277,1,0,0,0,0,0,0,0,0,0
1279,0,0,0,0,0,1,0,0,0,0
1280,0,0,0,0,0,1,0,0,0,0
1281,0,0,0,0,0,0,0,0.1,0,0
1282,0,0,0,0,0,1,0,0,0,0
1284,0,0,0,0,0,0.5,0,0,0,0
1285,0,0,0,0,0,1,0.5,0,0,0
1286,50,0,0,0,0,1000,0,6.8,1,0
1287,120,0,0,0,0,1476,0,4,1,0
1288,0,0,0,0,0,0,0,132,1,0
1289,60,0,60,0,0,1,0,1,0,0
1290,150,0,150,0,0,5,0,5,0,0
1291,300,0,300,0,0,15,0,15,0,0
1292,0,0,0,0,0,1,15,1440,0,0
1293,30,0,30,0,0,1,0,1,0,0
1294,90,0,90,0,0,5,0,5,0,0
1295,180,0,180,0,0,15,0,15,0,0
1296,0,0,0,0,0,1,5,1440,0,0
1297,15,0,15,0,0,1,0,1,0,0
1298,45,0,45,0,0,5,0,5,0,0
1299,90,0,90,0,0,15,0,15,0,0
1300,0,0,0,0,0,1,5,1440,0,0
1301,15,0,15,0,0,1,0,1,0,0
1302,30,0,30,0,0,5,0,5,0,0
1303,60,0,60,0,0,15,0,15,0,0
1304,0,0,0,0,0,1,5,1440,0,0
1305,0,0,0,0,0,0.25,0,0,0,0
1306,0,0,0,0,0,0.5,0.5,0,0,0
1307,82922,82956,0,0,0,0,0,0,0,0
1308,38774,42792,0,0,0,0,0,0,0,0
1309,0,0,0,0,0,0.5,0.5,0.5,0,0
1310,2,10,0,0,0,40,2500,2,0,0
1311,0,0,0,0,0,0,0,0,0,0
1312,3,3,0,0,0,0,0,0,0,0
1313,10,5,0,0,0,0,0,0,0,0
1314,0,5,1,0,0,0,0,0,0,0
1315,10,0,0,0,0,0,0,0,0,0
1316,0,0,0,0,0,0.15,0,0,0,0
1317,4,0,0,0,0,0.75,10,4,4,0
1318,3,0,0,0,0,0,0,0,0,0
1319,80875,0,0,0,0,0,0,0,0,0
1320,76,77,0,0,0,0,0,0,0,0
1322,1,0,0,0,0,0,0,0,0,0
1323,0,0,0,0,0,200,0,0,0,0
1324,2,75,3,4,0,0,0,0,0,0
1325,677,0,0,0,0,0,0,0,0,0
1326,0,0,0,0,0,1,0.8,0.7,0,0
1327,0,0,0,0,0,4800000,-8.8,-2.1172,100,0
1328,46116,4,0,0,0,0.5,0.5,0,0,0
1329,60000,0,0,0,0,0,0,0,0,0
1330,15,14,1,0,0,0,0,0,0,0
1331,1440,0,0,0,0,0,0,0,0,0
1332,15,0,0,0,0,0,0,0,0,0
1333,15,0,0,0,0,0,0,0,0,0
1334,30000,0,0,0,0,0,0,0,0,0
1336,306,0,0,0,0,0,0,0,0,0
1337,0,0,0,0,0,0.5,0,0,0,0
1338,0,0,0,0,0,0.1,0,0,0,0
1339,1,30,2,3,0,0,15,0,0,60
1343,7969,0,0,0,0,0,0,0,0,0
2354,2071,0,0,0,0,0,0,0,0,0
2356,10510,10540,10541,0,875,0,0,0,0,0
2359,90,0,0,0,0,0,0,0,0,0
2360,0,0,0,0,0,0,0,0,0,0
2361,1,0,0,0,0,0,0,0,0,0
2362,150,0,0,0,0,0,0,0,0,0
2363,60,0,0,0,0,0,0,0,0,0
2364,3,0,0,0,0,0,0,0,0,0
2365,60,0,0,0,0,0,0,0,0,0
2366,1800,10,0,0,0,0,0,0,0,0
2367,812,257,395,78,0,0,0,0,0,0
