"ID","assetPath","flags","type","screenPath","screenModelPath","chunkBounds00","chunkBounds01","chunkBounds02","chunkBounds03","plugAverageHeight","localizedTextIdName","minItemLevel","maxItemLevel","primeLevelOffset","primeLevelMax","veteranTierScalingType","heroismMenaceLevel","rewardRotationContentId"
870,"Map\Western",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_StarterPack_000.m3",756,970,813,1034,0,0,0,0,0,0,0,0,0
872,"Map\JordanLightingEastern",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
873,"Map\neighborhood5spookyalgoroc",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
874,"Map\CreatureVariantWorld",0,0,"UI\Screens\UI_CRB_CharacterDeleteScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
875,"Map\Western",0,1,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_Olyssia_000.m3",793,981,807,998,0,0,0,0,0,0,0,0,0
876,"Map\travisnorthernwildscopy2",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
877,"Map\pchantest",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
878,"Map\HousingPlugs00",0,4,"","",247,7,249,9,8191,0,0,0,0,0,0,0,0
879,"Map\HousingPlugs00",0,4,"","",231,23,233,25,8191,0,0,0,0,0,0,0,0
880,"Map\HousingPlugs00",0,4,"","",247,23,249,25,8191,0,0,0,0,0,0,0,0
881,"Map\HousingPlugs00",0,4,"","",199,39,201,41,8191,0,0,0,0,0,0,0,0
882,"Map\HousingPlugs00",0,4,"","",215,39,217,41,8191,0,0,0,0,0,0,0,0
883,"Map\EasternAlgorocDesignDS",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
884,"Map\CrimsonIslesTestcopyofwestern",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
885,"Map\KevinVortexGreatWallFalkrin",0,3,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
886,"Map\JordanNorthernWildsCopy",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
887,"Map\OnslaughtPrototype",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
888,"Map\QuestTestIslandPlugs",0,4,"","",7,7,8,8,8191,0,0,0,0,0,0,0,0
889,"Map\RussellCTest02Plugmap",0,4,"","",38,38,41,41,8191,0,0,0,0,0,0,0,0
890,"Map\RussellCTest02Plugmap",0,4,"","",71,7,72,8,8191,0,0,0,0,0,0,0,0
891,"Map\RussellCTest02Plugmap",0,4,"","",103,7,104,8,8191,0,0,0,0,0,0,0,0
892,"Map\RussellCTest02Plugmap",0,4,"","",71,39,72,40,8191,0,0,0,0,0,0,0,0
893,"Map\RussellCTest02Plugmap",0,4,"","",103,39,104,40,8191,0,0,0,0,0,0,0,0
894,"Map\RaceTrackPrototype",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
896,"Map\NorthernWildsJordanLighting",0,0,"UI\Screens\UI_CRB_NWildsLoadScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
897,"Map\EasternShorelineTest",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
898,"Map\AuroriaCopy",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
900,"Map\KevinHTLCanyonGraveyardTest",0,3,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
901,"Map\ClynchTest",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
902,"Map\HousingPlugs00",0,4,"","",199,55,200,57,8191,0,0,0,0,0,0,0,0
903,"Map\Western22Plugs",0,4,"","",71,39,72,40,8191,0,0,0,0,0,0,0,0
904,"Map\EasternMurkmireDesignDS",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
905,"Map\ScottTestMap",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
906,"Map\DiscoveryNaturalCaveSmall00",0,1,"","",1020,1018,1031,1026,0,0,0,0,0,0,0,0,0
907,"Map\CopyofDiscoveryNaturalCaveSmall01",0,1,"","",1020,1017,1033,1026,0,0,0,0,0,0,0,0,0
908,"Map\DiscoveryNaturalCaveSmall02",0,1,"","",1007,1020,1034,1034,0,0,0,0,0,0,0,0,0
909,"Map\DiscoveryNaturalCaveSmall03",0,1,"","",1020,1018,1030,1026,0,0,0,0,0,0,0,0,0
910,"Map\DiscoveryNaturalCaveSmall04",0,1,"","",1020,1018,1030,1026,0,0,0,0,0,0,0,0,0
911,"Map\DiscoveryNaturalCaveSmall05",0,1,"","",1020,1018,1031,1027,0,0,0,0,0,0,0,0,0
912,"Map\DiscoveryNaturalCaveMedium00",0,1,"","",1020,1016,1032,1028,0,0,0,0,0,0,0,0,0
913,"Map\DiscoveryNaturalCaveMedium01",0,1,"","",1019,1019,1038,1028,0,0,0,0,0,0,0,0,0
914,"Map\DiscoveryNaturalCaveMedium02",0,1,"","",1019,1014,1036,1027,0,0,0,0,0,0,0,0,0
915,"Map\DiscoveryNaturalCaveLarge00",0,1,"","",1019,1010,1035,1026,0,0,0,0,0,0,0,0,0
916,"Map\GalerasRevamp",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
917,"Map\Eastern",0,1,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_Alizar_000.m3",1119,784,1231,932,0,0,0,0,0,0,0,0,0
918,"Map\HalonRingCopyRussell",1,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
919,"Map\KevinTemplate1",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
920,"Map\KevinTemplate2",0,3,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
921,"Map\KevinTemplate3",0,3,"","",992,1004,1050,1070,0,0,0,0,0,0,0,0,0
922,"Map\KevinTemplate4",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
923,"Map\Western22Plugs",0,4,"","",103,39,104,40,8191,0,0,0,0,0,0,0,0
924,"Map\Western22Plugs",0,4,"","",7,71,8,72,8190,0,0,0,0,0,0,0,0
925,"Map\Western22Plugs",0,4,"","",39,71,40,72,8191,0,0,0,0,0,0,0,0
926,"Map\Western22Plugs",0,4,"","",7,103,8,104,8191,0,0,0,0,0,0,0,0
927,"Map\Western22Plugs",0,4,"","",39,103,40,104,8191,0,0,0,0,0,0,0,0
928,"Map\Western22Plugs",0,4,"","",71,71,72,72,8191,0,0,0,0,0,0,0,0
929,"Map\Western22Plugs",0,4,"","",103,71,104,72,8191,0,0,0,0,0,0,0,0
930,"Map\TheSkullsEye",0,1,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_OffWorld_000.m3",1019,1013,1029,1030,0,0,0,0,0,0,0,0,0
931,"Map\StartPrototype",0,1,"UI\Screens\UI_CRB_CarbineSplashScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
932,"Map\TusktoothGrotto",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
933,"Map\ChrisHanelTest",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
934,"Map\KimWoodTest",0,0,"","",990,960,1039,1013,0,0,0,0,0,0,0,0,0
935,"Map\Eastern51Plugs",0,4,"","",135,7,136,8,8191,0,0,0,0,0,0,0,0
936,"Map\Eastern51Plugs",0,4,"","",167,7,168,8,8191,0,0,0,0,0,0,0,0
937,"Map\Eastern51Plugs",0,4,"","",135,39,136,40,8191,0,0,0,0,0,0,0,0
938,"Map\BlackspittleBroodnest",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
939,"Map\HildingersHideaway",0,1,"","",1011,1016,1039,1045,0,0,0,0,0,0,0,0,0
940,"Map\Eastern51Plugs",0,4,"","",166,38,168,40,8191,0,0,0,0,0,0,0,0
941,"Map\Eastern51Plugs",0,4,"","",198,7,200,9,8179,0,0,0,0,0,0,0,0
942,"Map\Eastern51Plugs",0,4,"","",231,7,233,9,8045,0,0,0,0,0,0,0,0
943,"Map\TrapjawHollow",0,1,"","",1011,1008,1029,1029,0,0,0,0,0,0,0,0,0
944,"Map\BackgroundBaseTest",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
947,"Map\Eastern51Plugs",0,4,"","",199,39,200,40,8191,0,0,0,0,0,0,0,0
948,"Map\Eastern51Plugs",0,4,"","",231,39,232,40,8191,0,0,0,0,0,0,0,0
949,"Map\Eastern51Plugs",0,4,"","",135,71,136,72,8191,0,0,0,0,0,0,0,0
950,"Map\Eastern51Plugs",0,4,"","",167,71,168,72,8191,0,0,0,0,0,0,0,0
951,"Map\Eastern51Plugs",0,4,"","",135,103,136,104,8191,0,0,0,0,0,0,0,0
952,"Map\Eastern51Plugs",0,4,"","",167,103,168,104,8191,0,0,0,0,0,0,0,0
953,"Map\Eastern51Plugs",0,4,"","",199,71,200,72,8191,0,0,0,0,0,0,0,0
954,"Map\Eastern51Plugs",0,4,"","",231,71,232,72,8191,0,0,0,0,0,0,0,0
955,"Map\Eastern51Plugs",0,4,"","",199,103,200,104,8191,0,0,0,0,0,0,0,0
956,"Map\GuttermawBurrow",0,1,"","",1013,1017,1043,1029,0,0,0,0,0,0,0,0,0
957,"Map\PoxsBurialChamber",0,1,"","",1014,1011,1034,1033,0,0,0,0,0,0,0,0,0
958,"Map\EmbershellCaverns",0,1,"","",1012,1015,1039,1046,0,0,0,0,0,0,0,0,0
959,"Map\BlackfeatherRoost",0,1,"","",1013,1011,1034,1033,0,0,0,0,0,0,0,0,0
960,"Map\Eastern51Plugs",0,4,"","",231,103,232,104,8191,0,0,0,0,0,0,0,0
961,"Map\Eastern51Plugs",0,4,"","",7,135,8,136,8191,0,0,0,0,0,0,0,0
962,"Map\Eastern51Plugs",0,4,"","",39,135,40,136,8191,0,0,0,0,0,0,0,0
963,"Map\Eastern51Plugs",0,4,"","",7,167,8,168,8191,0,0,0,0,0,0,0,0
964,"Map\Eastern51Plugs",0,4,"","",39,167,40,168,8191,0,0,0,0,0,0,0,0
965,"Map\Eastern51Plugs",0,4,"","",71,135,72,136,8191,0,0,0,0,0,0,0,0
966,"Map\Eastern51Plugs",0,4,"","",103,135,104,136,8191,0,0,0,0,0,0,0,0
967,"Map\Eastern51Plugs",0,4,"","",71,167,72,168,8191,0,0,0,0,0,0,0,0
968,"Map\Eastern51Plugs",0,4,"","",103,167,104,168,8191,0,0,0,0,0,0,0,0
969,"Map\Eastern51Plugs",0,4,"","",7,199,8,200,8190,0,0,0,0,0,0,0,0
970,"Map\tgiffintestmap",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
971,"Map\TiffanyTestMap",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
972,"Map\SporelaksHorde",0,1,"","",1012,1010,1044,1033,0,0,0,0,0,0,0,0,0
974,"Map\LoftiteFissure",0,1,"","",1000,1017,1036,1036,0,0,0,0,0,0,0,0,0
975,"Map\DoomstingHive",0,1,"","",1011,1015,1045,1031,0,0,0,0,0,0,0,0,0
976,"Map\WhimfiberHollow",0,1,"","",1013,1017,1034,1029,0,0,0,0,0,0,0,0,0
977,"Map\GrogsSapperHideout",0,1,"","",1015,1009,1044,1029,0,0,0,0,0,0,0,0,0
978,"Map\WhimwoodMiteColony",0,1,"","",1014,1008,1041,1034,0,0,0,0,0,0,0,0,0
979,"Map\TheFrozenGrotto",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
980,"Map\SnowshellBurrow",0,1,"","",1016,1013,1030,1043,0,0,0,0,0,0,0,0,0
981,"Map\FrostpawDen",0,1,"","",1001,1015,1038,1039,0,0,0,0,0,0,0,0,0
982,"Map\RumblegutsHarem",0,1,"","",1013,1014,1032,1043,0,0,0,0,0,0,0,0,0
983,"Map\AlgorocGroupInstance",0,1,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_Alizar_000.m3",1015,1010,1032,1037,0,0,0,0,0,0,0,0,0
984,"Map\BrettTestMap",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
985,"Map\NewTrabboldenstein",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
986,"Map\ryaneasternnew",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
987,"Map\BigPawsDen",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
988,"Map\BitterchillCrevasse",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
989,"Map\WinterhavenPride",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
990,"Map\Eastern",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_StarterPack_000.m3",950,850,1065,975,0,0,0,0,0,0,0,0,0
991,"Map\IcehollowBroodnest",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
992,"Map\VenomcrawlerBog",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
993,"Map\VespelisHermitage",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
994,"Map\BrueggersHideout",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
995,"Map\MuckslasherFen",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
996,"Map\SludgebonePit",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
997,"Map\BlightwoodMire",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
998,"Map\ShiverbackCaverns",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
999,"Map\GruuksPit",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1000,"Map\ThePutridHollow",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1001,"Map\RotscaleSwarm",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1003,"Map\ScottTTestMap",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1004,"Map\AuroriaEldanMicroInstance",0,0,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_Olyssia_000.m3",1017,1022,1029,1032,0,0,0,0,0,0,0,0,0
1005,"Map\DuskbloomTribe",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1006,"Map\MalagasLair",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1007,"Map\DustweaverBurrow",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1008,"Map\DevourersChasm",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1009,"Map\SandscaleColony",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1010,"Map\DunecreeperDig",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1011,"Map\WasterunnerPack",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1012,"Map\Limbo",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1013,"Map\LimboSmall",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1014,"Map\DiscoveryExolabMedium00",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1015,"Map\DiscoveryExolabMedium01",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1016,"Map\DiscoveryExolabMedium02",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1017,"Map\DiscoveryExolabMedium03",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1018,"Map\DiscoveryExolabMedium04",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1019,"Map\DefianceArkShip",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1020,"Map\DefianceTutorial",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1021,"Map\SandshroomScourge",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1022,"Map\DustwallowNook",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1023,"Map\BonepickerRoost",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1024,"Map\DryhideDen",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1025,"Map\RottenknotOasis",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1026,"Map\SandtoothCavern",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1027,"Map\Exolab625",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1028,"Map\TestWorldAwesomeness",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1029,"Map\cmagoun",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1030,"Map\hannahb",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1032,"Map\RevampWhitevale",0,0,"UI\Screens\UI_CRB_GenericLoadScreen.tex","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1033,"Map\JonTestTract",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1034,"Map\StonehowlerCrag",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1035,"Map\TrachynsSolitude",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1036,"Map\MelendosHideout",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1037,"Map\DunerunnerRoost",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1038,"Map\ScissorfinIncubationFarm",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1039,"Map\Exolab347",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1040,"Map\LunarscaleHatchery",0,1,"","",1010,1005,1040,1035,0,0,0,0,0,0,0,0,0
1041,"Map\BlackdaggerCove",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1042,"Map\LurkwaterStation",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1043,"Map\OrdiumFissure",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1044,"Map\Exolab728",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1045,"Map\RiftstriderHaven",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1046,"Map\DarkveilSect",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1047,"Map\SectOfTheBlackWatcher",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1048,"Map\TheForgottenCrypt",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1049,"Map\HordeOfVagrash",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1050,"Map\ShadewingChasm",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1051,"Map\DarkcragHollow",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1052,"Map\StygianPit",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1053,"Map\TenebrousDepths",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1054,"Map\ChamberOfDrogthar",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1055,"Map\GloomstoneAbyss",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1056,"Map\BlackshroudArchive",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1057,"Map\DuskcrusherCavern",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1058,"Map\cmagounTestMap2",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1059,"Map\ZymeloksLair",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1060,"Map\DominionArkShip",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1061,"Map\NewCentral",0,0,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_Isigrol_000.m3",944,700,1262,1214,0,0,0,0,0,0,0,0,0
1062,"Map\MaagramsDig",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1063,"Map\JeffTest",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1064,"Map\KelVishalCatacombs",0,0,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_Olyssia_000.m3",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1065,"Map\JustinDeraduneTest",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1066,"Map\DeraduneJustinTest",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1067,"Map\QuestTestIslandPlugs",0,4,"","",39,7,40,8,8191,0,0,0,0,0,0,0,0
1068,"Map\HalonRingNew",1,0,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_OffWorld_000.m3",500,655,895,935,0,0,0,0,0,0,0,0,0
1069,"Map\FatirTest",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1071,"Map\HousingPlugs00",0,4,"","",215,55,217,57,8191,0,0,0,0,0,0,0,0
1072,"Map\GranokPropSize",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1073,"Map\JonMicroLand",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1074,"Map\DeadriseHollow",0,0,"UI\Screens\UI_CRB_WorldID22_LoadScreen.tex","Art\Prop\Character_Creation\Loading\PRP_Loading_Isigrol_000.m3",1020,1014,1029,1027,0,0,0,0,0,0,0,0,0
1075,"Map\TheAcridDepth",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1076,"Map\DarkstriderNest",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1077,"Map\FoulpawDen",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1078,"Map\MirkweaverColony",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1079,"Map\PigmytwigsRefuge",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1080,"Map\WhitherbarkFen",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1081,"Map\MirelurkerPit",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1082,"Map\TheGrislyGrotto",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1083,"Map\MossScaleHorde",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1084,"Map\SkittercragColony",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1085,"Map\VenuviouzsLair",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1086,"Map\LifeseekerOutpost",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1087,"Map\SwiftclawPride",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1088,"Map\FeatherbanesFlock",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1089,"Map\DuskwalkerCavern",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1090,"Map\NettletailBurrow",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1091,"Map\CultOfTheUnderbog",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1092,"Map\OotugsLair",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1093,"Map\VenompincerSwarm",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1094,"Map\MossShellCavern",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1095,"Map\SavageclawPit",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1096,"Map\ReygansCrew",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1097,"Map\SlimeshellOasis",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1098,"Map\TandariClan",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1099,"Map\MatteHideDen",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1100,"Map\GravelfistDome",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1101,"Map\GoreclawsLair",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1102,"Map\CragRunnerCavern",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1103,"Map\SlitherknotHollow",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1104,"Map\DarkshaleChasm",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1105,"Map\StoneclawHaven",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1106,"Map\DreadtalonsRoost",0,1,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1107,"Map\GravelfootTribe",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1108,"Map\PearlfangBurrow",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1109,"Map\StonechewerDig",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1110,"Map\ThrasherfinGrotto",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1111,"Map\SlothfootPit",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1112,"Map\FrenzyclawFissure",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1113,"Map\TanglewebColony",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1114,"Map\StonebarkKnoll",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1115,"Map\TarshellBog",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1116,"Map\CrazyIstvensHideout",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1117,"Map\ShneedlesNest",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1118,"Map\MagmacoreAbyss",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1119,"Map\LavasporeCrevasse",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1120,"Map\EverCinderFissure",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1121,"Map\EmberTotemCult",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1122,"Map\ScorchclawPride",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1123,"Map\CharHideDen",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1124,"Map\FlameseekerTribe",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
1125,"Map\ScorchtoothLair",0,0,"","",0,0,2048,2048,0,0,0,0,0,0,0,0,0
