"ID","localizedTextId","randomTextLineSetId"
6321,217086,2675
6322,217087,2676
6323,217088,2677
6324,217089,2678
6325,217090,2679
6326,217091,2680
6327,217092,2681
6328,217093,2682
6329,217094,2683
6330,217095,2684
6331,217096,2685
6332,217097,2686
6333,217098,2687
6334,217099,0
6335,217100,2688
6336,217101,2689
6337,217102,2690
6338,217103,2691
6339,217104,2692
6340,217105,2693
6341,217106,2694
6342,217107,2695
6343,217108,2696
6344,217109,2697
6345,217110,2698
6346,217111,2699
6347,217112,2700
6348,217113,2701
6349,217114,0
6350,217115,2702
6351,217116,2703
6352,217117,2704
6353,217118,2705
6354,217119,2706
6355,217120,2707
6356,217121,2708
6357,217122,2709
6358,217123,2710
6359,217124,2711
6360,217125,2712
6361,217126,2713
6362,217127,2714
6363,217128,2715
6364,217129,2716
6365,217130,2717
6366,217131,2718
6367,217132,2719
6368,217133,2720
6369,217134,2721
6370,217135,2722
6371,217136,2723
6372,217137,2724
6373,217138,2725
6374,217139,2726
6375,217140,2727
6376,217141,2728
6377,217142,2729
6378,217143,2730
6379,217144,2731
6380,217145,2732
6381,217146,2733
6382,217147,2734
6383,217148,2735
6384,217149,2736
6385,217150,2737
6386,217151,2738
6387,217152,2739
6388,217153,2740
6389,217154,2741
6390,217155,2742
6391,217156,2743
6392,217157,2744
6393,217158,2745
6394,217159,2746
6395,217160,2747
6396,217161,2748
6397,217162,2749
6398,217163,2750
6399,217164,2751
6400,217165,2752
6401,217166,2753
6402,217167,2754
6403,217168,2755
6404,217169,2756
6405,217170,2757
6406,217171,2758
6407,217172,2759
6408,217173,2760
6409,217174,2761
6410,217175,2762
6411,217176,2763
6412,217177,2764
6413,217178,2765
6414,217179,2766
6415,217180,2767
6416,217181,2768
6417,217182,2769
6418,217183,2770
6419,217184,2771
6420,217185,2772
6421,217186,2773
6422,217187,2774
6423,217188,2775
6424,217189,2776
6425,217190,2777
6426,217191,2778
6427,217192,2779
6428,217193,2780
6429,217194,2781
6430,217195,2782
6431,217196,2783
6432,217197,2784
6433,217198,2785
6434,217199,2786
6435,217200,2787
6436,217201,2788
6437,217202,2789
6438,217203,2790
6439,217204,2791
6440,217205,2792
6441,217206,2793
6442,217207,2794
6443,217208,2795
6444,217209,2796
6445,217210,2797
6446,217211,2798
6447,217212,2799
6448,217213,2800
6449,217214,2801
6450,217215,2802
6451,217216,2803
6452,217217,2804
6453,217218,2805
6454,217219,0
6455,217220,2806
6456,217221,2807
6457,217222,2808
6458,217223,2809
6459,217224,2810
6460,217225,2811
6461,217226,2812
6462,217227,2813
6463,217228,2814
6464,217229,2815
6465,217230,2816
6466,217231,2817
6467,217232,2818
6468,217233,2819
6469,217234,2820
6470,217235,2821
6471,217236,2822
6472,217237,2823
6473,217238,2824
6474,217239,2825
6475,217240,2826
6476,217241,2827
6477,217242,2828
6478,217243,2829
6479,217244,2830
6480,217245,2831
6481,217246,2832
6482,217247,2833
6483,217248,2834
6484,217249,2835
6485,217250,2836
6486,217251,2837
6487,217252,2838
6488,217253,2839
6489,217254,2840
6490,217255,2841
6491,217256,2842
6492,217257,2843
6493,217258,2844
6494,217259,2845
6495,217260,2846
6496,217261,2847
6497,217262,2848
6498,217263,2849
6499,217264,2850
6500,217265,2851
6501,217266,2852
6502,217267,2853
6503,217268,2854
6504,217269,2855
6505,217270,2856
6506,217271,2857
6507,217272,2858
6508,217273,2859
6509,217274,2860
6510,217275,2861
6511,217276,2862
6512,217277,2863
6513,217278,2864
6514,217279,2865
6515,217280,2866
6516,217281,2867
6517,217282,2868
6518,217283,2869
6519,217284,2870
6520,217285,2871
6521,217286,2872
6522,217287,2873
6523,217288,2874
6524,217289,2875
6525,217290,2876
6526,217291,2877
6527,217292,2878
6528,217293,2879
6531,217320,2881
6534,217323,2884
6537,217326,2887
6540,217329,2890
6543,217332,2893
6544,217333,2894
6545,217334,2895
6546,217335,2896
6547,217346,2897
6548,217347,2898
6549,217348,2899
6550,217349,2900
6551,217350,2901
6552,217351,2902
6553,217352,2903
6554,217353,2904
6555,217354,2905
6556,217355,2906
6557,217356,2907
6558,217357,2908
6559,217358,2909
6560,217359,2910
6561,217360,2911
6562,217361,2912
6563,217362,2913
6564,217363,2914
6565,217364,2915
6566,217365,2916
6567,217366,2917
6568,217367,2918
6569,217368,2919
6570,217369,2920
6571,217370,2921
6572,217371,2922
6573,217372,2923
6574,217373,2924
6575,217374,2925
6576,217375,2926
6577,217376,2927
6578,217377,2928
6579,217378,2929
6580,217379,2930
6581,217380,2931
6582,217381,2932
6583,217382,2933
6584,217383,2934
6585,217384,2935
6586,217385,2936
6587,217386,2937
6588,217387,2938
6589,217388,2939
6590,217389,2940
6591,217390,2941
6592,217391,2942
6593,217393,2943
6594,217394,2944
6595,217395,2945
6596,217396,2946
6597,217398,2947
6598,217399,2948
6599,217400,2949
6600,217401,2950
6601,217402,2951
6602,217403,2952
6603,217404,2953
6604,217405,2954
6605,217406,2955
6606,217407,2956
6607,217408,2957
6608,217409,2958
6609,217410,2959
6610,217411,2960
6611,217412,2961
6612,217413,2962
6613,217414,2963
6614,217415,2964
6615,217416,2965
6616,217417,2966
6617,217418,2967
6618,217419,2968
6619,217420,2969
6620,217423,2970
6621,217424,2971
6622,217426,2972
6623,217427,2973
6624,217428,2974
6625,217429,2975
6626,217430,2976
6627,217431,2977
6628,217432,2978
6629,217433,2979
6630,217434,2980
6631,217435,2981
6632,217436,2982
6633,217437,2983
6634,217438,2984
6635,217439,2985
6636,217451,2986
6637,217452,2987
6638,217453,2988
6639,217454,2989
6640,217455,2990
6641,217456,2991
6642,217457,2992
6643,217458,2993
6644,217459,2994
6645,217460,2995
6646,217461,2996
6647,217462,2997
6648,217463,2998
6649,217464,2999
6650,217465,3000
6651,217466,3001
6652,217467,3002
6653,217468,3003
6654,217469,3004
6655,217470,3005
6656,217471,3006
6657,217472,3007
6658,217473,3008
6659,217474,3009
6660,217475,3010
6661,217476,3011
6662,217480,3012
6663,217485,3013
6664,217486,3014
6665,217487,3015
6666,217488,3016
6667,217489,3017
6668,217490,3018
6669,217491,3019
6670,217492,3020
6671,217493,3021
6672,217494,3022
6673,217495,3023
6674,217496,3024
6675,217499,3025
6676,217502,3026
6677,217503,3027
6678,217504,3028
6679,217505,3029
6681,217507,3031
6682,217508,3032
6683,217509,3033
6684,217510,3034
6685,217511,3035
6686,217512,3036
6687,217513,3037
6688,217514,3038
6689,217515,3039
6690,217519,3040
6691,217542,3041
6692,217941,0
6693,217942,3042
6694,217943,3043
6695,217945,0
6696,217946,3044
6697,217947,3045
6698,217949,3046
6699,217950,3047
6700,217951,3048
6701,217952,3049
6702,217953,3050
6703,217954,3051
6704,217955,3052
6705,217956,3053
6706,217958,3054
6707,217960,0
6708,217961,3055
6709,217962,3056
6710,217963,3057
6711,217964,3058
6712,217965,3059
6713,217969,3060
6714,217970,3061
6715,217973,3062
6716,217976,3063
6717,217979,3064
6718,217982,3065
6719,217983,3066
6720,217984,3067
6721,217985,3068
6722,217988,3069
6723,217989,3070
6724,217990,3071
6725,217991,3072
6726,217992,3073
6727,217993,3074
6728,217994,3075
6729,217995,3076
6730,217996,3077
6731,217997,3078
6732,217998,3079
6733,217999,3080
6734,218000,3081
6735,218001,3082
6736,218002,3083
6737,218003,3084
6738,218004,3085
6739,218005,3086
6740,218006,3087
6741,218007,3088
6742,218008,3089
6743,218012,3090
6744,218013,3091
6745,218014,3092
6746,218015,3093
6747,218016,3094
6748,218017,3095
6749,218018,3096
6750,218019,3097
6751,218020,3098
6752,218021,3099
6753,218022,3100
6754,218023,3101
6755,218024,3102
6756,218025,3103
6757,218026,3104
6758,218027,3105
6759,218028,3106
6760,218029,3107
6761,218030,3108
6762,218031,3109
6763,218032,3110
6764,218033,3111
6765,218034,3112
6766,218035,3113
6767,218036,3114
6768,218037,3115
6769,218038,3116
6770,218039,3117
6771,218040,3118
6772,218041,3119
6773,218042,3120
6774,218043,3121
6775,218044,3122
6776,218045,3123
6777,218046,3124
6778,218047,3125
6779,218048,3126
6780,218049,3127
6781,218050,3128
6782,218051,3129
6783,218052,3130
6784,218053,3131
6785,218054,3132
6786,218055,3133
6787,218056,3134
6788,218057,3135
6789,218058,3136
6790,218059,3137
6791,218060,3138
6792,218061,3139
6793,218062,3140
6794,218063,3141
6795,218064,3142
6796,218065,3143
6797,218066,3144
6798,218067,3145
6799,218068,3146
6800,218069,3147
6801,218070,3148
6802,218071,3149
6803,218196,3150
6804,218197,3151
6805,218198,3152
6806,218199,3153
6807,218200,3154
6808,218201,3155
6810,218205,3157
6811,218206,3158
6812,218207,3159
6814,218213,0
6815,218214,3160
6816,218215,3161
6817,218216,3162
6818,218217,3163
6819,218218,3164
6821,218220,3166
6822,218221,3167
6823,218222,3168
6824,218223,3169
6825,218224,3170
6826,218225,3171
6827,218226,3172
6828,218227,3173
6829,218228,3174
6830,218229,3175
6831,218230,3176
6832,218231,3177
6833,218232,3178
6834,218233,3179
6835,218234,3180
6836,218235,3181
6837,218236,3182
6838,218237,3183
6839,218238,3184
6840,218239,3185
6841,218242,3186
6842,218243,3187
6843,218244,3188
6844,218245,3189
6845,218249,3190
6846,218250,3191
6847,218251,3192
6848,218252,3193
6849,218253,3194
6850,218255,3195
6851,218256,3196
6852,218257,3197
6853,218258,3198
6854,218259,3199
6855,218260,3200
6856,218261,3201
6857,218262,3202
6858,218263,3203
6859,218264,3204
6860,218280,3205
6861,218281,3206
6862,218282,3207
6863,218283,3208
6864,218284,3209
6865,218285,3210
6866,218286,3211
6867,218287,3212
6868,218288,3213
6869,218289,3214
6870,218290,3215
6871,218291,3216
6872,218292,3217
6873,218293,3218
6874,218294,3219
6876,218296,3221
6877,218297,3222
6878,218298,3223
6879,218299,3224
6880,218300,3225
6881,218301,3226
6882,218303,3227
6883,218304,3228
6884,218362,3229
6885,218363,3230
6886,218364,3231
6887,218365,3232
6888,218366,3233
6889,218367,3234
6890,218368,3235
6891,218369,3236
6892,218370,3237
6893,218371,3238
6894,218372,3239
6895,218373,3240
6896,218374,3241
6897,218375,3242
6898,218376,3243
6899,218377,3244
6900,218378,3245
6901,218379,3246
6902,218380,3247
6903,218381,3248
6904,218382,3249
6905,218383,3250
6906,218384,0
6907,218385,3251
6908,218386,3252
6909,218387,3253
6910,218388,3254
6911,218389,3255
6912,218390,3256
6913,218391,3257
6914,218392,3258
6915,218393,3259
6916,218394,3260
6917,218395,3261
6918,218396,3262
6919,218397,3263
6920,218398,3264
6921,218399,3265
6922,218400,3266
6923,218401,3267
6924,218402,3268
6925,218403,3269
6926,218404,3270
6927,218405,3271
6928,218406,3272
6929,218407,3273
6930,218408,3274
6931,218409,3275
6932,218410,3276
6933,218411,3277
6934,218412,3278
6935,218413,3279
6936,218414,3280
6937,218415,3281
6938,218416,3282
6939,218418,3283
6940,218419,3284
6941,218421,3285
6942,218423,3286
6943,218424,3287
6944,218425,3288
6945,218426,3289
6946,218427,3290
6947,218428,3291
6948,218429,3292
6949,218430,3293
6950,218431,3294
6951,218432,3295
6952,218433,3296
6953,218434,3297
6954,218435,3298
6955,218436,3299
6956,218437,3300
6957,218438,3301
6958,218439,3302
6959,218440,3303
6960,218441,3304
6961,218442,3305
6962,218443,3306
6963,218444,3307
6964,218445,3308
6965,218446,3309
6966,218447,3310
6967,218448,3311
6968,218449,3312
6969,218450,3313
6970,218451,3314
6971,218452,3315
6972,218453,3316
6973,218454,3317
6974,218455,3318
6975,218456,3319
6976,218457,3320
6977,218458,3321
6978,218462,3322
6979,218463,3323
6980,218467,3324
6981,218468,3325
6982,218469,3326
6983,218470,3327
6984,218471,3328
6985,218472,3329
6986,218473,3330
6987,218474,3331
6988,218475,3332
6989,218476,3333
6990,218477,3334
6991,218478,3335
6992,218479,3336
6993,218480,3337
6994,218481,3338
6995,218486,3339
6996,218487,3340
6997,218488,3341
6998,218489,3342
6999,218490,3343
7000,218491,3344
7001,218492,3345
7002,218493,3346
7003,218494,3347
7004,218495,3348
7005,218496,3349
7006,218497,3350
7007,218498,3351
7008,218499,3352
7009,218500,3353
7010,218501,3354
7011,218502,3355
7012,218503,3356
7013,218504,3357
7014,218505,3358
7015,218506,3359
7016,218507,3360
7017,218508,3361
7018,218509,3362
7019,218510,3363
7020,218511,3364
7021,218512,3365
7022,218513,3366
7023,218514,3367
7024,218515,3368
7025,218516,3369
7026,218517,3370
7027,218518,3371
7028,218519,3372
7029,218520,3373
7030,218521,3374
7031,218522,3375
7032,218524,3376
7033,218525,3377
7034,218526,3378
7035,218527,3379
7036,218528,3380
7037,218529,3381
7038,218530,3382
7039,218531,3383
7040,218532,3384
7041,218533,3385
7042,218534,3386
7043,218535,3387
7044,218536,3388
7045,218537,3389
7046,218538,3390
7047,218539,3391
7048,218540,3392
7049,218541,3393
7050,218542,3394
7051,218543,3395
7052,218544,3396
7053,218545,3397
7054,218546,3398
7055,218547,3399
7056,218548,3400
7057,218549,3401
7058,218550,3402
7059,218551,3403
7060,218552,3404
7061,218553,3405
7062,218554,3406
7063,218555,3407
7064,218556,3408
7065,218557,3409
7066,218558,3410
7067,218559,3411
7068,218560,3412
7069,218561,3413
7070,218562,3414
7071,218563,3415
7072,218564,3416
7073,218565,3417
7074,218566,3418
7075,218567,3419
7076,218568,3420
7077,218569,3421
7078,218570,3422
7079,218571,3423
7080,218572,3424
7081,218573,3425
7082,218574,3426
7083,218575,3427
7084,218576,3428
7085,218577,3429
7086,218578,3430
7087,218579,3431
7088,218580,3432
7089,218581,3433
7090,218582,3434
7091,218583,3435
7092,218584,3436
7093,218585,3437
7094,218586,3438
7095,218587,3439
7096,218588,3440
7097,218589,3441
7098,218590,3442
7099,218591,3443
7100,218592,3444
7101,218593,3445
7102,218594,3446
7103,218595,3447
7104,218596,3448
7105,218597,3449
7106,218598,3450
7107,218599,3451
7108,218600,3452
7109,218601,3453
7110,218602,3454
7111,218603,3455
7112,218604,3456
7113,218605,3457
7114,218606,3458
7115,218607,3459
7116,218608,3460
7117,218609,3461
7118,218610,3462
7119,218611,3463
7120,218612,3464
7121,218613,3465
7122,218614,3466
7123,218615,3467
7124,218616,3468
7125,218617,3469
7126,218618,3470
7127,218619,3471
7128,218620,3472
7129,218621,3473
7130,218622,3474
7131,218623,3475
7132,218624,3476
7133,218625,3477
7134,218626,3478
7135,218627,3479
7136,218628,3480
7137,218629,3481
7138,218630,3482
7139,218631,3483
7140,218632,3484
7141,218633,3485
7142,218634,3486
7143,218635,3487
7144,218636,3488
7145,218637,3489
7146,218640,3490
7147,218641,3491
7148,218642,3492
7149,218643,3493
7150,218644,3494
7151,218645,3495
7152,218646,3496
7153,218647,3497
7154,218648,3498
7155,218649,3499
7156,218650,3500
7157,218651,3501
7158,218652,3502
7159,218653,3503
7160,218654,3504
7161,218655,3505
7162,218656,3506
7163,218657,3507
7164,218658,3508
7165,218659,3509
7166,218660,3510
7167,218661,3511
7168,218662,3512
7169,218663,3513
7170,218664,3514
7171,218665,3515
7172,218666,3516
7173,218667,3517
7174,218672,3518
7175,218673,3519
7176,218674,3520
7177,218675,3521
7178,218676,3522
7179,218677,3523
7180,218678,3524
7181,218679,3525
7182,218680,3526
7183,218681,3527
7184,218682,3528
7185,218683,3529
7186,218684,3530
7187,218685,3531
7188,218686,3532
7189,218687,3533
7190,218688,3534
7191,218689,3535
7192,218690,3536
7193,218691,3537
7194,218692,3538
7195,218693,3539
7196,218695,3540
7197,218696,3541
7198,218697,3542
7199,218698,3543
7200,218699,3544
7201,218700,3545
7202,218701,3546
7203,218702,3547
7204,218703,3548
7205,218704,3549
7206,218705,3550
7207,218706,3551
7208,218707,3552
7209,218708,3553
7210,218709,3554
7211,218710,3555
7212,218711,3556
7213,218712,3557
7214,218713,3558
7215,218714,3559
7216,218715,3560
7217,218716,3561
7218,218717,3562
7219,218718,3563
7220,218719,3564
7221,218720,3565
7222,218721,3566
7223,218722,3567
7224,218723,3568
7225,218724,3569
7226,218725,3570
7227,218726,3571
7228,218727,3572
7229,218728,3573
7230,218729,3574
7231,218730,3575
7232,218731,3576
7233,218732,3577
7234,218733,3578
7235,218734,3579
7236,218735,3580
7237,218736,3581
7238,218737,3582
7239,218738,3583
7240,218739,3584
7241,218740,3585
7242,218741,3586
7243,218743,3587
7244,218746,3588
7245,218747,3589
7246,218748,3590
7247,218749,3591
7248,218750,3592
7249,218751,3593
7250,218752,3594
7251,218753,3595
7252,218754,3596
7253,218755,3597
7254,218756,3598
7255,218757,3599
7256,218758,3600
7257,218759,3601
7258,218760,3602
7259,218761,3603
7260,218762,3604
7261,218763,3605
7262,218764,3606
7263,218765,3607
7264,218766,3608
7265,218767,3609
7266,218768,3610
7267,218769,3611
7268,218770,3612
7269,218771,3613
7270,218772,3614
7271,218773,3615
7272,218774,3616
7273,218775,3617
7274,218776,3618
7275,218777,3619
7276,218778,3620
7277,218779,3621
7278,218780,3622
7279,218781,3623
7280,218782,3624
7281,218783,3625
7282,218785,3626
7283,218786,3627
7284,218787,3628
7285,218788,3629
7286,218789,3630
7287,218790,3631
7288,218791,3632
7289,218792,3633
7290,218793,3634
7291,218794,3635
7292,218795,3636
7293,218796,3637
7294,218797,3638
7295,218798,3639
7296,218799,3640
7297,218800,3641
7298,218801,3642
7299,218802,3643
7300,218803,3644
7301,218804,3645
7302,218805,3646
7303,218806,3647
7304,218807,3648
7305,218808,3649
7306,218809,3650
7307,218810,3651
7308,218811,3652
7309,218812,3653
7310,218813,3654
7311,218819,3655
7312,218820,3656
7313,218823,3657
7314,218824,3658
7315,218825,3659
7316,218826,3660
7317,218827,3661
7318,218828,3662
7319,218829,3663
7320,218830,3664
7321,218831,3665
7322,218832,3666
7323,218833,3667
7324,218836,3668
7325,218841,3669
7326,218842,3670
7327,218843,3671
7328,218844,3672
7329,218845,3673
7330,218846,3674
7331,218847,3675
7332,218848,3676
7333,218849,3677
7334,218850,3678
7335,218851,3679
7336,218852,3680
7337,218853,3681
7338,218854,3682
7339,218855,3683
7340,218856,3684
7341,218857,3685
7342,218858,3686
7343,218859,3687
7344,218860,3688
7345,218861,3689
7346,218862,3690
7347,218864,3691
7348,218865,3692
7349,218866,3693
7350,218867,3694
7351,218868,3695
7352,218981,3696
7353,218982,3697
7354,218983,3698
7355,218986,3699
7356,218989,3700
7357,218990,3701
7358,218995,3702
7359,218998,3703
7360,218999,3704
7361,219002,3705
7362,219003,3706
7363,219004,3707
7364,219011,3708
7365,219012,3709
7366,219013,3710
7367,219014,3711
7368,219015,3712
7369,219016,3713
7370,219017,3714
7371,219018,3715
7372,219019,3716
7373,219020,3717
7374,219021,3718
7375,219025,3719
7376,219026,3720
7377,219027,3721
7378,219028,3722
7379,219029,3723
7380,219030,3724
7381,219031,3725
7382,219032,3726
7383,219033,3727
7384,219034,3728
7385,219035,3729
7386,219036,3730
7387,219037,3731
7388,219038,3732
7389,219039,3733
7390,219040,3734
7391,219041,3735
7392,219042,3736
7393,219043,3737
7394,219044,3738
7395,219045,3739
7396,219046,3740
7397,219237,0
7398,219238,3741
7399,219239,3742
7400,219240,3743
7401,219241,3744
7402,219242,3745
7403,219243,3746
7404,219244,3747
7405,219245,3748
7406,219246,3749
7407,219247,3750
7408,219248,3751
7409,219249,3752
7410,219250,3753
7411,219251,3754
7412,219252,3755
7413,219253,3756
7414,219254,3757
7415,219255,3758
7416,219256,3759
7417,219257,3760
7418,219258,3761
7419,219259,3762
7420,219260,3763
7421,219261,3764
7422,219262,3765
7423,219263,3766
7424,219264,3767
7425,219265,3768
7426,219266,3769
7427,219267,3770
7428,219268,3771
7429,219269,3772
7430,219270,3773
7431,219271,3774
7432,219272,3775
7433,219273,3776
7434,219274,3777
7435,219275,3778
7436,219276,3779
7437,219277,3780
7438,219278,3781
7439,219279,3782
7440,219280,3783
7441,219281,3784
7442,219284,3785
7443,219285,3786
7444,219286,3787
7445,219287,3788
7446,219288,3789
7447,219289,3790
7448,219290,3791
7449,219291,3792
7450,219292,3793
7451,219293,3794
7452,219294,3795
7453,219295,3796
7454,219296,3797
7455,219297,3798
7456,219298,3799
7457,219299,3800
7458,219300,3801
7459,219301,3802
7460,219302,3803
7461,219303,3804
7462,219304,3805
7463,219305,3806
7464,219306,3807
7465,219307,3808
7466,219308,3809
7467,219309,3810
7468,219310,3811
7469,219311,3812
7470,219312,3813
7471,219313,3814
7472,219314,3815
7473,219315,3816
7474,219316,3817
7475,219317,3818
7476,219318,3819
7477,219319,3820
7478,219320,3821
7479,219321,3822
7480,219322,3823
7482,219327,3825
7483,219328,3826
7484,219329,3827
7485,219330,3828
7486,219331,3829
7487,219497,0
7488,219498,3830
7489,219499,3831
7490,219500,3832
7491,219503,3833
7492,219504,3834
7493,219505,3835
7494,219506,3836
7495,219507,3837
7496,219508,3838
7497,219509,3839
7498,219510,3840
7499,219511,3841
7500,219514,3842
7501,219515,3843
7502,219516,3844
7503,219517,3845
7504,219518,3846
7505,219519,3847
7506,219520,3848
7507,219521,3849
7508,219522,3850
7509,219523,3851
7510,219524,3852
7511,219525,3853
7512,219526,3854
7513,219527,3855
7514,219528,3856
7515,219529,3857
7516,219530,3858
7517,219531,3859
7518,219532,3860
7519,219533,3861
7520,219534,3862
7521,219535,3863
7522,219536,3864
7523,219537,3865
7524,219538,3866
7525,219539,3867
7526,219540,3868
7527,219541,3869
7528,219542,3870
7529,219544,3871
7530,219545,3872
7531,219546,3873
7532,219547,3874
7533,219548,3875
7534,219549,3876
7535,219550,3877
7536,219551,3878
7537,219552,3879
7538,219553,3880
7539,219554,3881
7540,219555,3882
7541,219556,3883
7542,219557,3884
7543,219558,3885
7544,219560,3886
7545,219561,3887
7546,219562,3888
7547,219563,3889
7548,219564,3890
7549,219565,3891
7550,219566,3892
7551,219567,3893
7552,219568,3894
7553,219570,3895
7554,219571,3896
7555,219572,3897
7556,219573,3898
7557,219575,3899
7558,219576,3900
7559,219577,3901
7560,219578,3902
7561,219579,3903
7562,219581,3904
7563,219582,3905
7564,219583,3906
7565,219584,3907
7566,219585,3908
7567,219586,3909
7568,219587,3910
7569,219588,3911
7570,219589,3912
7571,219590,3913
7572,219591,3914
7573,219592,3915
7574,219593,3916
7575,219594,3917
7576,219595,3918
7577,219596,3919
7578,219597,3920
7579,219598,3921
7580,219599,3922
7581,219600,3923
7582,219601,3924
7583,219602,3925
7584,219603,3926
7585,219604,3927
7586,219605,3928
7587,219606,3929
7588,219607,3930
7589,219608,3931
7590,219609,3932
7591,219610,3933
7592,219611,3934
7593,219612,3935
7594,219613,3936
7595,219614,3937
7596,219615,3938
7597,219616,3939
7598,219617,3940
7599,219618,3941
7600,219619,3942
7601,219620,3943
7602,219621,3944
7603,219622,3945
7604,219623,3946
7605,219624,3947
7606,219625,3948
7607,219626,3949
7608,219627,3950
7609,219628,3951
7610,219629,3952
7611,219630,3953
7612,219631,3954
7613,219632,3955
7614,219633,3956
7615,219634,3957
7616,219635,3958
7617,219636,3959
7618,219637,3960
7619,219638,3961
7620,219639,3962
7621,219640,3963
7622,219641,3964
7623,219642,3965
7624,219643,3966
7625,219644,3967
7626,219645,3968
7627,219646,3969
7628,219647,3970
7629,219648,3971
7630,219649,3972
7631,219650,3973
7632,219651,3974
7633,219652,3975
7634,219653,3976
7635,219654,3977
7636,219655,3978
7637,219656,3979
7638,219657,3980
7639,219658,3981
7640,219659,3982
7641,219660,3983
7642,219661,3984
7643,219662,3985
7644,219663,3986
7645,219664,3987
7646,219665,3988
7647,219666,3989
7648,219667,3990
7649,219668,3991
7650,219669,3992
7651,219670,3993
7652,219671,3994
7653,219672,3995
7654,219673,3996
7655,219674,3997
7656,219675,3998
7657,219677,3999
7658,219678,4000
7659,219679,4001
7660,219680,4002
7661,219681,4003
7662,219682,4004
7663,219683,4005
7664,219684,4006
7665,219685,4007
7666,219686,4008
7667,219687,4009
7668,219688,4010
7669,219689,4011
7670,219690,4012
7671,219691,4013
7672,219692,4014
7673,219693,4015
7674,219694,4016
7675,219695,4017
7676,219696,4018
7677,219697,4019
7678,219698,4020
7679,219699,4021
7680,219700,4022
7681,219701,4023
7682,219702,4024
7683,219703,4025
7684,219704,4026
7685,219705,4027
7686,219706,4028
7687,219707,4029
7688,219708,4030
7689,219709,4031
7690,219711,4032
7691,219712,4033
7692,219713,4034
7693,219714,4035
7694,219715,4036
7695,219716,4037
7696,219717,4038
7697,219718,4039
7698,219719,4040
7699,219720,4041
7700,219721,4042
7701,219722,4043
7702,219723,4044
7703,219724,4045
7704,219725,4046
7705,219726,4047
7706,219727,4048
7707,219728,4049
7708,219729,4050
7709,219730,4051
7710,219731,4052
7711,219732,4053
7712,219733,4054
7713,219734,4055
7714,219735,4056
7715,219736,4057
7716,219737,4058
7717,219738,4059
7718,219739,4060
7719,219740,4061
7720,219741,4062
7721,219742,4063
7722,219743,4064
7723,219744,4065
7724,219745,4066
7725,219746,4067
7726,219747,4068
7727,219748,4069
7728,219749,4070
7729,219750,4071
7730,219751,4072
7731,219752,4073
7732,219753,4074
7733,219754,4075
7734,219755,4076
7735,219756,4077
7736,219757,4078
7737,219758,4079
7738,219759,4080
7739,219760,4081
7740,219761,4082
7741,219762,4083
7742,219763,4084
7745,219777,4087
7746,219779,4088
7747,219780,4089
7748,219781,4090
7749,219782,4091
7750,219783,4092
7751,219784,4093
7752,219785,4094
7753,219786,4095
7754,219787,4096
7755,219788,4097
7756,219789,4098
7757,219791,4099
7758,219793,4100
7759,219794,4101
7760,219796,4102
7761,219797,4103
7762,219798,4104
7763,219799,4105
7764,219800,4106
7765,219801,4107
7766,219803,4108
7767,219804,4109
7768,219805,4110
7769,219806,4111
7770,219807,4112
7771,219808,4113
7772,219809,4114
7773,219811,4115
7774,219812,4116
7775,219813,4117
7776,219814,4118
7777,219815,4119
7778,219816,4120
7779,219817,4121
7780,219818,4122
7781,219819,4123
7782,219820,4124
7783,219821,4125
7784,219822,4126
7785,219823,4127
7786,219824,4128
7787,219825,4129
7788,219826,4130
7789,219827,4131
7790,219828,4132
7791,219830,4133
7792,219831,4134
7793,219832,4135
7794,219833,4136
7795,219834,4137
7796,219835,4138
7797,219836,4139
7798,219837,4140
7799,219838,4141
7800,219839,4142
7801,219840,4143
7802,219841,4144
7803,219842,4145
7804,219843,4146
7805,219844,4147
7806,219845,4148
7807,219846,4149
7808,219847,4150
7809,219848,4151
7810,219849,4152
7811,219850,4153
7812,219851,4154
7813,219852,4155
7814,219853,4156
7815,219854,4157
7816,219855,4158
7817,219856,4159
7818,219857,4160
7819,219858,4161
7820,219859,4162
7821,219860,4163
7822,219861,4164
7823,219862,4165
7824,219863,4166
7825,219864,4167
7826,219865,4168
7827,219866,4169
7828,219867,4170
7829,219868,4171
7830,219869,4172
7831,219870,4173
7832,219871,4174
7833,219872,4175
7834,219873,4176
7835,219874,4177
7836,219875,4178
7837,219876,4179
7838,219877,4180
7839,219878,4181
7840,219879,4182
7841,219880,4183
7842,219881,4184
7843,219882,4185
7844,219883,4186
7845,219884,4187
7846,219885,4188
7847,219886,4189
7848,219887,4190
7849,219888,4191
7850,219889,4192
7851,219890,4193
7852,219891,4194
7853,219892,4195
7854,219893,4196
7855,219894,4197
7856,219895,4198
7857,219896,4199
7858,219897,4200
7859,219898,4201
7860,219899,4202
7861,219900,4203
7862,219901,4204
7863,219902,4205
7864,219903,4206
7865,219904,4207
7866,219905,4208
7867,219906,4209
7868,219907,4210
7869,219908,4211
7870,219909,4212
7871,219910,4213
7872,219911,4214
7873,219912,4215
7874,219913,4216
7875,219914,4217
7876,219915,4218
7877,219916,4219
7878,219917,4220
7879,219918,4221
7880,219919,4222
7881,219920,4223
7882,219921,4224
7883,219922,4225
7884,219923,4226
7885,219924,4227
7886,219925,4228
7887,219926,4229
7888,219927,4230
7889,219928,4231
7890,219929,4232
7891,219930,4233
7892,219931,4234
