"ID","unitPropertyValue00","unitPropertyValue01","unitPropertyValue02","unitPropertyValue03","unitPropertyValue04","unitPropertyValue05","unitPropertyValue06","unitPropertyValue07","unitPropertyValue08","unitPropertyValue09","unitPropertyValue10","unitPropertyValue11","unitPropertyValue12","unitPropertyValue13","unitPropertyValue14","unitPropertyValue15","unitPropertyValue16","unitPropertyValue17","unitPropertyValue18","unitPropertyValue19","unitPropertyValue20","unitPropertyValue21","unitPropertyValue22","unitPropertyValue23","unitPropertyValue24","unitPropertyValue25","unitPropertyValue26","unitPropertyValue27","unitPropertyValue28","unitPropertyValue29","unitPropertyValue30","unitPropertyValue31","unitPropertyValue32","unitPropertyValue33","unitPropertyValue34","unitPropertyValue35","unitPropertyValue36","unitPropertyValue37","unitPropertyValue38","unitPropertyValue39","unitPropertyValue40","unitPropertyValue41","unitPropertyValue42","unitPropertyValue43","unitPropertyValue44","unitPropertyValue45","unitPropertyValue46","unitPropertyValue47","unitPropertyValue48","unitPropertyValue49","unitPropertyValue50","unitPropertyValue51","unitPropertyValue52","unitPropertyValue53","unitPropertyValue54","unitPropertyValue55","unitPropertyValue56","unitPropertyValue57","unitPropertyValue58","unitPropertyValue59","unitPropertyValue60","unitPropertyValue61","unitPropertyValue62","unitPropertyValue63","unitPropertyValue64","unitPropertyValue65","unitPropertyValue66","unitPropertyValue67","unitPropertyValue68","unitPropertyValue69","unitPropertyValue70","unitPropertyValue71","unitPropertyValue72","unitPropertyValue73","unitPropertyValue74","unitPropertyValue75","unitPropertyValue76","unitPropertyValue77","unitPropertyValue78","unitPropertyValue79","unitPropertyValue80","unitPropertyValue81","unitPropertyValue82","unitPropertyValue83","unitPropertyValue84","unitPropertyValue85","unitPropertyValue86","unitPropertyValue87","unitPropertyValue88","unitPropertyValue89","unitPropertyValue90","unitPropertyValue91","unitPropertyValue92","unitPropertyValue93","unitPropertyValue94","unitPropertyValue95","unitPropertyValue96","unitPropertyValue97","unitPropertyValue98","unitPropertyValue99"
52,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
61,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
70,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
73,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
74,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
88,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
90,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
97,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,880.707,880.707,880.707,880.707,880.707,0,0,39706.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1,0,0,0,0,0,0,0,0,0,0,3522.83,3522.83,0,0,0,500.383,39706.2,4625.4,0,1,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101,1,0.05,0.05,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,40,0,1,1.5,0,2.5,0.8,1,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,6.67,0,0,0.5,0.5,0.05,500,10000,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
