"ID","quest2Id","quest2RewardTypeId","objectId","objectAmount","flags"
3566,8036,1,37825,1,1
3567,7966,1,37826,1,1
3570,7966,1,37829,1,1
3571,7966,1,37830,1,1
3572,7966,1,37831,1,1
3573,7966,1,37832,1,1
3576,6585,1,16136,1,0
3577,5471,1,9438,1,0
3578,5471,1,7383,1,0
3580,5471,1,473,1,0
3581,5471,1,177,1,1
3583,5471,1,11139,1,1
3584,5471,1,13898,1,1
3591,5875,1,81869,2,0
3593,6607,1,17711,1,1
3594,3165,1,17968,1,1
3595,6596,1,17713,1,3
3597,3165,1,27932,1,1
3598,6606,1,17716,1,1
3599,3165,1,27933,1,1
3600,6587,1,17718,1,1
3601,6587,1,17719,1,1
3604,6591,1,17722,1,1
3605,6591,1,17723,1,1
3606,6576,1,17744,1,1
3607,6596,1,17725,1,3
3609,6603,1,15578,1,1
3620,6894,1,17732,1,1
3621,6584,1,17743,1,1
3622,6607,1,17740,1,1
3625,6889,1,17753,1,1
3626,8830,1,17871,1,1
3627,6597,1,17736,1,1
3628,6650,1,17896,1,1
3629,6650,1,17915,1,1
3630,6653,1,17897,1,1
3632,6653,1,19075,1,1
3633,6653,1,28309,1,1
3634,6887,1,17885,1,1
3635,6894,1,17733,1,1
3636,6894,1,17734,1,1
3637,6734,1,17894,1,1
3638,6887,1,17888,1,1
3640,7031,1,17889,1,1
3641,6596,1,17759,1,3
3642,7000,1,19054,1,1
3643,7000,1,17808,1,1
3645,5907,1,11758,1,1
3646,7108,1,17794,1,1
3647,6986,1,19049,1,1
3649,6620,1,28085,1,1
3650,7022,1,28096,1,1
3651,6952,1,19038,1,1
3652,6674,1,17770,1,1
3654,6620,1,19133,1,1
3656,7000,1,17807,1,1
3658,7001,1,19047,1,1
3659,7001,1,19037,1,1
3660,7027,1,17799,1,1
3661,7027,1,28094,1,1
3662,6622,1,17765,1,1
3663,7025,1,19056,1,1
3664,6952,1,28089,1,1
3665,6629,1,17783,1,1
3666,7022,1,19048,1,1
3667,6987,1,19035,1,1
3670,7004,1,19041,1,1
3671,6662,1,19131,1,1
3672,6986,1,28088,1,1
3676,7003,1,17810,1,1
3677,6959,1,19051,1,1
3678,6906,1,19068,1,1
3679,6673,1,28084,1,1
3680,6662,1,19067,1,1
3681,6662,1,17805,1,1
3682,6972,1,17781,1,1
3683,6901,1,17789,1,1
3685,7025,1,19073,1,1
3686,6995,1,17784,1,1
3690,5615,1,15716,1,1
3691,5979,1,15712,1,1
3692,5843,1,28635,1,1
3693,3891,1,28646,1,1
3694,3896,1,16345,1,1
3696,6397,1,15703,1,1
3697,6331,1,15717,1,1
3698,6331,1,28645,1,1
3699,6006,1,16335,1,1
3700,5971,1,16347,1,1
3701,6295,1,16363,1,1
3702,7651,1,16348,1,1
3703,6346,1,15709,1,1
3704,5594,1,27934,1,1
3705,5594,1,17829,1,1
3706,3963,1,27872,1,1
3707,3963,1,17830,1,1
3708,6170,1,28746,1,1
3711,7216,1,26914,1,1
3712,7216,1,26916,1,1
3713,7216,1,26917,1,1
3714,7216,1,26918,1,1
3715,7216,1,26919,1,1
3716,7216,1,26920,1,1
3717,7212,1,26921,1,1
3718,7212,1,26922,1,1
3719,7212,1,26924,1,1
3720,7212,1,26925,1,1
3722,7190,1,26962,1,1
3723,7190,1,26963,1,1
3724,7161,1,26926,1,1
3725,7161,1,26915,1,1
3726,7161,1,26923,1,1
3727,7161,1,26928,1,1
3728,7164,1,26929,1,1
3729,7164,1,26936,1,1
3730,7164,1,26937,1,1
3731,7172,1,26938,1,1
3732,7172,1,26939,1,1
3733,7166,1,26945,1,1
3734,7168,1,26946,1,1
3735,7168,1,26948,1,1
3736,7172,1,26940,1,1
3737,7166,1,26942,1,1
3738,7166,1,26943,1,1
3739,7037,1,17758,1,1
3740,7037,1,28291,1,1
3741,6889,1,17738,1,1
3742,5907,1,11759,1,1
3743,6641,1,17747,1,1
3744,6887,1,17905,1,1
3745,6734,1,17904,1,1
3747,6620,1,28082,1,1
3748,5907,1,11760,1,1
3749,6883,1,17872,1,1
3750,6597,1,17737,1,1
3751,5907,1,11761,1,1
3752,6596,1,17882,1,3
3753,5907,1,11762,1,1
3755,6889,1,28310,1,1
3756,8785,1,17876,1,1
3757,6894,1,17880,1,1
3758,6641,1,17748,1,1
3759,6596,1,17890,1,3
3760,6634,1,17750,1,1
3761,6634,1,17751,1,1
3764,5939,1,11765,1,1
3765,6883,1,28305,1,1
3766,6650,1,17887,1,1
3767,6894,1,28302,1,1
3774,8785,1,17908,1,1
3775,5937,1,11768,1,1
3776,7031,1,28304,1,1
3777,6606,1,28292,1,1
3778,6587,1,28293,1,1
3779,6606,1,28294,1,1
3780,6607,1,28295,1,1
3781,6603,1,27948,1,1
3782,8830,1,28299,1,1
3783,8830,1,17756,1,1
3784,6887,1,28303,1,1
3785,7037,1,28308,1,1
3786,6603,1,27949,1,1
3787,6597,1,17865,1,1
3788,6889,1,17745,1,1
3789,6634,1,17749,1,1
3790,6641,1,17746,1,1
3793,6380,5,21,1,0
3824,7722,1,16387,1,1
3825,6182,1,28763,1,1
3826,6472,1,28772,1,1
3827,6186,1,28762,1,1
3841,7640,1,16339,1,1
3843,6755,1,28639,1,1
3846,3673,1,17924,1,1
3857,3765,1,12695,1,1
3858,4525,1,28037,1,1
3863,4967,1,12954,1,1
3872,7168,1,26949,1,1
3873,7168,1,26950,1,1
3874,7168,1,26930,1,1
3875,4745,1,12986,1,1
3878,7176,1,26931,1,1
3879,7176,1,26932,1,1
3880,7176,1,26933,1,1
3881,7423,1,26952,1,1
3884,7423,1,26953,1,1
3885,7423,1,26960,1,1
3886,7145,1,26951,1,1
3887,7145,1,26954,1,1
3888,5593,1,27917,1,1
3889,5593,1,27918,1,1
3890,5593,1,12657,1,1
3892,5595,1,81340,1,1
3893,5595,1,81338,1,1
3894,7180,1,26934,1,1
3895,7180,1,26935,1,1
3898,7180,1,26927,1,1
3899,7150,1,26941,1,1
3900,7290,3,4,10,0
3902,7150,1,26944,1,1
3903,7150,1,26947,1,1
3911,6847,1,13415,1,0
3912,6848,1,13415,1,0
3913,6849,1,13415,1,0
3914,6850,1,13415,1,0
3915,6851,1,13415,1,0
3916,6852,1,13415,1,0
3917,6853,1,13415,1,0
3925,6858,1,81821,4,0
3926,6858,1,81867,2,0
3928,5913,1,81824,4,0
3929,5913,1,81868,2,0
3932,6859,1,81821,4,0
3933,6859,1,81866,2,0
3934,6860,1,81827,4,0
3935,6860,1,81869,2,0
3937,6861,1,13415,1,0
3938,6862,1,13415,1,0
3939,6863,1,13415,1,0
3940,6864,1,13415,1,0
3941,6865,1,13415,1,0
3942,6866,1,13415,1,0
3943,6868,1,13415,1,0
3944,6869,1,13415,1,0
3945,6870,1,13415,1,0
3946,6871,1,13415,1,0
3947,6872,1,13415,1,0
3948,6873,1,13415,1,0
3949,6874,1,13415,1,0
3950,6875,1,13415,1,0
3951,6876,1,13415,1,0
3952,6877,1,13415,1,0
3957,5876,1,14781,4,0
3962,7049,1,14781,4,0
3968,6099,4,34,275,0
3970,6107,4,40,100,0
3972,6108,4,40,166,0
3980,6629,1,17791,1,1
3981,6755,1,16352,1,1
3982,6972,1,19046,1,1
3983,6972,1,28086,1,1
3984,6755,1,15700,1,1
3985,7108,1,28091,1,1
3986,6629,1,17764,1,1
3987,7003,1,19027,1,1
3988,6987,1,17803,1,1
3989,6662,1,19031,1,1
3990,7022,1,19062,1,1
3991,6986,1,17793,1,1
3992,6673,1,17766,1,1
3993,6673,1,28090,1,1
3994,7613,1,17798,1,1
3996,7004,1,28100,1,1
3997,6959,1,28092,1,1
3998,6904,1,19052,1,1
4000,6667,1,19064,1,1
4001,6952,1,17795,1,1
4003,6972,1,17796,1,1
4004,6662,1,19063,1,1
4005,7004,1,19045,1,1
4007,6674,1,17778,1,1
4008,6674,1,17804,1,1
4009,7613,1,28095,1,1
4010,7003,1,19028,1,1
4011,6959,1,17790,1,1
4013,6662,1,19061,1,1
4014,7022,1,19069,1,1
4015,7027,1,17792,1,1
4016,6904,1,19030,1,1
4018,6673,1,17768,1,1
4020,7613,1,19070,1,1
4021,6972,1,17801,1,1
4022,6901,1,19042,1,1
4023,6622,1,17797,1,1
4024,7025,1,19039,1,1
4025,6995,1,17785,1,1
4027,6596,1,28306,1,3
4028,6810,1,28652,1,1
4030,7188,1,26956,1,1
4031,7188,1,26957,1,1
4032,7188,1,26958,1,1
4033,7188,1,26959,1,1
4034,7426,1,26964,1,1
4035,7426,1,26966,1,1
4036,7426,1,26967,1,1
4037,7432,1,26968,1,1
4038,7432,1,26970,1,1
4039,7432,1,26972,1,1
4040,7432,1,26973,1,1
4041,7432,1,26965,1,1
4042,7432,1,26969,1,1
4043,7432,1,26971,1,1
4044,7432,1,26974,1,1
4045,7432,1,26975,1,1
4046,7432,1,26976,1,1
4048,7379,1,27002,1,1
4049,7379,1,27004,1,1
4051,7379,1,26998,1,1
4052,7413,1,27003,1,1
4053,7432,1,26983,1,1
4054,7432,1,26984,1,1
4055,7396,1,26985,1,1
4056,7398,1,26990,1,1
4057,7398,1,26991,1,1
4058,7398,1,26992,1,1
4059,8568,1,26997,1,1
4060,8568,1,26999,1,1
4061,8568,1,27000,1,1
4062,7404,1,26977,1,1
4063,7404,1,85530,1,1
4064,7396,1,26987,1,1
4066,7398,1,26989,1,1
4067,7404,1,26979,1,1
4068,7372,1,26980,1,1
4069,7372,1,26981,1,1
4075,7025,1,17809,1,1
4076,6995,1,17786,1,1
4078,7001,1,19029,1,1
4079,6901,1,17787,1,1
4080,6972,1,28098,1,1
4081,7372,1,26982,1,1
4083,7378,1,26993,1,1
4084,7378,1,26994,1,1
4086,7378,1,26996,1,1
4087,6173,1,27067,1,1
4088,6237,1,16455,1,1
4089,6237,1,27028,1,1
4090,6237,1,27034,1,1
4092,6242,1,27072,1,1
4093,6389,1,16440,1,1
4094,6389,1,16443,1,1
4095,6371,1,27041,1,1
4096,6371,1,27044,1,1
4097,6371,1,27075,1,1
4098,6393,1,16437,1,1
4099,6242,1,27032,1,1
4100,6242,1,27038,1,1
4101,6370,1,16446,1,1
4102,6370,1,16449,1,1
4103,6370,1,27017,1,1
4104,6356,1,27055,1,1
4105,6356,1,16456,1,1
4106,6356,1,27023,1,1
4107,7904,1,16434,1,1
4108,7904,1,16465,1,1
4109,7904,1,27053,1,1
4110,7904,1,16452,1,1
4111,7904,1,16459,1,1
4112,7904,1,27020,1,1
4113,7911,1,27058,1,1
4114,7911,1,27045,1,1
4116,6362,1,27063,1,1
4132,7232,1,13415,1,0
4133,7234,1,13415,1,0
4135,7240,1,14700,3,0
4138,7415,4,40,50,0
4140,5871,1,81821,4,0
4142,5871,1,81866,2,0
4143,7459,4,1,50,0
4144,5739,1,81821,4,0
4145,5739,1,81867,2,0
4146,7471,4,9,50,0
4147,7477,4,66,50,0
4148,7476,4,15,50,0
4149,7478,4,34,50,0
4150,7504,1,81821,4,0
4151,7504,1,81866,2,0
4152,7505,1,81821,4,0
4153,7505,1,81867,2,0
4154,7506,1,81824,4,0
4155,7506,1,81868,2,0
4156,7507,1,81827,4,0
4157,7507,1,81869,2,0
4158,7508,1,14781,4,0
4159,7520,4,1,50,0
4160,7521,4,9,50,0
4161,7522,4,15,50,0
4162,7523,4,66,50,0
4163,7524,4,34,50,0
4164,7525,1,81821,4,0
4165,7525,1,81866,2,0
4166,7526,1,81821,4,0
4167,7526,1,81867,2,0
4168,7527,1,81824,4,0
4169,7527,1,81868,2,0
4170,7528,1,81827,4,0
4171,7528,1,81869,2,0
4172,7529,1,14781,4,0
4173,7530,4,1,50,0
4174,7531,4,9,50,0
4175,7532,4,15,50,0
4176,7534,4,34,50,0
4177,7533,4,66,50,0
4178,7511,4,1,50,0
4179,7512,4,9,50,0
4180,7514,4,15,50,0
4181,7515,4,66,50,0
4182,7516,4,34,50,0
4183,6109,4,40,275,0
4184,6114,4,35,100,0
4185,6115,4,35,166,0
4186,6116,4,35,275,0
4187,6123,4,41,100,0
4188,6124,4,41,166,0
4189,6125,4,41,275,0
4193,6292,4,12,100,0
4194,6293,4,12,166,0
4195,6294,4,12,275,0
4198,5471,2,260,165,0
4199,5471,2,261,140,1
4232,4749,1,13523,1,1
4234,4909,1,13536,1,1
4278,4521,1,14838,3,0
4279,4521,1,14839,1,0
4285,4530,1,28009,1,1
4286,3889,1,28049,1,1
4293,7416,4,40,50,0
4296,7240,1,81821,2,0
4304,6198,1,18789,1,0
4306,7310,4,34,100,0
4307,7311,4,34,166,0
4308,7312,4,34,275,0
4309,7313,4,34,100,0
4310,7314,4,34,166,0
4312,4998,1,14236,1,0
4313,7315,4,34,275,0
4314,7316,4,34,100,0
4315,7317,4,34,166,0
4316,7318,4,34,275,0
4317,7319,4,35,100,0
4318,7320,4,35,166,0
4319,7321,4,35,275,0
4320,7322,4,35,100,0
4321,7323,4,35,166,0
4322,7324,4,35,275,0
4323,7325,4,35,100,0
4324,7326,4,35,166,0
4325,7327,4,35,275,0
4326,7642,4,40,100,0
4327,7643,4,40,166,0
4328,7644,4,40,275,0
4329,7645,4,40,100,0
4330,7646,4,40,166,0
4331,7647,4,40,275,0
4332,7648,4,40,100,0
4333,7649,4,40,166,0
4334,7650,4,40,275,0
4347,8274,4,36,100,0
4348,8275,4,36,166,0
4349,8276,4,36,275,0
4350,8277,4,42,100,0
4351,8278,4,42,166,0
4352,8279,4,42,275,0
4365,8292,4,36,100,0
4366,8293,4,36,166,0
4367,8294,4,36,275,0
4368,8295,4,42,100,0
4369,8296,4,42,166,0
4370,8297,4,42,275,0
4384,8310,4,36,100,0
4385,8311,4,36,166,0
4386,8312,4,36,275,0
4387,8313,4,42,100,0
4388,8314,4,42,166,0
4389,8315,4,42,275,0
4402,8328,4,36,100,0
4403,8329,4,36,166,0
4404,8330,4,36,275,0
4405,8331,4,42,100,0
4406,8332,4,42,166,0
4407,8333,4,42,275,0
4411,7796,2,755,440,0
4413,7797,2,755,440,0
4415,7798,2,755,440,0
4417,7799,2,755,440,0
4419,7800,2,755,440,0
4421,7801,2,755,440,0
4423,7802,2,755,440,0
4425,7803,2,755,440,0
4427,7804,2,755,440,0
4429,7805,2,755,440,0
4433,7807,2,754,440,0
4435,7808,2,754,440,0
4437,7809,2,754,440,0
4438,7810,2,754,440,0
4439,7811,2,754,660,0
4443,7980,3,2,150,0
4444,7981,3,2,150,0
4445,7984,3,2,150,0
4446,7992,3,2,150,0
4447,8016,3,2,150,0
4448,8065,3,2,150,0
4449,8066,3,2,150,0
4450,8067,3,2,150,0
4451,8068,3,2,150,0
4452,8069,3,2,150,0
4453,8070,3,2,150,0
4454,8071,3,2,150,0
4455,8072,3,2,150,0
4456,8085,3,2,150,0
4457,8083,3,2,150,0
4458,8084,3,2,150,0
4459,8086,3,2,150,0
4460,8087,3,2,150,0
4461,8090,3,2,150,0
4462,8091,3,2,150,0
4465,8117,1,13594,1,1
4466,8117,1,13639,1,1
4467,8117,1,13683,1,1
4468,8117,1,13714,1,1
4469,8117,1,13769,1,1
4470,8117,1,13813,1,1
4471,8117,1,13857,1,1
4472,8117,1,13888,1,1
4473,6356,2,929,500,0
4474,6357,2,929,400,0
4475,6358,2,929,400,0
4476,6359,2,929,400,0
4477,6360,2,929,400,0
4478,6361,2,929,400,0
4479,6362,2,929,500,0
4485,6555,2,929,0,0
4486,6364,2,929,250,0
4489,6262,2,927,105,0
4490,6337,2,927,420,0
4491,6338,2,927,630,0
4492,6478,2,927,42,0
4493,8063,2,755,44,0
4502,5392,1,28665,1,1
4514,8347,4,37,100,0
4515,8348,4,37,166,0
4516,8349,4,37,275,0
4517,8350,4,43,100,0
4518,8351,4,43,166,0
4519,8352,4,43,275,0
4532,8428,4,37,100,0
4533,8429,4,37,166,0
4534,8430,4,37,275,0
4535,8431,4,43,100,0
4536,8432,4,43,166,0
4537,8433,4,43,275,0
4538,8540,4,41,100,0
4539,8541,4,41,166,0
4540,8542,4,41,275,0
4541,5171,3,4,10,0
4542,5178,3,4,10,0
4543,5209,3,4,10,0
4544,5240,3,4,10,0
4545,5241,3,4,10,0
4546,5242,3,4,10,0
4547,5774,3,4,10,0
4548,5779,3,4,10,0
4549,5782,3,4,10,0
4550,5983,3,4,10,0
4551,5986,3,4,10,0
4552,5990,3,4,10,0
4553,5996,3,4,10,0
4554,5999,3,4,10,0
4555,6002,3,4,10,0
4556,6022,3,4,10,0
4557,6023,3,4,10,0
4558,6024,3,4,10,0
4559,6097,3,4,211,0
4560,6098,3,4,316,0
4561,6099,3,4,474,0
4562,6107,3,4,211,0
4563,6108,3,4,316,0
4564,6109,3,4,474,0
4565,6114,3,4,342,0
4566,6115,3,4,513,0
4567,6116,3,4,770,0
4568,6123,3,4,342,0
4569,6124,3,4,513,0
4570,6125,3,4,770,0
4571,6216,3,4,10,0
4572,6217,3,4,10,0
4573,6218,3,4,10,0
4574,6292,3,4,903,0
4575,6293,3,4,1355,0
4576,6294,3,4,2033,0
4578,6322,3,4,2202,0
4579,6323,3,4,3303,0
4580,6381,3,4,10,0
4581,6382,3,4,10,0
4582,6383,3,4,10,0
4583,7236,3,4,10,0
4584,7237,3,4,10,0
4585,7238,3,4,10,0
4586,7241,3,4,10,0
4587,7242,3,4,10,0
4588,7243,3,4,10,0
4589,7244,3,4,10,0
4590,7245,3,4,10,0
4591,7246,3,4,10,0
4592,7247,3,4,10,0
4593,7248,3,4,10,0
4594,7249,3,4,10,0
4595,7250,3,4,10,0
4596,7251,3,4,10,0
4597,7252,3,4,10,0
4598,7253,3,4,10,0
4599,7254,3,4,10,0
4600,7255,3,4,10,0
4601,7256,3,4,10,0
4602,7257,3,4,10,0
4603,7258,3,4,10,0
4604,7259,3,4,10,0
4605,7260,3,4,10,0
4606,7261,3,4,10,0
4607,7262,3,4,10,0
4608,7263,3,4,10,0
4609,7264,3,4,10,0
4610,7265,3,4,10,0
4611,7266,3,4,10,0
4612,7267,3,4,10,0
4613,7268,3,4,10,0
4614,7269,3,4,10,0
4615,7270,3,4,10,0
4616,7271,3,4,10,0
4617,7272,3,4,10,0
4618,7273,3,4,10,0
4619,7274,3,4,10,0
4620,7275,3,4,10,0
4621,7276,3,4,10,0
4622,7277,3,4,10,0
4623,5061,1,18816,1,0
4624,5367,1,18816,1,0
4625,7278,3,4,10,0
4626,7279,3,4,10,0
4627,7280,3,4,10,0
4628,4714,1,18935,1,0
4629,7281,3,4,10,0
4630,4536,1,18747,1,0
4631,8634,1,13415,1,0
4633,7765,1,18897,1,0
4634,6581,1,18763,1,0
4635,6581,1,18467,1,0
4636,6592,1,18778,1,0
4637,6598,1,18752,1,0
4638,7144,1,22064,1,0
4639,7144,1,22052,1,0
4640,6362,1,27068,1,1
4641,6362,1,16428,1,1
4642,8110,1,27046,1,1
4643,8110,1,27077,1,1
4644,8110,1,27047,1,1
4645,7909,1,27078,1,1
4646,7909,1,27048,1,1
4647,7909,1,27079,1,1
4648,7754,1,27049,1,1
4649,8075,1,27080,1,1
4650,8075,1,27050,1,1
4651,7752,1,16423,1,1
4652,7752,1,16462,1,1
4653,7752,1,27027,1,1
4654,7754,1,27033,1,1
4655,7754,1,27065,1,1
4656,8075,1,27081,1,1
4657,8077,1,16425,1,1
4658,8077,1,16461,1,1
4659,8077,1,27029,1,1
4660,7781,1,27035,1,1
4661,7781,1,27064,1,1
4662,7781,1,16451,1,1
4663,7784,1,16458,1,1
4664,7784,1,27014,1,1
4665,7784,1,27060,1,1
4668,812,1,179,1,0
4669,812,1,179,1,0
4670,812,1,179,1,0
4671,812,1,179,1,0
4672,812,1,179,1,0
4673,7859,1,22300,1,1
4674,8008,1,22309,1,1
4675,6455,1,16405,1,1
4676,6455,1,16421,1,1
4677,6444,1,16404,1,1
4678,6455,1,16420,1,1
4679,6182,1,22312,1,1
4680,7859,1,22325,1,1
4681,8008,1,22313,1,1
4682,7927,1,28745,1,1
4683,6151,1,16422,1,1
4685,6445,1,36366,1,1
4686,6529,1,36363,1,1
4687,6472,1,28774,1,1
4688,7859,1,16411,1,1
4689,6430,1,28766,1,1
4690,6528,1,16408,1,1
4691,6160,1,28740,1,1
4692,6445,1,36364,1,1
4693,6528,1,22295,1,1
4694,6430,1,16407,1,1
4695,6444,1,16419,1,1
4696,6186,1,28773,1,1
4697,6151,1,22318,1,1
4698,6185,1,26301,1,1
4700,6444,1,22315,1,1
4703,6447,1,28758,1,1
4704,6151,1,28738,1,1
4705,6463,1,22326,1,1
4706,6160,1,28743,1,1
4707,6463,1,26299,1,1
4708,6160,1,36367,1,1
4709,6159,1,36359,1,1
4710,6159,1,36360,1,1
4711,6159,1,36361,1,1
4712,7858,1,16385,1,1
4713,7997,1,22298,1,1
4714,7727,1,26341,1,1
4715,7726,1,16393,1,1
4716,7864,1,16377,1,1
4717,7865,1,22301,1,1
4718,7870,1,16378,1,1
4720,7922,1,16394,1,1
4721,6159,1,36358,1,1
4722,8002,1,16416,1,1
4723,8009,1,26303,1,1
4724,6182,1,16396,1,1
4725,7738,1,28754,1,1
4726,6185,1,28759,1,1
4727,6472,1,28770,1,1
4728,7942,1,26338,1,1
4729,6528,1,22319,1,1
4730,6186,1,28771,1,1
4731,6446,1,28765,1,1
4732,6455,1,22316,1,1
4733,6160,1,28742,1,1
4734,6182,1,22322,1,1
4736,6472,1,28757,1,1
4737,6445,1,36365,1,1
4761,5534,1,28675,1,3
4765,8785,1,27592,1,1
4767,3886,1,27869,1,1
4768,3668,1,81329,1,1
4770,3797,1,27871,1,1
4771,3963,1,17831,1,1
4772,6263,2,927,420,0
4773,6264,2,927,420,0
4774,6328,2,927,420,0
4775,6630,1,18756,1,0
4776,6679,1,18752,1,0
4777,6304,1,81917,1,0
4779,6810,1,15695,1,1
4780,6298,1,81329,1,1
4782,6304,1,29615,1,0
4783,6303,1,16304,1,1
4784,6305,1,16300,1,1
4785,6305,1,16310,1,1
4791,6312,1,16321,1,1
4792,4748,1,18478,1,0
4793,4748,1,18774,1,0
4794,4746,1,18480,1,0
4795,4746,1,18776,1,0
4796,6365,2,927,105,0
4797,6411,2,927,105,0
4800,6547,2,927,420,0
4801,3907,1,18776,1,0
4803,5596,1,27923,1,1
4805,5604,1,27929,1,1
4806,5584,1,17967,1,1
4807,5584,1,27930,1,1
4809,6810,1,16336,1,1
4810,6810,1,9862,1,1
4811,5608,1,34277,1,1
4812,5608,1,34278,1,1
4813,5608,1,34279,1,1
4814,5608,1,34280,1,1
4815,5608,1,34281,1,1
4816,5608,1,34282,1,1
4817,5594,1,17828,1,1
4818,4747,1,18787,1,0
4819,5859,1,81917,1,0
4821,5859,1,29661,1,0
4822,5866,1,15579,1,1
4825,6582,1,34283,1,1
4826,5960,1,15549,1,1
4827,5959,1,15565,1,1
4828,6582,1,34284,1,1
4829,6582,1,34285,1,1
4830,6582,1,34286,1,1
4831,8820,1,13415,1,0
4833,4525,1,28014,1,1
4834,4784,1,13449,1,1
4835,3925,1,13485,1,1
4836,4723,1,28056,1,1
4837,3930,1,28058,1,1
4842,5465,1,12706,1,1
4843,4983,1,28070,1,1
4844,4109,1,28013,1,3
4845,3925,1,17950,1,1
4846,7291,3,4,10,0
4847,6582,1,34287,1,1
4848,3913,1,28068,1,1
4849,6582,1,34288,1,1
4851,4825,1,12739,1,1
4852,4973,1,28072,1,1
4853,4973,1,28073,1,1
4854,8109,1,14462,1,1
4855,8109,1,28697,1,1
4856,8109,1,28667,1,1
4857,8109,1,28669,1,1
4858,8109,1,28673,1,1
4870,4520,1,28017,1,1
4873,6433,1,26302,1,1
4874,6433,1,26340,1,1
4875,6433,1,28741,1,1
4876,6492,1,28748,1,1
4877,6492,1,36369,1,1
4878,6492,1,36370,1,1
4880,6492,1,36371,1,1
4881,6496,1,36372,1,1
4882,6496,1,36373,1,1
4883,6496,1,36374,1,1
4884,6502,1,36375,1,1
4887,6443,1,36378,1,1
4888,6443,1,36379,1,1
4889,6443,1,36380,1,1
4896,6837,1,26333,1,3
4897,6837,1,13513,1,3
4898,6837,1,13517,1,3
4905,6734,1,17893,1,1
4907,6894,1,17735,1,1
4908,4510,1,13560,1,1
4909,4510,1,85529,1,1
4910,4954,1,12958,1,1
4911,5306,1,12970,1,1
4912,5306,1,13128,1,1
4913,4758,1,8478,1,1
4976,4758,1,8483,1,1
4977,4745,1,8550,1,1
4978,4796,1,28322,1,1
4979,4796,1,28323,1,1
4980,4796,1,28324,1,1
4981,4802,1,13521,1,1
4982,4802,1,13535,1,1
4983,4985,1,13541,1,1
4984,4985,1,13577,1,1
4986,4985,1,17942,1,1
4987,4990,1,28347,1,1
4988,4990,1,28348,1,1
4989,4990,1,28364,1,1
4990,5172,1,8475,1,1
4991,5255,1,28343,1,1
4992,4997,1,28344,1,1
4993,5279,1,8487,1,1
4994,4516,1,12308,1,1
4995,4516,1,12989,1,1
4996,4847,1,28334,1,1
4997,4851,1,28340,1,1
4998,4954,1,12955,1,1
4999,4954,1,12957,1,1
5000,4670,1,35080,1,1
5001,4670,1,35081,1,1
5002,5327,1,35082,1,1
5003,4851,1,28341,1,1
5004,4851,1,28342,1,1
5005,5279,1,28363,1,1
5006,4508,1,28372,1,1
5008,5397,1,28382,1,1
5009,5397,1,28430,1,1
5010,5397,1,28436,1,1
5011,5397,1,28440,1,1
5012,5719,1,28388,1,1
5013,5719,1,28370,1,1
5014,5719,1,28438,1,1
5015,5719,1,28378,1,1
5016,5727,1,14166,1,1
5017,5727,1,14171,1,1
5018,5727,1,14167,1,1
5019,5727,1,14168,1,1
5020,5727,1,14169,1,1
5021,5727,1,14170,1,1
5022,5721,1,28608,1,1
5025,5721,1,28609,1,1
5027,5722,1,28422,1,1
5030,5756,1,28711,1,1
5031,5756,1,28712,1,1
5032,5756,1,28374,1,1
5033,5756,1,28713,1,1
5034,5532,1,28660,1,1
5035,5532,1,28661,1,1
5036,5532,1,28662,1,1
5037,5532,1,28663,1,1
5038,5707,1,28376,1,1
5039,5707,1,28377,1,1
5040,5707,1,28592,1,1
5041,5707,1,28593,1,1
5042,8811,1,28653,1,1
5043,8811,1,28654,1,1
5044,8811,1,28655,1,1
5045,8817,1,28653,1,1
5046,8817,1,28654,1,1
5047,8817,1,28655,1,1
5048,6245,1,28618,1,1
5049,6724,1,15713,1,1
5050,6750,1,16364,1,1
5051,5750,1,14506,1,1
5052,6724,1,28637,1,1
5053,6714,1,9890,1,1
5055,8854,1,13415,1,0
5056,6897,1,28719,1,0
5058,4786,1,28064,1,1
5059,4786,1,12724,1,1
5060,7739,1,22324,1,1
5061,7292,3,4,10,0
5062,7293,3,4,10,0
5063,7294,3,4,10,0
5064,7295,3,4,10,0
5065,7296,3,4,10,0
5066,7297,3,4,10,0
5067,7298,3,4,10,0
5068,7299,3,4,10,0
5069,7300,3,4,10,0
5070,7301,3,4,10,0
5071,7302,3,4,10,0
5072,7303,3,4,10,0
5073,7304,3,4,10,0
5074,7305,3,4,10,0
5075,7306,3,4,10,0
5076,7307,3,4,10,0
5077,7308,3,4,10,0
5078,7309,3,4,10,0
5079,7310,3,4,211,0
5080,7311,3,4,316,0
5081,7312,3,4,474,0
5082,7313,3,4,211,0
5083,7314,3,4,316,0
5084,7315,3,4,474,0
5085,7316,3,4,211,0
5086,7317,3,4,316,0
5087,7318,3,4,474,0
5088,7319,3,4,342,0
5089,7320,3,4,513,0
5090,7321,3,4,770,0
5091,7322,3,4,342,0
5092,7323,3,4,513,0
5093,7324,3,4,770,0
5094,7325,3,4,342,0
5095,7326,3,4,513,0
5096,7327,3,4,770,0
5097,7642,3,4,211,0
5098,7643,3,4,316,0
5099,7644,3,4,474,0
5100,7645,3,4,211,0
5101,7646,3,4,316,0
5102,7647,3,4,474,0
5103,7648,3,4,211,0
5104,7649,3,4,316,0
5105,7650,3,4,474,0
5106,8205,3,4,10,0
