"ID","spell4IdParent","spell4IdToCast","orderIndex","thresholdDuration","vitalEnumCostType00","vitalEnumCostType01","vitalCostValue00","vitalCostValue01","localizedTextIdTooltip","iconReplacement","visualEffectId"
1089,58531,67409,0,0,0,0,0,0,0,"",0
1090,58532,67445,0,0,0,0,0,0,0,"",0
1091,58533,67452,0,0,0,0,0,0,0,"",0
1092,58534,67460,0,0,0,0,0,0,0,"",0
1093,58535,67467,0,0,0,0,0,0,0,"",0
1094,58528,71375,1,0,0,0,0,0,0,"",0
1095,58529,71376,1,0,0,0,0,0,0,"",0
1096,58530,71377,1,0,0,0,0,0,0,"",0
1097,58531,71378,1,0,0,0,0,0,0,"",0
1098,58532,71379,1,0,0,0,0,0,0,"",0
1099,58533,71380,1,0,0,0,0,0,0,"",0
1100,58534,71381,1,0,0,0,0,0,0,"",0
1101,58535,71382,1,0,0,0,0,0,0,"",0
1102,58528,71383,2,0,0,0,0,0,0,"",0
1103,58529,71384,2,0,0,0,0,0,0,"",0
1104,58530,71385,2,0,0,0,0,0,0,"",0
1105,58531,71386,2,0,0,0,0,0,0,"",0
1106,58532,71387,2,0,0,0,0,0,0,"",0
1107,58533,71388,2,0,0,0,0,0,0,"",0
1108,58534,71389,2,0,0,0,0,0,0,"",0
1109,58535,71390,2,0,0,0,0,0,0,"",0
1212,49122,70844,2,0,0,0,0,0,0,"",0
1213,49085,70845,2,0,0,0,0,0,0,"",0
1214,70882,70884,0,0,0,0,0,0,0,"",0
1215,70902,70894,0,0,0,0,0,0,0,"",0
1216,70903,70895,0,0,0,0,0,0,0,"",0
1217,70904,70896,0,0,0,0,0,0,0,"",0
1218,70905,70897,0,0,0,0,0,0,0,"",0
1219,70906,70898,0,0,0,0,0,0,0,"",0
1220,70907,70899,0,0,0,0,0,0,0,"",0
1221,70908,70900,0,0,0,0,0,0,0,"",0
1222,70909,70901,0,0,0,0,0,0,0,"",0
1223,70912,70914,0,0,0,0,0,0,0,"",0
1224,70939,70931,0,0,0,0,0,0,0,"",0
1225,70940,70932,0,0,0,0,0,0,0,"",0
1226,70941,70933,0,0,0,0,0,0,0,"",0
1227,70942,70934,0,0,0,0,0,0,0,"",0
1228,70943,70935,0,0,0,0,0,0,0,"",0
1229,70944,70936,0,0,0,0,0,0,0,"",0
1230,70945,70937,0,0,0,0,0,0,0,"",0
1231,70946,70938,0,0,0,0,0,0,0,"",0
1233,71680,71682,0,0,0,0,0,0,0,"",0
1234,71680,71683,1,1000,0,0,0,0,0,"",0
1235,71680,71684,2,2000,0,0,0,0,0,"",0
1236,71680,71685,3,3000,0,0,0,0,0,"",0
1239,74979,74994,0,2000,0,0,0,0,617667,"sprCharC_ClassFooterIconDisabled",0
1240,74980,74994,0,2000,0,0,0,0,617671,"sprCharC_ClassFooterIconDisabled",0
1241,74981,74994,0,2000,0,0,0,0,617672,"sprCharC_ClassFooterIconDisabled",0
1254,75884,75305,1,600,0,0,0,0,0,"",0
1255,75884,75306,2,600,0,0,0,0,0,"",0
1256,75884,75307,3,1200,15,0,0,0,0,"",0
1257,75884,75304,0,0,0,0,0,0,0,"",0
1258,75887,75305,1,600,16,0,0,0,0,"",0
1259,75887,75306,2,600,0,0,0,0,0,"",0
1260,75887,75307,3,1200,15,0,0,0,0,"",0
1261,75887,75304,0,0,0,0,0,0,0,"",0
1265,76431,76432,0,0,0,0,0,0,0,"",0
1276,76504,39188,0,0,0,0,0,0,0,"",0
1289,76834,76835,0,0,0,0,0,0,0,"",0
1291,76834,76837,1,0,0,0,0,0,0,"",0
1292,76849,76859,0,0,0,0,0,0,0,"",0
1294,76849,76876,1,0,0,0,0,0,0,"",0
1295,76850,76860,0,0,0,0,0,0,0,"",0
1297,76850,76877,1,0,0,0,0,0,0,"",0
1298,76851,76861,0,0,0,0,0,0,0,"",0
1300,76851,76878,1,0,0,0,0,0,0,"",0
1307,76854,76862,0,0,0,0,0,0,0,"",0
1309,76854,76879,1,0,0,0,0,0,0,"",0
1310,76855,76863,0,0,0,0,0,0,0,"",0
1312,76855,76880,1,0,0,0,0,0,0,"",0
1313,76856,76864,0,0,0,0,0,0,0,"",0
1315,76856,76881,1,0,0,0,0,0,0,"",0
1316,76857,76865,0,0,0,0,0,0,0,"",0
1318,76857,76882,1,0,0,0,0,0,0,"",0
1319,76858,76866,0,0,0,0,0,0,0,"",0
1321,76858,76883,1,0,0,0,0,0,0,"",0
1346,77298,43579,0,0,0,0,0,0,0,"",0
1347,77298,43580,1,1250,0,0,0,0,0,"",0
1348,77298,47790,2,1250,0,0,0,0,0,"",0
1349,77299,43579,0,0,0,0,0,0,0,"",0
1350,77299,43580,1,1250,0,0,0,0,0,"",0
1351,77299,47790,2,1250,0,0,0,0,0,"",0
1352,77300,43579,0,0,0,0,0,0,0,"",0
1353,77300,43580,1,1250,0,0,0,0,0,"",0
1354,77300,47790,2,1250,0,0,0,0,0,"",0
1355,77301,43579,0,0,0,0,0,0,0,"",0
1356,77301,43580,1,1250,0,0,0,0,0,"",0
1357,77301,47790,2,1250,0,0,0,0,0,"",0
1358,77302,43579,0,0,0,0,0,0,0,"",0
1359,77302,43580,1,1250,0,0,0,0,0,"",0
1360,77302,47790,2,1250,0,0,0,0,0,"",0
1361,77303,43579,0,0,0,0,0,0,0,"",0
1362,77303,43580,1,1250,0,0,0,0,0,"",0
1363,77303,47790,2,1250,0,0,0,0,0,"",0
1364,77304,43579,0,0,0,0,0,0,0,"",0
1365,77304,43580,1,1250,0,0,0,0,0,"",0
1366,77304,47790,2,1250,0,0,0,0,0,"",0
1367,77305,43579,0,0,0,0,0,0,0,"",0
1368,77305,43580,1,1250,0,0,0,0,0,"",0
1369,77305,47790,2,1250,0,0,0,0,0,"",0
1370,77306,43579,0,0,0,0,0,0,0,"",0
1371,77306,43580,1,1250,0,0,0,0,0,"",0
1372,77306,47790,2,1250,0,0,0,0,0,"",0
1397,78171,78172,0,0,0,0,0,0,0,"",0
1398,78176,78177,0,0,0,0,0,0,0,"",0
1400,78434,38766,0,0,0,0,0,0,0,"",0
1402,52167,79059,0,0,0,0,0,0,659263,"IconSprites:Icon_SkillEngineer_Shock_Wave",0
1440,48046,79630,2,0,0,0,0,0,0,"Icon_SkillPhysical_UI_wr_lng",0
1441,48047,79636,2,0,0,0,0,0,0,"Icon_SkillPhysical_UI_wr_lng",0
1442,48048,79637,2,0,0,0,0,0,0,"Icon_SkillPhysical_UI_wr_lng",0
1443,48049,79638,2,0,0,0,0,0,0,"Icon_SkillPhysical_UI_wr_lng",0
1444,48050,79639,2,0,0,0,0,0,0,"Icon_SkillPhysical_UI_wr_lng",0
1451,48956,49011,2,800,0,0,0,0,0,"",0
1514,51398,38937,2,0,0,0,0,0,0,"",0
1515,76858,87106,2,0,0,0,0,0,0,"",0
