"ID","filter","userTextFilterClassEnum","deploymentRegionEnum","languageId","wordFilterTypeEnum"
1433,"josephstaline",0,0,3,0
1434,"josephstallin",1,0,2,0
1435,"jouir",2,0,3,0
1436,"judenbengel",2,0,2,0
1437,"judensau",2,0,2,0
1438,"judenschwein",2,0,2,0
1439,"juif",2,0,3,0
1440,"juter",2,0,3,0
1441,"kackbirne",2,0,2,0
1442,"kacke",2,0,2,0
1443,"kacken",2,0,2,0
1444,"kacker",2,0,2,0
1445,"kackfrosch",2,0,2,0
1446,"kackspecht",2,0,2,0
1447,"kanake",2,0,2,0
1448,"kartoffelfresser",2,0,2,0
1449,"kastrat",2,0,2,0
1450,"kastraten",2,0,2,0
1451,"kastration",2,0,2,0
1452,"kastrieren",2,0,2,0
1453,"kastrierte",2,0,2,0
1454,"kinderficker",2,0,2,0
1455,"kinderporno",2,0,2,0
1456,"kinderpornos",2,0,2,0
1457,"kinderschänder",2,0,2,0
1458,"kitzler",2,0,2,0
1459,"kkk",2,0,3,0
1460,"klit",2,0,2,0
1461,"klitoris",2,0,2,0
1462,"kokshase",2,0,2,0
1463,"kommunistensau",2,0,2,0
1464,"kommunistenschwein",2,0,2,0
1465,"koprophil",2,0,2,0
1466,"koprophiler",2,0,2,0
1467,"koprophilie",2,0,2,0
1468,"kopulation",2,0,2,0
1469,"kopulieren",2,0,2,0
1470,"kopuliert",2,0,2,0
1471,"kotfresser",2,0,2,0
1472,"kotzbrocken",2,0,2,0
1473,"kotze",2,0,2,0
1474,"kotzen",2,0,2,0
1475,"kukluxklan",2,0,3,0
1476,"kunnilingus",2,0,2,0
1477,"kz",2,0,2,0
1478,"ladouche",0,0,1,0
1479,"lakritznase",2,0,2,0
1480,"lakritznasen",2,0,2,0
1481,"latino",2,0,3,0
1482,"latinos",2,0,3,0
1483,"latrinenlakritze",2,0,2,0
1484,"lavement",2,0,3,0
1485,"lavements",2,0,3,0
1486,"lecken",0,0,1,0
1487,"leckmich",0,0,1,0
1488,"lesbic",2,0,3,0
1489,"lesbienne",2,0,3,0
1490,"lesbiennes",2,0,3,0
1491,"lesbos",2,0,3,0
1492,"lilo",0,0,1,0
1493,"lope",2,0,3,0
1494,"lopes",2,0,3,0
1495,"lopette",2,0,3,0
1496,"lopettes",2,0,3,0
1497,"luder",0,0,1,0
1498,"luder",0,0,2,0
1499,"lust",0,0,1,0
1500,"lust",0,0,2,0
1501,"lustbefriedigung",0,0,1,0
1502,"lustbefriedigung",0,0,2,0
1503,"lustboy",0,0,1,0
1504,"lustboy",0,0,2,0
1505,"lustbub",0,0,1,0
1506,"lustbub",0,0,2,0
1507,"luzifer",0,0,2,0
1508,"maisonclose",2,0,3,0
1509,"mamelon",1,0,3,0
1510,"mamelons",1,0,3,0
1511,"mamelu",2,0,3,0
1512,"mamelue",2,0,3,0
1513,"mamelues",2,0,3,0
1514,"mamelus",2,0,3,0
1515,"maso",2,0,3,0
1516,"masochisme",2,0,3,0
1517,"masochist",0,0,1,0
1518,"masochist",0,0,2,0
1519,"masochiste",2,0,3,0
1520,"masturbation",2,0,2,0
1521,"masturbation",2,0,3,0
1522,"masturbe",0,0,1,0
1523,"masturbe",0,0,2,0
1524,"masturbe",2,0,3,0
1525,"masturber",0,0,1,0
1526,"masturber",0,0,2,0
1527,"masturber",2,0,3,0
1528,"masturbieren",2,0,2,0
1529,"mecpourmec",2,0,3,0
1530,"mecspourmecs",2,0,3,0
1531,"mecssurmecs",2,0,3,0
1532,"mecsurmec",2,0,3,0
1533,"meinkampf",2,0,3,0
1534,"menopause",0,0,1,0
1535,"menopause",0,0,2,0
1536,"menstrual",0,0,1,0
1537,"menstrual",0,0,2,0
1538,"menstruation",0,0,1,0
1539,"menstruation",0,0,2,0
1540,"meth",2,0,3,0
1541,"milf",0,0,1,0
1542,"milf",0,0,2,0
1543,"milf",0,0,3,0
1544,"modermöse",2,0,2,0
1545,"moese",2,0,2,0
1546,"mongo",2,0,2,0
1547,"mongol",2,0,3,0
1548,"mongole",2,0,3,0
1549,"moricaud",2,0,3,0
1550,"moricaude",2,0,3,0
1551,"moricaudes",2,0,3,0
1552,"moricauds",2,0,3,0
1553,"moscoutaire",2,0,3,0
1554,"moscoutaires",2,0,3,0
1555,"mothafahqer",2,0,3,0
1556,"mothafucka",2,0,3,0
1557,"mothafucker",2,0,2,0
1558,"mothafucker",2,0,3,0
1559,"mothafuker",2,0,2,0
1560,"mothafuker",2,0,3,0
1561,"mothafukkah",2,0,3,0
1562,"mothafukker",2,0,3,0
1563,"mothafukr",2,0,3,0
1564,"motherfcker",2,0,2,0
1565,"motherfcker",2,0,3,0
1566,"motherfocker",2,0,2,0
1567,"motherfocker",2,0,3,0
1568,"motherfuck",2,0,2,0
1569,"motherfuck",2,0,3,0
1570,"motherfucka",2,0,3,0
1571,"motherfucker",2,0,3,0
1572,"motherfukkah",2,0,3,0
1573,"motherfukker",2,0,3,0
1574,"motherfuucker",2,0,3,0
1575,"muschi",2,0,2,0
1576,"muschis",2,0,2,0
1577,"musolini",0,0,1,0
1578,"musolini",2,0,3,0
1579,"musollini",0,0,1,0
1580,"musollini",2,0,3,0
1581,"mussolini",0,0,1,0
1582,"mussolini",2,0,2,0
1583,"mussolini",2,0,3,0
1584,"mussollini",0,0,1,0
1585,"mussollini",2,0,3,0
1586,"muthafocka",2,0,3,0
1587,"muthafucka",2,0,2,0
1588,"muthafucka",2,0,3,0
1589,"muthafucker",2,0,3,0
1590,"muthafugga",2,0,2,0
1591,"muthafugga",2,0,3,0
1592,"muthafukah",2,0,3,0
1593,"muthafuker",2,0,3,0
1594,"muthafukkah",2,0,3,0
1595,"muthafukker",2,0,3,0
1596,"muthasucka",2,0,2,0
1597,"muthasucka",2,0,3,0
1598,"mutherfucker",2,0,2,0
1599,"mutherfucker",2,0,3,0
1600,"mutterficker",2,0,2,0
1601,"mutterkreuz",2,0,2,0
1602,"nackt",0,0,2,0
1603,"nationalsozialismus",2,0,2,0
1604,"nationalsozialist",2,0,2,0
1605,"nationalsozialistisch",2,0,2,0
1606,"natomatratze",2,0,2,0
1607,"naturgeil",2,0,2,0
1608,"natursekt",2,0,2,0
1609,"nazi",2,0,2,0
1610,"nazi",2,0,3,0
1611,"nazies",2,0,2,0
1612,"nazis",2,0,2,0
1613,"nazis",2,0,3,0
1614,"nazischwein",2,0,2,0
1615,"negroide",2,0,3,0
1616,"negroides",2,0,3,0
1617,"negros",2,0,3,0
1618,"négros",2,0,3,0
1619,"nekrofil",2,0,2,0
1620,"nekrofilie",2,0,2,0
1621,"nekrophil",2,0,2,0
1622,"nekrophile",2,0,2,0
1623,"nekrophilie",2,0,2,0
1624,"niakoué",2,0,3,0
1625,"niakoués",2,0,3,0
1626,"nibard",2,0,3,0
1627,"nibards",2,0,3,0
1628,"nichon",2,0,3,0
1629,"nichons",2,0,3,0
1630,"nigga",2,0,2,0
1631,"niggas",2,0,2,0
1632,"nigger",2,0,2,0
1633,"niggers",2,0,2,0
1634,"nippel",2,0,2,0
1635,"niqua",2,0,3,0
1636,"niquai",2,0,3,0
1637,"niquaient",2,0,3,0
1638,"niquais",2,0,3,0
1639,"niquait",2,0,3,0
1640,"niquames",2,0,3,0
1641,"niquant",2,0,3,0
1642,"niquas",2,0,3,0
1643,"niquasse",2,0,3,0
1644,"niquassent",2,0,3,0
1645,"niquasses",2,0,3,0
1646,"niquassiez",2,0,3,0
1647,"niquassions",2,0,3,0
1648,"niquat",2,0,3,0
1649,"niquates",2,0,3,0
1650,"niquent",2,0,3,0
1651,"niquer",2,0,3,0
1652,"niquera",2,0,3,0
1653,"niquerai",2,0,3,0
1654,"niqueraient",2,0,3,0
1655,"niquerais",2,0,3,0
1656,"niquerait",2,0,3,0
1657,"niqueras",2,0,3,0
1658,"niquerent",2,0,3,0
1659,"niquerez",2,0,3,0
1660,"niqueriez",2,0,3,0
1661,"niquerions",2,0,3,0
1662,"niquerons",2,0,3,0
1663,"niqueront",2,0,3,0
1664,"niques",2,0,3,0
1665,"niqueur",2,0,3,0
1666,"niquez",2,0,3,0
1667,"niquiez",2,0,3,0
1668,"niquions",2,0,3,0
1669,"niquons",2,0,3,0
1670,"notgeil",2,0,2,0
1671,"ns",2,0,2,0
1672,"nsdap",2,0,2,0
1673,"ntm",2,0,3,0
1674,"nutte",2,0,2,0
1675,"nutten",2,0,2,0
1676,"nymphe",2,0,2,0
1677,"nympho",2,0,3,0
1678,"nymphoman",2,0,2,0
1679,"nymphomane",2,0,3,0
1680,"nymphomanen",2,0,2,0
1681,"nymphomanes",2,0,3,0
1682,"nymphomanie",2,0,2,0
1683,"nymphomanie",2,0,3,0
1684,"nymphos",2,0,3,0
1685,"onanieren",2,0,2,0
1686,"oral",2,0,2,0
1687,"oralsex",2,0,2,0
1688,"oralverkehr",2,0,2,0
1689,"orgasme",2,0,3,0
1690,"orgasmen",2,0,2,0
1691,"orgasmes",2,0,3,0
1692,"orgasmique",2,0,3,0
1693,"orgasmus",0,0,1,0
1694,"orgasmus",2,0,2,0
1695,"orgasmus",0,0,2,0
1696,"orgaszmo",0,0,1,0
1697,"orgaszmo",0,0,2,0
1698,"orgazmia",0,0,1,0
1699,"orgazmia",0,0,2,0
1700,"orgazmo",0,0,1,0
1701,"orgazmo",0,0,2,0
1702,"orgiaque",2,0,3,0
1703,"orgie",2,0,2,0
1704,"orgie",2,0,3,0
1705,"orgien",2,0,2,0
1706,"orgies",2,0,3,0
1707,"osamabenladen",0,0,1,0
1708,"osamabenladen",2,0,3,0
1709,"osamabin",0,0,1,0
1710,"osamabin",2,0,3,0
1711,"osamabinhidin",0,0,1,0
1712,"osamabinhidin",2,0,3,0
1713,"osamabinladen",0,0,1,0
1714,"osamabinladen",0,0,1,0
1715,"osamabinladen",2,0,3,0
1716,"osamabinladen",2,0,3,0
1717,"osamabinladin",0,0,1,0
1718,"osamabinladin",2,0,3,0
1719,"osamamabinladin",0,0,1,0
1720,"osamamabinladin",2,0,3,0
1721,"osmabushladin",0,0,1,0
1722,"osmabushladin",2,0,3,0
1723,"p3ni5",2,0,3,0
1724,"paluchar",2,0,3,0
1725,"palucher",2,0,3,0
1726,"partousard",2,0,3,0
1727,"partouse",2,0,3,0
1728,"partousent",2,0,3,0
1729,"partouser",2,0,3,0
1730,"partouses",2,0,3,0
1731,"partouseur",2,0,3,0
1732,"partouseuse",2,0,3,0
1733,"partouzard",2,0,3,0
1734,"partouzarde",2,0,3,0
1735,"partouzardes",2,0,3,0
1736,"partouzards",2,0,3,0
1737,"partouze",2,0,3,0
1738,"partouzent",2,0,3,0
1739,"partouzer",2,0,3,0
1740,"partouzes",2,0,3,0
1741,"partouzeur",2,0,3,0
1742,"partouzeurs",2,0,3,0
1743,"partouzez",2,0,3,0
1744,"partouzons",2,0,3,0
1745,"pd",2,0,3,0
1746,"pecker",2,0,3,0
1747,"pedofile",2,0,2,0
1748,"pedofilie",2,0,2,0
1749,"pedophile",2,0,2,0
1750,"pedophilie",2,0,2,0
1751,"peepshow",2,0,3,0
1752,"peepshows",2,0,3,0
1753,"penis",0,0,1,0
1754,"penis",2,0,2,0
1755,"penisring",2,0,2,0
1756,"penisse",2,0,2,0
1757,"penner",2,0,2,0
1758,"pervers",2,0,2,0
1759,"pervers",2,0,3,0
1760,"perverse",2,0,2,0
1761,"perverser",2,0,2,0
1762,"perversion",2,0,3,0
1763,"perverti",2,0,3,0
1764,"pétasse",2,0,3,0
1765,"phallus",1,0,3,0
1766,"phalus",0,0,1,0
1767,"phalus",0,0,2,0
1768,"phalus",1,0,3,0
1769,"phuck",2,0,2,0
1770,"phucker",2,0,2,0
1771,"pimmel",0,0,1,0
1772,"pimmel",2,0,2,0
1773,"pimmellutscher",2,0,2,0
1774,"pimpern",2,0,2,0
1775,"pine",2,0,3,0
1776,"piné",2,0,3,0
1777,"piner",2,0,3,0
1778,"pines",2,0,3,0
1779,"pipes",2,0,3,0
1780,"pisse",2,0,2,0
1781,"pissen",2,0,2,0
1782,"pisser",2,0,2,0
1783,"pisser",2,0,3,0
1784,"pisses",2,0,3,0
1785,"pisseur",2,0,3,0
1786,"pissnelke",2,0,2,0
1787,"pissnelken",2,0,2,0
1788,"playboy",0,0,1,0
1789,"pnis",2,0,3,0
1790,"poilpubien",2,0,3,0
1791,"poilspubiens",2,0,3,0
1792,"polpot",0,0,1,0
1793,"poppe",2,0,2,0
1794,"poppen",2,0,2,0
1795,"porno",2,0,2,0
1796,"porno",2,0,3,0
1797,"pornographique",2,0,3,0
1798,"pornos",2,0,2,0
1799,"pouffiasse",2,0,3,0
1800,"pouffiasses",2,0,3,0
1801,"pubien",2,0,3,0
1802,"puff",2,0,2,0
1803,"puffs",2,0,2,0
1804,"punze",2,0,2,0
1805,"punzen",2,0,2,0
1806,"putain",2,0,3,0
1807,"putains",2,0,3,0
1808,"putassier",2,0,3,0
1809,"putassiers",2,0,3,0
1810,"pute",2,0,3,0
1811,"putes",2,0,3,0
1812,"raboter",2,0,3,0
1813,"raca",2,0,3,0
1814,"race",2,0,3,0
1815,"racial",2,0,3,0
1816,"racisme",2,0,3,0
1817,"raciste",2,0,3,0
1818,"racistes",2,0,3,0
1819,"radasse",2,0,3,0
1820,"radasses",2,0,3,0
1821,"raia",2,0,3,0
1822,"raias",2,0,3,0
1823,"rassenschande",2,0,2,0
1824,"rassisch",2,0,2,0
1825,"ratichon",2,0,3,0
1826,"ratichons",2,0,3,0
1827,"rectum",2,0,2,0
1828,"rectum",2,0,3,0
1829,"reinedusexe",2,0,3,0
1830,"rektum",2,0,2,0
1831,"renoi",2,0,3,0
1832,"renois",2,0,3,0
1833,"ribouis",2,0,3,0
1834,"ritze",2,0,2,0
1835,"ritzen",2,0,2,0
1836,"roberts",2,0,3,0
1837,"roidusexe",2,0,3,0
1838,"romanichel",2,0,3,0
1839,"romanichelle",2,0,3,0
1840,"romanichelles",2,0,3,0
1841,"romanichels",2,0,3,0
1842,"romano",2,0,3,0
1843,"romanos",2,0,3,0
1844,"roubignole",2,0,3,0
1845,"roubignoles",2,0,3,0
1846,"roubignolle",2,0,3,0
1847,"roubignolles",2,0,3,0
1848,"roupette",2,0,3,0
1849,"roupettes",2,0,3,0
1850,"rouston",2,0,3,0
1851,"roustons",2,0,3,0
1852,"rumbumsen",2,0,2,0
1853,"rumhuren",2,0,2,0
1854,"sackgesicht",2,0,2,0
1855,"sackratte",2,0,2,0
1856,"sacksuppe",2,0,2,0
1857,"sado",2,0,3,0
1858,"sadomaso",2,0,2,0
1859,"sadomaso",2,0,3,0
1860,"sadomasochisme",2,0,3,0
1861,"salaud",2,0,3,0
1862,"salaude",2,0,3,0
1863,"salaudes",2,0,3,0
1864,"salauds",2,0,3,0
1866,"salepute",2,0,3,0
1867,"salesputes",2,0,3,0
1868,"salop",2,0,3,0
1869,"salope",2,0,3,0
1870,"saloperie",2,0,3,0
1871,"saloperies",2,0,3,0
1872,"salopes",2,0,3,0
1873,"salops",2,0,3,0
1874,"saphique",2,0,3,0
1875,"sappho",2,0,3,0
1876,"sapphos",2,0,3,0
1877,"saracemaudite",2,0,3,0
1878,"sarrazin",2,0,2,0
1881,"sauhund",2,0,2,0
1882,"scatologique",2,0,3,0
1883,"schamhaar",2,0,2,0
1884,"schamhaare",2,0,2,0
1885,"schamlippe",2,0,2,0
1886,"schamlippen",2,0,2,0
1887,"scheide",2,0,2,0
1888,"scheidensaft",2,0,2,0
1889,"scheiss",2,0,2,0
1890,"scheisse",2,0,2,0
1891,"scheissen",2,0,2,0
1892,"scheisser",2,0,2,0
1893,"schifferscheisse",2,0,2,0
1894,"schlampe",2,0,2,0
1895,"schlampen",2,0,2,0
1896,"schlampig",2,0,2,0
1897,"schleimfotze",2,0,2,0
1898,"schleimscheisser",2,0,2,0
1899,"schleu",2,0,3,0
1900,"schleue",2,0,3,0
1901,"schleues",2,0,3,0
1902,"schleus",2,0,3,0
1903,"schlitzauge",2,0,2,0
1904,"schlitzaugen",2,0,2,0
1905,"schnaxeln",2,0,2,0
1906,"schwachkopf",2,0,2,0
1907,"schwachköpfe",2,0,2,0
1908,"schwanzlos",2,0,2,0
1909,"schwanzloser",2,0,2,0
1910,"schwanzlutschen",2,0,2,0
1911,"schwanzlutscher",2,0,2,0
1912,"schwanzring",2,0,2,0
1913,"schweinepriester",2,0,2,0
1914,"schwuchtel",2,0,2,0
1915,"schwulette",2,0,2,0
1916,"sebranler",2,0,3,0
1917,"sechsmaschine",2,0,2,0
1918,"sein",2,0,3,0
1919,"seins",2,0,3,0
1920,"sex",0,0,1,0
1921,"sex",2,0,2,0
1922,"sex",2,0,3,0
1923,"sexaction",2,0,2,0
1924,"sexe",0,0,1,0
1925,"sexe",2,0,3,0
1926,"sexeanal",2,0,3,0
1927,"sexking",2,0,2,0
1928,"sexmachine",2,0,2,0
1929,"sexmachine",2,0,3,0
1930,"sexmaschine",2,0,2,0
1931,"sexorgie",2,0,2,0
1932,"sexparty",2,0,2,0
1933,"sexqueen",2,0,2,0
1934,"sexshow",2,0,2,0
1935,"sexuel",2,0,3,0
1937,"sexybitch",2,0,2,0
1938,"sexybitches",2,0,2,0
1939,"shice",2,0,2,0
1940,"shit",2,0,2,0
1941,"shit",2,0,3,0
1942,"shits",2,0,3,0
1943,"sida",1,0,3,0
1944,"siegheil",2,0,2,0
1945,"sodo",2,0,3,0
1946,"sodomie",2,0,2,0
1947,"sodomie",2,0,3,0
1948,"sodomiser",2,0,3,0
1949,"sodomist",2,0,2,0
1950,"sodomisten",2,0,2,0
1951,"sodomite",2,0,3,0
1952,"sodomites",2,0,3,0
1953,"soixanteneuf",2,0,3,0
1954,"soumis",2,0,3,0
1955,"soumise",2,0,3,0
1956,"soumission",2,0,3,0
1957,"spacko",2,0,2,0
1958,"spackomat",2,0,2,0
1959,"spackomaten",2,0,2,0
1960,"spackos",2,0,2,0
1961,"spaghettifresser",2,0,2,0
1962,"spast",2,0,2,0
1963,"spasti",2,0,2,0
1964,"spastiker",2,0,2,0
1967,"sperma",2,0,2,0
1968,"spermafotzen",2,0,2,0
1969,"spermaschlucker",2,0,2,0
1970,"sperme",2,0,3,0
1971,"spermicide",2,0,3,0
1972,"sphincter",2,0,3,0
1973,"ss",2,0,2,0
1974,"ss",2,0,3,0
1975,"staline",0,0,3,0
1977,"steifer",2,0,2,0
1978,"störkraft",2,0,2,0
1979,"stricher",2,0,2,0
1980,"strichjunge",2,0,2,0
1981,"strichjungen",2,0,2,0
1982,"sturmwehr",2,0,2,0
1983,"suce",2,0,3,0
1984,"sucerdesbites",2,0,3,0
1985,"suceur",2,0,3,0
1986,"suceurdebite",2,0,3,0
1987,"suceursdebite",2,0,3,0
1988,"suceuse",2,0,3,0
1989,"swastika",2,0,2,0
1990,"swinger",2,0,2,0
1991,"swingerclub",2,0,2,0
1992,"tachedefoutre",2,0,3,0
1993,"tachedesperme",2,0,3,0
1994,"tafiole",2,0,3,0
1995,"taillerunepipe",2,0,3,0
1996,"tailleurdepipe",2,0,3,0
1997,"tantouse",2,0,3,0
1998,"tantouses",2,0,3,0
1999,"tantouze",2,0,3,0
2000,"tantouzes",2,0,3,0
2001,"tapette",2,0,3,0
2002,"tapettes",2,0,3,0
2003,"tapin",2,0,3,0
2004,"tapine",2,0,3,0
2005,"tapiner",2,0,3,0
2006,"tapines",2,0,3,0
2007,"tapineuse",2,0,3,0
2008,"tapineuses",2,0,3,0
2009,"tapinez",2,0,3,0
2010,"tapins",2,0,3,0
2011,"tarlouse",2,0,3,0
2012,"tarlouze",2,0,3,0
2013,"tarteauxpoils",2,0,3,0
2014,"tartesauxpoils",2,0,3,0
2015,"tasdemerde",2,0,3,0
2016,"testicule",2,0,3,0
2017,"testicules",2,0,3,0
2018,"teube",2,0,3,0
2019,"teubes",2,0,3,0
2020,"teuch",2,0,3,0
2021,"teucha",2,0,3,0
2022,"tittchen",2,0,2,0
2023,"titte",2,0,2,0
2024,"titten",2,0,2,0
2025,"titties",2,0,2,0
2026,"transe",2,0,2,0
2027,"transen",2,0,2,0
2028,"transsexuel",2,0,3,0
2029,"transsexuels",2,0,3,0
2030,"travesti",2,0,3,0
2031,"travestis",2,0,3,0
2032,"tringler",2,0,3,0
2033,"trique",2,0,3,0
2034,"triques",2,0,3,0
2036,"troudeballe",2,0,3,0
2037,"trouduc",2,0,3,0
2038,"trouducul",2,0,3,0
2039,"trousducul",2,0,3,0
2040,"tucke",2,0,2,0
2041,"tunte",2,0,2,0
2042,"tunten",2,0,2,0
2043,"tusse",2,0,2,0
2044,"tussen",2,0,2,0
2045,"untermensch",2,0,2,0
2046,"untermenschen",2,0,2,0
2047,"vagin",2,0,3,0
2048,"vagina",2,0,2,0
2049,"vaginal",2,0,2,0
2050,"vaginal",2,0,3,0
2051,"vaginas",2,0,2,0
2052,"vagins",2,0,3,0
2053,"verarschen",2,0,2,0
2054,"verarscht",2,0,2,0
2055,"verdammt",2,0,2,0
2056,"verfickt",2,0,2,0
2057,"verfickte",2,0,2,0
2058,"vergasen",2,0,2,0
2059,"vergewaltigen",2,0,2,0
2060,"vergewaltiger",2,0,2,0
2061,"vergewaltigung",2,0,2,0
2062,"verjudet",2,0,2,0
2063,"viagra",2,0,2,0
2064,"vibrator",2,0,2,0
2065,"vibratoren",2,0,2,0
2066,"vibro",2,0,3,0
2067,"viol",2,0,3,0
2068,"violer",2,0,3,0
2069,"violeur",2,0,3,0
2070,"virusdusida",1,0,3,0
2071,"volldepp",2,0,2,0
2072,"volldeppen",2,0,2,0
2073,"vollgepisst",2,0,2,0
2074,"vollidiot",2,0,2,0
2076,"vollpissen",2,0,2,0
2078,"vorhaut",2,0,2,0
2079,"votze",2,0,2,0
2080,"votzen",2,0,2,0
2081,"voyeur",2,0,3,0
2082,"voyeurisme",2,0,3,0
2083,"voyeurs",2,0,3,0
2084,"vozze",2,0,2,0
2085,"vozzen",2,0,2,0
2086,"vulva",2,0,2,0
2087,"vulve",2,0,3,0
2088,"waffenss",2,0,2,0
2089,"wasserkopf",2,0,2,0
2090,"whore",2,0,2,0
2091,"wichse",2,0,2,0
2092,"wichsen",2,0,2,0
2093,"wichser",2,0,2,0
2094,"wichser",2,0,2,0
2095,"wichserei",2,0,2,0
2096,"wichsfleck",2,0,2,0
2097,"wichsfrosch",2,0,2,0
2098,"wixe",2,0,2,0
2099,"wixen",2,0,2,0
2100,"wixer",2,0,2,0
2101,"wixerei",2,0,2,0
2102,"wixfleck",2,0,2,0
2103,"wixfrosch",2,0,2,0
2104,"wixxer",2,0,2,0
2105,"youpin",2,0,3,0
2106,"youpine",2,0,3,0
2107,"zob",2,0,3,0
2108,"zobs",2,0,3,0
2109,"zoophile",2,0,3,0
2110,"zoophilie",2,0,3,0
2111,"abgefuckt",2,0,2,0
2112,"abgewichst",2,0,2,0
2113,"abgewixt",2,0,2,0
2114,"abruti",2,0,3,0
2115,"abrutis",2,0,3,0
2116,"abspritzen",2,0,2,0
2117,"abwichsen",2,0,2,0
2118,"abwixen",2,0,2,0
2119,"ad0lf",0,0,3,0
2120,"adoifhitier",0,0,1,0
2121,"adolf",0,0,1,0
2122,"adolf",1,0,3,0
2123,"adolfh",0,0,1,0
2124,"adolfh",0,0,3,0
2125,"adolfhiiter",0,0,3,0
2126,"adolfhiller",0,0,3,0
2127,"adolfhitier",0,0,3,0
2128,"adolfhitler",0,0,1,0
2129,"adolfhitler",1,0,2,0
2130,"adolfhitler",1,0,3,0
2131,"adolfhitler",0,0,3,0
2132,"adolfhitlerr",0,0,3,0
2133,"adolfhittler",0,0,3,0
2134,"adolfshitler",0,0,3,0
2135,"adolfthefuror",0,0,3,0
2136,"adollfhitller",0,0,1,0
2137,"adollfhitller",0,0,3,0
2138,"adolph",0,0,1,0
2139,"adolph",1,0,2,0
2140,"adolph",0,0,3,0
2141,"adolphhitler",0,0,3,0
2142,"adolphhitlur",0,0,3,0
2143,"adolphkampf",0,0,3,0
2144,"aersche",2,0,2,0
2145,"affenarsch",1,0,2,0
2146,"ahla",0,0,1,0
2147,"ahla",0,0,3,0
2148,"ahole",0,0,3,0
2149,"aids",1,0,2,0
2150,"aids",1,0,3,0
2151,"aidsvirus",1,0,2,0
2152,"ala",0,0,1,0
2153,"ala",0,0,3,0
2154,"alha",0,0,1,0
2155,"alha",0,0,3,0
2156,"aljazeera",0,0,1,0
2157,"aljazeera",0,0,3,0
2158,"alqaeda",0,0,1,0
2159,"alqaeda",0,0,3,0
2160,"alqaedakiller",0,0,1,0
2161,"alqaedakiller",0,0,3,0
2162,"alqaedathreat",0,0,1,0
2163,"alqaedathreat",0,0,3,0
2164,"alqueda",0,0,1,0
2165,"alqueda",0,0,3,0
2166,"alqueida",0,0,1,0
2167,"alqueida",0,0,3,0
2168,"alzarqawii",0,0,1,0
2169,"alzarqawii",0,0,3,0
2170,"anal",2,0,2,0
2171,"anal",1,0,2,0
2172,"anal",2,0,3,0
2173,"analbürste",2,0,2,0
2174,"anale",2,0,3,0
2175,"analsex",2,0,2,0
2176,"antisemit",1,0,2,0
2177,"antisemitisch",1,0,2,0
2178,"anulingus",2,0,3,0
2179,"anus",1,0,2,0
2180,"anus",2,0,3,0
2181,"apartheid",1,0,2,0
2182,"apartheid",1,0,3,0
2183,"arier",2,0,2,0
2184,"arisch",2,0,2,0
2185,"arsch",2,0,2,0
2186,"arschfick",2,0,2,0
2187,"arschficken",2,0,2,0
2188,"arschficker",2,0,2,0
2189,"arschfotze",2,0,2,0
2190,"arschgeige",2,0,2,0
2191,"arschgeigen",2,0,2,0
2192,"arschgesicht",2,0,2,0
2193,"arschgesichter",2,0,2,0
2194,"arschgesichter",2,0,2,0
2195,"arschkrampe",2,0,2,0
2196,"arschkriecher",2,0,2,0
2197,"arschlecken",2,0,2,0
2198,"arschlecker",2,0,2,0
2199,"arschloch",2,0,2,0
2200,"arschlöcher",2,0,2,0
2201,"arschnase",2,0,2,0
2202,"arschritze",2,0,2,0
2203,"arschspalte",2,0,2,0
2204,"ashole",2,0,3,0
2205,"asholes",2,0,3,0
2206,"asholez",2,0,3,0
2207,"asholz",2,0,3,0
2208,"assface",2,0,3,0
2209,"asshole",2,0,2,0
2210,"asshole",2,0,3,0
2211,"assholes",2,0,3,0
2212,"asshoz",2,0,3,0
2213,"auschwitz",2,0,2,0
2214,"ausschwitz",1,0,2,0
2215,"ausschwitz",1,0,3,0
2216,"autiste",2,0,3,0
2217,"baise",2,0,3,0
2218,"baïser",2,0,3,0
2219,"baises",2,0,3,0
2220,"baiseur",2,0,3,0
2221,"baïseur",2,0,3,0
2222,"baiseurs",2,0,3,0
2223,"baiseuse",2,0,3,0
2224,"baiseuses",2,0,3,0
2225,"baisodrome",2,0,3,0
2226,"baisodromes",2,0,3,0
2227,"baltringue",2,0,3,0
2228,"bamboula",2,0,3,0
2229,"bastard",2,0,2,0
2230,"bastard",2,0,3,0
2231,"bastarde",2,0,2,0
2232,"bastards",2,0,3,0
2233,"bastardz",2,0,3,0
2234,"basterd",2,0,3,0
2235,"basterds",2,0,3,0
2236,"basterdz",2,0,3,0
2237,"batard",2,0,3,0
2238,"bâtard",2,0,3,0
2239,"batarde",2,0,3,0
2240,"batardes",2,0,3,0
2241,"batardise",2,0,3,0
2242,"batardises",2,0,3,0
2243,"batards",2,0,3,0
2244,"bâtards",2,0,3,0
2245,"bdsm",2,0,3,0
2246,"bekifft",1,0,2,0
2247,"benlaadeen",0,0,1,0
2248,"benlaadeen",2,0,3,0
2249,"bepisse",2,0,2,0
2250,"bepissen",2,0,2,0
2251,"bepisst",2,0,2,0
2252,"bespringen",2,0,2,0
2253,"besprungen",2,0,2,0
2254,"beur",2,0,3,0
2255,"beurrette",2,0,3,0
2256,"biatch",2,0,3,0
2257,"bicot",2,0,3,0
2258,"bicots",2,0,3,0
