"ID","Description","HeightScale","HeightOffset","ParallaxScale","ParallaxOffset","MetersPerTextureTile","ColorMapPath","NormalMapPath","AverageColor","Projection","materialType","worldClutterId00","worldClutterId01","worldClutterId02","worldClutterId03","specularPower","emissiveGlow","scrollSpeed00","scrollSpeed01"
345,"Malgrave_Rock_Cliff_CircleCracks_XY_sm",2,4,0,0,64,"Art\Terrain\_Malgrave\Terrain_Rock_CrackDesigns_Malgrave_001_Color.tex","Art\Terrain\_Malgrave\Terrain_Rock_CrackDesigns_Malgrave_001_Normal.tex",440549665,1,11,0,0,0,0,0,0,0,0
346,"Malgrave_Rock_Cliff_CircleCracks_XZ_sm",5,0,0,0,64,"Art\Terrain\_Malgrave\Terrain_Rock_CrackDesigns_Malgrave_001_Color.tex","Art\Terrain\_Malgrave\Terrain_Rock_CrackDesigns_Malgrave_001_Normal.tex",4064428321,0,11,0,0,0,0,0,0,0,0
347,"Malgrave_Dirt_Runed",4,0,-1,0,16,"Art\Terrain\_Malgrave\Terrain_Dirt_Malgrave_OrangeDesigns_Color.tex","Art\Terrain\_Malgrave\Terrain_Dirt_Malgrave_OrangeDesigns_Normal.tex",3297537594,0,7,45,0,0,0,0,0,0,0
348,"Whitevale_Ice_Wall_ZY_SM",3,0,-4,-2,16,"Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Color.tex","Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Normal.tex",2070645413,2,9,0,0,0,0,0,0,0,0
349,"Whitevale_Ice_Wall_XY_SM",3,0,-4,-2,16,"Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Color.tex","Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Normal.tex",2070645413,1,9,0,0,0,0,0,0,0,0
350,"Generic_TestRef_Checker",1,0,0,0,32,"Art\Terrain\TestReference\Terrain_TestRef_Checker512_MidGrey_Color.tex","Art\Dev\BLANK_Normal.tex",8684164,0,0,0,0,0,0,0,0,0,0
351,"Galeras_Rock_Olive_Wavy_64_ZY",3,0,-0.5,0,64,"Art\Terrain\Rock\Terrain_Rock_WavyCracked_Olive_000_Color.tex","Art\Terrain\Rock\Terrain_Rock_WavyCracked_Olive_000_Normal.tex",2251963698,2,11,0,0,0,0,0,0,0,0
352,"Deradune_Plants",1,0,0,0,8,"Art\Terrain\Dev\Terrain_Dev_Obsolete_Color.tex","Art\Dev\BLANK_Normal.tex",8683132,0,0,0,0,0,0,0,0,0,0
353,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
355,"Deradune_Sand_Beach",1,0,0,0,16,"Art\Terrain\_Deradune\Terrain_Sand_Deradune_000_Color.tex","Art\Terrain\_Deradune\Terrain_Sand_Deradune_000_Normal.tex",2943041825,0,10,86,78,77,87,0,0,0,0
356,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
358,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
359,"Tech_Wires",2,0,0,0,8,"Art\Terrain\Tech\TechWires_000_Color.tex","Art\Terrain\Tech\TechWires_000_Normal.tex",2152942923,0,5,63,0,0,0,0,0,0,0
360,"Deradune_TermiteFlat",1,0,0,0,16,"Art\Terrain\_Deradune\Terrain_CreepingGoo_Flattener_Deradune_000_Color.tex","Art\Terrain\_Deradune\Terrain_CreepingGoo_Flattener_Deradune_000_Normal.tex",2154186571,0,1,0,0,0,0,0,0,0,0
361,"Deradune_TermiteYellowGlobs",1,0,0,0,16,"Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_Bulbs_000_Color.tex","Art\Terrain\_Deradune\Terrain_TerminiteHive_PotMarks_Bulbs_000_Normal.tex",2106352445,0,1,0,0,0,0,0,0,0,0
362,"Tech_Metal",2,0,0,0,8,"Art\Terrain\Tech\TechMetal_000_Color.tex","Art\Terrain\Tech\TechMetal_000_Normal.tex",844321099,0,2,62,0,0,0,0,0,0,0
365,"Algoroc_SoftGrass [PresetTesting]",2,0,0,0,2,"Art\Terrain\Grass\Terrain_Grass_SoftShortDirectional_Green_000_Color.tex","Art\Terrain\Grass\Terrain_Grass_SoftShortDirectional_Green_000_Normal.tex",1112753425,0,8,14,58,59,61,12,0,0,0
366,"Algoroc_SoftGrass_Flowers",2,0,0,0,4,"Art\Terrain\_Algoroc\Terrain_Grass_Base_Color.tex","Art\Terrain\_Algoroc\Terrain_Grass_Base_Normal.tex",2152941841,0,8,14,58,60,61,12,0,0,0
367,"Galeras_Rock_Olive_Wavy_64",4,0,-0.5,0,64,"Art\Terrain\Rock\Terrain_Rock_WavyCracked_Olive_000_Color.tex","Art\Terrain\Rock\Terrain_Rock_WavyCracked_Olive_000_Normal.tex",2907917618,0,11,0,0,0,0,0,0,0,0
368,"Copy of Algoroc_SoftGrass_Flowers",2,0,0,0,2,"Art\Terrain\Grass\Terrain_Grass_SoftShortDirectional_Green_000_Color.tex","Art\Terrain\Grass\Terrain_Grass_SoftShortDirectional_Green_000_Normal.tex",1112753425,0,8,14,0,0,0,12,0,0,0
369,"Algoroc_SoftGrass_Hay",2,0,0,0,2,"Art\Terrain\Grass\Terrain_Grass_SoftShortDirectional_Green_000_Color.tex","Art\Terrain\Grass\Terrain_Grass_SoftShortDirectional_Green_000_Normal.tex",1112753425,0,8,14,0,0,0,12,0,0,0
370,"OBSOLETE_Wilderrun_Moss",1,0,0,0,8,"Art\Terrain\Dev\Terrain_Dev_Obsolete_Color_001.tex","Art\Terrain\_Wilderun\Terrain_Moss_Wilderun_000_Normal.tex",1772796347,0,8,64,70,0,0,0,0,0,0
371,"OBSOLETE_Wilderrun_VineyDirt",1,0,0,0,16,"Art\Terrain\Dev\Terrain_Dev_Obsolete_Color_001.tex","Art\Terrain\_Wilderun\Terrain_VineyDirt_Wilderun_000_Normal.tex",1772796347,0,7,0,0,0,0,0,0,0,0
372,"Wilderrun_Rock_Flat",1,0,-2,1,64,"Art\Terrain\_Wilderun\Terrain_Rock_Flat_Wilderun_000_Color.tex","Art\Terrain\_Wilderun\terrain_rock_flat_wilderun_000_dxtnormal.tex",2152946259,0,11,433,434,435,436,0,0,0,0
373,"OBSOLETE_Wilderrun_Plant_Exotic",1,0,0,0,8,"Art\Terrain\Dev\Terrain_Dev_Obsolete_Color_001.tex","Art\Terrain\_Wilderun\Terrain_Plants_Exotic_Wilderun_000_Normal.tex",1772796347,0,8,71,0,0,0,0,0,0,0
374,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
375,"Terrain_Rubble",1,0,0,0,8,"Art\Terrain\Rubble\Terrain_Rubble_000_Color.tex","Art\Terrain\Rubble\Terrain_Rubble_000_Normal.tex",2119192395,0,15,69,0,0,0,0,0,0,0
381,"Terrain_Litter",1,0,0,0,4,"Art\Terrain\Litter\Terrain_Litter_Color.tex","Art\Terrain\Litter\Terrain_Litter_Normal.tex",2170444376,0,4,80,0,0,0,0,0,0,0
383,"Copy of Deradune_Sand_Beach",1,0,0,0,16,"Art\Terrain\_Deradune\Terrain_Sand_Deradune_000_Color.tex","Art\Terrain\_Deradune\Terrain_Sand_Deradune_000_Normal.tex",2943041825,0,10,86,78,77,87,0,0,0,0
384,"OBSOLETE_Wilderrun_Mud_Straited_XY",1,0,-2,-1,64,"Art\Terrain\Dev\Terrain_Dev_Obsolete_Color_001.tex","Art\Terrain\_Wilderun\terrain_rock_striated_wilderrun_000_dxtnormal.tex",1789573563,1,7,0,0,0,0,0,0,0,0
385,"OBSOLETE_Wilderrun_Mud_Nasty_XY",1,0,-2,-1,32,"Art\Terrain\Dev\Terrain_Dev_Obsolete_Color_001.tex","Art\Terrain\Mud\Terrain_Mud_NastyCracked_BrownDark_000_Normal.tex",2158672315,1,0,0,0,0,0,0,0,0,0
386,"Wilderrun_Rock_Flat_XY",3,0,0,0,64,"Art\Terrain\_Wilderun\Terrain_Rock_Flat_Wilderun_000_Color.tex","Art\Terrain\_Wilderun\Terrain_Rock_Flat_Wilderun_000_Normal.tex",2203278931,1,11,0,0,0,0,0,0,0,0
387,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
389,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
390,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
391,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
392,"Auroria_Obsidian_Flat_XY",2,0,0,0,32,"Art\Terrain\_Auroria\Terrain_BaseRock_Obsidian_Color.tex","Art\Terrain\_Auroria\Terrain_BaseRock_Obsidian_Normal.tex",2199855407,1,11,0,0,0,0,0,0,0,0
393,"NorthernWilds_Gravel",5,0,-1,0.5,8,"Art\Terrain\_NorthernWilds\Terrain_Gravel_SandstoneCut_Nwilds_000_Color.tex","Art\Terrain\Gravel\Terrain_Gravel_SandstoneCut_Rust_000_Normal.tex",2169518130,0,15,28,0,0,0,48,0,0,0
394,"NorthernWilds_Dirt",2,0,0,0,8,"Art\Terrain\_NorthernWilds\Terrain_Dirt_DryGravelBits_Nwilds_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Dirt_DryGravelBits_Nwilds_000_Normal.tex",1363293482,0,7,133,0,0,0,0,0,0,0
395,"NorthernWilds_Rock_Huge",1,0,0,0,64,"Art\Terrain\_NorthernWilds\Terrain_Rock_MicroSandstoneSmooth_Nwilds_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Rock_MicroSandstoneSmooth_Nwilds_000_Normal.tex",708982066,0,11,0,0,0,0,0,0,0,0
396,"NorthernWilds_Rock_Large",1,0,0,0,32,"Art\Terrain\_NorthernWilds\Terrain_Rock_MicroSandstoneSmooth_Nwilds_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Rock_MicroSandstoneSmooth_Nwilds_000_Normal.tex",2151822642,0,11,0,0,0,0,48,0,0,0
397,"NorthernWilds_Rock_Medium",3,0,-1,-0.5,16,"Art\Terrain\_NorthernWilds\Terrain_Rock_MicroSandstoneSmooth_Nwilds_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Rock_MicroSandstoneSmooth_Nwilds_000_Normal.tex",709572914,0,11,0,0,0,0,0,0,0,0
398,"NorthernWilds_Rock_Small",3,0,-1,-0.5,8,"Art\Terrain\_NorthernWilds\Terrain_Rock_MicroSandstoneSmooth_Nwilds_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Rock_MicroSandstoneSmooth_Nwilds_000_Normal.tex",708982066,0,11,0,0,0,0,48,0,0,0
399,"NorthernWilds_Rock_Smooth",2,0,0,0,32,"Art\Terrain\_NorthernWilds\Terrain_Rock_MicroTilingSandstoneSmooth_Nwilds_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Rock_MicroTilingSandstoneSmooth_Rust_Nwilds_000_Normal.tex",2169191477,0,11,0,0,0,0,0,0,0,0
400,"NorthernWilds_Snow",0,1,0,0,16,"Art\Terrain\_NorthernWilds\Terrain_Nwilds_Snow_LightSoftPowder_BlueLight_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Nwilds_Snow_LightSoftPowder_BlueLight_000_Normal.tex",2726068901,0,6,48,103,100,104,0,0,0,0
401,"OBSOLETE_NorthernWilds_SnowDrifts",1,0,-5,2,64,"Art\Terrain\Snow\Terrain_Snow_DriftsCrisp_BlueLight_000_Color.tex","Art\Terrain\Snow\Terrain_Snow_DriftsCrispArcing_BlueLight_000_Normal.tex",1808191471,0,6,0,0,0,0,0,0,0,0
402,"OBSOLETE_NorthernWilds_snowdrift_large",1,0,0,0,128,"Art\Terrain\Snow\Terrain_Snow_LightSoftPowder_BlueLight_000_Color.tex","Art\Terrain\Snow\Terrain_Snow_DriftsCrispArcing_BlueLight_000_Normal.tex",1808191479,0,6,0,0,0,0,0,0,0,0
403,"OBSOLETE_NorthernWilds_SnowRough",3,0,0,0,16,"Art\Terrain\Snow\Terrain_Snow_Rough_BlueLight_000_Color.tex","Art\Terrain\Snow\Terrain_Snow_LightSoftPowderSoftRim_PurpleLight_000_Normal.tex",2009518079,0,6,0,0,0,0,0,0,0,0
404,"NorthernWilds_Ice_Aerated",3,0,-16,16,8,"Art\Terrain\Ice\Terrain_Ice_SmoothAerated_Blue_000_Color.tex","Art\Terrain\Ice\Terrain_Ice_SmoothAerated_Blue_000_Normal.tex",1333037733,0,9,0,0,0,0,0,0,0,0
405,"NorthernWilds_Ice_Wall_XY",3,0,0,4,128,"Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Color.tex","Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Normal.tex",2104199845,1,9,0,0,0,0,0,0,0,0
406,"NorthernWilds_Ice_Wall_XY_SM",3,0,-4,-2,32,"Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Color.tex","Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Normal.tex",2070645413,1,9,0,0,0,0,0,0,0,0
407,"NorthernWilds_Ice_Wall_ZY",3,0,-4,-2,128,"Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Color.tex","Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Normal.tex",2070645413,2,9,0,0,0,0,0,0,0,0
408,"NorthernWilds_Ice_Wall_ZY_SM",3,0,-4,-2,32,"Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Color.tex","Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_000_Normal.tex",2070645413,2,9,0,0,0,0,0,0,0,0
409,"Auroria_Osidian_MineralVein",1,0,0,0,16,"Art\Terrain\_Auroria\Terrain_Rock_Obsidian_Crystals_Color.tex","Art\Terrain\_Auroria\Terrain_Rock_Obsidian_Crystals_Normal.tex",2284991042,0,11,0,0,0,0,0,0,0,0
410,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
411,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
412,"Deradune_Celestion_MossCoveredStone",0.4,0.6,-3,-1.5,16,"Art\Terrain\_Deradune\Terrain_Moss_RockySpeckled_Deradune_000_Color.tex","Art\Terrain\_Deradune\Terrain_Moss_RockySpeckled_Deradune_000_Normal.tex",2155242282,0,15,105,0,0,0,0,0,0,0
413,"BloodgrassPlains_Dirt_Smooth",1,0,0,0,8,"Art\Terrain\_Deradune\Terrain_Dirt_DryGravelBits_Brown_001_Color.tex","Art\Terrain\_Deradune\Terrain_Dirt_DryGravelBits_Deradune_000_Normal.tex",2153990442,0,7,85,84,0,0,0,0,0,0
414,"BloodgrassPlains_Grass_Long",1,0,0,0,2,"Art\Terrain\_CrimsonIsle\Terrain_Grass_HayLongDirectional_CrimsonIsle_000_Color.tex","Art\Terrain\_CrimsonIsle\Terrain_Grass_HayLongDirectional_CrimsonIsle_000_Normal.tex",2155106593,0,8,225,224,226,227,0,0,0,0
415,"BloodgrassPlains_Grass_Short",1,0,0,0,2,"Art\Terrain\_Deradune\Terrain_Grass_LongDirectional_Deradune_000_Color.tex","Art\Terrain\_Deradune\Terrain_Grass_LongDirectional_Deradune_000_Normal.tex",931419425,0,8,41,72,73,57,0,0,0,0
416,"BloodgrassPlains_Dirt_Crumbled",3,0.5,0,0,8,"Art\Terrain\_Deradune\Terrain_Mud_DriedBubbly_Deradune_000_Color.tex","Art\Terrain\Dirt\Terrain_Dirt_MudDriedBubbly_BrownDark_000_Normal.tex",1817916705,0,7,81,75,76,98,0,0,0,0
417,"BloodgrassPlains_Stones",3,0,-2,1,16,"Art\Terrain\_Deradune\Terrain_Gravel_SmoothRound_Deradune_000_Color.tex","Art\Terrain\_Deradune\Terrain_Gravel_SmoothRound_Deradune_000_Normal.tex",2154905375,0,15,98,0,0,0,0,0,0,0
418,"BloodgrassPlains_Dirt_Cracked",3,0,-0.5,0,8,"Art\Terrain\_Deradune\Terrain_Dirt_Cracked_Deradune_000_Color.tex","Art\Terrain\_Deradune\Terrain_Dirt_Cracked_Deradune_000_Normal.tex",1248015641,0,7,0,0,0,0,0,0,0,0
419,"BloodgrassPlains_Mud_Nasty",3,0,0,0,8,"Art\Terrain\_Deradune\Terrain_Dirt_DryClumpy_Deradune_000_Color.tex","Art\Terrain\Mud\Terrain_Mud_NastyBonesNBits_BrownDark_000_Normal.tex",2154182943,0,17,0,0,0,0,0,0,0,0
420,"BloodgrassPlains_Sand_Beach",1,0,0,0,16,"Art\Terrain\_CrimsonIsle\Terrain_Sand_CrimsonIsle_000_Color.tex","Art\Terrain\_Deradune\Terrain_Sand_Deradune_000_Normal.tex",2004633898,0,10,86,78,77,87,0,0,0,0
421,"Wilderrun_Grass",2,0,0,0,8,"Art\Terrain\_Wilderun\Terrain_Grass_Base_Wilderun_000_Color.tex","Art\Terrain\Grass\Clutter\Clutter_Grass_CrispLongDirectional_GreenDarkDesaturated_000_Normal.tex",2153800288,0,8,123,124,391,392,0,0,0,0
422,"Wilderrun_Moss_Filler",1,0,0,0,16,"Art\Terrain\_Wilderun\Terrain_Bubbles_Wilderun_000_Color.tex","Art\Terrain\_Wilderun\Terrain_Bubbles_Wilderun_000_Normal.tex",2453693498,0,8,126,310,311,312,0,0,0,0
423,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
424,"Wilderrun_Pustules",1,0,-0.75,0.375,8,"Art\Terrain\_Wilderun\Terrain_Bubbles_Wilderun_001_Color.tex","Art\Terrain\_Wilderun\Terrain_Bubbles_Wilderun_001_Normal.tex",2352631596,0,13,122,313,314,315,0,0,0,0
425,"BloodgrassPlains_Rock_Smooth_XY",1,1,0,0,32,"Art\Terrain\_Deradune\Terrain_Rock_MicroTilingtSandstone_Deradune_000_Color.tex","Art\Terrain\_Deradune\Terrain_Rock_MicroTilingtSandstone_Deradune_000_Normal.tex",1282096417,1,11,0,0,0,0,0,0,0,0
426,"BloodgrassPlains_Rock_Smooth_ZY",1,1,0,0,32,"Art\Terrain\_Deradune\Terrain_Rock_MicroTilingtSandstone_Deradune_000_Color.tex","Art\Terrain\_Deradune\Terrain_Rock_MicroTilingtSandstone_Deradune_000_Normal.tex",1282096417,2,11,0,0,0,0,0,0,0,0
427,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
428,"Wilderrun_Moss_Rock",1,0,0,0,16,"Art\Terrain\_Wilderun\Terrain_Mossy_Rock_Wilderun_000_Color.tex","Art\Terrain\_Wilderun\Terrain_Mossy_Rock_Wilderun_000_Normal.tex",2169197899,0,11,433,434,435,436,0,0,0,0
429,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
430,"Wilderrun_Vines",1,0,-0.5,0.25,8,"Art\Terrain\_Wilderun\Terrain_Dirt_Vines_Wilderun_000_Color.tex","Art\Terrain\_Wilderun\Terrain_Dirt_Vines_Wilderun_000_Normal.tex",2286635314,0,17,421,120,125,316,0,0,0,0
431,"Algoroc_Bones",5,0,0,0,8,"Art\Terrain\_Dreadmoor\Terrain_Bones_Pile_000_Color.tex","Art\Terrain\_Dreadmoor\Terrain_Bones_Pile_000_Normal.tex",976893217,0,15,0,0,0,0,0,0,0,0
432,"NorthernWilds_Pine_Needles",5,0,0,0,8,"Art\Terrain\Organic\Terrain_Organic_ForestBedPineNeedles_GoldDark_000_Color.tex","Art\Terrain\Organic\Terrain_Organic_ForestBedPineNeedles_GoldDark_000_Normal.tex",1277834538,0,8,4,103,0,0,0,0,0,0
433,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
434,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
435,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
436,"NorthernWilds_Mud_Wet",1,0,0,0,8,"Art\Terrain\_NorthernWilds\Terrain_Dirt_DryGravelBits_Nwilds_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Dirt_DryGravelBits_Nwilds_000_Normal.tex",2168468519,0,17,133,0,0,0,0,0,0,0
437,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
438,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
439,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
440,"Terrain_Scorched_Embers",1,0,-0.25,0,16,"Art\Terrain\Scorched\Terrain_Scorched_CharredDirtGravel_Embers_000_Color.tex","Art\Terrain\Scorched\Terrain_Scorched_CharredDirtGravel_Embers_000_Normal.tex",2148930321,0,12,0,289,290,291,0,0,0,0
441,"NorthernWilds_Mud_Wet_Tracks",1,0,0,0,8,"Art\Terrain\_NorthernWilds\Terrain_Dirt_DryGravelBits_Tracks_Nwilds_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Dirt_DryGravelBits_Tracks_Nwilds_000_Normal.tex",2118137127,0,17,0,0,0,0,0,0,0,0
442,"OBSOLETE_NorthernWilds_Snow",1,0,0,0,8,"Art\Terrain\_NorthernWilds\Terrain_Nwilds_Snow_Rough_BlueLight_000_Color.tex","Art\Terrain\_NorthernWilds\Terrain_Snow_Rough_BlueLight_000_Normal.tex",1924512743,0,0,0,0,0,0,0,0,0,0
443,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
444,"Wilderrun_Moss_Flattener",1,0,0,0,4,"Art\Terrain\_Wilderun\Terrain_Moss_Flattener_Wilderun_001_Color.tex","Art\Terrain\_Wilderun\Terrain_Moss_Flattener_Wilderun_001_Normal.tex",2152428082,0,8,318,120,125,316,0,0,0,0
445,"Terrain_Tar_Basic",1,0,-0.5,0.25,8,"Art\Terrain\Mud\Terrain_Tar_Basic_000_color.tex","Art\Terrain\Mud\Terrain_Tar_Basic_000_normal.tex",2132022036,0,17,0,378,379,380,0,0,0,0
446,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
447,"Terrain_Ice_Flattener",1,0,-4,-2,128,"Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_Flattener_000_Color.tex","Art\Terrain\Ice\Terrain_Ice_WallBlocky_Blue_Flattener_000_Normal.tex",3094646445,1,9,0,0,0,0,0,0,0,0
448,"Wilderrun_Roots",1,0,0,0,16,"Art\Terrain\_Wilderun\Terrain_Roots_Wilderun_000_Color.tex","Art\Terrain\_Wilderun\Terrain_Roots_Wilderun_000_Normal.tex",2167746847,0,14,28,120,125,316,0,0,0,0
449,"Deradune_Mud_NastyCracked",1,0,-2,-1,8,"Art\Terrain\_Deradune\Terrain_Mud_NastyCracked_Deradune_000_Color.tex","Art\Terrain\Mud\Terrain_Mud_NastyCracked_BrownDark_000_Normal.tex",2151100444,0,17,55,53,54,51,0,0,0,0
450,"New Layer",1,0,0,0,8,"Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Color.tex","Art\Water\Temp\Water_BaseTEMP_BlueGreen_000_Normal.tex",10339262,0,0,0,0,0,0,0,0,0,0
451,"Copy of Malgrave_Road",8,-0.4,0,0,16,"Art\Terrain\_Malgrave\Terrain_Road_Malgrave_GreenYellow_Color.tex","Art\Terrain\_Malgrave\Terrain_Road_Malgrave_GreenYellow_Normal.tex",2457097522,0,7,88,91,0,0,0,0,0,0
452,"Wilderrun_Base_Dirt",1,0,0,0,8,"Art\Terrain\_Wilderun\Terrain_Dirt_Base_Wilderun_000_Color.tex","Art\Terrain\_Wilderun\Terrain_Dirt_Base_Wilderun_000_Normal.tex",2253079602,0,7,317,120,125,411,0,0,0,0
453,"Algoroc_StripMined_ZY",1,0,0,0,64,"Art\Terrain\Rock\Terrain_Rock_StripMined_000_Diffuse.tex","Art\Terrain\Rock\Terrain_Rock_StripMined_000_Normal.tex",2171679265,2,11,0,0,0,0,0,0,0,0
454,"Algoroc_StripMined_XY",1,0,0,0,64,"Art\Terrain\Rock\Terrain_Rock_StripMined_000_Diffuse.tex","Art\Terrain\Rock\Terrain_Rock_StripMined_000_Normal.tex",2171679265,1,11,0,0,0,0,0,0,0,0
455,"Northernwilds_Grass_frozen",2,0,0,0,2,"Art\Terrain\_NorthernWilds\Terrain_Grass_CrispLongDirectional_NorthernWilds_GreenDarkDesaturated_Frosty_000_Color.tex","Art\Terrain\Grass\Terrain_Grass_SoftShortDirectional_Green_000_Normal.tex",1116511934,0,8,127,100,101,102,12,0,0,0
456,"Auroria_Obsidian_Geode",2,0,1,0,32,"Art\Terrain\_Auroria\Terrain_Rock_Obsidian_Geode_Color.tex","Art\Terrain\_Auroria\Terrain_Rock_Obsidian_Geode_Normal.tex",2234461757,0,15,0,0,0,0,0,0,0,0
