"ID","episodeId","questId","orderIdx","flags"
3602,670,8569,3,0
3603,670,8549,3,0
3604,670,8570,4,0
3605,670,8550,4,0
3606,670,8551,5,0
3607,656,8572,2,1
3608,671,8573,0,0
3609,671,8574,1,0
3626,590,7376,6,0
3627,590,7378,7,0
3628,670,7377,6,0
3629,670,7379,7,0
3630,671,8581,2,0
3633,677,8598,0,0
3634,677,8582,1,0
3635,677,8599,1,0
3636,677,8600,2,0
3637,678,8353,1,1
3638,678,8354,2,0
3639,678,8356,3,0
3640,678,8357,4,0
3642,678,8355,2,0
3643,678,8604,2,0
3645,680,8586,0,0
3646,680,8587,1,0
3647,680,8588,2,0
3650,657,8196,1,0
3654,658,8203,1,0
3655,682,8591,0,0
3656,682,8593,0,0
3657,682,8594,0,0
3672,525,8668,6,0
3674,606,7852,0,1
3675,605,7853,0,1
3676,606,7864,5,0
3679,613,7716,0,1
3680,605,7865,5,0
3691,615,7736,0,1
3692,616,7737,0,1
3710,493,5907,6,0
3711,558,8759,6,0
3712,473,5529,0,1
3713,527,5716,0,1
3720,696,6735,0,0
3721,696,6832,1,0
3729,515,8804,6,1
3731,631,8823,2,0
3733,484,8826,5,0
3734,698,8840,0,0
3735,698,8850,1,0
3736,698,8851,2,0
3737,338,4727,0,3
3738,338,5407,0,3
3743,467,8856,3,0
3744,463,8855,3,0
3745,342,8857,0,1
3747,699,8869,1,0
3748,699,8872,2,0
3749,700,8870,1,0
3750,700,8873,2,0
3754,701,8894,0,0
3755,701,8896,1,0
3761,701,8910,2,0
3762,701,8914,3,0
3775,561,6992,1,0
3776,561,6994,2,0
3777,561,7013,3,0
3778,561,7017,4,0
3779,392,8953,6,0
3780,314,3479,0,1
3781,314,3480,0,1
3782,335,5410,0,1
3783,648,8164,0,1
3787,506,6238,1,0
3797,516,7540,0,0
3798,515,6296,0,1
3799,515,6297,1,1
3803,706,8983,1,0
3804,706,8984,2,0
3805,706,8987,3,0
3806,427,4989,1,0
3807,548,6807,0,1
3808,536,6814,0,1
3809,555,7110,0,1
3810,490,6026,8,3
3811,707,9050,0,1
3813,707,9052,1,0
3816,707,9055,2,0
3817,707,9057,3,0
3818,707,9062,4,0
3819,707,9063,5,0
3820,707,9064,6,0
3821,709,8994,0,0
3822,709,8993,1,0
3823,709,8995,2,0
3824,709,8996,3,0
3825,709,8997,4,0
3826,709,8998,5,0
3827,708,9061,2,0
3828,708,9068,3,0
3829,710,9013,1,0
3830,710,9014,2,0
3831,710,9015,3,0
3832,710,9016,4,0
3833,710,9017,5,0
3834,708,9075,1,0
3835,708,9054,2,0
3836,608,7665,0,1
3837,635,8055,0,1
3838,711,9117,0,1
3839,711,9118,1,0
3840,711,9119,2,0
3841,711,9120,3,0
3842,711,9121,4,0
3843,711,9122,5,0
3844,711,9123,6,0
3845,708,9074,0,1
3846,490,6028,2,3
3847,490,6027,11,3
3848,712,6428,0,0
3849,712,6429,1,0
3850,712,6430,2,0
3851,712,6431,3,0
3852,713,9002,0,0
3853,713,9003,1,0
3854,713,9004,2,0
3855,713,9005,3,0
3856,713,9006,4,0
3857,713,9007,5,0
3858,714,9171,0,1
3860,714,9173,3,0
3863,714,9188,4,0
3864,715,9189,0,1
3866,715,9190,3,0
3867,715,9174,1,0
3868,715,9175,1,0
3869,715,9191,4,0
3870,716,9176,1,0
3871,716,9177,2,0
3872,716,9178,3,0
3873,716,9179,4,0
3876,717,9182,1,0
3877,717,9183,2,0
3878,717,9184,3,0
3879,717,9185,4,0
3882,621,7866,0,0
3883,526,8729,6,0
3884,718,9197,1,0
3885,718,9192,2,0
3886,718,9193,3,0
3887,718,9194,4,0
3888,718,9195,5,0
3889,714,9210,1,0
3890,714,9211,1,0
3891,700,9085,3,0
3892,700,9089,4,0
3893,700,9090,5,0
3894,699,9084,3,0
3895,699,9086,4,0
3896,699,9088,5,0
3897,411,5259,0,1
3898,384,4717,0,1
3899,452,2907,0,0
3900,719,9274,1,0
3901,719,9282,2,0
3902,448,5371,0,1
3903,719,9286,3,0
3904,719,9287,4,0
3905,719,9288,5,0
3906,447,5354,0,1
3907,442,5491,0,1
3908,394,4905,0,1
3909,400,4963,0,1
3910,433,8800,0,1
3927,519,6523,2,0
3928,619,7906,2,0
3929,720,9413,0,0
3930,721,9416,0,0
3931,720,9414,1,0
3932,593,9069,0,1
3933,630,9070,0,1
3934,721,9417,1,0
3935,720,8939,1,0
3936,720,8954,2,0
3937,720,9415,3,0
3938,720,8916,4,1
3939,721,8940,1,0
3940,721,8945,2,0
3941,721,9418,3,0
3942,721,8917,4,1
3945,633,9434,0,1
3946,519,6424,0,0
3948,595,9444,0,1
3949,612,8060,0,1
3950,612,7978,0,1
3951,625,9447,0,1
3956,722,9487,0,0
3957,722,9493,1,0
3958,722,9494,2,0
3967,513,6253,3,0
3973,369,9690,0,1
3974,508,6352,0,1
3975,641,6258,0,1
3976,514,6260,4,0
3977,727,9707,0,0
3978,727,9708,1,0
3979,727,9709,2,0
3980,727,9710,3,0
3981,727,9711,4,0
3982,727,9712,5,0
3985,641,6512,4,0
3986,508,6279,4,0
3989,731,9723,1,0
3990,731,9724,2,0
3991,731,9725,3,0
3992,731,9726,4,0
3993,731,9727,5,0
3994,731,9728,6,0
3999,732,9800,0,0
4000,732,9801,0,0
4001,732,9802,0,0
4002,732,9803,0,0
4003,732,9804,0,0
4004,732,9805,0,0
4005,733,9807,0,0
4006,733,9808,0,0
4007,733,9809,0,0
4008,733,9810,0,0
4009,733,9811,0,0
4010,733,9812,0,0
4011,734,9750,1,0
4012,734,9839,2,0
4013,734,9751,3,0
4014,734,9840,4,0
4015,734,9841,5,0
4016,303,3163,7,0
4017,303,3347,8,0
4018,727,9716,6,0
4019,731,9729,7,0
4020,735,5270,0,1
4021,735,8750,0,1
4022,735,5312,0,1
4024,735,9898,1,0
4025,309,3316,0,3
4026,736,9876,0,1
4027,736,9877,0,1
4028,736,9878,0,1
4029,736,9902,1,0
4030,543,6619,0,3
4031,541,6805,6,0
4032,494,9067,0,0
4033,494,5924,1,0
4034,469,5822,0,1
4035,735,9899,0,0
4036,735,9900,0,0
4037,303,3369,0,1
4038,303,3370,0,1
4039,431,4964,0,3
4040,736,9903,0,0
4041,736,9904,0,0
4042,468,9905,0,1
4043,422,4830,0,3
4044,337,4703,0,3
4045,737,9958,0,0
4046,737,9959,1,0
4047,737,9960,2,0
4049,738,10024,0,3
4050,738,10025,0,3
4051,738,10029,2,0
4052,738,10031,3,0
4053,561,7018,5,0
4054,561,7057,6,0
4055,696,6758,2,0
4056,696,6742,3,0
4057,696,8913,4,0
4058,696,6760,5,0
4059,738,10412,4,0
4060,738,10413,5,0
4061,739,10419,0,3
4062,739,10420,0,3
4063,739,10421,2,0
4064,739,10422,3,0
4065,739,10423,4,0
4066,739,10424,5,0
4067,738,10425,1,0
4068,739,10431,1,0
4069,740,10433,1,0
4070,740,10434,2,0
4071,740,10435,3,0
4072,740,10436,4,0
4073,740,10437,5,0
4074,740,10438,6,0
4075,740,10439,7,0
4076,741,10440,1,0
4077,741,10441,2,0
4078,741,10442,3,0
4079,741,10443,4,0
4080,741,10444,5,0
4081,741,10445,6,0
4082,742,9595,0,0
4083,743,9594,0,0
4084,700,10097,0,0
4085,699,10096,0,0
4092,744,10491,0,0
4093,744,10493,1,0
4094,744,10495,2,0
4095,744,10498,3,0
4096,744,10500,4,0
4097,745,10492,0,0
4098,745,10494,1,0
4099,745,10497,2,0
4100,745,10499,3,0
4101,745,10501,4,0
4102,508,9730,7,0
4103,641,9731,7,0
4104,508,6285,11,0
4105,641,9780,11,0
4106,508,9783,10,0
4107,641,9784,10,0
4108,508,6280,8,0
4109,641,6490,8,0
4110,508,6281,9,0
4111,641,6491,9,0
4112,641,6506,12,0
4113,508,6283,12,0
4114,508,9773,13,0
4115,641,9774,13,0
4117,746,10587,1,0
4118,746,10588,2,0
4119,746,10589,3,0
4120,747,10592,1,0
4121,747,10593,2,0
4122,747,10594,3,0
