"ID","vehicleTypeEnum","numberPilots","pilotPosture00","pilotPosture01","numberPassengers","passengerPosture00","passengerPosture01","passengerPosture02","passengerPosture03","passengerPosture04","passengerPosture05","numberGunners","gunnerPosture00","gunnerPosture01","gunnerPosture02","gunnerPosture03","gunnerPosture04","gunnerPosture05","vendorItemPrice","localizedTextIdName","localizedTextIdTooltip","buttonIcon","flags","soundEventIdTakeoff","soundEventIdLanding","waterSurfaceEffectIdMoving","waterSurfaceEffectIdStanding","waterSurfaceEffectIdJumpIn","waterSurfaceEffectIdJumpOut"
271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,169426,169427,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
272,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,79,169428,169429,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
273,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
274,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
275,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
276,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
277,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169927,169928,"Icon_ItemMisc_tool_0003",1,0,0,0,0,0,0
278,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169962,169963,"Icon_ItemMisc_tool_0003",1,0,0,0,0,0,0
279,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,169964,169965,"Icon_ItemMisc_tool_0003",1,0,0,0,0,0,0
280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
285,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
287,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185838,0,"",8192,0,0,0,0,0,0
288,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173544,173545,"Icon_ItemMisc_Cog",0,0,0,0,0,0,0
289,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173726,"Icon_SkillEnergy_ui_srcr_shckntrp",8,0,0,0,0,0,0
290,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173899,"Icon_SkillEnergy_ui_srcr_shckntrp",8,0,0,0,0,0,0
292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175239,"Icon_SkillEnergy_ui_srcr_shckntrp",8,0,0,0,0,0,0
296,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,175885,175886,"",8192,0,0,0,0,0,0
297,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,175921,175922,"Icon_ItemMisc_tool_0003",8192,0,0,0,0,0,0
298,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,176120,176121,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
299,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,176122,176123,"Icon_ItemMisc_tool_0003",8192,0,0,0,0,0,0
302,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",4,0,0,0,0,0,0
303,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,183703,183704,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
304,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,183706,183707,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
305,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,183710,183711,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
306,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,184164,184165,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
307,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,184166,184167,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
308,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,184168,184169,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
309,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,184187,184188,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
310,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,184189,184190,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
311,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,184191,184192,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
312,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185837,185657,"Icon_SkillEnergy_ui_srcr_shckntrp",8,0,0,0,0,0,0
316,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
317,1,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10496,0,0,0,0,0,0
318,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
319,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
320,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
322,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2061,0,0,0,0,0,0
323,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,195376,195377,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
324,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,195378,195379,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
325,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,195381,195382,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
326,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,195383,195384,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
327,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,195385,195386,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
328,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,195387,195388,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
329,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,195389,195390,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
330,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,195393,195394,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
331,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,195395,195396,"Icon_ItemMisc_tool_0003",0,0,0,0,0,0,0
332,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
333,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
334,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
335,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,60621,60620,0,0,0,0
336,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
337,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
338,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
339,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"",8192,0,0,0,0,0,0
340,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
341,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"",8192,0,0,0,0,0,0
345,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10560,0,0,0,0,0,0
346,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",10240,0,0,0,0,0,0
349,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
350,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
351,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
352,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2505,0,0,0,0,0,0
353,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212805,0,"",8192,0,0,0,0,0,0
354,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212806,0,"",8192,0,0,0,0,0,0
355,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,212808,0,"",0,0,0,0,0,0,0
358,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,215370,0,"",0,0,0,0,0,0,0
363,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"",0,0,0,0,0,0,0
365,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222439,0,"",0,0,0,0,0,0,0
366,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
367,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
369,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
370,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2056,0,0,0,0,0,0
371,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1,0,0,0,0,0,0
374,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
376,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
381,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",512,0,0,0,0,0,0
383,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",12,0,0,0,0,0,0
385,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2176,0,0,0,0,0,0
389,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",128,0,0,0,0,0,0
391,1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
392,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
393,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",512,0,0,0,0,0,0
394,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
395,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",385,0,0,0,0,0,0
396,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",452,0,0,0,0,0,0
397,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2048,0,0,0,0,0,0
398,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265579,265580,"",8200,0,0,0,0,0,0
400,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2504,0,0,0,0,0,0
401,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",269,0,0,0,0,0,0
402,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2381,0,0,0,0,0,0
403,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",528,0,0,0,0,0,0
404,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
405,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",32,0,0,0,0,0,0
406,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",332,0,0,0,0,0,0
407,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",272448,0,0,0,0,0,0
408,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,100,288659,288660,"Icon_ItemMisc_UI_Item_Gears",0,0,0,0,0,0,0
409,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,289139,0,"",8462,0,0,0,0,0,0
411,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",527424,0,0,9,10,13,14
413,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297392,0,"",2048,0,0,0,0,0,0
414,1,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8450,0,0,0,0,0,0
415,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
416,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2125,0,0,0,0,0,0
418,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
419,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
420,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",512,0,0,0,0,0,0
421,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306507,0,"",0,0,0,0,0,0,0
423,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306816,306817,"",320,0,0,0,0,0,0
425,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
429,1,1,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
434,4,1,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,0,"",0,0,0,0,0,0,0
435,4,1,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,0,"",0,0,0,0,0,0,0
436,4,1,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,0,"",0,0,0,0,0,0,0
437,4,1,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,0,"",0,0,0,0,0,0,0
438,4,1,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,0,"",0,0,0,0,0,0,0
439,4,1,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,0,"",0,0,0,0,0,0,0
440,4,1,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,0,"",0,0,0,0,0,0,0
441,4,1,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,0,0,0,"",0,0,0,0,0,0,0
443,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
444,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
446,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",37184,0,0,0,0,0,0
449,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352799,0,"",6464,0,0,0,0,0,0
450,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",384,0,0,0,0,0,0
452,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
453,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
455,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370151,0,"",6464,0,0,0,0,0,0
456,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
457,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
458,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
459,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
460,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
461,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
463,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2048,0,0,0,0,0,0
464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",256,0,0,0,0,0,0
465,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
466,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2116,0,0,0,0,0,0
467,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
468,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
469,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
470,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
471,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",272448,0,0,0,0,0,0
472,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",272448,0,0,0,0,0,0
473,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"",0,0,0,0,0,0,0
476,4,0,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,15,0,0,"",2080,0,0,0,0,0,0
477,4,0,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,15,0,0,"",2080,0,0,0,0,0,0
478,4,0,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,15,0,0,"",2080,0,0,0,0,0,0
479,4,0,4,4,1,4,4,4,4,4,4,0,4,4,4,4,4,4,15,0,0,"",2080,0,0,0,0,0,0
482,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",37184,0,0,0,0,0,0
483,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"",32,0,0,0,0,0,0
484,5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"",32,0,0,0,0,0,0
485,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8194,0,0,0,0,0,0
486,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",6605,0,0,0,0,0,0
487,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",1088,0,0,0,0,0,0
488,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",448,0,0,0,0,0,0
489,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",4544,0,0,0,0,0,0
491,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",171072,0,0,0,0,0,0
492,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"",8192,0,0,0,0,0,0
493,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,"",0,0,0,0,0,0,0
494,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",33856,0,0,0,0,0,0
495,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",512,0,0,0,0,0,0
496,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",512,0,0,0,0,0,0
497,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",6464,0,0,0,0,0,0
498,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",16,0,0,0,0,0,0
499,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",16,0,0,0,0,0,0
500,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",16,0,0,0,0,0,0
501,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",16,0,0,0,0,0,0
502,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",16,0,0,0,0,0,0
503,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",16,0,0,0,0,0,0
504,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",16,0,0,0,0,0,0
505,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",16,0,0,0,0,0,0
506,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",16,0,0,0,0,0,0
507,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",16,0,0,0,0,0,0
508,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2125,0,0,0,0,0,0
509,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490397,490398,"",2509,0,0,0,0,0,0
510,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2497,0,0,0,0,0,0
511,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",3,0,0,0,0,0,0
512,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505337,505338,"",6144,0,0,0,0,0,0
513,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505363,505364,"",2305,0,0,0,0,0,0
514,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,0,0,0,0,0
515,0,1,4,4,1,0,4,4,4,4,4,0,4,4,4,4,4,4,0,0,0,"",0,0,0,0,0,0,0
516,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,0,0,0,0,0
517,0,1,4,4,1,0,4,4,4,4,4,0,4,4,4,4,4,4,0,0,0,"",0,0,0,0,0,0,0
518,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,0,0,0,0,0
519,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,0,0,0,0,0
520,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,0,0,0,0,0
521,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,0,0,0,0,0
522,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2,0,0,0,0,0,0
523,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2497,0,0,0,0,0,0
524,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",9280,0,0,0,0,0,0
525,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2048,0,0,0,0,0,0
526,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2048,0,0,0,0,0,0
527,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2048,0,0,0,0,0,0
528,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2048,0,0,0,0,0,0
529,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",2048,0,0,0,0,0,0
530,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
531,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
532,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
533,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
534,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
536,4,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",543808,0,0,9,10,13,14
537,0,1,4,4,1,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
538,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",35149,0,0,0,0,0,0
539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",186432,0,0,0,0,0,0
540,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",35149,0,0,0,0,0,0
541,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",8192,0,0,0,0,0,0
542,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
543,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
544,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
545,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
546,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",394304,0,0,0,0,0,0
547,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",514,0,0,0,0,0,0
548,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",514,0,0,0,0,0,0
549,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"",0,0,0,0,0,0,0
