"ID","archiveEntryId","archiveEntryUnlockRuleEnum","archiveEntryUnlockRuleFlags","object00","object01","object02","object03","object04","object05"
683,637,2,0,4850,7037,8438,0,0,0
684,638,1,0,2590,0,0,0,0,0
685,639,1,0,3137,0,0,0,0,0
686,290,1,0,167,0,0,0,0,0
687,550,0,0,2634,0,0,0,0,0
688,640,2,0,6733,8056,7666,0,0,0
689,239,2,0,6588,0,0,0,0,0
690,641,2,0,6664,0,0,0,0,0
691,642,0,0,4754,0,0,0,0,0
692,643,2,0,5640,0,0,0,0,0
693,387,2,0,3901,0,0,0,0,0
694,644,2,0,3902,0,0,0,0,0
695,376,2,0,6716,0,0,0,0,0
696,646,0,0,4755,0,0,0,0,0
697,647,2,0,5585,0,0,0,0,0
698,648,2,0,7065,0,0,0,0,0
699,649,2,0,6979,7780,0,0,0,0
700,0,0,0,2638,0,0,0,0,0
701,0,2,0,7598,0,0,0,0,0
702,651,2,0,5799,6667,5883,0,0,0
703,652,2,0,6602,6811,6603,0,0,0
705,166,0,0,4756,0,0,0,0,0
706,653,2,0,7142,0,0,0,0,0
707,654,2,0,7172,5304,0,0,0,0
708,655,2,0,5304,3905,0,0,0,0
709,656,2,0,6270,0,0,0,0,0
710,657,2,0,7687,0,0,0,0,0
711,658,2,0,8101,0,0,0,0,0
712,659,2,0,5452,0,0,0,0,0
713,660,2,0,6400,0,0,0,0,0
714,661,2,0,8031,8040,7705,7896,7751,0
715,662,2,0,8040,8031,7705,7896,0,0
716,663,2,0,7142,0,0,0,0,0
717,664,2,0,7142,0,0,0,0,0
718,665,2,0,7142,0,0,0,0,0
719,666,2,0,5702,5689,0,0,0,0
720,667,2,0,6271,0,0,0,0,0
721,668,2,0,6424,0,0,0,0,0
722,669,2,0,6424,0,0,0,0,0
723,670,2,0,6239,0,0,0,0,0
724,671,2,0,9136,0,0,0,0,0
725,672,2,0,9137,0,0,0,0,0
726,673,2,0,9093,0,0,0,0,0
727,674,2,0,9140,0,0,0,0,0
728,675,2,0,9145,0,0,0,0,0
729,676,2,0,9148,0,0,0,0,0
730,677,2,0,9142,0,0,0,0,0
731,678,2,0,9147,0,0,0,0,0
732,679,2,0,9129,0,0,0,0,0
733,680,2,0,9092,0,0,0,0,0
734,681,2,0,9143,0,0,0,0,0
735,682,2,0,9139,0,0,0,0,0
736,683,2,0,9144,0,0,0,0,0
737,684,2,0,9146,0,0,0,0,0
738,685,2,0,9141,0,0,0,0,0
739,686,2,0,9138,0,0,0,0,0
740,582,1,0,2044,0,0,0,0,0
741,687,0,0,2747,0,0,0,0,0
742,688,1,0,1322,0,0,0,0,0
743,689,1,0,1362,0,0,0,0,0
744,690,1,0,3071,0,0,0,0,0
745,691,1,0,2292,0,0,0,0,0
746,692,1,0,1534,0,0,0,0,0
747,693,1,0,1535,0,0,0,0,0
748,694,1,0,1560,0,0,0,0,0
749,695,1,0,1585,0,0,0,0,0
750,696,1,0,1586,0,0,0,0,0
751,697,1,0,3156,0,0,0,0,0
752,698,1,0,3159,0,0,0,0,0
753,699,1,0,2373,0,0,0,0,0
754,700,1,0,3184,0,0,0,0,0
755,701,1,0,3058,0,0,0,0,0
756,702,0,0,2639,0,0,0,0,0
757,703,0,0,2712,0,0,0,0,0
758,704,0,0,2716,0,0,0,0,0
759,705,0,0,2720,0,0,0,0,0
760,32,2,0,3509,5796,5863,6045,0,0
761,33,2,0,9724,0,0,0,0,0
762,707,0,0,5360,0,0,0,0,0
763,708,0,0,5350,0,0,0,0,0
764,709,0,0,5361,0,0,0,0,0
765,710,0,0,5344,0,0,0,0,0
766,711,0,0,5345,0,0,0,0,0
767,712,0,0,2399,0,0,0,0,0
768,713,0,0,5346,0,0,0,0,0
769,714,0,0,5347,0,0,0,0,0
770,715,0,0,5348,0,0,0,0,0
771,716,0,0,5349,0,0,0,0,0
772,708,0,0,5350,0,0,0,0,0
773,717,0,0,5351,0,0,0,0,0
774,718,0,0,5352,0,0,0,0,0
775,719,0,0,5353,0,0,0,0,0
776,720,0,0,5354,0,0,0,0,0
777,721,0,0,5355,0,0,0,0,0
778,722,0,0,5356,0,0,0,0,0
779,723,0,0,3363,0,0,0,0,0
780,724,0,0,5359,0,0,0,0,0
781,725,0,0,2457,0,0,0,0,0
782,707,0,0,5360,0,0,0,0,0
783,709,0,0,5361,0,0,0,0,0
784,726,0,0,5362,0,0,0,0,0
785,727,0,0,5400,0,0,0,0,0
786,728,0,0,2469,0,0,0,0,0
787,729,0,0,3195,0,0,0,0,0
788,730,0,0,5401,0,0,0,0,0
789,731,0,0,5402,0,0,0,0,0
790,732,0,0,5404,0,0,0,0,0
791,733,0,0,5405,0,0,0,0,0
792,734,0,0,5406,0,0,0,0,0
793,735,0,0,5407,0,0,0,0,0
794,736,0,0,5408,0,0,0,0,0
795,737,0,0,5409,0,0,0,0,0
796,738,0,0,5410,0,0,0,0,0
797,739,0,0,5411,0,0,0,0,0
798,740,0,0,5412,0,0,0,0,0
799,741,0,0,5413,0,0,0,0,0
800,742,0,0,5358,0,0,0,0,0
801,743,1,0,3122,0,0,0,0,0
802,744,0,0,5448,0,0,0,0,0
803,745,0,0,5449,0,0,0,0,0
804,746,1,0,3178,3227,0,0,0,0
805,747,1,0,3158,0,0,0,0,0
806,748,1,0,3176,0,0,0,0,0
807,749,1,0,3168,0,0,0,0,0
808,751,2,0,9052,9118,0,0,0,0
809,752,2,0,9064,9123,0,0,0,0
810,753,2,0,9075,0,0,0,0,0
811,754,0,0,4360,4362,0,0,0,0
812,755,2,0,9013,0,0,0,0,0
813,756,2,0,9631,9632,0,0,0,0
814,757,0,0,5499,0,0,0,0,0
815,758,2,0,9191,9188,0,0,0,0
816,759,2,0,9175,9210,0,0,0,0
817,760,2,0,9176,9182,0,0,0,0
818,761,2,0,9290,9291,9292,9293,0,0
819,762,2,0,9194,0,0,0,0,0
820,763,2,0,9317,9322,0,0,0,0
821,764,2,0,9317,9322,0,0,0,0
822,765,2,0,9317,9322,0,0,0,0
823,766,2,0,9317,9322,0,0,0,0
824,767,1,0,3242,0,0,0,0,0
825,768,1,0,3247,0,0,0,0,0
826,769,1,0,3254,0,0,0,0,0
827,770,1,0,3269,0,0,0,0,0
828,780,0,0,5587,5588,5589,0,0,0
829,776,0,0,5587,5588,5589,0,0,0
830,773,2,0,9716,9729,0,0,0,0
831,779,0,0,5613,0,0,0,0,0
832,774,0,0,5614,0,0,0,0,0
833,775,0,0,5615,0,0,0,0,0
834,787,2,0,9578,9565,0,0,0,0
835,788,2,0,9586,9587,0,0,0,0
836,789,2,0,9588,9589,0,0,0,0
837,790,2,0,9590,9591,0,0,0,0
838,791,2,0,9592,9593,0,0,0,0
839,792,2,0,9686,9687,0,0,0,0
840,794,2,0,9688,9689,0,0,0,0
841,793,2,0,9772,9732,0,0,0,0
842,781,2,0,9705,9706,0,0,0,0
843,782,0,0,5639,0,0,0,0,0
844,783,0,0,5639,0,0,0,0,0
845,784,0,0,5639,0,0,0,0,0
846,785,0,0,5639,0,0,0,0,0
847,786,0,0,5639,0,0,0,0,0
848,795,2,0,10115,10116,10117,0,0,0
849,796,2,0,10115,10116,10117,0,0,0
850,797,2,0,10025,10420,0,0,0,0
851,798,2,0,10025,10420,0,0,0,0
852,799,2,0,10025,10420,0,0,0,0
855,801,2,0,10413,10424,0,0,0,0
856,802,2,0,10412,10423,0,0,0,0
857,803,2,0,10412,10423,0,0,0,0
858,804,0,0,6947,0,0,0,0,0
859,805,2,0,10031,10422,0,0,0,0
860,806,2,0,10425,10431,0,0,0,0
861,807,2,0,10029,10421,0,0,0,0
862,808,1,0,3316,3317,0,0,0,0
863,809,0,0,6938,0,0,0,0,0
864,810,0,0,6948,0,0,0,0,0
865,811,0,0,6842,0,0,0,0,0
866,812,0,0,6843,0,0,0,0,0
867,813,0,0,6844,0,0,0,0,0
868,814,0,0,6846,0,0,0,0,0
869,815,0,0,6982,0,0,0,0,0
870,816,2,0,10496,10534,0,0,0,0
871,817,2,0,10496,10534,0,0,0,0
872,818,2,0,10496,10534,0,0,0,0
873,819,2,0,10591,0,0,0,0,0
874,819,2,0,10566,0,0,0,0,0
875,820,2,0,10591,0,0,0,0,0
876,820,2,0,10566,0,0,0,0,0
877,821,2,0,10591,0,0,0,0,0
878,821,2,0,10566,0,0,0,0,0
879,827,2,0,10591,0,0,0,0,0
880,827,2,0,10566,0,0,0,0,0
881,825,2,0,10588,0,0,0,0,0
882,825,2,0,10593,0,0,0,0,0
883,826,2,0,10589,0,0,0,0,0
884,826,2,0,10594,0,0,0,0,0
885,822,2,0,10587,0,0,0,0,0
886,822,2,0,10592,0,0,0,0,0
887,823,2,0,10588,0,0,0,0,0
888,823,2,0,10593,0,0,0,0,0
889,824,2,0,10589,0,0,0,0,0
890,824,2,0,10594,0,0,0,0,0
891,828,2,0,10566,10591,5883,0,0,0
892,829,2,0,10566,10591,10589,10594,0,0
893,830,2,0,10137,10138,0,0,0,0
894,831,2,0,10096,10433,0,0,0,0
895,832,2,0,10140,10139,0,0,0,0
896,833,2,0,10097,10440,0,0,0,0
