"ID","creature2Id","unitPropertyIndex","unitPropertyValue"
10992,39102,109,1
10993,51326,128,1.3
10994,51327,128,1.3
10995,51328,128,1.3
10996,27445,0,485
10997,27445,35,1570
10998,27260,8,0
11000,27256,8,0
11001,27255,8,0
11002,27254,8,0
11003,27253,8,0
11004,49720,8,0
11005,27257,8,0
11006,27258,8,0
11007,51337,128,1.3
11008,51340,128,1.3
11009,32534,100,1.4
11010,32535,100,1.4
11011,51341,128,1.3
11012,51354,8,0
11013,51356,128,1.3
11014,51362,8,0
11015,50998,40,0
11016,35538,44,-1
11017,51380,7,6000
11018,51380,8,0
11019,51382,7,6000
11020,51382,8,0
11021,51398,128,1.3
11022,51174,7,20
11023,51174,41,10
11024,51174,42,40
11026,50234,100,0.8
11028,49542,40,1
11029,51440,7,800
11030,51448,7,2000
11031,51448,40,30
11032,51448,44,0
11033,51448,45,0
11034,51448,46,0
11037,51457,8,0
11038,51464,0,415
11039,51464,35,1660
11040,51470,7,6000
11041,51470,8,0
11044,51478,40,0
11048,30495,7,14400000
11049,30495,40,1
11050,30496,7,14400000
11051,30496,40,1
11052,30497,7,28350000
11053,30497,40,0
11054,30505,7,72000000
11055,30505,40,1
11056,46713,7,300000
11057,46713,40,1
11058,46713,41,15000
11059,46719,7,300000
11060,46719,40,1
11061,46719,41,15000
11063,46590,7,2000000
11064,46590,40,1
11065,46590,41,440000
11066,46630,7,500000
11067,46630,40,1
11068,46630,41,80000
11069,30499,7,36000000
11070,30499,40,1
11071,30501,7,18000000
11072,30501,40,1
11073,30502,7,18000000
11074,30502,40,1
11075,30503,7,18000000
11076,30503,40,1
11077,30504,7,18000000
11078,30504,40,1
11079,28118,100,0
11131,51532,7,55900
11132,51532,8,0
11133,51532,40,845
11134,51533,7,83360
11135,51533,8,0
11136,51533,40,1640
11137,51533,41,26690
11138,51533,176,0.06
11139,51533,178,4000
11140,51534,7,41000
11141,51534,8,0
11143,51534,40,860
11144,51535,7,38390
11145,51535,8,0
11146,51535,40,994
11147,51535,41,2170
11148,51536,7,72490
11149,51536,8,0
11150,51536,40,1500
11151,51536,41,29220
11152,51537,7,253000
11153,51537,33,0
11154,51537,40,2370
11156,51537,44,-1
11157,51537,45,0
11158,51537,46,-1
11159,51538,7,253000
11160,51538,33,0
11161,51538,40,2370
11163,51538,44,-1
11164,51538,45,5000
11165,51538,46,-1
11166,51538,100,0.25
11167,51539,7,67780
11168,51539,8,0
11169,51539,40,1300
11170,51539,41,24170
11171,51540,7,102700
11172,51540,8,0
11173,51540,40,1900
11174,51541,7,812420
11175,51541,100,0.75
11176,51542,8,0
11177,51543,7,14110
11179,51544,7,14110
11183,51564,7,108600
11184,51564,40,1880
11185,51564,41,38000
11186,51569,163,0
11187,51576,7,737400
11188,51576,40,14000
11189,51576,41,258630
11190,51577,7,619200
11191,51577,40,9480
11192,51577,41,135700
11193,51578,7,672000
11195,51578,40,10800
11197,51579,7,995950
11198,51579,35,16000
11199,51579,40,14000
11200,51580,7,737400
11201,51580,40,14000
11202,51580,41,258550
11203,51582,7,699000
11204,51582,40,14000
11205,51582,41,220000
11206,51583,2,3200
11207,51583,7,689530
11208,51583,35,13500
11209,51583,36,13500
11210,51583,40,16850
11211,51583,41,210650
11212,51584,7,642750
11213,51584,40,14880
11214,51584,41,249950
11215,51586,7,405000
11216,51586,40,7930
11217,51587,7,433800
11218,51587,40,7000
11219,51588,7,405000
11220,51588,40,7930
11221,51589,7,420000
11222,51589,40,7930
11223,51590,7,642000
11224,51590,40,8750
11225,51591,7,619200
11226,51591,8,0
11227,51591,35,10250
11228,51591,36,10250
11229,51591,40,9480
11230,51591,41,135700
11231,51591,45,0
11232,51591,176,0
11233,51592,7,619200
11234,51592,8,0
11235,51592,35,10250
11236,51592,36,10250
11237,51592,40,9480
11238,51592,41,135700
11239,51592,45,0
11240,51592,176,0
11241,51470,100,1.75
11242,51594,7,14110
11244,51595,7,14110
11248,24680,101,0
11249,24680,7,5000
11250,27260,44,0
11251,51655,0,415
11252,51655,35,10600
11253,51655,2,2650
11254,51653,100,1.5
11255,51654,100,1.5
11258,30616,8,0
11259,30617,8,0
11260,30619,8,0
11261,30621,8,0
11267,51516,0,400
11268,51516,1,400
11269,51516,2,400
11270,51516,3,400
11271,51516,4,400
11272,51516,7,100000
11273,51516,24,400
11274,51516,25,400
11275,51516,35,1600
11276,51516,36,1600
11277,51516,23,400
11278,51723,23,50
11279,51723,35,200
11280,51723,2,50
11281,51723,7,50
11282,51723,42,100
11283,51723,142,5
11285,51744,7,10000
11286,51744,40,1
11287,51744,8,0
11288,9659,100,1
11289,51748,7,10000
11290,51748,8,0
11291,51748,40,1
11292,39419,7,31470
11294,24488,100,0
11295,34551,100,0
11296,51370,100,0.65
11297,51816,33,-10000
11299,51818,7,504000
11300,51818,40,1000
11301,51818,44,-1
11302,51819,7,169630
11303,51819,40,1000
11304,51819,44,-1
11305,51823,7,77970
11306,51823,40,1000
11310,51589,46,3
11311,51822,100,1.25
11312,51822,35,0
11313,51822,36,0
11314,51858,33,-10000
11315,37801,40,0
11316,37801,42,0
11321,51543,0,390
11322,51543,2,390
11323,51543,35,1560
11324,51543,36,1560
11325,51544,0,390
11326,51544,2,390
11327,51544,35,1560
11328,51544,36,1560
11329,51594,0,390
11330,51594,2,390
11331,51594,35,1560
11332,51594,36,1560
11333,51595,35,1560
11334,51595,36,1560
11335,51595,0,390
11336,51595,2,390
11337,51912,23,0
11338,51919,7,60670
11339,51926,7,30000
11341,51730,44,-1
11343,51740,44,-1
11345,51935,44,-1
11347,51939,44,-1
11348,51940,100,0
11359,51982,7,46000
11362,52007,7,56740
11363,51970,36,4000
11364,52029,7,1
11365,52038,100,0.0001
11366,52040,7,75000
11367,52040,40,1
11368,52040,44,-1
11369,52040,45,0
11370,52040,46,0
11373,40382,44,-1
11379,52063,7,48000
11387,52064,7,58000
11395,52066,7,66000
11403,52067,7,48000
11411,52068,7,54000
11419,52069,7,57600
11427,52070,7,48000
11435,52073,7,62000
11443,52074,7,56000
11446,52075,0,1660
11447,52075,1,1660
11448,52075,2,1660
11449,52075,3,1660
11450,52075,4,1660
11451,52075,7,72000
11452,52075,35,6640
11453,52075,36,6640
11459,52076,7,58800
11462,52077,0,1660
11463,52077,1,1660
11464,52077,2,1660
11465,52077,3,1660
11466,52077,4,1660
11467,52077,7,72000
11468,52077,35,6640
11469,52077,36,6640
11475,52078,7,68000
11483,52079,7,48000
11491,52080,7,62400
11499,52082,7,54000
11507,52083,7,68400
11510,52088,139,0.5
11511,52088,159,0.5
11512,52088,160,0.5
11513,52088,161,0.5
11514,52091,7,429000
11520,52092,7,100000
11528,52093,7,90000
11597,52105,7,5000
11641,52115,0,400
11642,52115,1,400
11643,52115,2,400
11644,52115,3,400
11645,52115,4,400
11646,52115,7,100000
11647,52115,23,400
11648,52115,24,400
11649,52115,25,400
11650,52115,35,1600
11651,52115,36,1600
11698,30831,44,3
11699,30831,45,5
11700,30831,46,1
11849,52173,7,130000
11851,52175,7,120000
11852,52176,7,130000
11873,52194,7,225000
11936,51922,100,2
11937,48594,8,0
11938,48593,8,0
12005,52091,40,5460
12007,52092,40,1800
12008,52092,41,30000
12010,52093,40,1600
12011,52093,41,27000
12013,30796,7,200
12014,30798,7,200
12015,30799,7,200
12016,52222,7,200
12018,52094,7,135000
12020,52094,40,2200
12021,52094,41,42000
12023,52095,7,108000
12025,52095,40,1800
12026,52095,41,32000
12028,52096,7,130000
12030,52096,40,1620
12033,52097,7,808000
12038,52098,7,174450
12040,52098,40,2000
12041,52098,41,48000
12044,52099,7,134000
12046,52099,40,2200
12047,52099,41,40000
12050,52100,7,100000
12052,52100,40,1620
12053,52100,41,32000
12055,43372,100,0
12057,52101,7,95000
12059,52101,40,1620
12060,52101,41,29000
12064,52102,7,429000
12066,52102,40,5590
12069,52103,7,132000
12071,52103,40,2200
12072,52103,41,40000
12075,52106,7,106000
12077,52106,40,1800
12078,52106,41,33000
12081,52107,7,106000
12083,52107,40,1800
12084,52107,41,33000
12088,52109,40,1800
12090,52109,7,108000
12091,52109,41,33000
12094,52110,40,1600
12095,52110,7,90000
12096,52110,41,27000
12099,52112,7,320000
12101,52112,41,98490
12103,52112,40,5590
12106,52114,40,1800
12107,52114,41,33000
12111,52116,40,255
12114,52117,7,143000
12116,52117,40,1600
12119,52118,7,95000
12121,52118,40,1600
12122,52118,41,30000
12125,52119,7,95000
12127,52119,40,1600
12128,52119,41,30000
12130,52120,0,1340
12131,52120,7,113000
12132,52120,35,5360
12133,52120,40,1800
12134,52120,41,40000
12137,52122,7,93000
12139,52122,40,1600
12140,52122,41,27000
12144,52123,7,247500
12146,52123,40,4300
12147,52123,41,75760
12150,52124,7,120000
12152,52124,40,1600
12155,52125,7,247500
12157,52125,40,4300
12158,52125,41,75760
12161,52126,7,250800
12163,52126,40,4300
12164,52126,41,79200
12166,18721,8,0
12169,52127,7,95000
12171,52127,40,1600
12172,52127,41,30000
12174,52235,7,20000
12175,52236,7,16000
12176,52237,7,12000
12177,52238,7,8000
12178,52239,7,4000
12180,52128,7,120000
12182,52128,40,1600
12185,52130,7,120000
12187,52130,40,1600
12190,52131,7,43200
12192,52131,40,624
12193,52131,41,13200
12196,52133,7,130000
12198,52133,40,1600
12201,52134,7,20000
12203,52134,40,320
12204,52134,41,5200
12209,52135,40,2250
12210,52135,41,39800
12213,52136,7,130000
12215,52136,40,1600
12218,52138,7,27000
12220,52138,40,423
12225,52140,40,520
12226,52140,41,10000
12228,52140,7,32000
12229,52252,33,-10000
12230,52253,33,-10000
12231,52254,33,-10000
12234,52141,40,350
12235,52141,41,6600
12237,52255,0,489.745
12238,52255,7,36000
12239,52255,35,1960
12240,52255,36,1960
12241,52255,40,550
12242,52255,41,13000
12244,52256,7,165380
12252,52256,40,2830
12253,52256,41,52110
12255,52258,7,1
12256,52259,7,1
12259,52142,40,350
12260,52142,41,7200
12263,52143,7,175000
12265,52143,40,2200
12267,52144,0,719
12268,52144,7,50000
12269,52144,35,2880
12270,52144,40,950
12271,52144,41,18000
12273,52145,0,719
12274,52145,7,50000
12275,52145,35,2880
12276,52145,40,950
12277,52145,41,18000
12279,52146,41,18000
12281,52146,40,950
12282,52146,35,2880
12283,52146,0,719
12284,52146,7,50000
12285,52147,0,719
12286,52147,7,50000
12287,52147,35,2880
12288,52147,40,950
12289,52147,41,1800
12292,52148,41,1800
12293,52148,0,719
12294,52148,7,50000
12295,52148,35,2880
12296,52148,40,950
12298,52149,7,215000
12304,52150,7,215000
12315,52152,7,68000
12317,52152,40,630
12320,52153,7,325000
12322,52153,41,110000
12325,52154,7,110000
12327,52154,40,1600
12330,52155,7,120000
12332,52155,40,1600
12335,52156,7,120000
12337,52156,40,1600
12340,52157,7,93000
12342,52157,40,1600
12343,52157,41,28000
12347,52158,7,102000
12349,52158,40,1800
12350,52158,41,33000
12355,52159,40,1600
12356,52159,41,27000
12359,52160,7,93000
12361,52160,40,1600
12362,52160,41,27000
12365,52161,7,143000
12367,52161,40,1600
12370,52162,7,112000
12372,52162,41,32000
12375,52163,7,112000
12377,52163,40,1800
12378,52163,41,33000
12381,52166,7,215000
12387,52167,7,247500
12389,52167,40,2830
12392,52168,7,325000
12394,52168,40,5600
12395,52168,41,100000
12399,52169,7,325000
12401,52169,40,5600
12402,52169,41,100000
12405,52170,7,335000
12407,52170,40,6000
12408,52170,41,110000
12411,52171,7,134000
12413,52171,40,2300
12414,52171,41,40000
12417,52172,7,135000
12419,52172,40,2200
12420,52172,41,48000
12425,52173,40,2200
12426,52173,41,0
12429,52174,7,215000
12431,52174,40,3740
12432,52174,41,67000
12440,52176,40,2200
12444,52177,7,215000
12446,52177,41,67740
12449,52179,7,175000
12451,52179,40,2200
12454,52180,7,325000
12456,52180,40,5600
12457,52180,41,105000
12460,52181,7,325000
12462,52181,40,5590
12463,52181,41,100000
12467,52182,7,325000
12468,52182,40,5590
12469,52182,41,98490
12473,52184,7,420420
12475,52184,40,5590
12479,52186,7,344500
12481,52186,40,5590
12482,52186,41,120900
12485,52187,7,350000
12487,52187,40,5750
12488,52187,41,125000
12492,52188,7,8000
12493,52188,40,300
12494,52188,41,6000
12497,52189,7,8000
12499,52189,40,300
12500,52189,41,6000
12504,52190,7,8000
12506,52190,40,300
12507,52190,41,6000
12510,52191,7,8000
12512,52191,40,300
12513,52191,41,6000
12516,52192,7,93000
12517,52192,40,1600
12518,52192,41,28000
12522,52193,7,62000
12524,52193,40,950
12529,52194,40,3750
12530,52194,41,68000
12532,52195,0,1700
12533,52195,7,95000
12534,52195,35,6800
12535,52195,40,1000
12538,52196,7,108000
12540,52196,40,2000
12541,52196,41,32000
12545,52197,7,93000
12546,52197,40,1600
12547,52197,41,27000
12552,52198,7,325000
12554,52198,40,5600
12555,52198,41,105000
12558,52199,7,420420
12560,52199,40,5590
12564,52200,7,325000
12566,52200,40,5590
12567,52200,41,98490
12571,52201,7,325000
12573,52201,40,5590
12574,52201,41,100000
12577,52202,7,102000
12579,52202,40,1800
12580,52202,41,33000
12583,52203,7,108000
12585,52203,40,1800
12586,52203,41,33000
12589,52204,7,140000
12591,52204,40,1800
12648,52215,7,165000
12650,52215,40,2830
12651,52215,41,52110
12654,52216,7,132000
12656,52216,40,2200
12657,52216,41,41690
12660,52217,7,173800
12662,52217,40,2830
12663,52217,41,61170
12666,52218,7,122000
12668,52218,40,1980
12669,52218,41,42820
12672,52219,7,132000
12674,52219,40,2200
12675,52219,41,40000
12677,52279,8,0
12678,52281,8,0
12679,52283,8,0
12680,52290,7,1
12681,52302,33,-10000
12682,43249,8,0
12683,52312,33,-10000
12684,52176,44,1
12685,52319,129,3.4
12686,52319,130,0.85
12707,52333,33,-10000
12708,52114,7,106000
12709,52116,7,18000
12710,52135,7,130000
12711,52141,7,20000
12712,52142,7,21000
12714,52342,100,0.25
12715,52175,40,2200
12716,52343,100,2
12717,52349,7,108600
12718,52349,40,1880
12719,52349,41,38000
12720,52343,8,0
12721,52159,7,93000
12722,52343,7,20000
12723,52343,40,1000
12724,52343,42,500
12726,52366,7,140000
12728,52366,40,1800
12730,52371,7,100000
12731,52371,26,50
12732,52371,27,25
12733,52371,28,500
12734,52372,44,-1
12735,52372,46,-1
12737,52378,8,1
12739,52378,44,-1
12740,52343,35,2000
12742,52387,7,20000
12744,52387,40,300
12747,52388,7,20000
12749,52388,40,300
12750,52388,41,0
12755,52328,7,10
12756,52328,35,40
12757,52328,36,40
12758,52327,7,10
12759,52327,35,40
12760,52327,36,40
12765,51693,44,-1
12767,51690,44,-1
12768,52211,7,10
12769,52211,23,10
12770,52211,24,10
12771,52211,25,10
12772,52211,35,40
12773,52211,36,40
12774,52327,23,10
12775,52327,24,10
12776,52327,25,10
12777,52328,23,10
12778,52328,24,10
12779,52328,25,10
12780,52401,100,1.5
12781,52407,100,2
12782,51359,100,0.5
12783,49059,101,0
12784,49063,101,0
12785,49806,101,0
12786,49807,101,0
12787,49809,101,0
12790,52426,40,170
12791,52426,102,0.07
12821,52430,100,0.75
12836,52431,102,0.03
12837,52431,104,0.01
12838,52431,127,1.55
12839,52432,7,35000
12840,52432,8,0.015
12841,52432,9,100
12842,52432,10,10
12875,52434,38,200
12876,52434,39,1
12881,52434,102,0.07
12890,52435,38,200
12891,52435,39,1
12897,52435,104,0.02
12898,52435,105,0.05
12907,52436,38,200
12908,52436,39,1
12912,52436,44,2
12914,52436,101,0.07
12915,52436,105,0.05
12925,52437,38,400
12926,52437,39,1
12930,52437,44,1
12932,52437,176,0.06
12933,52437,178,8000
12942,52438,38,200
12943,52438,39,1
12948,52438,101,0.04
12949,52438,102,0.04
12950,52433,38,200
12951,52433,39,1
12952,52432,38,200
12953,52432,39,1
12954,52431,38,200
12955,52431,39,1
12956,52429,38,200
12957,52429,39,1
12958,52428,38,200
12959,52428,39,1
12960,52438,44,1
12961,52428,44,1
12962,52429,44,1
12963,52431,44,1
12964,52432,44,1
12965,52433,44,2
12966,52434,44,1
12967,52435,44,2
12968,52428,7,29250
12972,52428,35,11000
12973,52428,36,11400
12974,52428,40,2920
12975,52428,41,43880
12979,52428,8,0.015
12980,52428,9,100
12981,52429,8,0.015
12982,52429,9,100
12983,52431,8,0.015
12984,52431,9,100
12985,52433,8,0.015
12986,52433,9,100
12987,52434,8,0.015
12988,52434,9,100
12989,52435,8,0.015
12990,52435,9,100
12991,52436,8,0.015
12992,52436,9,100
12993,52437,8,0.015
12994,52437,10,500
12995,52438,8,0.015
12996,52438,9,100
12997,52429,7,35000
13001,52429,35,9520
13002,52429,36,8720
13003,52429,41,49720
13006,52431,7,35000
13010,52431,35,12920
13011,52431,36,12000
13012,52431,41,43880
13016,52432,35,9720
13017,52432,36,9720
13018,52432,41,46800
13022,52433,7,35000
13026,52433,35,9520
13027,52433,36,9520
13028,52433,41,43880
13029,52433,42,13500
13032,52434,7,35000
13036,52434,35,14440
13037,52434,36,9120
13038,52434,41,42400
13042,52435,7,32170
13046,52435,35,9880
13047,52435,36,9120
13048,52435,41,49720
13052,52436,7,35000
13056,52436,35,6400
13057,52436,36,6400
13058,52436,41,55500
13062,52437,7,36850
13066,52437,35,16720
13067,52437,36,13680
13068,52437,41,56160
13072,52438,7,30720
13076,52438,35,15200
13077,52438,36,8800
13078,52438,41,43880
13082,52447,7,12000
13083,52448,7,10500
13084,52449,7,8200
13085,52450,7,7900
13086,52451,7,10380
13089,52465,100,1.25
13092,52531,26,50
13093,52531,27,25
13094,52531,28,500
13095,52539,44,-1
13096,52539,46,-1
13098,52524,8,0
13099,52410,100,0.5
13100,51799,100,0.8
13105,52600,7,12000
13106,52600,8,0.015
13107,52600,9,100
13108,52600,10,10
13109,52600,35,5120
13110,52600,36,5120
13111,52600,38,200
13112,52600,39,1
13113,52600,41,16000
13114,52600,42,3400
13115,52600,43,55
13116,52600,44,1
13117,52600,47,145
13118,52601,7,12000
13119,52601,8,0.015
13120,52601,9,100
13121,52601,10,10
13122,52601,35,5120
13123,52601,36,5120
13124,52601,38,200
13125,52601,39,1
13126,52601,41,16000
13127,52601,42,3400
13128,52601,43,55
13129,52601,44,1
13130,52601,47,145
13132,52598,44,-1
13134,52599,44,-1
13135,52604,100,0.5
13136,26244,8,0
13137,52607,7,15750
13138,52607,8,0.015
13139,52607,9,100
13143,52607,35,8000
13145,52607,38,200
13146,52607,39,1
13147,52607,41,22500
13150,52607,44,1
13152,52607,101,0.04
13153,52607,102,0.04
13154,52608,7,15750
13155,52608,8,0.015
13156,52608,9,100
13160,52608,35,8000
13162,52608,38,200
13163,52608,39,1
13164,52608,41,22500
13166,52608,43,60
13167,52608,44,1
13169,52608,101,0.04
13170,52608,102,0.04
13171,52615,7,18000
13172,52615,8,0.015
13173,52615,9,100
13177,52615,35,7600
13178,52615,36,4800
13179,52615,38,200
13180,52615,39,1
13181,52615,41,21750
13184,52615,44,1
13186,52615,102,0.07
13187,52616,7,18000
13188,52616,8,0.015
13189,52616,9,100
13193,52616,35,7600
13194,52616,36,4800
13195,52616,38,200
13196,52616,39,1
13197,52616,41,21750
13200,52616,44,1
13202,52616,102,0.07
13203,52618,8,0
13204,26344,8,0
13206,52640,40,50
13208,52647,7,1000
13209,29805,40,1
13210,29804,40,1
13211,29804,7,25130
13212,29805,7,25130
13213,52681,7,100000
13214,52681,26,50
13215,52681,27,25
13216,52681,28,500
13223,52719,7,10160
13224,52719,40,356
13225,52719,41,3000
13228,32881,7,600
13229,41157,100,0.9
13232,52871,100,1.5
13247,52684,100,1.5
13248,52685,100,1.5
13249,52897,35,0
13250,52897,36,0
13251,52897,100,0
13252,51547,100,0.2
13253,31660,8,0
13255,52974,44,-1
13256,52977,100,0.9
13257,52978,100,0.9
13258,52979,100,0.9
13259,52980,100,0.9
13260,52981,100,0.9
13261,51807,100,0.5
13263,52987,44,1
13264,52987,46,25
13265,53016,100,0.5
13266,53032,8,0
13268,53032,7,6600
13269,53032,40,99
13272,53033,8,0
13273,53033,40,99
13274,53033,163,0
13275,53034,8,0
13276,53034,40,99
13277,53034,163,0
13278,53035,8,0
13279,53035,40,99
13280,53035,163,0
13281,53036,8,0
13282,53036,40,99
13283,53036,163,0
13284,53037,8,0
13285,53037,40,99
13286,53037,163,0
13287,53038,8,0
13288,53038,40,99
13289,53038,163,0
13290,53039,8,0
13291,53039,40,99
13292,53039,163,0
13293,53040,8,0
13294,53040,40,99
13295,53040,163,0
13296,53041,8,0
13297,53041,40,99
13298,53041,163,0
13299,53033,7,6600
13300,53034,7,6600
13301,53035,7,6600
13302,53036,7,6600
13303,53037,7,6600
13304,53038,7,6600
13305,53039,7,6600
13306,53040,7,6600
13307,53041,7,6600
13308,53042,8,0
13309,53042,40,99
13310,53042,163,0
13311,53043,8,0
13312,53043,40,99
13313,53043,163,0
13314,53044,8,0
13315,53044,40,99
13316,53044,163,0
13317,53045,8,0
13318,53045,40,99
13319,53045,163,0
13320,53046,8,0
13321,53046,40,99
13322,53046,163,0
13323,53047,8,0
13324,53047,40,99
13325,53047,163,0
13326,53048,8,0
13327,53048,40,99
13328,53048,163,0
13329,53049,8,0
13330,53049,40,99
13331,53049,163,0
13332,53050,8,0
13333,53050,40,99
13334,53050,163,0
13335,53051,8,0
13336,53051,40,99
13337,53051,163,0
13338,53042,7,6600
13339,53043,7,6600
13340,53044,7,6600
13341,53045,7,6600
13342,53046,7,6600
13343,53047,7,6600
13344,53048,7,6600
13345,53049,7,6600
13346,53050,7,6600
13347,53051,7,6600
13348,53057,100,1.5
13350,53058,7,1000
13351,53058,40,29
13352,52986,44,-1
13353,53099,7,1
13354,53102,100,0.25
13361,53141,7,9000
13362,53142,7,198000
13363,53143,7,9000
13364,53144,7,198000
13365,53148,7,9000
13366,53149,7,330000
13367,53150,7,9000
13368,53151,7,330000
13369,53153,8,0
13370,53020,44,6
13371,53020,46,6
13373,53153,7,8000
13374,53153,40,100
13375,53153,100,1.1
13376,53177,7,0
13377,53177,8,0
13378,34398,7,0
13379,53179,7,0
13380,53179,8,0
13381,52963,100,2
13382,53205,8,0
13383,53206,8,0
13384,53210,8,0
13385,53216,100,5
13386,53216,109,1
13387,53234,8,0
13388,53216,110,3
13391,53247,44,-1
13393,53248,44,-1
13394,53250,7,15000
13397,52970,44,-1
13398,53274,100,0.25
13402,52968,44,-1
13404,33870,8,0
13405,53301,7,12000000
13406,53301,100,2
13407,53302,8,0
13408,53302,40,230
13409,53303,8,0
13410,53303,40,230
13411,53303,163,0
13412,53304,8,0
13413,53304,40,230
13414,53304,163,0
13415,53305,8,0
13416,53305,40,230
13417,53305,163,0
13418,53306,8,0
13419,53306,40,230
13420,53306,163,0
13421,53307,7,255130
13423,53324,7,45200
13425,53324,44,-1
13426,53331,7,1200
13427,53331,8,0
13428,53332,7,1200
13429,53332,8,0
13430,31212,8,0
13431,30835,8,0
13432,31809,8,0
13433,31806,8,0
13434,31807,8,0
13435,30832,8,0
13436,30833,8,0
13437,30838,8,0
13438,53326,8,0
13439,31317,8,0
13440,50826,8,0
13441,53234,7,5
13442,53210,7,5
13443,53206,7,5
13444,50825,8,0
13445,50824,8,0
13446,50823,8,0
13447,50822,8,0
13448,50821,8,0
13454,53450,7,1200
13455,53450,8,0
13456,52964,44,0
13466,53481,100,3
13475,53535,8,0
13476,53535,7,1
13477,53535,40,0
13478,53543,7,9000
13480,52969,44,-1
13483,53590,44,-1
13484,49695,8,0
13491,53643,7,3000
13492,53633,8,0
13493,53634,8,0
13494,53635,8,0
13495,30755,0,200
13496,30755,35,800
13498,53654,44,0
13500,53535,44,0
13501,49985,46,0
13502,52971,44,-1
13505,53733,129,3
13506,53733,130,0.5
13507,45662,8,0
13508,53770,100,2
13509,53260,8,0
13510,53265,8,0
13512,53307,8,0
13513,53301,40,1
13515,53724,100,1.5
13516,52963,44,-1
13517,52963,46,1
13518,52963,45,500
13519,52963,7,10000000
13521,52964,7,10000000
13523,52968,7,10000000
13525,52970,7,10000000
13527,52971,7,10000000
13529,37795,8,0
13530,45741,8,0
13531,51690,8,0
13532,51693,8,0
13533,51730,8,0
13534,51740,8,0
13535,51935,8,0
13536,51939,8,0
13537,39275,8,0.01
13538,52598,8,0
13539,52599,8,0
13540,52684,8,0
13541,52685,8,0
13542,53247,8,0
13543,53248,8,0
13544,40833,8,0.1
13545,53247,100,2
13546,53248,100,2
13547,53825,8,0
13549,53825,44,-1
13550,53826,8,0
13552,53826,44,-1
13553,53845,8,0
13554,37110,44,1
13555,37111,44,4
13556,32547,44,0
13557,32549,44,-1
13558,33837,7,6200
13559,33837,40,1
13560,49684,7,36000
13561,49684,40,0
13562,32687,35,4
13563,32687,36,4
13564,53250,35,4
13565,53250,36,4
13566,53250,0,1
13567,53250,1,1
13568,53250,2,1
13569,53250,3,1
13570,53250,4,1
13571,32687,0,1
13572,32687,1,1
13573,32687,2,1
13574,32687,3,1
13575,32687,4,1
13576,53854,100,0.6
13577,53886,8,0
13578,53886,7,200
13580,53897,7,100
13581,53897,8,0
13582,53934,0,1
13583,53934,1,1
13584,53934,2,1
13585,53934,3,1
13586,53934,4,1
13587,53934,7,15000
13588,53934,35,4
13589,53934,36,4
13590,53913,100,0.7
13591,21553,41,53620
13592,21554,41,43950
13593,21555,41,63000
13594,21556,41,42620
13595,51586,41,120000
13596,51588,41,300000
13597,51589,41,129000
13598,51587,41,151200
13599,53932,100,2
13600,49395,7,24500000
13601,52988,7,3000
13602,49198,7,23170000
13604,53963,7,1200
13605,53963,8,0
13606,53961,100,0.5
13607,53941,100,0.7
13608,54023,128,10
13609,54024,128,10
13610,49039,42,0
13611,49051,42,0
13612,49052,42,1
13613,54029,44,-1
13614,54030,44,-1
13615,54031,44,-1
13616,54032,44,-1
13617,27446,7,52000
13618,54037,8,0
13619,50752,7,49000
13620,54038,7,1200
13621,54038,8,0
13622,54040,7,1200
13623,54040,8,0
13624,54041,7,1200
13625,54041,8,0
13626,54042,7,1200
13627,54042,8,0
13628,54043,7,1200
13629,54043,8,0
13630,54044,7,1200
13631,54044,8,0
13632,54045,7,1200
13633,54045,8,0
13634,54046,7,1200
13635,54046,8,0
13636,49720,2,198
13637,49720,35,350
13638,27253,0,190
13639,27253,1,190
13640,27253,2,190
13641,27253,3,190
13642,27253,4,190
13643,27254,0,190
13644,27254,1,190
13645,27254,2,190
13646,27254,3,190
13647,27254,4,190
13648,27255,0,195
13649,27255,1,175
13650,27255,2,175
13651,27255,3,175
13652,27255,4,175
13653,27256,0,175
13654,27256,1,175
13655,27256,2,175
13656,27256,3,175
13657,27256,4,175
13658,27260,0,190
13659,27260,1,190
13660,27260,2,190
13661,27260,3,190
13662,27260,4,190
13663,27445,1,485
13664,27445,2,485
13665,27445,3,485
13666,27445,4,485
13678,54057,100,2
13679,54061,7,1200
13680,54061,8,0
13681,54062,7,1200
13682,54062,8,0
13683,54063,7,1200
13684,54063,8,0
13685,54064,7,25130
13686,54064,8,0
13687,54064,40,1
13688,49039,0,0
13689,49039,1,0
13690,49039,2,0
13691,49039,3,0
13692,49039,4,0
13693,49051,0,0
13694,49051,1,0
13695,49051,2,0
13696,49051,3,0
13697,49051,4,0
13698,53157,8,0
13699,53128,8,0
13700,53125,8,0
13701,53121,8,0
13702,53159,8,0
13703,53160,8,0
13704,53164,8,0
13705,53168,8,0
13706,49039,40,1
13707,49051,40,1
13708,48517,0,485
13709,48517,1,485
13710,48517,2,485
13711,48517,3,485
13712,48517,4,485
13713,48517,7,39600
13714,48517,35,1570
13715,48517,40,1100
13717,48517,42,0
13719,48846,42,0
13720,48846,0,485
13721,48846,1,485
13722,48846,2,485
13723,48846,3,485
13724,48846,4,485
13725,48846,7,39600
13726,48846,35,1570
13727,48846,40,1100
13730,54037,7,122000
13734,53567,100,0.7
13735,54029,100,1.25
13736,54030,100,1.25
