"ID","localizedTextIdName","mapContinentId","folder","hexMinX","hexMinY","hexLimX","hexLimY","version","mapZoneIdParent","worldZoneId","flags","prerequisiteIdVisibility","rewardTrackId"
386,638609,8,"DeradunePridesRest",564,584,577,594,1,15,1235,2,0,0
387,638613,8,"DeraduneJaggedRockMine",562,586,577,598,1,15,503,2,0,0
388,638624,8,"DeraduneExoLab78",562,549,577,561,1,15,1275,2,0,0
389,638636,8,"DeraduneExoLab79",572,552,589,564,1,15,1263,2,0,0
390,638641,8,"DeraduneFeralplainMonitoringStation",576,561,589,571,2,15,1269,2,0,0
391,638643,8,"DeraduneLostCaverns",558,557,579,575,1,15,1321,2,0,0
392,638644,8,"DeraduneExoLabA37Secret",574,596,579,600,4,15,0,2,0,0
393,638653,8,"DeraduneExoLabA37",568,592,583,604,1,15,0,2,0,0
394,638676,8,"DeraduneExoLabA37Augmentation",568,592,585,606,1,15,0,2,0,0
395,638730,6,"EverstarGroveExoLab71Arboretum",674,529,685,539,2,27,1477,2,0,0
396,638731,6,"EverstarGroveBlightedTunnel",666,519,681,531,1,27,1422,2,0,0
397,638734,6,"EverstarGroveEverstarPassage",692,529,701,535,2,27,2432,2,0,0
398,638739,6,"GalerasWhistlewindCaverns",776,536,785,544,1,16,1110,2,0,0
399,638761,6,"GalerasExoLab4",770,537,777,542,1,16,1109,2,0,0
400,638784,6,"GalerasNibbensWineCellar",792,553,795,555,1,16,1123,2,0,0
401,638815,6,"GalerasGroundswellTunnels",786,541,797,550,1,16,1113,2,0,0
402,638816,6,"GalerasCrimsonLegionControlRoom",792,530,799,536,1,16,4187,2,0,0
403,638818,6,"GalerasExoLab83",788,518,793,520,1,16,1118,2,0,0
404,638820,6,"GalerasBristlebaneBurrows",788,531,797,539,1,16,1996,2,0,0
405,638826,6,"GalerasThunderingGrotto",800,550,805,554,1,16,1300,2,0,0
406,638829,87,"GalerasDustStalker",678,589,687,597,2,0,950,2,0,0
407,638853,6,"WhitevaleBotcave",788,572,805,587,1,2,1098,2,0,0
408,638863,6,"WhitevaleJunctionSnowshadowCave",800,584,811,593,1,2,1365,2,0,0
409,638898,6,"WhitevaleAbandonedXASResearchCaves",736,582,751,594,2,2,1179,2,0,0
410,638912,6,"WhitevaleDarkiceCave",760,567,769,574,1,2,1617,2,0,0
411,638928,6,"WhitevaleOminousIcecave",756,597,767,606,2,2,2543,2,0,0
412,638938,6,"WhitevaleLocusoftheMegadroid",756,598,769,608,1,2,2446,2,0,0
413,638965,6,"WhitevaleAbandonedCache",782,576,789,582,1,2,1187,2,0,0
414,638966,6,"WhitevaleAvrasLair",770,566,781,573,1,2,1117,2,0,0
415,638972,6,"WhitevaleExoLabK58",788,562,805,576,1,2,1140,2,0,0
416,638978,6,"WhitevaleSlumberingSilversnoutDen",786,565,795,572,1,2,1366,2,0,0
417,638996,6,"WhitevaleFortunesFool",762,584,767,587,1,2,1254,2,0,0
418,639001,6,"WhitevaleFortunesFoolMain",760,584,767,589,3,2,1832,2,0,0
419,639013,6,"WhitevaleSoftsnowYetiDen",752,572,759,577,1,2,1367,2,0,0
420,639017,6,"AlgorocTremorRidgeMine",758,503,765,507,1,17,1377,2,0,0
421,639030,6,"AlgorocIcemawCavern",732,498,747,511,1,17,948,2,0,0
422,639076,6,"AlgorocGanthersMine",746,513,751,517,1,17,1358,2,0,0
423,639122,6,"AlgorocDREDplexSkyhammer",750,521,763,530,1,17,704,2,0,0
424,639128,6,"AlgorocDemonclawsLair",746,520,753,524,1,17,696,2,0,0
425,639141,6,"AlgorocHiddenGrotto",750,512,763,523,1,17,1083,2,0,0
426,639148,6,"AlgorocBurksClaim",758,517,767,523,1,17,717,2,0,0
427,639211,6,"AlgorocHalsensClaim",762,505,771,513,1,17,720,2,0,0
428,639228,6,"AlgorocDuskfallCaverns",766,505,779,517,1,17,721,2,0,0
429,639237,6,"AlgorocBlackpawsDen",768,508,775,512,1,17,716,2,0,0
430,639249,6,"AlgorocAbandonedCroweMine",766,506,775,511,1,17,713,2,0,0
431,639250,6,"AlgorocCrowFamilyClaim",762,504,771,509,1,17,1359,2,0,0
432,639255,6,"AlgorocFirstStrikeMine",756,516,773,532,1,17,718,2,0,0
433,639276,6,"AlgorocMorekThrogsLair",756,513,763,518,1,17,753,2,0,0
434,639287,6,"AlgorocGrimboneTomb",762,526,781,540,1,17,1987,2,0,0
435,639289,6,"AlgorocSkitteringGrotto",778,516,789,524,1,17,1381,2,0,0
436,639301,6,"AlgorocAnnihilatorControlRoom14A",780,509,793,520,1,17,19,2,0,0
437,639302,6,"ThaydPilgrimsPromenade",758,530,775,545,1,14,4235,2,0,0
438,639321,6,"CelestionCelestialPassage",698,532,705,537,2,5,2447,2,0,0
439,639323,6,"CelestionWesternEmbertree",704,533,711,538,1,5,1641,2,0,0
440,639327,6,"CelestionEasternEmbertree",708,532,715,537,2,5,1639,2,0,0
441,639331,6,"CelestionNortheasterEmbertree",708,534,715,539,1,5,1640,2,0,0
442,639342,6,"CelestionHarehollow",694,544,701,549,1,5,312,2,0,0
443,639355,6,"CelestionDarkloamHole",714,546,723,553,2,5,4686,2,0,0
444,639362,6,"CelestionTanglemoreDen",720,564,735,576,1,5,381,2,0,0
445,639369,6,"CelestionDenofCourage",734,546,743,552,1,5,1800,2,0,0
446,639373,6,"CelestionJunctionZetaBunker",748,555,761,565,2,5,309,2,0,0
447,639374,6,"CelestionArachnotorium",728,560,739,569,2,5,2493,2,0,0
448,639380,6,"CelestionSpiderQueensDen",728,549,743,561,1,5,2538,2,0,0
449,639386,6,"CelestionAugmentationChamber",740,564,743,566,2,5,376,2,0,0
450,639401,6,"CelestionNaniteRepository",732,562,745,570,2,5,378,2,0,0
451,639428,6,"CelestionEssentialReactorRoom",732,559,739,564,3,5,1776,2,0,0
452,639465,6,"CelestionHeartoftheGodwood",718,525,727,532,1,5,1958,2,0,0
453,639475,6,"CelestionGrimholdsHope",750,540,765,550,1,5,1744,2,0,0
454,639680,6,"ThaydSecretOpsCenter",754,564,767,573,2,14,4368,2,0,0
455,639709,6,"ThaydPublicWorks",760,556,769,562,1,14,4295,2,0,0
456,639719,8,"IlliumMuseum",608,555,617,563,2,78,4380,2,0,0
457,639739,8,"IlliumPublicWorks",612,566,623,575,1,78,4298,2,0,0
458,640060,8,"IlliumEnigmaChamberReception",616,558,619,560,2,78,4366,2,0,0
459,640080,8,"IlliumEnigmaChamber",614,557,617,559,1,78,4367,2,0,0
460,640087,8,"IlliumMondosGadgetopolis",618,584,623,587,1,78,4485,2,0,0
461,640090,8,"IlliumKezreksWarRoom",620,584,625,587,1,78,4486,2,0,0
462,640093,6,"ThaydBlueHorizonMuseum",768,558,775,564,1,14,4379,2,0,0
464,641104,33,"TheDefileLightspireInterior",740,505,749,513,1,155,4442,2,0,0
469,649333,90,"ProtogamesAcademy",48,47,231,100,1,0,0,0,0,0
470,649334,90,"ProtogamesAcademyLobby",66,58,73,63,3,469,4509,2,0,0
471,649335,90,"ProtogamesAcademyBasicConfrontationZone",164,61,185,79,1,469,4506,2,0,0
472,649339,90,"ProtogamesAcademyIntermediateSurvivalSemnar",264,54,277,65,1,469,4507,2,0,0
473,649340,90,"ProtogamesAcademyMandatoryReviewZone",344,48,363,64,1,469,4508,2,0,0
474,679940,6,"GalerasSimCoreG33",736,605,743,610,2,16,2534,2,0,0
475,680656,91,"AugmentorsRaid",696,600,721,620,1,0,4362,0,0,0
476,681638,92,"Arcterra",638,556,709,617,2,0,0,0,0,35
477,685896,93,"LoppPartyIsland",660,571,705,610,3,0,4787,0,0,0
478,0,94,"PvPArenaCryoplex",690,598,697,603,1,0,4294,0,0,0
479,691171,95,"CommunitySkymap",674,567,713,598,2,0,1144,0,0,0
480,719566,22,"PreTutorialExile",774,594,783,601,1,0,4813,4,0,0
481,719587,30,"PreTutorialDominion",764,585,773,592,4,0,4844,4,0,0
482,732717,19,"FarsideSpiderCave",774,557,791,570,2,28,4100,2,0,0
483,732742,19,"FarsideSupplyShuttle",762,483,775,493,2,28,4097,2,0,0
484,732746,33,"MalgraveDiscoveryLoftite",700,654,723,673,1,42,4089,2,0,0
485,732747,33,"MalgraveDiscoverySandstinger",732,645,749,659,2,42,4085,2,0,0
486,732748,33,"SoutherGrimvaultCorruptedCave",730,590,751,605,1,53,4095,2,0,0
487,732749,33,"WesternGrimvaultExoLabL26",684,498,715,522,2,70,4163,2,0,0
488,732750,33,"BlighthavenHiddenCave",720,482,731,491,2,71,4164,2,0,0
489,732919,8,"DeraduneMoodieCave",578,583,589,592,2,15,4119,2,0,0
490,732920,8,"DeraduneChuaCollective",570,568,593,587,4,15,4128,2,0,0
491,732922,8,"DeraduneDefiledExoLab",584,569,597,579,1,15,4131,2,0,0
492,733003,8,"EllevarPellCave",618,520,631,531,1,7,4134,2,0,0
493,733004,8,"AuroriaGirrokCave",654,561,665,570,1,6,4057,2,0,0
494,733005,8,"AuroriaLostHive",650,546,661,555,1,6,4048,2,0,0
495,733006,8,"AuroriaICICave",650,559,667,573,1,6,4052,2,0,0
496,733007,8,"AuroriaOsunHall",658,581,675,594,1,6,4116,2,0,0
497,733008,8,"WilderrunBeastDen",700,543,711,551,1,26,4111,2,0,0
498,733009,8,"WilderrunOsunBunker",738,510,753,521,1,26,4108,2,0,0
499,733010,6,"AlgorocLoftiteCavern1",746,514,759,525,1,17,1980,2,0,0
500,733011,6,"AlgorocLoftiteCavern2",760,515,775,526,1,17,1981,2,0,0
501,733012,6,"AlgorocLoftiteCavern3",772,509,789,523,1,17,1982,2,0,0
502,733014,6,"CelestionChuaCave",700,534,717,546,1,5,4067,2,0,0
503,733015,6,"CelestionBlackhoodsCave",718,537,735,551,1,5,4062,2,0,0
504,733021,6,"GalerasWindsweptCavern1",776,548,791,559,1,16,1983,2,0,0
505,733025,6,"GalerasWindsweptCavern2",780,530,793,539,1,16,1984,2,0,0
506,733038,6,"GalerasWindsweptCavern3",792,542,805,551,1,16,1985,2,0,0
507,733042,6,"GalerasWindsweptCavern4",802,543,817,554,2,16,1986,2,0,0
508,733047,6,"WhitevaleDeepfrostDepot",812,584,823,593,1,2,4060,2,0,0
509,733048,6,"WhitevaleGirrokCave",756,576,767,583,1,2,4081,2,0,0
510,733050,6,"WhitevaleWarehouse",750,606,763,615,1,2,4103,2,0,0
511,733051,6,"WhitevaleIcyHostel",720,579,731,587,1,2,4078,2,0,0
512,733111,96,"WorldStory2",652,555,715,598,1,0,4487,0,0,0
513,734333,96,"WorldStory2YetiCave",672,572,681,578,1,512,4496,2,0,0
514,757137,96,"WorldStory2SoulrotCave",676,579,693,591,1,512,4497,2,0,0
515,757138,96,"WorldStory2WarhoundKennels",668,561,683,572,1,512,4498,2,0,0
516,757139,96,"WorldStory2PellBoneyard",662,571,673,579,1,512,4495,2,0,0
517,757140,96,"WorldStory2HallOfTheHundred",696,573,717,590,1,512,4493,2,0,0
518,757141,96,"WorldStory2KelHavikWatchtower",706,564,719,574,1,512,4492,2,0,0
525,741395,98,"CombatTrainingRoomMaster",672,583,691,602,1,0,0,0,0,0
526,741398,98,"CombatTrainingRoomExileTank",672,583,681,590,1,525,4819,2,0,0
527,741399,98,"CombatTrainingRoomExileHeal",682,583,691,590,1,525,4821,2,0,0
528,741400,98,"CombatTrainingRoomDominionTank",672,595,681,602,2,525,4820,2,0,0
529,741402,98,"CombatTrainingRoomDominionHeal",682,595,691,602,1,525,4822,2,0,0
530,741875,99,"AlphaSanctum",674,588,691,601,1,0,4799,0,0,0
531,757142,92,"ArcterraIcebloodBarrow",656,584,677,601,1,476,4865,2,0,0
533,742455,101,"ProtostarSupermall",678,586,705,609,2,0,4616,0,0,0
534,745672,92,"ArcterraFlurryfell",660,600,673,610,1,476,4783,2,0,0
535,745719,92,"ArcterraSnowkeep",670,600,687,613,1,476,4866,2,0,0
536,745725,92,"ArcterraFrostwebCave",676,592,689,602,1,476,4897,2,0,0
537,745832,92,"ArcterraBorMilug",666,581,691,602,1,476,4772,2,0,0
538,745856,92,"ArcterraBitterboneCavern",684,573,693,579,1,476,4898,2,0,0
539,745872,92,"ArcterraMysteriousCavern",662,582,671,589,1,476,4817,2,0,0
540,745875,92,"ArcterraSilversleepHollow",666,590,675,597,2,476,4867,2,0,0
541,745891,92,"ArcterraTowerEngineer",654,593,671,605,1,476,4780,2,0,0
542,749418,102,"NPEUMain",668,577,705,608,1,0,4961,4,0,0
543,751768,96,"WorldStory2Vault",704,575,723,589,2,512,4494,2,0,0
544,754588,102,"NPEUHousing",704,590,715,600,1,542,5969,6,0,0
545,754589,102,"NPEUExile",586,507,605,524,1,542,5998,6,0,0
546,754590,102,"NPEUDominion",600,508,619,524,1,542,5999,6,0,0
547,761980,103,"MordechairReturnsPalaverPoint",688,571,703,581,2,0,6016,0,0,0
548,762393,104,"RedmoonTerror",646,563,707,611,11,0,4353,0,0,0
549,762437,104,"RedmoonTerrorDeck",646,563,707,611,36,548,5975,2,0,0
550,762459,104,"RedmoonTerrorBrig",646,563,707,611,2,548,5974,2,0,0
551,762469,104,"RedmoonTerrorBowels",646,563,707,611,1,548,5977,2,0,0
552,762551,104,"RedmoonTerrorEngineRoom",646,563,707,611,1,548,5978,2,0,0
553,762552,104,"RedmoonTerrorCrewQuarters",646,563,707,611,1,548,5979,2,0,0
555,0,104,"RedmoonTerrorScuttlerTorpedoBay",646,563,707,611,1,548,5988,2,0,0
556,0,104,"RedmoonTerrorNavigationCore",646,563,707,611,1,548,5993,2,0,0
557,0,104,"RedmoonTerrorAnatomicalSalvageCenter",646,563,707,611,1,548,5994,2,0,0
558,0,104,"RedmoonTerrorHallofHorrors",646,563,707,611,1,548,5995,2,0,0
559,0,104,"RedmoonTerrorNecroshaman",646,563,707,611,1,548,5996,2,0,0
560,766818,105,"ColdbloodCitadel",674,575,703,599,1,0,6023,0,0,0
562,0,107,"EvilFromtheEther",670,584,689,601,1,0,0,0,0,0
563,0,107,"EvilFromTheEtherSkyrunner",670,588,683,598,1,562,4836,2,0,0
564,0,107,"EvilFromTheEtherZarkhov",674,586,689,599,1,562,4835,2,0,0
