"ID","gossipSetId","indexOrder","localizedTextId","prerequisiteId"
3009,604,7,331465,18407
3010,604,6,331488,18407
3011,604,5,331491,18407
3012,604,4,331497,18402
3013,604,3,331502,18402
3014,604,2,331506,18402
3015,604,1,331520,18402
3016,604,0,331525,18402
3017,605,3,332007,0
3018,605,2,332008,0
3019,605,1,332009,0
3020,605,0,332013,0
3021,606,3,332015,0
3022,606,2,332016,0
3023,606,1,332017,0
3024,606,0,332020,0
3025,607,3,335045,0
3026,607,2,335049,0
3027,607,1,335050,0
3028,607,0,335051,0
3029,608,1,335068,14273
3030,608,0,335073,14273
3033,609,1,335078,14273
3034,609,0,335079,14273
3035,611,3,335136,0
3036,611,2,335144,0
3037,611,1,335145,0
3038,611,0,335146,0
3039,612,3,335193,0
3040,612,2,335219,0
3041,612,1,335224,0
3042,612,0,335225,0
3043,613,3,335246,0
3044,613,2,335247,0
3045,613,1,335248,0
3046,613,0,335253,0
3047,614,1,335681,14273
3048,614,0,335683,14273
3049,615,7,337594,0
3050,615,6,337595,0
3051,615,5,337596,0
3052,615,4,337597,0
3053,615,3,337598,0
3054,615,2,337599,0
3055,615,1,337600,0
3056,615,0,337601,0
3057,616,7,337602,0
3058,616,6,337603,0
3059,616,5,337604,0
3060,616,4,337605,0
3061,616,3,337606,0
3062,616,2,337607,0
3063,616,1,337609,0
3064,616,0,337610,0
3065,617,4,337615,0
3066,617,3,337616,0
3067,617,2,337617,0
3068,617,1,337619,0
3069,617,0,337620,0
3070,618,4,337621,0
3071,618,3,337622,0
3072,618,2,337623,0
3073,618,1,337624,0
3074,618,0,337625,0
3076,619,5,340903,0
3077,619,4,340905,0
3078,619,3,340906,0
3079,619,2,340907,0
3080,619,1,340909,2968
3081,619,0,340910,0
3082,620,3,340912,0
3083,620,2,340913,0
3084,620,1,340914,0
3085,620,0,340915,0
3086,621,4,341066,0
3087,621,3,341072,0
3088,621,2,341073,0
3089,621,1,341074,0
3090,621,0,341075,2968
3091,622,3,341199,28552
3092,622,2,341207,28552
3093,622,1,341213,28552
3094,622,0,341217,28552
3095,623,2,341329,0
3096,623,1,341330,0
3097,623,0,341331,0
3098,624,3,341765,0
3099,624,2,341766,0
3100,624,1,341768,0
3101,624,0,341769,0
3102,625,0,341950,14413
3103,625,1,341951,14413
3104,625,2,341952,14413
3105,625,3,341953,14413
3106,625,4,341954,14412
3107,625,5,341955,14412
3108,625,6,341956,14412
3109,625,7,341957,14412
3110,626,0,342242,14419
3111,626,1,342249,14419
3112,626,2,342257,14419
3113,627,4,342349,0
3114,627,3,342358,0
3115,627,2,342359,0
3116,627,1,342362,0
3117,627,0,342363,2968
3118,628,9,342711,13663
3119,628,8,342733,13663
3120,628,7,342734,13663
3121,628,6,342735,13663
3122,628,5,342736,13663
3123,628,4,342737,7766
3124,628,3,342738,7766
3125,628,2,342740,7766
3126,628,1,342741,7766
3127,628,0,342743,7766
3128,168,0,342747,0
3129,629,2,343606,14444
3130,629,1,343640,14444
3131,629,0,343646,14444
3132,630,4,343962,14448
3133,631,7,344181,14459
3134,631,6,344182,14459
3135,631,5,344183,14459
3136,631,4,344184,14459
3137,631,3,344188,14460
3138,631,2,344190,14460
3139,631,1,344191,14460
3140,631,0,344192,14460
3141,632,0,344368,14473
3142,633,0,344572,0
3143,633,1,344573,0
3144,633,2,344574,0
3145,633,3,344578,0
3146,633,4,344579,0
3147,634,6,345110,0
3148,634,5,345111,0
3149,634,4,345113,0
3150,634,3,345114,0
3151,634,2,345116,0
3152,634,1,345119,0
3153,634,0,345121,0
3154,635,0,345318,14506
3155,635,1,345319,14506
3156,635,2,345320,14506
3157,635,3,345321,14504
3158,635,4,345322,14504
3159,635,5,345323,14504
3160,636,1,345324,0
3161,636,2,345325,0
3162,636,0,345326,0
3163,637,0,345327,0
3164,637,2,345328,0
3165,637,1,345329,0
3166,638,2,345596,0
3167,638,0,345610,0
3168,638,1,345611,0
3169,642,0,345612,14516
3170,640,1,345613,0
3171,642,1,345614,14516
3172,642,2,345618,14516
3173,642,3,345639,14516
3174,640,2,345646,0
3175,642,4,345642,14516
3176,640,3,345651,0
3177,643,0,345652,14516
3178,639,0,345654,0
3179,641,0,345657,0
3180,639,1,345661,0
3181,641,1,345662,0
3182,643,1,345668,14516
3183,639,2,345671,0
3184,643,3,345682,14516
3185,643,2,345686,14516
3186,641,2,345687,0
3187,643,4,345689,14516
3188,644,4,345699,0
3189,644,3,345700,0
3190,644,2,345704,0
3191,644,1,345709,0
3192,644,0,345711,0
3193,645,2,346044,0
3194,645,1,346045,0
3195,645,0,346046,0
3196,647,1,347118,0
3197,647,0,347119,0
3198,648,2,347120,0
3199,648,1,347121,0
3200,648,0,347122,0
3201,649,3,347167,0
3202,649,2,347168,0
3203,649,1,347169,0
3204,649,0,347170,0
3205,650,2,347218,0
3206,650,1,347219,0
3207,650,0,347221,0
3212,653,16,347313,14640
3213,653,15,347315,14640
3214,653,14,347316,14640
3215,653,13,347317,14640
3216,653,12,347318,14640
3217,653,11,347319,14640
3218,653,10,347320,14640
3219,653,9,347323,14640
3220,654,7,347348,14640
3221,654,6,347354,14640
3222,654,5,347360,14640
3223,654,4,347361,14640
3224,655,9,347385,14612
3225,655,8,347386,14612
3226,655,7,347387,14612
3227,655,6,347388,14612
3228,655,5,347389,14612
3229,655,4,347391,14613
3230,655,3,347392,14613
3231,655,2,347393,14613
3232,655,1,347394,14613
3233,655,0,347396,14613
3234,656,7,347397,0
3235,656,6,347398,0
3236,656,5,347399,0
3237,656,4,347400,0
3238,656,3,347401,0
3239,657,6,347461,0
3240,657,5,347462,0
3241,657,4,347463,14612
3242,657,3,347464,14612
3243,657,2,347465,14612
3244,657,1,347466,14613
3245,657,0,347467,14613
3246,658,5,347975,0
3247,658,4,347976,0
3248,658,3,347977,0
3249,658,2,347978,0
3250,658,1,347979,0
3251,659,5,347983,0
3252,659,4,347984,0
3253,659,3,347985,0
3254,659,2,347986,0
3255,659,1,347987,0
3256,660,4,347989,0
3257,660,3,347990,0
3258,660,2,347992,0
3259,660,1,347994,0
3260,660,0,347995,0
3261,661,5,347996,0
3262,661,4,348007,0
3263,661,3,348009,0
3264,661,2,348010,0
3265,661,1,348011,0
3266,662,4,348016,0
3267,662,3,348017,0
3268,662,2,348018,0
3269,662,1,348020,0
3270,662,0,348024,0
3271,663,4,348025,0
3272,663,3,348026,0
3273,663,2,348027,0
3274,663,1,348028,0
3275,663,0,348031,0
3276,653,8,348213,14641
3277,653,7,348228,14641
3278,653,6,348229,14641
3279,653,5,348230,14641
3280,653,4,348244,14641
3281,653,3,348245,14641
3282,653,2,348253,14641
3283,654,3,348277,14641
3284,654,2,348284,14641
3285,654,1,348286,14641
3286,654,0,348287,14641
3287,373,2,348518,0
3288,374,0,348521,0
3289,664,4,348636,40176
3290,664,3,348637,40176
3291,664,2,348638,40176
3292,664,1,348639,40176
3293,664,0,348640,40176
3294,665,4,348642,40176
3295,665,3,348643,40176
3296,665,2,348644,40176
3297,665,1,348645,40176
3298,665,0,348646,40176
3299,666,4,348647,40176
3300,666,3,348648,40176
3301,666,2,348649,40176
3302,666,1,348650,40176
3303,666,0,348651,40176
3304,667,4,348652,40176
3305,667,3,348653,40176
3306,667,2,348654,40176
3307,667,1,348655,40176
3308,667,0,348656,40176
3309,668,4,348657,40176
3310,668,3,348658,40176
3311,668,2,348659,40176
3312,668,1,348660,40176
3313,668,0,348661,40176
3314,669,6,348662,40176
3315,669,5,348663,40176
3316,669,4,348664,40176
3317,669,3,348665,40176
3318,669,2,348666,40176
3319,669,1,348667,40176
3320,669,0,348668,40176
3321,670,3,348669,0
3322,670,2,348670,0
3323,670,1,348671,0
3324,670,0,348672,0
3325,671,3,348673,0
3326,671,2,348674,0
3327,671,1,348675,0
3328,671,0,348676,0
3329,672,3,348677,0
3330,672,2,348678,0
3331,672,1,348679,0
3332,672,0,348680,0
3333,673,4,348699,0
3334,673,3,348700,0
3335,673,2,348701,0
3336,673,1,348702,0
3337,673,0,348703,0
3338,674,5,348730,0
3339,674,4,348731,0
3340,674,3,348732,0
3341,674,2,348733,0
3342,674,1,348734,0
3343,674,0,348735,0
3344,675,4,348736,0
3345,675,3,348737,0
3346,675,2,348738,0
3347,675,1,348739,0
3348,675,0,348740,0
3349,677,4,348741,0
3350,677,3,348742,0
3351,677,2,348743,0
3352,677,1,348744,0
3353,677,0,348745,0
3354,676,7,348762,0
3355,678,2,348748,0
3356,678,1,348749,0
3358,678,0,348751,0
3359,679,4,348757,0
3360,679,3,348758,0
3361,679,2,348759,0
3362,679,1,348760,0
3363,679,0,348761,0
3364,676,6,348766,0
3365,676,5,348783,0
3366,680,3,348859,0
3367,680,2,348862,0
3368,680,1,348864,0
3369,680,0,348865,0
3370,511,1,348913,0
3371,511,0,348959,0
3372,676,4,349086,0
3374,676,3,349121,0
3375,676,2,349122,0
3376,676,1,349124,0
3377,545,0,349128,0
3378,676,0,349129,0
3379,533,0,349132,0
3380,532,0,349135,0
3381,531,0,349136,0
3382,534,2,349137,0
3383,534,1,349138,0
3384,534,0,349139,0
3385,536,2,349144,0
3386,536,1,349145,0
3387,541,1,349146,0
3388,542,3,349147,0
3389,542,2,349148,0
3390,542,1,349150,0
3391,544,3,349152,0
3393,544,2,349154,0
3394,544,1,349155,0
3395,540,4,349156,0
3396,540,3,349157,0
3397,540,2,349158,0
3398,540,1,349159,0
3399,538,4,349160,0
3400,538,3,349162,0
3401,538,2,349163,0
3402,538,1,349165,0
3403,429,1,349166,0
3404,429,0,349167,0
3405,681,7,349721,0
3406,682,3,349363,0
3407,682,2,349364,0
3408,682,1,349367,0
3409,682,0,349374,2968
3410,149,13,349523,6957
3411,149,12,349524,6957
3412,149,11,349525,6957
3413,149,10,349526,6957
3414,149,9,349527,6957
3415,149,8,349528,6957
3416,149,7,349529,6957
3417,149,6,349530,6957
3418,151,12,349576,6957
3419,151,11,349577,6957
3420,151,10,349578,6957
3421,151,9,349579,6957
3422,151,8,349580,6957
3423,151,7,349581,6957
3424,151,6,349582,6957
3425,151,5,349583,6957
3426,151,4,349588,14696
3427,151,3,349589,14696
3428,151,2,349605,14696
3430,151,1,349637,14696
3431,151,0,349653,14696
3432,149,5,349654,14696
3433,149,4,349655,14696
3434,149,3,349656,14696
3435,149,2,349657,0
3436,149,1,349658,14696
3437,149,0,349659,14696
3438,585,0,349705,14699
3439,681,6,349722,0
3440,681,5,349723,0
3441,681,4,349724,0
3442,681,3,349725,0
3443,681,2,349726,0
3444,681,1,349727,0
3445,681,0,349728,0
3446,683,2,349803,0
3447,683,1,349808,0
3448,683,0,349811,0
3449,684,5,349818,0
3450,684,4,349819,0
3451,684,3,349820,0
3452,684,2,349821,0
3453,684,1,349822,0
3454,685,4,349823,0
3455,685,3,349824,0
3456,685,2,349825,0
3457,685,1,349826,0
3458,685,0,349827,0
3459,686,7,349909,0
3460,686,6,349920,0
3461,686,5,349921,0
3462,686,4,349922,0
3463,686,3,349923,2968
3464,686,2,349924,2965
3465,686,1,349925,2966
3466,686,0,349926,4895
3467,630,5,350714,14448
3468,687,3,350987,0
3469,687,2,350988,0
3470,687,1,350989,0
3471,687,0,350990,0
3472,688,8,353952,0
3473,688,7,353953,0
3474,688,6,353954,0
3475,688,5,353955,0
3476,688,4,353956,0
3477,688,3,353958,0
3478,688,2,353960,14888
3479,688,1,353961,14888
3480,688,0,353963,14888
3481,689,6,353968,0
3482,689,5,353970,14889
3483,689,4,353971,14889
3484,689,3,353972,0
3485,689,2,353980,0
3486,689,1,353982,14888
3487,689,0,353983,0
3488,690,5,353989,0
3489,690,4,353991,14889
3490,690,3,353994,0
3491,690,2,353996,0
3492,690,1,354086,0
3493,690,0,354224,14888
3494,691,5,354225,0
3495,691,4,354226,14889
3496,691,3,354229,0
3497,691,2,354235,0
3498,691,1,354455,0
3499,691,0,354457,14888
3500,692,5,354460,0
3501,692,4,354462,0
3502,692,3,354463,0
3503,692,2,354464,0
3504,692,1,354471,14892
3505,692,0,354478,14888
3506,693,5,354483,0
3507,693,4,354486,0
3508,693,3,354487,0
3509,693,2,354488,0
3510,693,1,354492,0
3511,693,0,354494,14888
3512,694,5,354495,14889
3513,694,4,354496,0
3514,694,3,354497,0
3515,694,2,354498,0
3516,694,1,354499,0
3517,694,0,354500,14888
3518,695,4,354501,0
3519,695,3,354502,0
3520,695,2,354503,14889
3521,695,1,354520,0
3522,695,0,354521,14888
3523,696,0,355947,0
3524,696,1,355955,0
3525,696,2,355956,0
3526,696,3,355957,0
3527,696,4,355958,0
3529,697,0,356856,6458
3530,698,5,357577,0
3531,698,4,357580,0
3532,698,3,357581,0
3533,698,2,357582,0
3534,698,1,357585,0
3535,698,0,357604,0
3536,699,3,357696,0
3537,699,0,357705,0
3538,699,2,357713,0
3539,699,1,357721,0
3540,700,0,357722,0
3541,700,1,357724,0
3542,700,2,357725,0
3543,701,2,357974,15128
3544,701,1,357975,15128
3545,701,0,357978,15128
3546,702,6,358272,0
3547,702,5,358273,0
3548,702,4,358275,0
3549,702,3,358280,2968
3550,702,2,358288,2965
3551,702,1,358293,2967
3552,702,0,358294,2966
3553,703,2,358866,0
3554,703,1,358867,0
3555,703,0,358868,0
3556,704,6,359705,0
3557,704,5,359706,0
3558,704,4,359707,0
3559,704,3,359708,0
3560,704,2,359716,0
3561,705,5,359719,0
3562,705,4,359720,0
3563,705,3,359723,0
3564,705,2,359724,0
3565,705,1,359725,0
3566,706,0,361509,0
3567,706,1,361513,0
3568,706,2,361518,0
3569,707,3,361732,0
3570,707,2,361736,0
3571,707,1,361737,0
3572,707,0,361739,0
3573,708,2,362671,0
3574,708,1,362672,0
3575,708,0,362673,0
3576,709,5,362814,0
3577,709,4,362816,0
3578,709,3,362817,0
3579,709,2,362818,0
3580,709,1,362820,0
3581,709,0,362821,0
3582,215,0,362822,0
3583,224,1,362825,0
3584,224,0,362826,0
3585,220,2,362843,0
3586,220,1,362844,0
3587,216,2,362849,0
3588,216,1,362850,0
3589,216,0,362851,0
3590,710,4,362852,0
3591,710,3,362853,0
3592,710,2,362855,0
3593,710,1,362856,0
3594,710,0,362857,0
3595,711,4,362858,0
3596,711,3,362860,0
3597,711,2,362863,0
3598,711,1,362864,0
3599,711,0,362865,0
3600,712,4,362866,0
3601,712,3,362870,0
3602,712,2,362872,0
3603,712,1,362873,0
3604,712,0,362874,0
3605,713,4,362876,0
3606,713,3,362879,0
3607,713,2,362880,0
3608,713,1,362881,0
3609,713,0,362883,0
3610,714,6,362889,0
3611,714,5,362890,0
3612,714,4,362891,0
3613,714,3,362892,0
3614,714,2,362894,0
3615,714,1,362896,0
3616,715,4,362897,0
3617,715,3,362898,0
3618,715,2,362900,0
3619,715,1,362901,0
3620,715,0,362902,0
3621,716,4,362907,0
3622,716,3,362908,0
3623,716,2,362910,0
3624,716,1,362911,0
3625,716,0,362913,0
3626,717,5,362916,0
3627,717,4,362917,0
3628,717,3,362918,0
3629,717,2,362920,0
3630,717,1,362921,0
3631,717,0,362923,0
3632,718,4,362935,0
3633,718,3,362936,0
3634,718,2,362937,0
3635,718,1,362938,0
3636,718,0,362941,0
3637,719,3,364383,0
3638,719,2,364384,0
3639,719,1,364388,0
3640,719,0,364389,0
3641,722,0,364623,0
3642,722,1,364629,0
3643,722,2,364630,0
3644,723,0,364631,0
3645,723,1,364632,0
3646,720,5,364675,0
3647,720,4,364676,0
3648,720,3,364677,0
3649,720,2,364702,0
3650,721,5,364709,0
3651,721,4,364710,0
3652,721,3,364712,0
3653,721,2,364713,0
3654,724,7,365099,15576
3655,724,6,365100,15576
3656,724,5,365101,15576
3657,724,4,365102,15576
3658,724,3,365103,0
3659,724,2,365104,0
3660,724,1,365105,0
3661,724,0,365106,0
3662,725,7,365113,15576
3663,725,6,365114,15576
3664,725,5,365115,15576
3665,725,4,365116,15576
3666,725,3,365117,0
3667,725,2,365118,0
3668,725,1,365119,0
3669,725,0,365120,0
3670,726,7,365121,15576
3671,726,6,365122,15576
3672,726,5,365123,15576
3673,726,4,365125,15576
3674,726,3,365126,0
3675,726,2,365128,0
3676,726,1,365130,0
3677,726,0,365131,0
3678,727,7,365132,15576
3679,727,6,365137,15576
3680,727,5,365138,15576
3681,727,4,365143,15576
3682,727,3,365146,0
3683,727,2,365147,0
3684,727,1,365153,0
3685,727,0,365158,0
3686,728,6,365490,15602
3687,728,5,365492,15602
3688,728,4,365494,15602
3689,728,3,365495,15602
3690,728,2,365517,15606
3691,728,1,365519,15606
3692,728,0,365526,15606
3693,729,4,366034,0
3694,729,3,366090,0
3695,729,2,366095,0
3696,729,1,366241,0
3697,729,0,366244,0
3698,730,0,366280,0
3699,730,3,366281,0
3700,730,2,366283,0
3701,730,1,366302,0
3702,731,9,366444,0
3703,731,8,366447,0
3704,731,7,366448,0
3705,731,6,366449,0
3706,731,5,366450,0
3707,731,4,366455,0
3708,731,3,366459,0
3709,731,2,366460,0
3710,731,1,366461,0
3711,731,0,366462,0
3712,732,2,366563,0
3713,732,1,366572,0
3714,732,0,366575,0
3715,733,0,366660,0
3716,733,1,366672,0
3717,733,2,366678,0
3718,733,3,366684,0
3719,733,4,366696,0
3720,734,2,368440,0
3721,734,3,368450,0
3722,734,1,368451,0
3723,734,0,368454,0
3724,735,1,368467,0
3725,735,0,368468,0
3726,736,2,368489,15717
3728,737,2,368492,15717
3730,737,1,368495,15717
3731,737,0,368497,2965
3732,736,1,368499,15717
3733,738,1,368647,15729
3734,738,0,368648,15729
3735,738,2,368649,15729
3736,739,0,369435,14944
3737,739,1,369436,14944
3738,739,2,369440,14944
3739,740,8,369451,0
3740,740,7,369455,0
3741,740,6,369462,0
3742,740,5,369470,0
3743,740,4,369471,0
3744,740,3,369472,0
3745,740,2,369473,0
3746,740,1,369474,0
3747,741,3,369475,0
3748,741,2,369505,0
3749,740,0,369508,0
3750,741,1,369535,0
3751,741,0,369536,0
3752,742,0,369655,0
3753,743,8,369657,15791
3754,743,7,369659,15791
3755,743,6,369661,15791
3756,743,5,369663,15791
3757,744,6,369664,15794
3758,744,5,369671,15794
3759,744,4,369675,15794
3760,745,5,369677,15794
3761,745,4,369678,15794
3762,746,0,369997,15818
3764,749,2,369999,15818
3765,749,1,370006,15818
3766,753,5,370014,15818
3767,749,0,370015,15818
3768,750,5,370016,15818
3769,750,4,370017,15818
3770,753,4,370020,15818
3771,754,0,370536,0
3772,754,1,370537,0
3773,754,2,370540,0
3774,754,3,370543,0
3775,755,0,370769,0
3776,755,1,370770,0
3777,755,2,370771,0
3778,756,0,370777,14923
3779,757,12,371143,0
3780,757,11,371144,0
3781,758,2,371146,0
3782,758,1,371148,0
3783,758,0,371149,0
3784,757,10,371185,0
3785,757,9,371191,0
3786,757,8,371199,0
3787,757,7,371203,0
3788,757,6,371205,0
3789,757,5,371206,0
3790,757,4,371211,0
3791,757,3,371215,0
3792,757,2,371216,0
3793,757,1,371237,0
3794,757,0,371244,0
3795,759,7,371553,0
3796,759,6,371554,0
3797,760,0,371555,0
3798,760,1,371558,0
3799,759,5,371559,0
3800,760,2,371560,0
3801,759,4,371561,0
3802,760,3,371562,0
3803,759,3,371563,0
3804,759,2,371576,0
3805,761,0,371579,0
3806,761,1,371580,0
3807,761,2,371581,0
3808,759,1,371586,0
3809,761,3,371588,0
3810,759,0,371589,0
3811,762,0,371612,0
3812,762,1,371613,0
3813,762,2,371617,0
3814,762,3,371621,0
3815,762,4,371622,0
3816,763,2,371697,0
3817,763,3,371706,0
3818,763,4,371711,0
3819,763,5,371717,0
3820,764,0,371783,0
3821,764,1,371784,0
3822,764,2,371791,0
3823,765,0,371816,0
3824,765,1,371818,0
3825,765,2,371820,0
3826,766,2,371841,0
3827,766,1,371846,0
3828,766,0,371847,0
3829,767,4,371896,0
3830,767,3,371897,0
3831,767,2,371899,0
3832,767,1,371901,0
3833,767,0,371902,0
3834,768,2,372150,15986
3835,768,1,372152,15986
3836,768,0,372156,0
3837,769,1,372273,0
3838,769,0,372279,0
3839,770,0,372280,15978
3840,754,4,372492,0
3841,754,5,372496,0
3842,771,0,372882,0
3843,771,1,372883,0
3844,771,2,372890,0
3845,772,5,372899,0
3846,772,4,372901,0
3847,772,3,372902,0
3848,773,10,372908,16030
3849,773,9,372909,16030
3850,773,8,372910,16030
3851,773,6,372913,16030
3852,773,7,372916,16030
3853,773,5,372917,16035
3854,773,3,372920,16035
3855,773,4,372921,16035
3856,773,2,372922,16035
3857,773,1,372923,16035
3859,772,2,372924,0
3860,772,1,372925,0
3861,772,0,372928,0
3862,774,7,372942,0
3863,774,6,372943,0
3864,774,5,372944,0
3865,774,4,372947,0
3866,774,3,372952,0
3867,774,2,372953,0
3868,774,0,372954,0
3869,774,1,372956,0
3870,775,6,372960,0
3871,775,5,372962,0
3872,773,0,372961,16030
3873,775,4,372963,0
3874,775,2,372964,0
3875,775,3,372965,0
3876,775,1,372967,0
3877,775,0,372984,0
3878,776,4,373516,0
3879,776,3,373518,0
3880,777,0,373585,0
3881,777,1,373588,0
3882,777,2,373595,0
3883,777,3,373598,0
3884,777,4,373606,0
3885,776,2,373643,0
3886,776,1,373747,0
3887,776,0,373748,0
3888,778,4,373753,14384
3889,778,3,373754,14384
3890,778,2,373755,14384
3891,778,1,373758,14384
3892,778,0,373760,14384
3893,779,4,373761,0
3894,779,3,373762,0
3895,779,2,373763,0
3896,779,1,373764,0
3897,779,0,373766,0
3898,780,4,373767,0
3899,780,3,373769,0
3900,780,2,373770,0
3901,780,1,373771,0
3902,780,0,373772,0
3903,786,12,373789,9
3904,786,11,373790,4
3905,786,10,373791,5
3906,786,9,373792,3
3907,786,8,373793,17
3908,786,7,373795,6
3909,786,6,373800,7
3910,786,5,373807,11
3911,786,4,373809,16
3912,786,3,373811,15
3913,786,2,373812,0
3914,786,1,373813,0
3915,786,0,373815,0
3916,787,3,373862,0
3917,787,2,373863,0
3918,787,1,373864,0
3919,787,0,373865,0
3920,788,0,373870,0
3921,788,3,373871,0
3922,788,2,373874,0
3923,788,1,373876,0
3924,788,0,373879,0
3925,789,0,373923,0
3926,789,1,373925,0
3927,789,2,373926,0
3928,789,3,373928,0
3929,789,4,373930,0
3930,789,5,373932,0
3931,790,0,373954,0
3932,790,1,373955,0
3933,790,2,373956,0
3934,790,3,373957,0
3935,790,4,373958,0
3936,791,0,373966,0
3937,791,0,373968,0
3938,792,3,374413,0
3939,792,2,374414,0
3940,792,1,374415,0
3941,792,0,374416,0
3942,793,6,375022,0
3943,793,5,375023,0
3944,793,4,375024,0
3945,793,3,375025,0
3946,793,2,375026,0
3947,793,1,375027,0
3948,793,0,375028,0
3949,794,6,375029,0
3950,794,5,375030,0
3951,794,4,375032,0
3952,794,3,375045,0
3953,794,2,375046,0
3954,794,0,375053,0
3955,794,1,375054,0
3956,795,6,375555,0
3957,795,5,375556,0
3958,795,4,375557,0
3959,795,3,375559,0
3960,795,2,375560,0
3961,796,6,375733,0
3962,796,5,375734,0
3963,796,4,375735,0
3964,796,3,375737,0
3965,796,2,375740,0
3966,796,1,375741,0
3967,796,0,375742,0
3968,797,3,375910,0
3969,797,2,375913,0
3970,797,1,375920,0
3971,797,0,375956,0
3972,798,5,376012,0
3973,798,4,376013,0
3974,798,3,376016,0
3975,798,2,376017,0
3976,798,1,376018,0
3977,798,0,376019,0
3978,795,1,376057,0
3979,795,0,376061,0
3980,799,4,376068,0
3981,799,3,376071,0
3982,799,2,376074,0
3983,799,1,376075,0
3984,799,0,376076,0
3985,800,4,376077,0
3986,800,3,376079,0
3987,800,2,376086,0
3988,800,1,376087,0
3989,800,0,376089,0
3990,801,3,376647,0
3991,801,2,376657,0
3992,801,0,376660,0
3993,801,1,376661,0
3995,802,2,377526,16260
3996,802,1,377527,16260
3997,802,0,377528,16260
3998,803,5,378270,0
3999,803,4,378272,0
4000,803,3,378273,0
4001,803,2,378274,0
4002,803,1,378275,0
4003,803,0,378276,0
4004,804,2,378536,16284
4005,804,1,378538,16284
4006,804,0,378539,16284
4007,805,3,378808,16292
4008,805,2,378812,16292
4009,805,1,378820,16292
4010,805,0,378824,16292
4011,806,1,378911,0
4012,806,2,378912,0
4013,806,4,378913,0
4014,806,3,378914,0
4015,806,0,378915,0
4016,807,3,378916,0
4017,807,2,378917,0
4018,807,4,378919,0
4019,807,1,378921,0
4020,807,0,378922,0
4021,656,2,379000,0
4022,656,1,379003,0
4023,656,0,379004,0
4024,808,7,379243,0
4025,808,6,379244,0
4026,808,5,379265,0
4027,808,4,379266,0
4028,808,3,379267,16
4029,808,2,379272,0
4030,808,1,379288,11
4031,808,0,379290,17
4032,809,6,379353,16318
4033,809,5,379367,11
4034,809,4,379378,16318
4035,809,3,379381,16319
4036,809,2,379386,16319
4037,809,1,379407,16
4038,809,0,379412,16319
4046,332,5,380141,16348
4047,332,4,380142,16348
4048,332,3,380143,16348
4049,332,2,380144,16348
4050,332,1,380150,16348
4051,332,0,380151,16348
4052,811,2,380307,16362
4053,811,1,380308,16362
4054,811,0,380309,16363
4055,736,0,380518,0
4056,812,6,380537,17
4057,812,5,380538,15
4058,812,4,380543,11
4059,812,3,380550,0
4060,812,2,380551,16
4061,812,1,380552,0
4062,812,0,380554,0
4063,813,7,380676,0
4064,813,6,380673,0
4065,813,5,380672,0
4066,813,4,380669,0
4067,813,3,380668,0
4068,813,2,380667,0
4069,813,1,380778,0
4070,813,0,380789,0
4071,814,0,382057,0
4072,814,1,382065,0
4073,814,2,382076,0
4074,815,2,382275,0
4075,815,1,382277,0
4076,815,0,382282,0
4077,816,7,382628,16430
4078,816,6,382629,16430
4079,816,5,382632,16430
4080,816,4,382633,16430
4081,816,3,382635,16430
4082,816,2,382636,16430
4083,816,1,382637,16430
4084,816,0,382642,16430
4085,817,2,382705,0
4086,817,1,382713,0
4087,817,0,382717,0
4088,818,5,383244,0
4089,818,4,383248,0
4090,818,3,383251,0
4091,818,2,383252,0
4092,818,1,383253,0
4093,818,0,383269,0
4094,819,6,383280,0
4095,819,5,383285,2965
4096,819,4,383286,2966
4097,819,3,383287,2968
4098,819,2,383293,2967
4099,819,1,383302,18
4100,819,0,383304,19
4101,824,9,383554,0
4102,824,8,383555,0
4103,824,7,383556,0
4104,824,6,383558,0
4105,824,5,383560,0
4106,824,4,383564,0
4107,824,3,383565,0
4108,824,2,383566,0
4109,824,1,383570,0
4110,824,0,383571,0
4111,823,9,383573,0
4112,823,8,383575,0
4113,823,7,383576,0
4114,823,6,383578,0
4115,823,5,383581,0
4116,823,4,383585,0
4117,823,3,383587,0
4118,823,2,383589,0
4119,823,1,383590,0
4120,823,0,383593,0
4121,822,9,383594,0
4122,822,8,383596,0
4123,822,7,383597,0
4124,822,6,383598,0
4125,822,5,383599,0
4126,822,4,383601,0
4127,822,3,383604,0
4128,822,2,383607,0
4129,822,1,383608,0
4130,822,0,383609,0
4131,821,9,383618,0
4132,821,8,383619,0
4133,821,7,383622,0
4134,821,6,383625,0
4135,821,5,383629,0
4136,821,4,383643,0
4137,821,3,383648,0
4138,821,2,383649,0
4139,821,1,383651,0
4140,821,0,383652,0
4141,820,9,383653,0
4142,820,8,383654,0
4143,820,7,383655,0
4144,820,6,383657,0
4145,820,5,383658,0
4146,820,4,383659,0
4147,820,3,383661,0
4148,820,2,383662,0
4149,820,1,383663,0
4150,820,0,383664,0
4152,825,1,383934,0
4153,825,0,383936,0
4154,826,0,383942,0
4155,827,1,383943,0
4156,827,0,383945,0
4157,828,1,383952,0
4158,828,0,383953,0
4160,829,1,383973,0
4161,829,0,383977,0
4162,830,2,383979,0
4163,830,1,383985,0
4164,830,0,383991,0
4165,831,9,384135,0
4166,831,8,384142,0
4167,831,7,384148,0
4168,831,6,384159,0
4169,831,5,384160,0
4170,831,4,384172,0
4171,831,3,384189,0
4172,831,2,384194,0
