"ID","scientistCreatureFlags","displayIcon","prerequisiteIdScan","prerequisiteIdRawScan","prerequisiteIdScanCreature","prerequisiteIdRawScanCreature","spell4IdBuff00","spell4IdBuff01","spell4IdBuff02","spell4IdBuff03","checklistCount","scientistCreatureTypeEnum","lootId"
793,128,"Icon_ItemMisc_herb_0001",33125,0,0,0,0,0,0,0,0,3,0
794,128,"",0,2966,0,31030,0,0,0,0,0,0,39292
795,128,"",0,33654,0,0,47438,0,0,0,0,2,0
797,128,"",0,2966,0,0,0,0,0,0,0,5,39622
798,128,"",0,35392,0,21,76086,0,0,0,0,1,39728
799,128,"",0,35394,0,21,76087,0,0,0,0,1,39729
800,128,"",0,35396,0,21,76091,0,0,0,0,1,39732
801,128,"",0,35397,0,21,76092,0,0,0,0,1,39733
802,128,"",0,35402,0,0,0,0,0,0,0,2,0
803,0,"",0,35469,0,0,0,0,0,0,0,1,0
806,128,"",0,2966,0,0,0,0,0,0,0,6,39771
807,0,"",0,2966,0,0,0,0,0,0,0,0,0
809,128,"",0,2966,0,0,46336,0,0,0,0,0,0
812,128,"",0,18992,0,0,0,0,0,0,0,2,0
813,128,"",0,0,0,0,80184,80184,80184,0,3,6,0
814,128,"",0,0,0,0,80184,80184,80184,0,3,6,0
815,129,"",0,0,0,0,0,0,0,0,0,5,0
816,128,"",0,9150,0,0,0,0,0,0,0,2,0
