"ID","type","flags","op","blend","shaderNum00","shaderNum01","numLayers","colorIndex01","colorIndex00","colorIndex02","colorIndex03","normalIndex00","normalIndex01","normalIndex02","normalIndex03","heightSource00","heightSource01","heightSource02","heightSource03","opacitySource00","opacitySource01","opacitySource02","opacitySource03","glossSource00","glossSource01","glossSource02","glossSource03","glowSource00","glowSource01","glowSource02","glowSource03","shaderSource00","shaderSource01","shaderSource02","shaderSource03","heightValue00","heightValue01","heightValue02","heightValue03","opacityValue00","opacityValue01","opacityValue02","opacityValue03","glossValue00","glossValue01","glossValue02","glossValue03","glowValue00","glowValue01","glowValue02","glowValue03","shaderValue00","shaderValue01","shaderValue02","shaderValue03","heightScale00","heightScale01","heightScale02","heightScale03","heightOffset00","heightOffset01","heightOffset02","heightOffset03","parallaxScale00","parallaxScale01","parallaxScale02","parallaxScale03","parallaxOffset00","parallaxOffset01","parallaxOffset02","parallaxOffset03","textureTiles00","textureTiles01","textureTiles02","textureTiles03","colorModX00","colorModX01","colorModX02","colorModX03","colorModY00","colorModY01","colorModY02","colorModY03","colorModZ00","colorModZ01","colorModZ02","colorModZ03","materialTypeId00","materialTypeId01","materialTypeId02","materialTypeId03","colorTexture00","colorTexture01","colorTexture02","colorTexture03","normalTexture00","normalTexture01","normalTexture02","normalTexture03"
47,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Imperium\Inn\STR_Building_Imperium_Inn_Wallpaper_Inside_000_Color.tex","","","","Art\Structure\Texture\Imperium\Inn\STR_Building_Imperium_Inn_Wallpaper_Inside_000_Normal.tex","","",""
48,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\ph_housing_darkhardwood_000_color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\ph_housing_darkhardwood_000_normal.tex","","",""
49,0,0,0,0,11,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_Exolab_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_Exolab_000_Normal.tex","","",""
50,0,0,0,0,11,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_Falkrin_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_Falkrin_000_Normal.tex","","",""
51,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_ExileArkship_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_ExileArkship_000_Normal.tex","","",""
52,0,0,0,0,12,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_Dominion_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_Dominion_000_Normal.tex","","",""
53,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_Ikthian_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_Ikthian_000_Normal.tex","","",""
54,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_Osun_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\MAT_HousingTrim_Osun_000_Normal.tex","","",""
55,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_aurin_000_color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_aurin_000_normal.tex","","",""
56,0,0,0,0,11,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_draken_000_color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_draken_000_normal.tex","","",""
57,0,0,0,0,11,16,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_metal_001_color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_metal_001_normal.tex","","",""
58,0,0,0,0,11,18,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_metal_002_color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_metal_002_normal.tex","","",""
59,0,0,0,0,11,6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\PH_Housing_InteriorTrim_Granok_000_color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\PH_Housing_InteriorTrim_Granok_000_normal.tex","","",""
60,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_DominionCeiling_001_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_DominionCeiling_001_Normal.tex","","",""
61,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_DominionCeiling_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_DominionCeiling_000_Normal.tex","","",""
62,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_ExileArkship_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_ExileArkship_000_Normal.tex","","",""
63,0,0,0,0,20,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_EldanScionicCeiling_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_EldanScionicCeiling_000_Normal.tex","","",""
64,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_EldanExolabCeiling_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_EldanExolabCeiling_000_Normal.tex","","",""
65,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_IkthianWallPanel_002_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_IkthianWallPanel_002_Normal.tex","","",""
66,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_ChuaPlaster_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_ChuaPlaster_000_Normal.tex","","",""
67,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_spaceshipmetal_000_color.tex","","","","Art\Structure\Texture\Housing\Interior\Trim\ph_housing_interiortrim_spaceshipmetal_000_normal.tex","","",""
68,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_Falkrin_002_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_Falkrin_002_Normal.tex","","",""
69,0,0,0,0,39,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_Torine_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_Torine_000_Normal.tex","","",""
70,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_GranokStone_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_GranokStone_Normal.tex","","",""
71,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_Plaster_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Ceiling\PH_Housing_InteriorCeiling_Plaster_Normal.tex","","",""
72,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_TorineFloor_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_TorineFloor_000_Normal.tex","","",""
73,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_IkthianWallpanel_001_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_IkthianWallpanel_001_Normal.tex","","",""
74,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_OsunStoneWall_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_OsunStoneWall_000_Normal.tex","","",""
75,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_EldanScionicWall_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_EldanScionicWall_000_Normal.tex","","",""
76,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_EldanExolabWall_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_EldanExolabWall_000_Normal.tex","","",""
77,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,16,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_dominionwall_001_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_dominionwall_001_Normal.tex","","",""
78,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,16,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_ExileArkshipWall_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Wall\PH_Housing_Interior_ExileArkshipWall_000_Normal.tex","","",""
79,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,16,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\ph_housing_interior_techpanels_000_color.tex","","","","Art\Structure\Texture\Housing\Interior\Wall\ph_housing_interior_techpanels_000_Normal.tex","","",""
80,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_TanTile_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_TanTile_000_Normal.tex","","",""
81,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_CrackedPlaster_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_CrackedPlaster_000_Normal.tex","","",""
82,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_EldanExolabFloor_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_EldanExolabFloor_000_Normal.tex","","",""
83,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_EldanScionicFloor_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_EldanScionicFloor_000_Normal.tex","","",""
84,0,0,0,0,11,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_Ikthian_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_Ikthian_000_Normal.tex","","",""
85,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,7,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_Wilderun_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_Wilderun_000_Normal.tex","","",""
86,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\ph_housing_interiorfloor_plainwood_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\ph_housing_interiorfloor_plainwood_000_Normal.tex","","",""
87,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\ph_housing_darkhardwood_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\ph_housing_darkhardwood_000_Normal.tex","","",""
88,0,0,0,0,6,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,11,0,0,0,"Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_StoneWallSimple_000_Color.tex","","","","Art\Structure\Texture\Housing\Interior\Floor\PH_Housing_InteriorFloor_StoneWallSimple_000_Normal.tex","","",""
89,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\ph_housing_interiorwallpaper_shadeseve_eyesneon_000_color.tex","","","","Art\Structure\Texture\Housing\Interior\Wall\ph_housing_interiorwallpaper_shadeseve_eyesneon_000_normal.tex","","",""
90,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,"Art\Structure\Texture\Housing\Interior\Wall\ph_housing_interiorwallpaper_shadeseve_eyesdark_000_color.tex","","","","Art\Structure\Texture\Housing\Interior\Wall\ph_housing_interiorwallpaper_shadeseve_eyesdark_000_normal.tex","","",""
