"ID","radius","maxVerticalDistance","position0","position1","position2","facing0","facing1","facing2","facing3","worldId","worldZoneId","phases"
16862,1,0,1628.47,-988.554,-64.2377,4.88944e-09,0.726446,7.45058e-09,0.687224,51,1160,4294967295
16863,1,0,1628.24,-988.843,-66.5357,3.60887e-09,0.730176,5.58794e-09,0.683259,51,1160,4294967295
16864,1,0,1628.03,-989.042,-69.2616,3.95812e-09,0.716488,3.72529e-09,0.697599,51,1160,4294967295
16865,1,0,1627.99,-989.267,-71.854,2.96859e-09,0.759527,5.58794e-09,0.650476,51,1160,4294967295
16866,1,0,1625.79,-988.224,-52.1926,5.58794e-09,0.457838,3.72529e-09,0.889036,51,1160,4294967295
16867,1,0,3.78062,-989.968,-185.987,0,0,0,1,1261,0,4294967295
16868,1,0,2.78873,-225.231,0.33547,0,1,0,-1.94707e-07,1318,1288,4294967295
16869,1,0,0,-446.701,0,0,0,0,1,1319,1184,4294967295
16870,1,0,-1474.82,-950.217,-1856.3,0,0,0,1,1163,0,4294967295
16871,45,0,2106.04,-983.856,13.304,0,0,0,1,51,1826,4294967295
16872,1,0,605.733,-1024.09,-2078.79,0,0,0,1,1298,0,4294967295
16873,1,0,701.689,-1024.09,-2146.32,0,0,0,1,1300,0,4294967295
16874,1,0,659,724,2062,0,0,0,1,1303,0,4294967295
16875,130.593,0,4067.75,-736.306,-5453.32,0,0,0,1,426,651,4294967295
16876,1,0,2028.41,-960.217,-761.802,0,0.999834,0,-0.0182079,51,1151,4294967295
16877,104.248,0,4149.38,-737.081,-5437.22,0,0,0,1,426,651,4294967295
16878,158.497,0,4154.57,-736.818,-5646.41,0,0,0,1,426,651,4294967295
16879,1,0,2009.37,-959.394,-726.408,0,-0.362793,0,0.93187,51,1151,4294967295
16880,1,0,2008.34,-959.399,-722.917,0,-0.362793,0,0.93187,51,1151,4294967295
16881,1,0,2005.96,-959.506,-725.365,0,-0.362793,0,0.93187,51,1151,4294967295
16882,1,0,1884.39,-997.087,-770.538,0,0,0,1,51,1151,4294967295
16883,1,0,1987.62,-984.288,-811.794,0,0,0,1,51,1151,4294967295
16884,1,0,2068.62,-965.277,-810.512,0,0,0,1,51,1151,4294967295
16885,1,0,2121.4,-960.217,-676.577,0,0,0,1,51,1151,4294967295
16886,1,0,2172.58,-959.572,-690.698,0,0.807521,0,0.589839,51,1151,4294967295
16887,1,0,1730.96,-996.855,-148.207,0,0.797841,0,0.602868,51,1160,4294967295
16888,1,0,1597.61,-988.843,-75.2827,0,0,0,1,51,1160,4294967295
16889,130.199,0,4734.23,-731.007,-5678.21,0,0,0,1,426,604,4294967295
16890,122.397,0,4538.91,-734.616,-5688.28,0,0,0,1,426,597,4294967295
16891,106.129,0,4677.36,-728.847,-5662.24,0,0,0,1,426,604,4294967295
16892,159.985,0,4055.4,-724.452,-5539.64,0,0,0,1,426,651,4294967295
16893,158.251,0,4155.14,-745.376,-5611.56,0,0,0,1,426,651,4294967295
16895,157.952,0,4405.16,-740.308,-5548.8,0,0,0,1,426,597,4294967295
16896,78.796,0,4490.82,-740.857,-5590.56,0,0,0,1,426,597,4294967295
16897,86.4838,0,4511.3,-742.841,-5505.44,0,0,0,1,426,949,4294967295
16898,140.869,0,4422.63,-745.56,-5622.53,0,0,0,1,426,595,4294967295
16899,50,0,5699.52,-1004.38,-2270.67,0,0,0,1,51,937,4294967295
16900,111.241,0,4036.07,-1050.85,-4215.64,0,0,0,1,51,322,4294967295
16901,1,0,4030.78,-1057.34,-4123.22,0,0,0,1,51,322,4294967295
16902,1,0,57.9446,-984.593,-78.3156,0,0,0,1,185,0,4294967295
16903,1.00002,0,2630.41,-976.252,-196.76,-1.16316e-07,6.78534e-08,-1.19212e-07,1,51,1181,4294967295
16904,81.2507,0,4506.79,-723.842,-5292.55,0,0,0,1,426,602,4294967295
16905,1,0,702.167,-1024.09,-1981.7,0,0,0,1,1303,0,4294967295
16906,80,0,4500.84,-721.598,-5278.38,0,0,0,1,426,602,4294967295
16907,90,0,4503.21,-721.741,-5266.65,0,0,0,1,426,602,4294967295
16908,79.6864,0,4509.4,-724.045,-5294.36,0,0,0,1,426,602,4294967295
16909,155.932,0,4086.98,-741.397,-5480,0,0,0,1,426,651,4294967295
16910,159.111,0,3984.45,-717.427,-5380.58,0,0,0,1,426,646,4294967295
16911,158.688,0,4144.04,-720.347,-5377.18,0,0,0,1,426,647,4294967295
16912,158.093,0,4683.29,-732.826,-5693.48,0,0,0,1,426,604,4294967295
16913,5,0,4439.39,-1100.72,-3910,0,0,0,1,51,28,4294967295
16914,170.549,0,4561.47,-1103.41,-3775.36,0,0,0,1,51,1886,4294967295
16920,1,0,21.8091,-984.593,-49.0728,0,0,0,1,185,0,4294967295
16928,1,0,659.683,-1024.09,-2092.65,0,0,0,1,1302,0,4294967295
16929,160,0,3542.62,-1034.84,-4460.91,0,0,0,1,51,23,4294967295
16930,160,0,3494.63,-1065.7,-4281.27,0,0,0,1,51,365,4294967295
16931,89.5669,0,3366.64,-1030.09,-4416.75,0,0,0,1,51,26,4294967295
16932,1,0,69.2243,-974.717,-20.7795,0,0,0,1,185,0,4294967295
16933,75,0,3479.09,-1046.31,-3931.07,0,0,0,1,51,365,4294967295
16934,160,0,3527.26,-1064.3,-4069.18,0,0,0,1,51,365,4294967295
16935,75,0,3532.83,-1034.84,-3882.15,0,0,0,1,51,254,4294967295
16936,18,0,3599.62,-1029.09,-3875.38,0,0,0,1,51,254,4294967295
16937,160,0,3126.77,-826.177,-4958.98,0,0,0,1,51,24,4294967295
16938,75,0,4192.21,-1027.99,-4302.05,0,0,0,1,51,322,4294967295
16939,160,0,4260.27,-1027.91,-4172.45,0,0,0,1,51,322,4294967295
16940,160,0,4066.76,-1053.4,-4211.81,0,0,0,1,51,322,4294967295
16941,75,0,4161.63,-963.167,-3443.24,0,0,0,1,51,20,4294967295
16942,160,0,4305.38,-953.056,-3388.99,0,0,0,1,51,20,4294967295
16943,160,0,4186.8,-995.953,-3590.97,0,0,0,1,51,705,4294967295
16944,75,0,4302.12,-948.06,-3415.93,0,0,0,1,51,20,4294967295
16945,160,0,4449.31,-925.436,-3376.44,0,0,0,1,51,715,4294967295
16946,160,0,4243.71,-946.734,-3554.91,0,0,0,1,51,705,4294967295
16947,89.5354,0,4363.69,-942.341,-3476.36,0,0,0,1,51,20,4294967295
16948,75,0,4162.31,-1051.83,-4205.09,0,0,0,1,51,322,4294967295
16949,160,0,4259.06,-1024.33,-4207.78,0,0,0,1,51,322,4294967295
16950,160,0,4002.73,-1049.18,-4209.31,0,0,0,1,51,322,4294967295
16951,160,0,4205.34,-1052.25,-4084.89,0,0,0,1,51,322,4294967295
16952,73.0749,0,4272.91,-1059.49,-4365.85,0,0,0,1,51,323,4294967295
16953,75,0,4146.76,-1015.01,-4403.42,0,0,0,1,51,323,4294967295
16954,75,0,4116.64,-975.284,-4664.92,0,0,0,1,51,129,4294967295
16955,1,0,2.83865,-226.768,52.3217,0,0,0,1,1318,1288,4294967295
16956,160,0,4517.83,-1101.22,-3855.33,0,0,0,1,51,1886,4294967295
16957,64.9815,0,4452.57,-1093.22,-3929.09,0,0,0,1,51,1886,4294967295
16958,84.7274,0,4429.41,-1096.87,-3869.96,0,0,0,1,51,1886,4294967295
16959,59.5682,0,4435.58,-1102.36,-3914,0,0,0,1,51,28,4294967295
16960,160,0,4535.49,-1109.62,-4151.83,0,0,0,1,51,786,4294967293
16961,1,0,658.117,-724.46,-2085.11,0,0,0,1,1260,140,4294967295
16962,1,0,607.141,-724.46,-2079.45,0,0,0,1,1260,140,4294967295
16963,1,0,671.19,-724.281,-2142.69,0,0,0,1,1260,140,4294967295
16964,1,0,671.707,-724.46,-1983.91,0,0,0,1,1260,140,4294967295
16965,1,0,4443.18,-1091.84,-3904.65,0.563434,0.317015,-0.217229,0.731338,51,28,4294967295
16966,1,0,2370.53,-1045.24,-1022.65,0,0,0,1,51,1178,4294967295
16967,153.78,0,2649.87,-825.388,-4775.88,0,0,0,1,51,1688,4294967295
16968,1,0,2440.35,-999.819,190.95,0,-0.487717,0,0.873002,51,1175,4294967295
16969,1,0,5135.21,-1226.5,-4212.01,0,0,0,1,51,2774,4294967295
16970,1,0,9782.39,-932.667,5269.56,0,7.45058e-09,0,1,1319,1540,4294967295
16971,152.167,0,4558.12,-1107.83,-3884.15,0,0,0,1,51,1886,4294967295
16972,156.844,0,4577.25,-1109.71,-3742.25,0,0,0,1,51,1886,4294967295
16973,13.2914,0,4835.6,-1071.22,-4220.77,-3.68203e-11,0,4.26584e-07,1,51,786,4294967295
16974,1,0,-5623.36,-980.988,-161.66,0,-0.437037,0,0.899443,22,1531,4294967295
16975,75,0,4572.76,-860.32,-2129.78,0,0,0,1,51,1088,4294967295
16976,156.069,0,4832.23,-872.419,-2104.85,0,0,0,1,51,1054,4294967295
16977,157.954,0,4699.49,-869.357,-2251.09,0,0,0,1,51,1001,4294967295
16978,75,0,5016.2,-892.039,-2134.95,0,0,0,1,51,994,4294967295
16979,75,0,5156.79,-897.688,-2394.34,0,0,0,1,51,1101,4294967295
16980,160,0,4998.75,-906.024,-2328.94,0,0,0,1,51,1126,4294967295
16981,160,0,5212.29,-911.094,-2162.3,0,0,0,1,51,1054,4294967295
16982,75,0,4734.64,-843.224,-2685.87,0,0,0,1,51,1104,4294967295
16983,75,0,4751.45,-841.922,-2487.3,0,0,0,1,51,1001,4294967295
16984,160,0,4906.18,-900.155,-2623.94,0,0,0,1,51,1005,4294967295
16985,160,0,4864.38,-867.805,-2730.97,0,0,0,1,51,1005,4294967295
16986,45,0,4801.76,-841.635,-2629.95,0,0,0,1,51,1104,4294967295
16987,75,0,4997.92,-892.625,-2568.84,0,0,0,1,51,1004,4294967295
16988,105.474,0,5222.72,-884.303,-2509.86,0,0,0,1,51,32,4294967295
16989,160,0,5107.41,-886.125,-2407.61,0,0,0,1,51,1101,4294967295
16990,160,0,5191.7,-921.005,-2652.53,0,0,0,1,51,1037,4294967295
16991,50,0,5098.37,-894.171,-2605.78,0,0,0,1,51,1004,4294967295
16992,75,0,5018.93,-909.92,-2730.88,0,0,0,1,51,1005,4294967295
16993,75,0,4885.26,-911.469,-2887.95,0,0,0,1,51,29,4294967295
16994,160,0,5126.26,-875.316,-2869.06,0,0,0,1,51,1015,4294967295
16995,160,0,5008,-918.389,-3011.22,0,0,0,1,51,1012,4294967295
16996,45.9889,0,5000,-912.84,-2886.82,0,0,0,1,51,1012,4294967295
16997,60,0,5117.44,-874.127,-3069.13,0,0,0,1,51,1014,4294967295
16998,50,0,5201.79,-905.745,-3021.77,0,0,0,1,51,1014,4294967295
16999,80,0,5142.15,-872.326,-2922.15,0,0,0,1,51,1015,4294967295
17000,75,0,5174.19,-891.84,-3042.99,0,0,0,1,51,1014,4294967295
17001,75,0,4792.29,-878.322,-3068.17,0,0,0,1,51,1012,4294967295
17002,75,0,4613.85,-877.089,-3037.82,0,0,0,1,51,1018,4294967295
17003,100,0,4690.85,-881.078,-3074.18,0,0,0,1,51,1018,4294967295
17004,75,0,4966.5,-892.375,-3288.11,0,0,0,1,51,1013,4294967295
17005,75,0,5152.52,-876.516,-3377.05,0,0,0,1,51,1034,4294967295
17006,160,0,5070.55,-884.024,-3121.34,0,0,0,1,51,1012,4294967295
17007,160,0,5190.75,-886.76,-3137.13,0,0,0,1,51,1014,4294967295
17008,53.5008,0,5029.83,-831.503,-3623.98,0,0,0,1,51,1034,4294967295
17009,160,0,5524.29,-1000.36,-2710.08,0,0,0,1,51,942,4294967295
17010,160,0,5576.34,-1005.8,-2934.89,0,0,0,1,51,940,4294967295
17011,83.7878,0,5412.37,-1001.49,-2857.01,0,0,0,1,51,941,4294967295
17012,160,0,5574.35,-1002.39,-2312.35,0,0,0,1,51,937,4294967295
17013,160,0,5524.72,-1004.13,-2481.57,0,0,0,1,51,937,4294967295
17014,160,0,5613.78,-1012.38,-2002.57,-0.00793678,0,0,0.999968,51,946,4294967295
17015,160,0,5560.12,-1007.11,-2293.2,0,0,0,1,51,937,4294967295
17016,160,0,5597.59,-1007.14,-2028.61,0,0,0,1,51,945,4294967295
17017,68.7884,0,5479.53,-1003.97,-2128.78,0,0,0,1,51,945,4294967295
17018,160,0,5609.18,-1012.84,-2006.58,0,0,0,1,51,946,4294967295
17019,160,0,5900.16,-886.141,-2744.78,0,0,0,1,51,973,4294967295
17020,160,0,5660.47,-916.5,-2767.16,0,0,0,1,51,29,4294967295
17021,160,0,5777.75,-917.703,-2564.2,0,0,0,1,51,979,4294967295
17022,160,0,6639.16,-786.586,-2720.09,0,0,0,1,51,975,4294967295
17023,160,0,6547.35,-734,-2493.22,0,0,0,1,51,975,4294967295
17024,160,0,6427.62,-924.203,-2570.27,0,0,0,1,51,980,4294967295
17025,160,0,6169,-897.174,-2140.34,0,0,0,1,51,988,4294967295
17026,160,0,6302.31,-907.395,-2304.59,0,0,0,1,51,988,4294967295
17027,160,0,6382.3,-818.634,-2138.41,0,0,0,1,51,1032,4294967295
17028,160,0,6141.23,-900.226,-2208.2,0,0,0,1,51,988,4294967295
17029,160,0,6704.16,-833.875,-2719.9,0,0,0,1,51,1193,4294967295
17030,160,0,6544.52,-835.219,-2865.69,0,0,0,1,51,973,4294967295
17031,160,0,6563.08,-870.099,-2757.13,0,0,0,1,51,975,4294967295
17032,160,0,6752.54,-831.078,-2886.44,0,0,0,1,51,975,4294967295
17033,160,0,6691.8,-833.578,-2832.42,0,0,0,1,51,975,4294967295
17034,160,0,6657.68,-769.081,-2712.48,0,0,0,1,51,1193,4294967295
17035,160,0,-5550.26,-979.935,-351.826,0,0,0,1,22,484,4294967295
17036,160,0,-5355.26,-986.229,-290.719,0,0,0,1,22,495,4294967295
17037,160,0,-5618.92,-982.242,-170.213,0,0,0,1,22,1531,4294967295
17038,160,0,-5369.47,-950.375,-1510.04,0,0,0,1,22,494,4294967295
17039,160,0,-5524.35,-917.766,-1527.19,0,0,0,1,22,494,4294967295
17040,160,0,-5309.38,-917.156,-1673.35,0,0,0,1,22,1774,4294967295
17041,100,0,-5766.35,-1003.77,195.19,0,0,0,1,22,490,4294967295
17042,125,0,-5921.82,-1011.37,30.5469,0,0,0,1,22,659,4294967295
17043,150,0,-5790.3,-1042.78,65.0943,0,0,0,1,22,490,4294967295
17044,125,0,-5694.33,-991.659,-119.643,0,0,0,1,22,490,4294967295
17045,160,0,-5586.41,-986.131,-517.476,0,0,0,1,22,484,4294967295
17046,160,0,-5465.03,-985.093,-788.761,0,0,0,1,22,1190,4294967295
17047,160,0,-5405.27,-987.203,-595.97,0,0,0,1,22,495,4294967295
17049,160,0,-5314.52,-970.018,-613.79,0,0,0,1,22,495,4294967295
17050,160,0,-5259.01,-974.198,-779.384,0,0,0,1,22,1496,4294967295
17051,1,0,2437.35,-1038.34,-1005.15,0,0,0,1,51,1178,4294967295
17052,1,0,2417.64,-1038.21,-947.751,0,0,0,1,51,1178,4294967295
17053,1,0,2371.73,-1042,-908.336,0,0,0,1,51,1178,4294967295
17054,1,0,2314.56,-1042.97,-999.745,0,0,0,1,51,1178,4294967295
17055,160,0,5849.4,-940.359,-994.528,0,0,0,1,51,363,4294967295
17056,160,0,5946.39,-951.926,-1053.9,0,0,0,1,51,363,4294967295
17057,160,0,5683.65,-936.454,-1054.92,0,0,0,1,51,138,4294967295
17058,160,0,5677.69,-955.411,73.8967,0,0,0,1,51,932,4294967295
17059,160,0,5474,-953.141,-44.746,0,0,0,1,51,138,4294967295
17060,160,0,5432.83,-953.034,152.721,0,0,0,1,51,932,4294967295
17061,160,0,5638.89,-955.183,108.543,0,0,0,1,51,932,4294967295
17062,1,0,4467.97,-1093.71,-3881.88,0,0,0,1,51,1886,4294967295
17063,5,0,4417.74,-1105.19,-3931.16,0,0,0,1,51,28,4294967295
17064,160,0,5719.73,-976.547,-881.445,0,0,0,1,51,138,4294967295
17065,160,0,5426.56,-929.291,-892.078,0,0,0,1,51,138,4294967295
17066,160,0,5593.79,-886.094,-761.682,0,0,0,1,51,214,4294967295
17067,160,0,5547.31,-893.284,-1041.56,0,0,0,1,51,138,4294967295
17068,4,0,5575.76,-961.971,-875.684,0,0,0,1,51,1652,4294967295
17069,160,0,5030.41,-954.764,97.5714,0,0,0,1,51,1100,4294967295
17070,160,0,5206.47,-971.186,73.3448,0,0,0,1,51,138,4294967295
17071,160,0,5053.09,-932.719,282.787,0,0,0,1,51,1138,4294967295
17072,57.1555,0,5096.5,-933.083,256.883,0,0,0,1,51,1138,4294967295
17073,1,0,2435.76,-990.822,-282.577,0,0,0,1,51,1152,4294967295
17074,160,0,5699.02,-958.319,108.599,0,0,0,1,51,932,4294967295
17075,160,0,5796.76,-962.738,105.314,0,0,0,1,51,932,4294967295
17076,160,0,5734.84,-962.842,74.3019,0,0,0,1,51,932,4294967295
17077,40,0,5796.11,-962.842,137.6,0,0,0,1,51,932,4294967295
17078,1,0,2359.34,-1049.94,-943.937,0,0.996787,0,0.0800964,51,1178,4294967295
17079,1,0,2345.9,-1047.25,-1021.05,0,-0.818997,0,0.573797,51,1178,4294967295
17080,160,0,4266.31,-929.975,-1011.5,0,0,0,1,51,240,4294967295
17081,160,0,4377.97,-958.64,-741.214,0,0,0,1,51,1099,4294967295
17082,160,0,4197.46,-941.078,-819.099,0,0,0,1,51,1221,4294967295
17083,160,0,4443.21,-940.749,-925.51,0,0,0,1,51,240,4294967295
17084,160,0,5296.37,-955.631,-417.774,0,0,0,1,51,138,4294967295
17085,160,0,5487.69,-942.313,-600.539,0,0,0,1,51,138,4294967295
17086,160,0,5524.47,-956.034,-372.946,0,0,0,1,51,1100,4294967295
17087,152.611,0,5350.5,-932.015,-588.466,0,0,0,1,51,138,4294967295
17088,160,0,3126.53,-990.393,-705.849,0,0,0,1,51,1168,4294967295
17089,160,0,2952.26,-919.169,-484.526,0,0,0,1,51,1821,4294967295
17090,160,0,2923.3,-944.995,-683.303,0,0,0,1,51,1820,4294967295
17091,160,0,3141.27,-923.409,-520.916,0,0,0,1,51,1248,4294967295
17092,160,0,2327.6,-983.305,-661.293,0,0,0,1,51,1154,4294967295
17093,160,0,2056.85,-960.1,-678.67,0,0,0,1,51,1151,4294967295
17094,155.935,0,2235,-887.326,-798.307,0,0,0,1,51,1152,4294967295
17095,160,0,2199.08,-962.823,-533.466,0,0,0,1,51,1152,4294967295
17096,160,0,2518.63,-976.829,-97.3193,0,0,0,1,51,1825,4294967295
17097,160,0,2318.96,-984.969,-263.327,0,0,0,1,51,1153,4294967295
17098,160,0,2543.7,-983.709,-319.411,0,0,0,1,51,1156,4294967295
17099,160,0,2359.54,-982.969,-129.001,0,0,0,1,51,1826,4294967295
17100,134.238,0,2500.18,-970.16,-180.919,0,0,0,1,51,1825,4294967295
17101,160,0,1576.33,-985.009,94.7523,0,0,0,1,51,1160,4294967295
17102,160,0,1566.87,-989.121,-104.859,0,0,0,1,51,1160,4294967295
17103,160,0,1334.13,-990.464,-76.4588,0,0,0,1,51,1160,4294967295
17104,160,0,1323.56,-965.52,139.078,0,0,0,1,51,1160,4294967295
17105,1,0,2322.15,-985.845,104.602,0,0,0,1,51,1175,4294967295
17106,5,0,4593.36,-1109.09,-4046.57,0,0,0,1,51,2849,4294967295
17107,160,0,2362.29,-988.474,238.748,0,0,0,1,51,137,4294967295
17108,160,0,2285.95,-969.814,-29.6905,0,0,0,1,51,1826,4294967295
17109,160,0,2209.91,-982.094,134.703,0,0,0,1,51,1176,4294967295
17110,160,0,2459.01,-1026.97,86.5768,0,0,0,1,51,1175,4294967295
17111,160,0,2658.09,-975.66,-221.015,0,0,0,1,51,1181,4294967295
17112,50,0,2894.94,-1021.07,-249.197,0,0,0,1,51,2782,4294967295
17113,130,0,3423.89,-1051.59,-4199.02,0,0,0,1,51,1084,4294967295
17114,130,0,3570.92,-1054.58,-4068.61,0,0,0,1,51,365,4294967295
17115,140,0,3347.98,-942.599,-3970.83,0,0,0,1,51,1084,4294967295
17116,90,0,3372.18,-1049.6,-4308.42,0,0,0,1,51,365,4294967295
17117,90,0,3472.13,-1049.23,-3975.51,0,0,0,1,51,1084,4294967295
17119,91.1059,0,4097.88,-995.287,-4589.75,0,0,0,1,51,129,4294967295
17120,140,0,3947.57,-1054.63,-4249.53,0,0,0,1,51,322,4294967295
17121,73.0598,0,3863.27,-1046.92,-4162.86,0,0,0,1,51,322,4294967295
17122,140,0,3987.29,-1049.14,-3983.98,0,0,0,1,51,322,4294967295
17123,140,0,4165.53,-1046.05,-4212.54,0,0,0,1,51,721,4294967295
17124,160,0,4493.58,-1080.38,-3678.53,0,0,0,1,51,1886,4294967295
17125,160,0,4629.16,-1083.8,-3680.01,0,0,0,1,51,1886,4294967295
17126,75,0,4831.17,-871.656,-2094.69,0,0,0,1,51,1001,4294967295
17127,75,0,4616.54,-861.813,-2103.46,0,0,0,1,51,1088,4294967295
17128,100,0,4561.67,-805.676,-2596.03,0,0,0,1,51,1002,4294967295
17129,1,0,-121.806,-520.202,-158.194,0,0.775706,0,0.631095,1319,1184,4294967295
17130,75,0,5262.79,-712.055,-3679.7,0,0,0,1,51,1016,4294967295
17131,75,0,5321.35,-742.094,-3501.6,0,0,0,1,51,1034,4294967295
17132,75,0,5237.13,-888.078,-2927.56,0,0,0,1,51,1015,4294967295
17133,160,0,5018.76,-875.672,-2930.24,0,0,0,1,51,1012,4294967295
17134,160,0,5103.29,-884.136,-2828.17,0,0,0,1,51,29,4294967295
17135,160,0,5121.42,-899.9,-3080.81,0,0,0,1,51,1014,4294967295
17136,75,0,5498.61,-1004.77,-2757.73,0,0,0,1,51,4072,4294967295
17137,160,0,5507.86,-1008.78,-2992.08,0,0,0,1,51,940,4294967295
17138,160,0,5640.72,-1010.2,-2850.53,0,0,0,1,51,4072,4294967295
17139,160,0,5498.75,-1003.58,-2859.31,0,0,0,1,51,4072,4294967295
17140,160,0,5461.8,-1003.99,-2741.78,0,0,0,1,51,4072,4294967295
17141,160,0,5542.13,-1009.56,-2622.87,0,0,0,1,51,942,4294967295
17142,160,0,5516.12,-1001.32,-2519.56,0,0,0,1,51,942,4294967295
17144,1,0,-5762.52,-997.017,-481.212,0,0,0,1,22,1182,4294967295
17145,101.01,0,4534.45,-1119.47,-3992.18,0,0,0,1,51,1886,4294967295
17146,112.345,0,4527.49,-1098.6,-4163.07,0,0,0,1,51,786,4294967295
17147,118.867,0,4739.22,-1079.47,-4191.44,0,0,0,1,51,786,4294967295
17148,160,0,6336.42,-926.347,-2478.84,0,0,0,1,51,980,4294967295
17149,160,0,6449.07,-810.122,-2201.24,0,0,0,1,51,1032,4294967295
17150,160,0,6241.39,-911.152,-2298.39,0,0,0,1,51,988,4294967295
17151,160,0,6539.85,-821.678,-2891.55,0,0,0,1,51,975,4294967295
17152,160,0,6410.7,-883.922,-2698.05,0,0,0,1,51,980,4294967295
17153,160,0,-5192.99,-974.679,-374.108,0,0,0,1,22,495,4294967295
17154,160,0,-5166.45,-981.122,-380.761,0,0,0,1,22,495,4294967295
17155,160,0,-5194.99,-983.093,-435.846,0,0,0,1,22,495,4294967295
17156,160,0,-5171.8,-983.093,-378.417,0,0,0,1,22,495,4294967295
17157,160,0,-5549.19,-942.703,-1349.03,0,0,0,1,22,494,4294967295
17158,160,0,-5578.32,-943.781,-1577.82,0,0,0,1,22,494,4294967295
17159,160,0,-5506.36,-944.111,-1458.31,0,0,0,1,22,494,4294967295
17160,94.5432,0,-4758.77,-937.841,-937.576,0,0,0,1,22,1706,4294967295
17161,160,0,-4818.19,-971.836,-665.054,0,0,0,1,22,1190,4294967295
17162,160,0,-4631.16,-966.245,-634.362,0,0,0,1,22,638,4294967295
17163,160,0,-4620.93,-944.502,-879.282,0,0,0,1,22,1216,4294967295
17164,60,0,4880.1,-939.254,-207.12,0,0,0,1,51,1100,4294967295
17165,60,0,4702.95,-906.065,375.962,0,0,0,1,51,137,4294967295
17168,160,0,1728.35,-997.359,-155.909,0,0,0,1,51,1160,4294967295
17169,120,0,1889.54,-971.446,35.0902,0,0,0,1,51,1344,4294967295
17172,160,0,3507.78,-1029.05,-3876.51,0,0,0,1,51,254,4294967295
17173,160,0,3563.81,-1021.1,-4033.8,0,0,0,1,51,365,4294967295
17174,160,0,3086.29,-812.758,-4872.99,0,0,0,1,51,24,4294967295
17175,160,0,3062.91,-864.428,-4940.59,0,0,0,1,51,24,4294967295
17176,1,0,5169.1,-883.07,-2279.96,0,-2.98023e-08,0,1,51,1101,4294967295
17177,1,0,3632.95,-1186.78,-4273.87,0,0,0,1,51,2007,4294967295
17178,100,0,4297.27,-1053.15,-3899.13,0,0,0,1,51,1886,4294967295
17179,100,0,4318.33,-1039.82,-4045.2,0,0,0,1,51,28,4294967295
17180,75,0,5324.85,-892.025,-1957.77,0,0,0,1,51,1122,4294967295
17181,75,0,5243.1,-901.078,-2216.9,0,0,0,1,51,1008,4294967295
17184,68.1279,0,5051.97,-899.551,-2468.73,0,0,0,1,51,1125,4294967295
17185,87.6813,0,5071.94,-904.569,-2345.84,0,0,0,1,51,1101,4294967295
17186,75.3127,0,5136.59,-914.566,-2621.26,0,0,0,1,51,1004,4294967295
17187,76.2767,0,5247.43,-949.382,-2684.04,0,0,0,1,51,1037,4294967295
17188,10,0,5205.69,-1037.15,-2594.77,0,0,0,1,51,1113,4294967295
17189,125,0,5272.8,-893.34,-3144.48,0,0,0,1,51,1014,4294967295
17194,120,0,4920.29,-897.858,-3528.06,0,0,0,1,51,1036,4294967295
17195,90,0,4940.31,-882.447,-3714.98,0,0,0,1,51,1036,4294967295
17196,150,0,5547.93,-1007.47,-3022.08,0,0,0,1,51,940,4294967295
17197,69.2869,0,5588.21,-1009.06,-1883.48,0,0,0,1,51,945,4294967295
17198,160,0,5569.45,-1012.38,-1996.79,0,0,0,1,51,946,4294967295
17199,101.794,0,5586.55,-1012.77,-1951.67,0,0,0,1,51,946,4294967295
17200,125.861,0,5929.48,-903.721,-2975,0,0,0,1,51,974,4294967295
17201,1,0,9781.93,-945.222,5145.09,0,0,0,1,1319,1541,4294967295
17202,160,0,5065.56,-939.934,-371.077,0,0,0,1,51,1100,4294967295
17203,75,0,4703.54,-922.553,265.919,0,0,0,1,51,137,4294967295
17204,60,0,5472.02,-949.858,-510.292,0,0,0,1,51,138,4294967295
17207,9.7956,0,5409.62,-1200.93,-1090.91,0,0.688418,0,0.725314,51,1649,4294967295
17208,5.32361,0,5470.15,-1209.61,-1086.19,0,0.673256,0,0.73941,51,1648,4294967295
17209,60,0,5038.69,-904.597,-814.993,0,0,0,1,51,138,4294967295
17210,60,0,5071.61,-947.069,-538.565,0,0,0,1,51,1100,4294967295
17211,8,0,4948.99,-1073.08,-642.828,0,0,0,1,51,1187,4294967295
17212,1,0,5971.47,-952.367,-119.984,0,0,0,1,51,1365,4294967295
17213,1,0,2509.73,-1046.52,-995.084,0,0,0,1,51,1178,4294967295
17214,1,0,2502.74,-1042.21,-947.165,0,0,0,1,51,1178,4294967295
17215,1,0,2569.56,-1041.39,-966.171,0,0,0,1,51,1178,4294967295
17217,45,0,5231.88,-970.141,-94.6774,0,0.43255,0,0.90161,51,1091,4294967295
17218,60,0,5904.69,-954.571,-150.769,0,0,0,1,51,138,4294967295
17219,133.259,0,1326.38,-982.492,49.4556,0,0,0,1,51,1160,4294967295
17220,1,0,2622.86,-1035.95,-947.391,0,0,0,1,51,1178,4294967295
17222,100,0,2463.54,-1026.97,93.2444,0,0,0,1,51,1175,4294967295
17223,75,0,2511.32,-1030.72,237.262,0,0,0,1,51,1175,4294967295
17224,155.644,0,2257.89,-955.432,-327.821,0,0,0,1,51,1153,4294967295
17225,60,0,1072.66,-1025.18,-12.0051,0,0,0,1,51,1344,4294967295
17227,1,0,4354.81,191.169,-3346.74,0,0,0,1,51,20,4294967295
