"ID","challengeTypeEnum","target","challengeFlags","worldZoneIdRestriction","triggerVolume2IdRestriction","worldZoneId","worldLocation2IdIndicator","worldLocation2IdStartLocation","completionCount","challengeTierId00","challengeTierId01","challengeTierId02","localizedTextIdName","localizedTextIdProgress","localizedTextIdAreaRestriction","localizedTextIdLocation","virtualItemIdDisplay","targetGroupIdRewardPane","questDirectionIdActive","questDirectionIdInactive","rewardTrackId"
469,2,0,4,388,0,37,38263,38262,4294967295,1112,0,0,279617,279618,0,279619,0,0,0,0,20
470,2,0,12,0,7224,37,43600,24631,4294967295,1113,0,0,279662,279663,284682,330501,0,0,0,0,20
472,2,0,4,1596,0,37,24466,24466,4294967295,1115,0,0,280101,280102,284683,330500,0,6673,0,0,20
473,0,3692,32,1575,0,248,29952,0,4294967295,1116,0,0,280543,280544,280561,280547,0,0,0,0,18
475,0,3481,0,1575,0,248,29971,0,4294967295,1122,0,0,280621,280622,280624,280623,0,0,0,0,18
476,0,9114,0,1578,0,248,29972,0,4294967295,1125,0,0,280637,280638,347934,301188,0,0,0,0,18
477,2,31722,12,78,3888,37,24834,53244,4294967295,1128,0,0,281077,281078,0,281079,0,0,0,0,20
478,0,3706,0,37,0,1480,24485,0,4294967295,1129,1130,1131,281126,281127,466430,281128,0,0,0,0,0
479,0,8540,0,79,0,37,24536,0,4294967295,1132,1133,1134,281170,281171,281190,281189,0,0,0,0,20
480,1,34573,36,2512,0,248,29973,0,4294967295,1135,0,0,281177,281178,281182,281181,836,3494,0,0,18
481,2,0,4,2043,0,248,24537,24538,4294967295,1138,0,0,281194,281195,281199,281198,0,0,0,0,18
482,2,3529,0,392,0,1480,0,0,4294967295,1141,0,0,281249,281250,0,281251,0,0,0,0,0
483,0,9144,32,400,0,37,24274,0,4294967295,1142,2746,2747,281296,281297,281298,285942,0,0,0,0,20
484,0,3712,32,79,0,37,43597,43597,4294967295,1145,1146,2881,281301,281302,281303,284759,0,0,0,0,20
485,5,565,32,388,0,37,23410,0,4294967295,1147,0,0,281525,281530,0,330505,0,10477,0,0,20
487,0,3726,0,1545,0,36,47418,0,4294967295,1152,1153,1154,284707,284708,284710,284709,0,0,2217,0,22
488,2,3730,4,1303,0,36,24653,0,4294967295,1156,1175,1176,285133,285134,0,285147,0,0,0,0,22
489,0,3731,32,41,0,36,24730,0,4294967295,1157,1158,1159,285173,285174,0,285176,0,0,0,0,22
490,2,0,0,1544,0,36,24735,0,4294967295,1160,1162,1163,285212,285213,0,285228,0,0,0,0,22
491,0,3735,0,1303,0,36,24745,0,4294967295,1165,1166,1167,285246,285247,0,315849,0,0,0,0,22
492,5,816,0,1546,0,36,24745,0,4294967295,1168,1169,1170,285276,285277,0,463872,0,0,0,0,22
493,2,0,160,1557,0,248,24801,0,4294967295,1171,0,0,285536,285537,285539,285538,0,0,0,0,18
494,2,3513,4,77,0,37,43598,0,4294967295,1174,0,0,285574,285575,285577,285576,0,0,0,0,20
495,0,3752,32,1558,0,248,29974,0,4294967295,1177,0,0,285874,285944,347941,285908,0,0,0,0,18
496,2,3513,4,37,0,37,43599,0,4294967295,1180,0,0,286429,286430,286432,286431,0,0,0,0,20
497,2,0,0,664,0,1480,0,0,4294967295,1181,1182,1183,287204,287207,0,287213,0,0,0,0,0
498,2,0,0,664,0,36,43911,0,4294967295,1184,1185,1186,287547,287548,0,315852,0,0,0,0,22
499,2,0,0,664,0,36,43911,0,4294967295,1187,1188,1189,287823,287889,0,315854,0,0,0,0,22
500,2,0,12,975,0,29,43533,16254,4294967295,1198,1199,1200,291742,291743,466335,478320,0,0,0,0,21
501,1,34673,0,865,0,262,0,0,4294967295,1201,0,0,292299,292300,0,292301,40,0,0,0,34
502,2,0,4,328,0,37,38315,38314,4294967295,1212,0,0,293058,293059,0,293060,0,0,0,0,20
503,0,3801,0,75,0,37,25232,0,4294967295,1213,1214,0,293188,293189,293191,293190,0,0,0,0,20
504,2,3513,4,389,0,37,27947,0,4294967295,1215,1216,0,293198,293199,293201,293200,0,0,0,0,20
505,2,0,0,328,0,37,27946,0,4294967295,1217,1218,0,293216,293217,293219,293218,0,0,0,0,20
506,2,0,12,303,0,248,25741,25738,4294967295,1219,1281,0,295658,295659,0,295661,0,0,0,0,18
507,0,3796,0,1698,0,37,25380,0,4294967295,1220,1221,0,295699,295700,295702,295701,0,0,575,0,20
508,2,0,12,2888,0,37,41605,0,4294967295,1223,1224,0,296146,296147,490491,297828,0,0,0,0,20
509,0,6234,0,382,0,248,29975,0,4294967295,1226,1265,0,297488,297489,297491,297490,0,0,0,0,18
510,0,3953,32,381,0,248,0,0,4294967295,1227,1264,0,297533,297534,297536,297535,0,0,209,209,18
511,2,0,12,4289,0,37,25866,25863,4294967295,1228,1229,1230,298080,298081,466440,466439,0,0,0,0,20
512,0,9128,32,379,0,248,25888,0,4294967295,1231,1268,0,298465,298466,298508,298467,0,0,0,0,18
514,1,36825,36,309,4011,248,29977,0,4294967295,1233,1266,0,298640,298641,298647,298642,890,3978,0,0,18
515,2,0,12,407,0,37,25381,0,4294967295,1234,1235,0,298680,298681,298693,298691,0,0,0,0,20
516,2,0,4,404,0,37,25096,0,4294967295,1236,1237,0,300217,300218,0,300608,0,14162,0,0,20
517,5,841,4,306,0,248,29981,0,4294967295,1239,1240,1305,300615,300616,300618,300617,0,6709,0,0,18
518,0,9044,32,2042,0,248,29980,0,4294967295,1241,1244,1245,300644,300645,348053,300677,0,0,0,0,18
519,0,6241,32,1739,0,248,36865,0,4294967295,1243,1251,1252,300681,300682,300771,300768,0,0,0,0,18
520,0,3879,32,306,0,248,29979,0,4294967295,1246,1247,1304,300713,300714,300716,300715,0,0,0,0,18
521,2,37176,0,301,0,248,28525,28525,4294967295,1249,1250,1303,300779,300780,300782,300781,0,0,0,0,18
522,2,0,4,1739,0,248,36839,0,4294967295,1253,1259,1260,300895,300896,330483,300899,0,6153,0,0,18
523,2,37118,32,1812,0,248,26036,0,4294967295,1254,1256,1257,300921,300925,348012,325136,0,0,0,0,18
525,5,765,32,378,0,248,26037,0,4294967295,1262,1263,0,301127,301128,347952,301187,0,6130,0,0,18
527,0,4023,0,37,0,37,25805,25805,4294967295,1272,1273,0,301399,301400,466441,301404,0,0,0,0,20
528,5,764,32,307,0,248,26075,0,4294967295,1275,1276,0,301517,301518,347953,301519,0,6123,0,0,18
529,2,0,12,300,0,248,26128,26126,4294967295,1277,1278,0,301702,301703,301704,301771,0,0,0,0,18
531,5,768,0,303,0,248,26219,0,4294967295,1282,1283,0,302025,302026,347958,303935,0,6142,0,0,18
532,7,11092,516,402,0,37,26770,26770,4294967295,1286,1287,0,305927,305928,305930,305929,0,11092,0,0,20
533,0,4100,0,1792,0,1784,43811,0,4294967295,1290,1292,1293,306296,306297,0,306302,0,0,0,0,28
534,0,10464,0,1784,0,1784,43812,0,4294967295,1291,1294,1295,306320,306321,0,306322,0,0,0,0,28
535,0,4073,0,1784,0,1784,43815,0,4294967295,1296,1297,1298,306414,306411,0,306412,0,0,0,0,28
536,2,0,4,304,4093,248,26775,26775,4294967295,1300,1301,1302,307664,307665,348033,307671,0,0,0,0,18
545,1,31748,4,1315,0,137,46328,0,4294967295,1334,1335,1336,313303,313304,0,313305,901,5116,0,0,23
546,7,5333,12,203,0,137,27823,27823,4294967295,1340,1341,1342,313760,313761,314343,313762,0,0,0,0,23
549,0,4281,0,431,0,377,27037,0,4294967295,1351,1353,1354,315462,315463,0,315464,0,4281,0,0,26
550,0,10276,0,1867,0,377,32790,0,4294967295,1355,1357,1358,315519,315520,0,315534,0,10276,0,0,26
551,0,10274,0,1859,0,377,27052,0,4294967295,1359,1360,1361,315737,315738,0,315739,0,10274,0,0,26
552,2,0,0,1846,0,377,27039,0,4294967295,1362,1363,1364,315756,315757,0,315772,0,8968,0,0,26
553,0,4193,0,1851,0,377,27072,0,4294967295,1365,1366,1367,315810,315811,0,315819,0,0,0,0,26
554,5,789,0,1853,0,377,27051,0,4294967295,1368,1369,1370,315841,315842,0,315843,0,6285,0,0,26
557,1,39187,4,415,0,377,32791,0,4294967295,1374,1375,1376,316117,316118,563962,316119,893,6661,0,0,26
558,5,614,0,1863,5497,377,27058,0,4294967295,1377,1378,1379,316184,316185,420407,316186,614,5503,0,0,26
559,2,0,12,377,0,377,27806,28102,4294967295,1381,2570,2571,316273,316274,322948,316275,0,0,0,0,26
563,0,4371,160,1858,0,377,27050,27050,4294967295,1398,1399,1400,322805,322806,566541,322845,0,0,0,0,26
573,0,4425,0,1935,0,377,28170,0,4294967295,1431,1432,1433,328193,328194,0,328196,0,0,0,0,26
574,0,4433,0,1938,0,377,28172,0,4294967295,1435,1436,1437,328493,328503,0,328524,0,0,0,0,26
575,1,39789,4,1943,0,377,28179,0,4294967295,1438,1439,1440,328746,328752,0,328895,817,4418,0,0,26
576,5,750,0,1945,0,377,28181,0,4294967295,1441,1442,1443,329028,329029,0,346776,0,0,0,0,26
577,0,4448,0,1948,0,377,28183,0,4294967295,1444,1445,1446,329893,329894,0,329895,0,0,0,0,26
578,0,10333,0,1929,0,377,28168,0,4294967295,1447,1448,1449,330240,330241,0,330242,0,0,0,0,26
579,2,0,12,1936,0,377,28673,28672,4294967295,1451,1452,1453,330544,330545,330576,330548,0,0,0,0,26
581,2,0,0,1929,0,377,45168,45168,4294967295,1456,1457,1458,330695,330696,566592,330697,0,8978,0,0,26
585,2,0,0,1942,0,377,28177,0,4294967295,1468,1481,1482,332037,332038,0,332039,0,0,0,0,26
591,0,4447,0,1945,0,377,28763,0,4294967295,1486,1487,1488,333972,333973,0,334694,0,0,0,0,26
601,5,1013,0,1954,0,1949,29083,0,4294967295,1514,1515,1516,340734,340735,340754,340753,0,5302,0,0,28
602,0,4519,0,1967,0,1949,29098,0,4294967295,1517,1518,1519,340778,340779,340785,340786,0,0,0,0,28
603,2,0,0,1971,0,1949,29106,0,4294967295,1520,1521,1522,340793,340834,340839,340838,0,0,0,0,28
606,1,40031,4,1949,0,1949,29193,0,4294967295,1525,1526,1527,341425,341426,534638,341428,886,4532,0,0,28
609,2,0,12,1949,0,1949,29235,29236,4294967295,1533,1537,1538,341773,341774,467644,520811,0,0,0,0,28
610,0,4436,0,1956,0,1949,28326,0,4294967295,1539,1540,1541,341817,341818,341833,341826,0,0,0,0,28
620,2,0,4,1987,0,13,43872,0,4294967295,1566,1567,0,345990,345991,0,345992,0,0,0,0,17
621,2,0,4,27,0,13,29551,29500,4294967295,1568,1569,2866,346558,346560,0,346574,0,0,0,0,17
622,5,2,1024,865,0,262,0,0,4294967295,1571,0,0,346761,346762,0,346763,0,0,0,0,34
631,2,0,0,1630,4400,1630,0,0,4294967295,1600,0,0,348900,348901,349131,348912,0,0,0,0,33
632,2,0,4,1630,4402,1630,0,0,4294967295,1603,0,0,349178,349179,467474,464265,0,0,0,0,33
636,1,40716,4,1630,4853,1630,0,0,4294967295,1615,0,0,350634,350635,467475,350636,990,0,0,0,33
641,2,0,12,2046,0,36,30773,30755,4294967295,1629,1640,1641,356210,356200,356643,356201,0,0,0,0,22
646,0,4878,0,2082,0,2067,46680,0,4294967295,1647,1648,1650,358598,358599,0,358603,0,4878,0,0,27
647,0,10319,32,2037,0,936,30993,30993,4294967295,1651,1723,1724,358839,358840,0,358841,0,4885,0,0,24
649,2,0,0,1630,4663,1630,0,0,4294967295,1655,0,0,359914,359915,360773,360774,0,0,0,0,33
650,0,6,0,1764,0,262,31144,31143,4294967295,1656,0,0,360052,360053,0,0,0,0,375,0,34
651,0,4928,0,1766,0,262,0,0,4294967295,1657,0,0,360086,360087,0,0,0,0,377,376,34
654,2,0,12,2089,0,936,31363,31362,4294967295,1664,1665,1666,361428,361429,361431,361430,0,0,0,0,24
655,2,0,12,2032,0,936,31356,31355,4294967295,1667,1668,1669,361472,361473,361475,361474,0,0,0,0,24
656,0,4690,0,2084,0,2067,44540,0,4294967295,1671,1674,1675,362810,362839,0,362841,0,4690,0,0,27
657,0,4993,4,2128,0,2067,44542,0,4294967295,1672,1676,1677,362811,362928,0,362934,0,4993,0,0,27
658,2,0,0,2033,4719,2121,31904,0,4294967295,1673,1702,1703,362812,365212,0,365277,0,0,0,0,27
659,5,498,0,2035,0,936,29863,0,4294967295,1678,1680,1681,363820,363821,500722,363829,0,5013,0,0,24
660,5,0,0,0,0,1480,0,0,4294967295,1679,1719,1720,363827,363828,0,363837,0,0,0,0,0
661,5,498,0,2036,0,936,29864,0,4294967295,1682,1683,1684,363853,363854,500750,363855,0,5013,0,0,24
662,2,0,12,2032,0,936,31827,31826,4294967295,1685,1687,1688,363874,363875,500758,363886,0,0,0,0,24
664,2,0,0,2037,0,936,31828,0,4294967295,1689,1721,1722,363929,363930,0,363933,0,5022,0,0,24
665,5,501,4,2062,0,866,31837,31837,4294967295,1690,1691,1692,364036,364037,364044,364038,0,5017,0,0,32
666,2,0,12,2047,4716,866,31887,31887,4294967295,1693,1694,1695,364053,364054,364056,364055,0,5029,0,0,32
667,0,5021,0,2054,0,866,31840,31840,4294967295,1696,1697,1698,364060,364061,364063,364062,0,5021,0,0,32
668,0,5020,32,2032,0,936,31839,0,4294967295,1699,1700,1701,364079,364080,0,364090,0,0,0,0,24
669,0,5039,0,2056,0,866,31925,31925,4294967295,1704,1705,1706,364661,364662,364664,364663,0,5039,0,0,32
670,0,4721,0,2047,0,866,31926,31926,4294967295,1707,1708,1709,364670,364671,364673,364672,0,4721,348,0,32
671,2,0,12,2064,0,866,31924,31923,4294967295,1710,1711,1712,364750,364751,364752,364759,0,0,0,0,32
672,0,9118,32,2026,0,936,29869,0,4294967295,1713,1716,1717,364786,364817,0,364859,0,9118,0,0,24
673,5,786,0,2034,0,936,29862,0,4294967295,1718,1729,1730,364818,364830,0,364860,0,6248,0,0,24
674,2,826,0,2062,0,866,31939,31940,4294967295,1725,1726,1727,364833,364834,364836,364835,0,5041,0,0,32
675,0,10325,32,2071,0,1402,45206,0,4294967295,1731,1732,1733,364861,364862,0,364904,0,0,0,0,25
676,5,503,0,2077,6007,1402,31689,31689,4294967295,1734,1735,1736,364881,364882,476409,364903,503,5044,0,0,25
677,0,5053,0,2057,0,866,31961,0,4294967295,1739,1740,1741,365038,365039,365041,365040,0,5053,0,0,32
678,0,5055,0,2051,0,866,31966,31965,4294967295,1742,1743,1744,365058,365059,365061,365060,0,5055,0,0,32
679,5,504,0,2047,0,866,31974,31973,4294967295,1745,1746,1747,365070,365071,365073,365072,0,5057,0,0,32
680,2,0,12,1406,0,1402,45166,45167,4294967295,1748,1749,1750,365127,365129,565856,365152,0,0,0,0,25
681,2,0,416,1630,4726,1630,0,0,4294967295,1752,0,0,365348,365349,467479,378872,0,0,0,0,33
682,0,10407,32,2075,0,1402,31938,0,4294967295,1757,1762,1763,365731,365732,0,365733,0,0,0,0,25
683,0,5082,32,2075,0,1402,29625,32016,4294967295,1758,1776,1777,365609,365889,0,366177,0,5082,0,0,25
684,0,5077,32,1406,0,1402,32005,0,4294967295,1759,1760,1761,365708,365709,0,365729,0,0,0,0,25
685,0,10518,32,1406,0,1402,30401,0,4294967295,1764,1765,1766,365759,365760,0,365762,0,0,0,0,25
686,2,0,12,1406,0,1402,45200,32021,4294967295,1770,1771,1772,365956,365957,365959,365958,0,0,0,0,25
687,5,510,0,2071,0,1402,32042,0,4294967295,1767,1768,1769,365970,365971,365973,365972,0,5083,0,0,25
688,0,5084,32,2076,0,1402,32011,0,4294967295,1779,1780,1781,366109,366110,0,366116,0,5084,0,0,25
689,1,41747,4,2114,0,2067,30999,0,4294967295,1782,1783,1784,366232,366233,0,366825,902,5095,0,0,27
690,1,41777,14,0,0,2067,0,0,4294967295,1785,1786,1787,366869,366870,477213,366902,903,5096,2168,2167,27
691,2,0,12,2047,0,866,32087,32088,4294967295,1788,1789,1790,366945,366946,366948,366947,0,0,0,0,32
693,0,8783,0,2081,0,2121,32779,0,4294967295,2679,2680,2681,368034,368035,427379,368036,0,8783,0,0,27
694,5,892,0,2081,0,2121,32779,0,4294967295,1797,1798,2677,368411,368412,427385,368423,892,7489,758,0,27
698,7,5122,0,865,0,262,0,0,4294967295,1809,1810,1811,368763,368764,0,368765,0,0,0,0,34
699,2,0,4,1160,0,137,45900,0,4294967295,1812,0,0,369448,369449,369603,369469,0,0,0,2133,23
700,7,5638,516,2081,0,2121,32779,0,4294967295,1815,1816,1817,370449,370450,427386,370448,0,5638,777,0,27
701,1,29093,5,240,0,137,16066,0,4294967295,1821,1822,1823,371240,371241,371243,371242,996,2242,0,0,23
702,5,544,0,137,0,137,32374,0,4294967295,1824,1825,1826,372235,372236,372245,372243,544,5202,0,0,23
703,1,42120,4,2191,0,2191,32516,0,4294967295,1827,1828,1829,373373,373374,460923,373375,952,8063,0,0,15
708,2,553,4,2194,0,2191,32834,0,4294967295,1842,1843,1844,377695,377696,0,377697,0,5268,0,0,15
709,1,42382,4,2191,0,2191,43698,0,4294967295,1847,0,0,378458,378459,378496,378460,953,0,0,0,15
710,2,0,0,2192,0,2191,33022,0,4294967295,1850,1851,1852,378896,378897,378899,378898,0,0,0,0,15
712,2,5293,0,2192,0,2191,41392,0,4294967295,1854,1855,1856,378905,378906,378908,378907,0,5293,0,0,15
737,0,4227,0,1846,0,377,27039,0,4294967295,1933,1934,1935,388642,388643,0,388644,0,4227,0,0,26
739,5,617,4,1630,5014,1630,0,0,4294967295,1938,0,0,388951,388952,389724,389723,0,5538,0,0,33
740,2,0,4,1630,5028,1630,0,0,4294967295,1939,0,0,388960,388961,467480,388962,0,0,0,0,33
741,2,0,0,1630,5037,1630,0,0,4294967295,1937,0,0,389078,389079,389427,0,0,0,0,0,33
742,2,5524,4,1630,5587,1630,0,0,4294967295,1942,0,0,389111,389112,428317,389135,0,6471,0,0,33
743,2,0,12,1630,5031,1630,0,0,4294967295,1943,0,0,389162,389168,389182,389312,0,5522,0,0,33
744,2,658,4,1630,0,1630,0,0,4294967295,1940,2456,2457,389190,389191,389580,389579,0,6139,0,0,33
745,2,0,0,1630,6478,1630,0,0,4294967295,1944,0,0,389200,389201,467482,389202,0,0,0,0,33
746,0,5597,36,1630,5034,1630,0,34374,4294967295,1950,0,0,389218,389344,389345,389219,0,0,0,0,33
747,2,0,4,1630,5035,1630,0,0,4294967295,1953,0,0,389324,389325,389326,389328,0,0,0,0,33
748,0,5517,0,1480,0,1480,0,0,4294967295,1954,1955,1956,389490,389491,389493,389492,0,0,0,0,0
749,0,5527,0,1480,0,1480,0,0,4294967295,1957,1958,1959,389542,389543,389545,389544,0,0,0,0,0
750,0,0,0,1480,0,1480,0,0,4294967295,1960,1961,1962,389560,389561,389563,389562,0,0,0,0,0
751,5,620,0,1480,0,1480,0,0,4294967295,1963,1964,1965,389584,389585,389587,389586,0,5530,0,0,0
752,5,621,0,1480,0,1480,0,0,4294967295,1966,1967,1968,389607,389608,389610,389609,0,5531,0,0,0
753,2,0,12,1630,5042,1630,0,0,4294967295,1969,0,0,389730,389731,389733,389732,0,5532,0,0,33
763,0,6229,80,2176,0,2176,0,0,4294967295,1999,0,0,393764,393765,0,393766,0,0,0,0,0
775,2,0,4,0,0,207,34658,0,4294967295,2027,0,0,395841,395843,0,397351,0,0,0,0,31
776,2,0,12,2246,0,207,0,0,4294967295,2028,2029,2030,396513,396514,396515,396519,0,0,0,0,31
777,0,6229,80,2176,0,2176,0,0,4294967295,2033,0,0,399422,399423,0,399424,0,0,0,0,0
778,0,6229,80,2176,0,2176,0,0,4294967295,2034,0,0,399426,399427,0,399428,0,0,0,0,0
779,0,6229,80,2177,0,2177,0,0,4294967295,2035,0,0,399431,399432,0,399433,0,0,0,0,0
780,0,6229,80,2177,0,2177,0,0,4294967295,2036,0,0,399436,399437,0,399438,0,0,0,0,0
781,0,6229,80,2177,0,2177,0,0,4294967295,2037,0,0,399442,399443,0,399444,0,0,0,0,0
782,0,6229,80,2179,0,2179,0,0,4294967295,2038,0,0,399452,399453,0,399454,0,0,0,0,0
783,0,6229,80,2179,0,2179,0,0,4294967295,2039,0,0,399457,399458,0,399459,0,0,0,0,0
784,0,6229,80,2179,0,2179,0,0,4294967295,2040,0,0,399461,399462,0,399463,0,0,0,0,0
785,0,6229,80,2178,0,2178,0,0,4294967295,2041,0,0,399465,399466,0,399467,0,0,0,0,0
786,0,6229,80,2178,0,2178,0,0,4294967295,2042,0,0,399470,399471,0,399472,0,0,0,0,0
787,0,6229,80,2178,0,2178,0,0,4294967295,2043,0,0,399474,399475,0,399476,0,0,0,0,0
788,2,4772,20,2176,0,2176,0,0,4294967295,2044,0,0,399514,399515,0,399516,0,0,0,0,0
789,2,4772,20,2176,0,2176,0,0,4294967295,2045,0,0,399526,399527,0,399528,0,0,0,0,0
790,2,4772,20,2176,0,2176,0,0,4294967295,2046,0,0,399530,399531,0,399532,0,0,0,0,0
791,2,4772,20,2176,0,2176,0,0,4294967295,2047,0,0,399548,399549,0,399550,0,0,0,0,0
792,2,4772,20,2176,0,2176,0,0,4294967295,2048,0,0,399560,399561,0,399562,0,0,0,0,0
793,2,4772,20,2176,0,2176,0,0,4294967295,2049,0,0,399565,399566,0,399567,0,0,0,0,0
794,2,4772,20,2176,0,2176,0,0,4294967295,2050,0,0,399707,399708,0,399709,0,0,0,0,0
795,2,4772,20,2176,0,2176,0,0,4294967295,2051,0,0,399711,399712,0,399713,0,0,0,0,0
796,2,4772,20,2176,0,2176,0,0,4294967295,2052,0,0,399715,399716,0,399717,0,0,0,0,0
797,2,4772,20,2176,0,2176,0,0,4294967295,2053,0,0,399750,399751,0,399752,0,0,0,0,0
801,0,6229,80,2177,0,2177,0,0,4294967295,2063,0,0,400820,400821,0,400822,0,0,0,0,0
802,0,6229,80,2177,0,2177,0,0,4294967295,2064,0,0,400826,400827,0,400828,0,0,0,0,0
803,0,6229,80,2177,0,2177,0,0,4294967295,2065,0,0,400831,400832,0,400833,0,0,0,0,0
804,0,6229,80,2177,0,2177,0,0,4294967295,2068,0,0,400844,400845,0,400846,0,0,0,0,0
805,0,6229,80,2177,0,2177,0,0,4294967295,2070,0,0,400851,400852,0,400853,0,0,0,0,0
806,0,6229,80,2177,0,2177,0,0,4294967295,2071,0,0,400857,400858,0,400859,0,0,0,0,0
807,0,5778,0,2246,0,207,35188,0,4294967295,2067,2075,2076,400863,400864,0,400879,0,0,0,0,31
808,0,6229,80,2177,0,2177,0,0,4294967295,2072,0,0,400865,400866,0,400867,0,0,0,0,0
809,0,6229,80,2177,0,2177,0,0,4294967295,2073,0,0,400869,400870,0,400871,0,0,0,0,0
810,0,6229,80,2177,0,2177,0,0,4294967295,2074,0,0,400873,400874,0,400875,0,0,0,0,0
811,2,4772,20,2177,0,2177,0,0,4294967295,2077,0,0,400919,400920,0,400921,0,0,0,0,0
812,5,674,4,2358,0,207,35301,0,4294967295,2078,2079,2080,401079,401080,0,401096,0,5791,0,0,31
813,0,5793,0,2206,0,207,0,35303,4294967295,2081,2082,2083,401146,401147,0,401152,0,0,0,0,31
814,5,675,0,0,0,207,0,33766,4294967295,2084,2085,2086,401157,401158,0,401159,0,5794,0,0,31
815,0,5410,0,2288,0,2197,0,0,4294967295,2087,2088,2089,401171,401172,401174,401173,0,5410,0,0,29
816,0,6346,0,2287,0,2197,0,0,4294967295,2093,2094,2095,401198,401199,401201,401200,0,5805,0,0,29
817,5,677,8,951,0,207,33058,0,4294967295,2096,2097,2098,401221,401222,0,0,0,0,0,0,31
818,0,5803,0,2287,0,2197,0,0,4294967295,2099,2100,2101,401289,401290,401292,401291,0,5803,0,0,29
819,2,0,0,0,0,1480,0,0,4294967295,2103,0,0,401962,401963,0,422961,0,0,0,0,0
820,5,833,0,0,0,1480,0,0,4294967295,2105,2177,2178,401961,401953,0,401959,0,6614,0,0,0
822,0,6352,0,0,0,1480,0,0,4294967295,2107,2175,2176,401950,401951,0,401952,0,0,0,0,0
823,2,0,8,1480,0,1480,0,0,4294967295,2108,2156,2157,401753,401754,0,401755,0,0,0,0,0
824,5,688,0,1480,0,1480,0,0,4294967295,2109,2163,2164,401802,401943,0,401940,0,5823,0,0,0
825,0,5816,0,1480,0,1480,0,0,4294967295,2110,2159,2160,401782,401784,0,401941,0,0,0,0,0
826,0,5796,0,1480,0,1480,0,0,4294967295,2102,2111,2112,401365,401366,0,401364,0,5796,0,0,0
828,0,5798,0,1480,0,1480,0,0,4294967295,2115,2116,2117,401380,401381,0,401383,0,0,0,0,0
829,0,5416,0,1480,0,1480,0,0,4294967295,2118,2119,2120,401461,401462,401464,401463,0,5416,0,0,0
832,2,0,4,2296,0,2197,0,0,4294967295,2128,2129,2130,401504,401505,401520,401519,0,0,498,498,29
833,5,678,0,1480,0,1480,0,0,4294967295,2124,2131,2132,401528,401529,0,401530,0,5807,0,0,0
835,0,5606,0,2294,0,2197,0,0,4294967295,2134,2136,2137,401540,401816,0,401541,0,5606,0,0,29
836,2,0,4,1480,0,1480,0,0,4294967295,2138,0,0,401608,401609,401611,401610,0,0,0,0,0
837,0,5568,0,0,0,207,33067,0,4294967295,2140,2141,2142,401630,401631,0,0,0,5568,0,0,31
838,0,5415,0,0,0,2197,0,0,4294967295,2139,2143,2144,401635,401636,0,401644,0,5415,0,0,29
839,5,680,8,958,0,207,33067,0,4294967295,2145,2146,2147,401698,401699,0,0,0,0,0,0,31
840,5,689,0,1480,0,1480,0,0,4294967295,2148,2149,2150,401723,401724,401726,401725,0,5811,0,0,0
841,5,686,0,1480,0,1480,0,0,4294967295,2152,2153,2154,401738,401739,401741,401740,0,5569,0,0,0
842,0,5512,0,0,0,2197,0,0,4294967295,2151,2158,2161,401744,401745,0,401760,0,5512,0,0,29
843,1,43288,4,1480,0,1480,0,0,4294967295,2162,2169,2170,401805,401806,0,401904,0,5820,0,0,0
844,1,43290,4,2206,0,207,0,35392,4294967295,2155,2167,2168,401812,401813,0,401836,685,5817,0,0,31
845,2,0,0,2282,0,2197,0,0,4294967295,2172,2173,2174,401923,401924,401926,401925,0,0,0,0,29
846,2,0,0,2292,0,2197,0,0,4294967295,2179,2180,2181,402338,402339,402341,402340,0,0,0,0,29
847,0,5832,0,0,0,2199,0,0,4294967295,2182,2183,2184,402563,402564,0,407378,0,0,0,0,29
848,0,5834,0,0,0,2199,0,0,4294967295,2185,2186,2187,402570,402576,0,402800,0,0,0,0,29
849,5,692,0,2215,0,2199,0,0,4294967295,2188,2189,2190,402580,402592,0,402801,0,6310,0,0,29
850,2,0,12,2286,0,2197,0,0,4294967295,2191,2192,2193,402593,402594,402596,402595,0,0,0,0,29
851,0,5838,0,0,0,2199,0,0,4294967295,2195,2196,2197,402597,402598,0,402793,0,0,0,0,29
852,0,5835,0,0,0,2199,0,0,4294967295,2198,2199,2200,402612,402616,0,402799,0,0,0,0,29
853,5,693,0,0,0,2199,0,0,4294967295,2202,2203,2204,402660,402672,0,402798,0,5839,0,0,29
854,5,694,0,0,0,2199,0,0,4294967295,2205,2206,2207,402676,402677,0,402797,0,5841,0,0,29
855,7,5848,0,2214,0,2199,0,0,4294967295,2209,2214,2215,402795,403193,0,402796,0,0,0,0,29
856,0,5836,0,0,0,2199,0,0,4294967295,2210,2211,2212,402693,402694,0,407376,0,0,0,0,29
910,2,0,12,0,0,0,0,0,4294967295,2384,2385,2386,410560,410561,0,410562,0,0,0,0,0
923,2,0,12,1412,0,936,36867,0,4294967295,2430,2431,2432,412794,412795,500816,414549,0,0,0,2367,24
927,2,0,0,0,0,2391,0,0,4294967295,2441,0,0,413063,413064,413067,413066,0,0,0,0,0
928,1,44097,6,0,0,0,36779,0,4294967295,2442,2443,2444,413124,413125,0,0,761,6119,0,0,0
938,0,6144,160,1813,0,248,36889,0,4294967295,2480,2481,2482,414241,414242,414244,414243,0,6144,0,0,18
