"ID","quest2Id","questVOTextType","randomTextLineId"
31727,6175,4,17592
31728,6175,5,17618
31729,6175,6,17623
31746,6241,5,23354
31747,6241,6,23315
31761,6241,1,17575
31762,6241,2,17678
31763,6241,3,17594
31770,7687,7,25301
31771,7693,7,4198
31772,7693,7,4297
31773,7693,7,4075
31774,7688,1,25233
31775,7690,1,25214
31776,6242,0,23327
31777,6242,1,23307
31778,6242,2,23354
31779,6242,3,23323
31780,6242,5,17622
31796,7966,6,4279
31799,6436,0,9181
31800,6436,1,9352
31801,6436,2,9400
31802,6436,3,9415
31803,6436,4,17591
31804,6436,5,17577
31807,6238,0,17518
31808,6238,1,17576
31809,6238,3,17595
31810,6238,4,17589
31909,7688,7,25233
31923,7690,7,25214
31982,7967,0,4201
31983,7967,1,4192
31984,7967,3,4258
31985,7967,4,4249
31986,7967,5,4303
31998,4741,4,9395
32003,3918,1,9268
32004,8126,0,6729
32016,8126,2,6918
32053,6424,5,23156
32054,6424,6,23141
32061,8044,5,11086
32064,8046,5,10244
32065,8046,6,10082
32066,8047,0,10100
32067,8047,1,10031
32068,8047,3,10169
32069,8047,4,10169
32070,8047,5,10208
32075,8047,6,10250
32135,6369,0,23093
32136,6369,1,23110
32137,6369,3,23138
32138,6369,4,23130
32139,6369,5,23145
32140,6369,6,23180
32152,5750,7,6896
32153,5750,7,7025
32154,5665,7,20757
32155,5665,7,20774
32156,5665,7,20788
32157,5665,7,20804
32158,5665,7,20797
32159,5666,7,20768
32160,5666,7,20793
32161,5666,7,20789
32162,5666,7,20803
32163,5666,7,20749
32164,5671,7,20776
32165,5671,7,20807
32166,5671,7,20841
32167,5671,7,20753
32168,5671,7,20795
32169,5671,7,20792
32170,7066,7,19159
32171,7066,7,19029
32172,5643,7,6961
32173,5643,7,7006
32174,5643,7,6918
32175,5643,7,6912
32176,5643,7,6846
32177,5643,7,6741
32178,5643,7,6939
32179,5640,7,7871
32180,5640,7,6933
32181,5640,7,7766
32182,5640,7,7559
32183,5640,7,6708
32184,5640,7,6945
32185,5640,7,6837
32186,5555,7,8097
32187,5555,7,7782
32188,5555,7,7611
32189,5555,7,7506
32190,5555,7,7863
32191,5555,7,7738
32192,6371,0,22973
32193,6371,1,22991
32194,6371,3,23010
32195,6371,2,23015
32196,6371,5,23149
32197,6371,6,23184
32198,6371,7,23015
32199,6371,7,23184
32200,6371,7,22991
32201,6371,7,23149
32202,6371,7,23010
32203,6371,7,22973
32212,6368,7,23006
32213,6368,7,22997
32214,6368,7,23022
32215,6368,7,22968
32216,6368,7,22985
32217,6368,7,23061
32221,6370,4,23199
32222,6370,5,23145
32223,6370,6,23183
32224,5971,7,6137
32225,5971,7,6641
32226,5971,7,6244
32227,5971,7,6346
32228,5971,7,6003
32229,5971,7,6241
32230,3347,0,2755
32231,3347,1,3057
32232,3347,2,3079
32233,3347,3,3088
32234,3347,5,3098
32235,3160,0,3018
32236,3160,1,3045
32237,3160,3,3090
32238,3160,4,3072
32239,3160,5,3110
32240,3162,0,3031
32241,3162,1,3047
32242,3162,3,3087
32243,3162,4,3084
32246,3163,3,3091
32251,3165,0,3258
32252,3165,1,3389
32253,3165,3,3532
32254,3165,4,3483
32255,3165,5,3601
32256,3165,6,3547
32257,3166,5,4901
32259,5453,5,7029
32261,3167,0,3264
32262,3167,1,3452
32263,3167,3,3528
32264,3167,4,3486
32265,3167,5,3598
32266,3167,6,3544
32267,3170,0,3315
32268,3170,1,3371
32269,3170,3,3535
32270,3170,4,3495
32271,3170,5,3589
32272,3171,4,25238
32273,3171,5,25273
32274,3177,4,3482
32278,3179,6,3928
32279,3297,6,4349
32280,3302,0,3274
32281,3302,1,3472
32282,3302,3,3530
32283,3302,4,3478
32284,3302,5,3617
32285,3304,0,3265
32286,3304,1,3405
32287,3304,3,3542
32288,3304,4,3514
32289,3304,5,3626
32290,3316,0,4681
32291,3316,1,4791
32292,3316,2,4833
32293,3316,3,4847
32295,3320,1,4773
32296,3320,3,4843
32297,3320,4,4841
32298,3320,5,4909
32299,3369,0,4715
32300,3369,1,4787
32301,3369,2,4825
32302,3369,3,4849
32303,3369,5,3100
32304,3370,5,3100
32305,3370,0,3321
32306,3370,1,3437
32307,3370,2,3501
32308,3370,3,3532
32309,3388,0,3246
32310,3388,1,3464
32311,3388,3,3538
32312,3388,5,3559
32313,3395,5,4915
32314,5420,0,5118
32315,5420,1,4758
32316,5420,3,4844
32317,5420,4,4822
32318,5420,5,4890
32319,5420,6,5108
32320,5421,5,3592
32322,5422,5,3595
32323,5423,5,3598
32324,5474,4,3483
32325,5474,5,3601
32326,5477,4,3483
32327,5477,5,3601
32329,5501,5,4899
32330,5600,0,3268
32331,5600,1,3378
32332,5600,2,3484
32333,5600,3,3536
32334,5600,4,3495
32335,5600,5,3562
32338,5606,3,4849
32339,5606,4,4821
32340,5606,5,4909
32352,5607,0,4679
32353,5607,1,4771
32354,5607,2,4833
32355,5607,3,4851
32356,5607,4,3072
32357,5607,5,3118
32358,5607,6,3095
32359,5608,0,3224
32360,5608,1,3046
32361,5608,3,3090
32362,5608,4,3011
32363,5608,5,3111
32364,5796,0,25152
32365,5796,1,25199
32366,5796,3,25252
32367,5796,4,25245
32368,5796,5,25283
32369,5799,0,3329
32370,5799,1,3438
32371,5799,2,3768
32372,5799,3,3539
32373,5799,5,4863
32374,5799,6,4735
32375,5943,0,3014
32376,5943,1,3059
32378,5943,3,3088
32379,5943,5,4927
32382,6489,5,4870
32383,6489,6,4860
32384,6519,5,3595
32385,6549,0,4710
32386,6549,1,4784
32387,6549,2,4824
32388,6549,3,4848
32389,6549,5,3740
32396,5373,2,25245
32399,6027,3,21634
32400,6027,5,21641
32401,6027,4,21631
32402,5979,0,21605
32403,5979,1,21625
32404,5979,3,21638
32405,5979,4,21629
32406,5979,5,21646
32407,7115,4,21633
32408,7115,5,21673
32409,7115,6,21676
32410,6031,0,21604
32411,6031,1,21624
32412,6031,3,21635
32413,6031,5,21644
32414,5928,0,21597
32415,5928,1,21616
32416,5928,4,21630
32417,5928,5,21645
32418,6021,0,21607
32419,6021,5,21648
32420,6021,3,21636
32422,5977,1,21611
32423,5977,4,21630
32424,5977,5,21648
32426,6006,0,21594
32427,6006,1,21617
32428,6006,4,21632
32429,6006,5,21648
32430,6026,0,21590
32431,6026,5,21612
32432,6026,1,21610
32433,3927,1,9243
32434,1177,5,21662
32435,6013,5,21662
32436,8141,5,21662
32437,8142,5,21662
32438,1177,6,21676
32439,6013,6,21676
32440,8141,6,21676
32441,8142,6,21676
32442,8141,0,21651
32443,8142,0,21651
32444,8142,1,21610
32445,8141,1,21610
32446,8141,3,21634
32447,8142,3,21634
32448,5574,1,21083
32449,5574,3,21110
32450,5574,4,21106
32465,6326,5,20701
32467,6029,0,21605
32468,6029,1,21678
32469,6029,3,21635
32470,6029,5,21646
32472,5910,0,21603
32473,5910,1,21625
32474,5910,3,21638
32475,5910,4,21633
32476,5910,5,21644
32477,5910,6,21645
32478,5980,0,21604
32479,5980,1,21625
32480,5980,3,21637
32481,5980,4,21631
32482,5980,5,21641
32483,5980,6,21656
32487,5933,4,21632
32488,5933,5,21643
32489,5933,6,21645
32500,6559,0,5885
32502,6559,4,6922
32514,7016,0,25173
32515,7016,1,25228
32516,7016,2,25248
32517,7016,3,25250
32526,6313,0,2758
32527,6313,1,3038
32528,6313,3,3090
32529,6313,6,6998
32550,6771,6,6023
32559,7640,6,4889
32560,6707,4,3410
32561,6707,5,3631
32562,6707,6,3622
32569,6753,1,6143
32570,6753,5,6283
32574,5914,5,6753
32575,6440,0,3975
32576,6440,1,4187
32577,6440,3,4259
32578,6440,4,4244
32579,6440,5,4343
32580,6440,6,4316
32583,6822,1,6874
32586,6754,4,6241
32593,6753,6,5937
32596,5669,0,21126
32597,5669,1,21145
32602,6426,3,20174
32603,6426,4,20171
32609,7574,3,20174
32610,7574,4,20171
32613,7574,0,20134
32614,7574,1,20153
32619,6426,0,20134
32620,6426,1,20153
32621,6346,3,4259
32622,6346,4,4217
32623,6346,5,4304
32628,6215,0,20644
32629,6215,1,20664
32634,6215,3,20692
32635,6215,4,20684
32636,6215,5,20699
32637,6215,6,20700
32638,6326,0,20645
32639,6326,1,20665
32642,6326,3,20688
32645,6326,4,20685
32646,6326,6,20702
32648,7190,3,21318
32649,5500,0,23435
32650,5500,1,23480
32651,5500,2,23383
32652,5500,3,23464
32659,5977,3,21636
32660,5977,6,21675
32667,6026,3,21634
32668,5832,4,21630
32670,5766,0,4061
32673,7213,0,21277
32674,7213,1,21300
32675,7213,2,21317
32676,7213,3,21318
32683,7223,0,8392
32684,7223,1,8512
32685,7223,3,8659
32686,7223,4,8614
32687,7223,5,8756
32688,7223,6,8681
32695,7216,0,8386
32696,7216,1,8509
32698,7216,4,8623
32699,7216,5,8717
32700,7216,6,9043
32705,7217,4,21316
32707,7217,6,21365
32708,6544,3,5437
32709,7173,0,5924
32710,7173,1,7084
32711,7173,3,6935
32712,7173,4,6800
32713,7173,5,7031
32714,7173,6,7075
32715,7174,0,6739
32716,7174,1,7075
32718,7174,3,6922
32719,7174,4,6812
32720,7174,5,7007
32722,7175,0,5903
32723,7175,3,6940
32724,7175,4,6814
32725,7175,5,7037
32726,7175,6,7090
32727,7176,0,5928
32728,7176,1,6782
32729,7176,3,6949
32730,7176,4,6897
32731,7176,5,6995
32732,7176,6,7031
32733,7184,0,9163
32734,7184,1,9292
32735,7184,3,9415
32736,7184,4,9367
32737,7184,5,9472
32738,7184,6,9505
32739,7185,0,9175
32763,7185,1,9250
32764,7185,3,9409
32765,7185,4,9400
32766,7185,5,9499
32767,7185,6,9598
32768,7186,0,9136
32769,7186,1,9247
32770,7186,3,9412
32771,7186,4,9364
32772,7186,5,9502
32773,7187,0,9148
32774,7187,1,9268
32775,7187,3,9418
32776,7187,4,9370
32777,7187,5,9472
32778,6313,2,3085
32779,7188,0,9181
32780,7188,1,9346
32781,7188,3,9415
32782,7188,4,9406
32783,7188,5,9466
32784,7188,6,9789
32785,8365,5,4274
32786,8365,4,4244
32787,8358,0,4192
32788,8358,1,4410
32789,8358,3,4258
32790,8358,4,4249
32791,8358,5,4330
32792,8359,0,4061
32793,8359,3,4252
32794,8359,4,4237
32795,8359,5,4342
32796,8360,0,4103
32797,8360,3,4262
32798,8360,4,4208
32799,8360,5,4325
32800,7170,0,20545
32801,7170,1,20565
32802,7170,3,20586
32803,7170,4,20579
32804,7170,5,20593
32806,7171,0,20542
32807,7171,1,20558
32808,7171,3,20583
32809,7171,4,20578
32810,7171,5,20594
32811,7172,0,20544
32812,7172,1,20573
32813,7172,3,20585
32814,7172,4,20582
32815,7172,5,20597
32816,7172,6,20631
32817,8364,0,4071
32818,8364,3,4256
32821,8204,3,8658
32822,8204,0,8418
32823,8204,1,8544
32824,8204,2,8499
32825,7169,0,21072
32826,7169,1,21090
32827,7169,3,21109
32828,7169,4,21104
32829,7169,5,21120
32830,7169,6,21157
32833,8361,0,4105
32834,8361,3,4264
32835,8361,4,4219
32836,8361,5,4315
32837,8204,5,6979
32838,8204,6,5888
32839,7146,0,21076
32840,7146,1,21094
32841,7146,3,21108
32842,7146,4,21106
32843,7146,5,21119
32844,8233,0,25408
32845,8233,1,25435
32846,8233,3,25474
32847,8233,4,25467
32848,8233,5,25476
32879,8233,6,25504
32880,8451,0,13567
32881,8451,1,13605
32882,8451,4,13619
32883,8451,5,13654
32884,8451,6,13550
32886,8237,1,13582
32891,7148,0,21386
32892,7148,1,21405
32893,7148,3,21424
32894,7148,4,21419
32895,7148,5,21436
32896,7148,6,21461
32897,8263,5,7028
32898,8434,0,23215
32899,8182,0,24170
32900,8182,1,24236
32901,8182,5,24279
32902,8434,1,23237
32903,8434,3,23264
32904,8198,3,19357
32905,8198,3,19354
32906,8198,3,19356
32907,8198,3,19353
32908,8198,3,19355
32912,8198,4,19349
32917,8198,0,19273
32920,8198,1,19336
32924,8198,5,19387
32929,8198,6,19362
32933,8263,4,6925
32934,7147,0,21378
32935,7147,1,21398
32936,7147,3,21423
32937,7147,4,21418
32938,7147,5,21428
32939,7147,6,21433
32940,8368,5,4312
32941,8362,0,4195
32942,8362,3,4261
32943,8362,5,4330
32944,8362,4,4243
32945,8434,4,23257
32946,8434,5,23267
32947,8434,6,23273
32948,8363,0,4111
32949,8363,3,4258
32950,8363,4,4210
32951,8363,5,4279
32952,8435,0,23364
32953,8435,1,23386
32954,8435,3,23403
32955,7149,0,21380
32956,7149,1,21399
32957,7149,3,21425
32958,7149,4,21420
32960,8435,4,23398
32961,8435,5,23414
32962,8435,6,23415
32963,7149,5,21437
32964,8452,0,13552
32965,8452,1,13612
32966,8452,4,13623
32967,8452,5,13656
32968,8452,6,13657
32969,8235,4,19348
32970,8235,5,19359
32971,8235,6,19386
32972,7150,0,21384
32973,7150,1,21416
32974,7150,3,21424
32975,7150,4,21419
32977,7150,6,21441
32978,8239,0,5965
32979,8239,1,6137
32980,8239,3,6247
32981,8239,4,6208
32982,8239,5,6304
32984,8240,0,6052
32985,8240,1,6077
32986,8240,3,6244
32990,8240,4,6235
32991,7151,0,21397
32992,7151,1,21401
32993,7151,3,21426
32994,7151,4,21422
32995,7151,5,21459
32997,7151,6,21435
32998,7150,5,21461
32999,8369,0,4178
33000,8369,2,4238
33002,8369,4,4244
33003,8369,5,4355
33004,8166,0,20436
33005,8166,1,20471
33006,8166,3,20480
33007,8166,4,20473
33008,8166,5,20488
33009,8167,0,20440
33010,8167,1,20438
33011,8167,3,20482
33012,8167,4,20475
33013,8167,5,20489
33016,8457,2,14568
33017,8457,4,9377
33018,8457,5,9476
33019,8457,6,9497
33043,7177,0,18606
33044,7177,1,18650
33045,7177,3,18697
33046,7177,4,18681
33047,7177,5,18619
33090,7178,0,18588
33091,7178,1,18641
33092,7178,3,18693
33093,7178,4,18639
33094,7178,5,18713
33095,7179,0,18617
33096,7179,1,18642
33097,7179,3,18694
33098,7179,4,18661
33099,7179,5,18724
33105,8501,0,9143
33106,8501,1,9242
33107,8501,3,9419
33108,8501,4,9374
33109,8501,5,9422
33110,8501,6,9182
33117,8192,0,25398
33118,8192,0,25395
33119,8192,0,25397
33120,8192,0,25399
33121,8192,0,25396
33122,8192,1,25415
33123,8192,1,25417
33124,8192,1,25419
33125,8192,1,25416
33126,8192,1,25418
33127,8192,3,25474
33128,8192,3,25471
33129,8192,3,25473
33130,8192,3,25470
33131,8192,3,25472
33132,8192,4,25466
33133,8192,4,25468
33134,8192,4,25467
33135,8192,4,25469
33136,8192,5,25500
33137,8192,5,25502
33138,8192,5,25504
33139,8192,5,25501
33140,8192,5,25503
33141,8192,6,25477
33142,8192,6,25479
33143,8192,6,25476
33144,8192,6,25478
33145,8192,6,25475
33146,8247,0,5157
33147,8247,1,5319
33148,8247,3,5449
33149,8247,4,5434
33150,8247,5,5534
33151,8247,6,5510
33152,8370,4,4219
33153,8370,5,4318
33154,8367,4,4245
33155,8367,5,4344
33156,8199,0,19278
33157,8199,0,19280
33158,8199,0,19282
33159,8199,0,19279
33160,8199,0,19281
33161,8199,1,19300
33162,8199,1,19302
33163,8199,1,19299
33164,8199,1,19301
33165,8199,1,19298
33166,8199,3,19357
33167,8199,3,19354
33168,8199,3,19356
33169,8199,3,19353
33170,8199,3,19355
33171,8199,4,19351
33172,8199,4,19350
33173,8199,4,19352
33174,8199,4,19349
33175,8199,5,19385
33176,8199,5,19387
33177,8199,5,19384
33178,8199,5,19386
33179,8199,5,19383
33180,8199,6,19360
33181,8199,6,19362
33182,8199,6,19359
33183,8199,6,19361
33184,8199,6,19358
33185,8169,0,20441
33186,8169,1,20462
33187,8169,3,20481
33188,8169,4,20473
33189,8169,5,20492
33190,8168,0,20442
33191,8168,1,20458
33192,8168,3,20478
33193,8168,4,20477
33194,8168,5,20491
33195,8246,0,14832
33196,8246,1,14843
33197,8246,3,14896
33198,8246,4,14890
33199,8246,5,14910
33200,8246,6,14915
33207,8436,0,23366
33208,8436,1,23387
33209,8436,3,23405
33210,8436,4,23398
33211,8436,5,23414
33212,8436,6,23378
33213,7142,0,20436
33214,7142,1,20463
33215,7142,2,20476
33216,7142,3,20481
33217,7142,4,21208
33218,7142,5,21222
33219,8170,0,20434
33220,8170,1,20455
33221,8170,3,20479
33222,8170,4,20476
33223,8170,5,20489
33224,8170,6,20463
33228,8366,0,4024
33229,8366,3,4254
33230,8366,4,4239
33231,8366,5,4326
33232,7160,0,21176
33233,7160,1,21196
33234,7160,3,21214
33235,7160,4,21210
33236,7160,5,21225
33266,7159,0,21187
33267,7159,1,21188
33268,7159,3,21215
33269,7159,4,21211
33270,7159,5,21227
33281,8200,3,4264
33282,8200,3,4261
33283,8200,3,4258
33284,8200,3,4255
33285,8200,3,4252
33300,8251,0,23234
33301,8251,1,23251
33302,8251,3,23264
33303,8251,4,23259
33304,8251,5,23272
33305,8251,6,23321
33306,7161,0,21174
33307,7161,1,21193
33308,7161,2,21208
33309,7161,3,21216
33310,7161,4,21208
33311,7161,5,21224
33312,7161,6,21247
33313,8437,0,23216
33314,7162,0,21168
33315,7162,1,21191
33316,7162,2,21212
33317,7162,3,21214
33318,7162,4,21212
33319,7162,5,21218
33320,8437,1,23244
33321,8437,3,23264
33322,8437,4,23255
33323,8437,5,23268
33324,8437,6,23274
33325,8243,0,14817
33326,8243,1,14867
33327,8243,3,14898
33328,8243,4,23257
33329,8243,5,23267
33330,8243,6,23219
33331,8529,4,23257
33332,8529,5,23267
33333,8529,6,23219
33334,8529,0,5226
33335,8529,1,5353
33336,8529,2,5416
33337,8529,3,5440
33338,7163,0,21172
33339,7163,1,21192
33340,7163,2,21209
33341,7163,3,21213
33342,7163,4,21209
33343,7163,5,21225
33344,7163,6,21248
33346,8264,4,23813
33347,8264,0,23723
33348,8264,3,23828
33349,8264,5,23831
33350,8265,0,23729
33351,8265,3,23830
33352,7164,0,21176
33353,7164,1,21197
33354,7164,2,21211
33355,7164,3,21215
33356,7164,4,21211
33357,7164,5,21227
33358,7164,6,21253
33359,8265,4,23823
33360,8265,5,23857
33361,8266,0,23742
33362,8266,3,23830
33363,8266,4,23815
33364,8266,5,23844
33365,8396,0,19515
33366,8396,3,19575
33367,8396,4,19565
33368,8396,5,19580
33369,8268,4,23823
33370,8268,5,23847
33371,7218,0,20130
33372,7218,1,20150
33373,7218,3,20174
33374,7218,4,20170
33375,7218,5,20185
33376,7218,6,20187
33377,8458,0,8467
33378,8458,1,8587
33379,8458,5,8521
33380,8458,6,8750
33381,8397,0,19528
33382,8397,3,19574
33383,8397,4,19561
33384,8397,5,19606
33385,8438,0,23231
33386,8438,1,23240
33387,8438,3,23263
33388,8438,4,23255
33389,8438,5,23274
33390,8438,6,23272
33391,8398,0,7621
33392,8398,3,7774
33393,8398,4,7762
33394,8398,5,7867
33395,8455,0,13584
33396,8455,1,13598
33397,8455,5,13593
33398,8455,6,13694
33503,8202,0,3995
33504,8202,0,3992
33505,8202,0,3989
33506,8202,0,3986
33507,8202,0,3983
33508,8202,0,3980
33509,8202,0,4007
33510,8202,0,4004
33511,8202,0,4001
33512,8202,0,3998
33513,8202,1,4114
33514,8202,1,4111
33515,8202,1,4108
33516,8202,1,4105
33517,8202,1,4102
33518,8202,1,4129
33519,8202,1,4126
33520,8202,1,4123
33521,8202,1,4120
33522,8202,1,4117
33523,8202,3,4264
33524,8202,3,4261
33525,8202,3,4258
33526,8202,3,4255
33527,8202,3,4252
33528,8202,4,4216
33529,8202,4,4213
33530,8202,4,4210
33531,8202,4,4207
33532,8202,4,4219
33533,8202,5,4354
33534,8202,5,4351
33535,8202,5,4348
33536,8202,5,4345
33537,8202,5,4342
33538,8202,6,4318
33539,8202,6,4315
33540,8202,6,4324
33541,8202,6,4321
33548,8380,0,20977
33549,8380,1,20978
33550,8380,3,21005
33551,8380,4,20998
33552,8380,5,21017
33558,8439,0,23366
33559,8439,1,23383
33560,8439,3,23403
33566,8439,4,23398
33567,8439,5,23414
33568,8439,6,23417
33569,8399,3,19576
33570,8399,4,19571
33571,8399,5,19605
33572,8399,0,19534
33578,8402,4,19562
33579,8402,5,19596
33580,8385,0,20858
33581,8385,1,20880
33582,8385,3,20901
33583,8385,4,20897
33584,8385,5,20910
33585,8441,0,23359
33586,8441,1,23396
33587,8441,3,23405
33588,8441,4,23400
33589,8441,5,23416
33590,8441,6,23417
33591,8386,0,20763
33592,8386,1,20778
33593,8386,3,20793
33594,8386,4,20790
33595,8386,5,20805
33596,8386,6,20807
33597,8401,0,7689
33598,8401,3,7775
33599,8401,4,7725
33600,8401,5,7831
33601,8387,0,20962
33602,8387,1,20978
33603,8387,3,21003
33604,8387,4,21001
33605,8387,5,21015
33606,8388,0,20967
33607,8388,1,20985
33608,8388,3,21005
33609,8388,4,21000
33610,8388,5,21014
33611,8394,0,4012
33612,8394,1,4179
33613,8394,3,4254
33614,8394,4,13327
33615,8394,5,4350
33616,8391,0,3978
33617,8391,1,4106
33618,8391,3,4265
33619,8391,4,4211
33620,8391,5,4322
33621,8389,3,4264
33622,8389,0,4061
33623,8389,1,4141
33624,8389,4,4249
33625,8389,5,4333
33626,8392,0,4016
33627,8392,1,4186
33628,8392,3,4258
33629,8392,4,4240
33630,8392,5,4270
33631,8393,0,3983
33632,8393,1,4120
33633,8393,3,4252
33634,8393,4,4216
33635,8393,5,4354
33636,8466,0,3263
33637,8466,1,3364
33638,8466,3,3537
33639,8466,4,3494
33640,8466,5,3618
33641,8395,0,5254
33642,8395,1,5333
33643,8395,3,5438
33644,8395,4,5429
33645,8395,5,5529
33646,8172,0,20442
33647,8172,1,20457
33648,8172,3,20482
33649,8172,4,20475
33650,8172,5,20492
33651,8212,0,23222
33652,8212,0,23224
33653,8212,0,23221
33654,8212,0,23223
33655,8212,0,23220
33656,8212,1,23244
33657,8212,1,23241
33658,8212,1,23243
33659,8212,1,23240
33660,8212,1,23242
33661,8212,3,23264
33662,8212,3,23261
33663,8212,3,23263
33664,8212,3,23260
33665,8212,3,23262
33666,8212,4,23256
33667,8212,4,23258
33668,8212,4,23255
33669,8212,4,23257
33670,8212,4,23259
33671,8212,5,23271
33673,8214,0,23233
33674,8214,0,23230
33675,8214,0,23232
33676,8214,0,23234
33677,8214,0,23231
33678,8214,1,23253
33679,8214,1,23250
33680,8214,1,23252
33681,8214,1,23254
33682,8214,1,23251
33683,8214,3,23264
33684,8214,3,23261
33685,8214,3,23263
33686,8214,3,23260
33687,8214,3,23262
33688,8214,4,23256
33689,8214,4,23258
33690,8214,4,23255
33691,8214,4,23257
33692,8214,4,23259
33693,8214,5,23271
33695,8214,6,23341
33696,8214,6,23340
33697,8214,6,23339
33698,8539,0,7575
33699,8539,1,7705
33700,8539,3,7785
33701,8539,4,7761
33702,8539,5,7791
33703,8539,6,7788
33704,8440,0,23217
33705,8440,1,23238
33706,8440,3,23263
33707,8440,4,23258
33708,8440,5,23272
33709,8440,6,23271
33710,8215,0,23219
33711,8215,0,23216
33712,8215,0,23218
33713,8215,0,23217
33714,8215,1,23239
33715,8215,1,23236
33716,8215,1,23238
33717,8215,1,23235
33718,8215,1,23237
33719,8215,3,23264
33720,8215,3,23261
33721,8215,3,23263
33722,8215,3,23260
33723,8215,3,23262
33724,8215,4,23256
33725,8215,4,23258
33726,8215,4,23255
33727,8215,4,23257
33728,8215,4,23259
33729,8215,5,23273
33730,8215,6,23341
33731,8215,6,23340
33732,8215,6,23339
33733,8174,0,20538
33734,8174,1,20574
33735,8174,4,20578
33736,8174,5,20596
33737,8442,0,23221
33738,8442,1,23254
33739,8442,3,23262
33740,8442,4,23257
33741,8442,5,23274
33742,8442,6,23271
33743,8443,0,21487
33744,8443,1,21519
33745,8443,3,21528
33746,8443,4,21527
33747,8443,5,21537
33748,8443,6,21535
33749,8444,0,21491
33750,8444,1,21503
33751,8444,3,21531
33752,8444,4,21525
33753,8444,5,21541
33754,8444,6,21538
33755,7690,5,25284
33756,7690,6,25217
33757,7691,0,25192
33758,7691,1,25169
33760,8216,0,23222
33761,8216,0,23224
33762,8216,0,23221
33763,8216,0,23223
33764,8216,0,23220
33765,8216,1,23244
33766,8216,1,23241
33767,8216,1,23243
33768,8216,1,23240
33769,8216,1,23242
33770,8216,3,23264
33771,8216,3,23261
33772,8216,3,23263
33773,8216,3,23260
33774,8216,3,23262
33775,8216,4,23256
33776,8216,4,23258
33777,8216,4,23257
33778,8216,4,23259
33779,8216,5,23273
33781,8400,0,19539
33782,8400,3,19573
33783,8400,4,19577
33784,8400,5,19592
33785,8250,4,14892
33786,8250,5,14915
33787,8250,6,15029
33788,7211,0,20438
33789,7211,1,20462
33790,7211,3,20482
33791,7211,4,20475
33792,7211,5,20489
33793,6371,4,23154
33794,7212,0,20435
33795,7212,1,20463
33796,7212,3,20479
33797,7212,4,20473
33798,7212,5,20490
33799,7212,6,20525
33800,7219,0,20129
33801,7219,1,20151
33802,7219,3,20176
33803,7219,4,20172
33804,7219,5,20185
33805,8216,6,23341
33806,8216,6,23340
33807,8216,6,23339
33808,8212,6,23341
33809,8212,6,23340
33810,8212,6,23339
33811,8217,0,23233
33812,8217,0,23230
33813,8217,0,23232
33814,8217,0,23234
33815,8217,0,23231
33816,8217,1,23253
33817,8217,1,23250
33818,8217,1,23252
33819,8217,1,23254
33820,8217,1,23251
33821,8217,3,23264
33822,8217,3,23261
33823,8217,3,23263
33824,8217,3,23260
33825,8217,3,23262
33826,8217,4,23256
33827,8217,4,23258
33828,8217,4,23257
33829,8217,4,23259
33830,8217,5,23272
33831,8217,6,23341
33832,8217,6,23340
33833,8217,6,23339
33834,7220,4,20231
33835,7220,5,20231
33836,7220,6,20221
33837,8249,4,5434
33838,8249,5,5498
33839,8249,6,5849
33840,8459,0,11009
33841,8459,1,11046
33842,8459,4,11070
33843,8459,5,11124
33844,8459,6,11091
33845,8445,0,21486
33846,8445,1,21505
33847,8445,3,21532
33848,8445,4,21523
33849,8445,5,21533
33850,8445,6,2459
33851,8218,0,23219
33852,8218,0,23216
33853,8218,0,23218
33854,8218,0,23217
33855,8218,1,23239
33856,8218,1,23236
33857,8218,1,23238
33858,8218,1,23235
33859,8218,1,23237
33860,8218,3,23264
33861,8218,3,23261
33862,8218,3,23263
33863,8218,3,23260
33864,8218,3,23262
33865,8218,4,23256
33866,8218,4,23258
33867,8218,4,23257
33868,8218,4,23259
33869,8218,5,23273
33870,8218,6,23341
33871,8218,6,23340
33872,8218,6,23339
33874,8219,0,23222
33875,8219,0,23224
33876,8219,0,23221
33877,8219,0,23223
33878,8219,0,23220
33879,8219,1,23244
33880,8219,1,23241
33881,8219,1,23243
33882,8219,1,23240
33883,8219,1,23242
33884,8219,3,23264
33885,8219,3,23261
33886,8219,3,23263
33887,8219,3,23260
33888,8219,3,23262
33889,8219,4,23256
33890,8219,4,23258
33891,8219,4,23257
33892,8219,4,23259
33893,8219,5,23274
33894,8219,6,23341
33895,8219,6,23340
33896,8219,6,23339
33897,8446,4,2486
33898,8446,5,21536
33899,8446,6,2469
33900,8220,0,23233
33901,8220,0,23230
33902,8220,0,23232
33903,8220,0,23234
33904,8220,0,23231
33905,8220,1,23253
33906,8220,1,23250
33907,8220,1,23252
33908,8220,1,23254
33909,8220,1,23251
33910,8220,3,23264
33911,8220,3,23261
33912,8220,3,23263
33913,8220,3,23260
33914,8220,3,23262
33915,8220,5,23274
33916,8220,6,23272
33927,8155,0,24207
33928,7165,0,21594
33929,7165,1,21615
33930,7165,3,21634
33931,7165,4,21632
33932,7165,5,21648
33933,7165,6,21675
33934,8156,0,24183
33935,8156,1,24222
33936,8157,0,24186
33937,7167,0,21593
33938,7166,0,21589
33939,7166,1,21626
33940,7166,3,21638
33941,7166,4,21631
33942,7166,5,21645
33943,7166,6,21683
33944,8447,0,21483
33945,8447,1,21503
33946,8447,3,21528
