"ID","classId","raceId","sex","factionId","costumeOnly","itemId0","itemId01","itemId02","itemId03","itemId04","itemId05","itemId06","itemId07","itemId08","itemId09","itemId010","itemId011","itemId012","itemId013","itemId014","itemId015","enabled","characterCreationStartEnum","xp","accountCurrencyTypeIdCost","accountCurrencyAmountCost","entitlementIdRequired"
466,1,1,1,167,0,81344,81359,81345,8534,81346,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
467,1,1,0,167,0,81344,81359,81345,8534,81346,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
468,2,1,0,167,0,81344,81359,81345,8534,81347,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
469,3,1,0,167,0,81363,81362,81364,8534,81351,81375,81376,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
470,4,1,0,167,0,81360,81358,81361,8534,81348,81374,81378,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
471,5,1,0,167,0,81360,81358,81361,8534,81349,81374,81378,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
472,7,1,0,167,0,81363,81362,81364,8534,81350,81375,81376,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
473,3,1,1,167,0,81363,81362,81364,8534,81351,81375,81376,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
474,7,1,1,167,0,81363,81362,81364,8534,81350,81375,81376,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
475,2,1,1,167,0,81344,81359,81345,8534,81347,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
476,5,1,1,167,0,81360,81358,81361,8534,81349,81374,81378,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
477,4,1,1,167,0,81360,81358,81361,8534,81348,81374,81378,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
478,1,1,1,166,0,81366,81365,81367,8535,81352,81389,81390,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
479,2,1,0,166,0,81366,81365,81367,8535,81353,81389,81390,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
480,5,1,0,166,0,81369,81368,81370,8535,81355,81383,81387,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
481,7,1,1,166,0,81372,81371,81373,8535,81356,81384,81385,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
482,2,1,1,166,0,81366,81365,81367,8535,81353,81389,81390,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
483,5,1,1,166,0,81369,81368,81370,8535,81355,81383,81387,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
484,4,1,0,166,0,81369,81368,81370,8535,81354,81383,81387,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
485,3,1,0,166,0,81372,81371,81373,8535,81357,81384,81385,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
486,7,1,0,166,0,81372,81371,81373,8535,81356,81384,81385,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
487,1,1,0,166,0,81366,81365,81367,8535,81352,81389,81390,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
488,3,1,1,166,0,81372,81371,81373,8535,81357,81384,81385,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
489,4,1,1,166,0,81369,81368,81370,8535,81354,81383,81387,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
490,1,12,0,166,0,81366,81365,81367,8535,81352,81389,81390,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
491,4,12,0,166,0,81369,81368,81370,8535,81354,81383,81387,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
492,5,12,0,166,0,81369,81368,81370,8535,81355,81383,81387,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
493,5,12,1,166,0,81369,81368,81370,8535,81355,81383,81387,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
494,1,12,1,166,0,81366,81365,81367,8535,81352,81389,81390,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
495,4,12,1,166,0,81369,81368,81370,8535,81354,81383,81387,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
496,2,12,0,166,0,81366,81365,81367,8535,81353,81389,81390,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
497,2,12,1,166,0,81366,81365,81367,8535,81353,81389,81390,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
498,3,13,0,166,0,81372,81371,81373,8535,81357,81384,81385,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
499,7,13,0,166,0,81372,81371,81373,8535,81356,81384,81385,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
500,2,13,0,166,0,81366,81365,81367,8535,81353,81389,81390,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
501,4,13,0,166,0,81369,81368,81370,8535,81354,81383,81387,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
502,5,5,0,166,0,81369,81368,81370,8535,81355,81383,81387,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
503,1,5,1,166,0,81366,81365,81367,8535,81352,81389,81390,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
504,7,5,1,166,0,81372,81371,81373,8535,81356,81384,81385,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
505,5,5,1,166,0,81369,81368,81370,8535,81355,81383,81387,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
506,7,5,0,166,0,81372,81371,81373,8535,81356,81384,81385,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
507,1,5,0,166,0,81366,81365,81367,8535,81352,81389,81390,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
508,3,4,0,167,0,81363,81362,81364,8534,81351,81375,81376,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
509,7,4,0,167,0,81363,81362,81364,8534,81350,81375,81376,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
510,3,4,1,167,0,81363,81362,81364,8534,81351,81375,81376,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
511,7,4,1,167,0,81363,81362,81364,8534,81350,81375,81376,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
512,5,4,1,167,0,81360,81358,81361,8534,81349,81374,81378,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
513,5,4,0,167,0,81360,81358,81361,8534,81349,81374,81378,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
514,2,3,0,167,0,81344,81359,81345,8534,81347,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
515,1,3,0,167,0,81344,81359,81345,8534,81346,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
516,4,3,0,167,0,81360,81358,81361,8534,81348,81374,81378,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
517,1,3,1,167,0,81344,81359,81345,8534,81346,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
518,4,3,1,167,0,81360,81358,81361,8534,81348,81374,81378,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
519,2,3,1,167,0,81344,81359,81345,8534,81347,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
520,1,16,0,167,0,81344,81359,81345,8534,81346,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
521,1,16,1,167,0,81344,81359,81345,8534,81346,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
522,2,16,1,167,0,81344,81359,81345,8534,81347,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
523,2,16,0,167,0,81344,81359,81345,8534,81347,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
524,5,16,0,167,0,81360,81358,81361,8534,81349,81374,81378,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
525,5,16,1,167,0,81360,81358,81361,8534,81349,81374,81378,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
526,7,16,0,167,0,81363,81362,81364,8534,81350,81375,81376,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
527,7,16,1,167,0,81363,81362,81364,8534,81350,81375,81376,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
528,4,16,0,167,0,81360,81358,81361,8534,81348,81374,81378,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
529,4,16,1,167,0,81360,81358,81361,8534,81348,81374,81378,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
530,0,0,0,167,1,8524,8491,8526,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,0
531,0,0,0,166,1,8527,8529,8530,0,0,0,0,0,0,0,0,0,0,0,0,0,1,99,0,0,0,0
533,1,13,0,166,0,81366,81365,81367,8535,81352,81389,81390,0,0,0,0,0,0,0,0,0,1,4,0,0,0,61
534,2,4,1,167,0,81344,81359,81345,8534,81347,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,62
535,2,4,0,167,0,81344,81359,81345,8534,81347,81380,81381,0,0,0,0,0,0,0,0,0,1,4,0,0,0,62
536,1,13,0,166,0,81366,81365,81367,8535,81352,81389,81390,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,61
537,2,4,1,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,62
538,2,4,0,167,0,81344,81359,81345,8534,81347,81380,81381,80875,0,0,0,0,0,0,0,0,1,3,1710,0,0,62
539,1,1,1,167,0,91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330,1,5,26360090,13,1,0
540,1,1,0,167,0,91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330,1,5,26360090,13,1,0
541,2,1,0,167,0,91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594,1,5,26360090,13,1,0
542,3,1,0,167,0,91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650,1,5,26360090,13,1,0
543,4,1,0,167,0,91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858,1,5,26360090,13,1,0
544,5,1,0,167,0,91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122,1,5,26360090,13,1,0
545,7,1,0,167,0,91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386,1,5,26360090,13,1,0
546,3,1,1,167,0,91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650,1,5,26360090,13,1,0
547,7,1,1,167,0,91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386,1,5,26360090,13,1,0
548,2,1,1,167,0,91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594,1,5,26360090,13,1,0
549,5,1,1,167,0,91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122,1,5,26360090,13,1,0
550,4,1,1,167,0,91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858,1,5,26360090,13,1,0
551,1,1,1,166,0,91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330,1,5,26360090,13,1,0
552,2,1,0,166,0,91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594,1,5,26360090,13,1,0
553,5,1,0,166,0,91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122,1,5,26360090,13,1,0
554,7,1,1,166,0,91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386,1,5,26360090,13,1,0
555,2,1,1,166,0,91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594,1,5,26360090,13,1,0
556,5,1,1,166,0,91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122,1,5,26360090,13,1,0
557,4,1,0,166,0,91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858,1,5,26360090,13,1,0
558,3,1,0,166,0,91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650,1,5,26360090,13,1,0
559,7,1,0,166,0,91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386,1,5,26360090,13,1,0
560,1,1,0,166,0,91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330,1,5,26360090,13,1,0
561,3,1,1,166,0,91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650,1,5,26360090,13,1,0
562,4,1,1,166,0,91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858,1,5,26360090,13,1,0
563,1,12,0,166,0,91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330,1,5,26360090,13,1,0
564,4,12,0,166,0,91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858,1,5,26360090,13,1,0
565,5,12,0,166,0,91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122,1,5,26360090,13,1,0
566,5,12,1,166,0,91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122,1,5,26360090,13,1,0
567,1,12,1,166,0,91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330,1,5,26360090,13,1,0
568,4,12,1,166,0,91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858,1,5,26360090,13,1,0
569,2,12,0,166,0,91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594,1,5,26360090,13,1,0
570,2,12,1,166,0,91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594,1,5,26360090,13,1,0
571,3,13,0,166,0,91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650,1,5,26360090,13,1,0
572,7,13,0,166,0,91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386,1,5,26360090,13,1,0
573,2,13,0,166,0,91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594,1,5,26360090,13,1,0
574,4,13,0,166,0,91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858,1,5,26360090,13,1,0
575,5,5,0,166,0,91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122,1,5,26360090,13,1,0
576,1,5,1,166,0,91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330,1,5,26360090,13,1,0
577,7,5,1,166,0,91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386,1,5,26360090,13,1,0
578,5,5,1,166,0,91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122,1,5,26360090,13,1,0
579,7,5,0,166,0,91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386,1,5,26360090,13,1,0
580,1,5,0,166,0,91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330,1,5,26360090,13,1,0
581,3,4,0,167,0,91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650,1,5,26360090,13,1,0
582,7,4,0,167,0,91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386,1,5,26360090,13,1,0
583,3,4,1,167,0,91208,85531,85531,85531,53640,53641,53642,53643,53644,53645,90808,90814,90820,90063,90826,53650,1,5,26360090,13,1,0
584,7,4,1,167,0,91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386,1,5,26360090,13,1,0
585,5,4,1,167,0,91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122,1,5,26360090,13,1,0
586,5,4,0,167,0,91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122,1,5,26360090,13,1,0
587,2,3,0,167,0,91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594,1,5,26360090,13,1,0
588,1,3,0,167,0,91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330,1,5,26360090,13,1,0
589,4,3,0,167,0,91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858,1,5,26360090,13,1,0
590,1,3,1,167,0,91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330,1,5,26360090,13,1,0
591,4,3,1,167,0,91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858,1,5,26360090,13,1,0
592,2,3,1,167,0,91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594,1,5,26360090,13,1,0
593,1,16,0,167,0,91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330,1,5,26360090,13,1,0
594,1,16,1,167,0,91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330,1,5,26360090,13,1,0
595,2,16,1,167,0,91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594,1,5,26360090,13,1,0
596,2,16,0,167,0,91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594,1,5,26360090,13,1,0
597,5,16,0,167,0,91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122,1,5,26360090,13,1,0
598,5,16,1,167,0,91208,85531,85531,85531,53112,53113,53114,53115,53116,53117,90806,90812,90818,90063,90824,53122,1,5,26360090,13,1,0
599,7,16,0,167,0,91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386,1,5,26360090,13,1,0
600,7,16,1,167,0,91208,85531,85531,85531,53376,53377,53378,53379,53380,53381,90807,90813,90819,90063,90825,53386,1,5,26360090,13,1,0
601,4,16,0,167,0,91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858,1,5,26360090,13,1,0
602,4,16,1,167,0,91208,85531,85531,85531,52848,52849,52850,52851,52852,52853,90805,90811,90817,90063,90823,52858,1,5,26360090,13,1,0
603,1,13,0,166,0,91208,85531,85531,85531,52320,52321,52322,52323,52324,52325,90803,90809,90815,90063,90821,52330,1,5,26360090,13,1,61
604,2,4,1,167,0,91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594,1,5,26360090,13,1,62
605,2,4,0,167,0,91208,85531,85531,85531,52584,52585,52586,52587,52588,52589,90804,90810,90816,90063,90822,52594,1,5,26360090,13,1,62
