"ID","localizedTextIdName","housingPlotTypeId","localizedTextIdTooltip","worldIdPlug00","worldIdPlug01","worldIdPlug02","worldIdPlug03","flags","housingResourceIdProvided00","housingResourceIdProvided01","housingResourceIdProvided02","housingResourceIdProvided03","housingResourceIdProvided04","housingResourceIdPrerequisite00","housingResourceIdPrerequisite01","housingResourceIdPrerequisite02","housingFeatureTypeFlags","housingContributionInfoId00","housingContributionInfoId01","housingContributionInfoId02","housingContributionInfoId03","housingContributionInfoId04","housingPlugItemIdNextUpgrade","localizedTextIdPrereqTooltip00","localizedTextIdPrereqTooltip01","localizedTextIdPrereqTooltip02","prerequisiteId00","prerequisiteId01","prerequisiteId02","prerequisiteIdUnlock","housingBuildId","housingUpkeepTypeEnum","upkeepCharges","upkeepTime","housingContributionInfoIdUpkeepCost00","housingContributionInfoIdUpkeepCost01","housingContributionInfoIdUpkeepCost02","housingContributionInfoIdUpkeepCost03","housingContributionInfoIdUpkeepCost04","gameFormulaIdHousingBuildBonus","screenshotSprite00","screenshotSprite01","screenshotSprite02","screenshotSprite03","screenshotSprite04","housingPlugTypeEnum","accountItemIdUpsell"
134,307208,0,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",0,0
135,307209,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",0,0
136,307210,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",0,0
137,307211,0,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",0,0
138,307212,0,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",0,0
139,307326,1,406986,1714,1714,1714,1714,2,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,341627,0,0,630,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
140,307327,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,81,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
141,307329,1,378209,605,605,605,605,4,0,0,0,0,0,0,0,0,3,61,0,0,0,0,0,523047,544224,0,27870,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_605_Cubig_Feeder_01","Icon_Housing1x1_605_Cubig_Feeder_02","Icon_Housing1x1_605_Cubig_Feeder_03","","",2,0
142,307330,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,53,0,0,0,0,126,0,0,0,0,0,0,0,1,1,0,7,12,0,0,0,0,0,"","","","","",0,0
144,307333,1,571614,2169,2169,2169,2169,2,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,341582,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_2169_Dirt_Patch_01","Icon_Housing1x1_2169_Dirt_Patch_02","Icon_Housing1x1_2169_Dirt_Patch_03","","",0,0
145,307341,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,62,0,0,0,0,146,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
146,307347,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
147,307348,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,"","","","","",0,0
148,307349,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,63,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,13,0,0,0,0,0,"","","","","",0,0
149,307350,1,479071,1725,1725,1725,1725,2,0,0,0,0,0,0,0,0,3,20,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,12,0,0,0,0,0,"","","","","",0,0
150,307351,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,18,0,0,0,0,0,"","","","","",0,0
151,307352,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,18,0,0,0,0,0,"","","","","",0,0
152,307354,1,379983,1886,1886,1886,1886,4,0,0,0,0,0,0,0,0,3,64,0,0,0,0,153,463158,522741,0,0,0,0,0,1,1,0,30,222,0,0,0,0,0,"Icon_Housing1x1_1886_Festival_Tier1_01","Icon_Housing1x1_1886_Festival_Tier1_02","Icon_Housing1x1_1886_Festival_Tier1_03","","",1,0
153,307355,1,617423,1887,1887,1887,1887,6,0,0,0,0,0,0,0,0,3,65,0,0,0,0,154,523034,544210,0,0,0,0,0,1,1,0,30,225,0,0,0,0,0,"Icon_Housing1x1_1887_Festival_Tier2_01","Icon_Housing1x1_1887_Festival_Tier2_02","Icon_Housing1x1_1887_Festival_Tier2_03","","",1,0
154,307356,1,617424,1888,1888,1888,1888,6,0,0,0,0,0,0,0,0,3,66,0,0,0,0,155,523035,544211,0,19337,0,0,0,1,1,0,30,231,0,0,0,0,0,"Icon_Housing1x1_1888_Festival_Tier3_01","Icon_Housing1x1_1888_Festival_Tier3_02","Icon_Housing1x1_1888_Festival_Tier3_03","","",1,0
155,307358,1,617425,1889,1889,1889,1889,6,0,0,0,0,0,0,0,0,3,98,0,0,0,0,156,523038,544215,0,27886,0,0,0,1,1,0,30,234,0,0,0,0,0,"Icon_Housing1x1_1889_Festival_Tier4_01","Icon_Housing1x1_1889_Festival_Tier4_02","Icon_Housing1x1_1889_Festival_Tier4_03","","",1,0
156,307359,1,617426,1890,1890,1890,1890,6,0,0,0,0,0,0,0,0,3,99,0,0,0,0,157,523039,544216,0,27896,0,0,0,1,1,0,30,237,0,0,0,0,0,"Icon_Housing1x1_1890_Festival_Tier5_01","Icon_Housing1x1_1890_Festival_Tier5_02","Icon_Housing1x1_1890_Festival_Tier5_03","","",1,0
157,307360,1,617427,1891,1891,1891,1891,6,0,0,0,0,0,0,0,0,3,100,0,0,0,0,0,523040,544218,0,27903,0,0,0,1,1,0,30,244,0,0,0,0,0,"Icon_Housing1x1_1891_Festival_Tier6_01","Icon_Housing1x1_1891_Festival_Tier6_02","Icon_Housing1x1_1891_Festival_Tier6_03","","",1,0
158,307365,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,88,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
159,307371,1,478999,1732,1732,1732,1732,4,0,0,0,0,0,0,0,0,3,199,0,0,0,0,0,523064,544261,0,27883,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_1732_Fireworks_01","Icon_Housing1x1_1732_Fireworks_02","Icon_Housing1x1_1732_Fireworks_03","","",1,0
160,307372,1,406926,1733,1733,1733,1733,0,0,0,0,0,0,0,0,0,3,155,0,0,0,0,0,341629,544175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_1733_Flower_Garden_01","Icon_Housing1x1_1733_Flower_Garden_02","Icon_Housing1x1_1733_Flower_Garden_03","","",0,0
161,307373,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,20,0,0,0,0,0,"","","","","",0,0
162,307374,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,"","","","","",0,0
163,307375,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,"","","","","",0,0
164,307376,1,479002,1737,1737,1737,1737,0,0,0,0,0,0,0,0,0,3,198,0,0,0,0,0,341616,523058,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,"Icon_Housing1x1_1737_Granok_Trailer_01","Icon_Housing1x1_1737_Granok_Trailer_02","Icon_Housing1x1_1737_Granok_Trailer_03","","",1,0
165,307377,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,0,"","","","","",0,0
166,307378,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
167,307379,1,450616,1740,1740,1740,1740,6,0,0,0,0,0,0,0,0,3,211,0,0,0,0,0,452221,523084,544286,19,27900,0,0,1,1,0,7,245,0,0,0,0,0,"Icon_Housing1x1_1740_Exile_HeliPad_01","Icon_Housing1x1_1740_Exile_HeliPad_02","Icon_Housing1x1_1740_Exile_HeliPad_03","","",0,0
168,307380,1,450617,1741,1741,1741,1741,6,0,0,0,0,0,0,0,0,3,210,0,0,0,0,0,452220,523083,544285,18,27900,0,0,1,1,0,7,245,0,0,0,0,0,"Icon_Housing1x1_1741_Dom_HeliPad_01","Icon_Housing1x1_1741_Dom_HeliPad_02","Icon_Housing1x1_1741_Dom_HeliPad_03","","",0,0
169,307385,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,97,0,0,0,0,0,341632,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
170,307386,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,67,0,0,0,0,171,0,0,0,0,0,0,0,1,1,0,7,12,0,0,0,0,0,"","","","","",0,0
171,307387,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,68,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,14,0,0,0,0,0,"","","","","",0,0
172,307388,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,19,0,0,0,0,0,"","","","","",0,0
173,307389,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,14,0,0,0,0,0,"","","","","",0,0
174,307390,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,78,0,0,0,0,175,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
175,307391,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,176,0,0,0,0,0,0,0,1,1,0,7,17,0,0,0,0,0,"","","","","",0,0
176,307392,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,20,0,0,0,0,0,"","","","","",0,0
177,307393,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,76,0,0,0,0,178,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
178,307394,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,179,0,0,0,0,0,0,0,1,1,0,7,17,0,0,0,0,0,"","","","","",0,0
179,307395,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,20,0,0,0,0,0,"","","","","",0,0
180,307396,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,89,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,13,0,0,0,0,0,"","","","","",0,0
181,307397,1,479004,1755,1755,1755,1755,0,0,0,0,0,0,0,0,0,3,197,0,0,0,0,0,544227,544233,0,27871,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_1755_Medical_Station_01","Icon_Housing1x1_1755_Medical_Station_02","Icon_Housing1x1_1755_Medical_Station_03","","",2,0
182,307398,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,58,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
183,307399,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,17,0,0,0,0,0,"","","","","",0,0
184,307400,1,378210,1758,1758,1758,1758,4,0,0,0,0,0,0,0,0,3,73,0,0,0,0,0,523041,544219,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_1758_Outhouse_01","Icon_Housing1x1_1758_Outhouse_02","Icon_Housing1x1_1758_Outhouse_03","","",1,0
185,307401,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,87,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
186,307402,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
187,307403,1,375558,1920,1920,1920,1920,0,0,0,0,0,0,0,0,0,3,203,0,0,0,0,0,544269,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_1920_Power_Generator_01","Icon_Housing1x1_1920_Power_Generator_02","Icon_Housing1x1_1920_Power_Generator_03","","",0,0
188,307404,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
189,307405,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,16,0,0,0,0,0,"","","","","",0,0
190,307406,1,407034,1764,1764,1764,1764,2,0,0,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
191,307407,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,12,0,0,0,0,0,"","","","","",0,0
192,307408,1,479005,1766,1766,1766,1766,4,0,0,0,0,0,0,0,0,3,208,0,0,0,0,0,543154,544273,0,27894,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_1766_Science_Lab_01","Icon_Housing1x1_1766_Science_Lab_02","Icon_Housing1x1_1766_Science_Lab_03","","",0,0
193,307409,1,452231,1767,1767,1767,1767,4,0,0,0,0,0,0,0,0,3,184,0,0,0,0,0,523082,544282,0,27898,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_1767_Sniper_Tower_Exile_01","Icon_Housing1x1_1767_Sniper_Tower_Exile_02","Icon_Housing1x1_1767_Sniper_Tower_Exile_03","","",2,0
194,307416,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,20,0,0,0,0,0,"","","","","",0,0
195,307417,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,20,0,0,0,0,0,"","","","","",0,0
196,307418,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
197,307419,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,74,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,13,0,0,0,0,0,"","","","","",0,0
198,307421,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,79,0,0,0,0,199,0,0,0,0,0,0,0,1,1,0,7,14,0,0,0,0,0,"","","","","",0,0
199,307422,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,200,0,0,0,0,0,0,0,1,1,0,7,16,0,0,0,0,0,"","","","","",0,0
200,307424,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,18,0,0,0,0,0,"","","","","",0,0
201,307426,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,77,0,0,0,0,202,0,0,0,0,0,0,0,1,1,0,7,14,0,0,0,0,0,"","","","","",0,0
202,307427,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,203,0,0,0,0,0,0,0,1,1,0,7,16,0,0,0,0,0,"","","","","",0,0
203,307428,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,18,0,0,0,0,0,"","","","","",0,0
204,307429,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,19,0,0,0,0,0,"","","","","",0,0
205,307430,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"","","","","",0,0
206,307431,1,379988,1780,1780,1780,1780,0,0,0,0,0,0,0,0,0,3,51,0,0,0,0,0,523033,544209,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_1780_Vending_Machine_01","Icon_Housing1x1_1780_Vending_Machine_02","Icon_Housing1x1_1780_Vending_Machine_03","","",1,0
207,307432,1,0,1781,1781,1781,1781,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,20,0,0,0,0,0,"","","","","",0,0
208,307433,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,18,0,0,0,0,0,"","","","","",0,0
209,307434,1,0,1698,1698,1698,1698,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,7,20,0,0,0,0,0,"","","","","",0,0
210,307435,1,479006,2185,2185,2185,2185,4,0,0,0,0,0,0,0,0,3,174,0,0,0,0,0,523056,544255,0,27876,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_2185_Warhorn_01","Icon_Housing1x1_2185_Warhorn_02","Icon_Housing1x1_2185_Warhorn_03","","",1,0
211,307436,1,479007,702,702,702,702,0,0,0,0,0,0,0,0,0,3,52,0,0,0,0,0,463165,544177,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_702_Water_Tower_01","Icon_Housing1x1_702_Water_Tower_02","Icon_Housing1x1_702_Water_Tower_03","","",0,0
212,307437,1,349287,1786,1786,1786,1786,4,0,0,0,0,0,0,0,0,3,60,0,0,0,0,0,376407,523029,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_1786_Whirlwind_01","Icon_Housing1x1_1786_Whirlwind_02","Icon_Housing1x1_1786_Whirlwind_03","","",2,0
213,307438,1,375091,1787,1787,1787,1787,4,0,0,0,0,0,0,0,0,3,178,0,0,0,0,0,341584,523065,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"Icon_Housing1x1_1787_Wishing_Well_01","Icon_Housing1x1_1787_Wishing_Well_02","Icon_Housing1x1_1787_Wishing_Well_03","","",1,0
214,308108,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
215,308109,2,0,1877,1877,2195,1700,2,0,0,0,0,0,0,0,0,3,75,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
216,308110,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,83,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
217,308112,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,31,0,0,0,0,0,341680,0,0,14392,0,0,0,2,1,0,7,30,0,0,0,0,0,"","","","","",0,0
218,308113,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,84,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
219,308115,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,341648,0,0,629,0,0,0,2,1,0,7,23,0,0,0,0,0,"","","","","",0,0
220,308116,2,375177,1877,1877,1909,1700,4,0,0,0,0,0,0,0,0,3,213,0,0,0,0,0,376461,523091,0,27903,0,0,0,2,0,0,0,0,0,0,0,0,0,"Icon_Housing1x2_1909_Osun_Forge_01","Icon_Housing1x2_1909_Osun_Forge_02","Icon_Housing1x2_1909_Osun_Forge_03","","",2,0
221,308117,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,341603,0,0,14380,0,0,0,2,1,0,7,27,0,0,0,0,0,"","","","","",0,0
222,308118,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,27,0,0,0,0,0,341605,0,0,14380,0,0,0,2,1,0,7,27,0,0,0,0,0,"","","","","",0,0
223,308119,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
224,308127,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,38,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,23,0,0,0,0,0,"","","","","",0,0
225,308128,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,30,0,0,0,0,0,341625,0,0,14388,0,0,0,2,1,0,7,29,0,0,0,0,0,"","","","","",0,0
226,308129,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,30,0,0,0,0,0,"","","","","",0,0
227,308130,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,27,0,0,0,0,805,"","","","","",0,0
228,308131,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,24,0,0,0,0,0,"","","","","",0,0
229,308134,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",0,0
230,308135,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",0,0
231,308136,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"","","","","",0,0
232,308137,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,56,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,24,0,0,0,0,0,"","","","","",0,0
233,308145,2,479008,1877,1877,2170,1700,2,0,0,0,0,0,0,0,0,3,22,0,0,0,0,0,341581,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"Icon_Housing1x2_2170_Dirt_Patch_01","Icon_Housing1x2_2170_Dirt_Patch_02","Icon_Housing1x2_2170_Dirt_Patch_03","","",0,0
234,308146,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
235,308147,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,30,0,0,0,0,0,"","","","","",0,0
236,308148,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,25,0,0,0,0,0,"","","","","",0,0
237,308149,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,85,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,23,0,0,0,0,0,"","","","","",0,0
238,308150,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,30,0,0,0,0,0,"","","","","",0,0
239,308151,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,29,0,0,0,0,0,"","","","","",0,0
240,308152,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,30,0,0,0,0,0,"","","","","",0,0
241,308153,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,30,0,0,0,0,0,"","","","","",0,0
242,308154,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,7,30,0,0,0,0,0,"","","","","",0,0
243,308155,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,30,0,0,0,0,0,"","","","","",0,0
244,308156,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,28,0,0,0,0,0,"","","","","",0,0
245,308157,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,28,0,0,0,0,0,"","","","","",0,0
246,308158,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,25,0,0,0,0,0,"","","","","",0,0
247,308159,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,86,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,23,0,0,0,0,0,"","","","","",0,0
248,308160,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,30,0,0,0,0,0,"","","","","",0,0
249,308161,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,30,0,0,0,0,0,"","","","","",0,0
250,308162,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,341636,0,0,630,0,0,0,2,0,0,0,0,0,0,0,0,0,"","","","","",0,0
251,308163,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,30,0,0,0,0,0,"","","","","",0,0
252,308166,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,7,26,0,0,0,0,0,"","","","","",0,0
253,308169,2,0,1877,1877,1700,1700,2,0,0,0,0,0,0,0,0,3,29,0,0,0,0,0,341617,0,0,626,0,0,0,2,1,0,7,28,0,0,0,0,0,"","","","","",0,0
