"ID","localizedTextIdOnEnterCombat00","localizedTextIdOnEnterCombat01","localizedTextIdOnEnterCombat02","localizedTextIdOnEnterCombat03","chanceToSayOnEnterCombat","localizedTextIdOnDeath00","localizedTextIdOnDeath01","localizedTextIdOnDeath02","localizedTextIdOnDeath03","chanceToSayOnDeath","localizedTextIdOnKill00","localizedTextIdOnKill01","localizedTextIdOnKill02","localizedTextIdOnKill03","chanceToSayOnKill"
337,323106,323107,323108,0,100,323109,323110,323111,0,100,323112,323113,323114,0,100
338,323939,323940,323941,323942,60,323943,323944,323945,323946,60,323947,323948,323949,323950,60
339,323951,323952,323953,323954,100,323955,323956,323957,323958,100,323959,323960,323961,323962,100
340,324260,324261,0,0,100,324262,324263,324264,324265,100,324266,324267,324268,0,100
341,326935,326936,0,0,100,0,0,0,0,100,0,0,0,0,100
342,327849,327850,327851,0,100,327852,327853,327854,327855,100,0,0,0,0,100
343,328007,0,0,0,100,328008,0,0,0,100,0,0,0,0,100
344,329139,329140,329141,329142,40,329143,329144,329145,329146,50,329147,329148,329149,329150,60
345,329721,329722,329723,329724,40,329725,329726,329727,329728,50,329729,329730,329731,329732,60
346,329745,329746,329747,329748,40,329749,329750,329751,329752,50,329753,329754,329755,329756,60
347,330029,330030,330031,330032,50,330033,330034,330035,0,50,330036,330037,330038,0,50
348,330058,330059,330060,330061,50,330062,330063,330064,0,50,330065,330066,330067,0,50
349,330077,330078,330079,0,100,330080,0,0,0,100,330081,330082,0,0,100
350,330110,330111,330112,0,100,330113,330114,0,0,100,330115,330116,0,0,100
351,330154,330155,330160,330161,60,330162,330163,0,0,40,330164,330165,0,0,40
352,330186,330187,330188,0,60,330189,330237,0,0,40,330238,330239,0,0,40
353,330254,330255,0,0,60,330256,330257,0,0,40,330258,330259,0,0,40
354,330266,330267,330268,0,100,330269,330270,0,0,100,330271,330272,0,0,100
355,330278,330279,330296,330297,60,330298,330282,330299,330300,60,330280,330301,330302,330303,60
356,332370,332371,332372,332373,100,332374,332375,332376,0,100,332377,332378,332379,332380,100
357,333167,333168,333169,333170,10,333171,333172,333173,0,10,333174,333175,333176,333439,15
358,334886,334887,334888,334889,85,334890,334891,334892,334893,50,334894,334895,334896,334897,60
359,334904,334905,334906,334907,85,334908,334909,334910,334911,50,334912,334913,334914,334915,60
360,534037,0,0,0,100,334916,334917,334918,334919,100,334920,334921,334922,334923,100
361,335151,335152,335153,335154,40,335155,335156,335157,394055,50,390978,394056,394057,394058,60
362,335328,335329,335655,393814,60,335330,335331,335332,0,60,335333,335334,335335,393815,60
363,341052,341053,341054,341055,60,341056,341057,341058,341059,60,341060,341061,341062,341063,60
364,341372,341373,341394,341422,60,341407,341411,341413,341424,50,341409,341416,341423,341427,40
365,342875,342876,342877,342882,100,342878,342879,0,0,100,342880,342881,0,0,100
366,344535,344536,344537,0,100,344538,0,0,0,100,344539,0,0,0,100
367,344542,344543,344544,344545,100,0,0,0,0,0,344550,0,0,0,20
368,345465,345466,345473,345474,60,345467,345468,345475,345476,60,345469,345470,345477,345478,60
369,346200,346201,346202,346203,40,346204,346205,346206,346207,50,346208,346209,346210,346211,60
370,346213,346214,346215,346216,40,346218,346219,346220,346221,50,346222,346223,346224,346225,60
371,346226,346227,346228,346229,40,346230,346231,346232,346233,50,346234,346235,346236,346237,60
372,346238,346239,346240,346241,40,346242,346243,346244,346245,50,346246,346247,346248,346249,60
373,346573,0,0,0,100,346575,0,0,0,100,346576,0,0,0,100
374,347367,347368,347380,0,25,347369,347370,0,0,35,347371,347372,0,0,40
375,347373,347374,347375,0,20,347376,347377,0,0,15,347378,347379,0,0,30
376,347452,347453,347454,347455,50,347456,347457,347458,347459,50,0,0,0,0,70
377,0,0,0,0,100,347437,347438,347439,347440,100,0,0,0,0,100
378,347422,347423,347424,347425,100,347426,347427,347428,347429,100,347430,347431,347432,347433,100
379,347601,347602,347603,347604,40,347605,347606,347607,347608,50,347609,347610,347611,347612,60
380,347583,347584,347585,347586,40,347587,347588,347589,347590,50,347591,347592,347593,347594,60
381,348034,348035,348036,0,100,348037,348038,0,0,100,348039,348040,348041,0,100
382,348045,348046,0,0,100,348047,348048,0,0,100,348049,348050,0,0,100
383,348101,348102,348103,348104,50,348105,348106,348107,348108,40,348109,348110,348111,348112,50
384,348113,348114,348115,348116,40,348117,348118,348119,348120,40,348121,348122,348123,348124,50
385,351253,351254,351255,351276,60,351256,351257,351258,0,40,351259,351277,351278,0,100
386,351590,351591,351592,351593,60,351594,351595,351596,351597,60,0,0,0,0,100
387,351791,351792,351793,351794,40,351795,351796,351797,351798,40,351799,351800,351801,351802,50
388,351805,351806,351807,351808,40,351809,351810,351811,351812,40,351813,351814,351815,351816,50
389,352008,352009,352010,352011,100,352012,352013,352014,352015,100,352016,352017,352018,352019,100
390,352021,352024,352025,352026,60,352027,352028,352029,352030,60,352031,352032,352033,352034,60
391,352376,352377,352387,0,100,352381,352396,352397,0,100,352383,352400,0,0,100
392,352384,352388,352395,0,100,352389,352390,0,0,100,352385,352394,0,0,100
393,352403,352404,352407,0,100,352410,352411,0,0,100,352412,352413,0,0,100
398,352832,352833,352834,352835,60,352836,352837,352838,352839,60,0,0,0,0,0
400,353498,353499,353500,353503,100,353501,353502,0,0,100,353504,353505,0,0,100
401,354773,354774,354775,354776,40,354777,354778,354779,0,50,354780,354781,354782,0,60
402,354944,354945,354946,354947,40,354948,354949,354950,355562,50,354951,354952,354953,364541,60
407,355268,355269,355270,0,40,355271,355272,355273,0,50,355274,355275,355276,0,60
408,356341,356342,356343,356344,40,356345,356346,356347,356348,40,356351,356352,356353,356354,40
409,356607,356608,356609,356610,35,356611,356614,356616,356617,35,0,0,0,0,100
410,356805,356806,0,0,100,356807,356808,0,0,100,356809,356810,0,0,100
411,356821,356822,356823,0,20,356824,356825,0,0,20,356826,356827,356828,0,40
412,356869,356870,356871,356872,40,356873,356874,356875,0,50,356876,356877,356878,0,60
413,356883,356884,364616,0,40,356885,356886,356887,364617,50,364618,356888,364619,364620,60
414,356896,356897,356898,0,40,356899,356900,356901,0,50,356902,356903,356904,0,60
415,357429,357430,0,0,60,357431,357432,0,0,40,357433,0,0,0,60
416,357546,357547,357568,0,60,357548,357549,0,0,40,357550,357723,0,0,60
417,357597,357598,357599,0,60,357600,357601,0,0,40,357602,357603,0,0,60
418,357607,357608,357609,0,60,357610,357611,0,0,40,357612,357613,0,0,60
419,357697,357698,0,0,60,357699,357700,0,0,40,357701,357702,0,0,60
420,357706,357707,0,0,60,357708,357709,0,0,40,357710,357711,357712,0,60
421,357714,357715,0,0,60,357716,357717,0,0,40,357718,357719,357720,0,60
422,357726,0,0,0,100,357727,0,0,0,100,0,0,0,0,100
423,357999,358000,358001,358002,100,358008,358009,358010,358011,100,0,0,0,0,100
424,358239,358240,358241,0,35,358242,358243,358244,358245,35,0,0,0,0,100
425,359546,359547,359548,0,35,359549,0,0,0,25,359550,0,0,0,25
426,359709,359710,359711,0,50,359712,359713,0,0,50,359714,359715,0,0,50
427,359736,0,0,0,100,359737,359738,359739,359740,100,359741,0,0,0,100
428,359747,359748,359749,359750,40,359751,359752,359753,414679,50,359754,359755,359756,359757,60
429,359810,359811,359812,0,50,359813,359814,0,0,50,359815,359816,359817,0,50
430,360703,360715,544439,0,100,360704,544443,0,0,100,360705,0,0,0,100
431,360707,360708,360709,360710,100,360711,360712,0,0,100,360713,360714,0,0,100
432,361259,0,0,0,100,361260,361261,361262,0,100,361263,361264,0,0,100
433,362775,362776,362777,362778,50,362779,362780,362781,362782,50,362783,362784,362785,362786,100
434,362790,362791,362792,362793,100,362794,362795,362796,383713,100,362797,362798,383715,383716,100
435,362984,362985,362986,362987,40,362988,362989,362990,362991,50,362992,362993,362994,362995,60
436,363020,363021,363022,363023,40,363024,363025,363026,363027,50,363028,363029,363032,363033,60
437,363035,363036,363037,363038,40,363039,363040,363041,363042,50,363043,363044,363045,363046,60
438,363055,363056,363057,363058,40,363059,363060,363061,363062,50,363063,363064,363065,363066,60
439,363073,363074,363075,363076,40,363077,363078,363079,363080,50,363081,363082,363083,363084,60
440,363101,363102,363103,363104,40,363105,363106,363107,363108,50,363109,363110,363111,363112,60
441,363652,363653,363654,363655,50,363694,363696,363697,0,50,363656,363657,363658,363659,50
442,363669,363670,363671,363672,50,363690,363692,363693,0,50,363673,363674,363675,363676,50
443,364027,364028,364029,364030,90,364031,364032,0,0,75,364033,364034,364035,364146,75
444,364127,364128,364129,364130,90,364131,364132,0,0,75,364133,364134,364135,0,75
445,364272,364273,364274,364275,70,364276,364277,364278,364279,70,364280,364281,364282,364283,70
446,364703,364704,364705,0,70,364706,364707,364708,0,35,0,0,0,0,100
447,365773,365774,365775,365790,40,365791,365792,365793,365794,50,365795,365796,365797,365798,60
448,365778,365779,365780,365781,40,365782,365783,365784,365785,50,365786,365787,365788,365789,60
449,365801,365802,365803,365804,40,365805,365806,365807,365808,50,365809,365810,365811,365812,60
451,365819,365820,0,0,100,365821,365822,0,0,100,365823,365824,0,0,100
452,365827,365828,0,0,100,365829,365830,0,0,100,365831,365832,365833,0,100
453,365854,365855,365856,365857,30,365858,365859,365860,365861,25,365862,365863,365864,0,40
454,365871,365872,365873,0,30,365874,365875,0,0,25,365876,0,0,0,40
455,365996,560685,560686,560687,100,365997,560689,560690,560691,100,365998,365999,366000,366001,70
456,366002,562489,562490,562491,100,366003,366004,366005,366006,100,366017,366018,366019,366020,100
457,365994,366022,366023,366024,100,366027,366028,366029,0,100,366130,366131,366135,0,100
458,366039,366040,366041,366042,50,366043,366044,366045,366046,60,366047,366048,366049,366050,70
459,366054,366055,366056,366057,40,366058,366059,366060,366061,50,366062,366063,366064,366065,60
460,366066,366067,366068,366069,40,366070,366071,366072,366073,50,366074,366075,366076,366077,60
461,366078,366079,366080,366081,40,366082,366083,366084,366085,50,366086,366087,366088,366089,60
462,366096,366097,366098,366099,50,366100,366101,366102,366103,50,366104,366105,366106,366107,60
463,366118,366119,366120,366121,40,366122,366123,366124,366125,50,366126,366127,366128,366129,60
464,366132,366133,366134,366137,40,366138,366139,366140,366141,50,366142,366143,366144,366145,60
465,366156,366157,366158,366159,40,366160,366161,366162,366163,50,366164,366165,366166,366167,60
468,367072,367073,367074,367075,100,367076,367077,0,0,100,367078,367079,367080,0,100
469,367083,367084,0,0,100,0,0,0,0,100,0,0,0,0,100
470,368838,0,0,0,100,368842,0,0,0,100,368839,0,0,0,100
471,368927,368928,368929,368930,40,368931,368932,368933,368934,40,368935,368936,368937,368938,50
472,369544,369545,369546,0,65,369547,369548,0,0,45,0,0,0,0,100
473,369553,369554,369555,0,80,369556,369557,0,0,50,0,0,0,0,100
474,369558,369559,369560,0,75,369561,369562,0,0,50,0,0,0,0,100
475,369564,369565,369566,0,65,369567,369568,0,0,50,0,0,0,0,100
476,369570,0,0,0,100,0,0,0,0,50,0,0,0,0,100
477,369571,369572,0,0,65,369573,0,0,0,45,0,0,0,0,100
478,369604,369605,369606,0,70,369607,0,0,0,50,0,0,0,0,100
479,369608,369609,0,0,100,369610,0,0,0,100,0,0,0,0,100
480,369612,369616,0,0,100,369613,0,0,0,100,0,0,0,0,100
481,369617,369618,369619,369620,100,369621,369622,369623,369628,100,369624,369625,369626,369749,60
482,369665,369666,369672,369673,60,369667,369668,369679,369683,60,369669,369670,369681,369682,40
484,369719,369720,369721,369722,100,369723,369724,369725,369726,100,369727,369728,369729,369747,60
485,369754,369755,369756,369771,60,370075,370080,370081,0,60,370085,370086,370091,370094,40
486,369909,369914,369916,369915,30,369917,369919,369921,0,30,369923,369924,369925,369926,30
487,369939,369940,369941,369942,30,369943,369944,369945,0,40,369946,369947,369948,369949,45
488,370139,370140,370141,370142,100,370143,370144,0,0,35,0,0,0,0,100
489,370416,370417,370418,370419,95,370420,370421,370422,370423,95,370424,370425,370426,370427,95
490,370684,370692,370693,370694,50,370696,370702,370703,370704,30,370705,370707,370726,0,100
491,370750,0,0,0,100,370751,0,0,0,100,370752,0,0,0,100
492,370754,0,0,0,100,370757,0,0,0,100,0,0,0,0,100
493,371599,371600,371601,371602,100,371603,371604,371605,371606,100,371607,371608,371609,371610,100
494,371719,371720,371721,371722,60,371723,371724,371725,371726,60,371727,371728,371729,371730,60
495,372026,372028,372029,372031,100,372045,372046,372047,372077,100,372049,372050,0,0,100
496,372059,372060,372063,372070,100,372075,372076,0,0,100,372064,372065,372071,0,100
497,372167,372168,372169,372170,5,372171,372172,0,0,50,0,0,0,0,100
498,372285,372286,0,0,100,372287,372288,0,0,100,372289,372290,0,0,100
499,372297,372298,372299,372300,40,372301,372302,372303,372304,50,372305,372306,372307,372906,60
500,374439,374440,374441,0,100,374442,374443,374444,0,100,374445,374446,444026,0,100
501,375186,375187,375188,375189,100,0,0,0,0,50,375190,375191,375192,375193,75
502,375208,0,0,0,100,375209,0,0,0,100,375210,0,0,0,100
503,375526,375532,375533,375534,60,375543,375544,375545,375546,60,375527,375535,375551,0,60
504,375679,375680,375681,375682,75,375683,375684,0,0,50,375685,375686,0,0,50
505,378587,0,0,0,100,378588,0,0,0,100,378590,0,0,0,100
519,381709,381715,381716,381717,60,381710,381713,381714,381718,60,381711,381712,381719,381720,60
520,381721,381722,381723,381724,100,381725,381726,381727,381728,100,381729,381730,381731,381732,100
521,381829,381830,0,0,100,381831,381832,0,0,100,381833,381834,0,0,100
526,382789,382790,382791,382792,50,382793,382794,382795,382796,50,382797,382798,382799,382800,60
530,384940,384941,384942,384943,40,384944,384945,384946,384947,50,384948,384949,384950,384951,60
532,385664,385665,385666,0,100,385667,0,0,0,100,385668,385669,0,0,100
537,388043,388044,388045,0,100,388046,388047,388048,0,100,388049,388050,388051,0,100
538,388761,388762,388763,388764,65,388765,388766,388767,388768,50,388769,388770,388771,388772,85
539,388781,388782,388783,388784,65,388785,388786,388787,388788,50,388789,388790,388791,388792,85
540,388803,388804,388805,388806,65,388807,388808,388809,0,50,388810,388811,388812,388813,85
541,388816,0,0,0,100,388817,388818,388819,388820,50,388821,0,0,0,100
542,388834,388835,388836,388837,65,388838,388839,388840,0,50,388841,0,0,0,100
543,388883,388884,388885,0,65,388886,0,0,0,50,0,0,0,0,100
544,389628,389629,389630,389631,100,389632,389633,389634,0,100,0,0,0,0,100
545,389635,389636,389637,389638,100,389639,389640,389641,0,100,0,0,0,0,100
546,389668,389669,389670,389671,100,389672,389673,389674,0,100,0,0,0,0,100
547,389696,389697,389698,389699,100,389700,389701,389702,0,100,0,0,0,0,100
549,392188,392189,392190,0,25,392191,392192,392399,0,40,392400,392401,0,0,60
550,392411,392412,0,0,100,392413,0,0,0,100,392414,0,0,0,100
551,392415,392416,0,0,100,392417,0,0,0,100,392418,0,0,0,100
552,392421,392422,392423,0,75,392424,0,0,0,75,392425,0,0,0,75
553,392427,392428,392429,0,75,392430,392432,0,0,75,392431,0,0,0,75
554,392433,392434,392435,0,75,392436,392437,0,0,75,392438,0,0,0,50
555,392439,392440,392441,0,75,392442,392443,392444,0,100,392445,0,0,0,100
556,392448,392449,392450,0,75,392451,392452,392453,0,100,392454,0,0,0,100
557,392455,392456,392457,0,75,392458,392459,392460,0,100,392461,0,0,0,100
558,392982,393045,393046,393047,65,393069,393070,393071,393072,65,0,0,0,0,100
559,392986,392987,392988,392989,65,393121,393122,393123,393124,65,0,0,0,0,100
564,393085,393086,393087,393088,65,393089,393090,393091,393092,65,0,0,0,0,100
569,393149,393150,393151,393152,65,393153,393154,393155,393156,65,0,0,0,0,100
570,394067,394068,394069,394070,50,394071,394072,394073,394074,60,394075,394076,394077,394078,70
571,394082,394083,394084,394085,50,394086,394087,394088,394089,60,394090,394091,394092,394093,70
572,394280,394281,394282,0,100,394299,394300,394301,0,100,394307,394308,394309,394310,60
573,394289,394290,394291,0,100,394302,394303,394304,0,100,394315,394314,394312,394311,60
575,395047,395048,395049,395050,100,395051,395052,395053,395054,100,395055,395056,395057,395058,100
579,0,0,0,0,100,399797,399798,0,0,100,399804,399805,0,0,50
580,399817,399818,0,0,100,399819,399820,399821,0,100,399822,399823,0,0,50
581,399827,399828,0,0,100,399829,399830,0,0,100,399831,399832,0,0,50
582,401072,401076,401078,475973,70,475975,475991,476006,0,60,476019,0,0,0,50
583,401719,0,0,0,100,401727,0,0,0,100,401743,401750,401751,401752,100
595,402458,402459,402460,402461,50,402462,402463,402464,402465,50,402466,402467,402468,402469,50
597,402493,402494,402495,402496,50,402497,402498,402499,402500,60,402501,402502,402503,402504,70
598,404030,404031,404032,404033,60,404034,404035,404036,404037,60,404038,404039,0,0,50
599,404230,404231,404232,404233,100,404234,404235,404236,404237,60,404238,404239,0,0,50
600,405584,431521,0,0,100,431456,431517,431522,431457,100,431518,431519,0,0,100
601,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
602,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
603,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
604,405948,405949,405950,405951,100,405952,405953,405954,405955,100,405956,405957,405958,405959,100
609,406273,406274,406275,406276,60,406277,406278,406279,406280,60,406281,406282,0,0,50
623,406660,406661,406662,406663,65,406664,406665,406666,406667,65,0,0,0,0,100
624,406884,406885,406886,406887,30,406888,406889,406890,406891,40,406892,406893,406894,406895,50
625,406896,406897,406898,406899,30,406900,406901,406902,406903,40,406904,406905,406906,406907,50
626,407013,407014,407015,407016,80,407021,407022,407023,0,60,407017,407018,0,0,100
627,407039,407040,407041,407042,60,407043,407044,407045,0,60,407046,407047,0,0,100
628,407063,407064,407065,407066,100,407067,407068,407069,0,60,407070,407071,0,0,100
629,407120,407121,407122,407123,60,407124,407125,407126,0,60,407127,407128,0,0,100
636,408002,0,0,0,100,408003,0,0,0,100,408004,0,0,0,100
637,408005,0,0,0,100,408007,0,0,0,100,408008,0,0,0,100
641,408866,408867,408868,408869,100,408870,408871,408872,408873,100,408874,408875,408876,408877,100
648,409417,409418,409419,409420,60,409421,409422,409423,409424,60,409425,409426,409427,409428,60
649,409430,409431,409432,409433,65,409434,409435,409436,409437,50,409438,409439,409440,409441,85
651,409910,0,0,0,100,409911,0,0,0,100,409912,0,0,0,100
652,411249,411250,411251,0,50,411254,411255,411256,0,75,411257,411258,0,0,100
653,411273,411274,411275,411276,60,411277,411278,411279,0,60,411280,411281,411282,411283,100
654,411284,411285,411286,411287,40,411288,411289,411290,411291,50,411292,411293,411294,411295,60
655,411302,0,0,0,100,411303,0,0,0,100,411362,0,0,0,100
659,411887,411888,411889,411890,75,411891,411892,411893,411837,75,411894,411895,411896,411897,75
660,412369,412370,412371,412372,30,412373,412374,412375,412376,40,412377,412378,412379,412380,50
661,412381,412382,412383,412384,30,412385,412386,412387,412388,40,412389,412390,412391,412392,50
662,412404,412405,412406,412407,30,412408,412409,412410,412411,40,412412,412413,412414,412415,50
663,412418,412419,412420,412421,30,412422,412423,412424,412425,40,412426,412427,412428,412429,50
668,413587,0,0,0,100,413596,0,0,0,100,0,0,0,0,100
669,413589,0,0,0,100,413613,0,0,0,100,0,0,0,0,100
670,413593,0,0,0,100,413608,0,0,0,100,0,0,0,0,100
671,413592,0,0,0,100,413633,0,0,0,100,0,0,0,0,100
672,413973,413974,413975,413976,100,413977,413978,413979,413980,100,413981,413982,413983,0,40
675,415315,415316,415317,0,25,415318,415319,0,0,25,415320,415321,0,0,75
676,415352,415353,415354,0,65,415355,415356,0,0,55,415357,415358,415359,0,100
677,415366,415367,415368,0,75,0,0,0,0,100,415369,0,0,0,25
678,415531,415532,415533,0,100,415534,415535,0,0,100,415536,415537,415538,0,100
679,416074,416075,416078,0,100,416076,416077,0,0,100,416079,416080,0,0,100
680,416102,416103,416104,0,100,416105,416106,416107,0,100,416243,416244,0,0,100
681,416613,416614,416615,416616,65,416622,416623,416624,416625,65,417315,417316,417317,417318,60
685,417920,417921,417922,417923,65,417924,417925,417926,417927,60,417928,417929,417930,417931,70
686,417941,417942,417943,417944,65,417945,417946,417947,417948,60,417949,417950,417951,417952,70
690,419353,419354,419355,0,40,419356,419357,419358,0,40,419359,419360,419361,0,40
691,419365,419366,419367,419368,40,419369,419370,419371,419372,50,419373,419374,419375,419376,60
692,420646,420647,420648,420649,100,420650,420651,420652,420653,75,420654,420655,420656,420658,75
693,421096,421104,421105,421106,35,421107,421108,421109,0,40,421110,421111,421126,0,65
694,422724,422725,422726,422727,50,422728,422729,422730,0,60,422731,0,0,0,100
695,423205,423206,423207,484293,50,423208,423209,423210,484294,50,423211,423212,423213,485034,50
696,423223,0,0,0,100,423224,0,0,0,100,423225,0,0,0,100
697,424539,424540,424541,424542,90,424543,424544,424545,424546,60,0,0,0,0,0
698,424551,424552,424553,424554,90,424555,424556,424557,424558,60,0,0,0,0,0
699,425019,425020,425021,425022,85,425023,425024,425025,425026,40,0,0,0,0,0
700,0,0,0,0,100,425191,425192,425193,0,75,425216,425217,425220,0,100
701,0,0,0,0,100,425224,425225,425226,0,75,425227,425228,425229,0,100
702,425262,425263,0,0,100,425243,425244,425245,425299,75,425246,425247,425248,0,80
703,426151,426152,0,0,30,426153,426154,0,0,30,0,0,0,0,100
704,427185,427186,427187,0,90,427188,427189,427190,427191,90,427192,427195,0,0,100
706,429692,429693,429694,0,50,429695,429696,429697,0,100,429698,429699,429700,0,50
707,429869,429870,429871,0,50,429872,429873,0,0,35,429874,429875,429876,0,100
708,430062,0,0,0,0,430063,430066,430067,430068,100,430064,430069,430070,430071,100
709,0,0,0,0,0,430072,430073,430074,430075,100,430076,430077,430078,430079,100
710,0,0,0,0,0,430080,430081,430082,430083,100,430084,430085,430086,430087,100
711,430331,430332,430333,430334,90,430335,430336,430337,430338,90,430339,430340,430341,430342,90
712,430373,430374,430383,0,75,430375,430384,0,0,75,430376,430385,430386,430387,75
713,430397,430398,430399,430400,70,430401,430402,430403,430404,70,430405,430406,430407,430408,70
714,430411,430412,430413,430414,80,430415,430416,430417,430418,80,430419,430420,430421,430422,80
715,430851,430852,430855,444114,40,430853,430857,430864,444115,50,430854,430863,444116,444117,60
716,431004,445756,445757,445758,40,430897,445759,445760,445761,50,445762,445763,445764,445765,60
717,430971,445767,445768,445769,40,445770,445771,445772,445773,50,445774,445775,445776,445777,60
718,430980,445779,445780,445781,40,445782,445783,445784,445785,50,445786,445787,445788,445789,60
719,431003,445793,445794,445795,40,445796,445797,445798,445799,50,445800,445801,445802,445803,60
720,431011,0,0,0,100,445804,0,0,0,100,445805,0,0,0,100
721,431097,431098,431099,431101,40,431126,431127,431128,431129,50,431130,431131,431132,431133,60
722,432137,432138,432139,432140,100,432141,432142,432143,432148,100,432149,432150,432151,432152,100
723,435415,0,0,0,100,435416,0,0,0,100,0,0,0,0,100
724,435417,0,0,0,100,435418,0,0,0,100,0,0,0,0,100
725,435419,0,0,0,100,435420,0,0,0,100,0,0,0,0,100
726,435422,0,0,0,100,435423,0,0,0,100,0,0,0,0,100
727,435424,0,0,0,100,435425,0,0,0,100,0,0,0,0,100
728,435426,0,0,0,100,435427,0,0,0,100,0,0,0,0,100
729,435428,0,0,0,100,435429,0,0,0,100,0,0,0,0,100
730,435430,0,0,0,100,435431,0,0,0,100,0,0,0,0,100
731,435434,0,0,0,100,435435,0,0,0,100,0,0,0,0,100
732,435436,0,0,0,100,0,0,0,0,100,0,0,0,0,100
734,438369,438370,438371,0,100,438372,438373,0,0,33,0,0,0,0,100
735,438374,0,0,0,100,0,0,0,0,33,0,0,0,0,100
736,441405,441406,0,0,0,441334,562505,562506,562507,100,441335,562508,562509,562510,100
737,441396,441397,441398,441399,100,441340,441400,441401,441402,100,441341,560682,560683,560684,70
738,443621,0,0,0,100,0,0,0,0,100,443622,0,0,0,100
739,443647,443648,443649,0,100,443650,443651,443652,0,100,443653,443654,444009,0,100
740,444076,444077,444081,0,65,0,0,0,0,100,444078,0,0,0,75
741,444082,444083,444084,0,65,0,0,0,0,100,444085,0,0,0,75
742,444147,444148,444149,444150,40,444151,444152,444153,444154,50,444155,444156,444157,444158,60
743,560349,560350,560351,560352,100,560353,560354,560355,560356,100,560357,560358,560359,560360,70
744,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
745,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
746,567061,567062,567063,567064,100,567065,567066,567067,567068,100,567069,567070,567071,567072,100
747,558198,558199,562823,562824,100,558200,558201,558202,558203,100,558204,558205,558206,558207,100
748,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
749,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
750,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
751,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
752,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
753,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
754,0,0,0,0,100,0,0,0,0,100,0,0,0,0,100
755,445108,445109,445110,445111,100,445114,445115,445116,445117,100,445122,445134,445137,0,100
756,445906,445907,445908,445909,40,445910,445911,445912,445913,50,445914,445915,445916,445917,60
757,445892,445893,445894,445895,40,445896,445897,445898,445899,50,445900,445901,445902,445903,60
758,445876,445877,445878,445879,40,445880,445881,445882,445883,50,445884,445885,445886,445887,60
759,445858,445859,445860,445861,40,445862,445863,445864,445865,50,445866,445867,445868,445869,60
760,446491,446492,446493,446494,75,446495,446496,446497,446498,100,446499,446500,446501,446502,100
761,446504,446505,446506,446507,75,446508,446509,446510,446511,100,446512,446513,446514,446515,100
762,446938,446939,0,0,100,446940,446941,0,0,100,446942,446943,0,0,100
763,447539,447540,447541,447542,40,447543,447544,447545,447546,50,447547,447548,447549,447550,60
764,448258,448260,448261,0,50,0,0,0,0,100,0,0,0,0,100
765,448262,0,0,0,50,448263,0,0,0,100,0,0,0,0,100
766,448529,448530,448532,448537,100,448531,448533,448534,448705,100,448538,448539,448540,448706,100
767,448542,448543,448544,448545,100,448546,448547,448703,0,100,0,0,0,0,0
768,448553,448554,448555,448559,100,448563,0,0,0,100,448556,448557,448562,0,100
769,448770,448777,448778,448779,20,448780,448781,448782,448783,20,448785,448786,448787,448788,100
770,448789,448790,448791,448792,20,448793,448794,448795,448796,20,448797,448798,448799,448800,100
771,448829,448830,448831,448832,20,448833,448834,448835,448836,20,448837,448838,448839,448840,100
772,449324,449325,449326,449327,70,0,0,0,0,100,0,0,0,0,100
773,449490,449491,449492,449493,60,449494,449495,449496,449497,100,449498,449499,449500,449501,100
774,450035,450036,450037,450038,100,450039,450040,450041,450042,100,450043,450044,450045,450046,100
775,450391,450392,450393,450394,50,450395,450396,450397,450398,60,450399,450400,450401,0,100
776,450404,450405,0,0,50,450406,0,0,0,60,450407,0,0,0,100
777,451133,451134,451135,451136,25,451137,451138,451139,451140,40,451141,451142,451143,451144,100
779,451159,451160,451161,451168,25,451162,451163,451164,451170,40,451165,451166,451171,0,100
780,0,0,0,0,100,451280,451281,451282,451283,100,0,0,0,0,100
781,451336,451337,451338,451339,100,451340,451341,451342,451343,100,0,0,0,0,100
782,451390,451419,451420,0,100,451421,451422,451423,0,100,451424,451425,451426,0,100
783,451910,0,0,0,100,451896,0,0,0,100,0,0,0,0,100
784,451911,0,0,0,100,451897,0,0,0,100,0,0,0,0,100
785,451912,0,0,0,100,451898,0,0,0,100,0,0,0,0,100
786,452324,452325,452326,452327,40,452328,452329,452330,452331,50,452332,452333,452334,452335,60
787,452511,452512,452513,0,100,0,0,0,0,100,452514,452515,452516,0,100
788,453429,453430,453431,453432,60,0,0,0,0,100,0,0,0,0,100
789,0,0,0,0,100,452928,452929,452930,452931,100,0,0,0,0,100
790,452936,0,0,0,100,0,0,0,0,100,0,0,0,0,100
791,452937,0,0,0,100,0,0,0,0,100,0,0,0,0,100
792,452938,0,0,0,100,0,0,0,0,100,0,0,0,0,100
793,453443,453444,453445,0,60,0,0,0,0,100,0,0,0,0,100
