"ID","tutorialId","page","tutorialLayoutId","localizedTextIdTitle","localizedTextIdBody00","localizedTextIdBody01","localizedTextIdBody02","sprite00","sprite01","sprite02","soundEventId"
387,318,0,3,662226,662227,0,0,"ClientSprites:Icon_TutorialMedium_UI_ProtogamesAcademy_InterruptArmor","","",0
388,318,1,3,662228,662229,0,0,"ClientSprites:Icon_TutorialMedium_ui_tutorial_large_moo","","",0
389,327,0,3,662232,662233,678700,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_BoB_Battery_1","","",0
390,328,0,3,662235,662236,662241,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_BoB_Battery_1","","",0
391,319,0,1,662237,662238,0,0,"ClientSprites:Icon_TutorialSmall_UI_ProtogamesAcademy_Knockdown","","",0
392,320,0,1,662239,662240,0,0,"ClientSprites:Icon_TutorialSmall_UI_ProtogamesAcademy_Tether","","",0
393,321,0,1,662242,662243,0,0,"ClientSprites:Icon_TutorialSmall_UI_ProtogamesAcademy_Subdue","","",0
394,328,1,3,662244,662245,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_BoB_Power_Up_1","","",0
395,325,0,3,662247,662248,0,0,"ClientSprites:Icon_TutorialMedium_UI_ProtogamesAcademy_PlayerRoles","","",0
396,326,0,3,662250,662251,672238,0,"ClientSprites:Icon_TutorialMedium_UI_ProtogamesAcademy_ExitingPage1","","",0
398,246,0,1,672050,672051,0,0,"ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Vehicle_4","","",0
399,326,1,3,672407,672408,0,0,"ClientSprites:Icon_TutorialMedium_UI_ProtogamesAcademy_ExitingPage2","","",0
400,332,0,3,672458,672459,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_NorthernWilds_Exile_T1","","",0
401,331,0,3,672460,672461,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_EverstarGrove_Exile_T1","","",0
402,329,0,3,672462,672463,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_CrimsonIsle_Dom_T2_2","","",0
403,330,0,3,672464,672465,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_LevianBay_Dom_T2_2","","",0
404,334,0,3,672601,672602,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Med_Guard_Directions_1","","",0
405,335,0,3,672615,672616,672617,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Med_Mount_Rental_2","","",0
406,333,0,3,672618,672619,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Med_Taxi_1","","",0
408,333,1,3,672658,672659,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Med_Taxi_2","","",0
409,334,1,3,672660,672661,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Med_Guard_Directions_3","","",0
410,337,0,5,677089,677090,734844,735175,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_runecrafting_0_small","ClientSprites:Icon_TutorialSmall_UI_Tutorial_runecrafting_1_small",0
411,327,1,3,678701,678702,678703,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_BoB_Power_Up_1","","",0
412,338,0,3,681907,681908,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_Contract","","",0
415,172,0,5,689576,0,689577,689578,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Innate_Medic_1","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Innate_Medic_2",0
416,345,0,5,689580,0,689581,689582,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Innate_Warrior_1","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Innate_Warrior_2",0
417,349,0,5,689583,0,689584,689585,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Innate_Spellslinger_1","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Innate_Spellslinger_2",0
418,347,0,5,689586,0,689587,689588,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Innate_Engineer_1","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Innate_Engineer_2",0
419,346,0,5,689589,0,689590,689591,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Innate_Esper_1","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Innate_Esper_2",0
420,348,0,5,689592,0,689593,689594,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Innate_Stalker_1","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Innate_Stalker_2",0
422,360,0,1,694709,694710,0,0,"ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Quest_Bang","","",0
424,363,0,5,698916,698917,708748,708749,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_LAS_1","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_LAS_2",0
425,183,0,3,700083,700084,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_Shields","","",0
426,362,0,3,700454,700455,0,0,"ClientSprites:Icon_TutorialMedium_ui_tutorial_large_account_inventory_00","","",0
428,362,1,5,700458,0,700459,700460,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Salvaging_Pg_1_1","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Salvaging_Pg_1_2",0
429,362,2,3,700461,700462,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Large_Nesting_Bag","","",0
430,102,1,5,710788,0,710789,710790,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Combat_AbilityBuilder_2","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Combat_AbilityBuilder",0
431,367,0,3,712139,712140,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_Housing_Community_1","","",0
432,365,0,5,712157,712158,712163,718169,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Healing_1","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Healing_2",0
433,366,0,5,712164,712165,712166,718170,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Tanking_1","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Tanking_2",0
434,351,0,3,718180,718181,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_Discoveries","","",0
435,367,1,3,718240,718241,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_Housing_Community_2","","",0
438,367,2,3,718252,718253,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_Housing_Community_3","","",0
440,368,0,3,718310,719666,718311,718312,"ClientSprites:Icon_TutorialMedium_ui_tutorial_large_imbuements","","",0
441,360,1,1,718890,718891,0,0,"ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Quest_Bang_Accepted","","",0
442,370,0,1,718893,718894,0,0,"ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Quest_Complete","","",0
443,371,0,1,719058,719059,0,0,"ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Quest_TalkTo","","",0
444,73,1,3,719504,719505,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_Friendly_Telegraph","","",0
445,375,0,5,722315,0,722316,722317,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_runes_0_small","ClientSprites:Icon_TutorialSmall_UI_Tutorial_runes_1_small",0
446,343,0,1,727253,727254,0,0,"ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Bags","","",0
447,23,4,5,728007,0,728008,728009,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Crafting_Page_4A","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Crafting_Page_4B",0
448,23,0,5,728010,0,728011,728012,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Crafting_Page_0A","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Crafting_Page_0B",0
450,23,5,3,729058,729059,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Large_Crafting_Page_5","","",0
451,23,3,3,729060,729061,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Large_Crafting_Page_3","","",0
452,383,0,3,731532,731535,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Large_Content_Finder","","",0
453,384,0,3,732445,732446,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_ArcterraZone_Synopsis","","",68975
454,337,1,3,734845,734846,734847,735176,"ClientSprites:Icon_TutorialMedium_ui_tutorial_large_runes","","",0
455,388,0,5,739562,739518,739519,739520,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Runesets","ClientSprites:Icon_TutorialSmall_UI_Tutorial_runecrafting_3_small",0
456,389,0,5,739620,0,739621,739622,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Combat_Arcterra_01","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Combat_Arcterra_02",0
458,389,1,5,739629,739630,739631,739632,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Combat_Arcterra_03","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Combat_Arcterra_04",0
459,390,0,3,739681,739682,0,0,"ClientSprites:Icon_TutorialMedium_ui_tutorial_large_moo","","",0
460,394,0,3,741632,741645,0,0,"ClientSprites:Icon_TutorialMedium_ui_tutorial_large_imprints_1","","",0
461,394,1,3,741644,741646,0,0,"ClientSprites:Icon_TutorialMedium_ui_tutorial_large_imprints_2","","",0
462,395,0,3,744636,744672,744637,744638,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Madam_Fay_Large_1","","",0
463,395,1,5,744669,0,744670,744671,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Madam_Fay_Small_1","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Madam_Fay_Small_2",0
464,396,0,5,745671,745899,745897,745730,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Store_1","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Store_2",0
465,396,1,5,745889,0,745895,745890,"","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Store_3","ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Store_4",0
466,399,0,1,753531,753532,754631,0,"ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Camera","","",0
467,400,0,3,753533,753534,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_Combat_DoubleJump","","",0
468,401,0,3,753548,753549,0,0,"ClientSprites:Icon_TutorialMedium_ui_tutorial_large_moo","","",0
469,402,1,3,753605,753606,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_Guide_Arrow","","",0
470,398,0,3,753658,753659,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_PvP_Bonuses","","",0
471,403,0,3,753890,753891,753894,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_Housing_Plug_Benefits_1","","",0
472,403,1,1,753892,753893,753895,0,"ClientSprites:Icon_TutorialSmall_UI_Tutorial_Small_Store_2","","",0
473,404,0,3,755048,755252,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_PvP_Quests2","","",0
474,241,1,3,755533,755534,0,0,"ClientSprites:Icon_TutorialMedium_UI_Social_Housing_008","","",0
475,407,0,3,756884,756885,0,0,"ClientSprites:Icon_TutorialMedium_UI_Tutorial_Medium_HalonRing_Shared_T1","","",0
