"ID","description","creatureActionSetId","state","event","orderIndex","delayMS","action","actionData00","actionData01","visualEffectId","prerequisiteId"
1769,"Burrow_Dig_2mR_DRT.m3 (Base) [Inf] (PE185 Tinted)",822,0,0,0,0,0,0,0,14259,0
1770,"on create",823,0,0,0,0,0,0,0,14255,0
1771,"Melee Action",824,0,0,1,5000,1,1,1,14698,0
1775,"Loop Infinite Attack Metal",825,0,0,0,0,0,0,0,13842,0
1776,"Q6301 - Everstar Grove - Swirling_pedals_grn",826,0,0,0,0,0,0,0,14750,0
1777,"Road Flare on its Side",827,0,0,0,0,0,0,0,14773,0
1778,"Everstar Grove - Scorched Tree - Fire FX1",828,0,0,0,0,0,0,0,14706,0
1779,"Everstar Grove - Scorched Tree - Fire FX2",828,0,0,0,0,0,0,0,14753,0
1780,"Everstar Grove - Scorched Tree - Fire FX3",828,0,0,0,0,0,0,0,14754,0
1781,"Everstar Grove - Scorched Tree - Fire FX4",828,0,0,0,0,0,0,0,14755,0
1783,"Buff_ElementalLife_GRN",829,0,0,0,0,0,0,0,17065,0
1784,"Chat Bubble",830,2,6,0,0,0,0,0,12615,0
1785,"Q6301 - Everstar Grove - Swirling_pedals_grn",831,0,0,0,0,0,0,0,14775,0
1786,"Q6281 Cauldron Red",832,0,0,0,0,0,0,0,14268,0
1787,"Laveka Ritual Effect",833,0,0,0,0,0,0,0,639,0
1788,"Aura",832,0,0,0,0,0,0,0,639,0
1789,"Bugs_InfectedParasite_BLK (Base) [Infinite]",834,2,6,0,0,0,0,0,12310,0
1790,"Casting",833,0,0,0,0,0,0,0,14779,0
1791,"",835,0,0,0,0,0,0,0,10806,0
1792,"toxic residue",836,0,0,0,0,0,0,0,14786,0
1793,"toxic fumes",836,0,0,0,0,0,0,0,14788,0
1794,"toxic scent",836,0,0,0,0,0,0,0,14789,0
1796,"Aura_Light_BLU - Particle (BASE) (Infinite)",838,0,0,0,0,0,0,0,14804,0
1803,"Everstar Grove - Bee Swarm - M1527",842,0,0,0,0,0,0,0,14820,0
1804,"Skug Queen Unburrow Birth",843,0,0,0,0,0,0,0,14821,0
1806,"Halon Ring - Jelibolli - Glow",844,0,0,0,0,0,0,0,14825,0
1807,"explosion",845,0,1,0,0,0,0,0,14837,0
1811,"Q5604 - Burn effect",847,0,0,0,0,0,0,0,14853,0
1812,"Buzzbing Pollen Left",848,0,0,0,0,0,0,0,14854,0
1813,"Buzzbing Pollen Right",848,0,0,0,0,0,0,0,14855,0
1814,"",849,0,0,0,0,0,0,0,14856,0
1815,"Everstar Dawngrazer - Dots 5s",850,0,0,0,0,0,0,0,14860,0
1816,"Q5596 - Corpse Effects ",851,0,0,0,0,0,0,0,14896,0
1817,"Electrical Surge",852,0,0,0,0,0,0,0,6443,10754
1818,"Fire_Cylinder_OGE_9 Inf FX02",852,0,0,0,0,0,0,0,14902,10754
1819,"Fire_Cylinder_OGE_9 Inf FX03",852,0,0,0,0,0,0,0,14903,10754
1820,"Smoke FX",852,0,0,0,0,0,0,0,9426,10754
1821,"Plague_Effect",853,0,0,0,0,0,0,0,12726,0
1822,"Plague_Effect",853,0,0,0,0,0,0,0,13767,0
1832,"3D_Butterfly_Esper_01_YLW.m3 (Base) [Infinite]",855,2,6,0,0,0,0,0,14406,0
1835,"On Birth Gases",857,0,0,0,0,0,0,0,14918,0
1836,"On combat",858,1,2,0,0,0,0,0,14927,0
1840,"Flax Explosion",860,0,1,0,0,0,0,0,14921,0
1842,"On death",857,0,1,1,0,0,0,0,14918,0
1843,"On aware",857,0,4,0,0,0,0,0,14918,0
1844,"On combat",857,1,2,0,0,0,0,0,14918,0
1845,"On Birth Gases",858,0,0,0,0,0,0,0,14927,0
1846,"death",858,1,1,1,0,0,0,0,0,0
1847,"aware",858,0,4,0,0,0,0,0,0,0
1849,"Datachron Head",862,0,0,0,0,0,0,0,14936,0
1850,"Blood Decal 01",863,0,0,1,500,1,3,3,14942,0
1852,"Random Blood Decal",863,0,1,0,0,2,1,2,8500,0
1853,"Blood Decal 02",863,0,0,2,500,1,3,3,14943,0
1854,"Swipe - OnBirth",864,0,0,0,0,0,0,0,14944,0
1855,"Swipe - OnUnaware",864,0,5,0,0,0,0,0,14944,0
1856,"Swipe - OnExitCombat",864,0,3,0,0,0,0,0,14944,0
1859,"Emberwood Fire - Celestion - Tract 1",866,0,0,0,0,0,0,0,14951,0
1860,"Emberwood Fire - Celestion - Tract 1",866,1,0,0,0,0,0,0,14951,0
1861,"Emberwood Fire - Celestion - Tract 1",866,1,2,0,0,0,0,0,14951,0
1862,"Emberwood Fire - Celestion - Tract 1",866,0,4,0,0,0,0,0,14951,0
1863,"Emberwood Fire - Celestion - Tract 1",866,0,5,0,0,0,0,0,14951,0
1864,"OnBirth - Water Shield",867,0,0,0,0,0,0,0,14947,0
1865,"OnBirth - Cast Start",867,0,0,0,0,0,0,0,14949,0
1866,"OnBirth - Cast Start",867,0,0,0,0,0,0,0,14961,0
1867,"OnBirth - Shout",867,0,0,0,0,0,0,0,14962,0
1868,"OnBirth - Vanish SkinFX",867,0,0,0,0,0,0,0,14956,0
1869,"OnBirth - Vanish Ground Effect",867,0,0,0,0,0,0,0,14954,0
1870,"OnBirth - Vanish Particles",867,0,0,0,0,0,0,0,14952,0
1874,"OnBirth - Shout",868,0,0,0,0,0,0,0,14962,0
1875,"OnBirth - Vanish SkinFX",868,0,0,0,0,0,0,0,14956,0
1876,"OnBirth - Vanish Ground Effect",868,0,0,0,0,0,0,0,14954,0
1877,"OnBirth - Vanish Particles",868,0,0,0,0,0,0,0,14952,0
1878,"OnEnterCombat - Shout",868,1,2,0,0,0,0,0,14962,0
1879,"OnEnterCombat - Vanish SkinFX",868,1,2,0,0,0,0,0,14956,0
1880,"OnEnterCombat - Vanish Ground Effect",868,1,2,0,0,0,0,0,14954,0
1881,"OnEnterCombat - Vanish Particles",868,1,2,0,0,0,0,0,14952,0
1882,"OnBirth - Shout",868,1,0,0,0,0,0,0,14962,0
1883,"OnBirth - Vanish SkinFX",868,1,0,0,0,0,0,0,14956,0
1884,"OnBirth - Vanish Ground Effect",868,1,0,0,0,0,0,0,14954,0
1885,"OnBirth - Vanish Particles",868,1,0,0,0,0,0,0,14952,0
1886,"OnEnterCombat - Shout",868,0,2,0,0,0,0,0,14962,0
1887,"OnEnterCombat - Vanish SkinFX",868,0,2,0,0,0,0,0,14956,0
1888,"OnEnterCombat - Vanish Ground Effect",868,0,2,0,0,0,0,0,14954,0
1889,"OnEnterCombat - Vanish Particles",868,0,2,0,0,0,0,0,14952,0
1890,"Face_5points_GRN Infinite on birth",869,0,0,0,0,0,0,0,14284,0
1891,"sit - idle - any",871,0,6,0,0,0,0,0,4024,0
1893,"OnBirth",872,0,0,0,0,0,0,0,14979,0
1894,"OnExitCombat",872,0,3,0,0,0,0,0,14979,0
1895,"OnUnaware",872,0,5,0,0,0,0,0,14979,0
1896,"e395 - Hologram Effect - Datascape",873,0,0,0,0,0,0,0,14987,10835
1897,"e396 - Hologram Effect - Datascape",874,0,0,0,0,0,0,0,14987,10836
1898,"e397 - Hologram Effect - Datascape",875,0,0,0,0,0,0,0,14987,10837
1903,"rvaz - testing",877,0,0,0,0,0,0,0,10791,0
1939,"Drunk_01_YLW (Head) [Infinite] (Any)",885,2,6,0,0,0,0,0,10791,0
1944,"",886,0,0,0,0,0,0,0,10806,0
1945,"OnCreate",887,0,0,0,0,0,0,0,6679,0
1948,"Face_Dual_PPL (Name) [Infinite]",889,2,6,0,0,0,0,0,5667,0
1951,"Aura Light YLW Base Infinite",890,0,0,0,0,0,0,0,21748,0
1952,"Bubbles_Alien_GRN (Base) [Infinite] (OnBirth)",891,0,0,0,0,0,0,0,15055,0
1956,"sit state",892,0,0,0,0,0,0,0,4026,0
1962,"",895,0,0,0,0,0,0,0,5907,0
1963,"Q6485 Fire Loop Sound",896,0,0,0,0,0,0,0,8318,0
1964,"M-13 Blood Squish Audio",793,0,0,0,0,0,0,0,7002,0
1965,"",897,0,0,0,0,0,0,0,5918,0
1966,"Fire Flame",898,0,0,0,0,0,0,0,5995,0
1967,"Aura Light",898,0,0,0,0,0,0,0,15069,0
1968,"Moodie_Shout_2A",898,0,0,0,0,0,0,0,5990,0
1969,"Moodie_Shout_2B",898,0,0,0,0,0,0,0,12104,0
1970,"Moodie_Shout_2C",898,0,0,0,0,0,0,0,12105,0
1971,"",899,0,0,0,0,0,0,0,6272,0
1972,"Electric Buildup - Enter Combat",900,0,2,0,0,0,0,0,13419,0
1973,"Electric Buildup - Birth",900,0,0,0,0,0,0,0,13419,0
1974,"Glow",901,0,0,0,0,0,0,0,15108,0
1975,"Glow",901,0,0,0,0,0,0,0,15110,0
1976,"OnAware",902,0,4,0,0,0,0,0,15112,0
1977,"OnBirth",902,0,0,0,0,0,0,0,15112,0
1978,"OnEnterCombat",902,1,2,0,0,0,0,0,15112,0
1979,"OnExitCombat",902,0,3,0,0,0,0,0,15112,0
1980,"OnUnAware",902,0,5,0,0,0,0,0,15112,0
1982,"Lex Spawns In",904,0,0,0,0,0,0,0,5790,0
1983,"Electric Buildup - Aware",900,0,4,0,0,0,0,0,13419,0
1984,"OT_Ghost_WTE (Base) [Infinite] ANY",905,2,6,0,0,0,0,0,14218,0
1985,"OT_GhostField_BLU (Base) [Infinite] ANY",905,2,6,0,0,0,0,0,8939,0
1986,"Blood_Splatter_Decal_01 (Base) [Infinite]",906,0,0,0,0,0,0,0,15113,0
1987,"Steam FX",907,0,0,0,0,0,0,0,15131,0
1988,"Generic Ring_Radar_8m_RED [Infinite] (Small)",908,0,0,0,0,0,0,0,15146,0
1989,"[SETTLER T1] Buff_Attributes_OT_GRN",909,0,0,0,0,0,0,0,15152,0
1990,"[Birth Effect] AP_State0_State1 [2s]",909,0,0,0,0,0,0,0,15155,0
1991,"[SETTLER T2] Buff_Attributes_OT_GRN",910,0,0,0,0,0,0,0,15153,0
1992,"[Birth Effect] AP_State0_State1 [2s]",910,0,0,0,0,0,0,0,15155,0
1993,"[SETTLER T3] Buff_Attributes_OT_GRN",911,0,0,0,0,0,0,0,15153,0
1994,"[Birth Effect] AP_State0_State1 [2s]",911,0,0,0,0,0,0,0,15155,0
1995,"[SETTLER-T2] Green Power Spark (FX_Misc02)",910,0,0,0,0,0,0,0,15158,0
1996,"[SETTLER-T3] Green Power Spark (FX_Misc02)",911,0,0,0,0,0,0,0,15159,0
1997,"Exile Ark Ship Tutorial - Sparking Wire",912,0,0,0,0,0,0,0,15160,0
1998,"Exile Ark Ship Tutorial - Frozen",913,0,0,0,0,0,0,0,15164,0
1999,"Exile Ark Ship Tutorial - State Dead 2",913,0,0,0,0,0,0,0,7466,0
2000,"Exile Ark Ship Tutorial - Frozen",914,0,0,0,0,0,0,0,15164,0
2001,"Exile Ark Ship Tutorial - State Dead 2",914,0,0,0,0,0,0,0,7468,0
2002,"Add Visual Effect during first quest objective",915,0,0,0,0,0,0,0,14867,0
2005,"Sit",916,0,0,2,10000,5,8000,12000,15169,0
2007,"Vomit",916,0,0,1,5000,0,0,0,15167,0
2008,"Plague_Effect - OnBirth",917,2,0,0,0,0,0,0,15173,0
2009,"e388 - Avatus cast anim - Datascape",918,0,0,0,0,0,0,0,15119,0
2010,"Steam FX",919,0,0,0,0,0,0,0,15177,0
2011,"Fire Buff FX",920,0,0,0,0,0,0,0,15178,0
2012,"Fire Buff FX",921,0,0,0,0,0,0,0,15181,0
2013,"body green",922,0,0,0,0,0,0,0,14154,0
2014,"Sickness",922,0,0,1,0,0,0,0,252,0
2015,"Sickness",922,0,0,2,8000,0,0,0,252,0
2018,"Gib",924,0,0,0,0,0,0,0,15192,0
2019,"Gib",924,1,1,0,0,0,0,0,15192,0
2020,"Birth Hologram",925,2,6,0,0,0,0,0,14066,0
2022,"Smoke_Chimney (Base) [Infinite] (Smoke Sound)",926,0,0,0,0,0,0,0,15203,0
2029,"Fire Cylinder",919,0,0,0,0,0,0,0,6741,0
2030,"Knockdown",933,1,0,0,0,0,0,0,15208,0
2032,"seeing stars",933,1,0,0,0,0,0,0,14454,0
2037,"Bonfire FX",934,0,0,0,0,0,0,0,11072,0
2038,"Bush",924,0,4,0,0,0,0,0,15213,0
2039,"Bush",924,0,0,0,0,0,0,0,15213,0
2040,"engage trap animation (birth)",935,0,0,0,0,0,0,0,1699,0
2042,"Left Tank Turret",936,0,0,0,0,0,0,0,15010,0
2043,"Right Tank Turret",936,0,0,0,0,0,0,0,15011,0
2045,"Goal Flag Display - blue",938,0,0,0,0,0,0,0,15219,0
2046,"Left Tank Turret",936,1,2,1,0,0,0,0,15010,0
2047,"Right Tank Turret",936,1,2,1,0,0,0,0,15011,0
2048,"Left Tank Turret",936,0,3,2,0,0,0,0,15010,0
2049,"Right Tank Turret",936,0,3,2,0,0,0,0,15011,0
2052,"",939,0,0,0,0,0,0,0,15224,0
2053,"[SETTLER-T1] Loot Buff",940,0,0,0,0,0,0,0,0,0
2064,"Left Eye",941,2,0,0,0,0,0,0,15242,0
2065,"Right Eye",941,2,0,0,0,0,0,0,15243,0
2066,"Left Eye",941,2,2,0,0,0,0,0,15242,0
2067,"Right Eye",941,2,2,0,0,0,0,0,15243,0
2068,"Left Eye",941,2,3,0,0,0,0,0,15242,0
2069,"Right Eye",941,2,3,0,0,0,0,0,15243,0
2070,"Carry Animation",942,0,0,0,0,0,0,0,15235,0
2071,"Carrying Tank Visual",942,0,0,0,0,0,0,0,11218,0
2072,"Eldan Glow",943,0,0,0,0,0,0,0,15375,0
2073,"Abduction Beam Visual",944,0,0,0,0,0,0,0,15260,0
2074,"On birth - start burrowed",945,0,0,0,0,0,0,0,15262,0
2075,"Left Hand Fire FX",946,0,0,0,0,0,0,0,15263,0
2077,"Channel Anim",946,0,0,0,0,0,0,0,15261,0
2079,"Left Hand Fire FX",946,0,3,0,0,0,0,0,15263,22
2080,"Channel Anim",946,0,3,0,0,0,0,0,15261,22
2081,"Left Hand Fire FX",946,0,5,0,0,0,0,0,15263,22
2082,"Channel Anim",946,0,5,0,0,0,0,0,15261,22
2083,"Crystal Ore State",947,0,0,0,0,0,0,0,15268,0
2084,"Crystal Ore State 2",947,0,0,0,0,0,0,0,15269,0
2085,"Crystal Ore State 3",947,0,0,0,0,0,0,0,15273,0
2086,"Water fx_misc01",948,0,0,0,0,0,0,0,15272,0
2087,"Water fx_misc02",948,0,0,0,0,0,0,0,15275,0
2088,"Water fx_misc03",948,0,0,0,0,0,0,0,15276,0
2089,"Q6674 - Critter Smoke",949,0,0,0,0,0,0,0,15284,0
2090,"Birth - Gate Sigil",950,0,0,0,0,0,0,0,15267,0
2091,"Ruined Lifter State",951,0,0,0,0,0,0,0,15280,0
2093,"Generic - State_Posed [Infinite]",952,0,0,0,0,0,0,0,7402,0
2094,"Smoke",951,0,0,0,0,0,0,0,15285,0
2095,"Blood_Splatter_Decal_01 (Base) [Infinite]",952,0,0,0,0,0,0,0,0,0
2096,"Fire FX State",951,0,0,0,0,0,0,0,15297,0
2097,"Force Field Projector",953,0,0,0,0,0,0,0,15286,0
2098,"Birth - Landing",950,0,0,0,0,0,0,0,15293,0
2099,"Shattered Crystal",951,0,0,0,0,0,0,0,15296,0
2100,"Birth - Smokey Effect",954,0,0,0,0,0,0,0,15309,0
2108,"Death",956,0,1,0,0,0,0,0,9196,0
2109,"Birth",956,0,0,0,0,0,0,0,2178,0
2110,"Poison OT",957,0,0,0,0,0,0,0,15335,0
2111,"Fire Glyph State",959,0,0,0,0,0,0,0,15383,0
2112,"Celestion - Tract 1 - Smoke Hazard",958,0,0,0,0,0,0,0,15342,0
2113,"DominionDestoryer_BootUp_Anims",960,0,0,0,0,0,0,0,15350,0
2121,"Eyeglow - Left - Adventure",961,1,2,0,0,0,0,0,15365,0
2124,"EllevarAdv - CloneAura",961,1,2,0,0,0,0,0,14813,0
2125,"Eyeglow - Right - Adventure",961,1,0,0,0,0,0,0,15364,0
2126,"Eyeglow - Left - Adventure",961,1,0,0,0,0,0,0,15365,0
2129,"EllevarAdv - CloneAura",961,1,0,0,0,0,0,0,14813,0
2130,"Eyeglow - Right - Adventure",961,1,2,0,0,0,0,0,15364,0
2131,"RTKnife - Ellevar Adventure Butcher",961,1,2,0,0,0,0,0,15362,0
2132,"LFKnife - Ellevar Adventure Butcher",961,1,2,0,0,0,0,0,15363,0
2133,"Cleaver - Ellevar Adventure Butcher",961,1,2,0,0,0,0,0,15368,0
2134,"RTKnife - Ellevar Adventure Butcher",961,1,0,0,0,0,0,0,15362,0
2135,"LFKnife - Ellevar Adventure Butcher",961,1,0,0,0,0,0,0,15363,0
2136,"Cleaver - Ellevar Adventure Butcher",961,1,0,0,0,0,0,0,15368,0
2137,"Pearl Ball Effect",962,0,0,0,0,0,0,0,15370,0
2138,"Offline",963,0,0,0,0,0,0,0,6477,0
2139,"Shock Effects",963,0,0,0,0,0,0,0,15377,0
2140,"Fire Glyph State",964,0,0,0,0,0,0,0,15384,0
2141,"Fire Zone FX",965,0,0,0,0,0,0,0,0,0
2143,"Targeting",966,0,0,0,0,0,0,0,12401,0
2144,"Orbiting Flames Chest",967,0,0,0,0,0,0,0,15177,0
2145,"Eyeglow - Left - Adventure",968,1,2,0,0,0,0,0,15365,0
2146,"EllevarAdv - CloneAura",968,1,2,0,0,0,0,0,14813,0
2147,"Eyeglow - Right - Adventure",968,1,0,0,0,0,0,0,15364,0
2148,"Eyeglow - Left - Adventure",968,1,0,0,0,0,0,0,15365,0
2149,"EllevarAdv - CloneAura",968,1,0,0,0,0,0,0,14813,0
2150,"Eyeglow - Right - Adventure",968,1,2,0,0,0,0,0,15364,0
2157,"EllevarAdv - CloneAura",968,0,0,0,0,0,0,0,14813,0
2158,"EllevarAdv - CloneAura",968,0,4,0,0,0,0,0,14813,0
2159,"EllevarAdv - CloneAura",968,0,3,0,0,0,0,0,14813,0
2160,"EllevarAdv - CloneAura",968,0,5,0,0,0,0,0,14813,0
2161,"talk to",969,0,0,0,0,0,0,0,15430,11326
2162,"Art\Prop\Constructed\MISC\PRP_ConeHat_000.m3",970,0,0,0,0,0,0,0,15438,0
2163,"sleep on birth",971,0,0,0,0,0,0,0,4997,0
2164,"sleep on birth",972,0,0,0,0,0,0,0,12377,0
2165,"sleep on idle",972,0,5,0,0,0,0,0,12377,0
2166,"Generic - Hologram Effect - CHESTCTR - Infinite",973,0,0,0,0,0,0,0,14987,0
2170,"Osun statue state",975,0,0,0,0,0,0,0,15464,0
2171,"ON BIRTH Static Air Bubbles",976,0,0,0,0,0,0,0,15461,0
2172,"ON AWARE Static Air Bubbles",976,0,4,0,0,0,0,0,15461,0
2173,"ON UNAWARE Static Air Bubbles",976,0,5,0,0,0,0,0,15461,0
2175,"Glittering",978,2,6,0,0,0,0,0,15486,0
2177,"Exo-Lab Teleport in",979,0,0,0,0,0,0,0,11770,0
2178,"Teleport FX",979,0,0,0,0,0,0,0,11757,0
2179,"Bucking anims",980,0,0,0,0,0,0,0,15496,0
2180,"Birth cloning",923,1,0,0,0,0,0,0,15497,0
2181,"Birth cloning",923,0,0,0,0,0,0,0,21473,0
2182,"Large Fire Visual",981,0,0,0,0,0,0,0,15507,0
2183,"Fire Visual Line",982,0,0,0,0,0,0,0,15508,0
2184,"Fire Visual Smolder",983,0,0,0,0,0,0,0,15509,0
2188,"Hologram Effect",985,0,0,0,0,0,0,0,21143,0
2189,"Red Aura Base",986,0,0,0,0,0,0,0,15543,0
2192,"Kill Bagum",987,1,0,0,0,0,0,0,15527,0
2193,"Kill Bagum",987,0,0,0,0,0,0,0,15527,0
2196,"OT_Eye_Single_BLE (Name) [Infinite] (OnBirth)",989,0,0,0,0,0,0,0,3743,0
2197,"OT_Eye_Single_RED (Name) [Infinite] (OnAware)",989,0,4,0,0,0,0,0,9651,0
2198,"OT_Eye_Single_BLE (Name) [Infinite] (OnUnaware)",989,0,5,0,0,0,0,0,3743,0
2199,"OT_Eye_Single_RED (Name) [Infint] (OnEnterCombat)",989,1,2,0,0,0,0,0,9651,0
2200,"Aura_Light_BLU [Infinite] (Sized Down) (OnBirth)",989,0,0,0,0,0,0,0,11702,0
2201,"Aura_Light_RED [Infinite] (Sized Down) (OnAware)",989,0,4,0,0,0,0,0,13100,0
2202,"Aura_Light_RED [Infinit] (SzdDwn) (OnEnterCombat)",989,1,2,0,0,0,0,0,13100,0
2203,"Aura_Light_BLU [Infinit] (Szd Dwn) (OnExitCombat)",989,0,3,0,0,0,0,0,11702,0
2204,"Aura_Light_BLU [Infinite] (Sized Dwn) (OnUnaware)",989,0,5,0,0,0,0,0,11702,0
2205,"Aura_Light_BLU [Infinite] (Sized Dwn) (OnDeath)",989,0,1,0,0,0,0,0,11702,0
2206,"Skeleton State",986,0,0,0,0,0,0,0,15542,0
2209,"Add Visual Effect during first quest objective",990,0,0,0,0,0,0,0,14867,0
2210,"head gas",991,1,0,0,0,0,0,0,14918,0
2211,"head gas",991,1,4,0,0,0,0,0,14918,0
2212,"head gas",991,0,0,0,0,0,0,0,14918,0
2213,"head gas",991,0,4,0,0,0,0,0,14918,0
2214,"head gas",991,0,2,0,0,0,0,0,14918,0
2215,"e387 - Holo Shader - Datascape",992,0,0,0,0,0,0,0,14354,0
2216,"e387 - Holo Shader - Datascape",992,1,2,0,0,0,0,0,14354,0
2217,"e387 - Holo Shader - Datascape",992,0,1,0,0,0,0,0,14354,0
2229,"WAVES_XZ_BLU.m3 (OnBirth)",994,0,0,0,0,0,0,0,17967,0
2230,"WAVES_XZ_BLU.m3 (OnUnaware)",994,0,5,0,0,0,0,0,17967,0
2231,"WAVES_XZ_BLU.m3  (OnExitCombat)",994,0,3,0,0,0,0,0,17967,0
2232,"Billowing Smoke",995,0,0,0,0,0,0,0,15566,0
2233,"Esper_Armor_01_YLW",996,0,4,0,0,0,0,0,15567,0
2234,"Esper_Armor_01_YLW",996,1,4,0,0,0,0,0,15567,0
2235,"Esper_Armor_01_YLW",996,0,0,0,0,0,0,0,15567,0
2236,"Esper_Armor_01_YLW",996,1,0,0,0,0,0,0,15567,0
2237,"Esper_Armor_01_YLW",996,0,1,0,0,0,0,0,15567,0
2238,"Esper_Armor_01_YLW",996,1,1,0,0,0,0,0,15567,0
2239,"Esper_Armor_01_YLW",996,1,2,0,0,0,0,0,15567,0
2240,"Esper_Armor_01_YLW",996,0,3,0,0,0,0,0,15567,0
2241,"Esper_Armor_01_YLW",996,0,5,0,0,0,0,0,15567,0
2242,"Esper_Armor_01_YLW",996,1,5,0,0,0,0,0,15567,0
2243,"Open State on Death",997,0,1,0,0,0,0,0,4637,0
2244,"Open State on Death",997,1,1,0,0,0,0,0,4637,0
2245,"teleport",998,0,0,0,0,0,0,0,15497,0
2246,"teleport",998,1,0,0,0,0,0,0,15497,0
2247,"Red Aurua",999,0,0,0,0,0,0,0,15591,0
2248,"Cheese in Trap",1000,0,0,0,0,0,0,0,15580,0
2249,"OnBirth_FX",1001,0,0,0,0,0,0,0,15595,0
2250,"YellowHighlight",1002,0,0,0,0,0,0,0,15594,0
2251,"OnBirth_Animation",1001,0,0,0,0,0,0,0,15596,0
2252,"OnBirth_FX",1001,0,0,0,0,0,0,0,15602,0
2253,"Red Highlight",999,0,0,0,0,0,0,0,15557,0
2254,"OT_Gib_Shock_Sm_TRQ (Q6576 Prereq Obj 1) KLW",1003,2,6,0,0,0,0,0,15609,0
2255,"OT_Swirling_Cold_BLU (Q6576 Prereq Obj 1) KLW",1003,2,6,0,0,0,0,0,15610,0
2257,"Dagun Drool",1004,2,6,0,0,0,0,0,15612,0
2263,"Dagun Drool",1005,2,0,0,0,0,0,0,15589,0
2264,"OT",1005,2,0,0,0,0,0,0,14248,0
2269,"Bugs_Stinky_Lite_01_GRN (Chest) [Infinite]",1006,0,0,0,0,0,0,0,15620,0
2270,"spawn effect  on birth",1007,0,0,0,0,0,0,0,15627,0
2271,"Explosion_Air_FlakShotA_01",1008,0,0,0,0,5,5000,1000,15632,0
2272,"wounded01",1009,0,0,0,0,0,0,0,9473,0
2273,"sleep",1010,0,0,0,0,0,0,0,4997,0
2275,"Spark FX 01",1012,0,0,0,0,0,0,0,15653,0
2276,"Spark FX 02",1012,0,0,0,0,0,0,0,15654,0
2277,"Flux power drain - Base",1012,0,0,0,0,0,0,0,15662,0
2279,"Sickness",1014,0,0,1,0,0,0,0,252,0
2280,"OT_Gib_Shock_Sm_TRQ (Q6576 Prereq Obj 2) KLW",1015,0,6,0,0,0,0,0,15685,0
2281,"OT_Swirling_Cold_BLU (Q6576 Prereq Obj 2) KLW",1015,0,6,0,0,0,0,0,15686,0
2282,"OT_Gib_Shock_Sm_TRQ (Q6576 Prereq Obj 3) KLW",1016,0,6,0,0,0,0,0,15687,0
2283,"OT_Swirling_Cold_BLU (Q6576 Prereq Obj 3) KLW",1016,0,6,0,0,0,0,0,15688,0
2284,"OT_Gib_Shock_Sm_TRQ (Q6576 Prereq Obj 4) KLW",1017,0,0,0,0,0,0,0,15689,0
2285,"OT_Swirling_Cold_BLU (Q6576 Prereq Obj 4) KLW",1017,0,0,0,0,0,0,0,15690,0
2286,"OT_Gib_Shock_Sm_TRQ (Q6576 Prereq Obj 5) KLW",1018,0,0,0,0,0,0,0,15691,0
2287,"OT_Swirling_Cold_BLU (Q6576 Prereq Obj 5) KLW",1018,0,0,0,0,0,0,0,15692,0
2288,"on birth - AP_State1_Action (1121)",1019,0,0,0,0,0,0,0,5391,0
2289,"Aura_Light_YLW",1020,2,0,0,0,0,0,0,1277,0
2291,"birth effect 01",1021,0,0,0,0,0,0,0,15700,0
2292,"birth effect 02",1021,0,0,0,0,0,0,0,15701,0
2293,"combat effect 02",1021,0,2,0,0,0,0,0,15701,0
2294,"w1606 - Hull Breach Effects",1022,0,0,0,0,0,0,0,15706,0
2295,"Explotion",860,0,1,0,0,0,0,0,14921,0
2296,"Explotion",860,0,1,0,0,0,0,0,14921,0
2297,"Smoke_Scent_GRN",1023,0,0,0,0,0,0,0,15710,0
2298,"SwarmCreature01",1023,0,0,0,0,0,0,0,15711,0
2299,"Left Hand Purple FX",1024,0,0,0,0,0,0,0,15715,0
2300,"Channel Anim",1024,0,0,0,0,0,0,0,15261,0
2301,"Left Hand Purple FX",1024,0,3,0,0,0,0,0,15715,22
2302,"Channel Anim",1024,0,3,0,0,0,0,0,15261,22
2303,"Left Hand Purple FX",1024,0,5,0,0,0,0,0,15715,22
2304,"Channel Anim",1024,0,5,0,0,0,0,0,15261,22
2305,"Kneel",1025,0,0,0,0,0,0,0,7721,0
2306,"Kneel",1025,0,3,0,0,0,0,0,7721,22
2307,"Kneel",1025,0,5,0,0,0,0,0,7721,22
2308,"w1606 - Puddle Effects",1026,0,0,0,0,0,0,0,15714,0
2309,"w1606 - Puddle Effects",1026,0,2,0,0,0,0,0,0,0
2310,"",1011,0,0,0,0,0,0,0,10804,0
2311,"OnBirth_FX",1027,0,0,0,0,0,0,0,15731,0
2312,"Purple Sigil Turret",986,0,0,0,0,0,0,0,15737,0
2314,"Moodie Dance",1029,0,4,0,0,0,0,0,15749,0
2315,"Moodie Dance",1029,0,0,0,0,0,0,0,15749,0
2316,"Moodie Dance",1029,1,3,0,0,0,0,0,15749,0
2317,"moodies dance",1029,1,2,0,0,0,0,0,15749,0
2318,"Moodie Dance",1029,1,4,0,0,0,0,0,15749,0
2319,"Moodie Dance",1029,1,0,0,0,0,0,0,15749,0
2320,"Moodie Dance",1029,0,3,0,0,0,0,0,15749,0
2321,"moodies dance",1029,0,2,0,0,0,0,0,15749,0
2322,"Yellow Highlight BASE",1030,0,0,0,0,0,0,0,15752,0
2327,"on birth fx",1032,0,0,0,0,0,0,0,15798,0
2329,"OnCreate - Hide Weap - HCon",1034,0,0,0,0,0,0,0,6589,0
