"ID","localizedTextId","itemSlotId","soundEventIdLoot","soundEventIdEquip","flags","vendorMultiplier","turninMultiplier","Item2CategoryId","referenceMuzzleX","referenceMuzzleY","referenceMuzzleZ"
540,737993,0,0,0,32996,0.12,1,109,0,0,0
541,738748,0,0,0,65540,1,1,181,0,0,0
542,746455,0,0,0,65540,1,1,182,0,0,0
547,750212,20,0,0,0,1,1,184,0,0,0
548,750213,20,0,0,0,1,1,185,0,0,0
549,750214,20,0,0,0,1,1,186,0,0,0
550,750215,20,0,0,0,1,1,187,0,0,0
551,750216,20,0,0,0,1,1,188,0,0,0
552,750217,20,0,0,0,1,1,189,0,0,0
553,754747,0,0,0,16612,0.6,1,67,0,0,0
554,754779,0,0,0,0,1,1,191,0,0,0
555,756844,0,0,0,32996,0.12,1,47,0,0,0
556,757535,0,0,0,16612,0.6,1,67,0,0,0
558,759263,0,0,0,82144,1,1,195,0,0,0
559,759912,0,0,0,82148,1,1,128,0,0,0
560,763242,0,0,0,0,0.2,1,193,0,0,0
562,763366,0,0,0,0,0.1,1,194,0,0,0
563,763552,0,0,0,0,0.1,1,177,0,0,0
564,766839,0,0,0,65568,1,1,139,0,0,0
