"ID","shortcutType00","shortcutType01","shortcutType02","shortcutType03","shortcutType04","shortcutType05","shortcutType06","shortcutType07","shortcutType08","shortcutType09","shortcutType10","shortcutType11","objectId00","objectId01","objectId02","objectId03","objectId04","objectId05","objectId06","objectId07","objectId08","objectId09","objectId10","objectId11"
353,6,0,0,0,0,0,0,0,0,0,0,0,40175,0,0,0,0,0,0,0,0,0,0,0
354,6,3,0,0,0,0,0,0,0,0,0,0,40467,8,0,0,0,0,0,0,0,0,0,0
355,6,0,0,0,0,0,0,0,0,0,0,0,40471,0,0,0,0,0,0,0,0,0,0,0
356,6,6,6,6,0,0,0,0,0,0,0,0,40460,40461,40472,40481,0,0,0,0,0,0,0,0
357,6,0,0,0,0,0,0,0,0,0,0,0,40557,0,0,0,0,0,0,0,0,0,0,0
358,6,0,0,0,0,0,0,0,0,0,0,0,40527,0,0,0,0,0,0,0,0,0,0,0
360,6,6,6,0,0,0,0,0,0,0,0,0,40655,40656,40657,0,0,0,0,0,0,0,0,0
362,7,7,7,3,0,0,0,0,0,0,0,0,62685,62690,62707,8,0,0,0,0,0,0,0,0
363,6,0,0,0,0,0,0,0,0,0,0,0,40820,0,0,0,0,0,0,0,0,0,0,0
364,7,7,7,0,0,0,0,0,0,0,0,0,40918,41118,57794,0,0,0,0,0,0,0,0,0
365,7,7,0,0,0,0,0,0,0,0,0,0,40882,41003,0,0,0,0,0,0,0,0,0,0
367,6,0,0,0,0,0,0,0,0,0,0,0,41047,0,0,0,0,0,0,0,0,0,0,0
368,6,6,6,6,0,0,0,0,0,0,0,0,41147,41145,41148,41149,0,0,0,0,0,0,0,0
369,6,6,6,6,0,0,0,0,0,0,0,0,41210,41214,41215,71488,0,0,0,0,0,0,0,0
370,6,0,0,0,0,0,0,0,0,0,0,0,41283,0,0,0,0,0,0,0,0,0,0,0
371,6,0,0,0,0,0,0,0,0,0,0,0,41284,0,0,0,0,0,0,0,0,0,0,0
372,6,6,0,0,0,0,0,0,0,0,0,0,41283,41284,0,0,0,0,0,0,0,0,0,0
373,6,6,6,6,6,0,0,0,0,0,0,0,41361,41362,41363,41364,42869,0,0,0,0,0,0,0
374,6,0,0,0,0,0,0,0,0,0,0,0,41380,0,0,0,0,0,0,0,0,0,0,0
375,6,0,0,0,0,0,0,0,0,0,0,0,42187,0,0,0,0,0,0,0,0,0,0,0
376,6,0,0,0,0,0,0,0,0,0,0,0,42197,0,0,0,0,0,0,0,0,0,0,0
377,6,0,0,0,0,0,0,0,0,0,0,0,42298,0,0,0,0,0,0,0,0,0,0,0
379,6,0,0,0,0,0,0,0,0,0,0,0,42319,0,0,0,0,0,0,0,0,0,0,0
381,6,0,0,0,0,0,0,0,0,0,0,0,42580,0,0,0,0,0,0,0,0,0,0,0
382,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383,6,6,6,0,0,0,0,0,0,0,0,0,47912,47577,47897,0,0,0,0,0,0,0,0,0
384,6,6,6,6,0,0,0,0,0,0,0,0,42704,42705,42706,43952,0,0,0,0,0,0,0,0
386,6,6,6,6,6,0,0,0,0,0,0,0,42749,42758,42760,42761,42762,0,0,0,0,0,0,0
387,6,6,6,0,0,0,0,0,0,0,0,0,42767,42769,42768,0,0,0,0,0,0,0,0,0
388,6,6,0,0,0,0,0,0,0,0,0,0,42782,42774,0,0,0,0,0,0,0,0,0,0
389,7,0,0,0,0,0,0,0,0,0,0,0,42807,0,0,0,0,0,0,0,0,0,0,0
390,6,0,0,0,0,0,0,0,0,0,0,0,43112,0,0,0,0,0,0,0,0,0,0,0
391,6,0,0,0,0,0,0,0,0,0,0,0,43115,0,0,0,0,0,0,0,0,0,0,0
392,6,0,0,0,0,0,0,0,0,0,0,0,43125,0,0,0,0,0,0,0,0,0,0,0
393,7,7,3,0,0,0,0,0,0,0,0,0,43548,43155,8,0,0,0,0,0,0,0,0,0
394,6,0,0,0,0,0,0,0,0,0,0,0,43163,0,0,0,0,0,0,0,0,0,0,0
395,6,0,0,0,0,0,0,0,0,0,0,0,43243,0,0,0,0,0,0,0,0,0,0,0
396,6,6,6,0,0,0,0,0,0,0,0,0,43404,43409,43410,0,0,0,0,0,0,0,0,0
397,7,0,0,0,0,0,0,0,0,0,0,0,46294,0,0,0,0,0,0,0,0,0,0,0
398,7,6,6,6,3,0,0,0,0,0,0,0,35858,43402,43766,43888,8,0,0,0,0,0,0,0
399,7,6,6,6,3,0,0,0,0,0,0,0,35858,43402,43699,43888,8,0,0,0,0,0,0,0
400,6,0,0,0,0,0,0,0,0,0,0,0,43993,0,0,0,0,0,0,0,0,0,0,0
401,6,6,6,6,6,6,0,0,0,0,0,0,44098,44099,44100,44101,44102,44103,0,0,0,0,0,0
402,6,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,6,0,0,0,0,0,0,0,0,0,0,0,44363,0,0,0,0,0,0,0,0,0,0,0
408,6,6,0,0,0,0,0,0,0,0,0,0,44428,44478,0,0,0,0,0,0,0,0,0,0
409,6,6,0,0,0,0,0,0,0,0,0,0,44467,44640,0,0,0,0,0,0,0,0,0,0
410,6,0,0,0,0,0,0,0,0,0,0,0,44479,0,0,0,0,0,0,0,0,0,0,0
413,6,6,6,0,0,0,0,0,0,0,0,0,44698,44719,44720,44721,44722,0,0,0,0,0,0,0
414,6,6,6,6,0,0,0,0,0,0,0,0,44698,44719,44720,44721,44722,0,0,0,0,0,0,0
415,6,6,0,0,0,0,0,0,0,0,0,0,44753,44733,0,0,0,0,0,0,0,0,0,0
416,6,0,0,0,0,0,0,0,0,0,0,0,44749,0,0,0,0,0,0,0,0,0,0,0
417,6,6,6,6,0,0,0,0,0,0,0,0,44782,44783,44784,45358,0,0,0,0,0,0,0,0
418,6,6,6,6,0,0,0,0,0,0,0,0,44852,44853,45360,45356,0,0,0,0,0,0,0,0
419,6,6,6,6,6,6,0,0,0,0,0,0,45110,45111,45112,45114,45115,87328,0,0,0,0,0,0
420,6,6,0,0,0,0,0,0,0,0,0,0,45519,45522,0,0,0,0,0,0,0,0,0,0
421,6,0,0,0,0,0,0,0,0,0,0,0,44984,0,0,0,0,0,0,0,0,0,0,0
422,6,0,0,0,0,0,0,0,0,0,0,0,44983,0,0,0,0,0,0,0,0,0,0,0
423,6,0,0,0,0,0,0,0,0,0,0,0,44985,0,0,0,0,0,0,0,0,0,0,0
424,6,0,0,0,0,0,0,0,0,0,0,0,40442,0,0,0,0,0,0,0,0,0,0,0
425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426,6,0,0,0,0,0,0,0,0,0,0,0,45272,0,0,0,0,0,0,0,0,0,0,0
427,6,6,6,6,0,0,0,0,0,0,0,0,45405,45452,45459,45460,0,0,0,0,0,0,0,0
428,6,6,6,0,0,0,0,0,0,0,0,0,45849,45830,45857,0,0,0,0,0,0,0,0,0
429,6,6,0,0,0,0,0,0,0,0,0,0,45899,45893,0,0,0,0,0,0,0,0,0,0
430,6,0,0,0,0,0,0,0,0,0,0,0,46063,0,0,0,0,0,0,0,0,0,0,0
431,6,0,0,0,0,0,0,0,0,0,0,0,46015,0,0,0,0,0,0,0,0,0,0,0
432,6,0,0,0,0,0,0,0,0,0,0,0,46312,0,0,0,0,0,0,0,0,0,0,0
433,6,0,0,0,0,0,0,0,0,0,0,0,46316,0,0,0,0,0,0,0,0,0,0,0
435,6,0,0,0,0,0,0,0,0,0,0,0,46359,0,0,0,0,0,0,0,0,0,0,0
436,6,6,6,0,0,0,0,0,0,0,0,0,46362,46361,46363,0,0,0,0,0,0,0,0,0
437,6,0,0,0,0,0,0,0,0,0,0,0,46438,0,0,0,0,0,0,0,0,0,0,0
438,6,0,0,0,0,0,0,0,0,0,0,0,46663,0,0,0,0,0,0,0,0,0,0,0
439,6,0,0,0,0,0,0,0,0,0,0,0,46665,0,0,0,0,0,0,0,0,0,0,0
440,7,3,0,0,0,0,0,0,0,0,0,0,46792,8,0,0,0,0,0,0,0,0,0,0
441,6,6,6,6,6,0,0,0,0,0,0,0,47272,47443,47454,47498,47520,0,0,0,0,0,0,0
442,7,7,7,7,0,0,0,0,0,0,0,0,47443,47454,47498,47520,0,0,0,0,0,0,0,0
443,6,6,0,0,0,0,0,0,0,0,0,0,47296,47772,0,0,0,0,0,0,0,0,0,0
444,7,7,3,0,0,0,0,0,0,0,0,0,47353,47754,8,0,0,0,0,0,0,0,0,0
445,6,6,6,6,6,0,0,0,0,0,0,0,47371,47372,47373,47374,47375,0,0,0,0,0,0,0
446,7,7,7,0,0,0,0,0,0,0,0,0,47598,41118,57794,0,0,0,0,0,0,0,0,0
447,7,7,3,0,0,0,0,0,0,0,0,0,47746,48329,8,0,0,0,0,0,0,0,0,0
448,6,0,0,0,0,0,0,0,0,0,0,0,77109,0,0,0,0,0,0,0,0,0,0,0
449,7,6,0,0,0,0,0,0,0,0,0,0,48008,75017,0,0,0,0,0,0,0,0,0,0
450,6,0,0,0,0,0,0,0,0,0,0,0,48031,0,0,0,0,0,0,0,0,0,0,0
451,6,6,0,0,0,0,0,0,0,0,0,0,48091,48094,0,0,0,0,0,0,0,0,0,0
452,6,0,0,0,0,0,0,0,0,0,0,0,48567,0,0,0,0,0,0,0,0,0,0,0
453,6,6,6,0,0,0,0,0,0,0,0,0,48574,48575,45358,0,0,0,0,0,0,0,0,0
454,6,0,0,0,0,0,0,0,0,0,0,0,48041,0,0,0,0,0,0,0,0,0,0,0
455,6,6,6,0,0,0,0,0,0,0,0,0,49268,49305,49376,0,0,0,0,0,0,0,0,0
456,6,6,6,0,0,0,0,0,0,0,0,0,49268,49305,49420,0,0,0,0,0,0,0,0,0
457,6,6,6,0,0,0,0,0,0,0,0,0,49268,49305,49556,0,0,0,0,0,0,0,0,0
458,6,6,6,0,0,0,0,0,0,0,0,0,49268,49305,49848,0,0,0,0,0,0,0,0,0
459,6,6,6,0,0,0,0,0,0,0,0,0,49268,49305,63213,0,0,0,0,0,0,0,0,0
460,6,6,6,0,0,0,0,0,0,0,0,0,49268,49305,50065,0,0,0,0,0,0,0,0,0
461,6,6,6,0,0,0,0,0,0,0,0,0,50146,50148,50149,0,0,0,0,0,0,0,0,0
462,6,6,0,0,0,0,0,0,0,0,0,0,50248,50290,0,0,0,0,0,0,0,0,0,0
463,6,6,0,0,0,0,0,0,0,0,0,0,50248,50291,0,0,0,0,0,0,0,0,0,0
464,6,6,0,0,0,0,0,0,0,0,0,0,50248,50292,0,0,0,0,0,0,0,0,0,0
465,6,0,0,0,0,0,0,0,0,0,0,0,52502,0,0,0,0,0,0,0,0,0,0,0
466,6,0,0,0,0,0,0,0,0,0,0,0,52990,0,0,0,0,0,0,0,0,0,0,0
467,6,0,0,0,0,0,0,0,0,0,0,0,53503,0,0,0,0,0,0,0,0,0,0,0
468,6,0,0,0,0,0,0,0,0,0,0,0,53971,0,0,0,0,0,0,0,0,0,0,0
469,7,7,7,0,0,0,0,0,0,0,0,0,55368,57291,55703,0,0,0,0,0,0,0,0,0
470,6,6,6,0,0,0,0,0,0,0,0,0,55493,55496,55495,0,0,0,0,0,0,0,0,0
471,6,6,6,0,0,0,0,0,0,0,0,0,55500,55499,55517,0,0,0,0,0,0,0,0,0
472,6,6,6,0,0,0,0,0,0,0,0,0,55518,55519,55522,0,0,0,0,0,0,0,0,0
473,6,6,6,0,0,0,0,0,0,0,0,0,55523,55524,55527,0,0,0,0,0,0,0,0,0
474,6,6,6,6,6,0,0,0,0,0,0,0,55643,60906,60907,60909,55644,0,0,0,0,0,0,0
477,7,0,0,0,0,0,0,0,0,0,0,0,55660,0,0,0,0,0,0,0,0,0,0,0
478,6,6,6,6,0,0,0,0,0,0,0,0,56011,56014,56013,56012,0,0,0,0,0,0,0,0
479,6,0,0,0,0,0,0,0,0,0,0,0,56438,0,0,0,0,0,0,0,0,0,0,0
480,6,0,0,0,0,0,0,0,0,0,0,0,56657,0,0,0,0,0,0,0,0,0,0,0
481,6,0,0,0,0,0,0,0,0,0,0,0,57760,0,0,0,0,0,0,0,0,0,0,0
482,6,0,0,0,0,0,0,0,0,0,0,0,56945,0,0,0,0,0,0,0,0,0,0,0
483,6,0,0,0,0,0,0,0,0,0,0,0,57413,0,0,0,0,0,0,0,0,0,0,0
484,6,0,0,0,0,0,0,0,0,0,0,0,57636,0,0,0,0,0,0,0,0,0,0,0
485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
486,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,6,0,0,0,0,0,0,0,0,0,0,0,57668,0,0,0,0,0,0,0,0,0,0,0
488,6,0,0,0,0,0,0,0,0,0,0,0,57670,0,0,0,0,0,0,0,0,0,0,0
489,6,0,0,0,0,0,0,0,0,0,0,0,57704,0,0,0,0,0,0,0,0,0,0,0
490,7,0,0,0,0,0,0,0,0,0,0,0,57794,0,0,0,0,0,0,0,0,0,0,0
491,6,3,0,0,0,0,0,0,0,0,0,0,58615,8,0,0,0,0,0,0,0,0,0,0
492,6,3,0,0,0,0,0,0,0,0,0,0,58634,8,0,0,0,0,0,0,0,0,0,0
493,6,6,6,0,0,0,0,0,0,0,0,0,57489,59761,58648,0,0,0,0,0,0,0,0,0
494,6,0,0,0,0,0,0,0,0,0,0,0,58824,0,0,0,0,0,0,0,0,0,0,0
495,6,0,0,0,0,0,0,0,0,0,0,0,58856,0,0,0,0,0,0,0,0,0,0,0
496,6,0,0,0,0,0,0,0,0,0,0,0,60515,0,0,0,0,0,0,0,0,0,0,0
497,6,0,0,0,0,0,0,0,0,0,0,0,57489,0,0,0,0,0,0,0,0,0,0,0
498,6,0,0,0,0,0,0,0,0,0,0,0,78212,0,0,0,0,0,0,0,0,0,0,0
499,11,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
500,6,0,0,0,0,0,0,0,0,0,0,0,60659,0,0,0,0,0,0,0,0,0,0,0
501,7,0,0,0,0,0,0,0,0,0,0,0,60730,0,0,0,0,0,0,0,0,0,0,0
502,6,6,6,0,0,0,0,0,0,0,0,0,61250,61252,61253,0,0,0,0,0,0,0,0,0
503,6,6,6,0,0,0,0,0,0,0,0,0,61250,61252,61504,0,0,0,0,0,0,0,0,0
1503,6,0,0,0,0,0,0,0,0,0,0,0,62572,0,0,0,0,0,0,0,0,0,0,0
1504,6,6,0,0,0,0,0,0,0,0,0,0,63133,74720,0,0,0,0,0,0,0,0,0,0
1505,6,6,6,6,0,0,0,0,0,0,0,0,63149,63150,63151,63152,0,0,0,0,0,0,0,0
1506,6,0,0,0,0,0,0,0,0,0,0,0,63165,0,0,0,0,0,0,0,0,0,0,0
1507,6,0,0,0,0,0,0,0,0,0,0,0,63170,0,0,0,0,0,0,0,0,0,0,0
1508,6,0,0,0,0,0,0,0,0,0,0,0,63175,0,0,0,0,0,0,0,0,0,0,0
1509,6,0,0,0,0,0,0,0,0,0,0,0,63179,0,0,0,0,0,0,0,0,0,0,0
1510,6,0,0,0,0,0,0,0,0,0,0,0,63184,0,0,0,0,0,0,0,0,0,0,0
1511,6,0,0,0,0,0,0,0,0,0,0,0,63188,0,0,0,0,0,0,0,0,0,0,0
1512,6,0,0,0,0,0,0,0,0,0,0,0,58706,0,0,0,0,0,0,0,0,0,0,0
1513,6,0,0,0,0,0,0,0,0,0,0,0,66440,0,0,0,0,0,0,0,0,0,0,0
1514,6,6,0,0,0,0,0,0,0,0,0,0,55642,55644,0,0,0,0,0,0,0,0,0,0
1515,6,6,0,0,0,0,0,0,0,0,0,0,55643,55644,0,0,0,0,0,0,0,0,0,0
1516,6,6,0,0,0,0,0,0,0,0,0,0,60906,55644,0,0,0,0,0,0,0,0,0,0
1517,6,6,0,0,0,0,0,0,0,0,0,0,60907,55644,0,0,0,0,0,0,0,0,0,0
1518,6,6,6,0,0,0,0,0,0,0,0,0,55642,55643,55644,0,0,0,0,0,0,0,0,0
1519,6,6,6,0,0,0,0,0,0,0,0,0,60906,60907,55644,0,0,0,0,0,0,0,0,0
1520,6,6,6,0,0,0,0,0,0,0,0,0,55642,60907,55644,0,0,0,0,0,0,0,0,0
1521,6,6,6,0,0,0,0,0,0,0,0,0,55643,60906,55644,0,0,0,0,0,0,0,0,0
1522,6,6,6,6,0,0,0,0,0,0,0,0,55642,55643,60909,55644,0,0,0,0,0,0,0,0
1523,6,6,6,6,0,0,0,0,0,0,0,0,60906,60907,60909,55644,0,0,0,0,0,0,0,0
1524,6,6,6,6,0,0,0,0,0,0,0,0,55643,60906,60909,55644,0,0,0,0,0,0,0,0
1525,6,6,6,6,0,0,0,0,0,0,0,0,55642,60907,60909,55644,0,0,0,0,0,0,0,0
1526,7,7,0,0,0,0,0,0,0,0,0,0,54670,69911,0,0,0,0,0,0,0,0,0,0
1527,7,7,7,7,7,3,0,0,0,0,0,0,69930,69904,69924,69934,69958,8,0,0,0,0,0,0
1528,7,7,0,0,0,0,0,0,0,0,0,0,54670,69995,0,0,0,0,0,0,0,0,0,0
1529,6,6,6,6,6,6,0,0,0,0,0,0,69943,69946,69949,69952,55644,0,0,0,0,0,0,0
1530,6,0,0,0,0,0,0,0,0,0,0,0,71353,0,0,0,0,0,0,0,0,0,0,0
1531,6,0,0,0,0,0,0,0,0,0,0,0,71497,0,0,0,0,0,0,0,0,0,0,0
1532,6,0,0,0,0,0,0,0,0,0,0,0,71680,0,0,0,0,0,0,0,0,0,0,0
1533,6,0,0,0,0,0,0,0,0,0,0,0,72050,0,0,0,0,0,0,0,0,0,0,0
1534,6,6,6,6,6,0,0,0,0,0,0,0,72164,72165,72170,72171,72176,0,0,0,0,0,0,0
1535,6,0,0,0,0,0,0,0,0,0,0,0,72003,0,0,0,0,0,0,0,0,0,0,0
1537,6,0,0,0,0,0,0,0,0,0,0,0,72310,0,0,0,0,0,0,0,0,0,0,0
1538,6,0,0,0,0,0,0,0,0,0,0,0,72311,0,0,0,0,0,0,0,0,0,0,0
1539,6,0,0,0,0,0,0,0,0,0,0,0,72312,0,0,0,0,0,0,0,0,0,0,0
1540,6,0,0,0,0,0,0,0,0,0,0,0,72313,0,0,0,0,0,0,0,0,0,0,0
1541,6,0,0,0,0,0,0,0,0,0,0,0,72364,0,0,0,0,0,0,0,0,0,0,0
1542,6,6,6,0,0,0,0,0,0,0,0,0,72377,73016,75310,0,0,0,0,0,0,0,0,0
1543,6,0,0,0,0,0,0,0,0,0,0,0,72374,0,0,0,0,0,0,0,0,0,0,0
1544,6,6,6,0,0,0,0,0,0,0,0,0,72407,72409,72416,0,0,0,0,0,0,0,0,0
1545,6,6,6,0,0,0,0,0,0,0,0,0,72418,72419,72423,0,0,0,0,0,0,0,0,0
1546,6,0,0,0,0,0,0,0,0,0,0,0,72645,0,0,0,0,0,0,0,0,0,0,0
1547,6,6,6,6,0,0,0,0,0,0,0,0,72939,72940,72941,72938,0,0,0,0,0,0,0,0
1548,6,6,0,0,0,0,0,0,0,0,0,0,73005,74720,0,0,0,0,0,0,0,0,0,0
1549,6,6,6,0,0,0,0,0,0,0,0,0,73024,73038,73040,0,0,0,0,0,0,0,0,0
1550,6,0,0,0,0,0,0,0,0,0,0,0,73162,0,0,0,0,0,0,0,0,0,0,0
1551,7,7,3,0,0,0,0,0,0,0,0,0,73173,73175,8,0,0,0,0,0,0,0,0,0
1552,6,0,0,0,0,0,0,0,0,0,0,0,73214,0,0,0,0,0,0,0,0,0,0,0
1553,3,3,3,3,3,3,3,0,0,0,0,0,30,31,32,33,34,35,20,0,0,0,0,0
1554,6,6,0,0,0,0,0,0,0,0,0,0,72603,72635,0,0,0,0,0,0,0,0,0,0
1555,3,3,3,3,3,3,0,0,0,0,0,0,30,32,33,34,35,20,0,0,0,0,0,0
1556,6,0,0,0,0,0,0,0,0,0,0,0,74654,0,0,0,0,0,0,0,0,0,0,0
1557,6,0,0,0,0,0,0,0,0,0,0,0,74792,0,0,0,0,0,0,0,0,0,0,0
1558,6,0,0,0,0,0,0,0,0,0,0,0,74774,0,0,0,0,0,0,0,0,0,0,0
1559,7,7,7,6,0,0,0,0,0,0,0,0,48008,47954,48029,75017,0,0,0,0,0,0,0,0
1560,6,6,6,0,0,0,0,0,0,0,0,0,75061,75067,75068,0,0,0,0,0,0,0,0,0
1561,6,6,6,6,6,0,0,0,0,0,0,0,75069,75071,75072,75082,75076,0,0,0,0,0,0,0
1562,6,6,6,6,0,0,0,0,0,0,0,0,75285,80547,80548,75885,0,0,0,0,0,0,0,0
1563,6,6,6,0,0,0,0,0,0,0,0,0,75452,75453,75454,0,0,0,0,0,0,0,0,0
1567,6,6,0,0,0,0,0,0,0,0,0,0,75734,75737,0,0,0,0,0,0,0,0,0,0
1568,6,0,0,0,0,0,0,0,0,0,0,0,75774,0,0,0,0,0,0,0,0,0,0,0
1569,6,6,0,0,0,0,0,0,0,0,0,0,75830,75869,0,0,0,0,0,0,0,0,0,0
1570,6,0,0,0,0,0,0,0,0,0,0,0,75887,0,0,0,0,0,0,0,0,0,0,0
1571,6,6,6,6,0,0,0,0,0,0,0,0,75911,75912,75933,75941,0,0,0,0,0,0,0,0
1572,7,3,0,0,0,0,0,0,0,0,0,0,46792,8,0,0,0,0,0,0,0,0,0,0
1573,6,6,6,6,6,0,0,0,0,0,0,0,76228,76229,76230,76231,76232,0,0,0,0,0,0,0
1574,6,6,6,6,6,0,0,0,0,0,0,0,76260,76294,76296,76297,76759,0,0,0,0,0,0,0
1575,6,6,6,6,6,0,0,0,0,0,0,0,76589,76590,76591,76592,76759,0,0,0,0,0,0,0
1576,6,6,6,6,6,0,0,0,0,0,0,0,76356,76357,76358,76359,76360,0,0,0,0,0,0,0
1577,6,6,6,6,0,0,0,0,0,0,0,0,76391,76392,76393,76394,0,0,0,0,0,0,0,0
1578,6,6,0,0,0,0,0,0,0,0,0,0,76473,76479,0,0,0,0,0,0,0,0,0,0
1579,6,6,0,0,0,0,0,0,0,0,0,0,76600,76601,0,0,0,0,0,0,0,0,0,0
1580,6,6,0,0,0,0,0,0,0,0,0,0,76754,76769,0,0,0,0,0,0,0,0,0,0
1584,7,7,7,6,0,0,0,0,0,0,0,0,77309,77293,77312,1527,0,0,0,0,0,0,0,0
1585,6,6,0,0,0,0,0,0,0,0,0,0,77323,80254,0,0,0,0,0,0,0,0,0,0
1586,6,6,6,6,0,0,0,0,0,0,0,0,77351,77352,77353,78207,0,0,0,0,0,0,0,0
1587,7,7,0,0,0,0,0,0,0,0,0,0,77363,54670,0,0,0,0,0,0,0,0,0,0
1588,6,0,0,0,0,0,0,0,0,0,0,0,77514,0,0,0,0,0,0,0,0,0,0,0
1590,6,6,6,6,0,0,0,0,0,0,0,0,77759,77698,77772,77768,0,0,0,0,0,0,0,0
1592,6,6,0,0,0,0,0,0,0,0,0,0,77845,77846,0,0,0,0,0,0,0,0,0,0
1594,6,6,0,0,0,0,0,6,0,0,0,0,78258,78994,0,0,0,0,0,0,0,0,0,0
1595,6,6,0,0,0,0,0,6,0,0,0,0,78217,78994,0,0,0,0,0,0,0,0,0,0
1596,6,6,0,0,0,0,0,0,0,0,0,0,78276,78994,0,0,0,0,0,0,0,0,0,0
1597,6,6,0,0,0,0,0,0,0,0,0,0,78304,78994,0,0,0,0,0,0,0,0,0,0
1598,6,6,0,0,0,0,0,0,0,0,0,0,78296,78994,0,0,0,0,0,0,0,0,0,0
1599,6,6,0,0,0,0,0,0,0,0,0,0,78298,78994,0,0,0,0,0,0,0,0,0,0
1600,6,6,0,0,0,0,0,0,0,0,0,0,78260,78994,0,0,0,0,0,0,0,0,0,0
1601,6,6,6,6,6,6,0,0,0,0,0,0,42319,79048,78941,52167,79040,78913,0,0,0,0,0,0
1602,6,0,0,0,0,0,0,0,0,0,0,0,60855,0,0,0,0,0,0,0,0,0,0,0
1607,6,0,0,0,0,0,0,0,0,0,0,0,78959,0,0,0,0,0,0,0,0,0,0,0
1608,6,6,6,6,6,6,0,6,0,0,0,0,78973,78975,79279,79280,79281,79282,0,79276,0,0,0,0
1609,6,6,6,0,0,0,0,6,0,0,0,0,60751,60855,0,0,0,0,0,78913,0,0,0,0
1610,6,6,6,0,0,0,0,6,0,0,0,0,60751,0,0,0,0,0,0,0,0,0,0,0
1611,6,6,6,0,0,0,0,6,0,0,0,0,60751,0,0,0,0,0,0,0,0,0,0,0
1612,6,6,6,0,0,0,0,6,0,0,0,0,60751,0,0,0,0,0,0,0,0,0,0,0
1613,6,6,6,0,0,0,0,6,0,0,0,0,60751,0,0,0,0,0,0,0,0,0,0,0
1614,6,6,6,0,0,0,0,6,0,0,0,0,60751,0,0,0,0,0,0,0,0,0,0,0
1615,6,6,6,6,6,6,0,0,0,0,0,0,78968,78969,78970,78971,78972,78976,0,0,0,0,0,0
1616,6,6,6,0,0,0,0,0,0,0,0,0,79285,79286,79287,0,0,0,0,0,0,0,0,0
1617,6,6,6,0,0,0,0,0,0,0,0,0,79288,79289,79290,0,0,0,0,0,0,0,0,0
1618,6,6,6,0,0,0,0,0,0,0,0,0,79291,79292,79293,0,0,0,0,0,0,0,0,0
1619,6,0,0,0,0,0,0,0,0,0,0,0,79330,0,0,0,0,0,0,0,0,0,0,0
1620,6,0,0,0,0,0,0,0,0,0,0,0,79333,0,0,0,0,0,0,0,0,0,0,0
1621,6,0,0,0,0,0,0,0,0,0,0,0,79334,0,0,0,0,0,0,0,0,0,0,0
1622,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1623,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1624,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1625,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1626,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1627,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1628,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1629,6,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1633,6,6,0,0,0,0,0,0,0,0,0,0,79733,79749,0,0,0,0,0,0,0,0,0,0
1635,6,6,0,0,0,0,0,0,0,0,0,0,79999,80001,0,0,0,0,0,0,0,0,0,0
1636,7,7,7,6,0,0,0,0,0,0,0,0,80189,80190,80267,80188,0,0,0,0,0,0,0,0
1637,6,6,0,0,0,0,0,0,0,0,0,0,80290,80293,0,0,0,0,0,0,0,0,0,0
1638,6,6,0,0,0,0,0,0,0,0,0,0,80410,80413,0,0,0,0,0,0,0,0,0,0
1639,6,6,6,0,0,0,0,0,0,0,0,0,80396,80406,80398,0,0,0,0,0,0,0,0,0
1640,6,0,0,0,0,0,0,0,0,0,0,0,80450,0,0,0,0,0,0,0,0,0,0,0
1642,6,0,0,0,0,0,0,0,0,0,0,0,82842,0,0,0,0,0,0,0,0,0,0,0
1643,6,0,0,0,0,0,0,0,0,0,0,0,82843,0,0,0,0,0,0,0,0,0,0,0
1644,6,0,0,0,0,0,0,0,0,0,0,0,83264,0,0,0,0,0,0,0,0,0,0,0
1645,6,0,0,0,0,0,0,0,0,0,0,0,83397,0,0,0,0,0,0,0,0,0,0,0
1646,6,6,6,0,0,0,0,0,0,0,0,0,83530,83522,83760,0,0,0,0,0,0,0,0,0
1647,6,6,0,0,0,0,0,0,0,0,0,0,83684,80413,0,0,0,0,0,0,0,0,0,0
1648,6,6,6,6,6,0,0,0,0,0,0,0,83756,83422,83755,83757,83424,0,0,0,0,0,0,0
