"ID","localizedTextIdNoArgToAll","localizedTextIdNoArgToSelf","NoArgAnim","localizedTextIdArgToAll","localizedTextIdArgToArg","localizedTextIdArgToSelf","ArgAnim","localizedTextIdSelfToAll","localizedTextIdSelfToSelf","SelfAnim","SheathWeapons","TurnToFace","TextReplaceable","ChangesStandState","StandState","localizedTextIdCommand","localizedTextIdNotFoundToAll","localizedTextIdNotFoundToSelf","NotFoundAnim","TextReplaceAnim","modelSequenceIdStandState","visualEffectId","flags","universalCommand00","universalCommand01"
258,0,0,5684,0,0,0,5684,0,0,5684,1,1,0,1,7,0,0,0,5684,5684,5684,0,0,"",""
259,0,0,7593,0,0,0,7593,0,0,7593,1,1,0,1,7,0,0,0,7593,7593,7593,0,0,"",""
260,0,0,7594,0,0,0,7594,0,0,7594,1,1,0,1,7,0,0,0,7594,7594,7594,0,0,"",""
261,0,0,7595,0,0,0,7595,0,0,7595,1,1,0,1,7,0,0,0,7595,7595,7595,0,0,"",""
262,0,0,1072,0,0,0,1072,0,0,1072,1,1,0,1,7,0,0,0,1072,1072,1072,0,0,"",""
263,0,0,7592,0,0,0,7592,0,0,7592,1,1,0,1,7,0,0,0,7592,7592,7592,0,0,"",""
264,0,0,1516,0,0,0,1516,0,0,1516,1,1,0,1,7,0,0,0,1516,1516,1516,0,0,"",""
265,0,0,1515,0,0,0,1515,0,0,1515,1,1,0,1,7,0,0,0,1515,1515,1515,0,0,"",""
266,0,0,7183,0,0,0,7183,0,0,7183,0,1,0,1,7,0,0,0,7183,7183,7183,0,0,"",""
267,0,0,1579,0,0,0,1579,0,0,1579,1,1,0,1,7,0,0,0,1579,1579,1579,0,0,"",""
268,0,0,161,0,0,0,161,0,0,161,1,1,0,1,7,0,0,0,161,161,161,0,0,"",""
269,0,0,1141,0,0,0,1141,0,0,1141,1,1,0,1,7,0,0,0,1141,1141,1141,0,0,"",""
270,0,0,1323,0,0,0,1323,0,0,1323,1,1,0,1,7,0,0,0,1323,1323,1323,0,0,"",""
271,0,0,5746,0,0,0,5746,0,0,5746,0,1,0,1,7,0,0,0,5746,5746,5746,0,0,"",""
272,0,0,1648,0,0,0,1648,0,0,1648,0,1,0,1,7,0,0,0,1648,1648,1648,0,0,"",""
273,0,0,554,0,0,0,554,0,0,554,0,1,0,1,7,0,0,0,554,554,554,0,0,"",""
274,0,0,882,0,0,0,882,0,0,882,0,1,0,1,7,0,0,0,882,882,882,0,0,"",""
275,0,0,1692,0,0,0,1692,0,0,1692,0,0,0,0,7,0,0,0,1692,0,1692,0,0,"",""
276,0,0,1334,0,0,0,1334,0,0,1334,0,1,0,1,7,0,0,0,1334,1334,1334,0,0,"",""
277,0,0,1474,0,0,0,1474,0,0,1474,1,1,1,1,7,0,0,0,1474,1474,1474,27130,0,"",""
278,0,0,1664,0,0,0,1664,0,0,1664,1,1,0,1,7,0,0,0,1664,1664,1664,0,0,"",""
279,0,0,2027,0,0,0,2027,0,0,2027,1,1,0,1,7,0,0,0,2027,2027,2027,0,0,"",""
280,0,0,887,0,0,0,887,0,0,887,0,1,0,1,7,0,0,0,887,887,887,0,0,"",""
281,0,0,7598,0,0,0,7598,0,0,7598,1,0,0,1,7,0,0,0,7598,7598,7598,0,0,"",""
282,484509,484510,1618,484511,484512,484513,1618,484514,484515,1618,1,1,1,1,0,484508,484516,484517,1618,1618,0,0,0,"clap",""
283,484519,484520,0,484521,484522,484523,0,484524,484525,0,0,0,1,0,0,484518,484526,484527,0,0,0,0,0,"smile",""
284,484530,484531,1616,484532,484533,484534,1616,484535,484536,1616,1,1,1,1,0,484529,484537,484538,1616,1616,0,0,0,"",""
285,0,0,1666,0,0,0,1666,0,0,1666,1,1,0,1,7,0,0,0,1666,1666,1666,0,0,"",""
286,0,0,1670,0,0,0,1670,0,0,1670,1,1,0,1,7,0,0,0,1670,1670,1670,0,0,"",""
287,0,0,959,0,0,0,959,0,0,959,1,1,0,1,7,0,0,0,959,959,959,0,0,"",""
288,0,0,7703,0,0,0,7703,0,0,7703,1,1,0,1,7,0,0,0,7703,7703,7703,0,0,"",""
289,0,0,7707,0,0,0,7707,0,0,7707,1,1,0,1,7,0,0,0,7707,7707,7707,0,0,"",""
290,0,0,7724,0,0,0,7724,0,0,7724,1,1,0,1,7,0,0,0,7724,7724,7724,0,0,"",""
291,0,0,7723,0,0,0,7723,0,0,7723,1,1,0,1,7,0,0,0,7723,7723,7723,0,0,"",""
292,511353,511354,5544,511355,511359,511357,5544,511360,511361,5544,1,1,0,1,7,511352,511362,511358,5544,5544,5544,0,0,"crying",""
293,0,0,472,0,0,0,472,0,0,472,1,1,0,1,7,0,0,0,472,472,472,30431,0,"",""
294,0,0,889,0,0,0,889,0,0,889,1,1,0,1,7,0,0,0,889,889,889,0,0,"",""
296,525887,525888,1616,525889,525890,525891,1616,525892,525893,1616,1,1,1,1,0,525886,525894,525895,1616,1616,0,0,0,"nod",""
297,525904,525905,7755,525906,525907,525908,7755,525909,525910,7755,1,1,1,1,7,525903,525911,525912,7755,7755,7755,0,0,"dance2",""
298,525920,525921,0,525922,525923,525924,0,525925,525926,0,0,1,0,0,7,525919,525927,525928,0,0,0,0,0,"amazed",""
299,525930,525931,0,525932,525933,525934,0,525935,525936,0,0,1,0,0,7,525929,525937,525938,0,0,0,0,0,"angry",""
300,525940,525941,0,525942,525943,525944,0,525945,525946,0,0,1,0,0,7,525939,525947,525948,0,0,0,0,0,"fume",""
301,525951,525952,0,525953,525954,525955,0,525956,525957,0,0,1,0,0,7,525950,525958,525959,0,0,0,0,0,"blush",""
302,525961,525962,0,525963,525964,525965,0,525966,525967,0,0,1,0,0,7,525960,525968,525969,0,0,0,0,0,"comfort",""
303,525974,525975,0,525976,525977,525978,0,525979,525980,0,0,1,0,0,7,525973,525981,525982,0,0,0,0,0,"disgusted",""
304,525985,525986,0,525987,525988,525989,0,525990,525991,0,0,1,0,0,7,525984,525992,525993,0,0,0,0,0,"doubt",""
305,525996,525997,0,525998,525999,526000,0,526001,526002,0,0,1,0,0,7,525995,526003,526004,0,0,0,0,0,"doze",""
306,526009,526010,1637,526011,526012,526013,1637,526014,526015,1637,1,1,1,0,0,526008,526016,526017,1637,1637,1637,0,0,"farewell",""
307,526026,526027,1637,526028,526029,526030,1637,526031,526032,1637,1,1,1,1,0,526025,526033,526034,1637,1637,0,0,0,"bye",""
308,526036,526037,1637,526038,526039,526040,1637,526041,526042,1637,1,1,1,1,0,526035,526043,526044,1637,1637,0,0,0,"goodbye",""
309,526046,526047,0,526048,526049,526050,0,526051,526052,0,0,1,0,0,7,526045,526053,526054,0,0,0,0,0,"grin",""
310,526056,526057,0,526058,526059,526060,0,526061,526062,0,0,1,0,0,7,526055,526063,526064,0,0,0,0,0,"huh",""
311,526068,526069,0,526070,526071,526072,0,526073,526074,0,0,1,0,0,7,526067,526075,526076,0,0,0,0,0,"confused",""
312,526084,526085,1621,526086,526087,526088,1621,526089,526090,1621,1,1,1,1,0,526083,526091,526092,1621,1621,0,0,0,"hurray",""
313,526097,526098,0,526099,526100,526101,0,526102,526103,0,0,1,0,0,7,526096,526104,526105,0,0,0,0,0,"joy",""
314,526108,526109,0,526110,526111,526112,0,526113,526114,0,0,1,0,0,7,526107,526115,526116,0,0,0,0,0,"panic",""
315,526119,526120,0,526121,526122,526123,0,526124,526125,0,0,1,0,0,7,526118,526126,526127,0,0,0,0,0,"poke",""
316,526129,526130,0,526131,526132,526133,0,526134,526135,0,0,1,0,0,7,526128,526136,526137,0,0,0,0,0,"praise",""
317,526140,526141,0,526142,526143,526144,0,526145,526146,0,0,1,0,0,7,526139,526147,526148,0,0,0,0,0,"psych",""
318,526151,526152,0,526153,526154,526155,0,526156,526157,0,0,1,0,0,7,526150,526158,526159,0,0,0,0,0,"shocked",""
319,526165,526166,0,526167,526168,526169,0,526170,526171,0,0,1,0,0,7,526164,526172,526173,0,0,0,0,0,"slap",""
320,526176,526177,0,526178,526179,526180,0,526181,526182,0,0,1,0,0,7,526175,526183,526184,0,0,0,0,0,"stagger",""
321,526190,526191,0,526192,526193,526194,0,526195,526196,0,0,1,0,0,7,526189,526197,526198,0,0,0,0,0,"stare",""
322,526200,526201,0,526202,526203,526204,0,526205,526206,0,0,1,0,0,7,526199,526207,526208,0,0,0,0,0,"sulk",""
323,526212,526213,0,526214,526215,526216,0,526217,526218,0,0,1,0,0,7,526211,526219,526220,0,0,0,0,0,"surprised",""
324,526222,526223,0,526224,526225,526226,0,526227,526228,0,0,1,0,0,7,526221,526229,526230,0,0,0,0,0,"think",""
325,526233,526234,698,526235,526236,526237,698,526238,526239,698,0,1,0,0,7,526232,526240,526241,698,0,0,0,0,"toss",""
326,526245,526246,0,526247,526248,526249,0,526250,526251,0,0,1,0,0,7,526244,526252,526253,0,0,0,0,0,"upset",""
327,526256,526257,0,526258,526259,526260,0,526261,526262,0,0,1,0,0,7,526255,526263,526264,0,0,0,0,0,"welcome",""
328,526273,526274,0,526275,526276,526277,0,526278,526279,0,0,1,0,0,7,526272,526280,526281,0,0,0,0,0,"agree",""
329,526284,526285,0,526286,526287,526288,0,526289,526290,0,0,1,0,0,7,526283,526291,526292,0,0,0,0,0,"blood",""
330,526294,526295,0,526296,526297,526298,0,526299,526300,0,0,1,0,0,7,526293,526301,526302,0,0,0,0,0,"bleed",""
331,526305,526306,0,526307,526308,526309,0,526310,526311,0,0,1,0,0,7,526304,526312,526313,0,0,0,0,0,"blink",""
332,526316,526317,0,526318,526319,526320,0,526321,526322,0,0,1,0,0,7,526315,526323,526324,0,0,0,0,0,"kiss",""
333,526326,526327,0,526328,526329,526330,0,526331,526332,0,0,1,0,0,7,526325,526333,526334,0,0,0,0,0,"blow",""
334,526337,526338,0,526339,526340,526341,0,526342,526343,0,0,1,0,0,7,526336,526344,526345,0,0,0,0,0,"hug",""
335,526348,526349,0,526350,526351,526352,0,526353,526354,0,0,1,0,0,7,526347,526355,526356,0,0,0,0,0,"bored",""
336,526361,526362,0,526363,526364,526365,0,526366,526367,0,0,1,0,0,7,526360,526368,526369,0,0,0,0,0,"bonk",""
337,526372,526373,0,526374,526375,526376,0,526377,526378,0,0,1,0,0,7,526371,526379,526380,0,0,0,0,0,"drool",""
338,526388,526389,0,526390,526391,526392,0,526393,526394,0,0,1,0,0,7,526387,526395,526396,0,0,0,0,0,"facepalm",""
339,526400,526401,5555,526402,526403,526404,5555,526405,526406,5555,1,1,1,1,7,526399,526407,526408,5555,5555,5555,0,0,"fear",""
340,526414,526415,0,526416,526417,526418,0,526419,526420,0,0,1,0,0,7,526413,526421,526422,0,0,0,0,0,"flirt",""
341,526424,526425,0,526426,526427,526428,0,526429,526430,0,0,1,0,0,7,526423,526431,526432,0,0,0,0,0,"gasp",""
342,526441,526442,0,526443,526444,526445,0,526446,526447,0,0,1,0,0,7,526440,526448,526449,0,0,0,0,0,"lick",""
343,526452,526453,0,526454,526455,526456,0,526457,526458,0,0,1,0,0,7,526451,526459,526460,0,0,0,0,0,"love",""
344,526464,526465,0,526466,526467,526468,0,526469,526470,0,0,1,0,0,7,526463,526471,526472,0,0,0,0,0,"pat",""
345,526474,526475,0,526476,526477,526478,0,526479,526480,0,0,1,0,0,7,526473,526481,526482,0,0,0,0,0,"roar",""
346,526486,526487,0,526488,526489,526490,0,526491,526492,0,0,1,0,0,7,526485,526493,526494,0,0,0,0,0,"shoo",""
347,526499,526500,0,526501,526502,526503,0,526504,526505,0,0,1,0,0,7,526498,526506,526507,0,0,0,0,0,"thank",""
348,526509,526510,0,526511,526512,526513,0,526514,526515,0,0,1,0,0,7,526508,526516,526517,0,0,0,0,0,"thanks",""
349,526519,526520,0,526521,526522,526523,0,526524,526525,0,0,1,0,0,7,526518,526526,526527,0,0,0,0,0,"wink",""
350,526529,526530,0,526531,526532,526533,0,526534,526535,0,0,1,0,0,7,526528,526536,526537,0,0,0,0,0,"yawn",""
351,526542,526543,0,526544,526545,526546,0,526547,526548,0,0,1,0,0,7,526541,526549,526550,0,0,0,0,0,"yw",""
352,0,0,1517,0,0,0,1517,0,0,1517,1,1,0,1,7,0,0,0,1517,1517,1517,0,0,"",""
353,0,0,773,0,0,0,773,0,0,773,1,1,0,0,0,0,0,0,773,0,0,0,0,"",""
354,0,0,689,0,0,0,689,0,0,689,1,1,0,0,0,0,0,0,689,0,0,0,0,"",""
355,0,0,6008,0,0,0,6008,0,0,6008,0,1,0,1,7,0,0,0,6008,6008,6008,0,0,"",""
356,0,0,1646,0,0,0,1646,0,0,1646,1,1,0,1,7,0,0,0,1646,1646,1646,0,0,"",""
358,0,0,2028,0,0,0,2028,0,0,2028,1,1,0,1,7,0,0,0,2028,2028,2028,0,0,"",""
359,0,0,1918,0,0,0,1918,0,0,1918,0,1,0,1,7,0,0,0,1918,1918,1918,0,0,"",""
360,0,0,3377,0,0,0,3377,0,0,3377,0,1,0,1,7,0,0,0,3377,3377,3377,0,0,"",""
361,0,0,874,0,0,0,874,0,0,874,1,1,0,1,7,0,0,0,874,874,874,0,0,"",""
362,566885,566886,7749,566887,566888,566889,7749,566890,566891,7749,1,1,1,1,7,566884,566892,566893,7749,7749,7749,0,0,"dance1",""
363,0,0,1118,0,0,0,1118,0,0,1118,0,0,0,1,7,0,0,0,1118,0,1118,0,0,"",""
364,0,0,7749,0,0,0,7749,0,0,7749,0,0,0,1,7,0,0,0,7749,0,7749,0,0,"",""
365,0,0,7755,0,0,0,7755,0,0,7755,0,0,0,1,7,0,0,0,7755,0,7755,0,0,"",""
366,0,0,7703,0,0,0,7703,0,0,7703,1,0,0,1,7,0,0,0,7703,7703,7703,0,1,"",""
367,0,0,7704,0,0,0,7704,0,0,7704,1,0,0,1,7,0,0,0,7704,7704,7704,0,1,"",""
368,0,0,7705,0,0,0,7705,0,0,7705,1,0,0,1,7,0,0,0,7705,7705,7705,0,1,"",""
369,0,0,7707,0,0,0,7707,0,0,7707,1,0,0,1,7,0,0,0,7707,7707,7707,0,1,"",""
370,0,0,7706,0,0,0,7706,0,0,7706,1,0,0,1,7,0,0,0,7706,7706,7706,0,1,"",""
371,0,0,4982,0,0,0,4982,0,0,4982,0,1,0,1,7,0,0,0,4982,4982,4982,0,0,"",""
375,0,0,1618,0,0,0,1618,0,0,1618,1,0,0,1,7,0,0,0,1618,1618,1618,0,0,"",""
377,592623,592624,7784,592628,592629,592630,7784,592631,592632,7784,1,0,1,1,0,585340,592633,592634,7784,7784,7784,39627,0,"strain",""
379,0,0,1494,0,0,0,1494,0,0,1494,0,1,0,1,7,0,0,0,1494,1494,1494,0,0,"",""
380,0,0,1839,0,0,0,1839,0,0,1839,1,1,0,1,7,0,0,0,1839,1839,1839,11448,0,"",""
381,0,0,1840,0,0,0,1840,0,0,1840,1,1,0,1,7,0,0,0,1840,1840,1840,11447,0,"",""
382,627169,627170,0,627171,627172,627173,0,627174,627175,0,0,0,0,0,7,0,627176,627177,0,0,0,0,0,"",""
383,627181,627182,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
384,627192,627193,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
385,627194,627195,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
386,627197,627198,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
387,627199,627200,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
388,627202,627203,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
389,627204,627205,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
390,627206,627207,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
391,627208,627209,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
392,627215,627216,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
393,627219,627220,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
394,627221,627222,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
395,627223,627224,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
396,627225,627226,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
397,627227,627228,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
398,627229,627230,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
399,627231,627232,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
400,627233,627234,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,"",""
401,628041,628042,7793,628043,628044,628045,7793,628046,628047,7793,1,1,1,0,0,628040,628048,628049,7793,7793,0,0,0,"taunt",""
402,629974,629975,7795,629976,629977,629978,7795,629979,629980,7795,1,1,1,0,0,629973,629981,629983,7795,7795,0,0,0,"threaten",""
403,631979,631984,7799,631985,631986,631987,7799,631988,631989,7799,1,0,1,1,0,629994,631990,631991,7799,7799,7799,44637,0,"horror",""
404,638583,638592,7801,638584,638585,638586,7801,638587,638588,7801,1,1,1,1,0,638582,638589,638590,7801,7801,7801,45737,0,"makeitrain",""
405,0,0,950,0,0,0,950,0,0,950,0,1,0,1,7,0,0,0,950,950,950,0,0,"",""
406,0,0,150,0,0,0,150,0,0,150,1,0,0,1,7,0,0,0,150,150,150,46216,0,"",""
407,0,0,150,0,0,0,150,0,0,150,1,0,0,1,7,0,0,0,150,150,150,46268,0,"",""
408,0,0,150,0,0,0,150,0,0,150,1,0,0,1,7,0,0,0,150,150,150,46270,0,"",""
410,0,0,0,0,0,0,0,0,0,0,1,0,0,1,7,0,0,0,0,0,0,46513,0,"",""
411,0,0,1645,0,0,0,1645,0,0,1645,1,1,0,1,7,0,0,0,1645,1645,1645,0,0,"",""
412,0,0,452,0,0,0,452,0,0,452,0,0,0,1,7,0,0,0,452,452,452,0,0,"",""
413,0,0,5687,0,0,0,5687,0,0,5687,1,1,0,1,7,0,0,0,5687,5687,5687,0,0,"",""
415,0,0,1528,0,0,0,1528,0,0,1528,1,1,0,1,7,0,0,0,1528,1528,1528,0,0,"",""
416,0,0,1335,0,0,0,1335,0,0,1335,1,1,0,1,7,0,0,0,1335,1335,1335,0,0,"",""
417,0,0,7368,0,0,0,7368,0,0,7368,1,1,0,1,7,0,0,0,7368,7368,7368,0,0,"",""
419,0,0,7386,0,0,0,7386,0,0,7386,0,1,0,1,7,0,0,0,7386,7386,7386,0,0,"",""
420,0,0,1480,0,0,0,1480,0,0,1480,0,0,0,1,7,0,0,0,1480,0,1480,48681,0,"",""
421,0,0,816,0,0,0,816,0,0,816,0,0,0,1,7,0,0,0,816,0,816,49215,0,"",""
422,0,0,7749,0,0,0,7749,0,0,7749,0,0,0,1,7,0,0,0,7749,0,7749,48681,0,"",""
423,0,0,7755,0,0,0,7755,0,0,7755,0,0,0,1,7,0,0,0,7755,0,7755,48681,0,"",""
424,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,48725,0,"",""
425,0,0,7836,0,0,0,7836,0,0,7836,1,1,0,1,7,0,0,0,7836,7836,7836,0,0,"",""
426,0,0,6008,0,0,0,6008,0,0,6008,0,1,0,1,7,0,0,0,6008,6008,6008,47990,0,"",""
427,0,0,7876,0,0,0,7876,0,0,7876,1,1,0,1,7,0,0,0,7876,7876,7876,0,0,"",""
429,0,0,1155,0,0,0,1155,0,0,1155,0,0,0,1,7,0,0,0,1155,1155,1155,0,0,"",""
430,0,0,885,0,0,0,885,0,0,885,1,1,0,1,7,0,0,0,885,885,885,0,0,"",""
431,0,0,1651,0,0,0,1651,0,0,1651,0,0,0,1,7,0,0,0,1651,1651,1651,0,0,"",""
432,0,0,5692,0,0,0,5692,0,0,5692,0,0,0,1,7,0,0,0,5692,5692,5692,0,0,"",""
