"ID","faction2IdParent","flags","localizedTextIdName","localizedTextIdToolTip","orderIndex","archiveArticleId"
1106,168,0,328754,328755,0,0
1107,356,0,328760,328761,0,0
1108,561,0,344206,0,0,0
1109,171,3,345415,345416,0,0
1110,709,1,346911,346918,0,0
1111,1052,3,348341,348342,0,0
1112,690,0,348589,348590,0,0
1113,418,2,348847,348852,0,0
1114,220,3,352306,352307,0,0
1115,1114,3,352310,352311,0,0
1116,1114,3,352312,352313,0,0
1117,1114,3,352321,352322,0,0
1118,608,0,353340,353341,0,0
1119,168,2,357374,357425,0,0
1120,164,0,358060,358061,0,0
1121,248,0,360367,360368,0,0
1122,164,0,360478,360479,0,0
1123,164,0,360483,360484,0,0
1124,0,0,360487,360488,0,0
1125,1122,0,360496,360497,0,0
1126,1120,0,360534,360535,0,0
1127,1123,0,360550,360551,0,0
1128,218,1,360797,360798,0,0
1129,164,0,364018,0,0,0
1130,656,0,366186,366187,0,0
1131,356,1,369540,369541,0,0
1132,164,3,370472,0,0,0
1133,310,0,370600,370601,0,0
1134,256,0,370613,0,0,0
1135,954,1,375112,0,0,0
1136,1112,0,377013,377017,0,0
1137,220,3,381254,381255,0,0
1138,1137,2,381256,381257,0,0
1139,1137,2,381258,381259,0,0
1140,1137,2,381260,381261,0,0
1141,716,1,382782,0,0,0
1143,233,1,385079,0,0,0
1144,328,0,385852,385853,0,0
1145,288,0,385855,385856,0,0
1146,245,0,388149,388150,0,0
1148,731,0,390180,390181,0,0
1149,518,2,390681,0,0,0
1150,169,2,390689,0,0,0
1151,169,2,390696,0,0,0
1152,169,2,390701,0,0,0
1153,493,0,391629,391630,0,0
1154,185,0,392045,392050,0,0
1155,709,1,393506,393507,0,0
1156,194,1,0,0,0,0
1157,379,1,395101,395108,0,0
1158,379,1,395771,395772,0,0
1159,1124,0,395817,395818,0,0
1160,709,0,395845,395846,0,0
1161,169,2,396194,0,0,0
1162,0,2,396276,396279,0,0
1163,1162,2,396280,396281,0,0
1164,1162,2,396282,396283,0,0
1165,1162,2,396284,396285,0,0
1166,0,0,400015,400016,0,0
1167,233,0,402824,402825,0,0
1168,390,0,402826,402827,0,0
1169,1123,0,402836,402837,0,0
1170,256,3,406105,0,0,0
1171,164,3,411106,0,0,0
1172,164,3,411190,411191,0,0
1173,0,0,413055,413056,0,0
1174,1004,0,417888,417889,0,0
1175,586,0,417891,417892,0,0
1176,168,0,0,0,0,0
1177,171,0,422741,422742,0,0
1178,170,0,422747,422748,0,0
1179,1064,0,426116,426117,0,0
1180,1072,0,426118,426119,0,0
1181,171,0,426371,426372,0,0
1182,168,0,427618,427619,0,0
1183,0,3,429230,429231,0,0
1184,0,1,429421,0,0,0
1185,0,1,429423,0,0,0
1186,188,0,429523,0,0,0
1187,0,3,431591,431592,0,0
1188,327,0,431596,431597,0,0
1189,288,0,431598,431599,0,0
1190,168,3,433565,433566,0,0
1191,1190,0,433567,433568,0,0
1192,1190,2,433578,433579,0,0
1193,1190,2,433583,433584,0,0
1194,1190,2,433587,433588,0,0
1195,869,0,433592,433593,0,0
1196,171,3,435233,0,0,0
1197,168,2,435256,0,0,0
1199,371,0,436771,0,0,0
1200,286,1,440058,0,0,0
1201,189,0,442397,442398,0,0
1204,0,0,443714,443715,0,0
1205,0,0,443753,443754,0,0
1206,328,0,443758,443759,0,0
1207,190,0,443763,443764,0,0
1208,196,0,0,0,0,0
1209,164,3,446950,0,0,0
1210,164,1,447125,447127,0,0
1211,164,0,447138,447139,0,0
1212,168,1,448912,0,0,0
1213,1212,1,448914,0,0,0
1214,1212,1,448924,0,0,0
1215,1212,1,448925,0,0,0
1216,1212,1,448927,0,0,0
1217,1212,1,448938,0,0,0
1218,829,0,448987,448988,0,0
1219,828,0,448989,448990,0,0
1220,833,0,448997,448998,0,0
1221,832,0,448999,449000,0,0
1222,0,0,449348,449349,0,0
1223,164,3,451636,0,0,0
1224,170,0,454682,454683,0,0
1225,0,1,456019,456020,0,0
1226,0,1,456022,456023,0,0
1227,857,0,458235,458236,0,0
1228,709,3,458891,459041,0,0
1229,709,3,458896,0,0,0
1230,0,0,459987,459988,0,0
1231,0,3,460673,460674,0,0
1232,164,1,460939,460940,0,0
1233,977,0,463185,463186,0,0
1234,1327,3,463496,0,0,0
1235,1327,3,463497,0,0,0
1236,170,0,463684,463685,0,0
1237,690,0,466380,466381,0,0
1238,228,0,466589,466590,0,0
1239,562,0,466706,466707,0,0
1240,960,0,466746,466747,0,0
1241,164,2,476789,0,0,0
1242,171,0,476967,476968,0,0
1243,0,1,481495,481496,0,0
1244,0,1,481502,481503,0,0
1245,233,0,483912,483913,0,0
1246,233,0,483914,483915,0,0
1247,256,0,484290,0,0,0
1248,412,0,485932,485933,0,0
1249,170,2,489142,489143,0,0
1250,0,1,491472,491473,0,0
1251,0,1,491474,491475,0,0
1255,561,0,496703,0,0,0
1256,169,0,496747,496748,0,0
1257,255,0,497441,497442,0,0
1259,1072,0,515611,515616,0,0
1260,171,0,515801,515802,0,0
1261,0,1,516038,516041,0,0
1262,1261,0,516045,516046,0,0
1263,1261,0,516047,516048,0,0
1264,310,0,521148,0,0,0
1265,1273,3,526006,526007,0,0
1266,1273,3,526018,526019,0,0
1267,1273,3,526020,526021,0,0
1268,1273,3,526022,526023,0,0
1269,1273,3,526065,526066,0,0
1270,1274,3,526077,526078,0,0
1271,1274,3,526093,526094,0,0
1272,0,3,526162,526163,0,0
1273,1272,3,526185,526186,0,0
1274,1272,3,526187,526188,0,0
1275,537,0,530649,530672,0,0
1276,257,1,530698,530703,0,0
1277,0,0,531772,0,0,0
1278,0,0,533061,533062,0,0
1279,0,0,533070,533071,0,0
1280,974,0,537007,537021,0,0
1281,974,0,537026,537027,0,0
1282,974,0,537032,537033,0,0
1283,971,0,537035,537036,0,0
1284,971,0,537038,537039,0,0
1285,971,0,537040,537041,0,0
1286,1083,0,539241,0,0,0
1287,0,1,539419,539420,0,0
1288,0,0,539421,539422,0,0
1289,552,0,547243,0,0,0
1290,984,0,547333,612123,0,0
1293,0,0,547825,547826,0,0
1294,340,0,548315,0,0,0
1296,1067,0,550886,0,0,0
1297,978,0,550887,0,0,0
1298,1115,0,552057,552058,0,0
1299,0,6,553109,553110,2,0
1300,1299,0,553113,0,0,0
1301,1299,0,553114,0,0,0
1302,869,0,553332,0,0,0
1303,0,0,555355,0,0,0
1304,1067,1,560644,0,0,0
1305,0,1,565852,0,0,0
1306,961,0,566949,566950,0,0
1307,0,3,568233,568234,1,0
1308,168,3,569014,569015,0,0
1309,1308,3,569017,569018,0,0
1310,1308,3,569023,569024,0,0
1311,1308,3,569026,569027,0,0
1312,232,0,569762,0,0,0
1313,232,0,569763,0,0,0
1314,0,0,570834,570835,0,0
1317,0,4,571126,0,0,0
1318,1317,1,571127,0,0,0
1319,1317,0,571128,0,0,0
1320,1317,0,571134,0,0,0
1321,1317,0,571135,0,0,0
1322,164,3,577414,577415,0,0
1323,984,0,578385,578387,0,0
1324,218,1,580106,580652,0,0
1327,164,3,580415,0,0,0
1328,1324,1,582309,0,0,0
1329,0,3,585888,585890,0,0
1330,0,0,585891,0,0,0
1331,1318,1,586508,586509,0,0
1332,1318,0,586833,586834,0,0
1333,168,0,589338,589339,0,0
1334,168,0,590988,590989,0,0
1335,0,1,591756,591757,0,0
1336,717,0,595605,595606,0,0
1337,719,0,595608,595609,0,0
1338,1318,0,595979,595980,0,0
1339,1318,0,595987,595988,0,0
1340,1067,0,608769,608770,0,0
1341,974,0,613699,613701,0,0
1342,971,0,613702,613703,0,0
1343,168,0,614671,614672,0,0
1344,168,0,614674,614675,0,0
1345,168,0,614992,614993,0,0
1346,0,0,617127,617128,0,0
1347,0,0,617129,617130,0,0
1348,974,0,618684,618685,0,0
1349,971,0,618686,618687,0,0
1350,1333,3,621883,0,0,0
1351,164,0,622095,622096,0,0
1352,171,3,622353,0,0,0
1353,170,3,622481,0,0,0
1354,164,0,628007,628008,0,0
1355,164,0,628093,628094,0,0
1356,164,0,628251,628252,0,0
1357,168,0,628838,628839,0,0
1358,1067,0,628848,628849,0,0
1360,974,0,629721,0,0,0
1361,971,0,629740,0,0,0
1362,267,2,630530,0,0,0
1363,288,0,631167,631168,0,0
1364,169,0,631244,631245,0,0
1365,233,0,631246,631247,0,0
1367,0,6,631434,631435,2,0
1368,1367,0,631959,631960,0,0
1370,1083,3,632513,632514,0,0
1371,232,0,637996,637997,0,0
1372,171,0,639803,639804,0,0
1373,287,0,640128,640129,0,0
1374,562,0,640145,640146,0,0
1375,966,0,640185,640186,0,0
1376,966,0,640187,640188,0,0
1377,164,0,640352,640353,0,0
1378,390,0,640553,640554,0,0
1379,0,3,640708,0,0,0
1380,717,0,640842,640843,0,0
1381,717,0,640855,640856,0,0
1382,717,0,640859,640860,0,0
1383,170,0,640928,640929,0,0
1384,1083,1,641835,0,0,0
1385,1083,0,641836,0,0,0
1386,219,3,651172,0,0,0
1387,1327,3,652090,0,0,0
1388,1355,0,672311,672312,0,0
1393,819,0,678548,678549,0,0
1396,974,0,682963,682965,0,0
1397,971,0,682967,682968,0,0
1398,219,0,683654,683655,0,0
1399,248,0,685525,0,0,0
1400,258,1,686121,0,0,0
1401,196,1,686162,0,0,0
1402,494,1,686163,0,0,0
1404,611,0,686394,686395,0,0
1405,618,0,686420,686421,0,0
1407,394,0,686424,686425,0,0
1408,347,0,686430,686431,0,0
1409,512,0,686714,686715,0,0
1410,196,0,686729,686730,0,0
1411,621,0,686791,686792,0,0
1412,164,2,687776,687777,0,0
1413,1412,2,687778,687779,0,0
1414,1412,2,687780,687781,0,0
1415,691,3,688040,688041,0,0
1416,323,3,688042,688043,0,0
1417,195,0,688045,688046,0,0
1418,1026,3,688047,688048,0,0
1419,192,2,689082,689083,0,0
1420,348,2,689084,0,0,0
1421,310,2,689085,689086,0,0
1422,375,2,689087,689088,0,0
1423,829,2,689090,689091,0,0
1424,574,2,689092,689093,0,0
1425,189,2,689095,689096,0,0
1426,505,2,689097,689098,0,0
1427,319,2,689099,689100,0,0
1428,298,2,689102,689103,0,0
1429,537,2,689104,689105,0,0
1430,545,2,689106,689107,0,0
1431,1067,2,689109,689110,0,0
1432,299,2,689111,689112,0,0
1433,306,2,689117,689118,0,0
1434,546,2,691754,691755,0,0
1435,171,0,699679,699680,0,0
1436,170,0,699694,699695,0,0
1437,506,0,740765,740766,0,0
1438,1436,0,740814,740815,0,0
1439,1435,0,740878,740879,0,0
1440,1351,0,749131,0,0,0
1441,164,1,749757,749758,0,0
1442,164,1,754070,754071,0,0
1443,0,0,0,0,0,0
1444,0,0,0,0,0,0
1449,170,3,759367,0,0,0
1450,171,3,759368,0,0,0
1451,171,0,759374,0,0,0
1452,170,0,759375,0,0,0
1453,1299,16,761354,0,0,0
1454,1458,0,761356,0,0,0
1455,1458,0,761357,0,0,0
1456,1458,0,761358,0,0,0
1457,1458,0,761368,0,0,0
1458,218,1,761422,0,0,0
1459,1458,0,761466,0,0,0
1460,1351,0,766674,0,0,0
