"ID","description","prerequisiteId"
692,"Esper Pet Shader",0
694,"PowerUp_02_GRN (Base) [Infinite] (With Sound)",0
695,"Mysterious Stone Head - Visuals",0
696,"Q5914 - Venator Hologram Base - Medium (Infinite)",0
697,"Animal Skulls - Snap 1-4 - Draken Totem",0
699,"Auroria - Skeech Riding Yeti",0
700,"Skug Burrowed",0
701,"Sparking Broken Dominion Spiderbot",0
702,"Halon Ring - Tract 1 - Zombie Marauder Effects",0
703,"Q6250 - Cosmotail Floater",0
704,"Farside - Q6180 - Enemy ship FX - JBN",0
705,"Q6151 - Hologram Life - Farside Tract 2.2 - BB4",0
706,"Hologram",0
707,"Detonator_InvisUnit_FX",0
708,"Everpool Water",0
709,"Q6296 Default Wound - Action set",0
710,"Q6150 - Hologram Shader - Farside Tract 2.2 - BB4",0
711,"Everstar - Red Eyes Small - Dagun",0
712,"Q6211 - Poison Exhaust Clouds",0
713,"Q6346_ChuaCam",0
714,"Q 6339 - Antidote of Faith birth effect Wilderrun",0
715,"Kelzo Widget 1 - Sword",0
716,"Kelzo Widget 2 - Shield",0
717,"Kelzo Widget 3 - Datachron",0
718,"Settler Pheromone Sprays FX",0
719,"Mine Activated - Farside - T2e1 - Q6178 - JBN",0
720,"Sleep OnBirth and OnUnware - TWH",0
721,"Farside - Ship birth - Q6181 - JBN",0
722,"Ghost",0
723,"Permanent Blue Tech Squares",0
725,"Q6355 - CastPose",0
726,"Q6355 - GroundSummonEffect",0
727,"Flame Activated - Farside - T2e1 - Q6178 - JBN",0
728,"Flames Activated - Farside - T2e1 - Q6178 - JBN",0
729,"Q6272 Corrigan Sit",0
730,"M1521 - Permanent Holographic Shader - All States",0
731,"Tamolo - Caster - Spawn Effect",0
732,"Q6404_DustEffects",0
733,"Tradeskill Hub Operator Hologram",0
734,"Hoverhog - Blue Visual",0
735,"Hoverhog - Yellow Visual",0
736,"Hoverhog - Green Visual",0
737,"Hoverhog - Red Visual",0
738,"Q6412 - Splorg Antibody sparking potion. ",0
739,"",0
740,"Whitevale - Q3577 - bugged pumera",0
741,"Whitevale - Q3577 - bugged jabbit",0
742,"Whitevale - Q3577 - bugged razortail",0
743,"Q6412 - Bleeding Eyes - Wilderrun",0
744,"Q6412 - Sick Alchemist",0
745,"",0
746,"Farside - M1535 - Scientist Scan",0
747,"M1553 - Canimid Burrower",0
748,"AP_State0_State1 [0s]",0
749,"Levian Bay - Malfunction Scout Drone PFX",0
750,"Q6427_Grn_TeleEffect",0
751,"Q6307 - Burning Livingroot Keepers",0
752,"relic fragment - twh",0
754,"Harvesting - Farming - Overgrown Plant (Small)",0
755,"e166 - Ghost Shader - Torine Sanctuary",0
756,"M1557 - Hologram oncreate",0
757,"Harvesting - Farming - Regrowth",0
759,"Q5917 Upside Down Chua",0
760,"Q6245 - contraband cleanup - TWH",0
761,"M1578 - Prisoner Kneel Infinite",0
762,"Everstar Grove - Butterfly ",0
763,"M1582 - Smoke States (Active and Complete)",0
764,"spawns 1 - Auroria T3 Windfall Quarry - JAP",0
765,"Auroria - Defender Clones - Battlefield ",0
766,"M1582 - Toxic Vent States",0
767,"Q6207 - invisible creature - TWH",0
768,"Everstar - Livingroot Keeper - Growth",0
769,"AP_State2_Idle [Infinite] + Flux Teleport Cloud",0
770,"terminite dew - TWH",0
772,"M1623 Hologram Shader - Training Holdout",0
773,"M1623 Hologram Shader - Holographic Drop Pod",0
774,"Everstar Grove - Default Cast Loop",0
775,"Farside - Q6181 - Crashed Ship",0
776,"Q6485 - Hologram Effect",0
777,"Everstar Grove - T2 - m1528 - Flame Barrel FX",0
779,"Auroria - SummonedHorror - Incomplete - Stand",0
780,"Auroria - Summoned Detonators - Incomplete",0
781,"Makaza Lady rt sit - Deradune - Tract 1",0
782,"Makaza Lady lt sit - Deradune - Tract 1",0
783,"Makaza Lady Stand rt - Deradune - Tract 1",0
784,"Makaza Lady Stand lt - Deradune - Tract 1",0
785,"Bloodshaman Initiate - Deradune - Tract 1",0
787,"Q6397_ChuaDrillBirth",0
788,"Q6485 - Fire Effect",0
789,"Q6355_SummonerParticleEffects_CastPose",0
790,"Default_KnockDownToBack_Loop_Ground",0
791,"Q6274 Mordechai Redmoon",0
792,"SkeechSummoner- Large Sigil ",0
793,"Infector Embryo - Spawn Anim",0
794,"Nanudans Bot",0
795,"Generic Kneel Emote [Infinite]",0
796,"Levian Bay - Q5857 - Power Core Shock_OT",0
797,"Auroria - Dracus - DetonatorChallenge_ORIGINAL",0
798,"M1675 - Farside - T2 - Lovestruck Orbitog - ALT",0
799,"Generic - Blue Lightning/Elec Arc Infuse_TriShock",0
800,"Lopp Celebration - Halon Ring - Tract 1",0
801,"Lopp Fireworks - Halon Ring - Tract 1 - JGP",0
802,"Lopp Celebration 1 - Halon Ring - Tract 1",0
803,"Lopp Celebration 2 - Halon Ring - Tract 1",0
804,"Lopp Fireworks 2 - Halon Ring - Tract 1 - JGP",0
805,"Lopp Fireworks bl - Halon Ring - Tract 1 - JGP",0
806,"Lopp Fireworks gr - Halon Ring - Tract 1 - JGP",0
807,"Lopp Fireworks gr - Halon Ring - Tract 1 - JGP",0
808,"Celebrating Lopp - Halon Ring - Tract 1",0
809,"Swarm_Vortex_GRN (Base) [Infinite] Any",0
810,"Far Out Splorg - Halon ring - Tract 1 - JGP",0
811,"",0
812,"[Combat] Halon Ring Priestess Skeleton Summon",0
813,"Death to Jump OnCreate",0
814,"M1555 - Meteorite - Halon Ring - Tract 1",0
815,"Everstar - Mystpaw Dagun - Attack Actions",0
816,"deactivated freebot - TWH",0
817,"relic complete - twh",0
818,"Lopp Fireworks BIG - Halon Ring - Tract 1 - JGP",0
819,"Bone pile Smoke [Infinite]",0
820,"Q6181 - Vignette",0
821,"Gorgonoth Birth",0
822,"Burrow_Dig_2mR_DRT.m3 (Base) [Inf] (PE185 Tinted)",0
823,"Q6331 - noxious queen - TWH",0
824,"Everstar Grove - Mystwing Ravenok Attacks",0
825,"Test - CLD",0
826,"Q6301 - Everstar Grove - Swirling_pedals_grn",0
827,"Road Flare - Ellevar Adventure",0
828,"Everstar Grove - Scorched Tree - Fire FX",0
829,"Everstar Grove - Life Energy",0
830,"Chat Bubble",0
831,"Q6301 Obj 0- Everstar Grove - Swirling_pedals_grn",0
832,"Q6281 Cauldron Red",0
833,"Laveka Ritual Effect",0
834,"Bugs_InfectedParasite_BLK (Base) [Infinite]",0
835,"Q6388_BlackheartPrisoner",0
836,"Toxic Residue - Whitevale Tract 1 - JBN",0
838,"CH422 - Destination Aura - Halon Ring - Tract 1",0
842,"Everstar Grove - Bee Swarm - M1527",0
843,"Skug Queen Unburrow Birth",0
844,"Halon Ring - Jelibolli - Glow",0
845,"Farside - Target Dummy Explosion",0
847,"Q5604 - Burn effect",0
848,"Everstar Grove - Everstar Buzzbing Pollen",0
849,"Farside - Loftited Asteroid FX",0
850,"Everstar Dawngrazer - Dots Spray up",0
851,"Q5596 - Corpse Effects ",0
852,"Ellevar Ikthian Ship Death FX",0
853,"Poisoned_Pell",0
855,"3D_Butterfly_Esper_01_YLW.m3 (Base) [Infinite]",0
857,"Revenroot - Celestion - Tract 1 - JGP",0
858,"Blood Root - Celestion - Tract 1 - JGP",0
860,"Ellevar Ikthian Ship Collision with Avenger",0
862,"Datachron Head",0
863,"Blood Decal - On Birth",0
864,"Auroria - Osun Initiate Swipe Attack",0
866,"Emberwood Fire - Celestion - Tract 1",0
867,"Q6589 - Stormseeker High-Shaman",0
868,"Q6589 - Vanish",0
869,"Laveka Sigil visual effect",0
871,"perched bird - twh",0
872,"Voreth Occultists_CastPose",0
873,"e395 - Hologram Effect - Datascape",0
874,"e396 - Hologram Effect - Datascape",0
875,"e397- Hologram Effect - Datascape",0
877,"Rvaz - Test",0
885,"Drunk_01_YLW (Head) [Infinite] (Any)",0
886,"Voreth Captive - Auroria Public Event",0
887,"Q3167 - Waypoint Marker - JJ",0
889,"Face_Dual_PPL (Name) [Infinite] (No Combat)",0
890,"Rally Point - Galeras Adventure",0
891,"Bubbles_Alien_GRN (Base) [Infinite]",0
892,"q6720 - gl-04 auto turret - twh",0
895,"Q3163 - Makaza Sit - JJ",0
896,"Q6485 Fire Loop Sound",0
897,"Q3170 - Kezzia Wounded - JJ",0
898,"Deadwind Moodie - Khurhak Vignette",0
899,"Caravan Kurg - Deradune - Flavor NPC",0
900,"Windfall Digsite Unstable Probe",0
901,"Q6628 - Glowing Mosstone - Celestion - Tract 1",0
902,"Auroria PubEvent - Toric - IconAboveHisHead",0
904,"Lex Teleport",0
905,"OT_Ghost_WTE and OT_GhostField_BLU [Infinite] ANY",0
906,"Blood_Splatter_Decal_01 (Base) [Infinite]",0
907,"M1709 Steam State (infinite)",0
908,"Generic Ring_Radar_8m_RED [Infinite] (Small)",0
909,"[SETTLER T1] Buff_Attributes_OT_GRN",0
910,"[SETTLER T2] Buff_Attributes_OT_GRN",0
911,"[SETTLER T3] Buff_Attributes_OT_GRN",0
912,"Exile Ark Ship Tutorial - Sparking Wire",0
913,"Exile Ark Ship Tutorial - Frozen and Dead 2",0
914,"Exile Ark Ship Tutorial - Frozen and Dead 4",0
915,"Wildfall Archivist Visual Indicator Effect",11070
916,"Exile Ark Ship Tutorial - Sick vomit and stand",0
917,"Poisoned",0
918,"e388 - Avatus cast anim - Datascape",0
919,"M1710 Flickering Primal Ember State",0
920,"M1710 Primal Fire Buff State",0
921,"M1710 Primal Fire Buff State (High)",0
922,"Q6655 - Sick Radiant Guards",11100
923,"Q6668 Moodie Death",0
924,"Q6625 Bush",0
925,"Oxian Hologram",0
926,"Smoke_Chimney (Smoke Sound) Q6599 KLW",0
933,"Q6625 Ambusher",0
934,"M1710 Tower Torch State",0
935,"Ellevar - Trap Engaged - Q6610 - JBN",0
936,"Tank Turrets - Ellevar Adventure",0
938,"M1709 Goal Flag State",0
939,"q6730 - banner flames - twh",0
940,"[SETTLER-T1] Loot Buff",0
941,"Dagun glowing eyes - JAP",0
942,"Exile Ark Ship Tutorial - Carrying Cannister",0
943,"Eldan Glow",0
944,"Ikthian Abduction Beam - Ellevar - T3 - MXP",0
945,"Gronyx - on birth - start burrowed",0
946,"M1717 Zanna Fire Channel",0
947,"M1734 Cart with Unrefined Ore",0
948,"Exile Ark Ship Tutorial - Sprinkler System",0
949,"Q6674 - Critter Smoke",0
950,"Q6618 - Tender Kaiya - Celestion - Tract 1",0
951,"M1734 Blown Up Ore Cart",0
952,"State_Posed and Blood [Infinite]",0
953,"Exile Ark Ship Tutorial - Force Field Projector",0
954,"Splorg Burrow - Halon Ring - Tract 1 (Spawner)",0
956,"M1700 - Abduction Beam",0
957,"Exile Ark Ship Tutorial - Dead Oxian",0
958,"Celestion - Tract 1 - Smoke Hazard",0
959,"M1736 Fire State",0
960,"DominionDestroyer_BootUp_Anims",0
961,"Jim The Butcher - Ellevar Adventure",0
962,"Q6594 - Pearl Ball - Ellevar Tract 1.2 - BB5",0
963,"M1707 Farm Droid Offline",0
964,"M1736 Fire Stream",0
965,"M1736 Fire Zone FX",0
966,"Shadowblade Target",0
967,"M1736 Orbiting Flames Chest",0
968,"Shadowclone - Ellevar Adventure",0
969,"Ellevar - Ch457 - Talkto - JBN",11326
970,"M1719 - Draken Garden Gnome - Hat",0
971,"q6718 - offline bot - twh",0
972,"q6719 - offline titan - twh",0
973,"Generic - Hologram Effect - CHESTCTR - Infinite",0
974,"Aurin Mage - Celestion",0
975,"Osun Monument State - Auroria",0
976,"M1683 Rusty Equipment - Ellevar - T1 - ALT",0
978,"Ellevar - T3 - m1746 - Hoarder Rat Glitter Mouth",11374
979,"Teleport In",0
980,"M1721 - Spooked Dawngrazer - Celestion - T1 - KMS",0
981,"Ellevar Adventure - Nest Fire Small",0
982,"Ellevar Adventure - Nest Fire Line",0
983,"Ellevar Adventure - Nest Fire Smolder",0
985,"Q6623 - Reconstructed Aurin - Celestion - Tract 1",0
986,"Voreth Bone Totem",0
987,"Q6649 Kill Bagum",0
989,"Eye_Single_BLE (No-Cmbt) Eye_Single_RED (In Cmbt)",0
990,"Q6650 Cornelius Visual Indicator Effect",0
991,"Summoned Bonecaller",0
992,"e387 - Earth Room Boulderback - Datascape",0
993,"Snoglug Patrol - Ellevar - Q6794 - JBN",0
994,"OT_WaterSplash.m3 (Base) [Infinite] (Sized Up)",0
995,"Broken Down Bike - Ellevar Adv",0
996,"Esper_Armor_01_YLW",0
997,"Locked Voreth Chest",0
998,"Q6660 Moodie teleport",0
999,"Auroria - Rally Point - Red Aura",0
1000,"Cheese in Trap",0
1001,"Lake Larallen Monster Birth",0
1002,"Auroria_PubEvent_ChainBase_Highlight",0
1003,"Q6576 Obj 1 - Pell Primal Storm Emitter FX - KLW",0
1004,"Ellevar Tract 3 - Mutated Dagun",0
1005,"Ellevar Tract 3 - Mutated Rat",0
1006,"Bugs_Stinky_Lite_01_GRN (Chest) [Infinite]",0
1007,"q6718 - b. i. b. spawn effect - twh",0
1008,"Q4733 - Flak Explosion - Galeras - Tract 4",0
1009,"q6725 - wounded soldier - twh",0
1010,"q6725 - wounded soldier bed - twh",0
1011,"Celestion Tract 1 Arilya Greenmoon",0
1012,"Ikthian Power Core",0
1014,"Q6655 - Sick Radiant Guards",11100
1015,"Q6576 Obj 2 - Pell Primal Storm Emitter FX - KLW",0
1016,"Q6576 Obj 3 - Pell Primal Storm Emitter FX - KLW",0
1017,"Q6576 Obj 4 - Pell Primal Storm Emitter FX - KLW",0
1018,"Q6576 Obj 5 - Pell Primal Storm Emitter FX - KLW",0
1019,"q6730 - voreth wall breaker - twh",0
1020,"Q6628 - Lightkeeper - Celestion - Tract 1",0
1021,"brinlanya moonstone - qxxxx - twh",0
1022,"w1606 - Hull Breach Effects",0
1023,"M1719 - Draken Chamberpot - Celestion - Tract 1",0
1024,"Osun Female Caster - Purple Channel",0
1025,"Osun Kneel (Out of Combat)",0
1026,"w1606 - Puddle Effects",0
1027,"Q6588 - Eldan Artifact Arrow - Ellevar Tract 1.2",0
1028,"Q6601 Q6779 Red Markers",0
1029,"Q6669 - Moodie Dance",0
1030,"AuroriaPubEvent_WarbotDepotFlags_YELLOW_Highlight",0
1031,"Dominion Cannon Glow - While holding Power Core",0
1032,"mining burrow - c490 - twh",0
1034,"Auroria - T4E2 - Forge Thrall Behavior - HCon",0
1035,"Q6819 - Lightkeeper Spirit - Celestion - Tract 1",0
1037,"Ellevar Tract 3 - Q6654 - Flaming Dagun",0
1038,"overgrown grass - q6749 - twh",0
1039,"Northern Wilds - ACT III - Mortar Target Visuals",0
1040,"M1699 3s Lopp Dance",0
1041,"Relic Hunter - Epic Add Teleport In",0
1042,"Wind_AirAnomaly_noColumn.m3 (Base) [Infinite]",0
1043,"Ellevar Green-ish Crystals - KLW",0
1044,"w1606 - Puddle Electric Effect",0
1045,"Water_SprayOut_BLE (Base) [Infinite]",0
1046,"CH488 Smoke State (infinite) - HCon",0
1047,"Q6673 - Air Tank bubbles",0
1049,"e393 - Temp State - Datascape",0
1050,"Gen - Eyes Glow - EyeGlow_RED_Small - JZB Test",0
1051,"Malgrave Adventure - Water Hole",0
1052,"Ellevar - Q6607 - Default birth",0
1053,"Dazeroot Buzzbing - Celestion - Tract 1",0
1055,"Harvesting - Farming - Overgrown Plant (Medium)",0
1056,"Harvesting - Farming - Overgrown Plant (Large)",0
1058,"Levian Bay - Eldan Signal Relay",0
1059,"Generice - Pistols Ready (Infinite)",0
1060,"e157 - Fade-in SkinFX - Datascape",0
1061,"Argratha's Summoned Thrall",0
1063,"CH497 - Standing Indicator",0
1064,"w1627 - Freebot Teleport Effect",0
1065,"C31331 - Voreth Flame Prison - HCon",0
1067,"Burrow_Dig_DRT_01.m3 (Base) [Infinite] Any",0
1068,"Dustback Chompacabra - Malgrave Adventure",0
1069,"Exile Ark Ship Tutorial - Fire Extinguisher",0
1070,"Eldan Security Beam - Projector - Hazard ",0
1071,"Red Eldan Probe Bot FX - ANY",0
1072,"Damaged Bot Sparks - Levian Bay - Flavor",0
1073,"Green Eldan Probe Bot FX - ANY",0
1074,"Magma Totem Spawn",0
1076,"Blue Eldan Probe Bot FX - ANY",0
1077,"Ellevar - Q6878 - Probebot staging - JBN",0
1078,"Q5865 - Drop Pod Effects",0
1079,"Turret Sit",0
1080,"Crimson Attack Ship - Galeras - Flavor",0
1081,"M1339 - Warp Pipe - Explorer Door EXIT",0
1083,"Q3770_DropPod_Smoke",0
1084,"Signal Flare Animations - Q6616 - Ellevar - T3",0
1085,"Fire Scorch",0
1086,"Q7003 - Cargo Lifter - Gorganoth babies",0
1087,"q6926 - marauder part - twh",0
1089,"Q6897 - Infected Mordesh - Celestion T3E3",0
1091,"q6931 - sleeping grund - twh",0
1092,"q6931 - sleeping eeklu - twh",0
1093,"Deradune PE147 - Bandit Ship Intro",0
1094,"Buff_ElementLogic_GRN (Q6912 Obj 0 Prereq)",0
1095,"Buff_ElementLogic_GRN (Q6912 Obj 1 Prereq)",0
1096,"Buff_ElementLogic_GRN (Q6912 Obj 2 Prereq)",0
1097,"Buff_ElementLogic_GRN (Q6912 Obj 3 Prereq)",0
1098,"Dirt Splash World Unit - On Birth",0
1099,"Q5632 - Poison Gas",0
1100,"Q6904 Ravenous Mordesh Goo Death",12044
1101,"Hologram Q7009 - Dominion Ark Ship",0
1102,"Q5628 - Boss Effects",0
1103,"Q5628 - Smoldering Effects",0
1104,"Q5515 - Wind Portal Effects",0
1105,"Q6966 - Imbued Stumpling shader - JAP",0
1106,"Torine Blade Toss",0
1107,"Dots_SprayDown_GRN Dots_SprayUp_GRN [Infinite]",0
1108,"Q6976 - Augmented Aurin Spirits - Celestion T2E2",0
1109,"Q5519 - Autarka - Effects",0
1110,"Name Plate Sheild - District Citizens",0
1111,"[SETTLER-AURA] Blue Sanctuary Buff",0
1113,"PEIsland - A2 - TurretANIMs",0
1114,"Crimson Isle - Act 1 - GLA - Q5595 - Poison",0
1115,"Crimson Isle - Act 1 - GLA - Q5595 - Smoke",0
1116,"Crimson Isle - Tract II - PWM - Q5584 - VFX",0
1117,"Crimson Isle - Act II - Q5609 - PWM - Fire Effect",0
1118,"Q6975 - GOOP Cannon - Celestion T2E2",0
1119,"Crimson Isle - Act 1 - GLA - Dreg in Stasis",0
1120,"Crimson Isle - Act 1 - GLA - Super Dreg in Stasis",0
1121,"Taxi Kiosk Birth",0
1122,"Q6975 - Projector Base Red - Celestion T2E2",0
1123,"Q7033 - On Birth Construction Cloud",0
1124,"Dominion Statue - Dominion Ark Ship Tutorial",0
1125,"Default_Emote_Salute [3s][1s Delay]",0
1127,"M1840 - Lifeblood Essence - JAP",0
1128,"M1845 - Bubbling Water",0
1131,"Q7007 Scanner - Dominion Ark Ship Tutorial",0
1132,"Spell 22213 - Skug Leaper",0
1133,"Bubble_Pop_01_ORE",0
1135,"Q7025 blue aura",0
1137,"Malgrave Adv - Elemental Horror Birth",0
1138,"M1831 - Construct Spawner - Anims",0
1139,"Ellevar - T2E3 - Q7047 - shock - JBN",0
1140,"C511 - Speed Boost - Ellevar Tract 2.1 - BB6",0
1141,"Q7025 - Blue explosion",0
1142,"Malgrave Adventure - Pell Ritualist Fire",0
1143,"Broken Medical Station",0
1144,"Qxxxx - ICI DeCloaking",0
1145,"M1852 - Burrowed - JAP",0
1146,"Q6969 - Eldan Extractor N22 - Celestion T2E2",0
1147,"LazerPickaxe_2H w/wpn Icon",0
1148,"PEIsland_GladMonstrosity_BirthAnim",0
1149,"Road Flare rotated w/wpn Icon",0
1150,"Stem Dragon Unburrow",0
1151,"Deradune - 3 - Q5925 - Shadow Spawn Effect - PWM",0
1153,"Q6943 - Tele Device On Birth",0
1154,"Ellevar - T2E3 - Q7031 - Augment Analyzer - JBN",0
1155,"Deradune - 3 - Q5925 - Laveka Effects - PWM",0
1156,"OT_Ghost_WTE.m3 (Base) [Infinite] (Persist Death)",0
1157,"Ellevar - T2E3 - Q6885 - Life - JBN",0
1158,"Ellevar - T2E3 - Q6885 - Earth - JBN",0
1159,"Ellevar - T2E3 - Q6885 - Air- JBN",0
1160,"Ellevar - T2E3 - Q6885 - Fire - JBN",0
1161,"Ellevar - T2E3 - Q6885 - Water - JBN",0
1162,"Ellevar - T2E3 - Q6885 - Logic - JBN",0
1163,"PE221 - Super Ravenous Buster - Celestion T3",0
1164,"Fire_Burn_OGE",0
1165,"Poison Aura Sized down",0
1166,"SoriumCatalyst_Buff",0
1167,"Ravenous Horror - ankles",0
1168,"Generic - On Death - Explode",0
1169,"M1853 - Cruel Huntress Spawnin - JAP",0
1170,"Deradune - 3 - Q6037 - Councilor Vaelen - Effects",0
1171,"Fire_GroundSmolder_wDecal_5m_RED",0
1172,"Queen_Rylathra_OnBirth_FX",0
1173,"Q7053 - Primal Life Aura",0
1174,"Dreg Path Indicator - Malgrave Adventure",0
1175,"Fire and Smoke (Death Under Spell)",0
1176,"On Birth Construction Cloud",0
1178,"Call of the Dagon Add Spawns",0
1179,"Root Slasher Ability Spawn",0
1180,"Class - Esper - Guardin - VFX",0
1181,"M1808 - Weeping Bluepine - Ellevar - T2 - ALT",0
1182,"Tree Death - Tradeskills",0
1183,"Deradune - 3 - Q5905 - Death Pose - PWM",0
1184,"q6930 - eldan relic fragment action set - twh",0
1185,"Class - Esper - Lantern - VFX",0
1186,"Lopp Guard - Flavor 1 - Celestion Tract 1",0
1188,"Celestion Esper Shader",0
1190,"CH531 - Magical Shader PPL - Celestion - Tract 2",0
1191,"Auroria - 1 - Q5630 - Get Up Anim - PWM",0
1193,"e148 - Poisonous Mushrooms - Skullcano",0
1196,"Nanite Vending - Celestion",0
1197,"Q6961 Hologram",0
1198,"Auroria_Plagued_Effect_No_Eyes",0
1199,"Celestion - Grimhold - Steam Vent Effect",0
1200,"Chosen Blade Spawn Effect - JAP",0
1201,"Moodie Ghosts - NWPC - HCon",0
1202,"Q6968 - Cargo Lifter - Celestion T2E2 (Quest Flav",0
1203,"Mechanic Laser Axe - Exile Ark Ship Tutorial",0
1204,"7064 Dr. Petrich Holo Effect",0
1205,"Auroria - 1 - Q5652 - Strangle Weed Effects - PWM",0
1206,"Q7081 - Exile Bit Set - HCon",0
1207,"Q7082 - Dominion Bit Set - HCon",0
1209,"Auroria - 1 - Redsnout Dust Effects - PWM",0
1211,"Released Moodie Ghosts - NWPC - HCon",0
1212,"frostbitten fire pit - action set - twh",0
1215,"eldan probe nwpc - action set - twh",0
1216,"M1856 - Exo-Site Scrambler - ProbeBot Sparks",0
1217,"M1856 - Exo-Site Scrambler - Buff Cloud Sparks",0
1218,"stolen supplies - action set - twh",0
1219,"Auroria - 1 - Q3891 - Burned Man effects - PWM",0
1221,"2H_GunReadyAim (OOC) - Exile Ark Ship Tutorial",0
1223,"Auroria - 2 - Q5980 - Hive Effects - PWM",0
1224,"Spawn mound - VFX On Create",0
1225,"Ellevar - Q6881 - Smokescreen - JBN",0
1226,"ColossalTerror_Anims",0
1227,"Wawalo - NWPC - HCon",0
1228,"nwpc - frostbitten god - action set",0
1229,"Ghostpyre Worshippers - NWPC - HCon",0
1230,"Ghostpyre Flamedancer - NWPC - HCon",0
1231,"Q7109 - Canimid Birth",0
1232,"Generic Teleport - SWC",0
1233,"Celestion - Tract 2 - Dead Kurg - Swarming Flies",0
1234,"Hover Board Test",0
1235,"Q7006 Shiny gold",0
1236,"Q7027 - Data point 1 - JAP",0
1237,"Q7027 - Holo Target Cube - JAP",0
1238,"Q7027 - Data point 3 - JAP",0
1239,"Q7027 - Data point 2 - JAP",0
1240,"Q6900 Smoldering Corpse",0
1241,"Q7115 - Fungal Growth - SWC",0
1242,"Q7116 - Poisoned Canimid Quest Giver",0
1243,"Q6953 Sonya Scan Bot",0
1244,"Q6953 Crucified",0
1245,"Malgrave Adventure Taxi Gather Indicator",0
1246,"Whitevale - 1 - Q5067 - Ice Effect - PWM",0
1247,"CH517 - Fallen Fruit Red Glow",0
1249,"State_Wounded_Ground_03 [Infinite] (Any)",0
1250,"Q6955 - Primal Life Energy",0
1251,"Deathbringer Cordemia (Flavor)",0
1252,"Q6958 - Maiden Sword (rotating)",0
1253,"e329 - Laveka Aura - Skullcano",0
1254,"Mordesh Alchemist - Celestion",0
1255,"OT_Aura_Light_BLU.m3 (Base) [Infinite] (Any)",0
1256,"Eat and Attach Lightbulb",0
1257,"nwpc - skeech action set - twh",0
1258,"Q7107_SmokeOnTurret",0
1259,"NWPC_SparksCam_BeforeActivation",0
1260,"Celestion - Tract 3 - Flavor - Angry Aurin",0
1262,"Q7025 Primal Life Anomaly - Celestion - Tract 2",0
1263,"Whitevale - 2 - Burning Corpse Flavor - PWM",0
1264,"Q7024 Bohumir Ghost Overlay",0
1265,"Q5572 - Moldy Cheese Vignette",0
1266,"Q5572 - Moth-bitten Clothes",0
1267,"NCPW_MissingExplorer_Frozen_VFX",0
1268,"Stun Shamble",0
1269,"[Dungeon Boss] Mordechai - Terraformer",0
1270,"Q6901 Creature Fires",0
1271,"Q7096/7 - Holographic Effects - NWPC - HCon",0
1272,"Q???? Shiney Sparkle!",0
1273,"Q6680 Firefly Effects - Celestion - Tract 1",0
1274,"PRP_ControlPanel_EldanCrystal_000 - Birth",0
1275,"Whitevale - T4 - Pell Drumsticks",0
1276,"Chua Datacenter Interface - Algoroc - Q3771",0
1277,"Malgrave - 1 - T7185 - Cactus Explosion - JAP",0
1278,"Draken Shaman - Deradune",0
1279,"MorekThrogg_EntryVisuals",0
1280,"Q7145 - Vial Construct - Birth/Death Anim",0
1281,"Spikehorde Unburrow Birth Anim",0
1282,"KainAmbush_HoldoutCreatures_GreenBeamDown",0
1283,"Ellevar - Q7047 - Flavor - JBN",0
1284,"Q7147 - Explode onBirth smoke",0
1285,"Q6637 - Permanent Holographic Shader - All States",0
1286,"Q7147 - Darkspur Cargo Ship",0
1287,"Ghost - JAP",0
1288,"Generic - Left Eye Glow - EyeGlow_RED_Small",0
1301,"eldan analyzer - action set - twh",0
1303,"Test - UseKneel then Stand - Looping",0
1305,"Algoroc T3 - Augmented Prisoner - AuMa - HCon",0
1306,"Algoroc T3 - Augmented Prisoner- GraMa - HCon",0
1307,"Algoroc T3 - Augmented Prisoner - AuFe - HCon",0
1308,"Algoroc T3 - Augmented Prisoner - GraFe - HCon",0
1309,"Injector Vending - Deradune",0
1310,"Algoroc T3 - Augmented Prisoner - HuFe - HCon",0
1311,"Q4764 - Krog Laughing",0
1312,"New Hover Board Test",0
1313,"Program Scrambler",0
1315,"Whitevale - ICI - M805 - Smoke effect",0
1316,"Q4806 - Sergeant Kara - Galeras - Tract 2 (Combat",0
1318,"Generic Hologram Holodata Base_BB Lrg [Infinite]",0
1319,"Whitevale - Q5852 - Eldan FX",0
1320,"Mysterious - Visuals",0
1321,"M1188 - Field Zapper 2000 - Deradune T2",0
1322,"Malgrave - 1 - Dust Devil ",0
1323,"OT_Sphere_Ring_BLE.m3 (Base) [Infinite]",0
1324,"OT_Sphere_Ring_5m_BLE.m3 (Base) [Infinite]",0
1325,"Generic_Telegraph_BLE.m3 (Base) [Infinite]",0
1326,"Esper Warden",0
1327,"Q4851 - Augmentor Sparks",0
1328,"Gold Pile Glow",0
1332,"PvP - Arena Spectator Talking",0
1333,"PvP - Arena Spectator Drinking",0
1334,"Q7162 Obj1 - Fire_Cylinder_OGE - On Birth",0
1335,"Q7162 Obj0 - Fire_Cylinder_OGE - On Birth",0
1336,"Benevolent Servant Rix Holo-Shader + Bowing",0
1337,"Stalker - Shadow Pact",0
1338,"Q7162 Obj2 - Fire_Cylinder_OGE - On Birth",0
1339,"Q6677 - Shrine Vines",0
1340,"Fire_Ground_wDecal_08m_RED - Infinite 2x",0
1341,"Q7151 Lopp Birth Sand Emerge",0
1342,"Sleeping Ravenok",0
