"ID","localizedTextIdTitle","localizedTextIdText","flags","conLevel","type","preq_level","preq_flags","preq_quest0","preq_quest01","preq_quest02","preq_race","preq_item","questPlayerFactionEnum","worldZoneId","localizedTextIdCompletionOverride","reward_xpOverride","reward_cashOverride","pushed_itemId0","pushed_itemId01","pushed_itemId02","pushed_itemId03","pushed_itemId04","pushed_itemId05","pushed_itemCount0","pushed_itemCount01","pushed_itemCount02","pushed_itemCount03","pushed_itemCount04","pushed_itemCount05","objective0","objective01","objective02","objective03","objective04","objective05","localizedTextIdGiverTextUnknown","localizedTextIdGiverTextAccepted","localizedTextIdReceiverTextAccepted","localizedTextIdReceiverTextAchieved","localizedTextIdGiverSayAccepted","localizedTextIdReceiverSayCompleted","preq_class","groupId","factionIdPreq0","factionIdPreq01","factionIdPreq02","factionLevelPreq0","factionLevelPreq01","factionLevelPreq02","factionLevelCompPreq0","factionLevelCompPreq01","factionLevelCompPreq02","questIdExclusionPreq0","questIdExclusionPreq1","questIdExclusionPreq2","localizedTextIdAcceptResponse","localizedTextIdCompleteResponse","WorldLocation2IdReceiver","worldLocation2IdAltReceiver00","worldLocation2IdAltReceiver01","worldLocation2IdAltReceiver02","prerequisiteIdAltReceiver00","prerequisiteIdAltReceiver01","prerequisiteIdAltReceiver02","questDirectionIdAltReceiver00","questDirectionIdAltReceiver01","questDirectionIdAltReceiver02","localizedTextIdCompletedSummary","localizedTextIdGiverIncompleteResponse","localizedTextIdReceiverIncompleteResponse","quest2DifficultyId","maxTimeAllowedMS","prerequisiteId","questShareEnum","subMissionPathType","localizedTextIdCompletedObjectiveShort","quest2SubTypeId","localizedTextIdMoreInfoSay00","localizedTextIdMoreInfoSay01","localizedTextIdMoreInfoSay02","localizedTextIdMoreInfoSay03","localizedTextIdMoreInfoSay04","localizedTextIdMoreInfoText00","localizedTextIdMoreInfoText01","localizedTextIdMoreInfoText02","localizedTextIdMoreInfoText03","localizedTextIdMoreInfoText04","virtualItemIdPushed00","virtualItemIdPushed01","virtualItemIdPushed02","virtualItemIdPushed03","virtualItemPushedCount00","virtualItemPushedCount01","virtualItemPushedCount02","virtualItemPushedCount03","virtualItemPushedObjectiveFlagsEnum00","virtualItemPushedObjectiveFlagsEnum01","virtualItemPushedObjectiveFlagsEnum02","virtualItemPushedObjectiveFlagsEnum03","questDirectionIdCompletion","faction2IdRewardReputation00","faction2IdRewardReputation01","rewardReputationOverride00","rewardReputationOverride01","questCategoryId","localizedTextIdGiverSayDecline","periodicQuestGroupId","periodicQuestWeight","questRepeatPeriodEnum","questContentFinderTypeEnum","groupSize"
3216,91583,0,0,10,11,1,0,0,0,0,0,0,0,1480,91584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4200,0,0,0,0,0,91586,0,91587,91588,0,91589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91593,91594,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
3222,91937,91939,0,10,11,6,0,3148,0,0,0,0,0,1480,0,0,0,6081,0,0,0,0,0,1,0,0,0,0,0,4209,4210,0,0,0,0,91940,0,0,91941,0,0,0,0,0,0,0,0,0,0,0,0,0,3206,3228,0,91945,91946,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3223,92492,0,40,8,0,1,4,0,0,0,0,6082,2,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92497,92498,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
3224,92505,94701,0,10,11,1,0,3209,0,0,0,0,0,0,92506,0,0,6035,0,0,0,0,0,1,0,0,0,0,0,4213,0,0,0,0,0,94703,0,0,94704,0,0,0,0,0,0,0,0,0,0,0,0,0,3252,0,0,94705,94706,0,0,0,0,0,0,0,0,0,0,94702,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3225,92555,94707,0,10,11,1,0,3209,0,0,0,0,0,0,92556,0,0,6248,0,0,0,0,0,1,0,0,0,0,0,4214,0,0,0,0,0,94709,0,0,94710,0,0,0,0,0,0,0,0,0,0,0,0,0,3249,3230,0,94714,94715,0,0,0,0,0,0,0,0,0,0,94708,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3226,92558,94724,0,10,0,1,0,3209,0,0,0,0,0,1480,92559,0,0,6249,0,0,0,0,0,1,0,0,0,0,0,4215,0,0,0,0,0,94717,0,0,94718,0,0,0,0,0,0,0,0,0,0,0,0,0,3250,3253,0,94722,94723,0,0,0,0,0,0,0,0,0,0,94725,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3228,92640,92642,0,10,11,6,0,3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4217,4218,0,0,0,0,92643,0,0,92644,0,0,0,0,0,0,0,0,0,0,0,0,0,3222,3206,0,92648,92649,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3229,92733,0,40,8,0,1,4,0,0,0,0,6084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191914,191915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92739,92740,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
3230,92806,94726,0,10,0,1,0,3209,0,0,0,0,0,1480,92807,0,0,6207,0,0,0,0,0,1,0,0,0,0,0,4219,0,0,0,0,0,94728,0,0,94729,0,0,0,0,0,0,0,0,0,0,0,0,0,3249,3225,0,94733,94734,0,0,0,0,0,0,0,0,0,0,94727,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3231,92811,92814,0,10,11,6,0,3148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4220,4221,0,0,0,0,92815,0,0,92816,0,0,0,0,0,0,0,0,0,0,0,0,0,3213,3204,0,92821,92822,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3234,93023,93025,0,10,11,6,0,3150,0,0,0,0,0,1480,0,0,0,6164,0,0,0,0,0,1,0,0,0,0,0,4225,4229,0,0,0,0,93026,0,0,93027,0,0,0,0,0,0,0,0,0,0,0,0,0,3244,3248,0,93032,93033,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3235,93035,0,0,6,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,300000,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
3236,93040,93042,0,10,11,6,0,0,0,0,0,0,0,0,0,0,0,6165,0,0,0,0,0,1,0,0,0,0,0,4227,4230,0,0,0,0,93043,0,0,93044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93051,93052,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3237,93060,93062,0,10,11,6,0,0,0,0,0,0,0,0,0,0,0,6166,0,0,0,0,0,1,0,0,0,0,0,4228,4231,0,0,0,0,93063,0,0,93064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93071,93072,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3238,93095,0,40,8,11,1,4,0,0,0,0,6163,2,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93101,93102,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
3239,93133,93135,0,10,11,6,0,3148,0,0,0,0,0,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4232,4233,0,0,0,0,93136,0,0,93137,0,0,0,0,0,0,0,0,0,0,0,0,0,3205,3212,0,93142,93143,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3242,93223,94768,0,10,11,1,0,3209,0,0,0,0,0,1480,93224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4240,0,0,0,0,0,94761,0,0,94762,0,0,0,0,0,0,0,0,0,0,0,0,0,3251,3266,0,94766,94767,0,0,0,0,0,0,0,0,0,0,94769,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
3243,93292,93295,32,10,0,1,0,3176,3185,0,0,0,0,1480,93293,0,0,6180,0,0,0,0,0,1,0,0,0,0,0,4241,0,0,0,0,0,93297,0,93506,93299,0,0,0,0,648,0,0,5,0,0,1,0,0,0,0,0,93303,93304,0,0,0,0,0,0,0,0,0,0,93296,0,0,2,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,93298,0,1,0,0,0
3244,93311,93313,0,10,11,6,0,3150,0,0,0,0,0,0,0,0,0,6176,0,0,0,0,0,1,0,0,0,0,0,4242,0,0,0,0,0,93314,0,0,93315,0,0,0,0,0,0,0,0,0,0,0,0,0,3234,3248,0,93322,93323,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3245,93324,93326,0,10,11,6,0,0,0,0,0,0,0,0,0,0,0,6177,0,0,0,0,0,1,0,0,0,0,0,4243,0,0,0,0,0,93327,0,0,93328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93335,93336,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3246,93409,93411,0,10,11,6,0,0,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4244,4245,4246,4247,4248,0,93412,0,0,93413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93420,93421,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3247,93524,93989,0,10,11,6,0,3151,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4249,0,0,0,0,0,93990,0,0,93991,0,0,0,0,0,0,0,0,0,0,0,0,0,3292,3262,0,93532,93534,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
3248,93629,93635,0,10,11,6,0,3150,0,0,0,0,0,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4250,4251,4252,0,0,0,93636,0,0,93637,0,0,0,0,0,0,0,0,0,0,0,0,0,3234,3244,0,93644,93645,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3249,93675,94521,0,10,11,1,0,3209,0,0,0,0,0,1480,94479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4284,4285,0,0,0,0,94523,94524,0,94525,0,0,0,0,0,0,0,0,0,0,0,0,0,3230,3225,0,94530,94531,0,0,0,0,0,0,0,0,0,0,94522,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3250,93679,94539,0,10,11,1,0,3209,0,0,0,0,0,1480,94623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4288,4295,0,0,0,0,94532,94533,0,94534,0,0,0,0,0,0,0,0,0,0,0,0,0,3253,3226,0,94639,94640,0,0,0,0,0,0,0,0,0,0,94540,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3251,93680,95623,0,10,11,1,0,3209,0,0,0,0,0,1480,94644,0,0,6256,0,0,0,0,0,1,0,0,0,0,0,4296,4297,0,0,0,0,95625,0,0,95626,0,0,0,0,0,0,0,0,0,0,0,0,0,3242,3266,0,95616,95617,0,0,0,0,0,0,0,0,0,0,95624,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3252,93682,94779,0,10,0,1,0,3209,0,0,0,0,0,1480,94754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4286,4287,0,0,0,0,94781,0,0,94782,0,0,0,0,0,0,0,0,0,0,0,0,0,3224,0,0,94786,94787,0,0,0,0,0,0,0,0,0,0,94780,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
3253,93710,94735,0,10,0,1,0,3209,0,0,0,0,0,1480,93916,0,0,6207,0,0,0,0,0,1,0,0,0,0,0,4257,0,0,0,0,0,94737,0,0,94738,0,0,0,0,0,0,0,0,0,0,0,0,0,3250,3226,0,94742,94743,0,0,0,0,0,0,0,0,0,0,94736,0,0,1,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3258,93825,93828,512,28,7,22,0,0,0,0,0,0,2,1480,93826,0,0,6017,0,0,0,0,0,1,0,0,0,0,0,4259,0,0,0,0,0,93830,0,93833,93834,93831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93838,93839,0,0,0,0,0,0,0,0,0,0,93829,0,0,4,0,0,0,4294967295,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,93832,0,1,0,0,0
3262,93844,93848,0,10,11,6,0,3151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4260,4261,4262,0,0,0,93849,0,0,93850,0,0,0,0,0,0,0,0,0,0,0,0,0,3292,3247,0,93857,93858,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3264,93867,93899,1028,28,0,22,0,0,0,0,0,0,2,1480,93889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4264,0,0,0,0,0,93868,0,93890,93901,93869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93874,93902,0,0,0,0,0,0,0,0,0,0,93900,0,0,4,0,0,0,4294967295,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
3265,93876,93993,0,10,11,6,0,3151,0,0,0,0,0,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4263,0,0,0,0,0,93994,0,0,93995,0,0,0,0,0,0,0,0,0,0,0,0,0,3293,3267,0,93882,93883,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3266,93915,94744,0,10,11,1,0,3209,0,0,0,0,0,1480,93917,0,0,6207,0,0,0,0,0,1,0,0,0,0,0,4267,0,0,0,0,0,94746,0,0,94747,0,0,0,0,0,0,0,0,0,0,0,0,0,3242,3251,0,94751,94752,0,0,0,0,0,0,0,0,0,0,94745,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3267,93974,93976,0,10,11,6,0,3151,0,0,0,0,0,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4268,0,0,0,0,0,93977,0,0,93978,0,0,0,0,0,0,0,0,0,0,0,0,0,3293,3265,0,93985,93986,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3269,94011,0,1028,10,0,6,0,3184,0,0,0,0,2,1480,94770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4270,0,0,0,0,0,94013,0,0,94015,94014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94021,94022,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
3270,94023,94025,0,10,11,6,0,3151,0,0,0,0,2,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4271,0,0,0,0,0,94026,0,0,94027,0,0,0,0,0,0,0,0,0,0,0,0,0,3294,3276,0,94032,94033,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3276,94054,94056,0,10,11,6,0,3151,0,0,0,0,0,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4272,4273,0,0,0,0,94057,0,0,94058,0,0,0,0,0,0,0,0,0,0,0,0,0,3294,3270,0,94065,94066,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3292,94235,94237,0,10,11,6,0,3151,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4275,0,0,0,0,0,94238,0,0,94239,0,0,0,0,0,0,0,0,0,0,0,0,0,3247,3262,0,94246,94247,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3293,94250,94252,0,10,11,6,0,3151,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4276,0,0,0,0,0,94253,0,0,94254,0,0,0,0,0,0,0,0,0,0,0,0,0,3265,3267,0,94261,94262,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3294,94263,94265,0,10,11,6,0,3151,0,0,0,0,0,488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4277,0,0,0,0,0,94266,0,0,94267,0,0,0,0,0,0,0,0,0,0,0,0,0,3270,3276,0,94274,94275,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4294967295,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,1,0,0
3295,94363,94369,32768,6,11,3,0,0,0,0,0,0,1,1215,94365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4282,0,0,0,0,0,94371,0,0,94372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94377,94378,6995,0,0,0,0,0,0,0,0,0,94370,0,0,6,0,0,1,4294967295,191184,73,0,0,0,0,0,0,0,0,0,0,329,0,0,0,1,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,36,0,0,1,0,0,0
3297,94819,94942,1028,7,11,4,0,0,0,0,0,0,1,1215,94833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7943,4299,0,0,0,0,191917,0,0,94940,220797,378370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94837,94838,16707,0,0,0,0,0,0,0,0,0,94943,0,0,3,0,0,1,4294967295,191209,73,476072,0,0,0,0,476073,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,609,0,0,0,36,473207,0,1,0,0,0
3300,94870,94901,1,6,11,3,0,3295,0,0,0,0,1,1215,94878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94903,0,0,94904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94908,94909,6995,0,0,0,0,0,0,0,0,0,94902,0,0,2,0,7455,0,4294967295,192537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,609,0,0,0,36,0,0,1,0,0,0
3301,94879,94910,1,6,11,3,0,3295,0,0,0,0,1,1215,94880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94917,0,0,94918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94912,94916,6995,0,0,0,0,0,0,0,0,0,94911,0,0,2,0,7454,0,4294967295,192538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,609,0,0,0,36,0,0,1,0,0,0
3302,95031,95034,131084,7,0,4,0,0,0,0,0,0,1,1215,95032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4300,10202,0,0,0,0,95403,0,95404,95036,200968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95041,95042,7214,0,0,0,0,0,0,0,0,0,95035,0,694885,3,0,0,1,4294967295,190788,5,475799,475831,0,0,0,475800,475832,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,609,0,0,0,36,107945,0,1,0,0,0
3303,95062,95399,0,99,0,99,0,0,0,0,0,0,1,0,95170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4301,0,0,0,0,0,95394,0,95395,95396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95391,95393,7215,0,0,0,0,0,0,0,0,0,95400,0,0,3,0,0,0,4294967295,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
3304,95066,95417,4,7,0,4,0,0,0,0,0,0,1,1215,95169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4344,0,0,0,0,0,95414,97141,95415,95416,216112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95389,95390,7214,0,0,0,0,0,0,0,0,0,95418,0,694886,4,0,10659,1,4294967295,190824,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,609,0,0,0,36,264517,0,1,0,0,0
3308,95195,95196,1,10,11,1,8,0,0,0,0,6262,0,1480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95200,0,0,95202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95201,0,0,0,0,0,0,0,0,0,0,95197,0,0,3,0,0,0,4294967295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
3314,95405,0,0,6,11,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,600000,0,0,4294967295,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
3315,95411,0,0,6,11,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4360,4314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1800000,0,0,4294967295,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4294967295,4294967295,4294967295,4294967295,0,0,0,0,0,0,0,0,1,0,0,0
