"ID","unitVisualTypeId","itemVisualTypeId","materialTypeId","modelEventId","visualEffectId","modelSequenceId","flags"
1305,8,0,10,29,41,0,0
1306,9,0,10,29,41,0,0
1307,10,0,10,29,41,0,0
1308,11,0,10,29,41,0,0
1309,12,0,10,29,41,0,0
1310,13,0,10,29,41,0,0
1311,14,0,10,29,41,0,0
1312,1,0,10,30,41,0,0
1313,2,0,10,30,41,0,0
1314,3,0,10,30,41,0,0
1315,4,0,10,30,41,0,0
1316,5,0,10,30,41,0,0
1317,6,0,10,30,41,0,0
1318,7,0,10,30,41,0,0
1319,8,0,10,30,41,0,0
1320,9,0,10,30,41,0,0
1321,10,0,10,30,41,0,0
1322,11,0,10,30,41,0,0
1323,12,0,10,30,41,0,0
1324,13,0,10,30,41,0,0
1325,14,0,10,30,41,0,0
1326,1,0,10,27,42,0,0
1327,2,0,10,27,42,0,0
1328,3,0,10,27,42,0,0
1329,4,0,10,27,42,0,0
1330,5,0,10,27,42,0,0
1331,6,0,10,27,42,0,0
1332,7,0,10,27,42,0,0
1333,8,0,10,27,42,0,0
1334,9,0,10,27,42,0,0
1335,10,0,10,27,42,0,0
1336,11,0,10,27,42,0,0
1337,12,0,10,27,42,0,0
1338,13,0,10,27,42,0,0
1339,14,0,10,27,42,0,0
1340,1,0,10,28,43,0,0
1341,2,0,10,28,43,0,0
1342,3,0,10,28,43,0,0
1343,4,0,10,28,43,0,0
1344,5,0,10,28,43,0,0
1345,6,0,10,28,43,0,0
1346,7,0,10,28,43,0,0
1347,8,0,10,28,43,0,0
1348,9,0,10,28,43,0,0
1349,10,0,10,28,43,0,0
1350,11,0,10,28,43,0,0
1351,12,0,10,28,43,0,0
1352,13,0,10,28,43,0,0
1353,14,0,10,28,43,0,0
1354,1,0,0,27,44,0,3
1355,2,0,0,27,44,0,3
1356,3,0,0,27,44,0,3
1357,4,0,0,27,44,0,3
1358,5,0,0,27,44,0,3
1359,6,0,0,27,44,0,3
1360,7,0,0,27,44,0,3
1361,8,0,0,27,44,0,3
1362,9,0,0,27,44,0,3
1363,10,0,0,27,44,0,3
1364,11,0,0,27,44,0,3
1365,12,0,0,27,44,0,3
1366,13,0,0,27,44,0,3
1367,14,0,0,27,44,0,3
1368,1,0,0,28,45,0,3
1369,2,0,0,28,45,0,3
1370,3,0,0,28,45,0,3
1371,4,0,0,28,45,0,3
1372,5,0,0,28,45,0,3
1373,6,0,0,28,45,0,3
1374,7,0,0,28,45,0,3
1375,8,0,0,28,45,0,3
1376,9,0,0,28,45,0,3
1377,10,0,0,28,45,0,3
1378,11,0,0,28,45,0,3
1379,12,0,0,28,45,0,3
1380,13,0,0,28,45,0,3
1381,14,0,0,28,45,0,3
1382,1,0,17,29,46,0,0
1383,2,0,17,29,46,0,0
1384,3,0,17,29,46,0,0
1385,4,0,17,29,46,0,0
1386,5,0,17,29,46,0,0
1387,6,0,17,29,46,0,0
1388,7,0,17,29,46,0,0
1389,8,0,17,29,46,0,0
1390,9,0,17,29,46,0,0
1391,10,0,17,29,46,0,0
1392,11,0,17,29,46,0,0
1393,12,0,17,29,46,0,0
1394,13,0,17,29,46,0,0
1395,14,0,17,29,46,0,0
1396,1,0,17,30,46,0,0
1397,2,0,17,30,46,0,0
1398,3,0,17,30,46,0,0
1399,4,0,17,30,46,0,0
1400,5,0,17,30,46,0,0
1401,6,0,17,30,46,0,0
1402,7,0,17,30,46,0,0
1403,8,0,17,30,46,0,0
1404,9,0,17,30,46,0,0
1405,10,0,17,30,46,0,0
1406,11,0,17,30,46,0,0
1407,12,0,17,30,46,0,0
1408,13,0,17,30,46,0,0
1409,14,0,17,30,46,0,0
1410,1,0,15,29,35,0,0
1411,2,0,15,29,35,0,0
1412,3,0,15,29,35,0,0
1413,4,0,15,29,35,0,0
1414,5,0,15,29,35,0,0
1415,6,0,15,29,35,0,0
1416,7,0,15,29,35,0,0
1417,8,0,15,29,35,0,0
1418,9,0,15,29,35,0,0
1419,10,0,15,29,35,0,0
1420,11,0,15,29,35,0,0
1421,12,0,15,29,35,0,0
1422,13,0,15,29,35,0,0
1423,14,0,15,29,35,0,0
1424,1,0,15,30,35,0,0
1425,2,0,15,30,35,0,0
1426,3,0,15,30,35,0,0
1427,4,0,15,30,35,0,0
1428,5,0,15,30,35,0,0
1429,6,0,15,30,35,0,0
1430,7,0,15,30,35,0,0
1431,8,0,15,30,35,0,0
1432,9,0,15,30,35,0,0
1433,10,0,15,30,35,0,0
1434,11,0,15,30,35,0,0
1435,12,0,15,30,35,0,0
1436,13,0,15,30,35,0,0
1437,14,0,15,30,35,0,0
1438,1,0,15,27,36,0,0
1439,2,0,15,27,36,0,0
1440,3,0,15,27,36,0,0
1441,4,0,15,27,36,0,0
1442,5,0,15,27,36,0,0
1443,6,0,15,27,36,0,0
1444,7,0,15,27,36,0,0
1445,8,0,15,27,36,0,0
1446,9,0,15,27,36,0,0
1447,10,0,15,27,36,0,0
1448,11,0,15,27,36,0,0
1449,12,0,15,27,36,0,0
1450,13,0,15,27,36,0,0
1451,14,0,15,27,36,0,0
1452,1,0,15,28,37,0,0
1453,2,0,15,28,37,0,0
1454,3,0,15,28,37,0,0
1455,4,0,15,28,37,0,0
1456,5,0,15,28,37,0,0
1457,6,0,15,28,37,0,0
1458,7,0,15,28,37,0,0
1459,8,0,15,28,37,0,0
1460,9,0,15,28,37,0,0
1461,10,0,15,28,37,0,0
1462,11,0,15,28,37,0,0
1463,12,0,15,28,37,0,0
1464,13,0,15,28,37,0,0
1465,14,0,15,28,37,0,0
1466,1,0,17,27,47,0,0
1467,2,0,17,27,47,0,0
1468,3,0,17,27,47,0,0
1469,4,0,17,27,47,0,0
1470,5,0,17,27,47,0,0
1471,6,0,17,27,47,0,0
1472,7,0,17,27,47,0,0
1473,8,0,17,27,47,0,0
1474,9,0,17,27,47,0,0
1475,10,0,17,27,47,0,0
1476,11,0,17,27,47,0,0
1477,12,0,17,27,47,0,0
1478,13,0,17,27,47,0,0
1479,14,0,17,27,47,0,0
1480,1,0,17,28,48,0,0
1481,2,0,17,28,48,0,0
1482,3,0,17,28,48,0,0
1483,4,0,17,28,48,0,0
1484,5,0,17,28,48,0,0
1485,6,0,17,28,48,0,0
1486,7,0,17,28,48,0,0
1487,8,0,17,28,48,0,0
1488,9,0,17,28,48,0,0
1489,10,0,17,28,48,0,0
1490,11,0,17,28,48,0,0
1491,12,0,17,28,48,0,0
1492,13,0,17,28,48,0,0
1493,14,0,17,28,48,0,0
1494,1,0,2,29,49,0,0
1495,2,0,2,29,49,0,0
1496,3,0,2,29,49,0,0
1497,4,0,2,29,49,0,0
1498,5,0,2,29,49,0,0
1499,6,0,2,29,49,0,0
1500,7,0,2,29,49,0,0
1501,8,0,2,29,49,0,0
1502,9,0,2,29,49,0,0
1503,10,0,2,29,49,0,0
1504,11,0,2,29,49,0,0
1505,12,0,2,29,49,0,0
1506,13,0,2,29,49,0,0
1507,14,0,2,29,49,0,0
1508,1,0,2,30,49,0,0
1509,2,0,2,30,49,0,0
1510,3,0,2,30,49,0,0
1511,4,0,2,30,49,0,0
1512,5,0,2,30,49,0,0
1513,6,0,2,30,49,0,0
1514,7,0,2,30,49,0,0
1515,8,0,2,30,49,0,0
1516,9,0,2,30,49,0,0
1517,10,0,2,30,49,0,0
1518,11,0,2,30,49,0,0
1519,12,0,2,30,49,0,0
1520,13,0,2,30,49,0,0
1521,14,0,2,30,49,0,0
1522,1,0,2,27,50,0,0
1523,2,0,2,27,50,0,0
1524,3,0,2,27,50,0,0
1525,4,0,2,27,50,0,0
1526,5,0,2,27,50,0,0
1527,6,0,2,27,50,0,0
1528,7,0,2,27,50,0,0
1529,8,0,2,27,50,0,0
1530,9,0,2,27,50,0,0
1531,10,0,2,27,50,0,0
1532,11,0,2,27,50,0,0
1533,12,0,2,27,50,0,0
1534,13,0,2,27,50,0,0
1535,14,0,2,27,50,0,0
1536,1,0,2,28,51,0,0
1537,2,0,2,28,51,0,0
1538,3,0,2,28,51,0,0
1539,4,0,2,28,51,0,0
1540,5,0,2,28,51,0,0
1541,6,0,2,28,51,0,0
1542,7,0,2,28,51,0,0
1543,8,0,2,28,51,0,0
1544,9,0,2,28,51,0,0
1545,10,0,2,28,51,0,0
1546,11,0,2,28,51,0,0
1547,12,0,2,28,51,0,0
1548,13,0,2,28,51,0,0
1549,14,0,2,28,51,0,0
1550,1,0,16,29,52,0,0
1551,2,0,16,29,52,0,0
1552,3,0,16,29,52,0,0
1553,4,0,16,29,52,0,0
1554,5,0,16,29,52,0,0
1555,6,0,16,29,52,0,0
1556,7,0,16,29,52,0,0
1557,8,0,16,29,52,0,0
1558,9,0,16,29,52,0,0
1559,10,0,16,29,52,0,0
1560,11,0,16,29,52,0,0
1561,12,0,16,29,52,0,0
1562,13,0,16,29,52,0,0
1563,14,0,16,29,52,0,0
1564,1,0,16,30,52,0,0
1565,2,0,16,30,52,0,0
1566,3,0,16,30,52,0,0
1567,4,0,16,30,52,0,0
1568,5,0,16,30,52,0,0
1569,6,0,16,30,52,0,0
1570,7,0,16,30,52,0,0
1571,8,0,16,30,52,0,0
1572,9,0,16,30,52,0,0
1573,10,0,16,30,52,0,0
1574,11,0,16,30,52,0,0
1575,12,0,16,30,52,0,0
1576,13,0,16,30,52,0,0
1577,14,0,16,30,52,0,0
1578,1,0,16,27,53,0,0
1579,2,0,16,27,53,0,0
1580,3,0,16,27,53,0,0
1581,4,0,16,27,53,0,0
1582,5,0,16,27,53,0,0
1583,6,0,16,27,53,0,0
1584,7,0,16,27,53,0,0
1585,8,0,16,27,53,0,0
1586,9,0,16,27,53,0,0
1587,10,0,16,27,53,0,0
1588,11,0,16,27,53,0,0
1589,12,0,16,27,53,0,0
1590,13,0,16,27,53,0,0
1591,14,0,16,27,53,0,0
1592,1,0,16,28,54,0,0
1593,2,0,16,28,54,0,0
1594,3,0,16,28,54,0,0
1595,4,0,16,28,54,0,0
1596,5,0,16,28,54,0,0
1597,6,0,16,28,54,0,0
1598,7,0,16,28,54,0,0
1599,8,0,16,28,54,0,0
1600,9,0,16,28,54,0,0
1601,10,0,16,28,54,0,0
1602,11,0,16,28,54,0,0
1603,12,0,16,28,54,0,0
1604,13,0,16,28,54,0,0
1605,14,0,16,28,54,0,0
1620,14,0,1,30,57,0,0
1621,13,0,1,30,57,0,0
1622,12,0,1,30,57,0,0
1623,11,0,1,30,57,0,0
1624,10,0,1,30,57,0,0
1625,9,0,1,30,57,0,0
1626,8,0,1,30,57,0,0
1627,7,0,1,30,57,0,0
1628,6,0,1,30,57,0,0
1629,5,0,1,30,57,0,0
1630,4,0,1,30,57,0,0
1631,3,0,1,30,57,0,0
1632,2,0,1,30,57,0,0
1633,1,0,1,30,57,0,0
1634,14,0,1,29,57,0,0
1635,13,0,1,29,57,0,0
1636,12,0,1,29,57,0,0
1637,11,0,1,29,57,0,0
1638,10,0,1,29,57,0,0
1639,9,0,1,29,57,0,0
1640,8,0,1,29,57,0,0
1641,7,0,1,29,57,0,0
1642,6,0,1,29,57,0,0
1643,5,0,1,29,57,0,0
1644,4,0,1,29,57,0,0
1645,3,0,1,29,57,0,0
1646,2,0,1,29,57,0,0
1647,1,0,1,29,57,0,0
1648,14,0,1,27,58,0,0
1649,13,0,1,27,58,0,0
1650,12,0,1,27,58,0,0
1651,11,0,1,27,58,0,0
1652,10,0,1,27,58,0,0
1653,9,0,1,27,58,0,0
1654,8,0,1,27,58,0,0
1655,7,0,1,27,58,0,0
1656,6,0,1,27,58,0,0
1657,5,0,1,27,58,0,0
1658,4,0,1,27,58,0,0
1659,3,0,1,27,58,0,0
1660,2,0,1,27,58,0,0
1661,1,0,1,27,58,0,0
1662,14,0,1,28,59,0,0
1663,13,0,1,28,59,0,0
1664,12,0,1,28,59,0,0
1665,11,0,1,28,59,0,0
1666,10,0,1,28,59,0,0
1667,9,0,1,28,59,0,0
1668,8,0,1,28,59,0,0
1669,7,0,1,28,59,0,0
1670,6,0,1,28,59,0,0
1671,5,0,1,28,59,0,0
1672,4,0,1,28,59,0,0
1673,3,0,1,28,59,0,0
1674,2,0,1,28,59,0,0
1675,1,0,1,28,59,0,0
1676,1,0,0,1,97,0,6
1677,2,0,0,1,97,0,6
1678,3,0,0,1,97,0,6
1679,4,0,0,1,97,0,6
1680,5,0,0,1,97,0,6
1681,6,0,0,1,97,0,6
1682,7,0,0,1,97,0,6
1683,8,0,0,1,97,0,6
1684,9,0,0,1,97,0,6
1685,10,0,0,1,97,0,6
1686,11,0,0,1,97,0,6
1687,12,0,0,1,97,0,6
1688,13,0,0,1,97,0,6
1689,14,0,0,1,97,0,6
1690,16,0,0,1,97,0,6
1691,1,0,0,29,97,0,6
1692,2,0,0,29,97,0,6
1693,3,0,0,29,97,0,6
1694,4,0,0,29,97,0,6
1695,5,0,0,29,97,0,6
1696,6,0,0,29,97,0,6
1697,7,0,0,29,97,0,6
1698,8,0,0,29,97,0,6
1699,9,0,0,29,97,0,6
1700,10,0,0,29,97,0,6
1701,11,0,0,29,97,0,6
1702,12,0,0,29,97,0,6
1703,13,0,0,29,97,0,6
1704,14,0,0,29,97,0,6
1705,16,0,0,29,97,0,6
1706,1,0,0,30,97,0,6
1707,2,0,0,30,97,0,6
1708,3,0,0,30,97,0,6
1709,4,0,0,30,97,0,6
1710,5,0,0,30,97,0,6
1711,6,0,0,30,97,0,6
1712,7,0,0,30,97,0,6
1713,8,0,0,30,97,0,6
1714,9,0,0,30,97,0,6
1715,10,0,0,30,97,0,6
1716,11,0,0,30,97,0,6
1717,12,0,0,30,97,0,6
1718,13,0,0,30,97,0,6
1719,14,0,0,30,97,0,6
1720,16,0,0,30,97,0,6
1721,1,0,0,27,99,0,6
1722,2,0,0,27,99,0,6
1723,3,0,0,27,99,0,6
1724,4,0,0,27,99,0,6
1725,5,0,0,27,99,0,6
1726,6,0,0,27,99,0,6
1727,7,0,0,27,99,0,6
1728,8,0,0,27,99,0,6
1729,9,0,0,27,99,0,6
1730,10,0,0,27,99,0,6
1731,11,0,0,27,99,0,6
1732,12,0,0,27,99,0,6
1733,13,0,0,27,99,0,6
1734,14,0,0,27,99,0,6
1735,16,0,0,27,99,0,6
1736,1,0,0,28,100,0,6
1737,2,0,0,28,100,0,6
1738,3,0,0,28,100,0,6
1739,4,0,0,28,100,0,6
1740,5,0,0,28,100,0,6
1741,6,0,0,28,100,0,6
1742,7,0,0,28,100,0,6
1743,8,0,0,28,100,0,6
1744,9,0,0,28,100,0,6
1745,10,0,0,28,100,0,6
1746,11,0,0,28,100,0,6
1747,12,0,0,28,100,0,6
1748,13,0,0,28,100,0,6
1749,14,0,0,28,100,0,6
1750,16,0,0,28,100,0,6
1751,1,0,0,60,149,0,7
1752,2,0,0,60,149,0,7
1753,3,0,0,60,149,0,7
1754,4,0,0,60,149,0,7
1755,5,0,0,60,149,0,7
1756,6,0,0,60,149,0,7
1757,7,0,0,60,149,0,7
1758,8,0,0,60,149,0,7
1759,9,0,0,60,149,0,7
1760,10,0,0,60,149,0,7
1761,11,0,0,60,149,0,7
1762,12,0,0,60,149,0,7
1763,13,0,0,60,149,0,7
1764,14,0,0,60,149,0,7
1765,16,0,0,60,149,0,7
1766,1,0,0,61,150,0,7
1767,2,0,0,61,150,0,7
1768,3,0,0,61,150,0,7
1769,4,0,0,61,150,0,7
1770,5,0,0,61,150,0,7
1771,6,0,0,61,150,0,7
1772,7,0,0,61,150,0,7
1773,8,0,0,61,150,0,7
1774,9,0,0,61,150,0,7
1775,10,0,0,61,150,0,7
1776,11,0,0,61,150,0,7
1777,12,0,0,61,150,0,7
1778,13,0,0,61,150,0,7
1779,14,0,0,61,150,0,7
1780,16,0,0,61,150,0,7
1809,18,0,7,29,296,0,0
1810,18,0,7,30,296,0,0
1811,18,0,0,29,28,0,3
1812,18,0,0,30,28,0,3
1813,18,0,0,27,44,0,3
1814,18,0,0,28,45,0,3
1815,18,0,8,29,297,0,0
1816,18,0,8,30,297,0,0
1817,18,0,15,29,298,0,0
1818,18,0,15,30,298,0,0
1819,18,0,9,29,299,0,0
1820,18,0,9,30,299,0,0
1821,18,0,16,29,300,0,0
1822,18,0,16,30,300,0,0
1823,18,0,2,29,301,0,0
1824,18,0,2,30,301,0,0
1825,18,0,17,29,302,0,0
1826,18,0,17,30,302,0,0
1827,18,0,10,29,303,0,0
1828,18,0,10,30,303,0,0
1829,18,0,6,29,304,0,0
1830,18,0,6,30,304,0,0
1831,18,0,11,29,305,0,0
1832,18,0,11,30,305,0,0
1833,18,0,14,29,306,0,0
1834,18,0,14,30,306,0,0
1835,18,0,3,29,307,0,0
1836,18,0,3,30,307,0,0
1837,19,0,7,28,1062,0,0
1838,19,0,7,27,1063,0,0
1839,19,0,7,67,1066,0,0
1840,19,0,7,30,1067,0,0
1841,19,0,7,68,1068,0,0
1842,19,0,7,69,1069,0,0
1843,19,0,7,70,1070,0,0
1844,19,0,7,71,1071,0,0
1845,19,0,7,29,1072,0,0
1846,19,0,8,27,1074,0,0
1847,19,0,8,28,1075,0,0
1848,19,0,8,67,1076,0,0
1849,19,0,8,30,1077,0,0
1850,19,0,8,68,1078,0,0
1851,19,0,8,69,1079,0,0
1852,19,0,8,70,1080,0,0
1853,19,0,8,71,1081,0,0
1854,19,0,8,29,1082,0,0
1855,19,0,6,28,1083,0,0
1856,19,0,6,27,1084,0,0
1857,19,0,6,67,1085,0,0
1858,19,0,6,30,1086,0,0
1859,19,0,6,68,1087,0,0
1860,19,0,6,69,1088,0,0
1861,19,0,6,70,1089,0,0
1862,19,0,6,71,1090,0,0
1863,19,0,6,29,1091,0,0
1864,19,0,9,28,1092,0,0
1865,19,0,9,27,1093,0,0
1866,19,0,9,67,1094,0,0
1867,19,0,9,30,1095,0,0
1868,19,0,9,68,1096,0,0
1869,19,0,9,69,1097,0,0
1870,19,0,9,70,1098,0,0
1871,19,0,9,71,1099,0,0
1872,19,0,9,29,1100,0,0
1873,19,0,10,28,1110,0,0
1874,19,0,10,27,1111,0,0
1875,19,0,10,67,1112,0,0
1876,19,0,10,30,1113,0,0
1877,19,0,10,68,1114,0,0
1878,19,0,10,69,1115,0,0
1879,19,0,10,70,1116,0,0
1880,19,0,10,71,1117,0,0
1881,19,0,10,29,1118,0,0
1882,19,0,11,28,1119,0,0
1883,19,0,11,27,1120,0,0
1884,19,0,11,67,1121,0,0
1885,19,0,11,30,1122,0,0
1886,19,0,11,68,1123,0,0
1887,19,0,11,69,1124,0,0
1888,19,0,11,70,1125,0,0
1889,19,0,11,71,1126,0,0
1890,19,0,11,29,1127,0,0
1891,19,0,3,71,1135,0,0
1892,19,0,3,28,1128,0,0
1893,19,0,3,27,1129,0,0
1894,19,0,3,67,1130,0,0
1895,19,0,3,30,1131,0,0
1896,19,0,3,68,1132,0,0
1897,19,0,3,69,1133,0,0
1898,19,0,3,70,1134,0,0
1899,19,0,3,29,1136,0,0
1900,19,0,14,29,1145,0,0
1901,19,0,14,71,1144,0,0
1902,19,0,14,70,1143,0,0
1903,19,0,14,69,1142,0,0
1904,19,0,14,68,1141,0,0
1905,19,0,14,30,1140,0,0
1906,19,0,14,67,1139,0,0
1907,19,0,14,27,1138,0,0
1908,19,0,14,28,1137,0,0
1909,19,0,15,28,1146,0,0
1910,19,0,15,27,1147,0,0
1911,19,0,15,67,1148,0,0
1912,19,0,15,30,1149,0,0
1913,19,0,15,68,1150,0,0
1914,19,0,15,69,1151,0,0
1915,19,0,15,70,1152,0,0
1916,19,0,15,71,1153,0,0
1917,19,0,15,29,1154,0,0
1918,19,0,17,28,1155,0,0
1919,19,0,17,27,1156,0,0
1920,19,0,17,67,1157,0,0
1921,19,0,17,30,1158,0,0
1922,19,0,17,68,1159,0,0
1923,19,0,17,69,1160,0,0
1924,19,0,17,70,1161,0,0
1925,19,0,17,71,1162,0,0
1926,19,0,17,29,1163,0,0
1927,19,0,2,28,1164,0,0
1928,19,0,2,27,1165,0,0
1929,19,0,2,67,1166,0,0
1930,19,0,2,30,1167,0,0
1931,19,0,2,68,1168,0,0
1932,19,0,2,69,1169,0,0
1933,19,0,2,70,1170,0,0
1934,19,0,2,71,1171,0,0
1935,19,0,2,29,1172,0,0
1936,19,0,16,28,1173,0,0
1937,19,0,16,27,1174,0,0
1938,19,0,16,67,1175,0,0
1939,19,0,16,30,1176,0,0
1940,19,0,16,68,1177,0,0
1941,19,0,16,69,1178,0,0
1942,19,0,16,70,1179,0,0
1943,19,0,16,71,1180,0,0
1944,19,0,16,29,1181,0,0
1945,19,0,1,28,1101,0,0
1946,19,0,1,30,1102,0,0
1947,19,0,1,68,1103,0,0
1948,19,0,1,69,1104,0,0
1949,19,0,1,70,1105,0,0
1950,19,0,1,71,1106,0,0
1951,19,0,1,29,1107,0,0
1952,19,0,0,28,1182,0,3
1953,19,0,0,27,1183,0,3
1954,19,0,0,67,1184,0,3
1955,19,0,0,30,1185,0,3
1956,19,0,0,68,1186,0,3
1957,19,0,0,69,1187,0,3
1958,19,0,0,70,1188,0,3
1959,19,0,0,71,1189,0,3
1960,19,0,0,29,1190,0,3
1961,19,0,0,28,1191,0,6
1962,19,0,0,27,1192,0,6
1963,19,0,0,67,1193,0,6
1964,19,0,0,30,1194,0,6
1965,19,0,0,68,1195,0,6
1966,19,0,0,69,1196,0,6
1967,19,0,0,70,1197,0,6
1968,19,0,0,71,1198,0,6
1969,19,0,0,29,1199,0,6
1970,1,0,6,29,6610,0,0
1971,2,0,6,29,6610,0,0
1972,3,0,6,29,6610,0,0
1973,4,0,6,29,6610,0,0
1974,5,0,6,29,6610,0,0
1975,6,0,6,29,6610,0,0
1976,7,0,6,29,6610,0,0
1977,8,0,6,29,6610,0,0
1978,9,0,6,29,6610,0,0
1979,10,0,6,29,6610,0,0
1980,11,0,6,29,6610,0,0
1981,12,0,6,29,6610,0,0
1982,13,0,6,29,6610,0,0
1983,14,0,6,29,6610,0,0
1984,15,0,6,29,6610,0,0
1985,16,0,6,29,6610,0,0
1986,17,0,6,29,6610,0,0
1987,18,0,6,29,6610,0,0
1988,19,0,6,29,6610,0,0
2008,1,0,6,30,6614,0,0
2009,2,0,6,30,6614,0,0
2010,3,0,6,30,6614,0,0
2011,4,0,6,30,6614,0,0
2012,5,0,6,30,6614,0,0
2013,6,0,6,30,6614,0,0
2014,7,0,6,30,6614,0,0
2015,8,0,6,30,6614,0,0
2016,9,0,6,30,6614,0,0
2017,10,0,6,30,6614,0,0
2018,11,0,6,30,6614,0,0
2019,12,0,6,30,6614,0,0
2020,13,0,6,30,6614,0,0
2021,14,0,6,30,6614,0,0
2022,15,0,6,30,6614,0,0
2023,16,0,6,30,6614,0,0
2024,17,0,6,30,6614,0,0
2025,18,0,6,30,6614,0,0
2026,19,0,6,30,6614,0,0
2027,1,0,6,28,6625,0,0
2028,2,0,6,28,6625,0,0
2029,3,0,6,28,6625,0,0
2030,4,0,6,28,6625,0,0
2031,5,0,6,28,6625,0,0
2032,6,0,6,28,6625,0,0
2033,7,0,6,28,6625,0,0
2034,8,0,6,28,6625,0,0
2035,9,0,6,28,6625,0,0
2036,10,0,6,28,6625,0,0
2037,11,0,6,28,6625,0,0
2038,12,0,6,28,6625,0,0
2039,13,0,6,28,6625,0,0
2040,14,0,6,28,6625,0,0
2041,15,0,6,28,6625,0,0
2042,16,0,6,28,6625,0,0
2043,17,0,6,28,6625,0,0
2044,18,0,6,28,6625,0,0
2045,19,0,6,28,6625,0,0
2046,1,0,6,67,6625,0,0
2047,2,0,6,67,6625,0,0
2048,3,0,6,67,6625,0,0
2049,4,0,6,67,6625,0,0
2050,5,0,6,67,6625,0,0
2051,6,0,6,67,6625,0,0
2052,7,0,6,67,6625,0,0
2053,8,0,6,67,6625,0,0
2054,9,0,6,67,6625,0,0
2055,10,0,6,67,6625,0,0
2056,11,0,6,67,6625,0,0
2057,12,0,6,67,6625,0,0
2058,13,0,6,67,6625,0,0
2059,14,0,6,67,6625,0,0
2060,15,0,6,67,6625,0,0
2061,16,0,6,67,6625,0,0
2062,17,0,6,67,6625,0,0
2063,18,0,6,67,6625,0,0
2064,19,0,6,67,6625,0,0
2111,1,0,7,29,14827,0,0
2112,1,0,12,29,14827,0,0
2113,2,0,7,29,14827,0,0
2114,2,0,12,29,14827,0,0
2115,3,0,7,29,14827,0,0
2116,3,0,12,29,14827,0,0
2117,4,0,7,29,14827,0,0
2118,4,0,12,29,14827,0,0
2119,5,0,7,29,14827,0,0
2120,5,0,12,29,14827,0,0
2121,6,0,7,29,14827,0,0
2122,6,0,12,29,14827,0,0
2123,7,0,7,29,14827,0,0
2124,7,0,12,29,14827,0,0
2125,8,0,7,29,14827,0,0
2126,8,0,12,29,14827,0,0
2127,9,0,7,29,14827,0,0
2128,9,0,12,29,14827,0,0
2129,10,0,7,29,14827,0,0
2130,10,0,12,29,14827,0,0
2131,11,0,7,29,14827,0,0
2132,11,0,12,29,14827,0,0
2133,12,0,7,29,14827,0,0
2134,12,0,12,29,14827,0,0
2135,13,0,7,29,14827,0,0
2136,13,0,12,29,14827,0,0
2137,14,0,7,29,14827,0,0
2138,14,0,12,29,14827,0,0
2139,15,0,7,29,14827,0,0
2140,15,0,12,29,14827,0,0
2141,16,0,7,29,14827,0,0
2142,16,0,12,29,14827,0,0
2143,17,0,7,29,14827,0,0
2144,17,0,12,29,14827,0,0
2145,18,0,7,29,14827,0,0
2146,18,0,12,29,14827,0,0
2147,19,0,7,29,14827,0,0
2148,19,0,12,29,14827,0,0
2149,20,0,7,29,14827,0,0
2150,20,0,12,29,14827,0,0
2151,21,0,7,29,14827,0,0
2152,21,0,12,29,14827,0,0
2153,1,0,7,30,14828,0,0
2154,1,0,12,30,14828,0,0
2155,2,0,7,30,14828,0,0
2156,2,0,12,30,14828,0,0
2157,3,0,7,30,14828,0,0
2158,3,0,12,30,14828,0,0
2159,4,0,7,30,14828,0,0
2160,4,0,12,30,14828,0,0
2161,5,0,7,30,14828,0,0
2162,5,0,12,30,14828,0,0
2163,6,0,7,30,14828,0,0
2164,6,0,12,30,14828,0,0
2165,7,0,7,30,14828,0,0
2166,7,0,12,30,14828,0,0
2167,8,0,7,30,14828,0,0
2168,8,0,12,30,14828,0,0
2169,9,0,7,30,14828,0,0
2170,9,0,12,30,14828,0,0
2171,10,0,7,30,14828,0,0
2172,10,0,12,30,14828,0,0
2173,11,0,7,30,14828,0,0
2174,11,0,12,30,14828,0,0
2175,12,0,7,30,14828,0,0
2176,12,0,12,30,14828,0,0
2177,13,0,7,30,14828,0,0
2178,13,0,12,30,14828,0,0
2179,14,0,7,30,14828,0,0
2180,14,0,12,30,14828,0,0
2181,15,0,7,30,14828,0,0
2182,15,0,12,30,14828,0,0
2183,16,0,7,30,14828,0,0
2184,16,0,12,30,14828,0,0
2185,17,0,7,30,14828,0,0
2186,17,0,12,30,14828,0,0
2187,18,0,7,30,14828,0,0
2188,18,0,12,30,14828,0,0
2189,19,0,7,30,14828,0,0
2190,19,0,12,30,14828,0,0
2191,20,0,7,30,14828,0,0
2192,20,0,12,30,14828,0,0
2193,21,0,7,30,14828,0,0
2194,21,0,12,30,14828,0,0
2195,1,0,7,28,14829,0,0
2196,1,0,12,28,14829,0,0
2197,2,0,7,28,14829,0,0
2198,2,0,12,28,14829,0,0
2199,3,0,7,28,14829,0,0
2200,3,0,12,28,14829,0,0
2201,4,0,7,28,14829,0,0
2202,4,0,12,28,14829,0,0
2203,5,0,7,28,14829,0,0
2204,5,0,12,28,14829,0,0
2205,6,0,7,28,14829,0,0
2206,6,0,12,28,14829,0,0
2207,7,0,7,28,14829,0,0
2208,7,0,12,28,14829,0,0
2209,8,0,7,28,14829,0,0
2210,8,0,12,28,14829,0,0
2211,9,0,7,28,14829,0,0
2212,9,0,12,28,14829,0,0
