"ID","rewardTrackId","rewardPointFlags","prerequisiteId","flags","currencyTypeId","currencyAmount","rewardTrackRewardTypeEnum00","rewardTrackRewardTypeEnum01","rewardTrackRewardTypeEnum02","rewardChoiceId00","rewardChoiceId01","rewardChoiceId02","rewardChoiceCount00","rewardChoiceCount01","rewardChoiceCount02"
494,25,2,0,2,0,0,0,0,0,84760,83757,85200,1,1,1
495,25,4,0,2,0,0,0,0,0,84760,83757,85201,1,1,1
496,25,4,0,2,0,0,0,0,0,84760,83757,85202,1,1,1
497,25,4,0,2,0,0,0,0,0,84760,83757,85203,1,1,1
498,25,8,0,3,0,0,0,0,0,84726,84727,85241,1,1,1
499,26,1,0,2,0,0,0,0,0,84761,83758,85204,1,1,1
500,26,1,0,2,0,0,0,0,0,84761,83758,85205,1,1,1
501,26,1,0,2,0,0,0,0,0,84761,83758,85206,1,1,1
502,26,1,0,2,0,0,0,0,0,84761,83758,85207,1,1,1
503,26,2,0,2,0,0,0,0,0,84761,83758,85208,1,1,1
504,26,2,0,2,0,0,0,0,0,84761,83758,85209,1,1,1
505,26,2,0,2,0,0,0,0,0,84761,83758,85210,1,1,1
506,26,2,0,2,0,0,0,0,0,84761,83758,85211,1,1,1
507,26,4,0,2,0,0,0,0,0,84761,83758,85212,1,1,1
508,26,4,0,2,0,0,0,0,0,84761,83758,85213,1,1,1
509,26,4,0,2,0,0,0,0,0,84761,83758,85214,1,1,1
510,26,8,0,3,0,0,0,0,0,84734,84735,85242,1,1,1
511,27,1,0,2,0,0,0,0,0,84762,83759,85215,1,1,1
512,27,1,0,2,0,0,0,0,0,84762,83759,85216,1,1,1
513,27,1,0,2,0,0,0,0,0,84762,83759,85217,1,1,1
514,27,1,0,2,0,0,0,0,0,84762,83759,85218,1,1,1
515,27,2,0,2,0,0,0,0,0,84762,83759,85219,1,1,1
516,27,2,0,2,0,0,0,0,0,84762,83759,85220,1,1,1
517,27,2,0,2,0,0,0,0,0,84762,83759,85221,1,1,1
518,27,2,0,2,0,0,0,0,0,84762,83759,85222,1,1,1
519,27,4,0,2,0,0,0,0,0,84762,83759,85223,1,1,1
520,27,4,0,2,0,0,0,0,0,84762,83759,85224,1,1,1
521,27,4,0,2,0,0,0,0,0,84762,83759,85225,1,1,1
522,27,8,0,3,0,0,0,0,0,84738,84739,85243,1,1,1
523,28,1,0,2,0,0,0,0,0,84762,83759,85226,1,1,1
524,28,1,0,2,0,0,0,0,0,84762,83759,85227,1,1,1
525,28,1,0,2,0,0,0,0,0,84762,83759,85228,1,1,1
526,28,1,0,2,0,0,0,0,0,84762,83759,85229,1,1,1
527,28,2,0,2,0,0,0,0,0,84762,83759,85230,1,1,1
528,28,2,0,2,0,0,0,0,0,84762,83759,85231,1,1,1
529,28,2,0,2,0,0,0,0,0,84762,83759,85232,1,1,1
530,28,2,0,2,0,0,0,0,0,84762,83759,85233,1,1,1
531,28,4,0,2,0,0,0,0,0,84762,83759,85234,1,1,1
532,28,4,0,2,0,0,0,0,0,84762,83759,85235,1,1,1
533,28,4,0,2,0,0,0,0,0,84762,83759,85236,1,1,1
534,28,8,0,3,0,0,0,0,0,84738,84739,85244,1,1,1
535,35,1,0,3,1,250000,0,0,0,86274,0,0,1,1,1
536,36,1,0,2,0,0,0,0,0,84762,83760,83668,1,1,2
537,36,8,0,3,0,0,0,0,0,81886,78113,83668,1,1,5
538,36,2,0,2,0,0,0,0,0,84762,83760,83668,1,1,2
539,36,4,0,2,0,0,0,0,0,84762,83760,83668,1,1,2
548,38,1,0,6,0,0,1,0,0,2587,0,0,1,0,0
549,38,2,0,6,0,0,1,0,0,2588,0,0,1,0,0
550,38,4,0,6,0,0,1,0,0,617,0,0,1,0,0
551,38,8,0,6,0,0,1,0,0,2589,0,0,1,0,0
552,38,16,0,7,0,0,1,0,0,339,0,0,1,0,0
554,39,1,0,6,0,0,1,0,0,3051,0,0,1,0,0
555,39,2,0,6,0,0,1,0,0,3052,0,0,1,0,0
556,39,4,0,6,0,0,1,0,0,3053,0,0,1,0,0
557,39,8,0,6,0,0,1,0,0,3054,0,0,1,0,0
558,39,16,0,7,0,0,1,0,0,3055,0,0,1,0,0
