"ID","nameFragment","nameFragmentTypeEnum","raceId","gender","faction2Id","languageFlags"
822,"Matylda",0,16,1,167,14
823,"Milada",0,16,1,167,14
824,"Miloslava",0,16,1,167,14
825,"Nadezda",0,16,1,167,14
826,"Pavla",0,16,1,167,14
827,"Radka",0,16,1,167,14
828,"Sobeska",0,16,1,167,14
829,"Svetla",0,16,1,167,14
830,"Svetlana",0,16,1,167,14
831,"Tatana",0,16,1,167,14
832,"Ursula",0,16,1,167,14
833,"Vendula",0,16,1,167,14
834,"Zdenka",0,16,1,167,14
835,"Zuzana",0,16,1,167,14
836,"Agnessa",0,16,1,167,14
837,"Agnesse",0,16,1,167,14
838,"Anastasia",0,16,1,167,14
839,"Esfir",0,16,1,167,14
840,"Inna",0,16,1,167,14
841,"Grusha",0,16,1,167,14
842,"Kata",0,16,1,167,14
843,"Katenka",0,16,1,167,14
844,"Katja",0,16,1,167,14
845,"Naida",0,16,1,167,14
846,"Nika",0,16,1,167,14
847,"Rada",0,16,1,167,14
848,"Tamra",0,16,1,167,14
849,"Varinka",0,16,1,167,14
850,"Yelena",0,16,1,167,14
851,"Yeva",0,16,1,167,14
852,"Yulia",0,16,1,167,14
853,"Yuliana",0,16,1,167,14
854,"Zhanna",0,16,1,167,14
855,"Zhenya",0,16,1,167,14
856,"Zoya",0,16,1,167,14
857,"Katsa",0,16,1,167,14
858,"",1,16,1,167,14
859,"Vikt",2,16,0,167,14
860,"Borg",2,16,0,167,14
861,"Piot",2,16,0,167,14
862,"Yur",2,16,0,167,14
863,"Laz",2,16,0,167,14
864,"Khol",2,16,0,167,14
865,"Greg",2,16,0,167,14
866,"Inga",2,16,0,167,14
867,"Sha",2,16,0,167,14
868,"Vos",2,16,0,167,14
869,"Anga",2,16,0,167,14
870,"Ari",2,16,0,167,14
871,"Gris",2,16,0,167,14
872,"Kev",2,16,0,167,14
873,"Esm",2,16,0,167,14
874,"Yak",2,16,0,167,14
875,"Ver",2,16,0,167,14
876,"Pap",2,16,0,167,14
877,"Brek",2,16,0,167,14
878,"Kasp",2,16,0,167,14
879,"Kaspar",2,16,0,167,14
880,"Kat",2,16,0,167,14
881,"Kond",2,16,0,167,14
882,"Koss",2,16,0,167,14
883,"Vol",2,16,0,167,14
884,"Pud",2,16,0,167,14
885,"Pudo",2,16,0,167,14
886,"Zar",2,16,0,167,14
887,"Zark",2,16,0,167,14
888,"Zhar",2,16,0,167,14
889,"Petr",2,16,0,167,14
890,"Vla",2,16,0,167,14
891,"arin",3,16,0,167,14
892,"irin",3,16,0,167,14
893,"ov",3,16,0,167,14
894,"off",3,16,0,167,14
895,"ian",3,16,0,167,14
896,"ijan",3,16,0,167,14
897,"ich",3,16,0,167,14
898,"ich",3,16,0,167,14
899,"vic",3,16,0,167,14
900,"tor",3,16,0,167,14
901,"esh",3,16,0,167,14
902,"osh",3,16,0,167,14
903,"ash",3,16,0,167,14
904,"oli",3,16,0,167,14
905,"ilo",3,16,0,167,14
906,"mara",3,16,0,167,14
907,"ikan",3,16,0,167,14
908,"ova",3,16,0,167,14
909,"chev",3,16,0,167,14
910,"ovich",3,16,0,167,14
911,"vich",3,16,0,167,14
912,"sky",3,16,0,167,14
913,"nev",3,16,0,167,14
914,"rev",3,16,0,167,14
915,"zov",3,16,0,167,14
916,"kin",3,16,0,167,14
917,"venko",3,16,0,167,14
918,"lo",3,16,0,167,14
919,"ko",3,16,0,167,14
920,"lov",3,16,0,167,14
921,"sak",3,16,0,167,14
922,"vak",3,16,0,167,14
923,"kovian",3,16,0,167,14
924,"owski",3,16,0,167,14
925,"ukov",3,16,0,167,14
926,"ikov",3,16,0,167,14
927,"ovkin",3,16,0,167,14
928,"nov",3,16,0,167,14
929,"bek",3,16,0,167,14
930,"os",3,16,0,167,14
931,"in",3,16,0,167,14
932,"Aelius",0,1,0,166,14
933,"Aelianus",0,1,0,166,14
934,"Emil",0,1,0,166,14
935,"Emiliano",0,1,0,166,14
936,"Aetius",0,1,0,166,14
937,"Albus",0,1,0,166,14
938,"Atilius",0,1,0,166,14
939,"Aulus",0,1,0,166,14
940,"Avictus",0,1,0,166,14
942,"Balbinus",0,1,0,166,14
943,"Caecilius",0,1,0,166,14
944,"Caelius",0,1,0,166,14
945,"Caius",0,1,0,166,14
946,"Cato",0,1,0,166,14
947,"Celsus",0,1,0,166,14
948,"Cornelius",0,1,0,166,14
949,"Crispin",0,1,0,166,14
950,"Decimus",0,1,0,166,14
951,"Domitus",0,1,0,166,14
952,"Drusus",0,1,0,166,14
953,"Dulio",0,1,0,166,14
954,"Egnatius",0,1,0,166,14
955,"Fabius",0,1,0,166,14
956,"Flavius",0,1,0,166,14
957,"Florian",0,1,0,166,14
958,"Gallus",0,1,0,166,14
959,"Glaucian",0,1,0,166,14
960,"Herminius",0,1,0,166,14
961,"Julius",0,1,0,166,14
962,"Lucius",0,1,0,166,14
963,"Lucianus",0,1,0,166,14
964,"Lucrius",0,1,0,166,14
965,"Marcellus",0,1,0,166,14
966,"Marcius",0,1,0,166,14
967,"Otho",0,1,0,166,14
968,"Ovidius",0,1,0,166,14
969,"Petronius",0,1,0,166,14
970,"Pomponius",0,1,0,166,14
971,"Quintus",0,1,0,166,14
972,"Regulus",0,1,0,166,14
973,"Rufinus",0,1,0,166,14
974,"Sabinus",0,1,0,166,14
975,"Severus",0,1,0,166,14
976,"Tacitus",0,1,0,166,14
977,"Tatius",0,1,0,166,14
978,"Tullius",0,1,0,166,14
979,"Varinius",0,1,0,166,14
980,"Vitus",0,1,0,166,14
981,"Anton",0,1,0,166,14
982,"Antonus",0,1,0,166,14
983,"Anonius",0,1,0,166,14
984,"Avitus",0,1,0,166,14
985,"",1,1,0,166,14
986,"Aelia",0,1,1,166,14
987,"Aeliana",0,1,1,166,14
988,"Aemilia",0,1,1,166,14
989,"Aemiliana",0,1,1,166,14
990,"Aetia",0,1,1,166,14
991,"Alba",0,1,1,166,14
992,"Atilia",0,1,1,166,14
993,"Aulia",0,1,1,166,14
994,"Avicta",0,1,1,166,14
996,"Balbina",0,1,1,166,14
997,"Cecilia",0,1,1,166,14
998,"Caelia",0,1,1,166,14
999,"Caia",0,1,1,166,14
1000,"Catia",0,1,1,166,14
1001,"Celia",0,1,1,166,14
1002,"Cornelia",0,1,1,166,14
1003,"Crispa",0,1,1,166,14
1004,"Decima",0,1,1,166,14
1005,"Domita",0,1,1,166,14
1006,"Drusa",0,1,1,166,14
1007,"Dulia",0,1,1,166,14
1008,"Egnatia",0,1,1,166,14
1009,"Fabia",0,1,1,166,14
1010,"Flavia",0,1,1,166,14
1011,"Floriana",0,1,1,166,14
1012,"Gallia",0,1,1,166,14
1013,"Glaucia",0,1,1,166,14
1014,"Herminia",0,1,1,166,14
1015,"Julia",0,1,1,166,14
1016,"Lucia",0,1,1,166,14
1017,"Luciana",0,1,1,166,14
1018,"Lucretia",0,1,1,166,14
1019,"Marcella",0,1,1,166,14
1020,"Marcia",0,1,1,166,14
1021,"Othia",0,1,1,166,14
1022,"Ovidia",0,1,1,166,14
1023,"Petronia",0,1,1,166,14
1024,"Pomponia",0,1,1,166,14
1025,"Quintina",0,1,1,166,14
1026,"Regula",0,1,1,166,14
1027,"Rufina",0,1,1,166,14
1028,"Sabina",0,1,1,166,14
1029,"Severina",0,1,1,166,14
1030,"Tacitus",0,1,1,166,14
1031,"Tatiana",0,1,1,166,14
1032,"Tullia",0,1,1,166,14
1033,"Varinia",0,1,1,166,14
1034,"Vita",0,1,1,166,14
1035,"Antonia",0,1,1,166,14
1036,"",1,1,1,166,14
1037,"Air",2,1,0,166,14
1038,"Al",2,1,0,166,14
1039,"Alc",2,1,0,166,10
1040,"Alm",2,1,0,166,14
1041,"Amaran",2,1,0,166,14
1042,"Anatol",2,1,0,166,14
1043,"Aquil",2,1,0,166,14
1044,"Athan",2,1,0,166,14
1045,"Atil",2,1,0,166,14
1046,"Aur",2,1,0,166,14
1047,"Aurel",2,1,0,166,14
1048,"Avit",2,1,0,166,14
1049,"Bel",2,1,0,166,14
1050,"Beth",2,1,0,166,14
1051,"Cam",2,1,0,166,14
1052,"Crisp",2,1,0,166,14
1053,"Cur",2,1,0,166,14
1054,"Cy",2,1,0,166,14
1055,"Cyr",2,1,0,166,14
1056,"Dan",2,1,0,166,14
1057,"Dec",2,1,0,166,14
1058,"Dev",2,1,0,166,14
1059,"Dom",2,1,0,166,14
1060,"Flav",2,1,0,166,14
1061,"Flev",2,1,0,166,14
1062,"Fliv",2,1,0,166,14
1063,"Flov",2,1,0,166,14
1064,"Fluv",2,1,0,166,14
1065,"Har",2,1,0,166,14
1066,"Her",2,1,0,166,14
1067,"Hir",2,1,0,166,14
1068,"Hor",2,1,0,166,14
1069,"Hor",2,1,0,166,14
1070,"Horten",2,1,0,166,14
1071,"Hur",2,1,0,166,14
1072,"Jan",2,1,0,166,14
1073,"Jin",2,1,0,166,14
1074,"Jov",2,1,0,166,14
1075,"Jur",2,1,0,166,14
1076,"Jur",2,1,0,166,14
1077,"Lav",2,1,0,166,14
1078,"Liv",2,1,0,166,14
1079,"Luc",2,1,0,166,14
1080,"Mal",2,1,0,166,14
1081,"Malc",2,1,0,166,14
1082,"Mar",2,1,0,166,14
1083,"Marc",2,1,0,166,14
1084,"Max",2,1,0,166,14
1085,"Mox",2,1,0,166,14
1086,"Ner",2,1,0,166,14
1087,"Nom",2,1,0,166,14
1088,"Nox",2,1,0,166,14
1089,"Pall",2,1,0,166,14
1090,"Parr",2,1,0,166,14
1091,"Pat",2,1,0,166,14
1092,"Patr",2,1,0,166,14
1093,"Pet",2,1,0,166,14
1094,"Petr",2,1,0,166,14
1095,"Plin",2,1,0,166,14
1096,"Py",2,1,0,166,14
1097,"Pyr",2,1,0,166,14
1098,"Regul",2,1,0,166,14
1099,"Sab",2,1,0,166,14
1100,"Sabin",2,1,0,166,14
1101,"Sal",2,1,0,166,14
1102,"Sev",2,1,0,166,14
1103,"Sever",2,1,0,166,14
1104,"Siv",2,1,0,166,14
1105,"Tiber",2,1,0,166,14
1106,"Tit",2,1,0,166,14
1107,"Tor",2,1,0,166,14
1108,"Tul",2,1,0,166,14
1109,"Val",2,1,0,166,14
1110,"Var",2,1,0,166,14
1111,"Ver",2,1,0,166,14
1112,"Vic",2,1,0,166,14
1113,"Voc",2,1,0,166,14
1114,"Aelm",2,1,0,166,14
1115,"Ael",2,1,0,166,14
1116,"ec",3,1,0,166,14
1117,"os",3,1,0,166,14
1118,"es",3,1,0,166,14
1119,"eus",3,1,0,166,14
1120,"ius",3,1,0,166,14
1121,"ios",3,1,0,166,14
1122,"is",3,1,0,166,14
1123,"us",3,1,0,166,14
1124,"ex",3,1,0,166,14
1125,"Aki",0,5,0,166,14
1126,"Dra",0,5,0,166,14
1127,"Dre",0,5,0,166,14
1128,"Ja",0,5,0,166,14
1129,"Kla",0,5,0,166,14
1130,"Kol",0,5,0,166,14
1131,"Kor",0,5,0,166,14
1132,"Za",0,5,0,166,14
1133,"De",0,5,0,166,14
1134,"Ke",0,5,0,166,14
1135,"Le",0,5,0,166,14
1136,"La",0,5,0,166,14
1137,"Ve",0,5,0,166,14
1138,"Aki",0,5,1,166,14
1139,"Dra",0,5,1,166,14
1140,"Dre",0,5,1,166,14
1141,"Ja",0,5,1,166,14
1142,"Kla",0,5,1,166,14
1143,"Kol",0,5,1,166,14
1144,"Kor",0,5,1,166,14
1145,"Za",0,5,1,166,14
1146,"De",0,5,1,166,14
1147,"Ke",0,5,1,166,14
1148,"Le",0,5,1,166,14
1149,"La",0,5,1,166,14
1150,"Ve",0,5,1,166,14
1151,"gh",1,5,0,166,14
1152,"kaar",1,5,0,166,14
1153,"kar",1,5,0,166,14
1154,"kros",1,5,0,166,14
1155,"los",1,5,0,166,14
1156,"rak",1,5,0,166,14
1157,"razz",1,5,0,166,14
1158,"rik",1,5,0,166,14
1159,"ros",1,5,0,166,14
1160,"vok",1,5,0,166,14
1161,"za",1,5,0,166,14
1162,"zar",1,5,0,166,14
1163,"zad",1,5,0,166,14
1164,"zka",1,5,0,166,14
1165,"zaar",1,5,0,166,14
1166,"zrek",1,5,0,166,14
1167,"zrak",1,5,0,166,14
1168,"zia",1,5,1,166,14
1169,"za",1,5,1,166,14
1170,"ka",1,5,1,166,14
1171,"kia",1,5,1,166,14
1172,"zzia",1,5,1,166,14
1173,"tia",1,5,1,166,14
1174,"dia",1,5,1,166,14
1175,"ra",1,5,1,166,14
1176,"da",1,5,1,166,14
1177,"kra",1,5,1,166,14
1178,"zza",1,5,1,166,14
1179,"kkia",1,5,1,166,14
1180,"kka",1,5,1,166,14
1181,"la",1,5,1,166,14
1182,"lia",1,5,1,166,14
1183,"nia",1,5,1,166,14
1184,"mia",1,5,1,166,14
1185,"na",1,5,1,166,14
1186,"sa",1,5,1,166,14
1187,"va",1,5,1,166,14
1188,"via",1,5,1,166,14
1189,"ari",1,5,1,166,14
1190,"zua",1,5,1,166,14
1191,"xa",1,5,1,166,14
1192,"Doom",2,5,0,166,2
1193,"Edge",2,5,0,166,2
1194,"Gore",2,5,0,166,2
1195,"Gut",2,5,0,166,2
1196,"Havoc",2,5,0,166,2
1197,"Hell",2,5,0,166,2
1198,"Murder",2,5,0,166,2
1199,"Night",2,5,0,166,2
1200,"Razor",2,5,0,166,2
1201,"Red",2,5,0,166,2
1202,"Ruin",2,5,0,166,2
1203,"Savage",2,5,0,166,2
1204,"Shadow",2,5,0,166,2
1205,"Slash",2,5,0,166,2
1206,"Spine",2,5,0,166,2
1207,"Stalk",2,5,0,166,2
1208,"Terror",2,5,0,166,2
1209,"Wrath",2,5,0,166,2
1210,"horn",3,5,0,166,2
1211,"hunter",3,5,0,166,2
1212,"kill",3,5,0,166,2
1213,"kind",3,5,0,166,2
1214,"lash",3,5,0,166,2
1215,"lord",3,5,0,166,2
1216,"maker",3,5,0,166,2
1217,"marked",3,5,0,166,2
1218,"master",3,5,0,166,2
1219,"render",3,5,0,166,2
1220,"ripper",3,5,0,166,2
1221,"scaler",3,5,0,166,2
1222,"slayer",3,5,0,166,2
1223,"storm",3,5,0,166,2
1224,"strike",3,5,0,166,2
1225,"sworn",3,5,0,166,2
1226,"taken",3,5,0,166,2
1227,"torn",3,5,0,166,2
1228,"Ab",0,13,0,166,14
1229,"Al",0,13,0,166,14
1230,"Am",0,13,0,166,14
1231,"An",0,13,0,166,14
1232,"Bad",0,13,0,166,14
1233,"Bag",0,13,0,166,14
1234,"Bal",0,13,0,166,14
1235,"Ban",0,13,0,166,14
1236,"Baz",0,13,0,166,14
1237,"Baz",0,13,0,166,14
1238,"Ben",0,13,0,166,14
1239,"Ber",0,13,0,166,14
1240,"Bez",0,13,0,166,14
1241,"Big",0,13,0,166,14
1242,"Bin",0,13,0,166,14
1243,"Biz",0,13,0,166,14
1244,"Bog",0,13,0,166,14
1245,"Bon",0,13,0,166,14
1246,"Bor",0,13,0,166,14
1247,"Boz",0,13,0,166,14
1248,"Bun",0,13,0,166,14
1249,"Dur",0,13,0,166,14
1250,"Eg",0,13,0,166,14
1251,"Fan",0,13,0,166,14
1252,"Fen",0,13,0,166,14
1253,"Fin",0,13,0,166,14
1254,"Fin",0,13,0,166,14
1255,"Fon",0,13,0,166,14
1256,"Fon",0,13,0,166,14
1257,"Fos",0,13,0,166,14
1258,"Fram",0,13,0,166,14
1259,"Fraz",0,13,0,166,14
1260,"Frez",0,13,0,166,14
1261,"Friz",0,13,0,166,14
1262,"Froz",0,13,0,166,14
1263,"Frum",0,13,0,166,14
1264,"Fruz",0,13,0,166,14
1265,"Gar",0,13,0,166,14
1266,"Gaz",0,13,0,166,14
1267,"Ger",0,13,0,166,14
1268,"Gez",0,13,0,166,14
1269,"Gin",0,13,0,166,14
1270,"Gir",0,13,0,166,14
1271,"Giz",0,13,0,166,14
1272,"Graz",0,13,0,166,14
1273,"Grez",0,13,0,166,14
1274,"Gril",0,13,0,166,14
1275,"Grim",0,13,0,166,14
1276,"Grin",0,13,0,166,14
1277,"Griz",0,13,0,166,14
1278,"Grom",0,13,0,166,14
1279,"Groz",0,13,0,166,14
1280,"Gruz",0,13,0,166,14
1281,"Gun",0,13,0,166,14
1282,"Jar",0,13,0,166,14
1283,"Jir",0,13,0,166,14
1284,"Jur",0,13,0,166,14
1285,"Kad",0,13,0,166,14
1286,"Kar",0,13,0,166,14
1287,"Or",0,13,0,166,14
1288,"Saz",0,13,0,166,14
1289,"Sen",0,13,0,166,14
1290,"Sez",0,13,0,166,14
1291,"Siz",0,13,0,166,14
1292,"Soz",0,13,0,166,14
1293,"Suz",0,13,0,166,14
1294,"Tan",0,13,0,166,14
1295,"Zar",0,13,0,166,14
1296,"Zer",0,13,0,166,14
1297,"Zert",0,13,0,166,14
1298,"Zor",0,13,0,166,14
1299,"Fuz",0,13,0,166,14
1300,"B",0,13,0,166,14
1301,"D",0,13,0,166,14
1302,"F",0,13,0,166,14
1303,"G",0,13,0,166,14
1304,"H",0,13,0,166,14
1305,"J",0,13,0,166,14
1306,"K",0,13,0,166,14
1307,"L",0,13,0,166,14
1308,"M",0,13,0,166,14
1309,"P",0,13,0,166,14
1310,"R",0,13,0,166,14
1311,"S",0,13,0,166,14
1312,"T",0,13,0,166,14
1313,"V",0,13,0,166,14
1314,"W",0,13,0,166,14
1315,"Z",0,13,0,166,14
1316,"am",1,13,0,166,14
1317,"ami",1,13,0,166,14
1318,"ango",1,13,0,166,14
1319,"ani",1,13,0,166,14
1320,"ani",1,13,0,166,14
1321,"ati",1,13,0,166,14
1322,"az",1,13,0,166,14
1323,"az",1,13,0,166,14
1325,"az",1,13,0,166,14
1326,"azz",1,13,0,166,14
1327,"emi",1,13,0,166,14
1328,"enni",1,13,0,166,14
1329,"enzi",1,13,0,166,14
1330,"enzo",1,13,0,166,14
1331,"zer",1,13,0,166,14
1332,"im",1,13,0,166,14
1333,"im",1,13,0,166,14
1334,"ingo",1,13,0,166,14
1335,"oingo",1,13,0,166,14
1336,"ongo",1,13,0,166,14
1337,"ont",1,13,0,166,14
1338,"onti",1,13,0,166,14
1339,"ium",1,13,0,166,14
1340,"ump",1,13,0,166,14
1341,"ungo",1,13,0,166,14
1342,"B",2,13,0,166,14
1343,"D",2,13,0,166,14
1344,"F",2,13,0,166,14
1345,"G",2,13,0,166,14
1346,"H",2,13,0,166,14
1347,"J",2,13,0,166,14
1348,"K",2,13,0,166,14
1349,"L",2,13,0,166,14
1350,"M",2,13,0,166,14
1351,"P",2,13,0,166,14
1352,"R",2,13,0,166,14
1353,"S",2,13,0,166,14
1354,"T",2,13,0,166,14
1355,"V",2,13,0,166,14
1356,"W",2,13,0,166,14
1357,"Z",2,13,0,166,14
1358,"ai",3,13,0,166,14
1359,"ang",3,13,0,166,14
1360,"anti",3,13,0,166,14
1361,"ax",3,13,0,166,14
1362,"azz",3,13,0,166,14
1363,"el",3,13,0,166,14
1364,"eng",3,13,0,166,14
1365,"enti",3,13,0,166,14
1366,"ento",3,13,0,166,14
1367,"ezz",3,13,0,166,14
1368,"il",3,13,0,166,14
1369,"ing",3,13,0,166,14
1370,"inti",3,13,0,166,14
1371,"ong",3,13,0,166,14
1372,"onti",3,13,0,166,14
1373,"ozz",3,13,0,166,14
1374,"ral",3,13,0,166,14
1375,"razz",3,13,0,166,14
1376,"rel",3,13,0,166,14
1377,"rezz",3,13,0,166,14
1378,"roc",3,13,0,166,14
1379,"ril",3,13,0,166,14
1380,"rizz",3,13,0,166,14
1381,"roc",3,13,0,166,14
1382,"rol",3,13,0,166,14
1383,"rozz",3,13,0,166,14
1384,"ruc",3,13,0,166,14
1385,"rum",3,13,0,166,14
1386,"uz",3,13,0,166,14
1387,"ui",3,13,0,166,14
1388,"ium",3,13,0,166,14
1389,"un",3,13,0,166,14
1390,"uo",3,13,0,166,14
1391,"A",0,12,0,166,10
1392,"Ac",0,12,0,166,14
1393,"Acr",0,12,0,166,14
1394,"Ad",0,12,0,166,14
1395,"Al",0,12,0,166,14
1396,"Amph",0,12,0,166,14
1397,"Ar",0,12,0,166,14
1398,"Arc",0,12,0,166,14
1399,"Arch",0,12,0,166,14
1400,"Con",0,12,0,166,14
1401,"Cry",0,12,0,166,14
1402,"Cyb",0,12,0,166,14
1403,"Dat",0,12,0,166,14
1404,"Dem",0,12,0,166,14
1405,"Ex",0,12,0,166,14
1406,"Gig",0,12,0,166,14
1407,"Hy",0,12,0,166,14
1408,"Hyd",0,12,0,166,14
1409,"Hydr",0,12,0,166,14
1410,"Id",0,12,0,166,14
1411,"In",0,12,0,166,14
1412,"Lev",0,12,0,166,14
1413,"Log",0,12,0,166,14
1414,"Lor",0,12,0,166,14
1415,"Ly",0,12,0,166,14
1416,"Lyt",0,12,0,166,14
1417,"Magn",0,12,0,166,14
1418,"Mec",0,12,0,166,14
1419,"Mem",0,12,0,166,14
1420,"Mor",0,12,0,166,14
1421,"Neur",0,12,0,166,14
1422,"Nor",0,12,0,166,14
1423,"Ny",0,12,0,166,14
1425,"Per",0,12,0,166,14
1426,"Ser",0,12,0,166,14
1427,"Tir",0,12,0,166,14
1428,"Tor",0,12,0,166,14
1429,"Tra",0,12,0,166,14
1430,"Typ",0,12,0,166,14
1431,"Tyr",0,12,0,166,14
1432,"Umbr",0,12,0,166,14
1433,"Var",0,12,0,166,14
1434,"Vec",0,12,0,166,14
1435,"Ver",0,12,0,166,14
1436,"Vid",0,12,0,166,14
1437,"Vir",0,12,0,166,14
1438,"Vol",0,12,0,166,14
1439,"Vy",0,12,0,166,14
1440,"Vyt",0,12,0,166,14
1441,"Zyr",0,12,0,166,14
1442,"A",0,12,1,166,10
1443,"Ac",0,12,1,166,14
1444,"Acr",0,12,1,166,14
1445,"Ad",0,12,1,166,14
1446,"Al",0,12,1,166,14
1447,"Amph",0,12,1,166,14
1448,"Ar",0,12,1,166,14
1449,"Arc",0,12,1,166,14
1450,"Arch",0,12,1,166,14
1451,"Con",0,12,1,166,14
1452,"Cry",0,12,1,166,14
1453,"Cyb",0,12,1,166,14
1454,"Dat",0,12,1,166,14
1455,"Dem",0,12,1,166,14
1456,"Ex",0,12,1,166,14
1457,"Gig",0,12,1,166,14
1458,"Hy",0,12,1,166,14
1459,"Hyd",0,12,1,166,14
1460,"Hydr",0,12,1,166,14
1461,"Id",0,12,1,166,14
1462,"In",0,12,1,166,14
1463,"Lev",0,12,1,166,14
1464,"Log",0,12,1,166,14
1465,"Lor",0,12,1,166,14
1466,"Ly",0,12,1,166,14
1467,"Lyt",0,12,1,166,14
1468,"Magn",0,12,1,166,14
1469,"Mec",0,12,1,166,14
1470,"Mem",0,12,1,166,14
1471,"Mor",0,12,1,166,14
1472,"Neur",0,12,1,166,14
1473,"Nor",0,12,1,166,14
1474,"Ny",0,12,1,166,14
1476,"Per",0,12,1,166,14
1477,"Ser",0,12,1,166,14
1478,"Tir",0,12,1,166,14
1479,"Tor",0,12,1,166,14
1480,"Tra",0,12,1,166,14
1481,"Typ",0,12,1,166,14
1482,"Tyr",0,12,1,166,14
1483,"Umbr",0,12,1,166,14
1484,"Var",0,12,1,166,14
1485,"Vec",0,12,1,166,14
1486,"Ver",0,12,1,166,14
1487,"Vid",0,12,1,166,14
1488,"Vir",0,12,1,166,14
1489,"Vol",0,12,1,166,14
1490,"Vy",0,12,1,166,14
1491,"Vyt",0,12,1,166,14
1492,"Zyr",0,12,1,166,14
1493,"ac",1,12,0,166,14
1494,"ax",1,12,0,166,14
1495,"eic",1,12,0,166,14
1496,"ept",1,12,0,166,14
1497,"ex",1,12,0,166,14
1498,"ic",1,12,0,166,14
1499,"in",1,12,0,166,14
1501,"iom",1,12,0,166,14
1502,"ion",1,12,0,166,14
1503,"ix",1,12,0,166,14
1504,"o",1,12,0,166,14
1505,"oc",1,12,0,166,14
1506,"ose",1,12,0,166,14
1507,"ox",1,12,0,166,14
1508,"um",1,12,0,166,14
1509,"uon",1,12,0,166,14
1510,"ux",1,12,0,166,14
1511,"is",1,12,0,166,14
1512,"a",1,12,1,166,14
1513,"eica",1,12,1,166,14
1514,"ena",1,12,1,166,14
1515,"ene",1,12,1,166,14
1516,"exa",1,12,1,166,14
1517,"ia",1,12,1,166,14
1518,"ie",1,12,1,166,14
1519,"ina",1,12,1,166,14
1520,"inia",1,12,1,166,14
1521,"itie",1,12,1,166,14
1522,"osia",1,12,1,166,14
1523,"umia",1,12,1,166,14
1524,"ydra",1,12,1,166,14
1525,"Alpha",2,12,0,166,14
1526,"Beta",2,12,0,166,14
1527,"Centi",2,12,0,166,14
1528,"Deca",2,12,0,166,14
1529,"Deci",2,12,0,166,14
1530,"Deco",2,12,0,166,14
1531,"Delta",2,12,0,166,14
1532,"Dua",2,12,0,166,14
1533,"Duo",2,12,0,166,14
1534,"Duode",2,12,0,166,14
1535,"Gamma",2,12,0,166,14
1536,"Giga",2,12,0,166,14
1537,"Hexa",2,12,0,166,14
1538,"Kilo",2,12,0,166,14
1539,"Macro",2,12,0,166,14
1540,"Meta",2,12,0,166,14
1541,"Micro",2,12,0,166,14
1542,"Milli",2,12,0,166,14
1543,"Mono",2,12,0,166,14
1544,"Nova",2,12,0,166,14
1545,"Novi",2,12,0,166,14
1546,"Novo",2,12,0,166,14
1547,"Octa",2,12,0,166,14
1548,"Octi",2,12,0,166,14
1549,"Octo",2,12,0,166,14
1550,"Omega",2,12,0,166,14
1551,"Omni",2,12,0,166,14
1552,"Quadra",2,12,0,166,14
1553,"Quadri",2,12,0,166,14
1554,"Quadro",2,12,0,166,14
1555,"Quinta",2,12,0,166,14
1556,"Quinti",2,12,0,166,14
1557,"Quinto",2,12,0,166,14
1558,"Secta",2,12,0,166,14
1559,"Secti",2,12,0,166,14
1560,"Secto",2,12,0,166,14
1561,"Septa",2,12,0,166,14
1562,"Septi",2,12,0,166,14
1563,"Septo",2,12,0,166,14
1564,"Sigma",2,12,0,166,14
1565,"Tau",2,12,0,166,14
1566,"Tera",2,12,0,166,14
1567,"Theta",2,12,0,166,14
1568,"Tria",2,12,0,166,14
1569,"Trio",2,12,0,166,14
1570,"Ulti",2,12,0,166,14
1571,"Ultra",2,12,0,166,14
1572,"Una",2,12,0,166,14
1573,"Uni",2,12,0,166,14
1574,"Uno",2,12,0,166,14
1575,"Zeta",2,12,0,166,14
1576,"bolt",3,12,0,166,14
1577,"cell",3,12,0,166,14
1578,"zon",3,12,0,166,14
1579,"core",3,12,0,166,14
1580,"cron",3,12,0,166,14
1581,"cus",3,12,0,166,14
1582,"lux",3,12,0,166,14
1583,"mac",3,12,0,166,14
1584,"max",3,12,0,166,14
1585,"mec",3,12,0,166,14
1586,"mox",3,12,0,166,14
1587,"nex",3,12,0,166,14
1588,"niex",3,12,0,166,14
1589,"nion",3,12,0,166,14
1590,"nix",3,12,0,166,14
1591,"noc",3,12,0,166,14
1592,"noid",3,12,0,166,14
1593,"nox",3,12,0,166,14
1594,"pax",3,12,0,166,14
1595,"phax",3,12,0,166,14
1596,"phex",3,12,0,166,14
1597,"phix",3,12,0,166,14
1598,"plex",3,12,0,166,14
1599,"rax",3,12,0,166,14
1600,"rem",3,12,0,166,14
1601,"rex",3,12,0,166,14
1602,"rion",3,12,0,166,14
1603,"rix",3,12,0,166,14
1604,"rom",3,12,0,166,14
1605,"rox",3,12,0,166,14
1606,"spark",3,12,0,166,14
1607,"tec",3,12,0,166,14
1608,"tec",3,12,0,166,14
1609,"tech",3,12,0,166,14
1610,"triax",3,12,0,166,14
1611,"trion",3,12,0,166,14
1612,"troid",3,12,0,166,14
1613,"tron",3,12,0,166,14
1614,"vac",3,12,0,166,14
1615,"vec",3,12,0,166,14
1616,"vex",3,12,0,166,14
1617,"viex",3,12,0,166,14
1618,"vion",3,12,0,166,14
1619,"volt",3,12,0,166,14
1620,"vox",3,12,0,166,14
