"ID","buttonIcon","item2TypeId","localizedTextIdName","localizedTextIdFlavor","itemQualityId"
435,"Icon_ItemMisc_UI_Item_Book",0,350175,350176,0
436,"ClientSprites:Icon_TradeskillTalent_Architect_Book_02",0,350185,350186,0
437,"ClientSprites:Icon_TradeskillTalent_Architect_Book_01",0,350187,350188,0
438,"Icon_ItemMisc_potion_0004",170,350641,350642,0
440,"Icon_ItemMisc_UI_Item_Gears",0,352003,352004,0
442,"ClientSprites:Icon_ItemMisc_PristineEldanTech",0,352595,352596,0
443,"ClientSprites:Icon_ItemMisc_Starshard_gem",0,352715,352716,0
444,"Icon_ItemMisc_UI_Item_Crystal",0,352800,352801,0
445,"ClientSprites:Icon_ItemMisc_QuartzGem",0,352802,352803,0
447,"Icon_ItemMisc_UI_Item_Parchment",0,353101,353102,0
448,"Icon_ItemMisc_stone_0003",170,353123,353124,0
449,"ClientSprites:Icon_ItemMisc_Standard_omniplasm",0,353127,353128,0
450,"Icon_ItemMisc_stone_0001",170,353251,353252,0
451,"Icon_ItemMisc_stone_0002",170,353257,353264,0
452,"Icon_ItemMisc_stone_0003",170,353258,353261,0
453,"Icon_ItemMisc_stone_0004",170,353259,353276,0
454,"Icon_ItemMisc_rune_0001",170,353260,353277,0
455,"Icon_ItemMisc_potion_0001",170,353267,353268,0
456,"ClientSprites:Icon_ItemMisc_UI_Item_Blueprints",170,353948,353949,0
457,"IconSprites:Icon_ItemMisc_Support_System_05",170,354472,354473,0
458,"Icon_ItemArmorHands_UI_Item_Focal_Glove_001",170,354767,354768,0
459,"Icon_ItemMisc_UI_Item_Parchment",170,354783,354784,0
460,"Icon_ItemMisc_UI_Item_Key",170,355027,355028,0
461,"ClientSprites:Icon_ItemMisc_LifeEnergyBall",170,355359,355360,0
462,"Icon_ItemMisc_UI_Item_Bomb",170,355465,355466,0
463,"Icon_ItemMisc_UI_Item_Chest",170,355471,355472,0
464,"Icon_ItemWeaponPistol_UI_Item_Pistol_001",170,355560,355561,0
466,"ClientSprites:Icon_ItemMisc_Canteen",0,356306,356307,0
467,"ClientSprites:Icon_TradeskillMisc_Heartichoke_plant",0,356475,356476,0
468,"ClientSprites:Icon_TradeskillMisc_Yellowbell_Plant",0,356477,356478,0
469,"Icon_ItemMisc_UI_Item_Skull",170,356651,356652,0
470,"ClientSprites:Icon_ItemMisc_PellInsignia",0,356716,356717,0
471,"Icon_ItemMisc_meat_0003",170,356732,356733,0
472,"Icon_SkillMisc_UI_m_slvo",170,356835,356836,0
473,"ClientSprites:Icon_ItemMisc_Slimy_Bug_Meat",0,356936,356937,0
474,"ClientSprites:Icon_TradeskillMisc_Flamefrond_plant",170,357094,357095,0
475,"Icon_ItemMisc_UI_Item_Key",170,357444,357445,0
476,"Icon_ItemMisc_stone_0004",0,357471,357472,0
478,"ClientSprites:Icon_ItemMisc_EldanPowerFragment",0,357605,357606,0
479,"Icon_ItemMisc_UI_Test",170,357845,357846,0
480,"Icon_ItemMisc_UI_Item_Whistle",170,357849,357850,0
481,"Icon_ItemMisc_tool_0001",170,357858,357862,0
482,"Icon_Reload",170,357865,357866,0
483,"ClientSprites:Icon_ItemMisc_stone_0004",170,357874,357875,0
484,"Icon_ItemMisc_herb_0001",170,357954,357955,0
485,"Icon_ItemMisc_UI_Item_Bag_001",170,358152,358153,0
486,"Icon_ItemMisc_UI_Item_Bag_002",170,358299,358300,0
487,"Icon_ItemMisc_potion_0004",170,358541,358542,0
488,"Icon_ItemWeaponSword_sword2H_0004",0,359060,359061,0
489,"Icon_ItemMisc_UI_Item_Gears",170,359472,359473,0
490,"Icon_ItemMisc_potion_0003",170,359674,359675,0
491,"ClientSprites:Icon_ItemMisc_EldenPowercore",170,359676,359677,0
492,"ClientSprites:Icon_ItemMisc_Generic_isolinear_chip",170,359963,359964,0
493,"Icon_SkillFire_UI_srcr_frblt",170,360450,360451,0
494,"Icon_ItemMisc_EldanInsignia",0,360572,360573,0
495,"Icon_SkillIce_UI_srcr_iceshrds",170,360582,360583,0
496,"Icon_ItemMisc_letter_0002",170,360677,360678,0
497,"Icon_ItemMisc_UI_Item_Leaf",229,361380,523147,0
498,"Icon_ItemMisc_UI_Item_Pearl",0,363822,363823,0
501,"Icon_ItemArmorNeck_UI_Item_Neck_001",170,364039,364040,0
503,"Icon_ItemMisc_bag_0004",170,364887,364888,0
504,"Icon_ItemArmorNeck_UI_Item_Neck_001",170,365181,365182,0
506,"Icon_ItemMisc_claw_0001",0,365258,365259,0
507,"Icon_ItemWeaponPistol_UI_Item_Pistol_001",0,365594,365595,0
508,"Icon_ItemArmorFace_UI_Item_Focal_Face",170,365615,365616,0
509,"Icon_ItemWeaponPistol_UI_Item_Pistol_001",170,365690,365691,0
510,"Icon_ItemMisc_bag_0001",170,365985,365986,0
511,"Icon_ItemMisc_potion_0004",170,366952,366953,0
512,"ClientSprites:Icon_ItemMisc_Magma_Gun",173,366978,366979,0
513,"ClientSprites:Icon_ItemWeapon_EMP_Rocket_Launcher",173,366980,366981,0
514,"ClientSprites:Icon_ItemWeapon_Magma_Rifle",173,366983,366984,0
515,"ClientSprites:Icon_ItemMisc_EldanPowerFragment",170,368466,368469,0
516,"Icon_ItemMisc_egg_0003",170,369927,369928,0
517,"Icon_ItemMisc_tool_0001",170,369930,369931,0
518,"Icon_ItemMisc_potion_0003",170,369933,369934,0
519,"Icon_ItemMisc_potion_0001",170,369935,369936,0
520,"Icon_ItemMisc_herb_0002",170,369937,369938,0
521,"Icon_ItemMisc_gadget_0001",170,369951,369952,0
522,"Icon_ItemMisc_UI_Item_Stick",170,369958,369959,0
523,"Icon_ToxicShot",170,369978,369979,0
524,"Icon_ItemMisc_UI_Item_Bomb",170,369980,369981,0
525,"Icon_ItemMisc_UI_Item_Gears",170,369986,369987,0
526,"Icon_ItemMisc_stone_0003",170,369990,369991,0
527,"Icon_ItemMisc_stone_0003",170,370245,370246,0
528,"Icon_ItemMisc_UI_Test",170,370321,370322,0
529,"Icon_ItemMisc_UI_Item_Whistle",170,370324,370325,0
530,"Icon_Reload",170,370326,370327,0
531,"Icon_ItemMisc_tool_0001",170,370329,370330,0
532,"Icon_ItemMisc_UI_Item_Gears",170,370675,370676,0
536,"Icon_ItemMisc_egg_0001",170,371911,371912,0
537,"Icon_ItemMisc_potion_0004",170,371924,371925,0
538,"Icon_ItemArmorWaist_UI_Item_Focal_Buckle",170,371932,371933,0
539,"Icon_ItemMisc_potion_0003",170,372032,372033,0
540,"Icon_ItemMisc_UI_Item_Potion_001",170,372043,372044,0
541,"Icon_ItemArmorWaist_UI_Item_Arcane_Buckle",170,372116,372117,0
542,"Icon_ItemMisc_meat_0001",170,372131,372132,0
543,"Icon_ItemMisc_UI_Item_Bag_002",170,372204,372205,0
544,"Icon_ItemMisc_meat_0002",170,372229,372230,0
545,"Icon_ItemArmorWaist_UI_Item_Reflex_Buckle",170,372254,372255,0
546,"Icon_ItemMisc_UI_Item_Skull",170,372256,372257,0
547,"Icon_ItemArmorWaist_UI_Item_Arcane_Buckle",170,372259,372260,0
548,"ClientSprites:Icon_ItemMisc_Generic_isolinear_chip",0,372401,372402,0
549,"Icon_ItemArmorWaist_UI_Item_Arcane_Buckle",170,373705,373706,0
550,"Icon_ItemMisc_gadget_0001",0,374448,374449,0
551,"Icon_ItemMisc_UI_Item_Skull",0,374462,374463,0
552,"ClientSprites:Icon_ItemWeaponStaff_UI_Item_Staff_001",0,377092,377093,0
553,"ClientSprites:Icon_Guild_UI_Guild_Potion",170,377752,377753,0
554,"ClientSprites:Icon_ItemMisc_UI_Item_Pearl",170,378241,378242,0
555,"Icon_ItemArmorNeck_UI_Item_Neck_001",170,378364,378365,0
556,"ClientSprites:Icon_ItemArmorWaist_UI_Item_Reflex_Buckle",0,378497,378498,0
560,"Icon_ItemArmorNeck_UI_Item_Neck_001",0,379910,379911,0
561,"Icon_ItemMisc_UI_Item_Bomb",170,379912,379913,0
562,"ClientSprites:Icon_SkillFire_UI_srcr_twncst",0,379984,379985,0
563,"ClientSprites:Icon_ItemMisc_tool_0001",0,379997,379998,0
564,"Icon_ItemMisc_gadget_0004",0,380065,380066,0
565,"ClientSprites:Icon_ItemArmorWaist_UI_Item_Arcane_Buckle",170,380100,380101,0
569,"ClientSprites:Icon_ItemMisc_UI_Item_Gears",170,383133,383134,0
571,"ClientSprites:Icon_SkillElemental_fire",170,383724,383725,0
572,"ClientSprites:Icon_SkillElemental_water",170,383726,383727,0
573,"ClientSprites:Icon_SkillElemental_logic",170,383728,383729,0
574,"ClientSprites:Icon_SkillElemental_life",170,383733,383734,0
575,"ClientSprites:Icon_SkillElemental_earth",170,383737,383738,0
576,"ClientSprites:Icon_SkillElemental_wind",170,383739,383740,0
579,"ClientSprites:Icon_ItemMisc_UI_Item_Stick",0,384115,384116,0
580,"ClientSprites:Icon_ItemMisc_UI_Item_Parchment",0,384506,384507,0
582,"ClientSprites:Icon_ItemMisc_UI_Item_Bad_Meat",0,384513,384514,0
583,"Icon_ItemMisc_potion_0001",170,384885,384886,0
584,"ClientSprites:Icon_ItemMisc_UI_Item_Skull",0,384892,384893,0
585,"ClientSprites:Icon_ItemMisc_UI_Item_Bag_001",0,385069,385070,0
588,"Icon_ItemMisc_tooth_0004",0,385241,385242,0
589,"Icon_ItemMisc_tooth_0004",0,385243,385244,0
590,"Icon_SkillPhysical_UI_wr_grenade",170,385418,385419,0
591,"Icon_SkillMisc_UI_wr_dfgrp",0,385662,385663,0
592,"ClientSprites:Icon_ItemMisc_Tough_meat",170,385686,385687,0
593,"Icon_ItemMisc_meat_0004",170,385708,385827,0
594,"ClientSprites:Icon_ItemMisc_Spores",170,385711,385828,0
595,"ComboBloodFill",170,385824,385825,0
596,"Icon_ItemMisc_UI_Item_Bag_002",0,386167,386168,0
597,"ClientSprites:Icon_ItemMisc_UI_Item_Gears",0,386248,386249,0
599,"ClientSprites:Icon_ItemMisc_UI_Item_Meat",170,386926,386927,0
600,"Icon_ItemMisc_UI_Item_Meat",170,387004,387005,0
601,"ClientSprites:Icon_ItemMisc_CoralscalePlant",170,387019,387020,0
603,"ClientSprites:Icon_ItemMisc_Communicator_Device_02",170,387159,387160,0
604,"Icon_ItemMisc_UI_Item_Parchment",170,387355,387356,0
605,"Icon_TradeskillAdditiveArchitect_Metal_Frame_00",0,387600,387601,0
606,"ClientSprites:Icon_ShootRifle",0,387602,387603,0
607,"ClientSprites:Icon_SkillEnergy_UI_srcr_thebigguns",0,387607,387606,0
608,"Icon_ItemMisc_potion_0002",170,387710,387711,0
609,"Icon_ItemMisc_tooth_0004",0,387804,387805,0
610,"ClientSprites:Icon_ItemMisc_UI_Item_Bag_001",170,387811,387812,0
612,"Icon_ItemMisc_rune_0001",170,387909,387910,0
613,"ClientSprites:Icon_ItemMisc_Small_fish",170,388151,388152,0
614,"ClientSprites:Icon_ItemMisc_UI_Item_Bag_003",0,388292,388293,0
615,"Icon_ItemMisc_rune_0001",170,388797,388798,0
616,"ClientSprites:Icon_ItemMisc_UI_Item_Medpack",170,388851,388852,0
617,"Icon_ItemMisc_bag_0003",170,388948,388949,0
618,"ClientSprites:Icon_ItemMisc_UI_Item_Bag_002",170,389038,389039,0
619,"ClientSprites:Icon_ItemMisc_Generic_rock_03",170,389274,389275,0
620,"ClientSprites:Icon_ItemMisc_Wire",170,389592,389593,0
621,"ClientSprites:Icon_ItemMisc_Generic_shell_01",170,389642,389643,0
622,"ClientSprites:Icon_ItemMisc_stone_0004",0,389872,389873,0
623,"ClientSprites:Icon_ItemMisc_UI_Item_Gears",0,390134,390135,0
626,"ClientSprites:Icon_ItemMisc_UI_Item_Book",0,391487,391488,0
627,"ClientSprites:Icon_ItemMisc_UI_Item_Book",0,391497,391498,0
628,"ClientSprites:Icon_ItemMisc_UI_Item_Book",0,391499,391500,0
629,"Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",170,392130,392131,0
635,"ClientSprites:Icon_ItemWeapon_Corrupted_Detonator",170,392922,392923,0
636,"ClientSprites:Icon_Guild_UI_Guild_Donut",170,392936,392937,0
638,"Icon_ItemMisc_UI_Item_Skull",0,393406,415797,0
639,"ClientSprites:Icon_ItemMisc_tooth_0002",0,393502,393503,0
640,"Icon_Guild_UI_Guild_Leaf",170,393893,393894,0
641,"Icon_SkillEnergy_UI_ss_crghdsht",170,394492,394493,0
642,"ClientSprites:Icon_ItemMisc_Gadget_05",0,394762,394763,0
643,"ClientSprites:Icon_ItemMisc_Gadget_01",0,394772,394773,0
644,"ClientSprites:Icon_ItemMisc_EldenPowercore",0,394775,394776,0
645,"ClientSprites:Icon_ItemMisc_EldenFocuser",0,394778,394779,0
646,"Icon_ItemMisc_gadget_0003",170,394822,394823,0
647,"ClientSprites:Icon_ItemMisc_UI_Item_Crafting_PowerCore_Green",0,395206,395207,0
650,"Icon_ItemMisc_UI_Item_Bomb",170,395290,395291,0
651,"ClientSprites:Icon_ItemMisc_egg_0001",170,395347,395348,0
652,"IconSprites:Icon_SkillSbuff_gasdamovertime",170,395357,395358,0
653,"ClientSprites:SpellChargeEdgeGlow",170,395364,395365,0
654,"ClientSprites:Icon_ItemMisc_UI_Item_Stick",170,395392,395393,0
658,"Icon_ItemMisc_UI_Item_Skull",0,396109,396110,0
659,"Icon_ChargedShot",0,396268,396269,0
661,"Icon_ItemMisc_potion_0001",0,396965,396966,0
662,"Icon_ItemMisc_potion_0001",0,396967,396968,0
663,"Icon_ItemMisc_potion_0001",0,396969,396970,0
664,"Icon_ItemMisc_potion_0001",0,396971,396972,0
665,"ClientSprites:Icon_ItemMisc_UI_Item_Blueprints",170,397185,397186,0
666,"ClientSprites:Icon_ItemMisc_gadget_0001",170,399569,399570,0
667,"ClientSprites:Icon_SkillEnergy_UI_ss_plsmasht",0,399571,399572,0
668,"Icon_ItemMisc_UI_Item_Meat",170,399718,399719,0
669,"Icon_ItemMisc_UI_Item_Wand",170,399853,399854,0
671,"Icon_ItemMisc_UI_Item_Bomb",170,399919,399920,0
672,"Icon_ItemWeaponPistol_UI_Item_Pistol_001",170,400218,400221,0
673,"Icon_ItemWeaponPistol_UI_Item_Pistol_001",170,400385,400386,0
674,"ClientSprites:Icon_ItemMisc_potion_0004",0,401077,401083,0
675,"ClientSprites:Icon_ItemMisc_tool_0001",0,401155,401156,0
676,"ClientSprites:Icon_ItemMisc_UI_Item_Chest",170,401371,401372,0
677,"Icon_ItemMisc_potion_0001",0,401470,401471,0
678,"Icon_Guild_UI_Guild_Skull",170,401517,401518,0
679,"Icon_ItemMisc_UI_Item_Gears",170,401633,401634,0
680,"Icon_ItemMisc_UI_Item_Leaf",0,401662,401663,0
685,"Icon_ItemWeaponPistol_UI_Item_Pistol_001",0,401826,401827,0
686,"Icon_SkillMisc_gadget_0001",0,401839,401840,0
687,"Icon_ItemWeaponPistol_UI_Item_Pistol_001",170,401852,401853,0
688,"ClientSprites:Icon_ItemMisc_UI_Item_Gears",170,401888,401889,0
689,"Icon_ItemMisc_claw_0001",0,401931,401932,0
690,"ClientSprites:Icon_ItemMisc_UI_Item_Bag_001",0,401996,401997,0
691,"Icon_ItemMisc_Medishot_HealOverTime_InstantHeal",0,402565,402566,0
692,"Icon_ItemMisc_tool_0001",170,402643,402644,0
693,"Icon_ItemMisc_potion_0002",170,402654,402655,0
694,"Icon_ItemMisc_UI_Item_Gears",170,402785,402786,0
695,"Icon_ItemMisc_UI_Item_Skull",0,403189,403190,0
696,"Icon_ItemMisc_UI_Item_Skull",0,403191,403192,0
697,"ClientSprites:Icon_ItemMisc_UI_Item_Gears",170,403211,403216,0
699,"ClientSprites:Icon_ItemMisc_gadget_0001",0,403373,403374,0
706,"Icon_SkillMisc_gadget_0001",0,404120,404121,0
712,"ClientSprites:Icon_TradeskillMisc_Flamefrond_plant",0,405044,405045,0
713,"ClientSprites:Icon_ItemMisc_UI_Item_Pearl",0,405197,405198,0
714,"ClientSprites:Icon_ItemWeaponPistol_UI_Item_Pistol_001",0,405239,405240,0
715,"ClientSprites:Icon_ItemWeaponPistol_UI_Item_Pistol_001",0,405286,405287,0
718,"ClientSprites:Icon_ItemMisc_UI_Item_Leaf",0,405860,405861,0
723,"ClientSprites:Icon_SkillShadow_UI_stlkr_staggeringthrust",170,406181,406182,0
724,"ClientSprites:Icon_ItemMisc_UI_Item_Skull",0,406250,406251,0
725,"ClientSprites:Icon_ItemMisc_potion_0001",170,406265,406266,0
737,"ClientSprites:Icon_ItemWeapon_Flash_RocketLauncher",170,408880,408881,0
746,"Icon_ItemMisc_gadget_0003",170,409838,409839,0
747,"ClientSprites:Icon_ItemMisc_gadget_0002",0,410157,410158,0
748,"ClientSprites:Icon_ItemMisc_gadget_0003",0,410193,410272,0
750,"Icon_ItemMisc_UI_Item_Skull",0,410467,410468,0
754,"ClientSprites:Icon_ItemMisc_gadget_0004",170,411128,411129,0
757,"ClientSprites:Icon_ItemMisc_meat_0002",170,411904,411905,0
758,"ClientSprites:Icon_SkillPhysical_UI_wr_slap",0,412010,412011,0
761,"ClientSprites:Icon_ItemMisc_UI_Item_Bomb",0,413133,413134,0
764,"Icon_ItemMisc_claw_0001",0,413322,413323,0
765,"ClientSprites:Icon_ItemMisc_Slime",0,413423,413424,0
768,"Icon_ItemMisc_egg_0002",170,413819,413820,0
775,"ClientSprites:Icon_ItemMisc_potion_0001",0,414656,414657,0
778,"ClientSprites:Icon_ItemMisc_rune_0001",0,415636,415644,0
779,"Icon_ItemMisc_stone_0003",174,416066,416067,0
780,"Icon_ItemMisc_letter_0004",170,416116,416117,0
783,"ClientSprites:Icon_ItemMisc_LifeEnergyBall",0,416370,416371,0
785,"Icon_ItemMisc_stone_0001",0,417384,417385,0
786,"Icon_ItemMisc_herb_0004",170,418014,418015,0
787,"ClientSprites:Icon_ItemMisc_UI_Item_Potion_001",170,418040,418041,0
789,"ClientSprites:Icon_Guild_UI_Guild_Pearl",170,418778,418779,0
791,"ClientSprites:Icon_ItemMisc_UI_Item_Chest",0,419352,419428,0
792,"ClientSprites:Icon_ItemMisc_UI_Item_Chest",0,419412,419429,0
793,"ClientSprites:Icon_ItemMisc_UI_Item_Chest",0,419415,419432,0
796,"ClientSprites:Icon_ItemMisc_UI_Item_Potion_001",170,419971,419972,0
797,"ClientSprites:Icon_ItemArmorWaist_UI_Item_Arcane_Buckle",170,419996,419997,0
799,"ClientSprites:Icon_ItemArmorWaist_UI_Item_Arcane_Buckle",170,420092,420093,0
802,"Icon_ItemMisc_UI_Item_Bag_001",0,421185,421186,0
803,"ClientSprites:Icon_ItemArmorNeck_UI_Item_Neck_004",170,421424,421425,0
804,"IconSprites:Icon_TradeskillMisc_OctopodPlant",0,421458,421459,0
805,"ClientSprites:Icon_ItemWeaponPistol_UI_Item_Pistol_001",0,421471,421472,0
806,"IconSprites:Icon_ItemWeapon_Frost_Grenade",0,421480,421481,0
807,"ClientSprites:Icon_ItemArmorFace_UI_Item_Focal_Face",0,421491,421492,0
808,"IconSprites:Icon_ItemWeapon_Frost_Grenade",0,421683,421684,0
810,"ClientSprites:Icon_ItemMisc_Gadget_01",0,423042,423043,0
811,"ClientSprites:Icon_ItemMisc_UI_Item_Parchment",170,423123,423124,0
812,"ClientSprites:Icon_ItemMisc_Box_01",170,423135,423136,0
813,"ClientSprites:Icon_ItemMisc_UI_Item_Bomb",0,423157,423158,0
814,"ClientSprites:Icon_Guild_UI_Guild_Syringe",170,423179,423180,0
815,"IconSprites:Icon_ItemMisc_Slime",170,423425,423426,0
816,"Icon_ItemArmorWaist_UI_Item_Battle_Buckle",4,423443,423444,0
817,"Icon_ItemMisc_UI_Item_Bomb",170,424245,424246,0
818,"ClientSprites:Icon_ItemMisc_Generic_seed_03",0,424619,424620,0
819,"ClientSprites:Icon_ItemMisc_UI_Item_Wand",170,424962,424963,0
820,"ClientSprites:Icon_ItemMisc_UI_Item_Wand",170,424964,424965,0
821,"Icon_ItemMisc_UI_Item_Pearl",0,427181,427182,0
822,"ClientSprites:Icon_SkillMisc_UI_recall_transmat",170,427521,427522,0
823,"ClientSprites:Icon_ItemWeaponStaff_UI_Item_Staff_001",170,428991,428995,0
824,"ClientSprites:Icon_ItemMisc_egg_0004",170,429260,429261,0
825,"ClientSprites:Icon_ItemMisc_gadget_0002",170,429281,429282,0
827,"Icon_SkillFire_UI_srcr_frblt",172,430848,430849,0
828,"CRB_CharacterCreateSprites:sprCC_ExileIcon",170,431421,431422,0
829,"ClientSprites:Icon_ItemMisc_UI_Item_Leaf",170,432210,432211,0
830,"Icon_ItemMisc_herb_0003",170,432263,432264,0
831,"ClientSprites:Icon_ItemMisc_UI_Item_Chest",0,433515,433516,0
832,"ClientSprites:Icon_ItemMisc_Eldan_Rocket_Launcher",170,433611,433612,0
833,"ClientSprites:Icon_ItemMisc_UI_Item_Gears",170,435165,435167,0
834,"ClientSprites:Icon_ItemWeaponSword_UI_Item_Greatsword_001",0,436263,436264,0
835,"ClientSprites:Icon_ItemMisc_brewing_set",0,436396,436397,0
836,"ClientSprites:Icon_ItemMisc_Horn_02",170,436876,436877,0
837,"ClientSprites:Icon_ItemWeaponPistol_UI_Item_Pistol_001",0,437034,437035,0
838,"ClientSprites:Icon_ItemMisc_tooth_0003",0,437964,437965,0
839,"ClientSprites:Icon_ItemMisc_UI_Item_Wand",170,437990,437991,0
840,"ClientSprites:Icon_ItemArmorFace_UI_Item_Focal_Face",0,438443,438444,0
841,"ClientSprites:Icon_TradeskillMisc_Glowmelon_plant",0,438511,438512,0
842,"ClientSprites:Icon_ItemMisc_tooth_0003",0,439292,439293,0
843,"AlertSprites_UI_quest",0,439361,439362,0
844,"ClientSprites:Icon_ItemArmorWaist_UI_Item_Focal_Buckle",0,440712,440713,0
845,"ClientSprites:Icon_ItemMisc_UI_Item_Skull",170,441439,441440,0
846,"ClientSprites:Icon_ItemMisc_stone_0004",0,441484,441485,0
847,"ClientSprites:Icon_SkillFire_UI_srcr_frblt",0,441486,441487,0
848,"ClientSprites:Icon_SkillIce_UI_srcr_avlnch",0,441488,441489,0
849,"ClientSprites:Icon_SkillMisc_UI_srcr_airecho",0,441490,441491,0
851,"ClientSprites:Icon_ItemMisc_UI_Item_Bad_Meat",170,444396,444397,0
852,"ClientSprites:Icon_ItemMisc_UI_Item_Parchment",0,444800,444820,0
853,"ClientSprites:Icon_ItemMisc_fur_0003",0,444888,444889,0
854,"ClientSprites:Icon_ItemMisc_rune_0001",0,444891,444892,0
855,"ClientSprites:Icon_ItemMisc_UI_Item_Gears",170,446259,446260,0
856,"Icon_ItemMisc_egg_0003",0,446610,446611,0
857,"Icon_ItemMisc_UI_Item_Skull",174,447088,447089,0
859,"ClientSprites:Icon_ItemMisc_claw_0001",0,447508,447509,0
860,"ClientSprites:Icon_ItemMisc_claw_0003",0,447513,447514,0
861,"ClientSprites:Icon_ItemMisc_fur_0001",0,447526,447527,0
862,"ClientSprites:Icon_ItemMisc_fur_0003",0,447531,447532,0
863,"ClientSprites:Icon_ItemMisc_Shields_03",170,447809,447810,0
864,"Icon_ItemMisc_gadget_0002",0,448622,448623,0
865,"Icon_ItemMisc_UI_Item_Bag_002",0,448661,448662,0
867,"ClientSprites:Icon_ItemMisc_TorineInsignia",0,449929,449930,0
868,"CRB_TargetFrameSprites:sprTF_PathScientist",0,450146,450147,0
869,"ClientSprites:Icon_SkillMisc_UI_srcr_airecho",0,450155,450156,0
870,"ClientSprites:Icon_ItemMisc_UI_Item_Leaf",0,450160,450161,0
871,"ClientSprites:StanceIcon_Elementalist0Active",0,450167,450168,0
872,"Icon_ItemMisc_UI_Item_Gears",170,450382,450383,0
873,"ClientSprites:Icon_Windows_UI_CRB_FieldStudy_Working",170,451808,451809,0
874,"ClientSprites:Icon_ItemArmorFace_UI_Item_Reflex_Face",0,453917,453918,0
875,"ClientSprites:Icon_ItemMisc_Eye_02",0,457310,457311,0
876,"Icon_ItemMisc_meat_0003",170,458270,458269,0
877,"ClientSprites:Icon_ItemMisc_UI_Item_Bomb",0,458720,458721,0
878,"ClientSprites:Icon_ItemMisc_potion_0001",0,460309,460310,0
880,"ClientSprites:Icon_SkillPhysical_Clobber",0,460661,460662,0
881,"Icon_ItemWeaponPistol_UI_Item_Pistol_001",0,460775,460802,0
882,"ClientSprites:Icon_ItemMisc_gadget_0002",170,460776,460777,0
884,"ClientSprites:Icon_ItemMisc_UI_Item_Medpack",0,461069,461070,0
885,"ClientSprites:Icon_ItemMisc_UI_Item_Candles",0,461810,461812,0
886,"Icon_Enrage",0,462210,462211,0
887,"ClientSprites:Icon_ItemMisc_egg_0004",170,463608,463609,0
888,"ClientSprites:Icon_ItemWeapon_Toxic_Grenade",170,463615,463616,0
889,"ClientSprites:Icon_SkillEnergy_UI_srcr_shckcntrp",0,463631,463632,0
890,"ClientSprites:Icon_SkillEnergy_UI_ss_crghdsht",0,463645,463646,0
891,"ClientSprites:Icon_CraftingUI_Item_Crafting_Wisdom_Blue",170,464081,464082,0
892,"Icon_ItemMisc_Crate_of_Cogs",170,465443,465444,0
893,"Icon_ToxicShot",170,465509,465510,0
894,"Icon_SkillMisc_UI_ss_srsht",0,466386,466387,0
895,"ClientSprites:Icon_ItemMisc_Slimy_Bug_Meat",170,466875,466876,0
896,"Icon_SkillPhysical_UI_wr_grenade",170,467202,467203,0
897,"Icon_ItemMisc_UI_Item_Crystal2",170,467342,467343,0
898,"ClientSprites:Icon_ItemMisc_ResidualMegaFreezon",170,467916,467917,0
899,"ClientSprites:Icon_ItemWeaponPistol_UI_Item_Pistol_001",170,468421,468422,0
900,"ClientSprites:Icon_ItemMisc_UI_Item_Pearl",170,468459,468460,0
901,"Icon_ItemMisc_gadget_0001",0,468603,468604,0
902,"Icon_ItemWeaponAxe_UI_Item_Axe_001",170,470894,470895,0
903,"ClientSprites:Icon_ItemMisc_stone_0001",170,470904,470905,0
904,"ClientSprites:Icon_ItemMisc_potion_0001",170,472585,472586,0
905,"Icon_ItemMisc_Crate_of_Cogs",170,473885,473886,0
906,"ClientSprites:Icon_ItemMisc_UI_Item_Bag_001",170,475400,475401,0
907,"ClientSprites:Icon_ItemArmorFace_UI_Item_Reflex_Face",170,475992,475993,0
908,"ClientSprites:Icon_ItemMisc_UI_Item_Bag_002",0,476568,476569,0
909,"ClientSprites:Icon_ItemMisc_Beacon_02",170,477209,477210,0
910,"ClientSprites:Icon_ItemArmorFace_UI_Item_Battle_Face",170,479231,479232,0
911,"ClientSprites:Icon_ItemMisc_Venom",170,480260,480261,0
912,"ClientSprites:Icon_ItemMisc_Generic_seed_03",0,482486,482487,0
913,"IconSprites:Icon_Modifier_elemental_fire_001",170,484854,484855,0
914,"IconSprites:Icon_Modifier_elemental_air_001",170,484857,484858,0
915,"IconSprites:Icon_Modifier_elemental_logic_001",170,484859,484860,0
916,"IconSprites:Icon_Modifier_elemental_life_001",170,484861,484862,0
917,"IconSprites:Icon_Modifier_elemental_earth_001",170,484863,484864,0
918,"IconSprites:Icon_Modifier_elemental_water_001",170,484865,484866,0
919,"ClientSprites:Icon_ItemMisc_stone_0003",170,486809,486810,0
920,"IconSprites:Icon_ItemMisc_Generic_rock_01",170,486835,486836,0
921,"IconSprites:Icon_ItemMisc_Grilled_bug_meat",0,487791,487792,0
922,"IconSprites:Icon_TradeskillMisc_Logicleaf_plant",0,487798,487799,0
923,"ClientSprites:Icon_ItemMisc_gadget_0001",0,487800,487801,0
924,"ClientSprites:Icon_ItemMisc_potion_0004",0,487886,487887,0
925,"ClientSprites:Icon_Modifier_elemental_air_001",345,487996,487997,0
927,"ClientSprites:Icon_Modifier_elemental_water_001",339,488003,488004,0
928,"ClientSprites:Icon_Modifier_elemental_logic_001",344,488006,488007,0
929,"ClientSprites:Icon_Modifier_elemental_earth_001",341,488008,488009,0
