"ID","enumName","localizedTextId"
2279,"CRB_ActionBar_AddBtn",151779
2280,"CRB_ActionBar_RemoveBtn",151780
2281,"CRB_BaseBar_XPBar",151840
2282,"CRB_BaseBar_Level",151857
2283,"CRB_TargetFrame_ClassIcon",151881
2284,"CRB_TargetFrame_Health",151882
2285,"CRB_TargetFrame_Energy",151884
2286,"CRB_TargetFrame_CastBar",151894
2287,"CRB_Inventory_PopOutBtn",151948
2288,"CRB_Inventory_Trash",151950
2289,"CRB_MiniMap_ZoomInBtn",151953
2290,"CRB_MiniMap_ZoomOutBtn",151955
2291,"CRB_MiniMap_MapMenuBtn",151956
2292,"CRB_QuestLog_TrackBtn",151979
2293,"CRB_QuestLog_ShowCompletedBtn",151987
2294,"CRB_QuestLog_ShowOutLeveled",151988
2295,"CRB_QuestLog_SortBtn",151989
2296,"CRB_QuestLog_LocateBtn",151990
2297,"CRB_QuestLog_ShareBtn",151991
2298,"CRB_QuestLog_AbandonBtn",151994
2299,"CRB_Activate_Spell_Sp",152023
2300,"CRB_Equip_Spell_Sp",152024
2301,"CRB_DemoCC_Human",152057
2302,"CRB_DemoCC_Human_Desc",152058
2303,"CRB_DemoCC_Aurin",152059
2304,"CRB_DemoCC_Granok",152060
2305,"CRB_DemoCC_Warrior",152061
2306,"CRB_DemoCC_Spellslinger",152062
2307,"CRB_DemoCC_Esper",152063
2308,"CRB_DemoCC_Aurin_Desc",152064
2309,"CRB_DemoCC_Granok_Desc",152065
2310,"CRB_DemoCC_Spellslinger_Desc",152066
2311,"CRB_DemoCC_Warrior_Desc",152067
2312,"CRB_DemoCC_Esper_Desc",152068
2313,"CRB_DemoCC_Explorer_Desc",152069
2314,"CRB_DemoCC_Scientist_Desc",152070
2315,"CRB_DemoCC_Soldier_Desc",152071
2316,"CRB_DemoCC_Settler_Desc",152072
2317,"CRB_DemoCC_Path_Beacons",152073
2318,"CRB_DemoCC_Path_SignalStrength",152074
2319,"CRB_Signal_Strength",152075
2320,"CRB_Holdouts",152076
2321,"CRB_Wave_Display",152077
2322,"CRB_Beacons",152078
2323,"CRB_DemoCC_Path_Holdouts",152079
2324,"CRB_TargetFrame_TargetLevel",152090
2325,"CRB_S_Seconds_Symbol",152150
2326,"CRB_M_Meters_Symbol",152151
2327,"CRB_Bag",152245
2328,"CRB_Consumable",152246
2329,"CRB_Quest_Item",152247
2330,"CRB_Guild_Council",230805
2331,"CRB_Guild_Member",230806
2332,"AttributeCasterShieldCapacity",318506
2333,"AttributeTargetShieldCapacity",318573
2334,"Command_Group_SetMarker",359300
2335,"Stuck_Cooldown_Response",378745
2336,"Matching_CannotKickInCombat",423963
2337,"ABV_Header",444410
2338,"ABV_RespecTab",444412
2339,"ABV_BuyTab",444426
2340,"ABV_SellTab",444431
2341,"AbilitiesBuilder_SpellbookInstructions",444455
2342,"ABV_PurchaseSuccess",444482
2343,"ABV_SellSuccess",444484
2344,"ABV_BuyBtn",444566
2345,"ABV_SellBtn",444567
2346,"ABV_MultiplePoints",444578
2347,"AbilityBuilder_InvalidSlot",444580
2348,"Achievement_OverallPoints",444595
2349,"Achievement_PlayerBtn",444596
2350,"Achievements_NoneFound",444597
2351,"Achievements_OverallSummary",444598
2352,"Achievements_UpdateHeader",444599
2353,"Achievements_ShowAll",444600
2354,"Achievements_Ongoing",444601
2355,"SoldierOrders_Dominion_Demolition_01",279916
2356,"SoldierOrders_Dominion_Demolition_02",279917
2357,"SoldierOrders_Dominion_Demolition_03",279918
2358,"SoldierOrders_Dominion_Demolition_04",279919
2359,"SoldierOrders_Dominion_Demolition_05",279920
2360,"SoldierOrders_Dominion_Rescue_01",279921
2361,"SoldierOrders_Dominion_Rescue_02",279922
2362,"SoldierOrders_Dominion_Rescue_03",279923
2363,"SoldierOrders_Dominion_Rescue_04",279925
2364,"SoldierOrders_Dominion_Rescue_05",279926
2365,"SoldierOrders_Dominion_SWAT_01",279928
2366,"SoldierOrders_Dominion_SWAT_02",279929
2367,"SoldierOrders_Dominion_SWAT_03",279931
2368,"SoldierOrders_Dominion_SWAT_04",279932
2369,"SoldierOrders_Dominion_SWAT_05",279933
2370,"SoldierOrders_Dominion_SWAT_06",279934
2371,"SoldierOrders_Dominion_SWAT_07",279935
2372,"SoldierOrders_Dominion_SWAT_08",279939
2373,"SoldierOrders_Dominion_SWAT_09",279940
2374,"SoldierOrders_Dominion_SWAT_10",279942
2375,"CRB_GuildIcon_1",280254
2376,"CRB_GuildIcon_2",280256
2377,"CRB_GuildIcon_3",280257
2378,"CRB_GuildIcon_4",280258
2379,"CRB_GuildIcon_5",280259
2380,"CRB_GuildIcon_6",280260
2381,"CRB_GuildIcon_7",280261
2382,"CRB_GuildIcon_8",280262
2383,"CRB_GuildIcon_9",280264
2384,"CRB_GuildIcon_10",280265
2385,"CRB_GuildIcon_11",280266
2386,"CRB_GuildIcon_12",280267
2387,"CRB_GuildIcon_13",280268
2388,"CRB_GuildIcon_14",280269
2389,"CRB_GuildIcon_15",280270
2390,"AuctionExpiredSubject",379875
2391,"AuctionExpiredBody",379876
2392,"Challenges_NoProgress",446020
2393,"Challenges_LootRewards",446024
2394,"Challenges_LeftAreaWarning",446025
2395,"Challenges_NoneTracked",446026
2396,"Challenges_ViewLog",446028
2397,"Challenges_ChallengeTracker",446030
2398,"Challenges_RetryTooltip",446035
2399,"Challenges_LootTooltip",446036
2400,"Challenges_FailRetry",446037
2401,"Challenges_FailLoot",446038
2402,"Challenges_HintTooltip",446039
2403,"CRB_CD",446041
2404,"Challenges_SortByType",446042
2405,"Challenges_SortSubzone",446045
2406,"Challenges_Loot",446057
2407,"Challenges_ZoneWarning",446070
2408,"Challenges_TypeWarning",446071
2409,"Challenges_ShowAllChallenges",446074
2410,"Challenges_Abandoned",446081
2411,"Challenges_AbandonedSpecific",446082
2412,"Challenges_YouAbandoned",446089
2413,"Challenges_OnCooldown",446091
2414,"Challenges_AreaReq",446099
2415,"Challenges_CombatChallenge",446109
2416,"Challenges_AbilityChallenge",446110
2417,"Challenges_GeneralChallenge",446111
2418,"Challenges_ItemChallenge",446112
2419,"Challenges_FindNewChallenges",446124
2420,"Challenges_AllLooted",446139
2421,"Challenges_ZoneLooted",446140
2422,"Challenges_NoCooldown",446141
2423,"Challenges_NoCDZone",446142
2424,"Challenges_UnspecifiedArea",446144
2425,"Challenges_Challenge",446157
2426,"CRB_MultipleNoNumber",446170
2427,"Challenges_Loading",446188
2428,"Challenges_Completed",446206
2429,"Challenges_RankedComplete",446212
2430,"Challenges_RewardChosen",446256
2431,"Challenges_Rewards",446303
2432,"Circles_Rank",446473
2433,"Circles_LastOnline",446474
2434,"Circles_AltsHeader",446475
2435,"Circles_AddMember",446476
2436,"Circles_PromoteMember",446479
2437,"Circles_DemoteMember",446482
2438,"Circles_RemoveMember",446483
2439,"Circles_ViewAlts",446484
2440,"Circles_Register",446485
2441,"Circles_LeaderTitle",446486
2442,"Circles_CouncilTitle",446487
2443,"Circles_MemberTitle",446489
2444,"CRB_ToSocial",446503
2445,"Circles_UnknownRank",446516
2446,"Circles_Leave",446517
2447,"Circles_Disband",446518
2448,"Circles_KickConfirmation",446520
2449,"Circles_InviteSent",446521
2450,"Circles_Ouch",446525
2451,"Circles_Kicked",446527
2452,"Circles_Bye",446528
2453,"Circles_LeftCircle",446548
2454,"Circles_CircleDisbanded",446567
2455,"Circles_YouDisbanded",446569
2456,"Circles_Online",446571
2457,"Circles_LeaderPromote",446594
2458,"Circles_KickDefault",446595
2459,"Circles_NameHeader",446614
2460,"CommDisp_ChoiceLabel",446638
2461,"CommDisp_TradeXPReward",446666
2462,"Datachron_AddIgnored",446704
2463,"Datachron_SkippedCall",446706
2464,"Datachron_MissedCall",446709
2465,"Datachron_Maximize",446720
2466,"Datachron_ListBtn",446721
2467,"Datachron_VendorLabel",446722
2468,"Datachron_VendorText",446724
2469,"Datachron_CrateLabel",446725
2470,"Command_AlternateTarget",363517
2471,"Command_ClearAlternateTarget",363519
2472,"Command_TargetAlternateTarget",363520
2473,"Error_Assist_NoUnitSelected",363702
2474,"Error_Assist_CouldNotFindNamedPlayer",363703
2475,"Error_Assist_TargetHasNoTarget",363704
2476,"NPKickReason_None",405362
2477,"NPKickReason_Banned",405363
2478,"NPKickReason_DoubleLogin",405365
2479,"NPKickReason_ChangeCredential",405366
2480,"CoordCrafting_VariantTooltip",449189
2481,"CoordCrafting_LastCraftTooltip",449190
2482,"CoordCrafting_AdditiveCost",449191
2483,"CoordCrafting_ViewLastCraft",449192
2484,"Crafting_TutorialResult",449200
2485,"Crafting_TutorialAmps",449213
2486,"Crafting_TutorialPowerSwitch",449224
2487,"Crafting_CurrentlyCrafting",449232
2488,"Crafting_ExtractWarning",449237
2489,"Crafting_Wait",449264
2490,"Crafting_NoCatalystsForTier",449283
2491,"Crafting_NoAdditives",449290
2492,"CraftSummary_ModSuccess",449304
2493,"CraftSummary_CraftingSuccess",449306
2494,"CraftingSummary_TierUnlockTooltip",449307
2495,"Crafting_AchievementProgress",449308
2496,"Crafting_NewSchematic",449311
2497,"Crafting_DiscoveryCold",449321
2498,"Crafting_DiscoveryWarm",449322
2499,"Crafting_DiscoveryHot",449328
2500,"Crafting_DiscoverySuccess",449334
2501,"Crafting_QualityTooltip",449335
2502,"Crafting_ILevelTooltip",449336
2503,"Crafting_ReqLevelTooltip",449337
2504,"Crafting_DamageTooltip",449338
2505,"Crafting_HitDelayTooltip",449339
2506,"Crafting_SpecialTooltip",449340
2507,"Crafting_ChallengeTooltip",449343
2508,"Crafting_NoneYet",449351
2509,"Crafting_ModifyBtn",449352
2510,"Crafting_BackToCodex",449354
2511,"Crafting_DifferencesTitle",449355
2512,"Crafting_CatalystStoreTitle",449356
2513,"Crafting_AdditivesStoreTitle",449357
2514,"Crafting_AdditiveFilterTooltip",449359
2515,"Crafting_AdditiveMoneyTooltip",449360
2516,"Crafting_AdditivesSearchTooltip",449361
2517,"Crafting_MatsUsed",449362
2518,"Crafting_CraftBtnTooltip",449363
2519,"Crafting_ModifyBtnTooltip",449366
2520,"Crafting_ExtractBtn",449367
2521,"Crafting_ExtractSource",449368
2522,"Crafting_NoStation",449371
2523,"Crafting_FinishPrev",449373
2524,"Crafting_HavePrevCraft",449374
2525,"Crafting_JustKeepCrafting",449375
2526,"Crafting_UsedItemsList",449376
2527,"Crafting_CanEdit",449378
2528,"Crafting_ViewPowerCalc",449379
2529,"Crafting_ItemPowerTooltip",449380
2530,"Crafting_LastAttemptLabel",449387
2531,"Crafting_CoordVariantTutorialTooltip",449390
2532,"Crafting_CoordTutorialMoveCursor",449396
2533,"Crafting_AdditivesTutorial",449407
2534,"Crafting_GotIt",449408
2535,"Crafting_BonusXPTooltip",449409
2536,"Crafting_Continue",449410
2537,"Crafting_MissingPrereqs",449411
2538,"ActionBar_Passive",449412
2539,"ActionBar_Blocker",449416
2540,"Character_CostumeSlotShown",449417
2541,"Character_CostumeSlotHidden",449418
2542,"Character_HeadEmpty",449419
2543,"Character_ShoulderEmpty",449424
2544,"Character_ChestEmpty",449425
2545,"Character_HandsEmpty",449426
2546,"Character_LegsEmpty",449427
2547,"Character_FeetEmpty",449428
2548,"Character_ToolEmpty",449429
2549,"Character_AttachmentEmpty",449430
2550,"Character_SupportEmpty",449431
2551,"Character_GadgetEmpty",449432
2552,"Character_AugmentEmpty",449433
2553,"Character_ImplantEmpty",449434
2554,"Character_ShieldEmpty",449435
2555,"Character_WeaponEmpty",449436
2556,"Character_PrimaryStat",449437
2557,"Character_PrimaryStam",449440
2558,"Character_PrimaryMagic",449441
2559,"Character_PrimaryTech",449442
2560,"Character_EditingCostume",449445
2561,"Character_NoCostume",449446
2562,"Character_AssaultTooltip",449447
2563,"Character_SupportTooltip",449448
2564,"Character_PvPOffenseTooltip",449449
2565,"Character_PvPDefenseTooltip",449451
2566,"Character_MiniMileReq",449452
2567,"Character_AttributeHeader",449453
2568,"Character_MaxShieldTooltip",449456
2569,"Character_ArmorTooltip",449457
2570,"Character_DeflectTooltip",449458
2571,"Character_StrikethroughTooltip",449459
2572,"Character_CritTooltip",449461
2573,"Character_CritDeflectTooltip",449462
2574,"Character_PhysMitTooltip",449463
2575,"Character_TechMitTooltip",449464
2576,"Character_MagicMitTooltip",449465
2577,"Character_CritSevTooltip",449466
2578,"Command_Friendship_FriendAccountInviteAccept",449505
2579,"ItemUpdatedInLootBag",25459
2580,"QuestLog_UnknownQuest",25497
2581,"QuestLog_CompletedSuffix",25506
2582,"QuestLog_SortByName",25507
2583,"QuestLog_SortByLevel",25508
2584,"QuestLog_All",25510
2585,"QuestLog_ShowCompleted",25511
2586,"QuestLog_ShowOutLeveled",25512
2587,"QuestLog_ShareBtn",25513
2588,"QuestLog_AbandonBtn",25514
2589,"QuestLog_LocateBtn",25515
2590,"QuestLog_YouWillReceive",25519
2591,"QuestLog_YouWillChoose",25520
2592,"QuestLog",27304
2593,"UseQuestItem",27693
2594,"PromptAbandonQuest",27770
2595,"SpellFailure_CCKnockdown",110193
2596,"SpellFailure_CCVulnerability",110195
2597,"SpellFailure_Target_MustBe_Knockdown",110196
2598,"SpellFailure_Target_MustBe_Vulnerability",110197
2599,"SpellFailure_Caster_MustBe_Vulnerability",110198
2600,"SpellFailure_Caster_CannotBe_Knockdown",110199
2601,"SpellFailure_Caster_CannotBe_Vulnerability",110200
2602,"SpellFailure_Target_CannotBe_Vulnerability",110201
2603,"SpellFailure_Target_CannotBe_Knockdown",110202
2604,"SpellFailure_Caster_MustBe_Knockdown",110203
2605,"SpellFailure_CastResult_Reagent_Item",110616
2606,"SpellFailure_CastResult_Reagent_ItemFamily",110617
2607,"SpellFailure_CastResult_Reagent_ItemCategory",110620
2608,"SpellFailure_CastResult_Reagent_ItemType",110622
2609,"Game_OnError",143453
2610,"InitCommandsFailed",143470
2611,"CharacterQueryFailed",143472
2612,"LostConnection",143475
2613,"LoginDenied",143482
2614,"ItemDBFailure",143485
2615,"CharacterListDBFailure",143486
2616,"InvalidTransferIdentity",143488
2617,"NonExistantCharRequest",143489
2618,"Game_LoggedOut",143491
2619,"NetworkErrorConnectionClosed",143492
2620,"NetworkErrorUnableToConnect",143494
2621,"UnknownNetworkError",143495
2622,"FailureHandlingNetworkMessage",143520
2623,"NetworkErrorPleaseLogInAgain",143521
2624,"CreateScreen_Error_UnableToInitChar",143522
2625,"CreateScreen_Error_NameInUse",143523
2626,"CreateScreen_Error_CreateFailed",143525
2627,"CreateScreen_Error_SupplyName",143534
2628,"CreateScreen_Error_NameRestriction",143538
2629,"DeleteScreen_Error_Failed",143539
2630,"CRB_Loot",143608
2631,"CRB_Loot_All",143749
2632,"CRB_Loripedia",170137
2633,"CRB_Journal",170158
2634,"CRB_Question",170159
2635,"CRB_Type",170167
2636,"CRB_Datacube",170187
2637,"CRB_Chronicle",170188
2638,"CRB_You_are_listening_to",170341
2639,"Unbound",170555
2640,"CRB_Edit_Mode",197749
2641,"CRB_CC_LibsClass_Stalker3",263533
2642,"CRB_CC_LibsClass_Spellslinger1",263536
2643,"CRB_CC_LibsClass_Spellslinger2",263537
2644,"CRB_CC_LibsClass_Spellslinger3",263538
2645,"CRB_CC_LibsPath_Soldier1",263541
2646,"CRB_CC_LibsPath_Soldier2",263542
2647,"CRB_CC_LibsPath_Soldier3",263544
2648,"CRB_CC_LibsPath_Settler1",263545
2649,"CRB_CC_LibsPath_Settler2",263546
2650,"CRB_CC_LibsPath_Settler3",263547
2651,"CRB_CC_LibsPath_Scientist1",263548
2652,"CRB_CC_LibsPath_Scientist2",263549
2653,"CRB_CC_LibsPath_Scientist3",263550
2654,"CRB_CC_LibsPath_Explorer1",263551
2655,"CRB_CC_LibsPath_Explorer2",263555
2656,"CRB_CC_LibsPath_Explorer3",263556
2657,"CRB_CC_LibsConclusion_1",263559
2658,"CRB_CC_LibsConclusion_2",263560
2659,"CRB_CC_LibsConclusion_3",263562
2660,"CRB_CC_LibsConclusion_4",263563
2661,"CRB_Invite_To_Trade",263565
2662,"Command_GuildBankTab",304306
2663,"Command_WarPartyBankTab",304307
2664,"CommandUsage_GuildBankTab",304308
2665,"CommandUsage_WarPartyBankTab",304309
2666,"CRB_Influence_Desc",304490
2667,"CRB_Crafting_Circuit_Set",347053
2668,"CRB_Crafting_Circuit_Omni",347056
2669,"InstancePartyLeave",412203
2670,"CRB_ChatResponse_GMTellFailed",433839
2671,"Currency_Capped",433843
2672,"FloatText_PathXP",451374
2673,"FloatText_Rep",451377
2674,"FloatText_Absorbed",451382
2675,"FloatText_Immune",451483
2676,"FloatText_InfInterruptArmor",451485
2677,"FloatText_InterruptArmor",451494
2678,"FloatText_Test",451503
2679,"FloatText_ZoneTest",451504
2680,"FloatText_GenericError",451507
2681,"FloatText_EpisodeUnlocked",451526
2682,"FloatText_Impulse",451530
2683,"FloatText_KillPerformance",451532
2684,"FloatText_KillChain",451542
2685,"FloatText_Evade",451549
2686,"FloatText_Interrupt",451550
2687,"FloatText_StateBreak",451551
2688,"FloatText_RestXPGained",451556
2689,"FloatText_XPGained",451560
2690,"CombatFloaterType_Experience_EpisodeCompletion",52884
2691,"MechanicSeal_Resource1",53177
2692,"Vacuum",86434
2693,"Guild_GuildmasterCannotQuit",114497
2694,"Guild_ThatPersonIsNotInYourGuild",114498
2695,"Guild_YourRankLacksPermissionToDoThat",114499
2696,"Guild_RankStillOccupied",114500
2697,"Guild_DisplayRanks",114501
2698,"Guild_ListRoster",114502
2699,"Guild_YouMustBeHigherRankToKick",115065
2700,"Guild_ThatPersonIsAlreadyInAGuild",115070
2701,"CRB_ResourceDes_Health",149418
2702,"CRB_ResourceDes_Energy",149434
2703,"CRB_ResourceDes_Adrenaline",149435
2704,"CRB_ResourceDes_FuelCells",149436
2705,"CRB_ResourceDes_Charge",149437
2706,"CRB_ResourceDes_Potency",149438
2707,"CRB_ResourceDes_Focus",149439
2708,"CRB_ResourceDes_Mana",149440
2709,"CRB_DemoThankYou",150046
2710,"CRB_DemoMoreTime",150047
2711,"CRB_DemoRestart",150048
2712,"CRB_DemoReturn",150049
2713,"CRB_Adrenaline",150282
2714,"CRB_Fuel_Cells",150283
2715,"CRB_Charge",150284
2716,"CRB_Potency",150285
2717,"CRB_Focus",150286
2718,"CRB_Mana",150287
2719,"CRB_Normal",150288
2720,"CRB_Channeled",150289
2721,"CRB_Focused",150290
2722,"CRB_Channeled_Field",150291
2723,"CRB_Talent",150292
2724,"CRB_Client_Side_Interaction",150293
2725,"CRB_Hint",173873
2726,"CRB_BindPoint",173882
2727,"CRB_Progress_Log",174369
2728,"CRB_MoveToTargetOnSelfAOE",199097
2729,"CRB_MoveToTargetOnSelfAOE_Tooltip",199107
2730,"CRB_IgnoreAlwaysFaceTarget",199128
2731,"CRB_IgnoreAlwaysFaceTarget_Tooltip",199129
2732,"CRB_DisableFacingLock",199130
2733,"CRB_DisableFacingLock_ToolTip",199131
2734,"CRB_Deflect_Critical_Hit_Rating",244034
2735,"Command_Group_GotoGroup",346153
2736,"Pet_OutsideOfStayRange",366094
2737,"AuthScreen_Error_DoubleLogin",409004
2738,"Command_Housing_Private",409783
2739,"Command_Housing_Public",409789
2740,"Pvp_Request_OpponentPendingDuel",432246
2741,"Pvp_Request_OpponentInCombat",432250
2742,"Pvp_Request_OpponentAlreadyDueling",432254
2743,"Pvp_Request_CannotDuelHere",432286
2744,"Pvp_Request_OpponentCannotDuelHere",432287
2745,"Datachron_UnknownCreature",450619
2746,"EscapeMenu_KeybindCommand",450620
2747,"EscapeMenu_MacrosCommand",450622
2748,"EscapeMenu_TutorialsCommand",450625
2749,"EscapeMenu_SystemMenu",450626
2750,"EscapeMenu_ReportBug",450627
2751,"EscapeMenu_ReturnToGame",450630
2752,"Friends_RequestsDisabled",450675
2753,"Friends_RequestsEnabled",450883
2754,"Friends_Modify",450885
2755,"Friends_AddToList",450890
2756,"Friends_CurrentLocation",450891
2757,"Friends_OnlineLoc",450893
2758,"Friends_Online",450898
2759,"Friends_ExilesFaction",450899
2760,"Friends_DominionFaction",450900
2761,"CRB_Year",450906
2762,"CRB_Month",450912
2763,"Friends_Remove",450920
2764,"Friends_RemoveFromList",450925
2765,"Friends_AlreadyFriend",450926
2766,"Friends_CantBeFriend",450928
2767,"Friends_AddToFriends",450929
2768,"Friends_AlreadyRival",450930
2769,"Friends_AddToRivals",450931
2770,"Friends_PlayerNotFound",450946
2771,"Friends_RealmNotFound",451050
2772,"Friends_RequestDenied",451051
2773,"Friends_PlayerOffline",451052
2774,"Friends_AlreadyFriendsMsg",451053
2775,"Friends_NotFound",451054
2776,"Friends_InvalidType",451055
2777,"Friends_RequestNotFound",451056
2778,"Friends_RequestTimeOut",451058
2779,"Friends_BusyMsg",451059
2780,"Friends_InvalidNote",451060
2781,"Friends_MaxFriends",451061
2782,"Friends_MaxRivals",451062
2783,"Friends_MaxIgnored",451063
2784,"Friends_CannotProcess",451064
2785,"Friends_MultipleRequests",451066
2786,"Friends_RequestSent",451067
2787,"Friends_AlreadyNeighbor",451078
2788,"Friends_AlreadyIgnored",451086
2789,"Friends_PlayerIgnored",451089
2790,"Friends_NotRival",451094
2791,"Friends_NotIgnored",451100
2792,"Friends_NotNeighbor",451102
2793,"Friends_NotOnRealm",451106
2794,"Friends_BlockingRequests",451111
2795,"Friends_UnknownResult",451128
2796,"Friends_PreMessage",451129
2797,"Friends_RequestWithdrawn",451175
2798,"Friends_JustAcceptRequest",451180
2799,"Friends_AddToFriendsBtn",451182
2800,"Friends_RequestAcceptedHeader",451183
2801,"Friends_DontIgnore",451185
2802,"Friends_IgnorePlayer",451187
2803,"Friends_RequestDeniedHeader",451189
2804,"Friends_RequestReceivedHeader",451190
2805,"Friends_FriendsListHeader",451192
2806,"Friends_FriendNameHeader",451193
2807,"ProgressClick_ClickAndHoldItem",38063
2808,"ProgressClick_RapidClickItem",38064
2809,"ProgressClick_PrecisionClickItem",38065
2810,"ProgressClick_PrecisionVisualUnit",38066
2811,"ProgressClick_PrecisionVisualItem",38067
2812,"ProgressClick_MetronomeUnit",38128
2813,"ProgressClick_MetronomeItem",38129
2814,"ClusterCountFormat",38511
2815,"CombatFloaterMessage_Experience_Exploration",41338
2816,"SpellFailure_Target_CannotBe_Swimming",41547
2817,"SpellFailure_Target_MustBe_Swimming",41548
2818,"CreatureRankTitle_Minion",113851
2819,"CreatureElitenessTitle_Standard",113852
2820,"CreatureRankTitle_Champion",113853
2821,"CreatureRankTitle_Overlord",113855
2822,"CreatureElitenessTitle_Elite",113859
2823,"CreatureElitenessTitle_Boss",113867
2824,"Guild_YouHaveNoPendingInvites",114028
2825,"Guild_YourGuildInvitationHasExpired",114030
2826,"Guild_AlreadyHavePendingInvites",114115
2827,"Guild_CharacterUnknown",114116
2828,"Guild_YouAreNotInAGuild",114120
2829,"Guild_TooManyCharterAttempts",147605
2830,"Guild_OneAccountPerActiveCharterOrEndorsement",147610
2831,"Guild_NameReservedByCharter",147612
2832,"Guild_YourGuildCharterHasExpired",147617
2833,"ChallengeCooldownActive",148321
2834,"ChallengeNotInArea",148346
2835,"ChallengeLeftArea",148347
2836,"CRB_MembersTitle",148546
2837,"Guild_YouDontHaveACharter",148575
2838,"Guild_YourCharterHasExpired",148576
2839,"Guild_ThatPersonIsCurrentlyEndorsing",148577
2840,"Guild_RequestEndorsement",148578
2841,"Guild_ThatCharterIsNoLongerValid",148579
2842,"Guild_CannotConsiderChartersWhileInAGuild",148580
2843,"Guild_YouAreNotConsideringAnyCharters",148581
2844,"Guild_PlayerCharterRequestsIgnored",148582
2845,"Guild_YouEndorseTheCharter",148583
2846,"Guild_PlayerEndorsesYourCharter",148584
2847,"Guild_PlayerRefusedToSignYourCharter",148585
2848,"Guild_YouHaveToHaveAtLeastOneOtherPlayerEndorse",148587
2849,"CRB_Guild_Name",148649
2850,"CRB_Guild_Master",148653
2851,"CRB_Request_Signature",148655
2852,"CRB_Rename_Guild",148662
2853,"Guild_ListEndorsements",148750
2854,"CRB_Ignore",148971
2855,"CRB_Codex",174542
2856,"CRB_Choose_one_of_the_following",174789
2857,"MailCodPaymentSubject",175766
2858,"MailCodPaymentBody",175768
2859,"CRB_Proficiencies",200205
2860,"CRB_HAMs",200206
2861,"CRB_AutoSelfCastBeneficial",200394
2863,"FormatQuestReward_TradeSkillXp",200437
2864,"Guild_InvalidRankNameLength",224038
2865,"Following_Target",328174
2866,"Command_Friendship_Friend",367989
2867,"Command_Friendship_Unfriend",367990
2868,"Command_Neighbor_Invite",367991
2869,"Command_Neighbor_Remove",367992
2870,"Command_Friendship_Ignore",367993
2871,"Command_Friendship_unignore",367994
2872,"Command_Friendship_Rival",367995
2873,"Command_Friendship_Unrival",367996
2874,"Command_Friendship_Accept",367997
2875,"Command_Friendship_Decline",367998
2876,"GuildBank_LimitedWithdrawalsCounter",453488
2877,"GuildBank_Withdrawal",453489
2878,"GuildBank_NoMoneyLimit",453525
2879,"GuildBank_RankCantTakeMoney",453533
2880,"GuildBank_CurrentMoneyWithdrawn",453535
2881,"GuildBank_GuildInfluence",453537
2882,"GuildBank_CantWithdrawMoney",453538
2883,"GuildBank_PermissionsLabel",453541
2884,"GuildBank_PermissionsAppend",453543
2885,"GuildBank_WithdrawAll",453549
2886,"GuildBank_Log",453552
2887,"GuildBank_Management",453555
2888,"GuildBank_LockedTab",453559
2889,"GuildBank_NotVisibleByRank",453611
2890,"GuildBank_TreasuryLabel",453612
2891,"GuildBank_MoneyAppend",453619
2892,"GuildBank_MoneyTransactionLabel",453624
2893,"GuildBank_MoneyFieldDefault",453625
2894,"GuildBank_AvailableCash",453626
2895,"GuildBank_DailyMoneyLimit",453627
2896,"GuildBank_CantWithdraw",453632
2897,"GuildBank_TreasuryUpdated",453633
2898,"GuildBank_DepositMoney",453634
2899,"GuildBank_WithdrawMoney",453635
2900,"GuildBank_LeaderPermissions",453636
2901,"GuildBank_PermissionsVisible",453637
2902,"GuildBank_PermissionsDeposit",453638
2903,"GuildBank_PermissionsMaxWithdraw",453639
2904,"GuildBank_DailyRepairLimit",453640
2905,"GuildBank_TabMgmtHeader",453642
2906,"GuildBank_InfluenceLabel",453644
2907,"GuildBank_PermissionsTab",453645
2908,"GuildBank_ToggleVisibility",453648
2909,"TooltipFactionDispositionLabel",119083
2910,"Guild_YouAreAlreadyInAGuild",119582
2911,"Guild_ThatGuildNameAlreadyExists",119593
2912,"CRB_Item_Level",153962
2913,"CRB_Required_Level",153963
2914,"CRB_Calls",181620
2915,"CRB_MaxTime",181621
2916,"CRB_TotalTime",181622
2917,"CRB_ClientSideInteraction_Memory",206334
2918,"CRB_7",206844
2919,"CRB_8",206845
2920,"CRB_9",206846
2921,"CRB_1",206847
2922,"CRB_2",206848
2923,"CRB_3",206849
2924,"CRB_6",206850
2925,"CRB_5",206911
2926,"CRB_4",206912
2927,"CRB_Clear",206939
2928,"CRB_Enter",206940
2929,"Command_PetCommand_Attack",229250
2930,"CRB_Enter_the_code",229284
2931,"GenericError_Craft_TooManyAdditives",276783
2932,"Command_GuildBankDeposit",294764
2933,"Command_GuildBankWithdraw",294767
2934,"Command_GuildBankMove",294768
2935,"CommandUsage_GuildBankDeposit",294772
2936,"CommandUsage_GuildBankWithdraw",294773
2937,"CommandUsage_GuildBankMove",294776
2938,"Command_WarPartyBankDeposit",294778
2939,"Command_WarPartyBankWithdraw",294779
2940,"Command_WarPartyBankMove",294780
2941,"CommandUsage_WarPartyBankDeposit",294781
2942,"CommandUsage_WarPartyBankWithdraw",294782
2943,"CommandUsage_WarPartyBankMove",294783
2944,"CRB_DemoKeymap_Menus",435629
2945,"CRB_DemoKeymap_PressEnterToChat",435630
2946,"CRB_DemoKeymap_InnateAbility",435631
2947,"CRB_DemoKeymap_Sprint",435632
