"ID","assetPath","assetPathInFlux","color"
426,"Sky\Housing_Fog_Blue.sky","Sky\FluxIdea01.sky",4286216826
427,"Sky\Housing_Sepia.sky","Sky\FluxIdea01.sky",4286611584
428,"Sky\Housing_DreamState.sky","Sky\FluxIdea01.sky",4286611584
429,"Sky\Housing_Industrial.sky","Sky\FluxIdea01.sky",4286216826
430,"Sky\Housing_Fireflies.sky","Sky\FluxIdea01.sky",4286414205
431,"Sky\Housing_Noir.sky","Sky\FluxIdea01.sky",4286743170
432,"Sky\Housing_Spooky_Variants.sky","Sky\FluxIdea01.sky",4286611584
433,"Sky\Housing_Spooky_Foggy.sky","Sky\FluxIdea01.sky",4286611584
434,"Sky\Housing_Spooky_Foggy_2.sky","Sky\FluxIdea01.sky",4286611584
435,"Sky\Housing_Spooky_Dark_2.sky","Sky\FluxIdea01.sky",4286282619
436,"Sky\PVP_HoldtheLine_Room2.sky","Sky\FluxIdea01.sky",4278211327
437,"Sky\Housing_NoLights.sky","Sky\NorthernWilds_Flux.sky",4286940549
438,"Sky\Interior_Aquatic.sky","Sky\FluxIdea01.sky",4292569651
439,"Sky\Farside_Silo_Desert_Lava.sky","Sky\FluxIdea01.sky",4278214399
440,"Sky\Farside_Silo_Jungle_Foggy.sky","Sky\FluxIdea01.sky",4291426058
442,"Sky\Cine_Domina.sky","Sky\FluxIdea01.sky",4294508544
445,"Sky\Algoroc_Main_008.sky","Sky\NorthernWilds_Flux.sky",4282770236
446,"Sky\Grimvault_heavenlyGlow.sky","Sky\FluxIdea01.sky",4280745728
447,"Sky\Housing_Exterior_Fireworks.sky","Sky\NorthernWilds_Flux.sky",4278190080
448,"Sky\Housing_Exterior_StarryNight.sky","Sky\NorthernWilds_Flux.sky",4278190080
449,"Sky\Housing_Exterior_NothernLights.sky","Sky\NorthernWilds_Flux.sky",4278190080
450,"Sky\Housing_Exterior_Cold.sky","Sky\NorthernWilds_Flux.sky",4278190080
451,"Sky\Housing_Exterior_HappyLand.sky","Sky\NorthernWilds_Flux.sky",4278190080
452,"Sky\Housing_Exterior_WorldDestroyer.sky","Sky\NorthernWilds_Flux.sky",4278190080
453,"Sky\Housing_Exterior_Galeras.sky","Sky\NorthernWilds_Flux.sky",4278190080
454,"Sky\PVP_HoldtheLine_Room1.sky","Sky\FluxIdea01.sky",4294942976
455,"Sky\PVP_HoldtheLine_Room3_01.sky","Sky\FluxIdea01.sky",4285235877
456,"Sky\Housing_Exterior_noLights.sky","Sky\NorthernWilds_Flux.sky",4278190080
457,"Sky\Housing_Exterior_Underwater.sky","Sky\FluxIdea01.sky",4278190080
458,"Sky\Interior_Cave_Foggy_Particulate.sky","Sky\FluxIdea01.sky",4281709254
459,"Sky\Celestion_SZ_Spooky_002.sky","Sky\FluxIdea01.sky",4290839550
460,"Sky\Interior_StrainMine_Foggy.sky","Sky\FluxIdea01.sky",4288086271
461,"Sky\Grimvault_sz_OutsidetheWall.sky","Sky\FluxIdea01.sky",4278611700
464,"Sky\tsmith_skyTest_3.sky","Sky\FluxIdea01.sky",4286611584
465,"Sky\Coralus_SZ_Thunderhead.sky","Sky\FluxIdea01.sky",4294901778
466,"Sky\Farside_Biodome_Water.sky","Sky\FluxIdea01.sky",4279490031
467,"Sky\Planets_Character_Login.sky","Sky\FluxIdea01.sky",4278224895
469,"Sky\Coralus_SZ_Stormy.sky","Sky\FluxIdea01.sky",4282670425
471,"Sky\Farside_SZ_FallingDebris.sky","Sky\FluxIdea01.sky",4293815557
472,"Sky\Interior_Arc_Bridge_Dominion.sky","Sky\FluxIdea01.sky",4286793737
473,"Sky\Interior_Arc_Recovery_Dominion.sky","Sky\NorthernWilds_Flux.sky",4290916678
474,"Sky\Interior_Arc_Recovery_Cinematics.sky","Sky\NorthernWilds_Flux.sky",4282653148
475,"Sky\Interior_Arc_DockingTerminal_Dominion.sky","Sky\NorthernWilds_Flux.sky",4286004036
477,"Sky\Interior_Arc_PrayerRoom_Dominion.sky","Sky\NorthernWilds_Flux.sky",4290916678
478,"Sky\Interior_Arc_DockingBay_Dominion.sky","Sky\NorthernWilds_Flux.sky",4284245638
481,"Sky\Caboose.sky","Sky\FluxIdea01.sky",4278190080
482,"Sky\Cinematics_Mal2.sky","Sky\NorthernWilds_Flux.sky",4293255712
483,"Sky\Interior_Arc_Recovery_Cinematics_BlackSky.sky","Sky\NorthernWilds_Flux.sky",4278190080
484,"Sky\Interior_Arc_Holodeck_Dominion_2.sky","Sky\NorthernWilds_Flux.sky",4284245638
485,"Sky\Interior_Arc_Holodeck_Dominion_Human.sky","Sky\FluxIdea01.sky",4282473094
486,"Sky\Interior_Arc_Holodeck_Dominion_Aurin.sky","Sky\NorthernWilds_Flux.sky",4285771325
487,"Sky\Interior_Arc_Holodeck_Dominion_Granok.sky","Sky\NorthernWilds_Flux.sky",4294459392
489,"Sky\Interior_Arc_Holodeck_Cassian.sky","Sky\FluxIdea01.sky",4286793737
490,"Sky\Whitevale_Terraformer_Tier2_01.sky","Sky\FluxIdea01.sky",4283493137
491,"Sky\HalonRing_SZ_Dead.sky","Sky\NorthernWilds_Flux.sky",4279496255
492,"Sky\Dreadmoor_SZ_Chua_Orange.sky","Sky\FluxIdea01.sky",4294295302
493,"Sky\Dungeon_Datascape_ShipDesert.sky","Sky\FluxIdea01.sky",4286216826
494,"Sky\Interior_Ikthian.sky","Sky\FluxIdea01.sky",4285441207
495,"Sky\Warplots_Furnace.sky","Sky\FluxIdea01.sky",4294249752
496,"Sky\Grimvault_SZ_OutsidetheWall_Foggy.sky","Sky\FluxIdea01.sky",4294238214
497,"Sky\Warplots_Main_Exterior_01.sky","Sky\NorthernWilds_Flux.sky",4294218506
498,"Sky\Warplots_Main_InTheWalls.sky","Sky\NorthernWilds_Flux.sky",4278962693
499,"Sky\Dungeon_Datascape_Whiteout.sky","Sky\FluxIdea01.sky",4280242620
500,"Sky\Dungeon_Datascape_SentinelRoom.sky","Sky\FluxIdea01.sky",4287748686
501,"Sky\Dungeon_Datascape_SentinelRoom_Bright.sky","Sky\FluxIdea01.sky",4287748686
502,"Sky\Dreadmoor_SZ_BlackwaterBog.sky","Sky\FluxIdea01.sky",4285176928
503,"Sky\Dreadmoor_SZ_BrackenHollow.sky","Sky\FluxIdea01.sky",4289826246
504,"Sky\Dungeon_Datascape_SentinelSideRoom.sky","Sky\FluxIdea01.sky",4287748686
505,"Sky\Dungeon_Datascape_BW_Corrupt_Dark.sky","Sky\NorthernWilds_Flux.sky",4284512577
506,"Sky\Dungeon_Datascape_BW_Purified.sky","Sky\NorthernWilds_Flux.sky",4287879231
507,"Sky\Dreadmoor_SZ_BlackwaterBog_Poison.sky","Sky\FluxIdea01.sky",4285176928
508,"Sky\Dungeon_Datascape_WaterFire.sky","Sky\FluxIdea01.sky",4287370634
509,"Sky\Dungeon_Torine_SmokeyFire.sky","Sky\FluxIdea01.sky",4282789836
510,"Sky\Dungeon_Datascape_Esher.sky","Sky\NorthernWilds_Flux.sky",4292362173
511,"Sky\Dungeon_Datascape_Datacore_WaterAir.sky","Sky\FluxIdea01.sky",4281155537
512,"Sky\Dungeon_Datascape_Datacore_WaterFire.sky","Sky\FluxIdea01.sky",4285738449
513,"Sky\Dungeon_Datascape_Datacore_WaterLogic.sky","Sky\FluxIdea01.sky",4281782573
514,"Sky\Dungeon_Datascape_Datacore_EarthAir.sky","Sky\FluxIdea01.sky",4291922221
515,"Sky\Dungeon_Datascape_Datacore_EarthFire.sky","Sky\FluxIdea01.sky",4291908397
516,"Sky\Dungeon_Datascape_Datacore_EarthLogic.sky","Sky\FluxIdea01.sky",4289886310
517,"Sky\Dungeon_Datascape_Datacore_LifeAir.sky","Sky\FluxIdea01.sky",4281192878
518,"Sky\CopyofDungeon_Datascape_Datacore_LifeFire.sky","Sky\FluxIdea01.sky",4289057069
519,"Sky\Dungeon_Datascape_Datacore_LifeLogic.sky","Sky\FluxIdea01.sky",4281192878
521,"Sky\Dungeon_Datascape_Escher2_002.sky","Sky\NorthernWilds_Flux.sky",4282370776
522,"Sky\Dungeon_Datascape_Escher3_002.sky","Sky\NorthernWilds_Flux.sky",4292362076
523,"Sky\Exterior_Cold_Mystical.sky","Sky\NorthernWilds_Flux.sky",4280307399
524,"Sky\Dreadmoor_SZ_Protostar.sky","Sky\FluxIdea01.sky",4279592172
525,"Sky\Malgrave_SZ_Pocket_Cap.sky","Sky\FluxIdea01.sky",4291921978
526,"Sky\Dreadmoor_SZ_Terminite.sky","Sky\FluxIdea01.sky",4294315047
527,"Sky\Warplots_GasPlant.sky","Sky\FluxIdea01.sky",4292485666
528,"Sky\Cinematics_MC07_Bar.sky","Sky\FluxIdea01.sky",4284127555
529,"Sky\Warplots_FrizletPen.sky","Sky\FluxIdea01.sky",4286611584
530,"Sky\Warplots_NuclearPlant.sky","Sky\FluxIdea01.sky",4285587483
531,"Sky\Adventure_Hycrest_Night_NoRed.sky","Sky\FluxIdea01.sky",4294946374
532,"Sky\Adventure_Astrovoid.sky","Sky\NorthernWilds_Flux.sky",4294949627
533,"Sky\Adventure_Astrovoid_Atmosphere.sky","Sky\FluxIdea01.sky",4286611584
534,"Sky\Isle_of_Time_Revealed_002.sky","Sky\FluxIdea01.sky",4294946374
535,"Sky\Adventure_Astrovoid_Bright.sky","Sky\NorthernWilds_Flux.sky",4294949627
536,"Sky\Isle_of_Time_Buried.sky","Sky\FluxIdea01.sky",4294946374
537,"Sky\Dungeon_Datascape_WorldDestroyer.sky","Sky\NorthernWilds_Flux.sky",4288534591
538,"Sky\LevianBay_Main_ExplorerVista_002.sky","Sky\FluxIdea01.sky",4280082961
539,"Sky\Thayd_Bazzar.sky","Sky\FluxIdea01.sky",4278202111
540,"Sky\Thayd_Blackhoods.sky","Sky\FluxIdea01.sky",4278202111
541,"Sky\EverstarGrove_SZ_BurnedForest_002.sky","Sky\FluxIdea01.sky",4278999790
542,"Sky\Grimvault_SZ_IdealCorrupt.sky","Sky\FluxIdea01.sky",4289826246
544,"Sky\Everstar_SZ_Psychic_01_Revamp.sky","Sky\FluxIdea01.sky",4294865668
545,"Sky\Interior_Imperium_Church.sky","Sky\NorthernWilds_Flux.sky",4290916678
546,"Sky\Interior_Exolab_010_Alert.sky","Sky\FluxIdea01.sky",4280916249
547,"Sky\Interior_Arc_Tavern_Exile.sky","Sky\FluxIdea01.sky",4286793737
548,"Sky\Interior_Arc_MedbayRedRoom_2.sky","Sky\FluxIdea01.sky",4293787648
549,"Sky\Interior_Arc_Recovery_Static.sky","Sky\NorthernWilds_Flux.sky",4282653148
550,"Sky\Interior_Arc_Recovery2_Static_002.sky","Sky\NorthernWilds_Flux.sky",4285191635
551,"Sky\Dungeon_Skullcano_CinematicsMC07.sky","Sky\FluxIdea01.sky",4284175814
552,"Sky\Interior_Arc_Tram_Cinematic_Exile.sky","Sky\FluxIdea01.sky",4281500425
553,"Sky\Ellevar_LightReachMission.sky","Sky\NorthernWilds_Flux.sky",4294901826
554,"Sky\MarketingArt.sky","Sky\FluxIdea01.sky",4286611584
555,"Sky\Interior_Arc_DockingBay_Bay.sky","Sky\FluxIdea01.sky",4286793737
556,"Sky\Deradune_Main11.sky","Sky\NorthernWilds_Flux.sky",4291479301
557,"Sky\Algoroc_Main7.sky","Sky\NorthernWilds_Flux.sky",4278194424
558,"Sky\Dungeon_Skullcano_Mountain.sky","Sky\FluxIdea01.sky",4290536504
559,"Sky\Skullcano_ForestLava.sky","Sky\FluxIdea01.sky",4294442752
560,"Sky\Interior_Arc_Greenhouse_2.sky","Sky\NorthernWilds_Flux.sky",4292007274
561,"Sky\Level_Up.sky","Sky\NorthernWilds_Flux.sky",4278210303
562,"Sky\MiniMapRender01.sky","Sky\FluxIdea01.sky",4286611584
563,"Sky\Adventure_Whitevale_Night_Blizzard.sky","Sky\Flux_Dark.sky",4278194431
564,"Sky\Celestion_SZ_ShipDebri.sky","Sky\FluxIdea01.sky",4278772702
565,"Sky\RealmSelect.sky","Sky\FluxIdea01.sky",4286655532
566,"Sky\Celestion_SZ_PoolsofVirara.sky","Sky\FluxIdea01.sky",4279614937
567,"Sky\Interior_RedRoom_LeastFog_test.sky","Sky\FluxIdea01.sky",4293787648
568,"Sky\Adventure_SpiritDeath.sky","Sky\FluxIdea01.sky",4279526539
569,"Sky\Interior_ShipAliens_NoSkybox_01.sky","Sky\NorthernWilds_Flux.sky",4282352344
570,"Sky\Interior_Grimvault_ExaniteGlow_Foggy.sky","Sky\FluxIdea01.sky",4278965235
571,"Sky\Grimvault_HeavenlyGlow_FarFog.sky","Sky\FluxIdea01.sky",4290576633
572,"Sky\Grimvault_SZ_IntestineChasm.sky","Sky\FluxIdea01.sky",4279732966
573,"Sky\Grimvault_SZ_IntestineChasm_Foggy.sky","Sky\FluxIdea01.sky",4294173972
574,"Sky\Grimvault_SZ_EldanFacility.sky","Sky\FluxIdea01.sky",4285589015
575,"Sky\Grimvault_SZ_Element_Fire.sky","Sky\FluxIdea01.sky",4293948938
576,"Sky\Grimvault_SZ_Element_Snow.sky","Sky\FluxIdea01.sky",4286578943
577,"Sky\Grimvault_SZ_CankertoobSwamp.sky","Sky\FluxIdea01.sky",4282559923
578,"Sky\Grimvault_SZ_Element_Desert.sky","Sky\FluxIdea01.sky",4279208168
579,"Sky\Grimvault_SZ_EldanFields_002.sky","Sky\FluxIdea01.sky",4278255603
580,"Sky\Grimvault_SZ_Entity.sky","Sky\FluxIdea01.sky",4281469314
581,"Sky\Grimvault_SZ_BlackFocus.sky","Sky\FluxIdea01.sky",4293269271
582,"Sky\Interior_StrainMine_LessFoggy.sky","Sky\FluxIdea01.sky",4278235647
583,"Sky\Interior_StrainMine_LeastFoggy.sky","Sky\FluxIdea01.sky",4278255531
584,"Sky\Grimvault_SZ_SpiderQueenLair.sky","Sky\FluxIdea01.sky",4287743629
585,"Sky\Grimvault_SZ_CorruptedForest.sky","Sky\FluxIdea01.sky",4283919302
586,"Sky\Grimvault_SZ_Battlefield_002.sky","Sky\FluxIdea01.sky",4293269271
587,"Sky\Grimvault_SZ_Gauntlet_002.sky","Sky\FluxIdea01.sky",4289337318
588,"Sky\Grimvault_SZ_MysticalGarden.sky","Sky\FluxIdea01.sky",4294939904
589,"Sky\Grimvault_SZ_Shipcrash.sky","Sky\FluxIdea01.sky",4293191191
590,"Sky\Warplots_SZ_Boss.sky","Sky\NorthernWilds_Flux.sky",4278741749
591,"Sky\Grimvault_Lightspire.sky","Sky\FluxIdea01.sky",4287688454
592,"Sky\Grimvault_SZ_Core.sky","Sky\NorthernWilds_Flux.sky",4289675224
593,"Sky\Interior_Arc_Dominion_Museum_Static.sky","Sky\NorthernWilds_Flux.sky",4285191635
594,"Sky\Interior_Expedition8.sky","Sky\FluxIdea01.sky",4288086271
595,"Sky\Marketing_Space_BlueScreen.sky","Sky\NorthernWilds_Flux.sky",4279212790
596,"Sky\Farside_Biodome_Geo.sky","Sky\FluxIdea01.sky",4293892371
597,"Sky\Interior_Arc_TramStation_Dominion.sky","Sky\NorthernWilds_Flux.sky",4290916678
598,"Sky\Grimvault_SZ_Core_Purple.sky","Sky\NorthernWilds_Flux.sky",4289675224
599,"Sky\Interior_Arc_Tram_Dominion.sky","Sky\NorthernWilds_Flux.sky",4278190080
600,"Sky\Interior_Arc_DockingTerminal_Dominion_002.sky","Sky\NorthernWilds_Flux.sky",4290916678
601,"Sky\Interior_Arc_Recovery_NoPlanets_Dominion.sky","Sky\NorthernWilds_Flux.sky",4290916678
602,"Sky\Interior_Arc_PrayerRoomExterior_Dominion.sky","Sky\NorthernWilds_Flux.sky",4290916678
603,"Sky\Interior_CankerToob.sky","Sky\FluxIdea01.sky",4280538337
604,"Sky\Wilderun_Main_Orange.sky","Sky\FluxIdea01.sky",4293364243
605,"Sky\Wilderun_Main_Orange_LowFog.sky","Sky\FluxIdea01.sky",4291874068
606,"Sky\Wilderrun_SZ_Pink.sky","Sky\FluxIdea01.sky",4291956939
607,"Sky\Wilderrun_SZ_Pink_LowFog.sky","Sky\FluxIdea01.sky",4281341136
608,"Sky\Interior_GeneticArchive_Act1.sky","Sky\NorthernWilds_Flux.sky",4278592786
609,"Sky\Grimvault_SZ_EldanFacility_LowFog.sky","Sky\FluxIdea01.sky",4293269475
610,"Sky\Adventure_Start_Green.sky","Sky\NorthernWilds_Flux.sky",4283881535
611,"Sky\CopyofAdventure_Fail_Red.sky","Sky\NorthernWilds_Flux.sky",4293922066
612,"Sky\Interior_GeneticArchive_Act1_LowFog.sky","Sky\NorthernWilds_Flux.sky",4278592786
613,"Sky\Datascape_Avatus_Engaged.sky","Sky\NorthernWilds_Flux.sky",4289675224
614,"Sky\Wilderrun_Main_Blue_Seaside.sky","Sky\FluxIdea01.sky",4279623899
615,"Sky\Datascape_Avatus_DangerRoom_01.sky","Sky\Death.sky",4294966784
616,"Sky\Datascape_Avatus_Soldier.sky","Sky\NorthernWilds_Flux.sky",4290194733
617,"Sky\Datascape_Avatus_Scientist_002.sky","Sky\NorthernWilds_Flux.sky",4280457683
618,"Sky\Datascape_Avatus_Explorer_002.sky","Sky\NorthernWilds_Flux.sky",4292045090
619,"Sky\Datascape_Avatus_Settler_002.sky","Sky\NorthernWilds_Flux.sky",4280865570
620,"Sky\Datascape_Avatus_Showdown.sky","Sky\NorthernWilds_Flux.sky",4289675224
621,"Sky\Cinematics_Adventures_Decisions.sky","Sky\FluxIdea01.sky",4278190080
622,"Sky\Farside_SZ_Ikthian.sky","Sky\FluxIdea01.sky",4287799344
623,"Sky\Grimvault_SZ_Entity_Red.sky","Sky\FluxIdea01.sky",4293528609
624,"Sky\Cinematics_MC08_Caretaker.sky","Sky\FluxIdea01.sky",4281709254
625,"Sky\Interior_Arc_Emperor_Dominion.sky","Sky\FluxIdea01.sky",4286793737
626,"Sky\Interior_GeneticArchive_Act2_Halls.sky","Sky\NorthernWilds_Flux.sky",4278592786
627,"Sky\Interior_Arc_DominionCryo.sky","Sky\FluxIdea01.sky",4280258185
628,"Sky\Interior_GeneticArchive_Act2_Center_002.sky","Sky\FluxIdea01.sky",4294575137
629,"Sky\Interior_GeneticArchive_Act2_LongHalls.sky","Sky\FluxIdea01.sky",4284378066
630,"Sky\Cinematics_MC08_Granok_NoLights.sky","Sky\NorthernWilds_Flux.sky",4278190080
631,"Sky\Protogames_Dreadmoor_Chua.sky","Sky\FluxIdea01.sky",4294278150
632,"Sky\Protogames_Dreadmoor_DenseSwamp.sky","Sky\FluxIdea01.sky",4278739193
633,"Sky\Protogames_Murkmire_Main.sky","Sky\FluxIdea01.sky",4285663231
634,"Sky\Protogames_Celestion_BurnedForest.sky","Sky\FluxIdea01.sky",4293821964
635,"Sky\Protogames_Celestion_DrakenHold.sky","Sky\NorthernWilds_Flux.sky",4286313219
636,"Sky\Protogames_Celestion_Moodie.sky","Sky\FluxIdea01.sky",4288353519
637,"Sky\Protogames_Deradune.sky","Sky\NorthernWilds_Flux.sky",4289140625
638,"Sky\Protogames_Whitevale_Arcterra.sky","Sky\NorthernWilds_Flux.sky",4278215935
639,"Sky\Protogames_Whitevale_Prison.sky","Sky\Flux_Dark.sky",4284334279
640,"Sky\Protogames_Dreadmoor_Main.sky","Sky\FluxIdea01.sky",4292529240
641,"Sky\Protogames_Wilderrun_Blue.sky","Sky\FluxIdea01.sky",4294945289
642,"Sky\Protogames_Auroria_Main.sky","Sky\FluxIdea01.sky",4282843070
643,"Sky\Protogames_Wilderrun_Canyon.sky","Sky\FluxIdea01.sky",4279039198
644,"Sky\Protogames_Whitevale_Prison_Evening.sky","Sky\Flux_Dark.sky",4294095182
645,"Sky\Protogames_Whitevale_Prison_Night.sky","Sky\Flux_Dark.sky",4288958194
646,"Sky\Warplots_Battle_Gloomy.sky","Sky\FluxIdea01.sky",4293139440
647,"Sky\Interior_GeneticArchive_Act2_Boss.sky","Sky\NorthernWilds_Flux.sky",4278592786
648,"Sky\Cinematics_BlackandWhite_Camera.sky","Sky\FluxIdea01.sky",4287006342
649,"Sky\Interior_GeneticArchive_Act2_Ohmna.sky","Sky\NorthernWilds_Flux.sky",4280904771
650,"Sky\Grimvault_heavenlyGlow_HoloRing.sky","Sky\FluxIdea01.sky",4280745728
651,"Sky\Interior_GeneticArchive_Act1_BossDark.sky","Sky\NorthernWilds_Flux.sky",4284292988
652,"Sky\Interior_Exolab_Red.sky","Sky\NorthernWilds_Flux.sky",4293946222
653,"Sky\Cinematics_GC090_TramTube_Dominion.sky","Sky\NorthernWilds_Flux.sky",4290916678
654,"Sky\Cinematics_GC090_TramStation_Dominion_Foggy.sky","Sky\NorthernWilds_Flux.sky",4290916678
655,"Sky\PVP_Sabotage.sky","Sky\FluxIdea01.sky",4286300389
656,"Sky\Galeras_SZ_ThaydFoggy.sky","Sky\FluxIdea01.sky",4293766419
657,"Sky\Interior_Cave_Earthrender_Creepy.sky","Sky\FluxIdea01.sky",4287351160
658,"Sky\Hazard_Fatigue.sky","Sky\FluxIdea01.sky",4286611584
659,"Sky\Exterior_Basic_LightRig.sky","Sky\NorthernWilds_Flux.sky",4286677377
660,"Sky\Cinematics_MC09_Office.sky","Sky\NorthernWilds_Flux.sky",4278548426
661,"Sky\Cinematics_Exolab_Camera_Monochromatic.sky","Sky\FluxIdea01.sky",4286545791
662,"Sky\Cinematics_MC09_Lawnchair.sky","Sky\FluxIdea01.sky",4284936335
663,"Sky\Cinematics_MC09_Battlefield.sky","Sky\FluxIdea01.sky",4291817574
664,"Sky\Cinematics_Farside_Cannon.sky","Sky\FluxIdea01.sky",4286611584
665,"Sky\Interior_Arc_Holodeck_Dominion_Blue.sky","Sky\NorthernWilds_Flux.sky",4286940549
666,"Sky\Housing_Exterior_Malgrave.sky","Sky\FluxIdea01.sky",4291902010
667,"Sky\Housing_Exterior_Whitevale_002.sky","Sky\Flux_Dark.sky",4287534591
668,"Sky\Housing_Exterior_Skullcano_Golden.sky","Sky\NorthernWilds_Flux.sky",4293917956
669,"Sky\Housing_Exterior_Noir_002.sky","Sky\FluxIdea01.sky",4286743170
670,"Sky\Housing_Exterior_Sepia.sky","Sky\FluxIdea01.sky",4286611584
671,"Sky\Housing_Exterior_Datascape_Datacore_WaterAir.sky","Sky\FluxIdea01.sky",4281155537
672,"Sky\Housing_Exterior_Datascape_Air.sky","Sky\FluxIdea01.sky",4281154984
673,"Sky\Cinematics_GC031_Exolab_010_Foggy.sky","Sky\FluxIdea01.sky",4294182947
674,"Sky\Housing_Exterior_Strain_000.sky","Sky\NorthernWilds_Flux.sky",4278190080
675,"Sky\Cinematics_MC09_Outerspace_000.sky","Sky\NorthernWilds_Flux.sky",4289166056
676,"Sky\PVP_Walatiki_ShadesEve.sky","Sky\FluxIdea01.sky",4291850516
677,"Sky\NateTest_02.sky","Sky\FluxIdea01.sky",4293766419
680,"Sky\Grimvault_OutOfWorld_JumpPuzzle.sky","Sky\FluxIdea01.sky",4278944760
681,"Sky\Cinematics_StoryIntro_Dominion.sky","Sky\FluxIdea01.sky",4278224895
682,"Sky\Cinematics_StoryIntro_Exile.sky","Sky\FluxIdea01.sky",4294924800
683,"Sky\Housing_Exterior_Strain.sky","Sky\NorthernWilds_Flux.sky",4286808963
684,"Sky\Dungeon_Hoth_SnowStorm_03.sky","Sky\FluxIdea01.sky",4294688001
685,"Sky\Dugeon_Hoth_SnowStorm_NoParticulates.sky","Sky\FluxIdea01.sky",4293922733
686,"Sky\Dugeon_Hoth_GrandView.sky","Sky\FluxIdea01.sky",4280408844
687,"Sky\Dungeon_Hoth_Interior_Foggy.sky","Sky\FluxIdea01.sky",4279323265
688,"Sky\Dugeon_Hoth_Interior.sky","Sky\FluxIdea01.sky",4279323265
689,"Sky\Holiday_ShadesEve_Murkmire.sky","Sky\FluxIdea01.sky",4280090115
690,"Sky\Holiday_ShadesEve_Murkmire_JacksComing.sky","Sky\FluxIdea01.sky",4294182406
691,"Sky\Housing_Exterior_ShadesEve.sky","Sky\NorthernWilds_Flux.sky",4278190080
692,"Sky\Dungeon_Hoth_HeatedBoss.sky","Sky\FluxIdea01.sky",4291822075
693,"Sky\Interior_WorldStory1.sky","Sky\FluxIdea01.sky",4286874756
694,"Sky\Interior_WorldStory1_Halls.sky","Sky\FluxIdea01.sky",4287137928
695,"Sky\Interior_WorldStory1_MemoryCore.sky","Sky\FluxIdea01.sky",4286874756
696,"Sky\CrimsonIsle_Main_NoShield.sky","Sky\NorthernWilds_Flux.sky",4280125962
697,"Sky\Holiday_ShadesEve_MurkmireDark.sky","Sky\FluxIdea01.sky",4294836995
698,"Sky\Grimvault_SZ_BlackFocus_Snow.sky","Sky\Flux_Dark.sky",4279049471
699,"Sky\Cinematics_StoryIntro_Exile_2.sky","Sky\FluxIdea01.sky",4294924800
700,"Sky\Dungeon_WorldStory1_UnderFog.sky","Sky\FluxIdea01.sky",4286282619
701,"Sky\Adventure_Farside_GalerasDestruction.sky","Sky\FluxIdea01.sky",4286611584
702,"Sky\Adventure_Farside_Afternoon.sky","Sky\FluxIdea01.sky",4286611584
703,"Sky\Adventure_Farside_Noon.sky","Sky\FluxIdea01.sky",4286611584
704,"Sky\Adventure_Farside_Morning.sky","Sky\FluxIdea01.sky",4286611584
705,"Sky\Adventure_Farside_Farm.sky","Sky\FluxIdea01.sky",4278246399
706,"Sky\Interior_EldanSilo_GrimvaultT3.sky","Sky\FluxIdea01.sky",4294182947
707,"Sky\PVP_Sabotage_Foggy.sky","Sky\FluxIdea01.sky",4293826859
709,"Sky\Adventure_Fail_Red_LessIntense.sky","Sky\NorthernWilds_Flux.sky",4294705940
710,"Sky\Dungeon_WorldStory1_DataFlow.sky","Sky\NorthernWilds_Flux.sky",4286699583
711,"Sky\Cinematics_StoryIntro_Dorian.sky","Sky\FluxIdea01.sky",4279759068
713,"Sky\Protogames_MalgraveTornado.sky","Sky\FluxIdea01.sky",4279103198
714,"Sky\Cinematics_StoryIntro_Dorian2.sky","Sky\FluxIdea01.sky",4279759068
715,"Sky\Grimvault_SZ_CankertoobSwamp_Dead.sky","Sky\FluxIdea01.sky",4289938097
716,"Sky\Dungeon_WorldStory1_NoLightsDarkness.sky","Sky\NorthernWilds_Flux.sky",4278190080
717,"Sky\Interior_Arc_DockingBay_Dominion_NoLights.sky","Sky\NorthernWilds_Flux.sky",4284245638
718,"Sky\PVP_Snow_Fog_01.sky","Sky\Flux_Dark.sky",4292542970
720,"Sky\Holiday_ShadesEve_Foggy.sky","Sky\FluxIdea01.sky",4281391886
721,"Sky\HalonRing_Frozen.sky","Sky\NorthernWilds_Flux.sky",4290445248
722,"Sky\Dungeon_WorldStory3_Outerspace.sky","Sky\FluxIdea01.sky",4294901760
723,"Sky\Dungeon_WorldStory3_InteriorFoggy.sky","Sky\FluxIdea01.sky",4280074459
724,"Sky\Cinematics_Strain_Foggy.sky","Sky\FluxIdea01.sky",4288479487
725,"Sky\Dungeon_WorldStory3_InteriorWhite_LessFog.sky","Sky\FluxIdea01.sky",4280074459
726,"Sky\Holiday_ShadesEve_DarkThickFog.sky","Sky\FluxIdea01.sky",4290839550
727,"Sky\Housing_Exterior_Holiday_WinterfestAds.sky","Sky\NorthernWilds_Flux.sky",4278190080
728,"Sky\Dungeon_RMT_exterior_space.sky","Sky\NorthernWilds_Flux.sky",4286282619
729,"Sky\Housing_Fog_Yellow.sky","Sky\FluxIdea01.sky",4286479998
730,"Sky\Housing_Fog_Purple.sky","Sky\FluxIdea01.sky",4286479998
731,"Sky\Housing_Interior_HauntedHouse_Green.sky","Sky\FluxIdea01.sky",4286479998
732,"Sky\Housing_Interior_Groovy.sky","Sky\FluxIdea01.sky",4286479998
733,"Sky\Housing_Interior_Fog_BlueOrange.sky","Sky\FluxIdea01.sky",4286479998
