"ID","displayRow","displayColumn","classId","powerCost","eldanAugmentationIdRequired","spell4IdAugment","item2IdUnlock","eldanAugmentationCategoryId","categoryTier","localizedTextIdTitle","localizedTextIdTooltip"
552,10,4,2,2,0,60640,0,1,2,498705,498706
553,6,5,2,4,0,43189,0,2,1,496170,496171
554,6,7,0,1,0,56942,0,1,1,495131,495132
555,7,7,0,1,554,56950,0,1,1,495133,495135
556,8,7,0,1,555,56951,0,1,1,495134,495137
557,3,6,0,1,0,56933,0,1,0,495067,495069
558,4,6,0,1,557,56934,0,1,0,495070,495072
559,6,6,0,1,558,56935,0,1,1,495071,495073
560,5,2,2,4,0,57427,0,1,1,498614,498615
561,5,2,2,4,0,57097,0,5,1,496182,496183
562,10,2,2,6,0,43091,0,6,2,496178,496179
563,5,6,2,4,0,43207,0,1,1,496186,496187
564,8,1,0,1,0,57389,0,4,1,498192,498193
565,9,1,0,1,564,57390,0,4,1,498194,498195
566,11,1,0,1,565,57391,0,4,2,498196,498197
567,10,2,2,6,0,57395,0,1,2,500599,498241
568,6,3,0,1,0,57118,0,4,1,496348,496349
569,7,3,0,1,568,57120,0,4,1,496352,496350
570,8,3,0,1,569,57121,0,4,1,496353,496351
571,5,2,2,4,0,57168,0,4,1,496676,496677
572,6,3,2,4,0,43219,0,4,1,496687,496688
573,5,6,0,4,0,57166,34758,4,2,496667,496668
574,5,5,0,1,0,57140,0,4,1,496439,496526
575,6,5,0,1,574,57141,0,4,1,496440,496527
576,7,5,0,1,575,57142,0,4,1,496441,496528
577,7,7,0,1,0,57392,0,4,1,498202,498203
578,8,7,0,1,577,57393,0,4,1,498204,498205
579,10,7,0,1,578,57394,0,4,2,498206,498207
580,10,6,2,6,0,43214,0,1,2,496583,496584
581,1,2,2,1,0,57104,0,5,0,496250,496251
582,2,2,2,1,581,57105,0,5,0,496252,496253
583,3,2,2,1,582,57106,0,5,0,496263,496264
584,6,3,0,4,0,57422,34760,5,1,498599,498600
585,6,5,2,4,0,57407,0,5,1,498475,498476
586,10,2,2,6,0,43192,0,5,2,496764,496765
587,10,2,2,6,0,57424,0,3,2,496731,496732
588,10,6,2,6,0,57185,0,6,2,496754,496741
589,1,6,2,1,0,57100,0,4,0,496233,496234
590,2,6,2,1,589,57101,0,4,0,496238,496241
591,3,6,2,1,590,57102,0,4,0,496239,496242
592,1,6,2,1,0,57050,0,5,0,495521,495522
593,2,6,2,1,592,57051,0,5,0,495519,495520
594,3,6,2,1,593,57052,0,5,0,495524,495525
595,6,3,2,4,0,43247,0,5,1,498006,498007
596,1,2,2,1,0,57047,0,6,0,495496,495497
597,2,2,2,1,596,57048,0,6,0,495500,495498
598,3,2,2,1,597,57049,0,6,0,495501,495499
599,6,3,2,4,0,57262,0,2,1,497606,497607
600,1,6,2,1,0,56979,0,1,0,495503,495506
601,2,6,2,1,600,57045,0,1,0,495504,495507
602,3,6,2,1,601,57046,0,1,0,495505,495508
603,10,6,2,6,0,57314,0,4,2,497897,497898
604,5,6,2,4,0,57180,0,6,1,497892,497895
605,5,2,0,4,0,57384,34745,3,1,498170,498171
606,6,5,0,1,0,57192,0,6,1,496776,496777
607,7,5,0,1,606,57193,0,6,1,496778,496781
608,8,5,0,1,607,57194,0,6,1,496779,496782
609,8,7,0,1,0,57238,0,6,1,497530,498012
610,9,7,0,1,609,57239,0,6,1,497531,498013
611,11,7,0,1,610,57240,0,6,2,497532,498014
612,6,5,0,4,0,57421,34770,6,1,497890,497891
613,5,7,0,2,0,56940,0,1,0,494685,494686
615,6,5,2,4,0,57326,0,3,1,497932,497933
616,6,5,2,4,0,57098,0,1,1,497991,497992
617,5,6,2,4,0,43216,0,3,1,498838,498839
618,6,6,0,2,0,57650,0,2,1,500146,500147
619,1,6,4,1,0,56851,0,3,0,515241,515242
620,2,6,4,1,619,56853,0,3,0,515243,515244
621,3,6,4,1,620,56857,0,3,0,515245,515246
622,5,2,4,4,0,58879,0,5,1,515248,515249
623,6,3,0,1,0,0,0,3,1,515251,515252
624,2,5,0,1,623,0,0,3,0,515253,515254
625,6,3,4,4,0,58882,0,3,1,515256,515257
626,1,2,4,1,0,56845,0,4,0,515258,515259
627,2,2,4,1,626,56846,0,4,0,515263,515264
628,3,2,4,1,627,56847,0,4,0,515266,515267
629,5,6,0,1,0,0,0,3,1,515273,515274
630,8,1,0,1,629,0,0,3,1,515275,515276
631,5,6,4,4,0,58888,0,3,1,515277,515278
632,11,1,0,2,0,0,0,3,2,515279,515280
633,6,5,0,1,0,0,0,5,1,515288,515289
634,7,3,0,1,0,0,0,3,1,515290,515291
635,6,5,4,4,0,58892,0,5,1,515292,515293
636,5,4,4,4,0,60797,0,3,1,515306,515307
637,1,6,4,1,0,56866,0,4,0,515311,515312
638,2,6,4,1,637,56868,0,4,0,515313,515314
639,3,6,4,1,638,56869,0,4,0,515316,515317
640,1,4,4,1,0,56848,0,3,0,515320,515321
641,2,4,4,1,640,56849,0,3,0,515322,515323
642,3,4,4,1,641,56850,0,3,0,515324,515325
643,10,4,4,2,0,58907,0,3,2,515326,515327
644,5,2,0,3,0,0,0,3,1,515328,515329
645,5,6,4,4,0,58909,0,5,1,515333,515334
646,6,5,4,4,0,58910,0,4,1,515337,515338
647,5,6,0,3,0,0,0,3,1,515341,515342
648,10,2,4,6,0,58912,0,3,2,515398,515399
649,6,3,0,4,0,0,0,3,1,515400,515401
650,10,2,4,6,0,58914,0,5,2,515402,515403
651,1,2,4,1,0,87480,0,2,0,515461,515462
652,2,2,4,1,651,87481,0,2,0,515465,515466
653,3,2,4,1,652,87482,0,2,0,515467,515468
654,10,2,4,6,0,58919,0,2,2,515474,515475
655,1,5,0,1,0,0,0,2,0,515476,515477
656,2,5,0,1,655,0,0,2,0,515479,515480
657,3,5,0,1,656,0,0,2,0,515481,515482
658,5,4,0,1,0,0,0,2,1,515483,515484
659,3,7,0,1,658,0,0,2,0,515485,515486
660,6,1,0,1,0,0,0,2,1,515492,515493
661,7,1,0,1,660,0,0,2,1,515494,515495
662,8,1,0,1,661,0,0,2,1,515496,515497
663,9,1,0,1,662,0,0,2,1,515499,515500
664,11,1,0,2,0,0,0,2,2,515535,515536
665,6,5,0,1,0,0,0,2,1,515537,515538
666,7,3,0,1,665,0,0,2,1,515539,515540
667,6,5,4,4,0,58932,0,2,1,515541,515542
669,5,6,0,1,0,0,0,2,1,515543,515544
670,6,6,0,1,669,0,0,2,1,515545,515546
671,7,6,0,1,670,0,0,2,1,515547,515548
672,1,4,4,1,0,56879,0,2,0,515552,515553
673,2,4,4,1,672,56880,0,2,0,515554,515555
674,3,4,4,1,673,56881,0,2,0,515556,515557
675,10,4,4,2,0,58940,0,2,2,515562,515563
676,5,4,0,3,0,0,0,2,1,515414,515415
677,5,6,4,4,0,58942,0,6,1,515417,515418
678,6,3,4,4,0,58943,0,2,1,515420,515421
679,5,6,0,3,0,0,0,2,1,515424,515425
680,11,3,0,3,0,0,0,2,2,515441,515442
681,10,6,4,6,0,58946,0,2,2,515444,515445
682,5,4,4,4,0,58947,0,1,1,515448,515449
683,1,7,0,1,0,0,0,1,0,515590,515591
684,2,7,0,1,683,0,0,1,0,515592,515593
685,3,7,0,1,684,0,0,1,0,515594,515595
686,2,1,0,1,0,0,0,1,0,515602,515603
687,3,1,0,1,686,0,0,1,0,515605,515606
688,4,1,0,1,687,0,0,1,0,515607,515608
689,1,3,0,1,0,0,0,1,0,515609,515610
690,2,3,0,1,689,0,0,1,0,515612,515613
691,3,3,0,1,690,0,0,1,0,515614,515615
693,7,1,0,1,0,0,0,1,1,515617,515618
694,8,1,0,1,693,0,0,1,1,515619,515620
695,9,1,0,1,694,0,0,1,1,515622,515623
696,10,6,4,6,0,58962,0,1,2,515624,515625
697,5,2,0,1,0,0,0,1,1,515626,515627
698,6,2,0,1,697,0,0,1,1,515628,515629
699,6,3,4,4,0,58965,0,6,1,515630,515631
701,6,7,0,1,0,0,0,1,1,515636,515637
702,7,7,0,1,701,0,0,1,1,515641,515642
703,8,7,0,1,702,0,0,1,1,515643,515644
705,1,6,4,1,0,56979,0,1,0,515646,515647
706,2,6,4,1,705,57045,0,1,0,515648,515649
707,3,6,4,1,706,57046,0,1,0,515650,515651
708,10,4,4,2,0,58974,0,1,2,515652,515653
709,5,2,0,3,0,0,0,1,1,515567,515568
710,10,2,4,6,0,58976,0,1,2,515572,515573
711,6,3,4,4,0,58977,0,1,1,515574,515575
712,5,6,4,4,0,58978,0,4,1,515576,515577
713,10,6,0,4,0,0,0,1,2,515578,515579
714,6,5,4,4,0,58980,0,6,1,515580,515581
715,5,2,4,4,0,58981,0,1,1,515582,515583
716,5,2,0,1,0,0,0,3,1,515672,515673
717,7,1,0,1,0,0,0,4,1,515674,515675
718,5,2,4,4,0,58984,0,3,1,515676,515677
720,1,4,4,1,0,57379,0,1,0,515681,515682
721,2,4,4,1,720,57380,0,1,0,515686,515687
722,3,4,4,1,721,57381,0,1,0,515688,515689
724,6,5,0,1,0,0,0,4,1,515697,515698
725,7,4,0,1,724,0,0,4,1,515700,515701
726,8,4,0,1,725,0,0,4,1,515706,515702
727,10,6,4,6,0,58994,0,4,2,515715,515703
728,5,2,4,4,0,58995,0,4,1,515723,520380
729,5,2,0,3,0,0,0,4,1,515656,515657
730,6,3,4,4,0,58997,0,4,1,515661,515662
731,6,5,0,5,0,0,0,4,1,515664,515665
732,10,2,4,6,0,58999,0,4,2,515666,515667
733,0,0,0,0,0,0,0,4,0,515668,515669
734,1,2,4,1,0,57104,0,3,0,515745,515746
735,2,2,4,1,734,57105,0,3,0,515747,515748
736,3,2,4,1,735,57106,0,3,0,515749,515750
737,11,1,0,2,0,0,0,5,2,515755,515756
738,1,2,4,1,0,57100,0,5,0,515759,515760
739,2,2,4,1,738,57101,0,5,0,515761,515762
740,3,2,4,1,739,57102,0,5,0,515765,515766
742,1,6,4,1,0,57050,0,5,0,515767,515768
743,2,6,4,1,742,57051,0,5,0,515769,515770
744,3,6,4,1,743,57052,0,5,0,515771,515772
745,10,6,4,6,0,59012,0,3,2,515778,515779
747,6,3,4,4,0,59014,0,5,1,515727,515728
748,5,2,0,3,0,0,0,5,1,515729,520111
749,10,6,4,6,0,59016,0,5,2,515733,515734
750,10,2,0,4,0,0,0,5,2,515735,515736
751,6,5,0,4,0,0,0,5,1,515739,515740
752,10,6,0,1,0,0,0,6,2,515812,515813
753,8,1,0,1,752,0,0,6,1,515814,515815
754,9,1,0,1,753,0,0,6,1,515816,515817
755,11,1,0,2,0,0,0,6,2,515818,515819
757,7,7,0,1,0,0,0,6,1,515820,515821
758,8,7,0,1,757,0,0,6,1,515822,515823
759,9,7,0,1,758,0,0,6,1,515824,515826
760,11,7,0,2,0,0,0,6,2,515828,515829
761,1,2,4,1,0,57047,0,6,0,515832,515833
762,2,2,4,1,761,57048,0,6,0,515834,515835
763,3,2,4,1,762,57049,0,6,0,515836,515837
764,11,4,0,3,0,0,0,6,2,515839,520039
765,5,2,4,4,0,59032,0,6,1,515791,515792
766,5,6,4,4,0,59033,0,1,1,515794,515795
767,10,2,4,6,0,59034,0,6,2,515798,515799
768,6,5,0,4,0,0,0,2,1,515808,515809
769,10,6,4,6,0,59036,0,6,2,515810,515811
770,1,2,5,1,0,56845,0,3,0,519427,519428
771,2,2,5,1,770,56846,0,3,0,519436,519429
772,3,2,5,1,771,56847,0,3,0,519459,519458
773,5,3,0,2,772,59283,0,3,1,519456,519457
774,1,2,5,1,0,57104,0,5,0,519466,519467
775,2,2,5,1,774,57105,0,5,0,519469,519468
776,3,2,5,1,775,57106,0,5,0,519472,519473
777,1,6,5,1,0,57100,0,4,0,519477,519478
778,2,6,5,1,777,57101,0,4,0,519483,519484
779,3,6,5,1,778,57102,0,4,0,519485,519486
782,1,4,5,1,0,56848,0,3,0,519748,519749
783,2,4,5,1,782,56849,0,3,0,519770,519771
784,3,4,5,1,783,56850,0,3,0,519774,519776
786,2,6,0,1,0,59296,0,3,0,519557,519558
787,3,6,0,1,786,59297,0,3,0,519563,519564
788,5,6,5,4,0,59298,0,3,1,519568,519569
789,6,4,0,1,0,59299,0,3,1,519499,519500
790,7,4,0,1,789,59300,0,3,1,519501,519502
791,8,4,0,1,790,59301,0,3,1,519503,519504
792,10,4,0,2,791,59302,0,3,2,519506,519505
793,1,2,5,1,0,56851,0,4,0,519838,519839
794,2,2,5,1,793,56853,0,4,0,519852,519853
795,3,2,5,1,794,56857,0,4,0,519855,519856
796,11,7,0,2,795,59306,0,3,2,519857,519858
797,5,4,5,4,0,40899,0,1,1,519868,519869
798,10,2,5,6,0,40933,0,3,2,519913,519914
799,6,5,5,4,0,40963,0,3,1,519926,519927
800,10,6,5,6,0,60842,0,3,2,520075,520076
801,5,6,5,4,0,41180,0,5,1,519929,519930
802,5,2,5,4,0,59312,0,4,1,520158,520159
804,1,2,5,1,0,56900,0,2,0,520446,520598
805,2,2,5,1,804,56904,0,2,0,520554,520599
806,3,2,5,1,805,56905,0,2,0,520555,520600
807,5,2,0,2,806,59317,0,2,1,520556,520601
808,7,3,0,1,0,59318,0,2,1,520680,520681
809,8,3,0,1,808,59319,0,2,1,520682,520683
810,6,3,5,4,0,59320,0,2,1,520830,520831
811,6,1,0,1,0,59321,0,2,1,520289,520290
812,7,1,0,1,811,59322,0,2,1,520312,520313
813,8,1,0,1,812,59323,0,2,1,520314,520315
814,9,1,0,1,813,59324,0,2,1,520316,520317
816,2,5,0,2,0,59326,0,2,0,520953,520991
817,3,5,0,2,816,59327,0,2,0,520955,520992
818,5,2,5,4,0,59328,0,2,1,520964,520993
819,1,4,5,1,0,56879,0,2,0,520842,520843
820,2,4,5,1,819,56880,0,2,0,520853,520854
821,3,4,5,1,820,56881,0,2,0,520856,520857
822,10,2,5,6,0,41079,0,2,2,520876,520877
823,8,7,0,1,0,59333,0,2,1,520914,520915
824,9,7,0,1,823,59334,0,2,1,520916,520917
825,6,5,5,4,0,59335,0,6,1,520919,520929
827,10,6,5,6,0,41139,0,2,2,521017,521018
828,6,3,5,4,0,59338,0,5,1,521029,521030
829,6,5,5,4,0,59339,0,2,1,523759,523760
830,5,4,5,4,0,41008,0,2,1,521034,521035
831,5,6,5,4,0,59341,0,2,1,521135,521155
834,1,2,0,1,0,59344,0,1,0,521230,521233
835,2,2,0,1,834,59345,0,1,0,521231,521232
836,5,2,5,4,0,59346,0,1,1,521234,521247
837,2,7,0,1,0,59347,0,1,0,521258,521270
838,3,7,0,1,837,59348,0,1,0,521259,521271
839,5,4,5,4,0,59349,0,3,1,521260,521282
840,1,2,5,1,0,59198,0,1,0,521283,521288
841,2,2,5,1,840,59199,0,1,0,521284,521289
842,3,2,5,1,841,59200,0,1,0,521285,521290
843,12,3,0,5,842,59353,0,1,2,521286,521287
844,1,6,5,1,0,56908,0,6,0,521197,521208
845,2,6,5,1,844,56909,0,6,0,521202,521210
846,3,6,5,1,845,56910,0,6,0,521203,521211
848,5,5,0,1,0,59382,0,1,1,521776,521780
849,6,5,0,1,848,59383,0,1,1,521777,521781
850,7,5,0,1,849,59384,0,1,1,521778,521782
851,9,5,0,2,850,59385,0,1,2,521784,521786
852,7,7,0,1,0,59386,0,1,1,522033,522034
853,8,7,0,1,852,59387,0,1,1,522035,522038
854,9,7,0,1,853,59388,0,1,1,522036,522037
855,6,5,5,4,0,59389,0,5,1,522039,522040
860,10,2,5,6,0,59394,0,1,2,522175,522176
861,6,3,5,4,0,41178,0,1,1,522201,522202
862,6,5,5,4,0,41152,0,1,1,522217,522218
863,5,2,5,4,0,59436,0,3,1,523765,523766
864,10,6,5,6,0,41220,0,1,2,522252,522253
865,6,5,5,4,0,59400,0,4,1,522275,522276
867,5,4,0,1,0,59402,0,4,1,523367,523368
868,6,4,0,1,867,59403,0,4,1,523369,523370
869,7,4,0,2,868,59404,0,4,1,523371,523372
870,1,6,5,1,0,56866,0,3,0,523375,523376
871,2,6,5,1,870,56868,0,3,0,523373,523374
872,3,6,5,1,871,56869,0,3,0,523377,523378
873,11,2,0,2,872,59409,0,4,2,523384,523385
874,10,7,0,1,0,59410,0,4,2,523387,523388
875,11,7,0,1,874,59411,0,4,2,523389,523390
876,12,7,0,1,875,59412,0,4,2,523392,523393
877,13,7,0,2,876,59413,0,4,2,523394,523395
878,10,6,5,6,0,59414,0,5,2,523423,523424
879,6,3,5,4,0,59415,0,6,1,523439,523442
880,10,6,5,6,0,59416,0,4,2,523448,523449
881,5,6,5,4,0,59417,0,4,1,523509,523510
882,10,2,5,6,0,41019,0,4,2,523402,523403
883,1,6,5,1,0,57050,0,5,0,523532,523533
884,2,6,5,1,883,57051,0,5,0,523534,523535
885,3,6,5,1,884,57052,0,5,0,523536,523537
886,11,1,0,2,885,59424,0,5,2,523538,523539
887,7,7,0,1,0,59425,0,5,1,523554,523555
888,8,7,0,1,887,59426,0,5,1,523556,523557
889,9,7,0,1,888,59428,0,5,1,523558,523559
890,11,7,0,2,889,59429,0,5,2,523560,523561
891,9,4,0,1,0,59430,0,5,2,523544,523545
892,10,4,0,1,891,59431,0,5,2,523546,523547
893,11,4,0,1,892,59432,0,5,2,523548,523549
894,12,4,0,2,893,59433,0,5,2,523552,523553
896,5,6,5,4,0,59435,0,1,1,523573,523574
897,6,3,5,4,0,40946,0,3,1,523567,523568
898,10,2,5,6,0,59437,0,5,2,523586,523587
899,6,3,5,4,0,59438,0,4,1,523581,523582
900,5,2,5,4,0,41165,0,5,1,523562,523569
901,5,3,0,1,0,59440,0,6,1,523767,523768
902,6,3,0,1,901,59441,0,6,1,523769,523770
903,7,3,0,1,902,59442,0,6,1,523771,523772
904,5,6,5,4,0,59443,0,6,1,523789,523790
905,7,1,0,1,0,59444,0,6,1,523636,523637
906,8,1,0,1,905,59445,0,6,1,523638,523639
907,9,1,0,1,906,59446,0,6,1,523640,523641
908,11,1,0,2,907,59447,0,6,2,523642,523643
909,1,2,5,1,0,57047,0,6,0,523649,523650
910,2,2,5,1,909,57048,0,6,0,523651,523652
911,3,2,5,1,910,57049,0,6,0,523653,523654
912,11,7,0,2,911,59451,0,6,2,523655,523660
913,9,5,0,1,0,59453,0,6,2,523694,523695
914,10,5,0,1,913,59454,0,6,2,523696,523697
915,11,5,0,1,914,59455,0,6,2,523698,523699
916,12,5,0,4,915,59456,0,6,2,523731,523728
917,5,2,5,4,0,59457,0,6,1,523689,523690
918,10,2,5,6,0,59459,0,6,2,523663,523664
919,10,6,5,6,0,59460,0,6,2,523683,523684
922,9,1,0,1,187,61164,0,3,1,513062,513063
923,8,6,0,1,190,61165,0,3,1,513067,513068
924,10,4,0,1,225,60955,0,2,2,513160,513161
925,10,2,7,6,0,56710,0,6,2,513164,513165
926,10,2,7,6,0,61172,0,1,2,513376,513377
928,6,5,4,4,0,60648,0,3,1,515269,515270
929,6,3,0,2,0,0,0,3,1,515318,515319
930,5,2,4,4,0,60901,0,2,1,515455,515456
931,5,4,4,4,0,60676,0,2,1,515487,515488
932,5,6,4,4,0,60677,0,2,1,515490,515491
933,8,6,0,2,0,0,0,2,1,515549,515550
934,6,5,4,4,0,60393,0,1,1,515588,515589
935,6,3,0,2,0,0,0,1,1,515597,515598
936,5,4,2,4,0,43095,0,3,1,523624,523625
937,10,4,5,2,0,38973,0,3,2,523794,523795
938,10,4,5,2,0,39642,0,2,2,523800,523801
939,10,4,5,2,0,39497,0,1,2,523803,523804
940,10,4,3,2,0,70523,0,3,2,523810,523811
941,10,4,3,2,0,33366,0,2,2,523815,523816
942,10,4,3,2,0,33272,0,1,2,523817,523818
943,1,6,5,1,0,56896,0,2,0,0,0
944,2,6,5,1,943,56897,0,2,0,0,0
945,3,6,5,1,944,56898,0,2,0,0,0
946,1,4,5,1,0,57379,0,1,0,0,0
947,2,4,5,1,946,57380,0,1,0,0,0
948,3,4,5,1,947,57381,0,1,0,0,0
949,1,6,5,1,0,56979,0,1,0,0,0
950,2,6,5,1,949,57045,0,1,0,0,0
951,3,6,5,1,950,57046,0,1,0,0,0
952,1,2,1,1,0,56900,0,2,0,0,0
953,2,2,1,1,952,56904,0,2,0,0,0
954,3,2,1,1,953,56905,0,2,0,0,0
955,3,6,7,1,180,56869,0,4,0,0,0
956,1,2,7,1,0,59198,0,1,0,0,0
957,2,2,7,1,956,59199,0,1,0,0,0
958,3,2,7,1,957,59200,0,1,0,0,0
959,1,6,7,1,0,60997,0,2,0,0,0
960,2,6,7,1,959,60998,0,2,0,0,0
961,3,6,7,1,960,60999,0,2,0,0,0
962,1,6,4,1,0,56908,0,6,0,0,0
963,2,6,4,1,962,56909,0,6,0,0,0
964,3,6,4,1,963,56910,0,6,0,0,0
965,1,6,4,1,0,60997,0,2,0,0,0
966,2,6,4,1,965,60998,0,2,0,0,0
967,3,6,4,1,966,60999,0,2,0,0,0
968,1,2,4,1,0,59198,0,1,0,0,0
969,2,2,4,1,968,59199,0,1,0,0,0
970,3,2,4,1,969,59200,0,1,0,0,0
971,1,2,3,1,0,57100,0,5,0,0,0
972,2,2,3,1,971,57101,0,5,0,0,0
973,3,2,3,1,972,57102,0,5,0,0,0
974,3,6,3,1,397,57046,0,1,0,0,0
975,3,4,3,1,378,57381,0,1,0,0,0
976,3,6,3,1,339,56869,0,4,0,0,0
