"ID","interactionType","threshold","duration","incrementValue","windowSize","decay","flags","tapTime0","tapTime1","visualEffectId0","visualEffectId1","visualEffectId2","visualEffectId3","visualEffectIdTarget00","visualEffectIdTarget01","visualEffectIdTarget02","visualEffectIdTarget03","visualEffectIdTarget04","visualEffectIdCaster00","visualEffectIdCaster01","visualEffectIdCaster02","visualEffectIdCaster03","visualEffectIdCaster04","localizedTextIdContext"
336,2,0,2000,0,200,0,0,750,1250,0,0,0,0,13881,13881,0,0,0,0,0,0,0,0,263903
337,3,0,4000,0,500,2000,0,1000,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,263984
339,3,2,8000,300,300,1500,0,400,1000,0,0,0,0,15391,15391,0,0,0,8540,8540,0,0,0,273249
340,2,0,2000,0,200,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264893
341,0,2000,5000,0,0,4000,0,0,0,0,0,0,0,15389,0,0,0,0,262,0,0,0,0,0
342,3,2,12000,0,500,3000,0,1000,2000,449,0,0,0,0,0,0,0,0,0,0,0,0,0,264942
343,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,265172
345,7,3000,20000,100,0,100,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346,5,3,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347,1,2800,8000,400,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286959
348,0,5000,7000,0,0,2000,0,0,0,3222,0,0,0,16029,0,0,0,0,0,0,0,0,0,0
349,2,0,7000,0,1000,0,0,2500,5000,3222,0,0,0,16025,16025,0,0,0,0,0,0,0,0,0
350,4,0,60000,0,0,0,1,0,0,3222,0,0,0,0,0,0,0,0,0,0,0,0,0,266871
351,4,0,60000,0,0,0,1,0,0,3222,0,0,0,0,0,0,0,0,0,0,0,0,0,266875
352,4,0,60000,0,0,0,1,0,0,3222,0,0,0,0,0,0,0,0,0,0,0,0,0,266881
353,5,4,2500,1,0,0,0,0,0,3222,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354,6,6718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267108
355,0,3000,6000,0,0,1000,0,0,0,0,0,0,0,0,0,13881,0,0,0,0,0,0,0,267142
356,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,267450
357,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,267451
359,6,2657,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325023
360,2,0,2000,0,250,0,0,650,1650,3358,0,0,0,0,0,0,0,0,0,0,0,0,0,276688
361,3,0,3500,0,250,1100,0,700,1400,1362,0,0,0,13049,13049,0,0,0,9910,7692,12279,0,0,0
362,1,1200,10000,100,0,100,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,278071
363,2,0,2000,0,400,0,0,650,1350,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,278075
364,1,1800,15000,300,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365,0,3000,6000,0,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280439
366,2,2,3000,0,500,3000,0,1000,2000,449,0,0,0,0,0,0,0,0,0,0,0,0,0,281418
367,0,2000,5000,0,0,4000,0,0,0,1362,0,0,0,15693,15693,0,0,0,0,0,0,0,0,281479
368,3,0,10000,100,300,1000,0,500,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0
369,1,800,5000,100,0,300,0,0,0,0,0,0,0,15818,0,0,0,0,0,0,0,0,0,0
370,0,3000,5000,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286702
371,5,4,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286705
372,2,0,1000,0,300,0,0,500,0,1362,0,0,0,15927,0,0,0,0,2008,0,21591,0,0,287030
373,2,0,1000,0,200,0,0,500,0,1362,0,0,0,15927,0,0,0,0,2008,0,21591,0,0,287112
374,2,0,1000,0,100,0,0,500,0,1362,0,0,0,15927,0,0,0,0,2008,0,21591,0,0,287113
375,5,1,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287181
376,5,1,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288677
377,5,4,2000,1,0,0,0,0,0,1362,0,0,0,14028,0,0,0,0,0,0,21591,0,0,0
379,5,2,1500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,290271
380,0,1000,3000,0,0,900,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,290732
381,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,290768
382,3,0,6750,0,350,2250,0,1125,0,1362,0,0,0,16641,0,0,0,0,0,0,21591,0,0,291851
383,5,1,6000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,291902
384,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,292312
385,5,4,3000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292365
386,2,0,2000,0,300,0,0,750,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292643
387,6,108963458,20000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292650
388,6,2626,10000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292683
389,1,800,2000,100,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391,2,0,2000,0,500,0,0,1000,0,1362,0,0,0,0,16260,13949,0,0,0,0,21591,0,0,293262
392,3,1,4000,0,400,2000,0,400,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293287
393,2,0,3000,0,500,0,0,1000,2000,1362,0,0,0,0,16260,13949,0,0,16260,0,13949,0,0,293324
394,2,0,2000,0,500,0,0,250,1750,1362,0,0,0,0,16260,13949,0,0,16260,0,13949,0,0,293325
395,2,0,2000,0,500,0,0,750,1000,1362,0,0,0,0,16260,13949,0,0,16260,0,13949,0,0,293326
397,7,10000,10000,700,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,28541,0,0,0,0,293408
398,2,0,1000,0,300,0,0,500,0,28658,0,0,0,0,0,0,0,0,0,0,0,0,0,293690
399,5,1,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293937
400,1,1600,8000,200,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294000
401,4,0,15000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,294021
402,6,6931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,294239
403,3,1,4000,0,400,2000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295487
404,1,5000,10000,200,0,300,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,295361
405,1,1800,15000,250,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295394
406,2,0,3000,0,400,0,0,750,2100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295397
407,6,3734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,295578
408,1,1500,15000,300,0,600,0,0,0,0,0,0,0,13881,0,0,0,0,0,0,0,0,0,0
409,2,0,1500,0,200,0,0,1250,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,298839
410,1,1200,6000,300,0,1200,0,0,0,0,0,0,0,27654,0,0,0,0,16622,0,0,0,0,0
411,1,1500,15000,300,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301216
413,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,301683
414,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,301689
415,2,0,4000,0,400,0,0,1600,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302255
416,1,2,1500,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302435
417,2,0,2000,0,350,0,0,600,1250,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,303663
418,1,1000,10000,100,0,200,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,303667
419,5,2,2000,2,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,303675
420,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,304537
421,2,0,2000,0,400,0,0,650,1350,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,305716
422,2,0,1000,0,200,0,0,350,650,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,305717
424,6,7319,10000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,306055
425,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,306509
426,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,306510
427,0,2000,5000,0,0,4000,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,306552
428,3,0,4000,0,400,2000,0,800,1200,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,306558
429,6,1337,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306600
430,0,1000,5000,0,0,800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306642
431,3,0,6000,0,400,2000,0,800,1200,0,0,0,0,17142,0,0,0,0,0,0,0,0,0,306745
434,0,2000,5000,0,0,4000,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,307460
435,3,0,4000,0,400,2000,0,800,1200,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,307461
436,0,3000,8000,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307899
437,0,2000,8000,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307900
438,0,1000,8000,0,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307901
439,1,800,10000,100,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,307998
440,5,3,4000,2,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,308298
441,2,0,1500,0,200,0,0,1000,1250,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,308826
442,0,3000,5000,0,0,4000,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,309268
443,1,1400,10000,100,0,100,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,309269
444,2,0,2000,0,350,0,0,600,1250,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,309275
445,1,1000,10000,100,0,200,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,309276
446,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,309332
447,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,309336
448,4,0,0,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,309738
450,0,4000,5000,0,0,4000,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,311501
451,3,0,4000,0,400,2000,0,800,1200,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,311502
452,1,800,15000,100,0,200,0,0,0,0,0,0,0,17476,17475,0,0,0,0,0,0,0,0,312797
453,0,2000,4500,0,0,200,0,0,0,1362,0,0,0,0,0,0,0,0,42250,0,21591,0,0,313019
454,2,0,2000,0,500,0,0,750,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313094
455,1,10000,15000,500,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313102
456,5,2,4000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313101
457,3,0,5000,0,400,1000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313185
458,3,0,3000,0,400,1500,0,500,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313410
459,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,314866
460,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,314867
461,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,314868
462,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,314869
463,2,0,1500,0,500,0,0,650,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,314870
464,5,1,5000,3,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,0
465,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,315490
466,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,315532
467,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,315572
468,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,315573
469,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,315604
470,1,1000,10000,100,0,100,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,316692
471,4,0,20000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,319767
472,2,0,2000,0,250,0,0,800,1600,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,321461
473,2,0,2000,0,250,0,0,650,1550,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,321462
474,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,321499
475,0,2000,5000,0,0,4000,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,321672
476,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,323228
477,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,326816
478,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,326817
479,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,326818
480,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,326819
481,6,123456789,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326824
482,5,3,30000,2,0,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,326852
483,4,0,15000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326923
484,5,3,30000,2,0,0,0,0,0,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,327309
486,1,800,15000,100,0,150,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,328969
487,2,1,2000,0,300,0,0,600,1600,1365,0,0,0,0,0,0,0,0,0,0,0,0,0,330307
488,1,500,15000,100,0,150,0,0,0,0,0,0,0,20460,0,0,0,0,146,0,0,0,0,330513
489,4,0,30000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,335292
490,1,4200,12000,600,0,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340798
492,5,1,4000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342528
493,5,2,4000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342530
494,5,2,6000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342531
495,5,2,6000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342532
496,5,2,6000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342533
497,0,2000,6000,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345338
498,1,1200,15000,300,0,1200,0,0,0,2927,0,0,0,0,0,0,0,0,0,0,21591,0,0,0
499,5,1,6000,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346416
500,2,0,2000,0,500,0,0,650,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346485
501,3,0,4000,0,500,2000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346493
502,3,0,4000,0,500,2000,0,650,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346494
503,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,347103
504,4,0,10000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,348019
505,4,0,15000,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,348915
506,0,2000,10000,0,0,4000,0,0,0,0,0,0,0,19690,0,0,0,0,485,0,0,0,0,349759
507,2,0,2000,0,500,0,0,650,1300,0,0,0,0,19690,0,0,0,0,146,0,0,0,0,349180
508,5,2,2000,2,0,0,0,0,0,0,0,0,0,19690,0,0,0,0,14254,0,0,0,0,349760
509,1,1200,15000,300,0,1200,0,0,0,0,0,0,0,19690,0,0,0,0,146,0,0,0,0,349761
510,5,4,5000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,352648
511,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,5,5,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,6,6468,6000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353439
514,1,1200,15000,300,0,1200,0,0,0,28130,0,0,0,0,0,0,0,0,0,0,0,0,0,353512
515,1,1200,5000,250,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
516,5,1,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353909
518,5,3,5000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
519,5,2,2000,2,0,0,0,0,0,0,0,0,0,13794,2250,13018,0,0,0,0,8066,0,0,356650
520,5,3,3000,2,0,0,0,0,0,0,0,0,0,13794,2250,13018,0,0,0,0,8066,0,0,356673
521,5,2,3000,3,0,0,0,0,0,0,0,0,0,13794,2250,13018,0,0,0,0,8066,0,0,356674
522,5,3,3000,3,0,0,0,0,0,0,0,0,0,13794,2250,13018,0,0,0,0,8066,0,0,356675
523,1,1200,15000,250,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357283
524,3,0,4000,0,400,2000,0,800,1200,0,0,0,0,13794,2250,13018,0,0,0,0,8066,0,0,358333
525,0,2000,10000,0,0,4000,0,0,0,0,0,0,0,13794,2250,13018,0,0,0,0,8066,0,0,358335
526,1,1200,5000,250,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358342
527,5,3,4000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
528,1,10000,10000,500,0,300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359105
529,0,2000,10000,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,359109
530,3,2,4000,300,300,1500,0,400,1000,0,0,0,0,0,0,0,0,0,0,0,0,1365,1365,0
531,1,1200,15000,250,0,750,0,0,0,0,0,0,0,0,0,0,0,0,262,0,0,0,0,360421
532,5,1,10000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
533,5,3,12000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
534,5,3,18000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
535,0,4000,10000,0,0,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360923
536,5,2,12000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
537,6,12357,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362329
538,1,5000,10000,750,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363475
539,1,1500,5000,300,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364586
540,1,1200,5000,100,0,100,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,364937
541,2,0,2000,0,400,0,0,650,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,364938
542,1,1200,5000,100,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365387
543,5,1,12000,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365491
544,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,365614
545,5,1,12000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367371
546,0,2000,5000,0,0,4000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,368801
547,6,74806,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369595
548,6,4580247,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369596
549,6,972158079,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,369597
550,1,1200,10000,300,0,1200,0,0,0,3768,0,0,0,0,0,0,0,0,0,0,0,0,0,0
551,3,0,4000,0,500,2000,0,650,1300,1362,0,0,0,0,0,0,0,0,0,0,0,0,0,370948
554,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,371628
555,0,2000,9000,0,0,5000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
556,5,1,12000,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,373108
557,1,1200,10000,100,0,100,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,373883
558,2,0,2000,0,400,0,0,650,1350,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,373884
559,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,374347
560,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,374355
561,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,374356
562,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,374357
563,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,374358
564,4,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21591,0,0,374359
565,4,0,60000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21591,0,0,374360
566,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,374361
567,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,374369
568,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,374385
569,1,1000,10000,100,0,100,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,374777
570,2,0,1800,0,400,0,0,650,1350,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,374778
571,5,3,18000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
572,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,378815
573,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,378816
574,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,378817
575,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,378818
576,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,379502
593,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,380140
594,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,380152
595,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,380153
596,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,380154
621,2,0,2000,0,200,0,0,800,1400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
622,5,2,4000,2,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,388459
623,3,0,4000,0,500,2000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389239
624,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,389704
625,3,0,4000,0,350,2000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389799
626,3,0,4000,0,250,2000,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389800
627,3,0,4000,0,250,2000,0,500,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,389801
628,2,0,2000,0,350,0,0,600,1250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390712
629,2,0,3000,0,350,0,0,1000,2000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390719
638,1,30,5000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,391581
639,1,1500,5000,300,0,600,0,0,0,19645,0,0,0,0,0,0,0,0,0,0,0,0,0,392389
640,1,1500,5000,300,0,600,0,0,0,19645,0,0,0,0,0,0,0,0,0,0,0,0,0,393039
641,4,0,60000,0,0,0,1,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,393713
658,1,1800,15000,250,0,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,394739
659,2,0,2000,0,350,0,0,500,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395109
660,5,1,6000,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395111
661,2,0,2000,0,350,0,0,750,1450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395112
662,1,2000,5000,250,1000,200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395113
663,5,3,2000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,396467
665,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,397192
666,2,0,2000,0,400,0,0,650,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397233
667,3,0,4000,0,500,2000,0,650,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397234
668,7,5000,5000,700,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397236
669,5,3,10000,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
670,3,0,4000,0,500,2000,0,650,1300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,397237
672,4,0,60000,0,0,0,0,0,0,1362,0,0,0,0,0,0,0,0,0,0,21591,0,0,399482
