"ID","housingDecorTypeId","hookTypeId","localizedTextIdName","flags","hookAssetId","cost","costCurrencyTypeId","creature2IdActiveProp","prerequisiteIdUnlock","spell4IdInteriorBuff","housingDecorLimitCategoryId","altPreviewAsset","altEditAsset","minScale","maxScale"
1008,5,12,468619,1,983,0,1,0,0,38098,0,"","",0.2,8
1009,20,12,468628,1,900,0,1,0,0,38106,0,"","",0.2,8
1010,14,12,468629,1,981,0,1,0,0,0,0,"","",0.2,8
1011,14,12,468630,1,381,0,1,0,0,0,0,"","",0.2,8
1012,14,12,468631,1,31,0,1,0,0,38111,0,"","",0.2,8
1013,14,12,468632,0,979,3000,2,0,0,38109,0,"","",0.2,8
1014,14,12,468633,1,980,0,1,0,0,38111,0,"","",0.2,8
1015,14,12,468634,1,978,0,1,0,0,38109,0,"","",0.2,8
1016,14,12,468635,1,698,0,1,0,0,38096,0,"","",0.2,8
1017,14,12,468636,1,699,0,1,0,0,38096,0,"","",0.2,8
1018,20,22,468637,1,903,0,1,0,0,38107,0,"","",0.2,8
1019,14,12,468638,1,982,0,1,0,0,0,0,"","",0.2,8
1020,20,12,468639,1,181,0,1,0,0,38107,0,"","",0.2,8
1021,14,12,468640,1,704,0,1,0,0,38096,0,"","",0.2,8
1022,14,12,468641,1,700,0,1,4294967295,0,0,0,"","",0.2,8
1023,14,12,468642,1,701,0,1,0,0,38096,0,"","",0.2,8
1024,14,12,468643,0,627,10000,2,0,0,38096,0,"","",0.2,8
1025,55,53,468678,0,1345,6,1,51293,0,0,0,"","",0.2,8
1026,55,53,468680,0,1345,10,1,51360,0,0,0,"","",0.2,8
1027,55,53,468867,1,985,6,1,51291,0,0,0,"","",0.2,8
1028,55,53,468878,1,985,10,1,51363,0,0,0,"","",0.2,8
1029,39,12,469009,1,1000,0,1,0,0,38111,0,"","",0.2,8
1030,39,12,469010,1,879,0,1,0,0,38111,0,"","",0.2,8
1031,39,12,469011,1,993,0,1,0,0,38109,0,"","",0.2,8
1032,39,12,469012,1,997,0,1,0,0,38111,0,"","",0.2,8
1033,39,22,469013,1,991,0,1,0,0,38109,0,"","",0.2,8
1034,6,12,469014,1,844,3000,2,0,0,0,0,"","",0.2,8
1035,39,12,469015,1,880,0,1,0,0,38111,0,"","",0.2,8
1036,39,12,469016,1,881,0,1,0,0,38111,0,"","",0.2,8
1037,39,12,469017,1,988,0,1,0,0,38109,0,"","",0.2,8
1038,39,22,469018,1,989,0,1,0,0,38111,0,"","",0.2,8
1039,16,12,469019,1,1003,0,1,0,0,0,0,"","",0.2,8
1040,6,12,469020,1,992,0,1,0,0,38107,0,"","",0.2,8
1041,11,12,469021,0,990,50000,1,0,0,38107,0,"","",0.2,8
1042,16,12,469022,1,858,0,1,0,0,38107,0,"","",0.2,8
1043,6,12,469023,1,314,0,1,0,0,38106,0,"","",0.2,8
1044,6,12,469024,1,849,0,1,0,0,38106,0,"","",0.2,8
1045,16,12,469025,1,1002,0,1,0,0,38106,0,"","",0.2,8
1046,6,12,469026,1,994,0,1,0,0,38107,0,"","",0.2,8
1047,16,12,469027,1,999,0,1,0,0,0,0,"","",0.2,8
1048,16,12,469028,1,987,0,1,65873,0,0,0,"","",0.2,8
1049,16,12,469029,1,1004,0,1,0,0,38107,0,"","",0.2,8
1050,16,12,469030,1,996,0,1,65872,0,38106,0,"","",0.2,8
1051,16,12,469031,1,986,0,1,0,0,38105,0,"","",0.2,8
1052,16,12,469032,1,998,0,1,0,0,38107,0,"","",0.2,8
1053,16,12,469033,1,1001,0,1,0,0,0,0,"","",0.2,8
1054,16,12,469034,1,1005,0,1,0,0,38105,0,"","",0.2,8
1055,16,12,469035,1,877,0,1,0,0,38106,0,"","",0.2,8
1056,16,12,469036,1,995,0,1,0,0,38105,0,"","",0.2,8
1057,9,12,469127,1,1006,0,1,0,0,38111,0,"","",0.2,8
1058,9,12,469152,1,1007,0,1,0,0,38108,0,"","",0.2,8
1059,55,53,469176,1,1009,6,1,51290,0,0,0,"","",0.2,8
1060,55,53,469178,1,1009,10,1,51366,0,0,0,"","",0.2,8
1061,55,53,469182,0,1010,6,1,51296,0,0,0,"","",0.2,8
1062,55,53,469185,0,1010,10,1,51375,0,0,0,"","",0.2,8
1063,55,53,469186,1,1346,6,1,51295,0,0,0,"","",0.2,8
1064,55,53,469188,1,1346,10,1,51381,0,0,0,"","",0.2,8
1065,58,53,469313,0,1597,12,1,51398,0,0,0,"","",0.2,8
1066,55,53,469337,0,611,10,1,51400,0,0,0,"","",0.2,8
1067,9,12,469346,1,1008,0,1,0,0,0,0,"","",0.2,8
1068,37,12,469368,1,1012,0,1,0,0,38105,0,"","",0.2,8
1069,37,12,469612,0,1013,500,2,0,0,38105,0,"","",0.2,8
1070,37,12,469613,0,1014,1000,1,0,0,0,0,"","",0.2,8
1071,37,12,469617,0,1015,1500,2,0,0,38105,0,"","",0.2,8
1072,10,12,469631,1,1016,0,1,0,0,38097,0,"","",0.2,8
1073,10,12,469633,1,1017,0,1,0,0,38097,0,"","",0.2,8
1074,10,12,469636,1,1018,0,1,0,0,38097,0,"","",0.2,8
1075,10,12,469641,1,1019,0,1,0,0,38097,0,"","",0.2,8
1076,10,12,469673,1,1020,0,1,0,0,38098,0,"","",0.2,8
1078,46,12,469876,1,1022,0,1,0,0,0,0,"","",0.2,8
1079,46,12,469879,0,1023,2000,1,0,0,0,0,"","",0.2,8
1080,46,12,469923,1,1024,0,1,0,0,0,0,"","",0.2,8
1081,46,12,469938,1,1025,0,1,0,0,0,0,"","",0.2,8
1082,46,12,469965,1,1026,0,1,0,0,38106,0,"","",0.2,8
1083,46,12,469968,1,1027,0,1,0,0,0,0,"","",0.2,8
1084,14,12,469982,1,1028,0,1,0,0,38105,0,"","",0.2,8
1085,46,12,470470,0,1029,1000,1,0,0,0,0,"","",0.2,8
1086,13,12,470786,1,1037,0,1,0,0,38101,0,"","",0.2,8
1087,13,12,470787,1,1031,0,1,0,0,38101,2,"","",0.2,8
1088,13,12,470788,1,1038,0,1,0,0,38099,2,"","",0.2,8
1089,13,12,470789,1,1032,0,1,0,0,38101,2,"","",0.2,8
1090,13,12,470790,1,1034,0,1,0,0,38100,2,"","",0.2,8
1091,13,12,470791,1,1039,0,1,0,0,38101,2,"","",0.2,8
1092,13,12,470792,1,1033,0,1,0,0,38100,2,"","",0.2,8
1093,13,12,470793,1,1036,0,1,0,0,38100,2,"","",0.2,8
1094,12,12,470796,0,1030,5000,1,0,0,38102,0,"","",0.2,8
1095,12,12,470797,0,1035,15000,1,0,0,38104,0,"","",0.2,8
1096,36,12,470809,1,1042,0,1,0,0,38102,0,"","",0.2,8
1097,36,12,470810,1,1049,0,1,0,0,38102,0,"","",0.2,8
1098,36,12,470811,1,1045,0,1,0,0,38102,0,"","",0.2,8
1099,36,12,470812,1,1044,0,1,0,0,38102,0,"","",0.2,8
1100,36,12,470813,1,1041,0,1,0,0,38103,0,"","",0.2,8
1101,36,12,470814,1,1040,0,1,0,0,38104,0,"","",0.2,8
1102,36,12,470815,0,1051,1000,1,0,0,38102,0,"","",0.2,8
1103,36,12,470816,0,1043,1000,1,0,0,38102,0,"","",0.2,8
1104,36,12,470817,0,1050,7500,2,0,0,38104,0,"","",0.2,8
1105,36,12,470818,1,1046,0,1,0,0,38104,0,"","",0.2,8
1106,36,12,470819,1,1048,0,1,0,0,38103,0,"","",0.2,8
1107,36,12,470820,1,1047,0,1,0,0,38103,0,"","",0.2,8
1108,8,12,470833,1,1062,0,1,0,0,38107,0,"","",0.2,8
1109,52,12,470834,1,1053,0,1,65874,19,38107,0,"","",0.2,8
1110,8,12,470835,1,1070,0,1,0,0,38107,0,"","",0.2,8
1111,8,12,470836,1,1055,0,1,0,0,38107,0,"","",0.2,8
1112,8,12,470837,1,1054,0,1,65875,0,38106,0,"","",0.2,8
1113,8,12,470838,1,1061,0,1,0,0,38105,0,"","",0.2,8
1114,8,12,470839,1,1066,0,1,65876,0,38107,0,"","",0.2,8
1115,8,12,470840,1,1065,0,1,0,0,38106,0,"","",0.2,8
1116,8,12,470841,1,1052,0,1,0,0,0,0,"","",0.2,8
1117,8,12,470842,1,1063,0,1,0,0,38105,0,"","",0.2,8
1118,8,12,470843,1,1060,0,1,0,0,38105,0,"","",0.2,8
1119,8,12,470844,1,1059,0,1,0,0,0,0,"","",0.2,8
1120,8,12,470845,1,1056,0,1,0,0,0,0,"","",0.2,8
1121,49,12,470846,1,1057,0,1,0,0,38098,0,"","",0.2,8
1122,49,12,470847,1,1067,0,1,0,0,38098,0,"","",0.2,8
1123,49,12,470848,1,1069,0,1,0,0,38098,0,"","",0.2,8
1124,49,12,470849,1,1068,0,1,0,0,38098,0,"","",0.2,8
1125,49,12,470850,1,1064,0,1,0,0,38098,0,"","",0.2,8
1126,8,12,470860,1,1058,0,1,0,0,0,0,"","",0.2,8
1127,7,12,470870,0,57,1000,1,0,0,0,0,"","",0.2,8
1128,7,12,470871,1,1074,0,1,0,0,38105,0,"","",0.2,8
1129,7,12,470872,0,1081,1000,1,0,0,0,0,"","",0.2,8
1130,7,12,470873,1,1075,0,1,0,0,38106,0,"","",0.2,8
1131,7,12,470874,1,1078,0,1,0,0,38106,0,"","",0.2,8
1132,7,12,470875,1,1079,0,1,0,0,38106,0,"","",0.2,8
1133,7,12,470876,1,1080,0,1,0,0,38105,0,"","",0.2,8
1134,7,12,470877,1,1082,0,1,0,0,38105,0,"","",0.2,8
1135,7,12,470878,1,52,0,1,0,0,38107,0,"","",0.2,8
1136,11,12,470879,0,1071,1000,1,0,0,0,0,"","",0.2,8
1137,11,12,470880,1,1073,0,1,0,0,0,0,"","",0.2,8
1138,11,12,470881,0,1072,1000,1,0,0,0,0,"","",0.2,8
1139,46,12,470907,1,1091,0,1,0,0,38106,0,"","",0.2,8
1140,46,12,470908,1,1083,0,1,0,0,38105,0,"","",0.2,8
1141,46,12,470909,1,1090,0,1,0,0,38105,0,"","",0.2,8
1142,46,12,470910,1,1087,0,1,0,0,38105,0,"","",0.2,8
1143,46,12,470911,0,1089,5000,1,0,0,0,0,"","",0.2,8
1144,14,12,470912,1,1084,0,1,0,0,38106,0,"","",0.2,8
1145,38,12,470913,0,1085,5000,1,0,0,0,0,"","",0.2,8
1146,46,12,470914,1,1088,0,1,0,0,0,0,"","",0.2,8
1147,14,12,470915,0,1086,500,2,0,0,38105,0,"","",0.2,8
1148,44,22,472706,0,1092,1000,1,0,0,0,0,"","",0.2,8
1149,46,22,472708,1,1093,0,1,0,0,0,0,"","",0.2,8
1150,44,22,472723,0,1094,5000,1,0,0,0,0,"","",0.2,8
1151,4,12,475723,1,1104,0,1,65841,0,38098,0,"","",0.2,8
1152,46,12,475725,1,1113,0,1,0,0,38105,0,"","",0.2,8
1153,46,12,475726,1,1103,0,1,0,0,38105,0,"","",0.2,8
1154,46,12,475734,1,1098,0,1,0,0,0,0,"","",0.2,8
1155,46,12,475735,1,1111,0,1,0,0,0,0,"","",0.2,8
1156,47,12,475736,0,1108,1000,2,0,0,38105,0,"","",0.2,8
1157,47,12,475737,1,1106,0,1,0,0,38109,0,"","",0.2,8
1158,46,12,475738,0,526,40000,1,0,0,38106,0,"","",0.2,8
1159,7,12,475739,1,1109,0,1,0,0,0,0,"","",0.2,8
1160,7,12,475740,1,1099,0,1,0,0,0,0,"","",0.2,8
1161,7,12,475741,0,1097,7500,1,0,0,0,0,"","",0.2,8
1162,7,12,475742,1,1110,0,1,0,0,0,0,"","",0.2,8
1163,7,12,475743,0,1114,1000,1,0,0,0,0,"","",0.2,8
1164,7,12,475744,1,1107,0,1,0,0,0,0,"","",0.2,8
1165,7,12,475745,1,1112,0,1,0,0,0,0,"","",0.2,8
1166,7,12,475746,1,1105,0,1,0,0,38109,0,"","",0.2,8
1167,11,12,475755,1,1115,0,1,0,0,0,0,"","",0.2,8
1168,11,12,475756,0,1100,500,1,0,0,0,0,"","",0.2,8
1169,11,12,475757,1,1101,0,1,0,0,38103,0,"","",0.2,8
1170,11,12,475758,1,1096,0,1,0,0,0,0,"","",0.2,8
1171,11,12,475759,1,1095,0,1,0,0,38103,0,"","",0.2,8
1172,11,12,475760,0,74,15000,1,0,0,38106,0,"","",0.2,8
1173,11,12,475761,0,811,1000,1,0,0,0,0,"","",0.2,8
1174,11,12,475762,1,1102,0,1,0,0,0,0,"","",0.2,8
1175,11,12,475775,0,1116,1000,1,0,0,0,0,"","",0.2,8
1176,11,12,476287,0,1122,1000,2,0,0,0,0,"","",0.2,8
1177,11,12,476290,0,1123,1000,1,0,0,0,0,"","",0.2,8
1178,11,12,476292,0,1118,1000,1,0,0,0,0,"","",0.2,8
1179,11,12,476293,1,1120,0,1,0,0,38105,0,"","",0.2,8
1180,11,12,476294,1,1119,0,1,0,0,0,0,"","",0.2,8
1181,18,12,476313,1,481,0,1,0,0,38106,0,"","",0.2,8
1182,8,12,476314,1,1131,0,1,0,0,38105,0,"","",0.2,8
1183,46,12,476315,1,1130,0,1,0,0,0,0,"","",0.2,8
1184,46,12,476316,0,1117,1000,1,0,0,0,0,"","",0.2,8
1185,46,12,476317,1,1128,0,1,0,0,0,0,"","",0.2,8
1186,8,12,476369,1,1127,0,1,0,0,38106,0,"","",0.2,8
1187,11,12,476370,0,1126,100,2,0,0,38102,0,"","",0.2,8
1188,11,12,476371,0,1125,750,2,0,0,38102,0,"","",0.2,8
1189,11,12,476372,0,1129,1000,1,0,0,38102,0,"","",0.2,8
1190,13,12,476374,1,420,7500,2,59490,0,38100,2,"","",0.2,8
1191,13,12,476384,1,1124,0,1,0,0,38099,2,"","",0.2,8
1192,48,12,476393,0,1166,1000,1,0,0,0,0,"","",0.2,8
1193,48,12,476394,0,1167,1000,1,0,0,0,0,"","",0.2,8
1194,48,12,476395,0,1169,1000,1,0,0,0,0,"","",0.2,8
1195,48,12,476396,0,1170,1000,1,0,0,0,0,"","",0.2,8
1196,48,12,476397,0,1168,1000,1,0,0,0,0,"","",0.2,8
1197,13,12,476422,1,1137,0,1,0,0,38099,2,"","",0.2,8
1198,13,12,476423,1,1121,0,1,0,0,38099,2,"","",0.2,8
1199,13,12,476424,1,1134,0,1,0,0,38099,2,"","",0.2,8
1200,13,12,476425,1,1133,0,1,0,0,38099,2,"","",0.2,8
1201,13,12,476430,1,1132,0,1,0,0,38099,2,"","",0.2,8
1202,13,12,476451,1,1171,0,1,0,0,38101,2,"","",0.2,8
1203,13,12,476458,1,1136,0,1,0,0,38100,2,"","",0.2,8
1204,13,12,476459,0,1135,5000,2,59495,0,38100,2,"","",0.2,8
1205,46,12,476478,1,1164,0,1,0,0,38106,0,"","",0.2,8
1206,46,12,476479,1,1163,0,1,0,0,38105,0,"","",0.2,8
1207,46,12,476487,1,1138,0,1,0,0,38106,0,"","",0.2,8
1208,46,12,476488,1,1161,0,1,0,0,38105,0,"","",0.2,8
1209,46,12,476489,0,1139,1000,2,0,0,38105,0,"","",0.2,8
1210,46,12,476490,0,1159,3000,2,0,0,38106,0,"","",0.2,8
1211,46,12,476491,1,1142,0,1,0,0,38106,0,"","",0.2,8
1212,46,12,476492,1,1141,0,1,0,0,38105,0,"","",0.2,8
1213,16,12,476500,0,1158,1000,1,0,0,0,0,"","",0.2,8
1214,48,12,476501,1,1140,0,1,0,0,4294967295,0,"","",0.2,8
1215,48,12,476502,1,1156,0,1,0,0,0,0,"","",0.2,8
1216,16,12,476503,1,1157,0,1,0,0,38106,0,"","",0.2,8
1217,16,12,476504,1,1155,0,1,0,0,0,0,"","",0.2,8
1218,16,12,476505,0,1151,1000,1,0,0,0,0,"","",0.2,8
1219,16,12,476506,0,1154,1000,1,0,0,0,0,"","",0.2,8
1220,16,12,476507,0,1152,1000,1,0,0,0,0,"","",0.2,8
1221,16,12,476508,0,1153,10000,1,0,0,0,0,"","",0.2,8
1222,20,12,476522,0,1149,5000,2,0,0,38109,0,"","",0.2,8
1223,16,12,476523,1,1150,0,1,0,0,0,0,"","",0.2,8
1224,16,12,476524,1,1148,20000,1,0,0,0,0,"","",0.2,8
1225,46,12,476525,0,1146,1000,1,0,0,0,0,"","",0.2,8
1226,57,12,476526,1,1144,0,1,0,0,38097,0,"","",0.2,8
1227,46,12,476527,1,1162,0,1,0,0,38111,0,"","",0.2,8
1228,46,12,476528,0,1145,750,2,0,0,0,0,"","",0.2,8
1229,46,12,476529,1,1147,0,1,0,0,38106,0,"","",0.2,8
1230,20,12,476530,0,509,5000,1,0,0,38105,0,"","",0.2,8
1231,57,12,476549,1,1160,0,1,0,0,38098,0,"","",0.2,8
1232,57,12,476550,1,1165,0,1,0,0,0,0,"","",0.2,8
1233,57,12,476551,0,1143,1000,1,0,0,38096,0,"","",0.2,8
1234,30,22,476691,1,1181,0,1,0,0,0,0,"","",0.2,8
1235,46,22,476692,1,1176,0,1,0,0,0,0,"","",0.2,8
1236,46,22,476693,1,1183,0,1,0,0,0,0,"","",0.2,8
1237,46,22,476694,0,1172,20000,1,0,0,0,0,"","",0.2,8
1238,46,22,476695,1,1175,0,1,0,0,0,0,"","",0.2,8
1239,46,22,476696,0,1177,40000,1,0,0,0,0,"","",0.2,8
1240,12,22,476697,0,1174,300,2,0,0,0,0,"","",0.2,8
1241,12,22,476698,0,1185,300,2,0,0,0,0,"","",0.2,8
1242,46,22,476700,0,1173,2000,2,0,0,0,0,"","",0.2,8
1243,44,22,476702,0,1184,1000,1,0,0,0,0,"","",0.2,8
1244,39,22,476703,1,1182,0,1,0,0,0,0,"","",0.2,8
1245,39,22,476704,1,1180,0,1,0,0,0,0,"","",0.2,8
1246,39,22,476705,0,1179,15000,1,0,0,0,0,"","",0.2,8
1247,39,22,476706,1,1178,0,1,0,0,0,0,"","",0.2,8
1248,39,22,476707,1,1186,0,1,0,0,0,0,"","",0.2,8
1249,39,22,476708,1,1195,0,1,0,0,0,0,"","",0.2,8
1250,7,22,476709,0,1187,2000,1,0,0,0,0,"","",0.2,8
1251,39,22,476710,1,1190,0,1,0,0,0,0,"","",0.2,8
1252,7,22,476711,1,1194,0,1,0,0,0,0,"","",0.2,8
1253,7,22,476712,1,1191,0,1,65877,0,0,0,"","",0.2,8
1254,7,12,476713,1,1193,0,1,0,0,0,0,"","",0.2,8
1255,7,22,476714,1,1192,0,1,0,0,0,0,"","",0.2,8
1256,7,22,476715,0,1189,1000,1,0,0,0,0,"","",0.2,8
1257,7,22,476716,1,1188,0,1,0,0,0,0,"","",0.2,8
1258,4,22,476717,1,1205,0,1,65827,0,0,0,"","",0.2,8
1259,13,22,476718,1,1200,0,1,0,0,0,0,"","",0.2,8
1260,11,22,476719,1,1207,0,1,0,0,0,0,"","",0.2,8
1261,11,22,476720,1,1196,0,1,0,0,0,0,"","",0.2,8
1262,30,22,476726,1,1201,0,1,0,0,0,0,"","",0.2,8
1263,30,22,476727,1,1204,0,1,0,0,0,0,"","",0.2,8
1264,30,22,476728,1,1198,0,1,0,0,0,0,"","",0.2,8
1265,30,22,476729,0,1197,3000,1,0,0,0,0,"","",0.2,8
1266,30,22,476730,1,1206,0,1,0,0,0,0,"","",0.2,8
1267,30,22,476731,0,1203,10000,1,0,0,0,0,"","",0.2,8
1268,30,22,476732,1,1202,0,1,0,0,0,0,"","",0.2,8
1269,30,22,476733,1,1199,0,1,0,0,0,0,"","",0.2,8
1270,30,22,476734,1,1208,0,1,59497,0,0,0,"","",0.2,8
1271,30,22,476735,1,1210,0,1,0,0,0,0,"","",0.2,8
1272,30,22,476736,1,1209,0,1,0,0,0,0,"","",0.2,8
1273,30,22,476737,1,1222,0,1,59496,0,0,0,"","",0.2,8
1274,13,22,476746,1,1211,3000,1,0,0,0,2,"","",0.2,8
1275,13,22,476747,1,1219,0,1,0,0,0,2,"","",0.2,8
1276,25,22,476748,1,1217,0,1,0,0,0,0,"","",0.2,8
1277,13,22,476749,1,1379,0,1,0,0,0,2,"","",0.2,8
1278,25,22,476750,0,1216,10000,2,0,0,0,0,"","",0.2,8
1279,42,22,476751,1,1223,0,1,0,0,0,0,"","",0.2,8
1280,42,22,476752,1,1224,0,1,0,0,0,0,"","",0.2,8
1281,42,22,476753,0,1215,500,2,0,0,0,0,"","",0.2,8
1282,16,22,476754,1,1226,0,1,0,0,0,0,"","",0.2,8
1283,42,22,476755,1,1214,0,1,0,0,0,0,"","",0.2,8
1284,42,22,476756,1,1212,0,1,0,0,0,0,"","",0.2,8
1285,16,22,476757,1,1225,0,1,0,0,0,0,"","",0.2,8
1286,16,22,476762,0,1220,15000,2,0,0,0,0,"","",0.2,8
1287,16,22,476763,1,1218,0,1,0,0,0,0,"","",0.2,8
1288,16,22,476764,1,1227,0,1,0,0,0,0,"","",0.2,8
1289,46,22,476765,0,1228,5000,1,0,0,0,0,"","",0.2,8
1290,46,22,476766,1,1232,0,1,0,0,0,0,"","",0.2,8
1291,16,22,476767,1,1231,0,1,0,0,0,0,"","",0.2,8
1292,16,22,476768,1,1233,0,1,0,0,0,0,"","",0.2,8
1293,16,22,476769,1,1235,0,1,0,0,0,0,"","",0.2,8
1294,16,22,476770,1,1229,0,1,0,0,0,0,"","",0.2,8
1295,16,22,476771,1,1221,0,1,0,0,0,0,"","",0.2,8
1296,16,22,476772,1,1234,0,1,0,0,0,0,"","",0.2,8
1297,16,22,476773,0,1230,20000,1,0,0,0,0,"","",0.2,8
1298,17,12,486581,1,253,80000,1,0,19,0,0,"","",0.2,8
1299,47,22,487825,0,1236,40000,1,0,0,0,0,"","",0.2,8
1300,17,22,487828,1,1237,0,1,0,0,0,0,"","",0.2,8
1301,47,12,487830,0,1238,20000,1,0,0,0,0,"","",0.2,8
1302,17,22,487838,1,1239,0,1,0,0,0,0,"","",0.2,8
1303,39,12,487849,0,1240,20000,1,0,0,0,0,"","",0.2,8
1304,39,12,487850,0,1241,80000,1,0,0,0,0,"","",0.2,8
1305,39,22,487872,1,1242,0,1,0,0,0,0,"","",0.2,8
1306,39,22,487877,1,1243,0,1,0,0,0,0,"","",0.2,8
1307,39,22,487882,0,1244,20000,1,0,0,0,0,"","",0.2,8
1309,46,12,487885,0,1247,40000,1,0,0,0,0,"","",0.2,8
1310,48,22,487889,0,1248,10000,1,0,0,0,0,"","",0.2,8
1311,48,22,487892,0,1249,5000,1,0,0,0,0,"","",0.2,8
1312,48,22,487896,0,1250,10000,1,0,0,0,0,"","",0.2,8
1313,48,22,487897,0,1251,5000,1,0,0,0,0,"","",0.2,8
1314,52,12,487915,0,1252,80000,1,0,18,0,0,"","",0.2,8
1315,52,12,487916,1,1253,0,1,65878,18,38107,0,"","",0.2,8
1316,52,12,487938,0,1254,80000,1,0,19,0,0,"","",0.2,8
1317,46,22,487942,0,1255,5000,1,0,0,0,0,"","",0.2,8
1318,46,22,487952,0,1256,10000,1,0,0,0,0,"","",0.2,8
1319,39,22,487955,1,1257,0,1,0,0,0,0,"","",0.2,8
1320,13,22,487960,0,1258,40000,1,0,0,0,2,"","",0.2,8
1321,13,22,487967,0,1259,40000,1,0,0,0,2,"","",0.2,8
1322,13,22,487973,0,1260,20000,1,0,0,0,2,"","",0.2,8
1323,13,12,487974,1,1261,0,1,0,0,38099,2,"","",0.2,8
1324,13,12,487981,1,1262,0,1,0,0,38099,2,"","",0.2,8
1325,26,12,487991,1,1262,20000,1,0,0,0,2,"","",0.2,8
1326,13,22,487994,0,1263,40000,1,0,0,0,2,"","",0.2,8
1327,46,12,487998,0,1264,40000,1,0,0,0,0,"","",0.2,8
1328,46,12,488002,0,1265,40000,1,0,0,0,0,"","",0.2,8
1329,46,12,488005,1,1266,0,1,0,0,0,0,"","",0.2,8
1331,36,12,524820,1,1267,0,1,0,0,0,0,"","",0.2,8
1332,12,22,524850,1,1268,0,1,4294967295,0,0,0,"","",0.2,8
1334,50,54,528687,0,2152,2000,2,56135,0,38109,1,"Art\Prop\Housing\Decor\Mannequin\PRP_MannequinPreview_000_Human_F.m3","",0.2,8
1335,12,22,529113,1,1269,0,1,0,0,0,0,"","",0.2,8
1336,12,22,529116,1,1270,0,1,0,0,0,0,"","",0.2,8
1337,12,22,529144,0,1271,10000,1,0,0,0,0,"","",0.2,8
1338,14,12,546732,3,1298,0,1,0,0,38109,0,"","",0.2,8
1343,53,12,553024,0,1302,2500,1,0,29034,38108,0,"","",0.2,8
1344,53,12,0,1,1303,2500,1,0,0,38108,0,"","",0.2,8
1345,53,12,0,1,1308,2500,1,0,0,38108,0,"","",0.2,8
1346,53,12,0,1,1305,3000,1,0,0,38108,0,"","",0.2,8
1347,53,12,0,1,1306,2500,1,0,0,38108,0,"","",0.2,8
1348,53,12,0,1,1307,3000,1,0,0,38108,0,"","",0.2,8
1349,53,12,0,1,1301,5000,1,0,0,38108,0,"","",0.2,8
1350,46,12,553160,3,1309,0,1,0,0,38108,0,"","",0.2,8
1351,53,12,553167,0,1304,2500,1,0,29033,38108,0,"","",0.2,8
1352,53,12,553231,0,1305,3000,1,0,29038,38108,0,"","",0.2,8
1353,53,12,553237,0,1303,2500,1,0,29035,38108,0,"","",0.2,8
1354,53,12,553242,0,1308,2500,1,0,29036,38108,0,"","",0.2,8
1355,53,12,553243,0,1306,2500,1,0,29037,38108,0,"","",0.2,8
1356,53,12,553250,0,1307,3000,1,0,29039,38108,0,"","",0.2,8
1357,53,12,553253,0,1301,5000,1,0,29040,38108,0,"","",0.2,8
1363,21,22,561510,1,483,2000,1,0,0,0,0,"","",0.2,8
1364,29,22,561521,1,528,0,1,0,0,0,0,"","",0.2,8
1365,33,22,561556,1,546,2000,1,0,0,0,0,"","",0.2,8
1366,29,22,561557,1,466,0,1,0,0,0,0,"","",0.2,8
1367,29,22,561558,1,457,500,1,0,0,0,0,"","",0.2,8
1368,29,22,561559,1,458,0,1,0,0,0,0,"","",0.2,8
1369,44,22,561566,1,394,0,1,0,0,0,0,"","",0.2,8
1370,33,22,561574,1,547,0,1,0,0,0,0,"","",0.2,8
1371,21,22,562105,1,484,2000,1,0,0,0,0,"","",0.2,8
1372,21,22,562239,1,485,500,2,0,0,0,0,"","",0.2,8
1373,21,22,562264,1,459,2500,2,0,0,0,0,"","",0.2,8
1374,21,22,562277,1,488,5000,1,0,0,0,0,"","",0.2,8
1375,4,22,562289,1,384,0,1,65828,0,0,0,"","",0.2,8
1376,14,12,562350,1,1310,0,1,0,0,0,0,"","",0.2,8
1377,28,22,562496,1,68,0,1,0,0,0,0,"","",0.2,8
1378,28,22,562497,1,71,0,1,0,0,0,0,"","",0.2,8
1379,27,22,562512,1,347,0,1,0,0,0,0,"","",0.2,8
1380,4,22,562841,0,461,2500,2,65839,0,0,0,"","",0.2,8
1381,21,22,562845,1,462,0,1,0,0,0,0,"","",0.2,8
1382,21,22,562849,1,463,0,1,0,0,0,0,"","",0.2,8
1383,21,22,562854,1,464,0,1,0,0,0,0,"","",0.2,8
1384,33,22,562860,1,468,0,1,0,0,0,0,"","",0.2,8
1385,46,22,562869,1,469,0,1,0,0,0,0,"","",0.2,8
1386,46,22,562875,1,470,0,1,0,0,0,0,"","",0.2,8
1387,33,22,562879,1,83,0,1,0,0,0,0,"","",0.2,8
1388,46,22,562895,1,472,0,1,0,0,0,0,"","",0.2,8
1389,46,22,562900,0,473,500,2,0,0,0,0,"","",0.2,8
1390,26,22,562909,1,493,0,1,0,0,0,2,"","",0.2,8
1391,12,22,562913,0,498,100,1,0,0,0,0,"","",0.2,8
1392,33,22,562919,1,510,2000,1,0,0,0,0,"","",0.2,8
1393,26,22,562925,1,511,20000,1,59491,0,0,2,"","",0.2,8
1394,33,22,562933,1,512,0,1,0,0,0,0,"","",0.2,8
1395,46,22,562935,1,513,0,1,0,0,0,0,"","",0.2,8
1396,33,22,562936,1,514,0,1,0,0,0,0,"","",0.2,8
1397,20,22,562937,1,517,0,1,0,0,0,0,"","",0.2,8
