"ID","creature2IdUnlock","pathTypeEnum","pathMissionTypeEnum","pathMissionDisplayTypeEnum","objectId","localizedTextIdName","localizedTextIdSummary","pathEpisodeId","worldLocation2Id00","worldLocation2Id01","worldLocation2Id02","worldLocation2Id03","pathMissionFlags","pathMissionFactionEnum","prerequisiteId","localizedTextIdCommunicator","localizedTextIdUnlock","localizedTextIdSoldierOrders","creature2IdContactOverride","questDirectionId"
1328,0,0,0,5,197,230097,230098,15,18071,18071,0,0,0,2,0,230099,230100,230101,0,0
1331,0,2,14,16,288,230216,230852,121,19946,19947,19948,0,0,1,0,230863,230864,0,0,0
1332,0,3,18,30,16,230273,230274,38,19957,0,0,0,0,2,0,230275,230276,0,0,0
1333,0,0,7,8,47,230355,230356,124,20748,0,19973,0,0,0,0,230357,230358,230359,0,0
1334,0,2,14,16,289,230423,230865,121,19946,19947,19948,0,0,2,0,230866,230867,0,0,0
1335,0,3,12,25,35,230437,230438,38,30767,0,0,0,0,2,0,230439,230440,0,0,0
1336,0,0,0,5,198,230448,230449,42,19975,19975,0,0,0,2,0,230450,230451,230452,0,0
1338,0,3,13,27,50,230511,230512,38,19994,0,0,0,0,2,0,230513,230514,0,0,0
1339,0,3,12,25,36,230605,230606,120,47040,0,0,0,0,0,0,230607,230608,0,0,0
1340,0,3,15,29,168,230872,230873,229,0,0,0,0,0,2,0,230874,230875,0,0,150
1342,0,1,19,11,142,231028,231029,123,19854,19855,19857,19858,1,2,0,231030,231031,0,0,0
1344,0,3,12,25,37,231043,231044,38,20067,0,0,0,0,2,0,231045,231046,0,0,379
1345,0,2,2,16,290,231057,231058,16,8410,8412,8411,8513,0,2,0,231076,231069,0,0,982
1354,0,0,4,1,46,231168,231169,13,20183,20062,0,0,0,2,0,231192,231108,231207,0,393
1356,0,0,0,2,207,231201,231202,226,20068,0,0,0,0,2,0,231203,231204,231205,0,249
1357,0,3,17,26,11,231223,231224,38,44410,44411,44412,44413,0,2,0,231225,231226,0,26673,2026
1359,0,3,16,24,22,231329,231336,229,0,0,0,0,40,2,0,234291,234296,0,0,0
1360,0,2,2,0,301,231444,231445,134,9947,0,20066,0,0,2,0,231446,231447,0,0,0
1361,0,0,0,5,208,231448,231449,226,20093,0,0,0,0,2,0,231450,231451,231452,0,0
1362,0,2,2,18,302,231495,231496,35,19521,19522,19523,45365,0,2,0,231498,231497,0,0,0
1363,0,3,18,30,17,231877,231878,12,9253,0,0,0,0,2,0,231913,231914,0,0,0
1364,0,3,15,31,169,231926,231927,229,0,0,0,0,0,2,0,231928,231929,0,0,0
1365,0,2,14,15,303,231977,231978,227,19383,0,0,0,2,2,0,231979,231980,0,0,3
1366,0,2,2,16,304,232125,232129,16,20157,20158,0,0,0,2,0,362480,362481,0,0,0
1367,0,0,0,5,210,232137,232138,13,20163,0,0,0,0,2,0,252504,252505,232140,0,0
1369,0,0,7,8,48,232293,232294,13,20228,25252,25253,25254,0,2,0,252516,252517,252518,0,0
1370,0,2,2,14,306,232382,232383,227,20178,0,0,0,0,2,0,232384,232385,0,0,0
1382,0,1,21,12,2,233067,233068,192,40793,40793,0,0,0,2,0,233069,233070,673889,0,0
1385,0,3,13,27,51,233143,233238,12,27086,0,0,0,0,2,0,233245,233239,0,0,0
1400,0,1,21,12,13,234869,234870,192,40794,40794,0,0,0,2,0,234871,234872,0,0,0
1418,0,0,4,1,51,236455,236456,42,20644,20659,20658,20660,0,2,0,236457,236458,236459,0,0
1462,0,3,15,29,179,241145,241146,17,0,0,0,0,0,2,0,241147,241148,0,0,0
1479,0,3,15,31,183,242689,242690,38,0,0,0,0,0,2,0,242691,242692,0,0,0
1483,0,3,13,27,57,243036,243037,38,21289,0,0,0,0,2,0,243038,243039,0,0,0
1508,0,3,18,30,22,244116,244117,38,21585,0,0,0,0,2,0,244118,244119,0,0,0
1512,0,3,17,26,18,244473,244474,38,21614,0,0,0,0,2,0,244475,244476,0,0,0
1513,0,0,0,2,245,244632,244633,233,21245,0,0,0,0,1,0,244634,244635,244636,0,0
1514,0,0,0,5,246,244709,244710,233,21230,0,0,0,0,1,0,244711,244712,244713,0,0
1515,0,0,0,5,248,244814,244815,233,21255,0,0,0,0,1,0,244816,244817,244819,0,0
1516,0,2,2,17,327,244879,244880,234,21662,0,0,0,0,1,0,244881,244882,0,0,0
1517,0,2,2,16,328,245226,245227,234,45776,0,0,0,0,1,0,245228,245229,0,0,0
1518,0,2,2,14,329,245232,245233,234,49586,0,0,0,0,1,0,245234,245235,0,0,0
1519,0,3,12,0,44,245504,245505,31,16851,0,0,0,8,0,0,0,0,0,0,0
1521,0,0,7,8,56,246458,246459,42,10581,29028,0,0,0,2,0,246460,246461,246462,0,0
1522,0,1,19,11,153,246488,246489,235,21794,0,0,0,0,1,0,255647,255644,0,0,0
1523,0,1,19,11,154,246546,246547,235,21799,0,0,0,0,1,0,255663,255664,0,0,0
1524,0,1,19,11,155,246550,246551,235,21802,0,0,0,0,1,0,255691,255692,0,0,0
1526,0,3,15,31,188,246892,246893,236,0,0,0,0,0,1,0,255250,246894,0,0,0
1527,0,3,15,31,189,246908,246909,236,0,0,0,0,0,1,0,246910,246911,0,0,0
1528,0,3,15,29,190,246912,246913,236,0,0,0,0,0,1,0,246914,246915,0,0,0
1529,0,0,4,1,57,246928,246929,42,10582,10583,0,0,0,2,0,246930,246931,246932,0,0
1532,0,3,15,31,192,247371,247372,239,0,0,0,0,0,0,0,254875,249576,0,0,0
1533,0,0,5,3,83,247373,248103,237,22156,22157,0,0,0,1,0,248104,248105,248106,0,0
1534,0,2,2,16,331,247374,249436,238,22188,22190,22189,22191,0,0,0,249437,249438,0,0,0
1535,0,2,14,15,332,247375,249443,238,22188,22190,22189,22191,0,0,0,249444,249445,0,0,0
1536,0,0,0,5,252,248469,249498,237,22224,0,0,0,0,1,0,249502,249499,249500,0,0
1557,0,3,17,26,20,248522,249579,239,22250,22252,22251,0,0,0,0,249580,249581,0,0,0
1558,0,2,2,14,340,248888,248889,238,21150,0,0,0,0,0,0,413454,413455,0,0,986
1559,0,2,2,16,341,248890,248891,238,21152,21156,21154,21155,0,0,0,413463,413464,0,0,0
1560,0,2,2,16,342,248892,248893,238,21150,0,0,0,0,0,0,413618,413619,0,0,0
1561,0,2,2,16,343,248894,248895,238,21180,21182,21181,0,0,0,0,413467,413468,0,0,0
1562,0,2,14,14,344,248899,248900,238,22002,0,0,0,0,0,0,413477,413478,0,0,0
1563,0,0,6,6,86,248707,249523,237,22276,22277,0,0,0,1,0,249524,249525,252960,0,0
1564,0,0,0,7,261,248713,248714,244,22482,0,0,0,0,2,0,248715,248716,248717,0,0
1565,0,0,0,5,262,248774,249561,237,22279,22280,0,0,0,1,0,252961,249571,252962,0,0
1567,0,2,2,16,345,248805,248806,246,22290,0,0,0,0,0,0,248807,248808,0,0,0
1569,0,3,3,28,193,248840,249584,239,0,0,0,0,8,1,0,255607,249585,0,0,986
1570,0,0,0,4,263,248906,248927,237,22340,0,0,0,8,1,0,252971,252972,252964,0,509
1572,0,0,0,4,264,248937,248938,237,22339,0,0,0,8,2,0,252975,252976,252977,0,510
1573,0,0,4,1,58,248939,248940,237,36353,0,0,0,0,0,0,252984,252981,252985,0,508
1574,0,0,4,1,59,248944,248945,237,36199,36200,0,0,0,0,0,408726,252987,408727,0,0
1575,0,0,7,8,60,248949,248950,237,22335,22336,0,0,0,0,0,408887,408888,249243,0,0
1576,0,2,14,14,346,249002,249003,246,22334,0,0,0,0,0,0,249004,249005,0,0,0
1577,0,0,0,7,265,249073,249074,244,22380,0,0,0,0,1,0,249075,249076,249077,0,0
1579,0,1,19,11,162,249136,249137,192,22329,22330,22331,22332,0,2,0,249138,249139,0,0,0
1581,0,1,19,11,163,249151,249152,241,22412,0,0,0,0,1,0,249153,249154,0,0,0
1582,0,0,5,3,88,249159,249160,42,10586,22535,22536,0,0,2,0,249161,249162,249163,0,0
1583,0,3,13,27,61,249298,249299,239,22467,0,0,0,0,2,0,412082,412081,0,0,0
1585,0,2,2,16,349,249335,249465,238,22188,22190,22189,22191,0,0,0,249466,249467,0,0,0
1586,0,2,14,14,350,249398,249479,238,22188,22190,22189,22191,0,0,0,249492,249480,0,0,0
1595,0,3,15,31,196,249440,249441,239,0,0,0,0,2,0,0,425320,425321,0,0,2480
1599,0,2,20,0,12,249513,249514,248,13240,0,0,0,8,0,0,249515,249516,0,0,0
1600,0,3,18,30,24,249541,249542,247,22546,0,0,0,0,0,0,439005,249617,0,0,0
1602,0,3,3,28,197,249754,249755,239,0,0,0,0,8,2,0,255616,249756,0,0,986
1603,0,0,5,3,89,249767,249768,237,22566,22157,0,0,0,2,0,249769,249770,249771,0,0
1604,0,0,0,5,267,249816,249817,237,22572,0,0,0,0,2,0,249818,249819,249820,0,0
1605,0,1,19,11,164,249872,249873,241,22481,0,0,0,0,2,0,249874,249875,0,0,0
1606,0,0,0,5,268,249910,249911,42,10590,0,0,0,0,2,0,249912,249913,357897,0,0
1607,0,0,0,5,269,249933,255404,237,22602,22603,0,0,0,2,0,255405,255406,255407,0,0
1610,0,3,12,25,46,250394,250395,247,22614,0,0,0,0,0,0,250396,250397,0,0,0
1611,0,3,15,31,198,250755,250768,247,0,0,0,0,0,0,0,250770,250769,0,0,0
1612,0,2,2,16,354,250757,250758,35,22624,0,0,0,0,2,0,250759,250760,0,0,0
1613,0,3,18,30,25,250771,250772,247,22738,0,0,0,0,0,0,251393,250773,0,0,0
1615,0,2,2,16,355,250904,250905,35,22635,45381,0,0,0,2,0,250906,250907,0,0,0
1616,0,2,2,14,356,250913,250914,35,22639,22640,0,0,0,2,0,250915,250916,0,0,0
1623,0,0,0,5,271,251123,251124,42,10594,0,0,0,0,2,0,251125,251126,484683,0,0
1626,0,0,7,8,62,251215,251216,244,22725,40756,40757,0,0,1,0,251217,251218,251219,0,0
1628,0,2,14,14,358,251441,251442,246,22628,22630,22629,0,0,0,0,251443,251444,0,0,0
1629,0,3,15,29,201,251498,251499,247,0,0,0,0,0,1,0,251500,251501,0,0,0
1630,0,3,15,29,202,251616,251617,247,0,0,0,0,0,2,0,251618,251619,0,0,0
1631,0,3,15,29,203,251687,251688,247,0,0,0,0,0,0,0,251689,439610,0,0,0
1632,0,2,2,17,359,251957,251958,246,22770,22771,21084,22784,0,0,0,251959,251960,0,0,0
1633,0,1,19,11,168,252106,252107,249,17799,38635,0,0,0,1,0,252108,252109,0,0,0
1634,0,0,0,5,272,252175,253098,244,22793,0,0,0,0,0,0,253158,253104,252243,0,0
1635,0,0,0,2,273,252371,252372,244,22795,0,0,0,0,2,0,252373,252374,447170,0,0
1638,0,0,0,2,275,252546,252547,244,22795,0,0,0,0,1,0,252548,252549,447171,0,0
1644,0,1,21,12,19,252758,252762,123,28356,28356,0,0,0,1,0,252759,252794,0,0,0
1645,0,0,4,1,61,252772,252773,244,22869,22871,0,0,0,0,0,252774,252775,252776,0,0
1648,0,0,6,6,92,252851,252852,244,23076,22879,0,0,0,1,0,252853,252854,252855,0,0
1650,0,3,12,25,49,252879,252880,239,22895,0,0,0,0,1,0,252881,252882,0,0,501
1651,0,0,6,6,93,252890,252891,244,38506,0,38507,0,0,2,0,252892,252893,252894,0,0
1655,0,3,12,25,51,252936,252937,239,22895,0,0,0,0,2,0,252938,252939,0,0,502
1661,0,0,4,1,62,253175,253227,244,22948,22955,22956,22957,0,0,0,253228,253229,253230,0,0
1663,0,2,14,15,362,253462,253464,246,41935,41936,41937,41938,0,0,0,253475,253465,0,0,0
1664,0,3,12,25,52,253451,253452,247,22966,0,0,0,0,0,0,253453,253454,0,0,730
1665,0,2,14,14,363,253484,253485,246,22971,0,0,0,0,0,0,253486,253487,0,0,0
1666,0,2,2,17,364,253489,253490,246,47002,47004,47003,47005,0,0,0,253491,253492,0,0,0
1669,0,0,7,8,64,254827,254828,244,22719,40757,40756,0,0,2,0,254829,254830,254831,0,0
1674,0,3,16,24,27,255129,255130,236,0,0,0,0,8,1,0,255131,255132,0,0,0
1675,0,2,20,22,15,255271,255333,238,23062,23063,36866,0,8,0,0,255334,255335,0,0,0
1676,0,0,6,6,94,255376,255377,237,23064,22277,0,0,0,2,0,255378,255379,255380,0,0
1677,0,3,15,29,206,255442,255443,239,0,0,0,0,0,0,0,425346,425347,0,0,0
1678,0,3,18,30,28,255552,255553,239,23068,0,0,0,0,0,0,255623,255624,0,0,0
1679,0,3,17,26,25,255672,255673,247,23087,0,0,0,0,0,0,255674,255675,0,0,2120
1680,0,1,21,12,25,255970,255971,192,23202,23202,0,0,0,2,0,255972,255973,0,0,0
1686,0,2,20,22,16,258494,316314,121,1461,0,0,0,0,0,0,316315,316316,0,0,0
1688,0,3,12,25,53,259572,270471,250,24182,0,0,0,0,2,0,270472,270473,0,0,0
1689,0,3,13,27,64,259574,262513,250,23548,0,0,0,0,2,0,262514,262515,0,0,0
1690,0,3,18,30,29,259575,263463,250,23568,0,0,0,0,2,0,263465,263467,0,0,0
1691,0,3,15,31,208,259576,279571,250,0,0,0,0,0,2,0,279572,279573,0,0,0
1692,0,2,2,16,366,259577,262305,251,25347,25467,25468,0,0,2,0,262306,262307,0,0,0
1693,0,2,2,15,367,259579,273093,251,24507,0,0,0,0,2,0,273094,273095,0,0,0
1694,0,2,2,18,368,259580,264019,251,23685,23686,23687,0,0,2,0,264021,264022,0,0,0
1695,0,2,2,17,369,259581,262159,251,24504,24505,24506,0,0,2,0,262160,262161,0,0,0
1696,0,0,0,5,283,259583,260328,253,23376,23376,0,0,0,2,0,260329,260330,260331,0,0
1697,0,0,5,3,97,259584,262069,253,24226,23378,23402,23377,0,2,0,262070,262071,262072,0,0
1698,0,0,4,1,63,259587,261222,253,24227,23381,0,0,0,2,0,261230,261231,261237,0,0
1699,0,0,6,6,98,259588,264784,253,23746,0,0,0,0,2,0,264785,264786,264787,0,116
1701,0,3,13,27,65,262252,262253,38,23490,0,0,0,0,2,0,262254,262255,0,0,0
1702,0,2,14,15,371,262386,262387,251,23519,0,0,0,0,2,0,262389,262388,0,0,0
1703,0,3,17,26,26,262410,262411,38,23524,41320,41321,0,0,2,0,262412,262413,0,30340,839
1704,0,0,5,3,99,262506,262507,253,23984,24214,24216,0,0,2,0,262508,262509,262510,0,0
1705,0,1,19,11,174,263098,263099,254,23582,23581,23583,0,0,1,0,263100,263101,0,0,0
1707,0,2,2,20,373,263788,263789,251,23623,0,0,0,0,2,0,263791,263790,0,0,0
1709,0,3,17,26,27,265362,265363,38,23852,0,0,0,0,2,0,265364,265365,0,0,0
1711,0,0,7,8,65,267212,278041,256,23987,23988,23989,23990,0,1,0,278051,278052,277948,0,0
1712,0,0,5,3,100,267224,277941,256,24000,24001,24002,0,0,1,0,277942,277943,277922,0,0
1713,0,3,15,31,209,267494,267495,257,0,0,0,0,0,1,0,267496,267497,0,0,0
1714,0,2,2,14,375,267500,267501,255,42215,0,0,0,0,1,0,267502,267503,0,0,0
1716,0,3,13,27,66,267563,267564,257,24039,0,0,0,0,1,0,267565,267566,0,0,0
1717,0,0,4,1,64,269440,269441,42,24073,24075,0,0,0,2,0,269442,269443,269444,0,0
1718,0,0,4,1,65,269473,269474,256,24085,24084,0,0,0,1,0,269475,269476,269477,0,0
1719,0,2,2,14,376,269533,269534,255,45725,45726,0,0,0,1,0,269535,269536,0,0,0
1720,0,0,7,8,66,269557,269558,253,29114,24217,24218,24219,0,2,0,269563,269560,269559,0,0
1721,0,0,0,2,301,269597,269600,256,24095,0,0,0,0,1,0,269601,269602,269603,0,0
1722,0,0,4,1,66,269657,278452,256,24110,24106,0,0,0,1,0,278453,278454,278455,0,0
1723,0,0,7,8,67,269703,270098,256,24111,23599,0,0,0,1,0,270099,270100,270101,0,0
1724,0,2,14,17,377,269757,281007,255,24116,24117,24118,0,0,1,0,285273,281043,0,0,906
1725,0,2,2,15,378,269785,281040,255,24125,24130,24131,24132,0,1,0,285265,285266,0,0,0
1727,0,0,0,7,303,269975,269976,253,28653,24148,0,0,0,2,0,269977,269978,269979,0,0
1729,0,3,17,26,28,269934,285280,257,24156,24158,24160,0,0,1,0,285281,285282,0,0,2096
1731,0,0,6,6,101,269985,269986,253,24215,29207,0,0,0,2,0,269987,269988,269989,0,0
1732,0,0,4,1,67,273086,273087,253,28327,24279,0,0,0,2,0,273088,273089,269997,0,328
1734,0,0,5,3,102,270141,270142,42,24165,24167,0,0,0,2,0,270143,270144,270145,0,0
1736,0,0,0,4,305,270886,270887,42,24201,0,0,0,0,2,0,270888,270889,270890,0,0
1737,0,1,19,11,176,273033,273034,252,24254,24264,24260,24268,0,2,0,273035,273036,0,0,0
1738,0,2,14,14,380,302760,302829,251,28630,0,0,0,2,2,0,302830,302831,0,0,983
1740,0,1,21,12,27,273413,273414,254,24912,24912,0,0,0,1,0,273415,273416,0,0,0
1742,0,0,7,8,68,273551,273552,42,24296,24298,0,0,0,2,0,273553,273554,273555,0,0
1743,0,0,0,7,306,275351,275352,42,24327,0,0,0,0,2,0,275353,275354,275355,0,0
1745,0,2,14,15,385,277908,277909,35,24369,24370,24371,24372,0,2,0,277910,277911,0,0,0
1746,0,3,13,27,67,278064,278065,250,38432,0,0,0,0,2,0,278068,278066,0,0,0
1747,0,3,15,29,211,279204,279205,250,0,0,0,0,0,2,0,330158,330157,0,0,0
1748,0,2,2,16,386,279269,279270,251,24363,24364,24365,24366,0,2,0,279271,279272,0,0,0
1749,0,1,21,12,28,279281,279282,123,28358,28358,0,0,0,2,0,279283,279284,0,0,0
1750,0,2,2,16,387,279338,279339,35,24405,24406,24407,0,0,2,0,279340,279341,0,0,0
1751,0,2,14,14,388,279626,279627,35,24417,0,0,0,0,2,0,279628,279629,0,0,0
1752,0,2,2,14,389,279680,279681,35,24425,24426,0,0,0,2,0,279682,279683,0,0,0
1755,0,2,2,16,390,280220,280221,35,24457,0,45343,0,0,2,0,280222,280223,0,0,0
1759,0,3,12,25,54,280587,280607,257,24734,0,0,0,0,1,0,285180,285181,0,0,0
1762,0,1,19,11,177,281253,281255,192,24545,24548,24547,24550,0,2,0,281260,281259,0,0,0
1764,0,3,16,24,7,285089,285090,250,0,0,0,0,8,2,0,285091,285092,0,0,0
1766,0,0,0,2,308,285229,285230,15,24736,24736,0,0,0,2,0,285231,285232,285233,0,0
1769,0,1,19,11,178,285753,285754,252,24849,0,0,0,0,2,0,285755,285756,0,0,0
1772,0,1,21,12,29,286572,286573,192,24907,24907,0,0,0,2,0,286574,286575,0,0,0
1773,0,1,19,0,180,286833,286834,264,24920,0,0,0,8,0,0,286835,286836,0,0,0
1778,0,1,26,0,1,287995,287996,20,8814,0,0,0,8,0,0,287997,307622,0,0,0
1779,0,1,25,0,1,288035,288036,20,8813,0,0,0,8,0,0,288037,307623,0,0,0
1780,0,3,16,24,17,289381,289382,39,0,0,0,0,40,1,0,289383,289384,0,0,0
1781,0,3,16,24,15,289402,289403,12,0,0,0,0,8,2,0,289404,289405,0,0,0
1782,0,3,16,24,5,289406,289407,257,0,0,0,0,8,1,0,289408,289409,0,0,0
1783,0,3,16,24,16,289411,289412,49,0,0,0,0,8,1,0,289413,289414,0,0,0
1784,0,3,16,24,28,289417,289418,239,0,0,0,0,8,0,0,289419,289420,0,0,0
1790,0,0,4,1,68,291805,291806,253,25549,25159,0,0,2,2,0,291807,291808,291809,0,112
1791,0,0,0,5,311,290245,290246,253,25180,0,0,0,0,2,0,290247,290248,292218,0,0
1792,0,0,7,8,69,293032,293033,253,25182,0,0,0,2,2,0,293034,293035,293036,0,113
1805,0,0,0,4,315,291800,291801,253,25291,25297,25298,25299,0,2,0,291802,291803,291804,0,0
1806,0,2,2,17,392,292161,292337,251,25335,25391,25392,0,0,2,0,292338,292339,0,0,0
1807,0,2,2,15,393,292160,295605,251,25182,0,0,0,0,2,0,295608,295607,0,0,983
1808,0,2,22,21,8,292822,292842,251,25360,0,0,0,0,2,0,292843,292844,0,0,0
1810,0,3,15,31,213,292215,293054,250,0,0,0,0,0,2,0,293055,293056,0,0,0
1811,0,3,17,26,29,292217,293226,250,25422,0,0,0,0,2,0,293227,293228,0,0,0
1812,0,0,4,0,69,293429,293430,131,26058,0,0,0,0,1,0,293431,293432,293433,0,0
1817,0,1,19,11,186,294243,294252,254,25554,25555,25556,25557,0,1,0,294253,294254,0,0,0
1818,0,1,19,11,187,294513,294514,252,25587,25591,25595,25599,0,2,0,294515,294516,0,0,0
1824,0,1,27,0,217,294804,295412,20,8813,0,0,0,192,0,0,0,0,0,0,0
1828,0,2,2,16,402,295466,295467,255,25147,0,0,0,0,1,0,306187,295468,0,0,0
1829,0,0,5,3,105,295489,295500,256,25716,25717,0,0,0,1,0,295560,295501,295561,0,0
1830,0,2,14,18,403,295733,295734,255,26435,26437,26436,0,0,1,0,306299,306300,0,0,0
1831,0,0,0,4,325,295580,295651,256,25721,25722,0,0,0,1,0,295653,295652,295654,0,0
1832,0,0,5,3,106,295611,295612,253,25734,25736,25739,25740,0,2,0,295613,295614,295615,0,0
1833,0,0,4,1,70,295621,295622,253,25743,25744,0,0,0,2,0,295623,295624,295625,0,0
1834,0,3,15,31,218,295655,298152,257,0,0,0,0,0,1,0,298158,298143,0,0,0
1835,0,0,7,0,70,295723,306045,131,25745,25747,25748,25749,0,1,0,306043,306044,298271,0,268
1836,0,0,4,1,71,295866,305974,256,25759,25758,0,0,0,1,0,306001,306002,298272,0,546
1837,0,0,4,1,72,295917,305856,256,25761,25760,0,0,0,1,0,305857,305858,298273,0,213
1838,0,3,17,26,30,295999,296000,257,37682,40723,0,0,0,1,0,296002,296003,0,0,0
1839,0,3,12,25,56,296037,298022,257,25768,0,0,0,0,1,0,298023,298024,0,0,542
1840,0,2,2,16,407,296098,296099,255,25427,0,0,0,0,1,0,296100,296101,0,0,0
1841,0,2,2,20,408,296106,296107,255,25472,0,0,0,8,1,0,296108,296109,0,0,0
1842,0,2,22,21,9,296132,296133,255,42825,0,0,0,0,1,0,296134,296135,0,0,0
1843,0,3,13,27,68,296174,305933,257,25786,0,0,0,0,1,0,305956,305958,0,0,0
1844,0,0,6,6,107,296196,306003,256,25781,25208,0,0,0,1,0,306006,306004,298275,0,0
1845,0,2,14,18,410,297352,297353,255,25783,0,25784,0,0,1,0,297354,297355,0,0,0
1847,0,2,2,16,412,297775,297776,255,25478,25480,25479,0,8,1,0,297777,297778,0,0,0
1848,0,3,12,25,57,298030,298031,257,25839,0,0,0,0,1,0,298065,298064,0,0,547
1849,0,0,5,3,108,298053,298054,256,37408,25840,25841,25842,0,1,0,298055,298056,298057,0,0
1850,0,0,0,5,330,298239,298240,256,25865,0,0,0,0,1,0,298241,298242,298243,0,0
1851,0,3,17,26,31,298415,298416,257,26701,0,0,0,0,1,0,298417,298418,0,0,0
1852,0,0,0,5,332,298598,298599,256,25899,0,0,0,0,1,0,298600,298601,298602,0,0
1853,0,3,13,27,69,299252,299260,257,25941,0,0,0,0,1,0,299261,299262,0,0,0
1854,0,2,14,14,413,299105,299207,255,25956,25959,25958,25960,0,1,0,306189,299208,0,0,0
1855,0,1,21,12,34,299150,299151,254,25969,25969,0,0,0,1,0,299152,299153,0,0,0
1856,0,3,18,30,33,301583,422106,257,26091,0,0,0,0,1,0,422279,422107,0,0,0
1858,0,1,19,11,190,301831,301832,254,26729,0,26728,26146,0,1,0,301833,301834,0,0,0
1859,0,2,14,20,414,301925,302369,255,26220,26221,26222,0,0,1,0,306314,306315,0,0,0
1863,0,0,4,1,73,302474,302528,256,26319,26320,0,0,0,1,0,418591,418592,302475,0,0
1864,0,0,6,6,109,302601,306469,256,26332,26325,0,0,0,1,0,420876,308783,420877,0,0
1868,0,1,21,12,36,306259,306260,254,40760,40760,0,0,0,1,0,306262,306261,0,0,0
1869,0,1,21,12,37,306533,306534,14,28456,28456,0,0,0,2,0,306535,306536,0,0,0
1871,0,1,21,12,38,307118,307119,57,28457,28457,0,0,0,1,0,307120,307121,0,0,0
1872,0,3,3,28,222,308814,308815,257,0,0,0,0,40,1,0,308816,308817,0,0,0
1873,0,1,21,12,39,309023,309024,57,28459,28459,0,0,0,1,0,309026,309025,0,0,0
1874,0,1,21,12,40,309132,309133,57,40762,40762,0,0,0,1,0,468441,309134,0,0,0
1877,0,2,24,19,3,310308,310309,16,3487,0,0,0,8,2,0,310310,310311,0,0,0
1878,0,2,22,21,10,310327,310328,16,27066,0,0,0,0,2,0,310352,310353,0,0,0
1879,0,1,19,11,196,310752,310753,123,27105,27110,27108,27109,0,2,0,310754,310755,0,0,0
1881,0,1,21,12,41,311488,311489,123,28360,28360,0,0,0,0,0,311491,311490,0,0,0
1883,0,1,21,12,42,311797,311798,14,27260,27260,0,0,0,2,0,311799,311800,0,0,0
1884,0,1,21,12,43,312228,312237,57,40763,40763,0,0,0,1,0,312239,312238,0,0,0
1885,0,0,0,5,349,312416,312417,458,33550,27265,0,0,0,0,0,312418,312419,312420,0,0
1886,0,0,4,1,74,312725,312726,458,27273,27275,0,0,0,0,0,312727,312728,312748,0,0
1887,0,2,2,16,432,312752,312753,16,46064,46066,46065,46067,0,0,0,312754,312755,0,0,0
1888,0,0,4,1,75,312759,312760,458,27277,27279,0,0,0,0,0,312761,312762,312763,0,0
1889,0,0,7,8,71,312807,312808,458,27280,27282,0,0,0,0,0,312809,312810,312811,0,0
1890,0,0,0,5,350,312861,312862,458,27286,0,0,0,0,0,0,312863,312864,312865,0,0
1891,0,0,5,3,112,312926,312927,458,27300,27301,0,0,0,0,0,312928,312929,312930,0,0
1895,0,0,0,5,351,313333,313334,458,27333,0,0,0,0,0,0,313335,313336,384958,0,0
1898,0,0,4,1,78,313365,313366,458,27339,27341,0,0,0,0,0,313367,313368,313382,0,0
1903,0,0,5,3,116,315102,315103,458,27412,27413,33733,0,0,0,0,315104,315105,315106,0,0
1912,0,1,21,12,44,314259,314260,14,40792,40792,0,0,0,2,0,314261,314262,0,0,0
1932,0,1,21,12,45,314925,314926,123,27588,27588,0,0,0,0,0,314927,314928,0,0,0
1934,0,3,16,24,42,314974,314975,461,0,0,0,0,8,0,0,314976,314977,0,0,0
1936,0,2,24,19,4,315029,315984,460,27749,27751,27754,0,8,0,0,315985,315986,0,0,0
1937,0,2,2,14,450,315035,315047,460,27046,0,27224,0,0,0,0,315808,315807,0,0,0
1938,0,3,17,26,34,315037,315038,461,27596,27597,0,0,0,0,0,315039,315040,0,0,0
1941,0,2,14,14,451,315153,315809,460,27052,0,0,0,0,0,0,315816,315815,0,0,0
1942,0,2,14,16,452,315245,315855,460,27749,27751,27754,0,0,0,0,315853,315848,0,0,0
1943,0,3,3,28,227,315186,315190,461,0,0,0,0,40,1,0,315193,315194,0,0,0
1944,0,3,3,28,228,315238,315239,461,0,0,0,0,40,2,0,315240,315241,0,0,0
1946,0,2,2,14,454,315356,315814,460,27037,0,0,0,0,0,0,315861,315856,0,0,0
1947,0,2,2,16,455,315357,316144,460,46069,46071,46070,0,0,0,0,316145,316146,0,0,0
1949,0,3,13,27,73,315468,315469,461,27668,0,0,0,0,0,0,315470,315471,0,0,0
1950,0,2,2,14,456,315862,315863,460,27065,0,0,0,0,0,0,315943,315867,0,0,0
1952,0,2,2,20,457,315549,315826,460,27061,0,0,0,0,0,0,315830,315827,0,0,0
1953,0,2,2,20,458,315571,315944,460,27749,27754,27751,0,0,0,0,315949,315945,0,0,0
1954,0,3,13,27,74,315596,315597,461,27735,0,0,0,0,0,0,315598,315599,0,0,0
1955,0,3,12,25,60,315611,315612,461,27739,0,0,0,0,0,0,315613,315614,0,0,0
1956,0,3,13,27,75,315776,315777,461,27742,0,0,0,0,0,0,315778,315779,0,0,0
1958,0,2,23,23,4,315908,315926,121,17878,17880,17879,0,0,0,0,315928,315927,0,0,0
1959,0,3,15,31,230,315932,315933,461,0,0,0,0,0,0,0,315934,315935,0,0,0
