"ID","mapZoneHexGroupId","hexX","hexY"
13280,458,757,480
13281,458,754,482
13282,458,756,481
13283,458,755,482
13284,458,754,483
13285,458,754,484
13286,458,758,483
13287,458,759,482
13288,458,756,485
13289,458,759,481
13290,458,756,484
13291,458,757,484
13292,458,760,482
13293,458,758,484
13294,458,757,483
13295,458,756,483
13296,458,758,481
13297,458,757,481
13298,458,756,482
13299,458,755,483
13300,458,757,482
13301,458,758,482
13302,458,761,481
13303,458,760,481
13304,458,755,484
13305,459,760,476
13306,459,761,476
13307,459,761,475
13308,459,759,476
13309,459,754,479
13310,459,759,478
13311,459,758,477
13312,459,753,480
13313,459,757,477
13314,459,754,481
13315,459,756,478
13316,459,755,480
13317,459,756,479
13318,459,755,478
13319,459,755,479
13320,459,754,480
13321,459,760,478
13322,459,756,480
13323,459,757,479
13324,459,760,477
13325,459,758,479
13326,459,759,477
13327,459,758,478
13328,459,759,479
13329,459,753,479
13330,459,757,478
13331,460,755,500
13332,460,754,500
13333,460,753,500
13334,460,752,500
13335,460,751,498
13336,460,750,498
13337,460,751,499
13338,460,750,497
13339,460,753,494
13340,460,751,496
13341,460,752,495
13342,460,751,495
13343,460,755,495
13344,460,756,496
13345,460,750,496
13346,460,756,495
13347,460,753,495
13348,460,757,495
13349,460,754,495
13350,460,757,496
13351,460,756,498
13352,460,755,496
13353,460,756,499
13354,460,755,497
13355,460,756,497
13356,460,755,498
13357,460,755,499
13358,460,754,499
13359,460,754,497
13360,460,753,499
13361,460,753,498
13362,460,752,498
13363,460,752,499
13364,460,754,498
13365,460,751,497
13366,460,753,497
13367,460,752,496
13368,460,752,497
13369,460,753,496
13370,460,754,496
13371,460,756,501
13372,460,756,500
13373,461,747,494
13374,461,746,494
13375,461,748,493
13376,461,749,495
13377,461,748,495
13378,461,751,494
13379,461,750,495
13380,461,751,493
13381,461,752,494
13382,461,751,492
13383,461,750,493
13384,461,750,492
13385,461,749,492
13386,461,749,494
13387,461,749,493
13388,461,748,494
13389,461,750,494
13390,461,747,493
13391,462,749,491
13392,462,748,492
13393,462,745,492
13394,462,746,493
13395,462,746,492
13396,462,745,493
13397,462,746,491
13398,462,745,491
13399,462,748,491
13400,462,747,491
13401,462,749,490
13402,462,747,490
13403,462,749,489
13404,462,748,488
13405,462,748,489
13406,462,748,486
13407,462,748,487
13408,462,748,485
13409,462,747,484
13410,462,745,484
13411,462,746,484
13412,462,744,485
13413,462,743,485
13414,462,744,489
13415,462,743,486
13416,462,745,489
13417,462,743,487
13418,462,744,490
13419,462,743,488
13420,462,746,490
13421,462,745,490
13422,462,747,489
13423,462,748,490
13424,462,747,488
13425,462,746,485
13426,462,744,486
13427,462,747,487
13428,462,745,486
13429,462,747,486
13430,462,745,485
13431,462,747,485
13432,462,744,488
13433,462,744,487
13434,462,745,487
13435,462,746,489
13436,462,745,488
13437,462,746,488
13438,462,746,486
13439,462,746,487
13440,462,747,492
13441,463,743,484
13442,463,744,484
13443,463,743,483
13444,463,745,483
13445,463,745,482
13446,463,746,480
13447,463,747,480
13448,463,746,482
13449,463,745,481
13450,463,748,480
13451,463,746,481
13452,463,745,480
13453,463,747,481
13454,463,745,479
13455,463,746,483
13456,463,744,483
13457,463,746,479
13458,463,745,478
13459,463,747,479
13460,463,744,479
13461,463,744,480
13462,464,746,478
13463,464,749,476
13464,464,745,477
13465,464,745,476
13466,464,749,477
13467,464,745,475
13468,464,746,475
13469,464,748,476
13470,464,747,475
13471,464,748,477
13472,464,748,478
13473,464,748,475
13474,464,751,475
13475,464,749,475
13476,464,747,477
13477,464,746,477
13478,464,747,476
13479,464,746,476
13480,464,744,477
13481,464,746,474
13482,464,747,474
13483,464,750,475
13484,464,748,474
13485,464,744,475
13486,464,744,476
13487,464,750,477
13488,464,751,476
13489,464,749,474
13490,464,750,476
13491,464,751,477
13492,464,752,477
13493,464,752,478
13494,464,751,478
13495,464,750,478
13496,464,750,479
13497,464,749,478
13498,464,748,479
13499,464,745,474
13500,464,747,478
13501,465,726,483
13502,465,742,496
13503,465,738,497
13504,465,739,497
13505,465,726,484
13506,465,726,485
13507,465,740,483
13508,465,740,496
13509,465,740,497
13510,465,741,495
13511,465,726,486
13512,465,742,497
13513,465,741,496
13514,465,726,487
13515,465,741,483
13516,465,741,484
13517,465,726,488
13518,465,726,489
13519,465,745,495
13520,465,744,494
13521,465,726,490
13522,465,726,491
13523,465,744,495
13524,465,745,494
13525,465,746,495
13526,465,742,484
13527,465,742,485
13528,465,727,491
13529,465,728,492
13530,465,728,493
13531,465,728,494
13532,465,728,495
13533,465,731,498
13534,465,729,495
13535,465,729,496
13536,465,730,497
13537,465,734,482
13538,465,732,482
13539,465,731,497
13540,465,735,499
13541,465,732,499
13542,465,733,481
13543,465,733,499
13544,465,736,483
13545,465,734,499
13546,465,738,498
13547,465,735,483
13548,465,734,500
13549,465,736,499
13550,465,737,498
13551,465,728,484
13552,465,741,498
13553,465,738,499
13554,465,735,484
13555,465,734,483
13556,465,739,498
13557,465,740,498
13558,465,742,498
13559,465,743,497
13560,465,733,482
13561,465,743,496
13562,465,744,496
13563,465,728,485
13564,465,732,483
13565,465,743,495
13566,465,743,494
13567,465,731,482
13568,465,742,495
13569,465,741,494
13570,465,734,484
13571,465,731,483
13572,465,730,483
13573,465,740,495
13574,465,734,485
13575,465,729,483
13576,465,733,483
13577,465,730,485
13578,465,736,484
13579,465,733,484
13580,465,732,484
13581,465,739,495
13582,465,738,496
13583,465,737,496
13584,465,736,497
13585,465,731,484
13586,465,730,484
13587,465,736,496
13588,465,735,496
13589,465,727,485
13590,465,734,496
13591,465,733,495
13592,465,733,494
13593,465,729,484
13594,465,732,494
13595,465,733,485
13596,465,727,484
13597,465,731,493
13598,465,732,493
13599,465,731,492
13600,465,730,486
13601,465,732,492
13602,465,732,491
13603,465,732,490
13604,465,732,485
13605,465,731,489
13606,465,730,489
13607,465,728,486
13608,465,731,485
13609,465,731,488
13610,465,731,487
13611,465,729,486
13612,465,729,485
13613,465,731,486
13614,465,732,487
13615,465,729,489
13616,465,730,487
13617,465,729,487
13618,465,728,489
13619,465,732,486
13620,465,728,490
13621,465,733,486
13622,465,734,486
13623,465,735,485
13624,465,730,488
13625,465,736,485
13626,465,737,484
13627,465,729,488
13628,465,729,490
13629,465,728,491
13630,465,738,485
13631,465,728,488
13632,465,728,487
13633,465,727,488
13634,465,727,487
13635,465,727,489
13636,465,738,484
13637,465,739,484
13638,465,727,490
13639,465,739,483
13640,465,727,486
13641,465,740,484
13642,465,739,482
13643,465,730,490
13644,465,738,483
13645,465,738,482
13646,465,731,490
13647,465,730,491
13648,465,737,482
13649,465,736,482
13650,465,731,491
13651,465,730,492
13652,465,735,481
13653,465,734,481
13654,465,732,481
13655,465,731,480
13656,465,733,480
13657,465,729,492
13658,465,729,494
13659,465,729,491
13660,465,729,481
13661,465,729,493
13662,465,732,480
13663,465,730,494
13664,465,731,481
13665,465,730,495
13666,465,730,481
13667,465,730,493
13668,465,727,483
13669,465,728,483
13670,465,728,482
13671,465,731,495
13672,465,732,496
13673,465,730,496
13674,465,731,494
13675,465,731,496
13676,465,732,497
13677,465,732,495
13678,465,733,498
13679,465,733,496
13680,465,733,497
13681,465,732,498
13682,465,737,483
13683,465,734,497
13684,465,735,498
13685,465,735,497
13686,465,734,498
13687,465,727,482
13688,465,741,497
13689,465,736,498
13690,465,729,482
13691,465,737,497
13692,465,735,482
13693,465,730,482
13694,465,739,496
13695,466,749,479
13696,466,749,482
13697,466,750,480
13698,466,750,481
13699,466,750,482
13700,466,749,483
13701,466,748,484
13702,466,747,483
13703,466,751,479
13704,466,748,482
13705,466,748,483
13706,466,747,482
13707,466,749,481
13708,466,749,480
13709,466,748,481
13710,466,751,480
13711,467,752,479
13712,467,754,478
13713,467,753,476
13714,467,752,476
13715,467,753,475
13716,467,753,474
13717,467,754,474
13718,467,755,473
13719,467,756,473
13720,467,757,474
13721,467,757,473
13722,467,758,475
13723,467,760,475
13724,467,759,475
13725,467,759,474
13726,467,761,474
13727,467,760,474
13728,467,762,473
13729,467,761,473
13730,467,762,474
13731,467,763,469
13732,467,762,472
13733,467,759,469
13734,467,761,470
13735,467,762,471
13736,467,762,469
13737,467,761,469
13738,467,763,470
13739,467,761,468
13740,467,760,470
13741,467,759,470
13742,467,757,472
13743,467,758,471
13744,467,758,472
13745,467,759,472
13746,467,761,471
13747,467,759,471
13748,467,762,470
13749,467,760,471
13750,467,759,473
13751,467,760,472
13752,467,761,472
13753,467,760,473
13754,467,758,473
13755,467,758,474
13756,467,756,475
13757,467,756,474
13758,467,755,474
13759,467,755,475
13760,467,754,476
13761,467,754,475
13762,467,755,476
13763,467,755,477
13764,467,757,476
13765,467,756,476
13766,467,756,477
13767,467,757,475
13768,467,758,476
13769,467,753,477
13770,467,753,478
13771,467,754,477
13772,468,752,487
13773,468,750,487
13774,468,750,488
13775,468,749,488
13776,468,749,486
13777,468,749,487
13778,468,750,486
13779,468,750,489
13780,468,749,485
13781,468,753,488
13782,468,750,490
13783,468,751,489
13784,468,752,488
13785,468,752,489
13786,468,751,487
13787,468,750,491
13788,468,751,488
13789,468,751,490
13790,468,752,490
13791,468,751,486
13792,468,753,487
13793,469,754,489
13794,469,751,491
13795,469,752,491
13796,469,753,490
13797,469,753,489
13798,469,755,489
13799,469,755,490
13800,469,756,490
13801,469,756,491
13802,469,755,491
13803,469,756,492
13804,469,755,492
13805,469,756,493
13806,469,755,493
13807,469,756,494
13808,469,755,494
13809,469,754,493
13810,469,753,493
13811,469,754,494
13812,469,753,492
13813,469,752,492
13814,469,752,493
13815,469,754,492
13816,469,753,491
13817,469,754,491
13818,469,754,490
13819,445,757,490
13820,445,757,491
13821,470,756,486
13822,470,757,486
13823,470,754,488
13824,470,758,487
13825,470,758,488
13826,470,758,489
13827,470,755,486
13828,470,757,485
13829,470,757,489
13830,470,756,489
13831,470,755,487
13832,470,754,487
13833,470,754,486
13834,470,755,485
13835,470,755,488
13836,470,756,487
13837,470,756,488
13838,470,757,487
13839,470,757,488
13840,471,759,488
13841,471,760,489
13842,471,761,488
13843,471,760,487
13844,471,761,487
13845,471,759,487
13846,471,759,486
13847,471,760,488
13848,472,752,480
13849,472,753,481
13850,472,752,481
13851,472,752,483
13852,472,751,483
13853,472,750,483
13854,472,751,481
13855,472,751,482
13856,472,752,482
13857,473,750,485
13858,473,749,484
13859,473,753,485
13860,473,752,486
13861,473,751,485
13862,473,753,486
13863,473,752,485
13864,473,754,485
13865,473,752,484
13866,473,753,484
13867,473,750,484
13868,473,751,484
13869,472,753,483
13870,472,753,482
13871,475,747,469
13872,475,748,470
13873,475,745,471
13874,475,749,469
13875,475,747,470
13876,475,750,470
13877,475,747,472
13878,475,747,471
13879,475,747,473
13880,475,748,473
13881,475,748,469
13882,475,749,470
13883,475,748,471
13884,475,746,472
13885,475,748,472
13886,475,749,471
13887,475,745,470
13888,475,746,470
13889,475,744,470
13890,475,745,469
13891,475,747,468
13892,475,746,469
13893,474,743,475
13894,474,742,474
13895,474,742,473
13896,474,741,472
13897,474,741,473
13898,474,742,472
13899,474,743,471
13900,474,744,472
13901,474,745,472
13902,474,746,473
13903,474,743,474
13904,474,745,473
13905,474,743,473
13906,474,743,472
13907,474,743,469
13908,474,744,474
13909,474,742,471
13910,474,744,473
13911,474,741,470
13912,474,743,470
13913,474,742,470
13914,474,742,475
13915,474,741,469
13916,474,741,471
13917,474,744,471
13918,474,742,469
13919,475,746,471
13920,476,750,464
13921,476,749,463
13922,476,749,464
13923,476,751,464
13924,476,750,461
13925,476,751,460
13926,476,749,460
13927,476,749,461
13928,476,749,462
13929,476,747,463
13930,476,748,464
13931,476,744,467
13932,476,745,466
13933,476,752,463
13934,476,752,462
13935,476,753,462
13936,476,750,462
13937,476,748,461
13938,476,743,465
13939,476,742,467
13940,476,743,467
13941,476,747,461
13942,476,746,462
13943,476,745,462
13944,476,745,463
13945,476,743,464
13946,476,744,464
13947,476,744,465
13948,476,744,468
13949,476,743,466
13950,476,743,463
13951,476,750,460
13952,476,744,463
13953,476,744,462
13954,476,742,466
13955,476,741,465
13956,476,741,466
13957,476,747,462
13958,476,746,466
13959,476,747,466
13960,476,748,466
13961,476,748,465
13962,476,746,464
13963,476,748,463
13964,476,748,462
13965,476,746,463
13966,476,745,465
13967,476,745,464
13968,476,746,465
13969,476,744,466
13970,476,747,465
13971,476,747,464
13972,476,745,461
13973,476,749,459
13974,476,746,461
13975,476,748,460
13976,476,754,461
13977,476,755,461
13978,476,758,463
13979,476,755,462
13980,476,747,460
13981,476,752,460
13982,476,751,459
13983,476,753,460
13984,476,760,467
13985,476,760,468
13986,476,760,469
13987,476,759,468
13988,476,756,462
13989,476,756,463
13990,476,757,462
13991,476,758,464
13992,476,757,463
13994,476,759,464
13995,476,759,465
13996,476,759,466
13997,476,758,469
13998,476,757,469
13999,476,758,470
14000,476,757,470
14001,476,756,471
14002,476,757,471
14003,476,756,472
14004,476,755,472
14005,476,754,473
14006,476,753,472
14007,476,752,473
14008,476,752,474
14009,476,751,472
14010,476,752,475
14011,476,750,469
14012,476,748,468
14013,476,748,467
14014,476,749,466
14015,476,753,466
14016,476,749,465
14017,476,752,471
14018,476,753,473
14019,476,752,472
14020,476,751,470
14021,476,751,471
14022,476,754,472
14023,476,755,471
14024,476,756,470
14025,476,757,467
14026,476,749,468
14027,476,749,467
14028,476,757,468
14029,476,758,468
14030,476,759,467
14031,476,752,470
14032,476,758,467
14033,476,753,469
14034,476,756,468
14035,476,755,468
14036,476,755,469
14037,476,747,467
14038,476,750,465
14039,476,753,467
14040,476,751,465
14041,476,743,468
14042,476,742,468
14043,476,741,468
14044,476,741,467
14045,476,742,464
14046,476,742,465
14047,476,752,465
14048,476,752,466
14049,476,746,467
14050,476,752,468
14051,476,745,467
14052,476,753,468
14053,476,746,468
14054,476,752,469
14055,476,755,463
14056,476,754,463
14057,476,756,465
14058,476,753,463
14059,476,754,470
14060,476,753,470
14061,476,754,469
14062,476,753,471
14063,476,754,471
14064,476,755,470
14065,476,754,468
14066,476,756,469
14067,476,758,465
14068,476,755,467
14069,476,756,467
14070,476,757,466
14071,476,757,464
14072,476,758,466
14073,476,756,464
14074,476,751,463
14075,476,751,461
14076,476,751,462
14077,476,750,463
14078,476,751,468
14079,476,751,469
14080,476,745,468
14081,476,750,468
14082,476,752,464
14083,476,755,464
14084,476,754,465
14085,476,754,467
14086,476,755,466
14087,476,756,466
14088,476,757,465
14089,476,753,465
14090,476,754,466
14091,476,754,462
14092,476,753,461
14093,476,755,465
14094,476,754,464
14095,476,752,461
14096,476,753,464
14097,476,750,467
14098,476,750,466
14099,476,744,469
14100,476,751,466
14101,476,752,467
14102,476,751,467
14103,475,751,474
14104,475,750,471
14105,475,750,472
14106,475,749,472
14107,475,749,473
14108,475,750,473
14109,475,750,474
14110,475,751,473
14111,417,632,478
14117,477,694,558
14118,477,694,559
14119,477,695,559
14120,477,695,560
14121,477,696,560
14122,477,696,561
14123,477,697,560
14124,477,698,561
14143,477,698,559
14145,477,697,559
14146,477,698,560
14153,477,697,561
14155,477,697,558
14158,477,696,558
14159,477,695,557
14162,477,694,560
14163,477,695,558
14164,477,696,559
14189,478,699,559
14190,478,699,560
14191,478,700,560
14192,478,701,559
14193,478,702,559
14194,478,702,558
14195,478,702,557
14196,478,701,557
14197,478,700,558
14198,478,699,558
14199,478,700,559
14200,478,701,558
14201,479,694,555
14202,479,694,556
14203,479,694,557
14204,479,695,554
14205,479,696,554
14206,479,696,555
14207,479,695,555
14208,479,695,556
14209,479,696,556
14210,479,697,555
14211,479,696,557
14212,479,697,557
14213,479,697,556
14214,479,697,554
14215,479,698,555
14216,479,698,556
14217,479,698,557
14218,479,698,558
14219,480,703,554
14220,480,702,554
14221,480,700,554
14222,480,701,553
14223,480,699,555
14224,480,699,556
14225,480,699,557
14226,480,700,557
14227,480,701,556
14228,480,702,556
14229,480,703,556
14230,480,703,555
14231,480,701,555
14232,480,700,556
14233,480,700,555
14234,480,699,554
14235,480,701,554
14236,480,702,555
14237,481,693,548
14238,481,694,549
14239,481,694,548
14240,481,695,547
14241,481,696,548
14242,481,696,549
14243,481,697,548
14244,482,697,552
14245,481,697,549
14246,482,698,552
14247,482,699,553
14248,482,700,553
14249,482,699,552
14250,483,698,551
14251,483,698,550
14252,482,698,554
14253,482,697,553
14254,482,698,553
14255,483,698,548
14256,483,698,549
14257,483,699,550
14258,483,699,551
14259,483,700,552
14260,484,696,552
14261,484,694,553
14262,483,701,551
14263,483,699,547
14264,483,701,550
14265,483,700,551
14266,483,698,547
14267,483,700,547
14268,483,700,550
14269,483,699,546
14270,483,699,549
14271,483,700,549
14272,483,701,546
14273,483,699,548
14274,483,701,547
14275,483,700,548
14276,483,701,549
14277,483,702,548
14278,483,701,548
14279,485,702,552
14280,483,702,549
14281,483,702,550
14282,483,702,551
14283,483,702,547
14284,483,700,546
14285,485,704,553
14286,485,706,553
14287,485,705,554
14288,485,701,552
14289,485,702,553
14290,484,693,551
14291,485,703,552
14292,485,706,554
14293,481,695,548
14294,484,693,552
14295,485,704,555
14296,485,704,554
14297,484,695,552
14298,485,703,553
14299,484,694,551
14300,484,694,552
14301,485,707,553
14302,485,708,553
14303,484,696,553
14304,484,693,550
14305,484,697,550
14306,485,705,553
14307,485,703,551
14308,484,695,550
14309,485,706,552
14310,485,704,552
14311,485,705,551
14312,485,705,552
14313,485,703,550
14314,485,704,551
14315,481,693,549
14316,484,697,551
14317,485,707,552
14318,484,695,551
14319,481,697,547
14320,481,696,547
14321,484,696,551
14322,484,695,549
14323,484,696,550
14324,484,694,550
14325,486,707,550
14326,486,707,548
14327,486,706,548
14328,486,708,549
14329,486,708,550
14330,486,705,547
14331,486,708,551
14332,486,708,552
14333,486,707,551
14334,486,705,550
14335,486,704,550
14336,486,706,551
14337,486,703,549
14338,486,704,549
14339,486,703,548
14340,486,704,548
14341,486,707,549
14342,486,705,549
14343,486,705,548
14344,486,706,550
14345,486,706,549
14346,487,709,552
14347,487,709,551
14348,487,710,551
14349,487,709,550
14350,487,710,550
14351,487,709,549
14352,487,710,549
14353,487,711,549
14354,487,711,550
14355,487,711,551
14356,487,710,552
14357,487,712,551
14358,487,712,550
14359,487,712,549
14360,487,711,548
14361,489,708,546
14362,488,703,547
14363,488,703,546
14364,488,704,546
14365,488,703,545
14366,488,704,545
14367,488,704,547
14368,488,705,546
14369,488,705,545
14370,488,705,544
14371,488,704,544
14372,488,703,544
14373,488,702,546
14374,488,702,545
14375,488,706,545
14376,488,706,546
14377,488,706,547
14378,489,707,547
14379,489,707,546
14380,489,708,548
14381,489,707,545
14382,489,708,545
14383,489,708,547
14384,489,711,546
14385,489,709,548
14386,489,710,548
14387,489,711,547
14388,489,710,546
14389,489,710,547
14390,489,709,547
14391,489,709,546
14392,489,709,545
14393,489,711,545
14394,489,710,545
14395,489,709,544
14396,493,705,568
14397,493,704,568
14398,493,703,567
14399,493,702,567
14400,493,706,569
14401,493,704,565
14402,493,706,568
14403,493,704,569
14404,493,705,567
14405,493,702,565
14406,493,704,566
14407,493,705,565
14408,493,703,564
14409,493,705,566
14410,493,706,565
14411,493,706,566
14412,493,705,564
14413,493,706,567
14414,493,707,565
14415,493,709,567
14416,493,707,566
14417,493,707,568
14418,493,708,567
14419,493,707,567
14420,493,709,566
14421,493,708,568
14422,493,709,565
14423,493,708,566
14424,493,708,565
14425,490,702,562
14426,490,702,563
14427,490,703,562
14428,490,703,563
14429,490,702,564
14430,490,704,561
14431,490,704,564
14432,490,704,562
14433,490,703,561
14434,490,704,563
14435,490,705,562
14436,490,706,563
14437,490,705,563
14438,490,705,561
14439,490,706,562
14440,490,707,564
14441,490,706,561
14442,490,707,562
14443,490,706,564
14444,490,707,563
14445,491,717,566
14446,490,708,564
14447,490,709,563
14448,490,708,563
14449,490,708,562
14450,490,709,564
14451,491,717,565
14452,491,715,566
14453,490,709,561
14454,490,709,562
14455,491,717,567
14456,491,716,568
14457,491,715,567
14458,491,718,565
14459,491,716,567
14460,491,715,564
14461,491,717,564
14462,491,717,563
14463,491,714,566
14464,491,716,565
14465,491,716,566
14466,491,714,565
14467,491,716,564
14468,491,715,565
14469,491,713,565
14470,492,710,564
14471,492,714,564
14472,491,718,564
14473,491,718,563
14474,491,716,562
14475,491,717,562
14476,491,716,563
14477,492,710,562
14478,492,713,563
14479,492,715,560
14480,492,715,561
14481,492,711,564
14482,492,715,562
14483,492,715,563
14484,492,713,564
14485,492,713,560
14486,492,710,563
14487,492,712,565
14488,492,713,562
14489,492,714,560
14490,492,711,561
14491,492,711,563
14492,492,712,562
14493,492,712,561
14494,492,713,561
14495,492,714,563
14496,492,714,561
14497,492,714,562
14498,492,712,563
14499,493,702,566
14500,492,711,562
14501,492,712,564
14502,493,703,565
14503,493,703,566
14504,493,704,567
14505,494,712,558
14506,494,715,558
14507,494,715,557
14508,494,713,556
14509,494,714,556
14510,494,713,557
14511,494,714,557
14512,494,714,558
14513,496,713,555
14514,494,713,558
14515,495,710,561
14516,495,710,560
14517,496,713,552
14518,496,713,554
14519,496,714,552
14520,496,715,554
14521,495,710,559
14522,496,713,553
14523,496,715,555
14524,495,709,558
14525,495,708,558
14526,495,707,557
14527,496,716,555
14528,496,714,553
14529,495,707,558
14530,496,714,554
14531,496,716,553
14532,496,714,555
14533,496,716,554
14534,495,708,559
14535,496,717,554
14536,497,712,552
14537,496,715,552
14538,495,709,559
14539,495,709,560
14540,496,715,553
14541,496,717,553
14542,495,708,560
14543,495,707,559
14544,495,711,560
14545,495,711,559
14546,495,711,558
14547,495,710,558
14548,495,709,557
14549,495,708,557
14550,497,707,556
14551,497,707,555
14552,497,708,555
14553,497,708,554
14554,497,709,553
14555,497,710,553
14556,497,711,553
14557,497,710,556
14558,497,709,555
14559,497,712,553
14560,497,712,554
14561,497,711,552
14562,497,711,554
14563,497,711,556
14564,494,712,559
14565,497,712,555
14566,497,711,557
14567,497,710,557
14568,494,712,560
14569,497,712,557
14570,494,715,556
14571,497,712,556
14572,497,711,555
14573,497,708,556
14574,497,709,556
14575,494,713,559
14576,497,709,554
14577,497,710,555
14578,494,714,559
14579,497,710,554
14580,498,717,558
14581,498,716,559
14582,498,718,559
14583,498,717,559
14584,498,719,559
14585,498,719,558
14586,498,720,559
14587,498,720,558
14588,498,718,558
14589,498,718,560
14590,498,716,558
14591,498,717,557
14592,498,719,557
14593,498,718,557
14594,499,716,557
14595,499,717,556
14596,499,716,556
14597,499,718,556
14598,499,719,556
14599,499,717,555
14600,499,720,557
14601,499,719,555
14602,499,718,555
14603,499,720,556
14604,499,718,554
14605,499,719,554
14606,499,720,555
14607,499,719,553
14608,499,720,554
14609,499,718,553
14610,502,698,543
14611,500,694,540
14612,500,695,539
14613,500,695,538
14614,502,695,541
14615,502,697,542
14616,502,696,543
14617,500,697,537
14618,500,696,540
14619,500,698,540
14620,500,697,539
14621,500,696,538
14622,500,697,538
14623,500,698,538
14624,503,699,537
14625,503,701,538
14626,503,702,538
14627,503,702,539
14628,503,701,539
14629,501,699,541
14630,501,700,544
14631,501,700,542
14632,501,699,542
14633,501,700,543
14634,500,696,541
14635,500,697,540
14636,500,698,541
14637,500,696,539
14638,500,697,541
14639,500,698,542
14640,500,695,540
14641,501,700,545
14642,501,701,544
14643,501,701,545
14644,501,701,543
14645,503,699,540
14646,503,703,540
14647,501,702,544
14648,501,704,542
14649,501,701,542
14650,502,697,544
14651,502,697,546
14652,502,699,545
14653,503,699,539
14654,503,699,538
14655,503,700,540
14656,503,703,538
14657,501,702,542
14658,501,704,541
14659,501,704,543
14660,503,700,538
14661,503,700,539
14662,503,702,540
14663,502,699,544
14664,502,698,544
14665,502,697,543
14666,502,696,546
14667,502,697,545
14668,502,696,544
14669,502,698,546
14670,502,695,543
14671,502,699,543
14672,502,698,545
14673,502,696,545
14674,502,694,543
14675,502,694,541
14676,500,698,539
14677,502,695,542
14678,502,694,542
14679,503,701,541
14680,503,702,541
14681,503,703,539
14682,503,701,540
14683,503,700,541
14684,501,703,541
14685,501,703,542
14686,501,702,543
14687,501,703,543
14688,502,696,542
14689,504,703,537
14690,504,704,537
14691,504,704,536
14692,504,704,534
14693,504,701,534
14694,504,702,534
14695,504,703,533
14696,504,702,535
14697,504,701,535
14698,504,705,535
14699,504,703,535
14700,504,703,536
14701,504,704,535
14702,504,703,534
14703,504,702,536
14704,504,702,537
14705,504,705,534
14706,504,705,536
14707,505,705,541
14708,505,706,543
14709,505,707,544
14710,505,709,543
14711,505,709,542
14712,505,708,544
14713,505,705,542
14714,505,707,542
14715,505,706,542
14716,505,708,542
14717,505,707,541
14718,505,707,543
14719,505,706,544
14720,506,711,537
14721,506,713,539
14722,506,713,538
14723,506,712,538
14724,505,709,541
14725,506,710,540
14726,506,710,538
14727,506,713,540
14728,506,712,540
14729,506,712,541
14730,506,713,541
14731,506,714,541
14732,506,711,540
14733,506,712,539
14734,506,710,541
14735,506,714,539
14736,506,714,540
14737,508,706,541
14738,508,709,538
14739,505,708,541
14740,505,708,543
14741,508,709,539
14742,508,707,540
14743,508,707,539
14744,508,708,540
14745,505,705,543
14746,508,706,539
14747,508,708,538
14748,508,708,539
14749,508,704,539
14750,508,705,538
14751,508,704,540
14752,508,704,538
14753,508,706,538
14754,508,707,537
14755,506,710,539
14756,506,711,539
14757,506,711,538
14758,506,709,540
14759,508,705,540
14760,508,705,539
14761,508,705,537
14762,508,706,537
14763,508,706,540
14764,508,707,538
14765,507,710,542
14766,507,710,543
14767,507,713,543
14768,507,713,542
14769,507,713,544
14770,507,712,545
14771,507,711,541
14772,507,712,543
14773,507,712,544
14774,507,710,544
14775,507,714,543
14776,507,714,544
14777,507,714,542
14778,507,711,544
14779,507,711,542
14780,507,711,543
14781,507,712,542
14782,509,706,534
14783,509,708,534
14784,509,707,535
14785,509,709,536
14786,509,710,533
14787,509,709,535
14788,509,710,537
14789,509,711,535
14790,510,720,533
14791,510,720,534
14792,510,716,533
14793,509,710,535
14794,509,709,534
14795,509,710,534
14796,509,709,533
14797,509,711,534
14798,509,710,536
14799,509,711,533
14800,510,714,532
14801,510,716,532
14802,510,719,532
14803,510,712,533
14804,510,713,532
14805,510,717,531
14806,510,715,531
14807,510,715,532
14808,510,718,532
14809,510,719,533
14810,510,718,534
14811,509,707,534
14812,509,706,536
14813,509,707,536
14814,509,706,535
14815,509,707,533
14816,509,708,535
14817,510,718,533
14818,510,713,533
14819,510,714,533
14820,510,717,532
14821,510,714,534
14822,510,719,534
14823,510,716,535
14824,510,715,534
14825,510,715,533
14826,510,717,533
14827,510,713,534
14828,510,712,534
14829,511,713,537
14830,511,712,537
14831,511,712,536
14832,511,713,535
14833,510,718,535
14834,510,712,535
14835,510,716,534
14836,510,717,534
14837,511,719,535
14838,511,717,537
14839,511,718,538
14840,511,719,537
14841,511,713,536
14842,511,714,537
14843,511,715,536
14844,511,714,536
14845,511,715,535
14846,511,716,536
14847,511,716,537
14848,511,717,535
14849,511,715,537
14850,510,714,535
14851,511,719,536
14852,511,717,538
14853,511,716,538
14854,511,715,538
14855,511,714,538
14856,511,718,536
14857,511,717,536
14858,511,718,537
14859,509,708,537
14860,509,709,537
14861,509,708,536
14862,509,711,536
14863,512,716,552
14864,512,715,551
14865,512,717,552
14866,512,713,549
14867,512,713,550
14868,512,713,551
14869,512,714,550
14870,512,715,550
14871,512,716,550
14872,512,717,549
14873,512,717,551
14874,512,717,550
14875,512,717,548
14876,513,712,548
14877,513,713,545
14878,513,715,546
14879,513,713,546
14880,513,716,546
14881,513,714,547
14882,513,714,548
14883,513,715,547
14884,513,716,547
14885,513,715,548
14886,513,716,548
14887,513,714,549
14888,513,712,547
14889,513,713,548
14890,512,714,551
14891,512,716,549
