"ID","achievementId","faction2Id","factionIdAmount","talentPoints","tradeSkillSchematicId00","tradeSkillSchematicId01","tradeSkillSchematicId02","tradeSkillSchematicId03","tradeSkillSchematicId04","tradeSkillSchematicId05","tradeSkillSchematicId06","tradeSkillSchematicId07"
2328,6463,0,0,0,5826,0,0,0,0,0,0,0
2329,6464,0,0,0,5827,0,0,0,0,0,0,0
2330,6465,0,0,0,5828,0,0,0,0,0,0,0
2331,6466,0,0,0,5829,0,0,0,0,0,0,0
2332,6467,0,0,0,5830,0,0,0,0,0,0,0
2333,6468,0,0,0,5831,0,0,0,0,0,0,0
2334,6469,0,0,0,5832,0,0,0,0,0,0,0
2335,1290,0,0,0,5833,0,0,0,0,0,0,0
2336,1290,0,0,0,5834,0,0,0,0,0,0,0
2337,1290,0,0,0,5835,0,0,0,0,0,0,0
2338,1290,0,0,0,5836,0,0,0,0,0,0,0
2339,1290,0,0,0,5837,0,0,0,0,0,0,0
2340,1290,0,0,0,5838,0,0,0,0,0,0,0
2341,6476,0,0,0,5839,0,0,0,0,0,0,0
2342,6477,0,0,0,5840,0,0,0,0,0,0,0
2343,6478,0,0,0,5841,0,0,0,0,0,0,0
2344,6479,0,0,0,5842,0,0,0,0,0,0,0
2345,6480,0,0,0,5843,0,0,0,0,0,0,0
2346,6481,0,0,0,5844,0,0,0,0,0,0,0
2347,6482,0,0,0,5845,0,0,0,0,0,0,0
2348,6483,0,0,0,5846,0,0,0,0,0,0,0
2349,6484,0,0,0,5847,0,0,0,0,0,0,0
2350,6485,0,0,0,5848,0,0,0,0,0,0,0
2351,6486,0,0,0,5849,0,0,0,0,0,0,0
2352,6487,0,0,0,5850,0,0,0,0,0,0,0
2353,1369,0,0,0,5851,0,0,0,0,0,0,0
2354,1369,0,0,0,5852,0,0,0,0,0,0,0
2355,1369,0,0,0,5853,0,0,0,0,0,0,0
2356,1369,0,0,0,5854,0,0,0,0,0,0,0
2357,1369,0,0,0,5855,0,0,0,0,0,0,0
2358,1369,0,0,0,5856,0,0,0,0,0,0,0
2359,6494,0,0,0,5857,0,0,0,0,0,0,0
2360,6495,0,0,0,5858,0,0,0,0,0,0,0
2361,6496,0,0,0,5859,0,0,0,0,0,0,0
2362,6497,0,0,0,5860,0,0,0,0,0,0,0
2363,6498,0,0,0,5861,0,0,0,0,0,0,0
2364,6499,0,0,0,5862,0,0,0,0,0,0,0
2365,6500,0,0,0,5863,0,0,0,0,0,0,0
2366,6501,0,0,0,5864,0,0,0,0,0,0,0
2367,6502,0,0,0,5865,0,0,0,0,0,0,0
2368,6503,0,0,0,5866,0,0,0,0,0,0,0
2369,6504,0,0,0,5867,0,0,0,0,0,0,0
2370,6505,0,0,0,5868,0,0,0,0,0,0,0
2371,1875,0,0,0,5869,0,0,0,0,0,0,0
2372,1875,0,0,0,5870,0,0,0,0,0,0,0
2373,1875,0,0,0,5871,0,0,0,0,0,0,0
2374,1875,0,0,0,5872,0,0,0,0,0,0,0
2375,1875,0,0,0,5873,0,0,0,0,0,0,0
2376,1875,0,0,0,5874,0,0,0,0,0,0,0
2377,6512,0,0,0,5875,0,0,0,0,0,0,0
2378,6513,0,0,0,5876,0,0,0,0,0,0,0
2379,6514,0,0,0,5877,0,0,0,0,0,0,0
2380,6515,0,0,0,5878,0,0,0,0,0,0,0
2381,6516,0,0,0,5879,0,0,0,0,0,0,0
2382,6517,0,0,0,5880,0,0,0,0,0,0,0
2383,6518,0,0,0,5881,0,0,0,0,0,0,0
2384,6519,0,0,0,5882,0,0,0,0,0,0,0
2385,6520,0,0,0,5883,0,0,0,0,0,0,0
2386,6521,0,0,0,5884,0,0,0,0,0,0,0
2387,6522,0,0,0,5885,0,0,0,0,0,0,0
2388,6523,0,0,0,5886,0,0,0,0,0,0,0
2389,1901,0,0,0,5887,0,0,0,0,0,0,0
2390,1901,0,0,0,5888,0,0,0,0,0,0,0
2391,1901,0,0,0,5889,0,0,0,0,0,0,0
2392,1901,0,0,0,5890,0,0,0,0,0,0,0
2393,1901,0,0,0,5891,0,0,0,0,0,0,0
2394,1901,0,0,0,5892,0,0,0,0,0,0,0
2395,6530,0,0,0,5893,0,0,0,0,0,0,0
2396,6531,0,0,0,5894,0,0,0,0,0,0,0
2397,6532,0,0,0,5895,0,0,0,0,0,0,0
2398,6533,0,0,0,5896,0,0,0,0,0,0,0
2399,6534,0,0,0,5897,0,0,0,0,0,0,0
2400,6535,0,0,0,5898,0,0,0,0,0,0,0
2401,6536,0,0,0,5899,0,0,0,0,0,0,0
2402,6537,0,0,0,5900,0,0,0,0,0,0,0
2403,6538,0,0,0,5901,0,0,0,0,0,0,0
2404,6539,0,0,0,5902,0,0,0,0,0,0,0
2405,6540,0,0,0,5903,0,0,0,0,0,0,0
2406,6541,0,0,0,5904,0,0,0,0,0,0,0
2407,2992,0,0,0,0,0,0,0,0,0,0,0
2408,2992,0,0,0,0,0,0,0,0,0,0,0
2409,2992,0,0,0,0,0,0,0,0,0,0,0
2410,2992,0,0,0,0,0,0,0,0,0,0,0
2411,2992,0,0,0,0,0,0,0,0,0,0,0
2412,2992,0,0,0,0,0,0,0,0,0,0,0
2413,6548,0,0,0,0,0,0,0,0,0,0,0
2414,6549,0,0,0,0,0,0,0,0,0,0,0
2415,6550,0,0,0,0,0,0,0,0,0,0,0
2416,6551,0,0,0,0,0,0,0,0,0,0,0
2417,6552,0,0,0,0,0,0,0,0,0,0,0
2418,6553,0,0,0,0,0,0,0,0,0,0,0
2419,6554,0,0,0,0,0,0,0,0,0,0,0
2420,6555,0,0,0,0,0,0,0,0,0,0,0
2421,6556,0,0,0,0,0,0,0,0,0,0,0
2422,6557,0,0,0,0,0,0,0,0,0,0,0
2423,6558,0,0,0,0,0,0,0,0,0,0,0
2424,6559,0,0,0,0,0,0,0,0,0,0,0
2425,1273,0,0,0,5923,0,0,0,0,0,0,0
2426,1273,0,0,0,5924,0,0,0,0,0,0,0
2427,1273,0,0,0,5925,0,0,0,0,0,0,0
2428,1273,0,0,0,5926,0,0,0,0,0,0,0
2429,1273,0,0,0,5927,0,0,0,0,0,0,0
2430,1273,0,0,0,5928,0,0,0,0,0,0,0
2431,6566,0,0,0,5929,0,0,0,0,0,0,0
2432,6567,0,0,0,5930,0,0,0,0,0,0,0
2433,6568,0,0,0,5931,0,0,0,0,0,0,0
2434,6569,0,0,0,5932,0,0,0,0,0,0,0
2435,6570,0,0,0,5933,0,0,0,0,0,0,0
2436,6571,0,0,0,5934,0,0,0,0,0,0,0
2437,6572,0,0,0,5935,0,0,0,0,0,0,0
2438,6573,0,0,0,5936,0,0,0,0,0,0,0
2439,6574,0,0,0,5937,0,0,0,0,0,0,0
2440,6575,0,0,0,5938,0,0,0,0,0,0,0
2441,6576,0,0,0,5939,0,0,0,0,0,0,0
2442,6577,0,0,0,5940,0,0,0,0,0,0,0
2443,2141,0,0,0,5941,0,0,0,0,0,0,0
2444,2141,0,0,0,5942,0,0,0,0,0,0,0
2445,2141,0,0,0,5943,0,0,0,0,0,0,0
2446,2141,0,0,0,5944,0,0,0,0,0,0,0
2447,2141,0,0,0,5945,0,0,0,0,0,0,0
2448,2141,0,0,0,5946,0,0,0,0,0,0,0
2449,6584,0,0,0,5947,0,0,0,0,0,0,0
2450,6585,0,0,0,5948,0,0,0,0,0,0,0
2451,6586,0,0,0,5949,0,0,0,0,0,0,0
2452,6587,0,0,0,5950,0,0,0,0,0,0,0
2453,6588,0,0,0,5951,0,0,0,0,0,0,0
2454,6589,0,0,0,5952,0,0,0,0,0,0,0
2455,6590,0,0,0,5953,0,0,0,0,0,0,0
2456,6591,0,0,0,5954,0,0,0,0,0,0,0
2457,6592,0,0,0,5955,0,0,0,0,0,0,0
2458,6593,0,0,0,5956,0,0,0,0,0,0,0
2459,6594,0,0,0,5957,0,0,0,0,0,0,0
2460,6595,0,0,0,5958,0,0,0,0,0,0,0
2461,1949,0,0,0,5959,0,0,0,0,0,0,0
2462,1949,0,0,0,5960,0,0,0,0,0,0,0
2463,1949,0,0,0,5961,0,0,0,0,0,0,0
2464,1949,0,0,0,5962,0,0,0,0,0,0,0
2465,1949,0,0,0,5963,0,0,0,0,0,0,0
2466,1949,0,0,0,5964,0,0,0,0,0,0,0
2467,6602,0,0,0,5965,0,0,0,0,0,0,0
2468,6603,0,0,0,5966,0,0,0,0,0,0,0
2469,6604,0,0,0,5967,0,0,0,0,0,0,0
2470,6605,0,0,0,5968,0,0,0,0,0,0,0
2471,6606,0,0,0,5969,0,0,0,0,0,0,0
2472,6607,0,0,0,5970,0,0,0,0,0,0,0
2473,6608,0,0,0,5971,0,0,0,0,0,0,0
2474,6609,0,0,0,5972,0,0,0,0,0,0,0
2475,6610,0,0,0,5973,0,0,0,0,0,0,0
2476,6611,0,0,0,5974,0,0,0,0,0,0,0
2477,6612,0,0,0,5975,0,0,0,0,0,0,0
2478,6613,0,0,0,5976,0,0,0,0,0,0,0
2479,1978,0,0,0,5977,0,0,0,0,0,0,0
2480,1978,0,0,0,5978,0,0,0,0,0,0,0
2481,1978,0,0,0,5979,0,0,0,0,0,0,0
2482,1978,0,0,0,5980,0,0,0,0,0,0,0
2483,1978,0,0,0,5981,0,0,0,0,0,0,0
2484,1978,0,0,0,5982,0,0,0,0,0,0,0
2485,6620,0,0,0,5983,0,0,0,0,0,0,0
2486,6621,0,0,0,5984,0,0,0,0,0,0,0
2487,6622,0,0,0,5985,0,0,0,0,0,0,0
2488,6623,0,0,0,5986,0,0,0,0,0,0,0
2489,6624,0,0,0,5987,0,0,0,0,0,0,0
2490,6625,0,0,0,5988,0,0,0,0,0,0,0
2491,6626,0,0,0,5989,0,0,0,0,0,0,0
2492,6627,0,0,0,5990,0,0,0,0,0,0,0
2493,6628,0,0,0,5991,0,0,0,0,0,0,0
2494,6629,0,0,0,5992,0,0,0,0,0,0,0
2495,6630,0,0,0,5993,0,0,0,0,0,0,0
2496,6631,0,0,0,5994,0,0,0,0,0,0,0
2497,2002,0,0,0,5995,0,0,0,0,0,0,0
2498,2002,0,0,0,5996,0,0,0,0,0,0,0
2499,2002,0,0,0,5997,0,0,0,0,0,0,0
2500,2002,0,0,0,5998,0,0,0,0,0,0,0
2501,2002,0,0,0,5999,0,0,0,0,0,0,0
2502,2002,0,0,0,6000,0,0,0,0,0,0,0
2503,6638,0,0,0,6001,0,0,0,0,0,0,0
2504,6639,0,0,0,6002,0,0,0,0,0,0,0
2505,6640,0,0,0,6003,0,0,0,0,0,0,0
2506,6641,0,0,0,6004,0,0,0,0,0,0,0
2507,6642,0,0,0,6005,0,0,0,0,0,0,0
2508,6643,0,0,0,6006,0,0,0,0,0,0,0
2509,6644,0,0,0,6007,0,0,0,0,0,0,0
2510,6645,0,0,0,6008,0,0,0,0,0,0,0
2511,6646,0,0,0,6009,0,0,0,0,0,0,0
2512,6647,0,0,0,6010,0,0,0,0,0,0,0
2513,6648,0,0,0,6011,0,0,0,0,0,0,0
2514,6649,0,0,0,6012,0,0,0,0,0,0,0
2515,2977,0,0,0,0,0,0,0,0,0,0,0
2516,2977,0,0,0,0,0,0,0,0,0,0,0
2517,2977,0,0,0,0,0,0,0,0,0,0,0
2518,2977,0,0,0,0,0,0,0,0,0,0,0
2519,2977,0,0,0,0,0,0,0,0,0,0,0
2520,2977,0,0,0,0,0,0,0,0,0,0,0
2521,6656,0,0,0,0,0,0,0,0,0,0,0
2522,6657,0,0,0,0,0,0,0,0,0,0,0
2523,6658,0,0,0,0,0,0,0,0,0,0,0
2524,6659,0,0,0,0,0,0,0,0,0,0,0
2525,6660,0,0,0,0,0,0,0,0,0,0,0
2526,6661,0,0,0,0,0,0,0,0,0,0,0
2527,6662,0,0,0,0,0,0,0,0,0,0,0
2528,6663,0,0,0,0,0,0,0,0,0,0,0
2529,6664,0,0,0,0,0,0,0,0,0,0,0
2530,6665,0,0,0,0,0,0,0,0,0,0,0
2531,6666,0,0,0,0,0,0,0,0,0,0,0
2532,6667,0,0,0,0,0,0,0,0,0,0,0
2533,6675,0,0,1,0,0,0,0,0,0,0,0
2534,6676,0,0,2,0,0,0,0,0,0,0,0
2535,6677,0,0,3,0,0,0,0,0,0,0,0
2536,6678,0,0,1,0,0,0,0,0,0,0,0
2537,6679,0,0,2,0,0,0,0,0,0,0,0
2538,6680,0,0,3,0,0,0,0,0,0,0,0
2539,6681,0,0,1,0,0,0,0,0,0,0,0
2540,6682,0,0,2,0,0,0,0,0,0,0,0
2541,6683,0,0,3,0,0,0,0,0,0,0,0
2542,6684,0,0,1,0,0,0,0,0,0,0,0
2543,6685,0,0,2,0,0,0,0,0,0,0,0
2544,6686,0,0,3,0,0,0,0,0,0,0,0
2545,6687,0,0,1,0,0,0,0,0,0,0,0
2546,6688,0,0,2,0,0,0,0,0,0,0,0
2547,6689,0,0,3,0,0,0,0,0,0,0,0
2548,0,0,0,0,0,0,0,0,0,0,0,0
2549,0,0,0,0,0,0,0,0,0,0,0,0
2550,0,0,0,0,0,0,0,0,0,0,0,0
2551,6693,0,0,1,0,0,0,0,0,0,0,0
2552,6694,0,0,2,0,0,0,0,0,0,0,0
2553,6695,0,0,3,0,0,0,0,0,0,0,0
2554,6696,0,0,1,0,0,0,0,0,0,0,0
2555,6697,0,0,2,0,0,0,0,0,0,0,0
2556,6698,0,0,3,0,0,0,0,0,0,0,0
2557,6699,0,0,1,0,0,0,0,0,0,0,0
2558,6700,0,0,2,0,0,0,0,0,0,0,0
2559,6701,0,0,3,0,0,0,0,0,0,0,0
2560,6702,0,0,1,0,0,0,0,0,0,0,0
2561,6703,0,0,2,0,0,0,0,0,0,0,0
2562,6704,0,0,3,0,0,0,0,0,0,0,0
2563,6705,0,0,1,0,0,0,0,0,0,0,0
2564,6706,0,0,2,0,0,0,0,0,0,0,0
2565,6707,0,0,3,0,0,0,0,0,0,0,0
2566,0,0,0,0,0,0,0,0,0,0,0,0
2567,0,0,0,0,0,0,0,0,0,0,0,0
2568,0,0,0,0,0,0,0,0,0,0,0,0
2569,6711,0,0,1,0,0,0,0,0,0,0,0
2570,6712,0,0,2,0,0,0,0,0,0,0,0
2571,6713,0,0,3,0,0,0,0,0,0,0,0
2572,6714,0,0,1,0,0,0,0,0,0,0,0
2573,6715,0,0,2,0,0,0,0,0,0,0,0
2574,6716,0,0,3,0,0,0,0,0,0,0,0
2575,6717,0,0,1,0,0,0,0,0,0,0,0
2576,6718,0,0,2,0,0,0,0,0,0,0,0
2577,6719,0,0,3,0,0,0,0,0,0,0,0
2578,6720,0,0,1,0,0,0,0,0,0,0,0
2579,6721,0,0,2,0,0,0,0,0,0,0,0
2580,6722,0,0,3,0,0,0,0,0,0,0,0
2581,6723,0,0,1,0,0,0,0,0,0,0,0
2582,6724,0,0,2,0,0,0,0,0,0,0,0
2583,6725,0,0,3,0,0,0,0,0,0,0,0
2584,0,0,0,0,0,0,0,0,0,0,0,0
2585,0,0,0,0,0,0,0,0,0,0,0,0
2586,0,0,0,0,0,0,0,0,0,0,0,0
2587,6729,0,0,1,0,0,0,0,0,0,0,0
2588,6730,0,0,2,0,0,0,0,0,0,0,0
2589,6731,0,0,3,0,0,0,0,0,0,0,0
2590,6732,0,0,1,0,0,0,0,0,0,0,0
2591,6733,0,0,2,0,0,0,0,0,0,0,0
2592,6734,0,0,3,0,0,0,0,0,0,0,0
2593,6735,0,0,1,0,0,0,0,0,0,0,0
2594,6736,0,0,2,0,0,0,0,0,0,0,0
2595,6737,0,0,3,0,0,0,0,0,0,0,0
2596,6738,0,0,1,0,0,0,0,0,0,0,0
2597,6739,0,0,2,0,0,0,0,0,0,0,0
2598,6740,0,0,3,0,0,0,0,0,0,0,0
2599,6741,0,0,1,0,0,0,0,0,0,0,0
2600,6742,0,0,2,0,0,0,0,0,0,0,0
2601,6743,0,0,3,0,0,0,0,0,0,0,0
2602,0,0,0,0,0,0,0,0,0,0,0,0
2603,0,0,0,0,0,0,0,0,0,0,0,0
2604,0,0,0,0,0,0,0,0,0,0,0,0
2605,0,0,0,0,0,0,0,0,0,0,0,0
2606,0,0,0,0,0,0,0,0,0,0,0,0
