"ID","worldLocation2Id","worldLocation2IdInactive","worldZoneId","questDirectionEntryFlags","questDirectionFactionEnum"
1296,39116,0,2639,1,0
1297,39643,0,2649,0,0
1298,39645,0,2648,0,0
1299,39183,0,2645,1,0
1300,39659,0,2656,0,0
1301,39660,0,2655,0,0
1302,39661,0,2654,0,0
1303,39662,0,2653,0,0
1304,39663,0,2651,0,0
1305,39170,0,2650,1,0
1306,39664,0,2650,1,0
1307,39335,0,2708,1,0
1308,39171,0,2708,1,0
1309,39567,0,2703,1,0
1310,39517,0,2708,0,0
1311,39518,0,2709,0,0
1312,39667,0,2624,0,0
1313,39584,0,2706,1,0
1314,39522,0,2703,0,0
1315,39523,0,2707,0,0
1316,39673,0,2706,1,0
1317,39173,0,2710,1,0
1318,39519,0,2703,0,0
1319,39520,0,2711,0,0
1320,39198,0,2705,1,0
1321,39524,0,2703,0,0
1322,39525,0,2704,0,0
1323,39174,0,2706,1,0
1324,39175,0,2707,1,0
1325,39523,0,2706,0,0
1326,39679,0,2710,1,0
1327,39649,0,2646,1,0
1331,39297,0,2661,0,0
1332,39514,0,2661,0,0
1333,39707,0,2745,0,0
1334,39705,0,2676,0,0
1335,39538,0,2675,0,0
1336,39704,0,2674,0,0
1337,39778,0,2674,0,0
1338,38927,0,2661,1,0
1339,39707,0,2745,0,0
1340,39718,0,2674,0,0
1341,39719,0,2674,0,0
1344,39733,0,2661,0,0
1345,39734,0,2746,0,0
1346,39735,0,2747,0,0
1347,39763,0,2650,1,0
1348,39777,0,2676,0,0
1349,39776,0,2675,0,0
1350,39706,0,2674,0,0
1351,38927,0,2661,0,0
1352,39780,0,2695,0,0
1353,39781,0,2695,0,0
1354,39782,0,2695,0,0
1355,39783,0,2695,0,0
1356,39354,0,2694,0,0
1357,39353,0,2698,0,0
1358,39352,0,2693,0,0
1359,39350,0,0,0,0
1360,39786,0,2693,0,0
1361,39787,0,2693,0,0
1362,39788,0,2694,0,0
1363,39789,0,2694,0,0
1364,39790,0,2695,0,0
1367,39832,0,2187,0,0
1368,39831,0,2163,0,0
1369,39830,0,2162,0,0
1370,39810,0,2174,1,0
1371,39841,0,2077,1,0
1373,39859,0,2645,1,0
1375,20236,0,1354,0,0
1376,39905,0,0,1,0
1377,39897,0,2737,0,0
1378,39100,0,2740,1,0
1379,39101,0,2740,1,0
1380,39110,0,2727,1,0
1383,39908,0,0,0,0
1384,39910,0,2742,0,0
1385,39912,0,2743,1,0
1386,39913,0,2743,1,0
1387,39914,0,2743,1,0
1388,39915,0,2743,1,0
1389,39916,0,2743,1,0
1390,39917,0,2743,1,0
1394,39989,0,2705,1,0
1396,19450,0,1353,0,0
1404,21441,0,2432,1,0
1405,40142,0,0,0,0
1406,24930,0,2432,1,0
1407,40143,0,2661,0,0
1408,40645,0,2763,0,0
1409,40145,0,0,0,0
1410,13007,0,4713,0,0
1411,10503,0,4714,0,0
1412,10504,0,4714,0,0
1413,10505,0,4714,0,0
1414,40177,0,2692,0,0
1415,40178,0,1737,0,0
1416,20262,0,4361,1,0
1417,20275,0,4361,1,0
1418,40186,0,35,0,0
1420,39198,0,2705,1,0
1421,29849,0,2020,0,0
1422,40225,0,2782,0,0
1423,40226,0,2782,0,0
1424,40227,0,2782,0,0
1425,40228,0,2784,0,0
1426,40229,0,2784,0,0
1427,40230,0,2784,0,0
1428,40231,0,2784,0,0
1429,40232,0,2784,0,0
1430,31061,0,0,0,0
1431,40233,0,2781,0,0
1432,40235,0,2781,0,0
1433,40233,0,2782,0,0
1434,38210,0,2515,1,0
1435,38209,0,2514,0,0
1436,38207,0,2513,0,0
1437,38206,0,2309,0,0
1439,38475,0,2515,1,0
1440,40241,0,13,0,0
1442,40243,0,948,0,0
1443,40245,0,2309,0,0
1444,40246,0,2309,0,0
1445,34454,0,2448,0,0
1447,37894,0,2081,0,0
1448,40290,0,2081,0,0
1452,12750,0,1877,1,0
1453,12751,0,1878,1,0
1454,40321,0,1879,1,0
1455,40326,0,2774,0,0
1456,40324,0,2775,0,0
1457,40325,0,2776,0,0
1458,40356,0,2792,0,0
1459,40359,0,2798,0,0
1460,40342,0,2797,0,0
1461,40341,0,2796,0,0
1462,40340,0,2795,0,0
1463,40339,0,2793,0,0
1464,40337,0,2792,0,0
1466,40363,0,2801,1,0
1467,40345,0,2798,0,0
1468,40363,0,2802,1,0
1469,40366,0,2800,0,0
1470,40344,0,2799,0,0
1471,40343,0,2798,0,0
1472,40367,0,2793,0,0
1473,40338,0,2793,0,0
1474,40369,0,2803,0,0
1475,40347,0,2798,0,0
1476,40371,0,2804,0,0
1477,40348,0,2803,0,0
1478,40372,0,2793,1,0
1479,39158,0,2793,0,0
1480,40377,0,2797,1,0
1481,40378,0,2081,0,0
1482,34064,0,2081,0,0
1483,22967,0,0,0,0
1484,40387,0,2805,0,0
1485,40388,0,2808,0,0
1486,40389,0,2806,0,0
1487,40390,0,2809,0,0
1488,40391,0,2810,0,0
1489,22966,0,2807,0,0
1490,40395,0,2816,0,0
1491,40396,0,2816,0,0
1492,40401,0,2816,0,0
1493,40394,0,2816,0,0
1494,40397,0,2815,0,0
1495,40393,0,2816,0,0
1496,40398,0,2814,1,0
1497,40400,0,2807,0,0
1498,23050,0,2949,0,0
1499,40402,0,2811,1,0
1500,40402,0,2812,1,0
1501,40402,0,2813,1,0
1502,40386,0,2813,1,0
1503,40385,0,2812,0,0
1504,40384,0,2811,0,0
1505,22963,0,0,1,0
1506,40414,0,2817,0,0
1507,40415,0,2817,0,0
1508,40413,0,2817,1,0
1509,40406,0,2817,1,0
1513,31567,0,0,0,0
1514,39312,0,2662,0,0
1515,39313,0,2691,0,0
1516,39314,0,2663,0,0
1517,31574,0,2688,0,0
1520,40543,0,2824,1,0
1521,19406,0,1310,0,0
1522,19405,0,1310,0,0
1524,32134,0,2081,0,0
1525,40645,0,2763,0,0
1526,40646,0,2763,0,0
1527,40647,0,2764,0,0
1528,40648,0,2764,0,0
1529,40649,0,2765,0,0
1530,33621,0,2329,0,0
1531,33621,0,2449,0,0
1532,40650,0,2765,0,0
1533,40651,0,2767,0,0
1534,40513,0,2763,0,0
1535,40146,0,2763,0,0
1537,40307,0,2765,0,0
1539,40653,0,2767,0,0
1540,40655,0,2767,0,0
1541,39878,0,2763,0,0
1545,40677,0,2081,0,0
1546,40159,0,0,0,0
1547,40160,0,0,0,0
1548,40678,0,0,0,0
1549,40679,0,0,0,0
1550,31568,0,2662,0,0
1551,31569,0,2662,0,0
1552,31570,0,2663,0,0
1553,31571,0,2663,0,0
1554,31572,0,2688,0,0
1555,31567,0,0,0,2
1556,39312,0,2662,0,2
1557,39313,0,2691,0,0
1558,39314,0,2663,0,0
1559,40698,0,1421,1,0
1561,40643,0,2766,0,0
1562,40712,0,2764,0,0
1564,15104,0,718,0,0
1565,15105,0,718,0,0
1566,15106,0,718,0,0
1567,26936,0,407,0,0
1568,27152,0,0,0,0
1569,27140,0,1872,0,0
1570,31903,0,1873,0,0
1571,30733,0,1873,0,0
1574,12371,0,1690,0,0
1575,12372,0,1689,0,0
1576,12373,0,1688,0,0
1577,12374,0,1688,0,0
1578,40890,0,1873,1,0
1579,40891,0,1874,1,0
1580,40937,0,2081,0,0
1581,40938,0,2081,0,0
1582,34780,0,2299,1,0
1584,34724,0,2838,0,0
1585,40970,0,2823,0,0
1587,35482,0,2349,0,0
1588,35258,0,2348,0,0
1589,34959,0,2347,0,0
1590,32779,32779,0,0,0
1591,40211,40203,2081,0,0
1593,34183,0,4260,0,0
1595,23956,0,0,0,0
1596,27842,0,0,0,0
1597,27843,0,0,0,0
1598,27844,0,0,0,0
1599,38258,38258,0,0,0
1600,40691,40689,2309,0,0
1601,34669,0,4260,0,0
1602,35487,0,2299,1,0
1603,40485,0,2309,0,0
1604,40490,0,2081,0,0
1605,41074,0,0,0,0
1606,41075,0,2847,0,0
1607,41076,0,2848,0,0
1609,41078,0,2844,0,0
1610,41062,0,2848,1,0
1611,41061,0,2846,1,0
1613,33429,33429,0,0,0
1614,33463,33463,2299,0,0
1615,41079,0,2845,0,0
1616,40223,40222,2337,0,0
1617,35263,35263,2336,0,0
1618,41081,0,696,0,0
1619,34954,0,2121,0,0
1620,40998,0,2121,0,0
1621,41082,41082,1286,0,0
1622,40245,0,2309,0,0
1623,38169,0,2309,0,0
1626,38338,0,0,1,0
1627,41090,0,2529,0,0
1628,41091,0,2529,0,0
1629,40630,0,2337,0,0
1634,34972,0,2121,0,0
1635,34973,0,2121,0,0
1636,34974,0,2121,0,0
1637,34975,0,2121,0,0
1638,41111,0,0,0,0
1639,41112,0,2850,1,0
1640,41113,0,2851,1,0
1641,41114,0,2852,1,0
1642,41117,0,2850,0,0
1643,41118,0,2851,0,0
1644,41125,0,36,0,0
1645,41128,0,2136,0,0
1646,30662,0,0,0,0
1647,39909,0,2831,0,0
1648,39888,0,2828,0,0
1649,39890,0,2827,0,0
1650,39892,0,2830,0,0
1652,39887,0,2831,0,0
1653,39889,0,2828,0,0
1654,39891,0,2827,0,0
1655,30554,0,2830,0,0
1656,41158,0,2161,0,0
1657,38220,0,2506,0,0
1658,25107,0,2508,0,0
1659,41154,0,0,1,0
1660,38230,0,0,0,0
1663,41185,0,2161,0,0
1664,41205,0,2274,1,0
1665,41206,0,2275,1,0
1667,41213,0,2278,1,0
1668,32298,0,0,0,0
1669,32299,0,0,0,0
1670,32300,0,0,0,0
1671,41268,0,2695,0,0
1672,40747,0,2306,1,0
1674,32034,0,1370,0,0
1675,41034,0,0,0,0
1676,29437,0,1358,0,0
1677,41309,0,459,0,0
1678,29484,0,713,0,0
1679,20381,0,455,0,0
1680,29479,0,717,0,0
1681,20379,0,455,0,0
1682,23631,0,1548,0,0
1683,23632,0,1548,0,0
1684,31983,0,1548,0,0
1685,31984,0,1548,0,0
1686,38219,0,2506,0,0
1687,41351,0,665,0,0
1703,41358,41358,2025,0,0
1704,41359,41359,2040,0,0
1705,41360,41360,2026,0,0
1706,41361,41361,2040,0,0
1707,40798,0,0,1,0
1708,41224,0,2858,1,0
1710,41242,0,2860,1,0
1711,41257,0,2861,1,0
1712,41258,0,2862,1,0
1713,41363,41363,2025,0,0
1714,41364,41364,2040,0,0
1715,41365,41365,2026,0,0
1716,41260,0,2863,1,0
1717,41261,0,2864,1,0
1718,41366,41366,2040,0,0
1719,41262,0,2865,1,0
1720,41263,0,2866,1,0
1721,41267,0,2867,1,0
1722,40798,0,2033,0,0
1723,41223,0,2858,1,0
1724,41227,0,2859,1,0
1725,41245,0,2860,1,0
1726,41246,0,2860,1,0
1727,41247,0,2860,1,0
1728,41248,0,2860,1,0
1729,41249,0,2860,1,0
1730,41250,0,2860,1,0
1731,41244,0,2860,1,0
1732,41368,41368,2086,0,0
1733,41367,41367,2087,0,0
1734,41369,37627,0,0,0
1735,37627,37627,1491,0,0
1736,40798,0,2877,1,0
1737,41219,0,2877,1,0
1739,41419,0,2878,0,0
1740,8646,0,1339,1,0
1741,8646,0,1340,1,0
1742,8646,0,1378,1,0
1743,8646,0,1379,1,0
1744,8646,0,1380,1,0
1748,38354,0,0,1,0
1749,38363,0,2532,1,0
1750,41451,0,2859,1,0
1751,41452,0,2859,1,0
1752,41453,0,2859,1,0
1753,41454,0,2859,1,0
1754,41455,0,2859,1,0
1760,41472,0,0,1,0
1761,41473,0,0,1,0
1762,41474,0,0,1,0
1763,41475,0,0,1,0
1764,41476,0,0,1,0
1765,33272,0,483,0,0
1766,20384,0,786,0,0
1767,29518,0,2848,0,0
1768,41074,0,463,0,0
1769,41075,0,2847,0,0
1770,41587,41587,0,0,0
1771,41588,41588,0,0,0
1772,41589,41589,0,0,0
1773,41590,41590,0,0,0
1774,41591,41591,0,0,0
1785,21880,0,1772,1,0
1786,26223,0,2878,0,0
1787,41642,0,0,0,0
1788,41644,0,0,0,0
1789,41645,0,0,0,0
1790,41646,0,0,0,0
1791,41647,0,0,0,0
1792,41648,0,0,0,0
1793,41649,0,0,0,0
1794,41650,0,0,0,0
1795,41651,0,0,0,0
1796,41652,0,0,0,0
1797,41653,0,0,0,0
1798,41654,0,0,0,0
1799,41655,0,0,0,0
1800,41656,0,0,0,0
1801,41509,0,2890,0,0
1802,41667,0,2227,0,0
1803,41678,0,1958,1,0
1804,41687,0,2889,0,0
1805,41688,0,2889,0,0
1806,41689,0,2889,0,0
1807,41690,0,2889,0,0
1808,41691,0,2889,0,0
1809,41692,0,2889,0,0
1810,41693,0,2889,0,0
1811,41694,0,2889,0,0
1812,41695,0,2889,0,0
1813,41696,0,2889,0,0
1814,41697,0,2889,0,0
1815,41698,0,2889,0,0
1816,41703,0,0,0,0
1817,41704,0,0,0,0
1818,41705,0,0,0,0
1819,41706,0,0,0,0
1820,41707,0,0,0,0
1821,41708,0,0,0,0
1822,41709,0,0,0,0
1823,41710,0,0,0,0
1824,32673,0,1366,0,0
1825,20533,0,1366,0,0
1826,41765,0,138,0,0
1827,32694,0,2782,0,0
1828,40234,0,2782,0,0
1829,40233,0,2781,0,0
1830,41777,0,0,0,0
1831,41789,41788,2859,0,0
1837,41895,0,2922,0,0
1838,41896,0,2924,0,0
1840,41902,0,2919,0,0
1841,41903,0,2921,0,0
1842,24904,0,2922,0,0
1843,24903,0,2919,0,0
1844,24905,0,2925,0,0
1845,41913,0,2926,0,0
1846,41897,0,2925,0,0
1847,41915,0,2922,0,0
1848,38579,0,2923,0,0
1849,24060,0,2926,0,0
1850,24274,0,400,0,0
1851,41990,0,784,0,0
1852,34949,0,2300,0,0
1853,40998,0,2300,0,0
1854,34962,0,2956,0,0
1855,34963,0,2956,0,0
1856,34964,0,2956,0,0
1857,34955,0,2956,0,0
1858,34965,0,2956,0,0
1863,34961,0,2956,0,0
1864,42035,0,2529,0,0
1865,42034,0,2529,0,0
1866,38350,0,0,1,0
1867,38345,0,2530,0,0
1868,38343,0,2530,0,0
1869,38342,0,2530,0,0
1870,42039,0,2530,0,0
1871,42081,0,2309,0,0
1872,42094,0,2171,0,0
1873,42093,0,2172,0,0
1874,42095,0,2169,0,0
1875,42099,0,2168,0,0
1876,37633,37633,1490,0,0
1877,42136,37633,0,0,0
1878,42159,0,2227,0,0
1879,42160,0,2227,0,0
1880,42161,0,2227,0,0
1881,42162,0,2227,0,0
1882,42163,0,2227,0,0
1883,42164,0,2227,0,0
1884,42165,0,2227,0,0
1888,42169,0,2227,0,0
1892,42173,0,2227,0,0
1893,42174,0,2227,0,0
1894,42175,0,2227,0,0
1895,42176,0,2227,0,0
1896,42177,0,2227,0,0
1898,42179,0,2227,0,0
1899,42180,0,2227,0,0
1900,42181,0,2227,0,0
1901,24116,0,0,0,0
1902,24117,0,0,0,0
1903,24118,0,0,0,0
1904,42225,0,2961,0,0
1905,37620,0,2961,0,0
1906,42227,0,2694,0,0
1907,39353,0,2698,0,0
1908,39352,0,2693,0,0
1909,39350,0,2175,0,0
1910,42228,0,2663,0,0
1911,39313,0,2691,0,0
1912,39312,0,2662,0,0
1913,31567,0,0,0,0
1914,42359,0,1381,0,0
1915,42386,0,2530,0,0
1916,42387,0,2529,0,0
1917,42411,0,2890,0,0
1918,16969,0,2773,0,0
1919,38355,0,0,1,0
1920,42629,0,2534,0,0
1921,24605,0,1074,0,0
1922,38133,0,1071,0,0
1924,32284,0,141,0,0
1925,41951,0,2887,0,0
1926,41298,0,2886,0,0
1927,41293,0,2881,0,0
1928,41291,0,0,0,0
1929,41294,0,2887,0,0
1930,41952,0,2947,0,0
1931,41952,0,2945,0,0
1932,41953,0,2945,0,0
1933,42719,0,2947,0,0
1934,41957,0,2887,0,0
1935,42761,0,2987,0,0
1936,42762,0,2987,0,0
1937,42763,0,2990,0,0
1938,42764,0,2990,0,0
1939,42765,0,2989,0,0
1940,42766,0,2989,0,0
1941,41699,0,2885,0,0
1942,41963,0,2883,1,0
1943,41300,0,2882,0,0
1944,41297,0,2881,0,0
1945,41984,0,2984,0,0
1946,41295,0,2887,0,0
1947,42784,0,0,0,0
1948,42785,0,0,0,0
1949,42786,0,0,0,0
1950,42787,0,0,0,0
1951,41303,0,2984,0,0
1952,41304,0,2985,0,0
1953,41985,0,2986,0,0
1954,41987,0,2984,0,0
1955,42788,0,0,0,0
1956,40305,0,0,0,0
1957,41390,0,0,0,0
1958,40305,0,0,0,0
1959,42794,0,2995,0,0
1960,42795,0,2995,0,0
1961,42796,0,2996,0,0
1962,42797,0,2996,0,0
1963,42798,0,2997,0,0
1964,42799,0,2997,0,0
1965,42822,0,2962,0,0
1967,42824,0,2965,0,0
1968,26824,0,0,0,0
1969,33429,33429,4262,1,0
1970,33437,33437,2299,1,0
1971,33308,33308,2274,1,0
1972,33447,33447,2275,1,0
1973,33361,33361,2276,1,0
1974,33432,33432,2277,1,0
1975,31845,0,2278,0,0
1976,32708,0,2278,0,0
1977,0,31844,2278,0,0
1978,0,32706,2278,0,0
1981,18574,0,0,0,0
1982,18575,0,0,0,0
1983,42853,0,0,0,0
1984,42854,0,0,0,0
1985,42855,0,0,0,0
1986,42869,0,2964,0,0
1987,42882,0,2816,0,0
1988,42882,0,2814,0,0
1997,42890,0,0,0,0
1998,42891,0,0,0,0
2006,41154,0,0,1,0
2007,42892,0,2536,0,0
2008,42964,0,2973,0,0
2009,42902,0,2972,0,0
2010,42901,0,2967,0,0
2011,42410,0,0,0,0
2012,42973,0,2977,0,0
2013,42973,0,2979,0,0
2014,42416,0,2973,0,0
2015,42972,0,2977,0,0
2016,42903,0,2979,0,0
2017,42965,0,2973,0,0
2018,41717,0,0,1,0
2019,42988,0,2537,0,0
2027,43081,0,0,0,0
2028,43082,0,0,0,0
2029,43083,0,0,0,0
2030,43084,0,0,0,0
2031,43085,0,0,0,0
2032,43086,0,0,0,0
2034,43108,0,3004,0,0
2035,43107,0,3004,0,0
2036,43166,0,3004,0,0
2037,43105,0,3004,0,0
2038,43131,0,3011,0,0
2039,43127,0,3010,0,0
2040,43132,0,3004,0,0
2041,42563,0,3004,0,0
2042,43100,0,3004,0,0
2044,43063,0,3005,0,0
2045,43109,0,3005,0,0
2046,43294,0,3004,0,0
2047,43295,0,3004,0,0
2048,43296,0,3005,0,0
2049,45236,0,3005,0,0
2050,43299,0,0,1,0
2051,43300,0,0,1,0
2052,43303,0,0,1,0
2053,43304,0,0,1,0
2054,43306,0,0,1,0
2055,43308,0,0,1,0
2056,43309,0,3006,0,0
2057,43305,0,3006,0,0
2059,43091,0,3006,0,0
2060,43092,0,3007,0,0
2061,43310,0,3007,0,0
2062,43311,0,3007,0,0
2063,43312,0,3007,0,0
2064,15370,15370,262,0,0
2065,43331,0,3009,0,0
2066,43334,0,3009,1,0
2067,42936,0,3009,1,0
2068,43330,0,3009,0,0
2069,42887,0,2971,0,0
2070,43338,0,2969,1,0
2071,42898,0,2968,0,0
2072,42897,0,2967,0,0
2073,42417,0,2973,0,0
2074,43007,0,3003,0,0
2075,43008,0,3001,0,0
2076,42905,0,3002,0,0
2077,42904,0,3003,0,0
2078,43339,0,3003,0,0
2079,41631,0,2890,1,0
2080,42113,0,2890,1,0
2081,42117,0,2890,1,0
3079,43373,0,0,0,0
3080,43374,0,1893,0,0
3081,43375,0,1894,0,0
3082,43376,0,1895,0,0
3083,38171,0,1600,0,0
3084,26492,0,4044,1,0
3085,26491,0,4043,1,0
3087,43405,0,0,0,0
3088,43406,0,4042,0,0
3089,43397,0,4041,0,0
3091,26125,0,0,0,1
3092,26133,0,0,0,2
3093,26127,0,1764,0,1
3094,26132,0,1766,0,2
3095,31144,0,1765,1,1
3096,31145,0,1767,1,2
3097,43477,43477,0,0,0
3099,41219,41219,2877,1,0
3100,41223,41223,2858,1,0
3101,41788,41788,2859,0,0
3102,43446,0,2866,0,0
3103,41250,0,2860,0,0
3105,41220,0,0,0,0
3106,41219,0,2877,0,0
3107,41227,0,2859,0,0
3108,41223,0,2858,0,0
3109,26463,0,0,1,0
3110,43053,0,2228,1,0
3111,43054,0,2228,1,0
3112,43055,0,2228,1,0
3113,43850,0,1977,0,0
3114,43851,0,1954,0,0
3115,43860,0,1970,0,0
3116,43861,0,1952,0,0
3117,43851,0,0,0,0
3118,43883,0,4043,1,0
3119,43883,0,4044,1,0
3120,43883,0,4045,1,0
3121,43883,0,4046,1,0
3122,43883,0,4047,1,0
3123,43831,43831,0,1,0
3124,43823,43823,4409,0,0
3125,43741,0,4167,0,0
3126,43892,0,4171,0,0
3127,43891,0,4168,0,0
3128,43894,0,4172,0,0
3129,43893,0,4169,0,0
3130,43896,0,4173,0,0
3131,43895,0,4170,0,0
3132,43956,0,1118,1,0
3133,44154,44154,2040,0,0
3135,44177,44177,2086,1,0
3136,44179,44179,2040,0,0
3137,44178,44178,2087,0,0
3138,42888,0,2971,0,0
3139,44191,0,122,0,1
3140,44192,0,122,0,1
3141,44193,0,122,0,1
3142,44196,0,122,0,1
3143,44197,0,122,0,1
3144,44198,0,122,0,1
3145,44199,0,122,0,1
3146,44239,0,2191,0,2
3147,44240,0,2191,0,2
3148,44241,0,2191,0,2
3149,44242,0,2191,0,2
3150,44243,0,2191,0,2
3151,44244,0,2191,0,2
3152,44245,0,2191,0,2
3153,12511,0,1300,1,1
3154,20387,0,0,1,1
3155,43394,0,4041,0,0
3156,43573,0,4041,0,0
3157,44248,0,2475,0,0
3158,44249,0,2456,0,0
3159,43356,0,4160,0,1
3160,43357,0,4160,1,1
3161,20080,0,697,0,0
3162,20081,0,697,0,0
3163,20082,0,697,0,0
3164,20083,0,697,0,0
3165,44414,0,1430,0,0
3166,23060,0,1430,0,0
3167,44432,44432,4207,0,0
3168,44431,44431,0,0,0
3169,37623,0,1891,0,0
3172,32807,0,0,0,0
3173,23006,0,4217,0,0
3174,44449,0,4216,0,0
3175,23007,0,4217,1,0
3176,44578,0,4217,0,0
3177,43094,43094,4208,0,0
3179,43096,0,4208,0,0
3180,43547,0,4208,0,0
3181,44522,0,2688,0,0
3182,43261,0,2081,0,0
3183,23008,0,4222,1,0
3187,38120,0,2309,1,0
3191,44698,0,2081,0,0
3192,44698,0,2329,0,0
3193,44698,0,2449,0,0
3194,44698,0,2448,0,0
3195,44701,0,2513,0,0
3196,44701,0,2514,0,0
3197,44701,0,2515,0,0
3198,44701,0,2309,0,0
3199,44699,0,2243,0,0
3200,44700,0,2310,0,0
3201,32565,0,2309,0,0
3202,32368,0,0,0,0
3203,43266,0,2309,0,0
3205,42896,0,2337,0,0
3206,42895,0,2337,0,0
3207,40278,0,3028,0,0
3209,40005,0,3029,0,0
3210,40006,0,2274,0,0
3211,40284,0,2274,0,0
3212,33437,0,2299,0,0
3213,44731,0,2309,0,0
3214,38034,0,2309,0,0
3215,32459,0,2162,0,0
3216,44741,0,2165,0,0
3217,30356,0,4233,0,0
3218,30434,0,0,0,0
3219,32467,0,2163,0,0
3220,32465,0,2164,0,0
3221,44753,0,4233,0,0
3222,44758,0,4234,0,0
3223,32194,0,0,0,0
3224,32169,0,4234,0,0
3235,23048,0,2807,1,0
3236,23049,0,2949,1,0
3237,45020,0,2184,1,0
3239,31121,0,2184,0,0
3240,45164,0,2163,1,0
3241,45163,0,2163,1,0
3242,45162,0,2163,1,0
3243,45174,0,0,0,0
3244,45175,0,4254,0,0
3245,33429,0,4262,0,0
3246,44995,0,2184,1,0
3247,43133,0,3009,0,0
3249,43134,0,3012,0,0
3250,43137,0,3012,0,0
3251,43260,0,3012,0,0
3252,43270,0,3012,0,0
3253,43319,0,3005,0,0
3256,9377,0,0,0,0
3257,9419,0,695,0,0
3258,9714,0,695,0,0
3259,9424,0,695,0,0
3260,27145,0,1838,0,0
3261,45293,0,2432,1,0
3262,45327,0,4295,0,1
3263,45300,0,0,1,1
3264,43293,0,3011,0,0
3266,41833,0,2885,0,0
3269,45220,0,3005,0,0
3270,45340,0,3012,0,0
3271,43133,0,3012,0,0
3273,43271,0,3012,0,0
3274,43259,0,3012,0,0
3275,45368,0,4298,0,2
3276,32531,0,0,1,2
3278,38219,0,2507,0,0
3279,45553,0,0,0,0
3280,43477,0,0,0,0
3281,45577,0,1557,0,0
3282,45578,0,1557,0,0
3283,45579,0,1557,0,0
3284,45594,0,2227,0,0
3285,45595,0,2227,0,0
3286,45596,0,2227,0,0
3287,45597,0,2227,0,0
3288,45598,0,2227,0,0
3289,45599,0,2227,0,0
3290,45600,0,2227,0,0
3291,45601,0,2227,0,0
3292,45602,0,2227,0,0
3293,45603,0,2227,0,0
3294,45604,0,2227,0,0
3295,45605,0,2227,0,0
3296,45606,0,2227,0,0
3297,45607,0,2227,0,0
3298,45608,0,2227,0,0
3299,45609,0,2227,0,0
3300,27094,0,0,0,0
3301,27171,0,1834,0,0
3302,27172,0,1835,0,0
3303,27173,0,1836,0,0
3304,15741,0,1838,0,0
3305,15741,0,1837,0,0
3306,41093,0,2593,0,0
3307,16490,0,2781,0,2
3308,16326,0,1181,0,2
3309,45658,0,1181,0,2
3310,16492,0,1181,1,2
3311,16491,0,1181,1,2
3312,45660,0,2227,0,0
3313,45661,0,2227,0,0
3314,45662,0,2227,0,0
3315,45663,0,2227,0,0
3316,45664,0,2227,0,0
3317,45665,0,2227,0,0
3318,45666,0,2227,0,0
3319,45667,0,2227,0,0
3320,45668,0,2227,0,0
3321,45669,0,2227,0,0
3322,45670,0,2227,0,0
3323,45671,0,2227,0,0
3324,45672,0,2227,0,0
3325,45673,0,2227,0,0
3326,45674,0,2227,0,0
3327,45675,0,2227,0,0
3328,45659,0,1181,0,2
3329,31061,0,1181,0,2
3330,45698,0,2227,0,0
3331,31376,0,2689,1,2
3332,39315,0,2663,0,2
3334,45702,0,2691,0,2
3335,38773,0,2597,0,0
3336,38712,0,2598,0,0
3338,39015,0,2594,0,0
3339,39772,0,2596,0,0
3340,39771,0,2596,0,0
3341,18741,0,0,0,0
3342,18380,0,4322,0,0
3343,18540,0,4322,0,0
3344,43644,0,2661,0,0
3346,43644,0,2745,0,0
3347,43647,0,2674,0,0
3350,18772,0,0,0,0
3353,19371,0,1309,0,2
3355,45819,0,2625,1,0
3357,19372,0,1309,0,2
3358,45896,0,122,0,1
3359,45895,0,2191,0,2
3363,45905,0,4360,0,0
3364,45906,0,0,0,0
3366,45944,0,1402,0,0
3367,23087,0,2702,0,0
3369,46292,0,4366,0,0
3370,45954,0,4367,0,0
3371,46007,0,4042,0,0
3372,43401,0,4371,0,0
3373,46042,0,2781,0,0
3374,46043,0,2781,0,0
3375,46044,0,2784,0,0
3376,46043,0,2782,0,0
3377,20538,0,1179,0,0
3378,16441,0,1179,0,0
3379,16426,0,1179,0,0
3380,46051,0,2308,0,0
3381,46052,0,2308,0,0
3382,46061,41246,2862,1,0
3383,46058,41249,2865,1,0
3384,46062,41245,2861,1,0
3385,46059,41248,2864,1,0
3386,46060,41247,2863,1,0
3387,46057,41250,2866,1,0
3388,30984,0,2185,1,0
3389,32362,0,2184,0,0
3390,32168,0,0,0,2
3392,21773,0,1473,0,0
3393,36132,0,1412,0,0
3394,36133,0,1412,0,0
3395,39093,0,1402,0,1
3396,39092,0,1402,0,2
3397,18005,0,698,0,0
3398,18003,0,698,0,0
3399,18002,0,698,0,0
3400,18004,0,698,0,0
3401,17964,0,698,0,0
3402,19615,0,2599,0,0
3403,19317,0,0,0,0
3404,45982,0,4368,0,0
3405,46290,0,4235,1,0
3406,46289,0,2191,1,0
3407,30446,0,2038,0,0
3408,32457,0,2025,0,0
3409,46194,0,4368,0,0
3410,46288,0,122,0,0
3411,46257,0,4368,0,0
3412,46201,0,4367,0,0
3413,46258,0,4367,0,0
3414,46280,0,4368,0,0
3415,45986,0,4368,0,0
3416,46200,0,4367,0,0
3417,46285,0,4367,0,0
3418,46038,0,4367,1,0
3419,46010,0,4368,1,0
3420,46295,0,4301,0,0
3421,46296,0,4300,0,0
3422,46300,0,0,0,0
