"ID","phaseDelay","phaseFlags","orderIndex","spell4IdOwner"
6332,400,0,3,44483
6333,1066,4,4,44483
6334,1200,0,5,44483
6335,2000,4,0,44491
6336,200,0,1,44491
6337,0,0,0,44498
6338,400,0,1,44498
6339,600,0,2,44498
6340,0,0,0,44510
6341,5000,0,1,44510
6342,15000,0,2,44510
6343,0,0,0,44511
6344,5000,0,1,44511
6345,2000,4,0,44513
6346,300,256,1,44513
6347,500,0,2,44513
6348,500,0,3,44513
6349,0,0,0,44523
6350,5000,4,1,44523
6351,0,0,0,44540
6352,1000,0,1,44540
6353,1000,0,2,44540
6354,1000,0,3,44540
6355,1000,0,4,44540
6356,1000,0,5,44540
6357,1000,0,6,44540
6358,1000,0,7,44540
6359,1000,0,8,44540
6360,1000,0,9,44540
6361,1000,4,10,44540
6362,4000,4,0,44541
6363,200,256,1,44541
6364,2000,4,0,44553
6365,200,0,1,44553
6366,0,0,0,44557
6367,1000,0,1,44557
6368,1000,0,2,44557
6369,1000,0,3,44557
6370,1000,0,4,44557
6371,1000,0,5,44557
6372,1000,4,6,44557
6373,0,0,0,44584
6374,900,0,1,44584
6375,100,0,2,44584
6376,600,0,3,44584
6377,0,0,0,44605
6378,0,0,0,44606
6379,0,0,0,44620
6380,1500,32,1,44620
6381,1,32,2,44620
6382,2000,0,0,44623
6383,0,0,0,44624
6384,1600,0,1,44624
6385,100,4,2,44624
6386,2000,0,0,44626
6387,2000,0,0,44627
6388,2000,0,0,44628
6389,2000,0,0,44629
6390,0,0,0,44632
6391,1200,0,1,44632
6392,600,0,0,44633
6393,600,4,1,44633
6394,400,0,2,44633
6395,600,0,3,44633
6396,833,0,0,44634
6397,800,0,1,44634
6398,1000,0,2,44634
6399,1200,0,3,44634
6400,1677,0,0,44635
6401,123,0,1,44635
6402,400,0,2,44635
6403,0,0,0,44638
6404,2000,4,1,44638
6405,200,0,2,44638
6406,900,0,0,44643
6407,300,0,1,44643
6408,400,4,2,44643
6409,400,0,3,44643
6410,0,0,0,44650
6411,1000,0,1,44650
6412,1000,0,2,44650
6413,800,4,3,44650
6414,600,0,4,44650
6415,0,16,0,44655
6416,500,0,1,44655
6417,500,0,2,44655
6418,500,0,3,44655
6419,500,0,4,44655
6420,500,0,5,44655
6421,500,0,6,44655
6422,800,0,0,44656
6423,2700,4,1,44656
6424,33,0,2,44656
6425,700,0,3,44656
6426,601,0,4,44656
6427,4500,0,0,44663
6428,66,4,1,44663
6429,600,0,2,44663
6430,734,0,3,44663
6431,2000,0,0,44671
6432,2000,0,0,44672
6433,2000,0,0,44673
6434,2000,0,0,44674
6435,2000,0,0,44675
6436,2000,0,0,44676
6437,2000,0,0,44677
6438,2000,0,0,44678
6439,2000,0,0,44679
6440,2000,0,0,44680
6441,2000,0,0,44683
6442,2000,0,0,44684
6443,2000,0,0,44685
6444,2000,0,0,44686
6445,2000,0,0,44687
6446,0,0,0,44691
6447,1000,0,1,44691
6448,0,0,0,44694
6449,4000,0,1,44694
6450,0,16,0,44703
6451,500,0,1,44703
6452,500,0,2,44703
6453,500,0,3,44703
6454,500,0,4,44703
6455,500,0,5,44703
6456,500,0,6,44703
6457,2000,4,0,44714
6458,1,0,1,44714
6459,199,0,2,44714
6460,500,4,0,44717
6461,1000,0,1,44717
6462,1000,0,2,44717
6463,0,16,0,44726
6464,500,0,1,44726
6465,500,0,2,44726
6466,500,0,3,44726
6467,500,0,4,44726
6468,500,0,5,44726
6469,500,0,6,44726
6470,0,16,0,44727
6471,500,0,1,44727
6472,500,0,2,44727
6473,500,0,3,44727
6474,500,0,4,44727
6475,500,0,5,44727
6476,500,0,6,44727
6477,0,0,0,44729
6478,3500,0,1,44729
6479,0,0,0,44732
6480,7000,0,1,44732
6481,0,20,0,44741
6482,1,0,1,44741
6483,999,0,2,44741
6484,1167,0,0,44742
6485,8000,4,1,44742
6486,833,0,2,44742
6487,0,0,0,44767
6488,1000,0,1,44767
6489,3000,0,2,44767
6490,0,0,0,44775
6491,400,0,1,44775
6492,633,0,2,44775
6493,667,0,3,44775
6494,1533,0,4,44775
6495,766,20,5,44775
6496,1001,0,6,44775
6497,0,0,0,44778
6498,2000,4,1,44778
6499,2000,0,0,44785
6500,733,0,1,44785
6501,167,0,2,44785
6502,700,4,3,44785
6503,1600,0,4,44785
6504,2000,4,0,44791
6505,466,0,1,44791
6506,200,0,2,44791
6507,0,0,0,44794
6508,1167,16,1,44794
6509,58000,4,2,44794
6510,1000,0,3,44794
6511,0,16,0,44799
6512,2000,4,1,44799
6513,500,0,2,44799
6514,300,0,0,44801
6515,500,4,1,44801
6516,200,0,2,44801
6517,0,0,0,44804
6518,333,0,1,44804
6519,600,0,2,44804
6520,933,0,3,44804
6521,800,0,4,44804
6522,634,0,5,44804
6523,0,0,0,44805
6524,1000,0,1,44805
6525,1000,0,2,44805
6526,1000,4,3,44805
6527,0,0,0,44818
6528,333,0,1,44818
6529,600,0,2,44818
6530,1733,0,3,44818
6531,634,0,4,44818
6532,0,0,0,44838
6533,833,0,1,44838
6534,1666,0,2,44838
6535,2501,4,3,44838
6536,1000,0,4,44838
6537,1000,0,0,44854
6538,133,0,1,44854
6539,267,0,2,44854
6540,100,0,3,44854
6541,133,0,4,44854
6542,267,0,5,44854
6543,0,0,0,44855
6544,266,0,1,44855
6545,267,0,2,44855
6546,266,0,3,44855
6547,367,0,4,44855
6548,333,0,5,44855
6549,433,0,6,44855
6550,300,0,7,44855
6551,333,0,8,44855
6552,233,0,9,44855
6553,468,0,10,44855
6554,0,0,0,44862
6555,1800,0,1,44862
6556,1000,0,2,44862
6557,1066,0,3,44862
6558,1100,0,4,44862
6559,3534,0,5,44862
6560,2000,0,0,44873
6561,1200,0,1,44873
6562,500,0,2,44873
6563,500,0,3,44873
6564,500,0,4,44873
6565,500,0,5,44873
6566,500,0,6,44873
6567,500,0,7,44873
6568,500,0,8,44873
6569,500,0,9,44873
6570,500,0,10,44873
6571,500,0,11,44873
6572,500,0,12,44873
6573,500,0,13,44873
6574,500,0,14,44873
6575,5000,0,0,44881
6576,0,0,0,44886
6577,1000,0,1,44886
6578,1000,0,2,44886
6579,1000,0,3,44886
6580,1000,0,4,44886
6581,500,0,5,44886
6582,5000,0,0,44906
6583,5200,0,1,44906
6584,3000,0,2,44906
6585,3000,0,3,44906
6586,3000,0,4,44906
6587,2000,0,5,44906
6588,3000,0,6,44906
6589,3000,0,7,44906
6590,3000,0,8,44906
6591,3000,0,9,44906
6592,3000,0,10,44906
6593,3000,0,11,44906
6594,0,0,0,44918
6595,5833,0,1,44918
6596,0,0,0,44919
6597,666,0,1,44919
6598,666,0,2,44919
6599,666,0,3,44919
6600,666,0,4,44919
6601,666,0,5,44919
6602,666,0,6,44919
6603,666,0,7,44919
6604,666,0,8,44919
6605,0,0,0,44921
6606,500,0,1,44921
6607,500,0,2,44921
6608,500,0,3,44921
6609,500,0,4,44921
6610,0,0,0,44922
6611,867,0,1,44922
6612,2133,4,2,44922
6613,1500,0,3,44922
6614,0,0,0,44925
6615,1000,0,1,44925
6616,500,0,2,44925
6617,500,4,3,44925
6618,2000,0,4,44925
6619,1000,0,5,44925
6620,1500,0,0,44929
6621,1000,0,1,44929
6622,0,0,0,44982
6623,1000,4,1,44982
6624,2000,0,2,44982
6625,0,0,0,44987
6626,4500,4,1,44987
6627,500,0,2,44987
6628,900,0,0,44989
6629,600,0,1,44989
6630,8000,0,2,44989
6631,466,0,0,45003
6632,5034,4,1,45003
6633,1000,0,2,45003
6634,0,0,0,45005
6635,3000,4,1,45005
6636,2300,0,2,45005
6637,200,0,3,45005
6638,0,0,0,45010
6639,3000,4,1,45010
6640,1000,0,2,45010
6641,12000,0,3,45010
6642,1500,4,0,45012
6643,500,0,1,45012
6644,0,0,0,45016
6645,2000,0,1,45016
6646,56000,4,2,45016
6647,2000,0,3,45016
6648,0,16,0,45025
6649,5334,4,1,45025
6650,166,0,2,45025
6651,0,16,0,45026
6652,3000,0,1,45026
6653,7000,4,2,45026
6654,1333,0,3,45026
6655,0,0,0,45032
6656,1000,0,1,45032
6657,1000,0,2,45032
6658,1000,0,3,45032
6659,0,0,0,45048
6660,500,0,1,45048
6661,1000,0,2,45048
6662,2000,4,3,45048
6663,1000,0,4,45048
6664,0,0,0,45060
6665,1000,0,1,45060
6666,1000,0,2,45060
6667,1000,4,3,45060
6668,0,16,0,45062
6669,9000,4,1,45062
6670,1000,0,2,45062
6671,0,0,0,45063
6672,10000,0,1,45063
6673,0,0,0,45064
6674,10000,0,1,45064
6675,0,16,0,45065
6676,9000,4,1,45065
6677,1000,0,2,45065
6678,1500,4,0,45067
6679,500,0,1,45067
6680,800,0,2,45067
6681,1000,0,3,45067
6682,2000,4,0,45069
6683,500,0,1,45069
6684,833,0,2,45069
6685,2000,4,0,45070
6686,133,0,1,45070
6687,67,0,2,45070
6688,200,0,3,45070
6689,100,0,4,45070
6690,50,0,5,45070
6691,216,0,6,45070
6692,100,0,7,45070
6693,634,0,8,45070
6694,0,16,0,45072
6695,5000,4,1,45072
6696,0,0,0,45083
6697,500,0,1,45083
6698,1000,0,2,45083
6699,2000,4,3,45083
6700,1000,0,4,45083
6701,0,512,0,45093
6702,1,0,1,45093
6703,9,0,2,45093
6704,10,0,3,45093
6705,480,0,4,45093
6706,200,0,5,45093
6707,1,0,6,45093
6708,199,0,7,45093
6709,0,0,0,45095
6710,500,0,1,45095
6711,500,0,2,45095
6712,500,0,3,45095
6713,33,0,0,45099
6714,33,0,0,45102
6715,1500,4,0,45117
6716,566,0,1,45117
6717,200,0,2,45117
6718,200,0,3,45117
6719,200,0,4,45117
6720,0,0,0,45162
6721,2000,4,1,45162
6722,2000,4,0,45163
6723,300,0,1,45163
6724,500,0,2,45163
6725,300,16,3,45163
6726,1000,0,4,45163
6727,1000,0,5,45163
6728,2000,0,6,45163
6729,1000,0,7,45163
6730,0,0,0,45170
6731,2500,0,1,45170
6732,133,0,0,45174
6733,300,0,1,45174
6734,333,0,2,45174
6735,66,0,0,45191
6736,33,0,1,45191
6737,34,0,2,45191
6738,400,0,0,45192
6739,33,0,1,45192
6740,34,0,2,45192
6741,0,0,0,45196
6742,500,0,1,45196
6743,500,0,2,45196
6744,500,0,3,45196
6745,0,0,0,45197
6746,500,0,1,45197
6747,500,0,2,45197
6748,500,0,3,45197
6749,0,0,0,45198
6750,500,0,1,45198
6751,500,0,2,45198
6752,500,0,3,45198
6753,0,0,0,45200
6754,500,0,1,45200
6755,500,0,2,45200
6756,500,0,3,45200
6757,2000,20,0,45201
6758,500,0,1,45201
6759,500,0,2,45201
6760,500,0,3,45201
6761,500,0,4,45201
6762,0,0,0,45207
6763,533,0,1,45207
6764,1054,0,2,45207
6765,0,0,0,45218
6766,1100,0,1,45218
6767,400,0,2,45218
6768,500,0,3,45218
6769,400,0,4,45218
6770,600,0,5,45218
6771,0,0,0,45236
6772,3000,0,1,45236
6773,3000,0,2,45236
6774,3000,4,3,45236
6775,0,768,0,45246
6776,1500,0,1,45246
6777,1000,20,2,45246
6778,1000,0,3,45246
6779,1000,0,4,45246
6780,1000,0,5,45246
6781,1000,0,6,45246
6782,1000,0,7,45246
6783,1000,0,8,45246
6784,1000,0,9,45246
6785,1000,0,10,45246
6786,0,0,0,45260
6787,1500,4,1,45260
6788,550,0,2,45260
6789,2233,0,0,45270
6790,1,0,1,45270
6791,1,0,2,45270
6792,0,0,0,45272
6793,500,0,1,45272
6794,0,0,0,45287
6795,2967,4,1,45287
6796,200,0,2,45287
6797,2500,4,0,45288
6798,100,0,1,45288
6799,100,0,2,45288
6800,100,0,3,45288
6801,100,0,4,45288
6802,66,0,5,45288
6803,434,0,6,45288
6804,0,0,0,45289
6805,1500,4,1,45289
6806,600,0,2,45289
6807,450,16,3,45289
6808,0,0,0,45296
6809,500,0,1,45296
6810,0,0,0,45297
6811,500,0,1,45297
6812,0,0,0,45302
6813,1200,0,1,45302
6814,750,0,2,45302
6815,916,256,3,45302
6816,800,256,4,45302
6817,1500,260,0,45303
6818,500,256,1,45303
6819,500,256,2,45303
6820,500,256,3,45303
6821,500,256,4,45303
6822,500,256,5,45303
6823,0,0,0,45319
6824,700,0,1,45319
6825,887,0,2,45319
6826,0,16,0,45327
6827,1250,0,1,45327
6828,0,16,0,45328
6829,1250,0,1,45328
6830,0,0,0,45329
6831,1250,0,1,45329
6832,0,0,0,45330
6833,1250,0,1,45330
6834,0,16,0,45332
6835,1250,0,1,45332
6836,0,0,0,45333
6837,1250,0,1,45333
6838,0,0,0,45334
6839,1250,0,1,45334
6840,3300,4,0,45335
6841,466,0,1,45335
6842,200,0,2,45335
6843,100,0,3,45335
6844,200,0,4,45335
6845,0,0,0,45336
6846,20000,0,1,45336
6847,0,0,0,45337
6848,20000,0,1,45337
6849,0,0,0,45338
6850,20000,0,1,45338
6851,0,0,0,45339
6852,20000,0,1,45339
6853,0,0,0,45357
6854,1666,0,1,45357
6855,100,0,2,45357
6856,0,16,0,45365
6857,10000,4,1,45365
6858,0,16,0,45366
6859,10000,4,1,45366
6860,0,16,0,45368
6861,20000,4,1,45368
6862,0,16,0,45370
6863,20000,4,1,45370
6864,0,0,0,45371
6865,1800,4,1,45371
6866,200,0,2,45371
6867,500,0,3,45371
6872,2000,20,0,45387
6873,466,0,1,45387
6874,34,0,2,45387
6875,1500,0,3,45387
6876,0,0,0,45389
6877,500,0,1,45389
6878,500,0,2,45389
6879,500,0,3,45389
6880,500,20,4,45389
6881,500,0,5,45389
6882,500,0,6,45389
6883,500,0,7,45389
6884,500,0,8,45389
6885,500,0,9,45389
6886,500,0,10,45389
6887,500,0,11,45389
6888,500,0,12,45389
6889,500,0,13,45389
6890,500,0,14,45389
6891,500,0,15,45389
6892,2500,0,0,45390
6893,500,0,1,45390
6894,500,0,2,45390
6895,500,0,3,45390
6896,500,0,4,45390
6897,500,0,5,45390
6898,500,0,6,45390
6899,500,0,7,45390
6900,500,0,8,45390
6901,500,0,9,45390
6902,0,0,0,45399
6903,4000,0,1,45399
6904,200,0,2,45399
6905,1000,0,0,45451
6906,500,0,1,45451
6907,500,0,2,45451
6908,500,0,3,45451
6909,500,0,4,45451
6910,500,0,5,45451
6911,500,4,6,45451
6912,0,0,0,45462
6913,998,0,1,45462
6914,1,0,2,45462
6915,1,4,3,45462
6916,1500,0,0,45467
6917,500,0,1,45467
6918,500,0,2,45467
6919,500,0,3,45467
6920,0,16,0,45480
6921,40,0,1,45480
6922,4000,0,2,45480
6923,0,16,0,45487
6924,40,0,1,45487
6925,4000,0,2,45487
6926,0,16,0,45488
6927,40,0,1,45488
6928,4000,0,2,45488
6929,0,16,0,45489
6930,40,0,1,45489
6931,4000,0,2,45489
6932,0,16,0,45490
6933,40,0,1,45490
6934,4000,0,2,45490
6935,0,0,0,45494
6936,333,0,1,45494
6937,200,0,2,45494
6938,467,0,3,45494
6939,333,0,4,45494
6940,200,0,5,45494
6941,467,0,6,45494
6942,1000,0,7,45494
6943,0,0,0,45500
6944,2000,20,1,45500
6945,500,0,2,45500
6946,500,0,3,45500
6947,500,0,4,45500
6948,500,0,5,45500
6949,500,0,6,45500
6950,0,0,0,45501
6951,1000,0,1,45501
6952,500,0,2,45501
6953,0,0,0,45503
6954,8000,0,1,45503
6955,0,0,0,45506
6956,1400,4,1,45506
6957,600,0,2,45506
6958,1250,0,3,45506
6959,250,0,4,45506
6960,1000,0,5,45506
6961,0,0,0,45509
6962,3000,4,1,45509
6963,0,0,0,45541
6964,300,0,1,45541
6965,2000,4,0,45555
6966,400,0,1,45555
6967,500,0,0,45562
6968,50,0,1,45562
6969,66,0,0,45564
6970,367,0,1,45564
6971,300,0,2,45564
6972,1234,0,3,45564
6973,600,0,4,45564
6974,2000,4,0,45565
6975,400,0,1,45565
6976,2200,4,0,45566
6977,766,0,1,45566
6978,734,0,2,45566
6979,200,0,3,45566
6980,0,0,0,45581
6981,1500,0,1,45581
6982,66,0,0,45594
6983,334,0,1,45594
6984,466,0,2,45594
6985,334,0,3,45594
6986,466,0,4,45594
6987,334,0,5,45594
6988,100,4,6,45594
6989,1200,0,0,45605
6990,133,0,1,45605
6991,200,0,2,45605
6992,200,0,3,45605
6993,167,0,4,45605
6994,1500,276,0,45606
6995,800,0,1,45606
6996,0,0,0,45614
6997,1500,0,1,45614
6998,500,0,2,45614
6999,500,0,3,45614
7000,500,0,4,45614
7001,500,0,5,45614
7002,500,0,6,45614
7003,500,0,7,45614
7004,500,0,8,45614
7005,500,0,9,45614
7006,500,0,10,45614
7007,500,0,11,45614
7008,500,0,12,45614
7009,500,0,13,45614
7010,500,0,0,45618
7011,500,0,1,45618
7012,500,0,2,45618
7013,500,0,3,45618
7014,1000,4,4,45618
7015,500,0,5,45618
7016,1500,4,0,45622
7017,100,0,1,45622
7018,33,0,2,45622
7019,233,0,3,45622
7020,234,0,4,45622
7021,2500,0,0,45624
7022,100,0,1,45624
7023,0,0,0,45625
7024,1500,0,1,45625
7025,0,0,0,45626
7026,1500,0,1,45626
7027,0,0,0,45627
7028,1500,0,1,45627
7029,0,0,0,45628
7030,1500,0,1,45628
7031,0,0,0,45629
7032,1500,0,1,45629
7033,0,0,0,45630
7034,1500,0,1,45630
7035,0,0,0,45641
7036,300,0,1,45641
7037,100,0,2,45641
7038,0,0,0,45645
7039,1100,0,1,45645
7040,1100,0,2,45645
7041,1100,0,3,45645
7042,2100,0,4,45645
7043,0,0,0,45653
7044,1000,0,1,45653
7045,350,0,2,45653
7046,2000,20,0,45658
7047,1400,4,0,45668
7048,400,0,1,45668
7049,400,0,2,45668
7050,400,0,3,45668
7051,1000,0,0,45669
7052,1000,0,1,45669
7053,1000,0,2,45669
7054,1000,4,3,45669
7055,0,0,0,45671
7056,1500,0,1,45671
7057,500,0,2,45671
7058,500,0,3,45671
7059,500,0,4,45671
7060,500,0,5,45671
7061,500,0,6,45671
7062,0,0,0,45672
7063,1500,0,1,45672
7064,500,0,2,45672
7065,500,0,3,45672
7066,500,0,4,45672
7067,500,0,5,45672
7068,500,0,6,45672
7069,0,0,0,45673
7070,1500,0,1,45673
7071,500,0,2,45673
7072,500,0,3,45673
7073,500,0,4,45673
7074,500,0,5,45673
7075,500,0,6,45673
7076,433,0,0,45685
7077,167,0,1,45685
7078,133,0,2,45685
7079,200,0,3,45685
7080,167,0,4,45685
7081,166,0,5,45685
7082,167,0,6,45685
7083,167,0,7,45685
7084,166,0,8,45685
7085,234,0,9,45685
7086,0,0,0,45693
7087,1,0,1,45693
7088,2999,0,2,45693
7089,0,0,0,45708
7090,100,0,1,45708
7091,2400,0,2,45708
7092,6500,0,3,45708
7093,6500,0,4,45708
7094,6500,0,5,45708
7095,0,0,0,45730
7096,300,0,1,45730
7097,1000,0,0,45732
7098,333,0,1,45732
7099,333,0,2,45732
7100,334,0,3,45732
7101,2000,4,0,45734
7102,300,0,1,45734
7103,0,0,0,45737
7104,3000,0,1,45737
7105,3200,0,2,45737
7106,0,0,0,45741
7107,1100,0,1,45741
7108,1100,0,2,45741
7109,1100,0,3,45741
7110,1100,0,4,45741
7111,1100,0,5,45741
7112,1100,0,6,45741
7113,0,0,0,45742
7114,100,16,1,45742
7115,2400,0,2,45742
7116,6700,0,3,45742
7117,5500,0,4,45742
7118,650,0,5,45742
7119,6700,0,6,45742
7120,5500,0,7,45742
7121,650,0,8,45742
7122,1500,4,0,45745
7123,550,0,1,45745
7124,500,0,2,45745
7125,1400,4,0,45746
7126,1200,0,1,45746
7127,1000,16,2,45746
7128,1000,0,3,45746
7129,0,0,0,45747
7130,1100,0,1,45747
7131,1100,0,2,45747
7132,1100,0,3,45747
7133,1100,0,4,45747
7134,1100,0,5,45747
7135,0,0,0,45748
7136,300,0,1,45748
7137,200,0,2,45748
7138,0,0,0,45755
7139,1500,0,1,45755
7140,500,0,2,45755
7141,500,0,3,45755
7142,500,0,4,45755
7143,500,0,5,45755
7144,500,0,6,45755
7145,500,0,7,45755
7146,500,0,8,45755
7147,500,0,9,45755
7148,500,0,10,45755
7149,500,0,11,45755
7150,500,0,12,45755
7151,500,0,13,45755
7152,1000,4,0,45756
7153,500,0,1,45756
7154,500,0,2,45756
7155,500,0,3,45756
7156,500,0,4,45756
7157,500,0,5,45756
7158,500,0,6,45756
7159,0,0,0,45764
7160,1,0,1,45764
7161,999,0,2,45764
7162,1000,0,3,45764
7163,0,0,0,45770
7164,500,0,1,45770
7165,500,0,2,45770
7166,500,0,3,45770
7167,500,0,4,45770
7168,500,0,5,45770
7169,500,0,6,45770
7170,500,0,7,45770
7171,500,4,8,45770
7172,233,0,0,45781
7173,300,0,1,45781
7174,900,0,2,45781
7175,833,0,3,45781
7176,834,0,4,45781
7177,2000,4,0,45782
7178,400,0,1,45782
7179,0,0,0,45784
7180,1000,0,1,45784
7181,1000,0,2,45784
7182,1000,0,3,45784
7183,1000,0,4,45784
7184,1000,0,5,45784
7185,1000,4,6,45784
7186,0,0,0,45787
7187,1500,0,1,45787
7188,500,0,2,45787
7189,500,0,3,45787
7190,500,0,4,45787
7191,500,0,5,45787
7192,500,0,6,45787
7193,500,0,7,45787
7194,500,0,8,45787
7195,500,0,9,45787
7196,500,0,10,45787
7197,500,0,11,45787
7198,500,0,12,45787
7199,500,0,13,45787
7200,1267,0,0,45793
7201,333,4,1,45793
7202,667,0,2,45793
7203,333,0,3,45793
7204,667,0,4,45793
7205,333,0,5,45793
7206,667,0,6,45793
7207,333,0,7,45793
7208,500,0,8,45793
7209,0,0,0,45795
7210,500,0,1,45795
7211,500,0,2,45795
7212,500,0,3,45795
7213,500,0,4,45795
7214,500,0,5,45795
7215,600,4,6,45795
7216,566,0,7,45795
7217,200,0,8,45795
7218,0,0,0,45800
7219,1000,0,1,45800
7220,500,0,2,45800
7221,500,0,3,45800
7222,500,0,4,45800
7223,500,0,5,45800
7224,500,0,6,45800
7225,500,0,7,45800
7226,500,0,8,45800
7227,500,0,9,45800
7228,0,0,0,45807
7229,1000,0,1,45807
7230,500,0,2,45807
7231,500,0,3,45807
7232,500,0,4,45807
7233,500,0,5,45807
7234,500,0,6,45807
7235,500,0,7,45807
7236,500,0,8,45807
7237,500,0,9,45807
7238,0,0,0,45810
7239,2000,0,1,45810
7240,400,0,2,45810
7241,0,0,0,45813
7242,1500,4,1,45813
7243,200,0,2,45813
7244,333,0,3,45813
7245,2000,0,4,45813
7246,200,2,5,45813
7247,600,0,6,45813
7248,2000,0,7,45813
7249,200,0,8,45813
7250,333,0,9,45813
7251,2000,0,10,45813
7252,200,256,11,45813
7253,500,0,12,45813
7254,0,0,0,45819
7255,1500,0,1,45819
7256,933,0,2,45819
7257,500,0,3,45819
7258,500,0,4,45819
7259,2000,4,0,45820
7260,48,0,1,45820
7261,53,0,2,45820
7262,45,0,3,45820
7263,53,0,4,45820
7264,1,0,5,45820
7265,750,4,0,45823
7266,250,0,1,45823
7267,250,0,2,45823
7268,250,0,3,45823
7269,250,0,4,45823
7270,250,0,5,45823
7271,250,16,6,45823
7272,2000,0,0,45826
7273,500,4,1,45826
7274,500,16,2,45826
7275,500,0,3,45826
7276,500,0,4,45826
7277,500,0,5,45826
7278,500,0,6,45826
7279,500,0,7,45826
7280,500,0,8,45826
7281,0,512,0,45830
7282,400,0,1,45830
7283,400,0,2,45830
7284,400,0,3,45830
7285,400,0,4,45830
7286,1500,4,0,45832
7287,300,0,1,45832
7288,400,0,0,45833
7289,433,0,1,45833
7290,433,0,2,45833
7291,1000,0,3,45833
7292,484,0,4,45833
7293,500,0,5,45833
7294,750,0,6,45833
7295,0,0,0,45855
7296,4000,16,1,45855
7297,26000,0,2,45855
7298,1800,4,0,45860
7299,233,0,1,45860
7300,500,0,2,45860
7301,0,0,0,45868
7302,4000,0,1,45868
7303,2000,20,0,45874
7304,1000,0,1,45874
7305,1500,0,2,45874
7306,0,0,0,45890
7307,366,0,1,45890
7308,100,0,2,45890
7309,4000,0,0,45897
7310,12000,4,1,45897
7311,0,0,0,45898
7312,1500,0,1,45898
7313,933,0,2,45898
7314,500,0,3,45898
7315,0,0,0,45905
7316,2000,0,1,45905
7317,2000,0,2,45905
7318,1000,0,3,45905
7319,2000,4,0,45911
7320,300,0,1,45911
7321,200,0,2,45911
7322,1000,0,3,45911
7323,1000,0,4,45911
7324,500,0,0,45913
7325,1000,0,1,45913
7326,1000,0,0,45917
7327,466,0,1,45917
7328,34,0,2,45917
7329,500,0,0,45918
7330,1000,0,1,45918
7331,0,0,0,45946
7332,566,0,1,45946
7333,167,0,2,45946
7334,133,0,3,45946
7335,767,0,4,45946
7336,167,0,5,45946
7337,166,0,6,45946
7338,934,0,7,45946
7339,300,0,8,45946
7340,100,0,9,45946
7341,833,0,10,45946
7342,1700,0,11,45946
7343,800,0,0,45950
7344,833,0,1,45950
7345,500,0,2,45950
7346,500,0,3,45950
7347,500,0,4,45950
7348,200,0,0,45951
7349,800,0,1,45951
7350,200,0,2,45951
7351,600,0,3,45951
7352,4000,4,0,45962
7353,1,0,1,45962
7354,1000,0,0,45987
7355,500,0,1,45987
7356,500,0,2,45987
7357,500,0,3,45987
7358,500,0,4,45987
7359,500,4,5,45987
7360,500,0,6,45987
7361,0,0,0,45995
7362,1600,0,1,45995
7363,150,0,2,45995
7364,50,0,3,45995
7365,150,0,4,45995
7366,1000,0,0,46006
7367,500,0,1,46006
7368,500,0,2,46006
7369,500,4,3,46006
7370,500,0,4,46006
7371,0,0,0,46010
7372,500,0,1,46010
7373,0,512,0,46015
7374,1,0,1,46015
7375,1999,0,2,46015
7376,0,0,0,46024
7377,1500,4,1,46024
7378,933,0,2,46024
7379,817,0,3,46024
7380,0,0,0,46044
7381,20000,0,1,46044
7382,2000,4,0,46049
7383,400,0,1,46049
7384,400,0,2,46049
7385,300,0,3,46049
7386,0,0,0,46061
7387,333,0,1,46061
7388,1001,0,2,46061
7389,0,0,0,46069
7390,2000,0,1,46069
7391,2000,0,2,46069
7392,2000,0,3,46069
7393,2000,0,4,46069
7394,3000,0,5,46069
7395,2000,0,6,46069
7396,2000,0,7,46069
7397,2000,0,8,46069
7398,2000,0,9,46069
7399,3000,0,10,46069
7400,2000,0,11,46069
7401,2000,0,12,46069
7402,2000,0,13,46069
7403,0,0,0,46087
7404,500,0,1,46087
7405,250,0,2,46087
7406,50,0,3,46087
7407,750,0,4,46087
7408,0,0,0,46096
7409,350,0,1,46096
7410,150,0,2,46096
7411,2500,0,3,46096
7412,0,0,0,46101
7413,343,0,1,46101
7414,991,0,2,46101
7415,2250,4,0,46109
7416,250,0,1,46109
7417,500,0,2,46109
7418,1500,4,0,46110
7419,1000,0,1,46110
7420,500,0,2,46110
7421,500,0,3,46110
7422,500,0,4,46110
7423,500,0,5,46110
7424,500,0,6,46110
7425,500,0,7,46110
7426,500,0,8,46110
7427,500,0,9,46110
7428,500,0,10,46110
7429,500,0,11,46110
7430,500,0,12,46110
7431,500,0,13,46110
7432,500,0,14,46110
7433,500,0,15,46110
7434,0,0,0,46111
7435,66,0,1,46111
7436,334,0,2,46111
7437,333,0,3,46111
7438,333,0,4,46111
7439,667,0,5,46111
7440,334,0,6,46111
7441,333,0,7,46111
7442,333,0,8,46111
7443,267,4,9,46111
7444,2000,0,10,46111
7445,1900,0,0,46125
7446,633,0,1,46125
7447,1017,0,2,46125
7448,50,0,3,46125
7449,1000,4,4,46125
7450,200,0,5,46125
7451,433,0,0,46128
7452,167,0,1,46128
7453,133,0,2,46128
7454,200,0,3,46128
7455,167,0,4,46128
7456,166,0,5,46128
7457,167,0,6,46128
7458,167,0,7,46128
7459,166,0,8,46128
7460,234,0,9,46128
7461,2000,4,0,46145
7462,133,0,1,46145
7463,67,0,2,46145
7464,200,0,3,46145
7465,100,0,4,46145
7466,50,0,5,46145
7467,216,0,6,46145
7468,100,0,7,46145
