"ID","lootSpellTypeEnum","lootSpellPickupEnumFlags","creature2Id","buttonIcon","localizedTextIdName","localizedTextIdDescription","visualEffectId","data","dataValue"
740,1,0,29916,"",0,0,14797,0,448740
741,2,0,0,"",0,0,0,1396,150
742,2,0,0,"",0,0,0,1397,150
743,2,0,0,"",0,0,0,1396,300
744,2,0,0,"",0,0,0,1397,300
745,2,0,0,"",0,0,0,1396,450
746,2,0,0,"",0,0,0,1397,450
747,2,16,0,"",0,0,0,1453,50
748,2,16,0,"",0,0,0,1453,250
749,2,16,0,"",0,0,0,1453,500
750,2,16,0,"",0,0,0,1453,1000
751,2,16,0,"",0,0,0,1453,50
