"ID","type","flags","data","count","localizedTextIdFull","worldLocationsIdIndicator00","worldLocationsIdIndicator01","worldLocationsIdIndicator02","worldLocationsIdIndicator03","maxTimeAllowedMS","localizedTextIdShort","targetGroupIdRewardPane","questDirectionId"
8964,32,0,33,5,225396,19464,19465,19466,19604,0,225397,4192,0
8965,5,20,0,3,225442,19419,25834,33176,46990,0,225443,3957,0
8966,5,20,0,3,225445,19648,0,0,0,0,225446,3958,0
8967,10,44,0,6,0,0,0,0,0,0,0,0,0
8968,5,3,26119,1,225775,19417,0,0,0,0,225776,8159,0
8969,2,4,26099,1,225798,20226,0,0,0,0,225799,0,0
8970,14,7,2834,4,225807,19521,19522,0,0,0,225808,0,0
8971,22,3,3057,1,225855,19589,0,0,0,0,225856,0,0
8973,2,516,26189,10,225982,19521,19522,19523,0,0,225983,0,0
8974,5,0,0,5,226206,19419,0,0,0,0,226207,0,0
8975,5,0,0,3,226208,19419,0,0,0,0,226209,0,0
8977,12,4,26331,4,226256,20863,0,0,0,0,226257,0,0
8981,3,18,14042,1,226782,10242,0,0,0,0,226783,0,0
8982,8,4,12619,18,227207,8410,8411,8412,8513,0,227208,2854,0
8983,8,4,7919,3,227228,8709,8410,8411,8412,0,227229,7919,0
8984,17,2,1338,1,229478,8709,0,0,0,0,229479,0,0
8986,2,7,26444,1,229485,19836,0,0,0,0,229486,7932,122
8987,5,24,0,1,0,0,0,0,0,0,0,0,0
8988,5,0,0,1,227709,19662,0,0,0,0,227712,0,0
8989,5,3,0,1,227710,19663,0,0,0,0,227713,0,0
8990,5,3,0,1,227711,19664,0,0,0,0,227714,0,0
8991,22,3,3065,1,227783,19665,0,0,0,0,227784,0,0
8994,5,3,0,1,227776,19605,0,0,0,0,227777,0,0
8995,14,7,2858,3,227920,19670,0,0,0,0,227921,0,12
8998,2,135,25992,1,228262,19683,0,0,0,0,228265,6510,0
8999,12,3,46980,1,228256,19682,0,0,0,0,228257,6509,0
9002,5,3,0,1,228894,19699,0,0,0,0,229438,7874,0
9003,5,40,0,2,228681,0,0,0,0,0,0,0,0
9006,18,0,2882,3,229097,0,0,0,0,0,229141,0,0
9007,10,0,0,3,229098,0,0,0,0,0,229142,0,0
9014,8,4,3968,8,229657,19472,0,0,0,0,229658,0,0
9015,22,0,3079,1,229828,19476,0,0,0,0,229829,0,0
9016,3,16,26675,1,230042,20263,0,0,0,0,230043,0,0
9018,22,0,3084,1,230257,20560,50209,0,0,0,230258,0,2
9019,12,7,46850,1,230259,19386,0,0,0,0,230260,6497,557
9022,22,3,3092,1,230574,19932,0,0,0,0,230575,0,8
9023,12,3,26613,1,230583,19986,0,0,0,0,230584,0,9
9024,32,3,45,6,230586,20018,20019,20020,0,0,230587,6460,10
9025,22,3,3093,1,230576,19934,0,0,0,0,230578,0,0
9027,8,4,2894,7,230610,20018,20019,20020,0,0,230611,0,11
9032,14,5,2898,5,230764,20018,20019,20020,0,0,230765,6425,11
9033,12,3,10573,1,230801,7327,0,0,0,0,230802,0,0
9034,3,4,26664,1,230797,45426,0,0,0,0,230798,0,0
9037,8,516,3040,10,230933,20052,20053,0,0,0,230934,0,0
9038,14,12,2901,5,231034,20052,20053,0,0,0,231035,0,0
9039,12,0,0,1,231059,20052,20053,0,0,0,231060,2901,0
9042,32,3,48,1,231112,20063,0,0,0,0,231113,3286,0
9043,5,0,0,1,231227,20075,0,0,0,0,231228,0,0
9044,32,0,49,6,231249,20058,0,0,0,0,231250,4102,185
9045,12,128,26135,1,231427,19387,0,0,0,0,231428,0,0
9047,3,7,26717,1,231484,20102,0,0,0,0,231485,6369,0
9048,12,0,26261,1,231582,19491,0,0,0,0,231583,0,0
9049,12,0,26262,1,231596,19492,0,0,0,0,231597,0,0
9050,12,0,26730,1,231611,20112,0,0,0,0,231612,0,0
9053,22,0,3129,1,231883,20123,0,0,0,0,231890,0,0
9054,25,7,209,1,231893,20123,0,0,0,0,231894,0,0
9055,33,0,158,1,231672,28187,0,0,0,0,231673,0,0
9056,33,0,159,1,231674,28187,0,0,0,0,231675,0,0
9057,33,0,160,1,231676,28187,0,0,0,0,231677,0,0
9058,33,0,161,1,231678,28187,0,0,0,0,231679,0,0
9059,4,0,14526,1,231684,28187,0,0,0,0,231685,0,0
9060,4,0,14527,1,231686,28187,0,0,0,0,231687,0,0
9061,4,0,14528,1,231688,18858,0,0,0,0,231689,0,0
9062,4,0,14529,1,231690,18858,0,0,0,0,231691,0,0
9065,33,0,166,2,231748,28187,0,0,0,0,231749,0,0
9066,33,0,167,2,231750,28187,0,0,0,0,231751,0,0
9067,33,0,168,2,231752,28187,0,0,0,0,231753,0,0
9068,33,0,169,2,231754,28187,0,0,0,0,231755,0,0
9070,4,0,14534,2,231759,28187,0,0,0,0,231760,0,0
9071,4,0,14535,2,231761,28187,0,0,0,0,231762,0,0
9072,4,0,14536,2,231763,15902,0,0,0,0,231764,0,0
9073,4,0,14537,2,231765,15902,0,0,0,0,231766,0,0
9075,33,0,174,2,231783,14808,0,0,0,0,231784,0,0
9076,33,0,175,2,231785,14808,0,0,0,0,231786,0,0
9077,33,0,176,2,231787,14808,0,0,0,0,231788,0,0
9078,33,0,177,2,231789,14808,0,0,0,0,231790,0,0
9079,4,0,14542,2,231796,14808,0,0,0,0,231797,0,0
9080,4,0,14543,2,231798,14808,0,0,0,0,231799,0,0
9081,4,0,14544,2,231800,14808,0,0,0,0,231801,0,0
9084,32,0,51,8,234976,20157,20159,20158,0,0,234977,5335,0
9085,12,7,26749,1,231891,20123,0,0,0,0,231892,0,0
9087,5,4,14297,1,231866,10344,0,0,0,0,231867,7722,0
9088,22,0,3131,1,231873,0,0,0,0,0,231874,0,139
9091,12,131,26214,1,231900,0,0,0,0,0,231901,0,688
9092,22,3,3132,1,231888,0,0,0,0,0,231889,0,139
9093,22,0,3135,1,231895,0,0,0,0,0,232824,0,146
9096,12,131,26213,1,231902,0,0,0,0,0,231903,0,680
9097,22,3,3132,1,231904,0,0,0,0,0,231905,0,363
9098,33,0,162,1,231939,20147,0,0,0,0,231940,0,0
9099,33,0,163,1,231941,20147,0,0,0,0,231942,0,0
9100,33,0,164,1,231943,20147,0,0,0,0,231944,0,0
9101,33,0,165,1,231945,20147,0,0,0,0,231946,0,0
9102,4,0,14530,1,231952,20147,0,0,0,0,231953,0,0
9103,4,0,14531,1,231954,20147,0,0,0,0,231955,0,0
9104,4,0,14532,1,231956,20147,0,0,0,0,231957,0,0
9105,4,0,14533,1,231958,20147,0,0,0,0,231959,0,0
9108,33,0,170,2,231982,15902,0,0,0,0,231983,0,0
9109,33,0,171,2,231984,15902,0,0,0,0,231985,0,0
9110,33,0,172,2,231986,15902,0,0,0,0,231987,0,0
9111,33,0,173,2,231988,15902,0,0,0,0,231989,0,0
9112,4,0,14538,2,231992,15902,0,0,0,0,231993,0,0
9113,4,0,14539,2,231994,15902,0,0,0,0,231995,0,0
9114,4,0,14540,2,231996,15902,0,0,0,0,231997,0,0
9115,4,0,14541,2,231998,15902,0,0,0,0,231999,0,0
9117,33,0,178,2,232035,14808,0,0,0,0,232036,0,0
9118,33,0,179,2,232037,14808,0,0,0,0,232038,0,0
9119,33,0,180,2,232039,14808,0,0,0,0,232040,0,0
9120,33,0,181,2,232041,14808,0,0,0,0,232042,0,0
9121,4,0,14546,2,232044,14808,0,0,0,0,232045,0,0
9122,4,0,14547,2,232046,14808,0,0,0,0,232047,0,0
9123,4,0,14548,2,232048,14808,0,0,0,0,232049,0,0
9124,4,0,14549,2,232050,14808,0,0,0,0,232051,0,0
9126,14,0,2922,5,232091,0,0,0,0,0,232092,0,0
9129,3,16,26674,1,232198,20265,0,0,0,0,232199,0,0
9130,3,16,26673,1,232200,20264,0,0,0,0,232201,0,0
9132,22,0,3141,1,232220,20176,0,0,0,0,232221,0,0
9133,2,3,13831,1,232222,20176,0,0,0,0,232223,0,0
9134,32,0,53,20,232265,20179,0,0,0,0,232266,4108,0
9136,12,3,26797,1,232337,10272,0,0,0,0,232338,0,0
9137,32,0,56,1,232339,9926,0,0,0,0,232377,6104,0
9138,5,0,26798,1,232359,20195,0,0,0,0,232360,3287,0
9139,5,0,26800,1,232361,20196,0,0,0,0,232362,3288,0
9140,5,0,26801,1,232363,20197,0,0,0,0,232364,3289,0
9141,5,0,26802,1,232365,20198,0,0,0,0,232366,3290,0
9142,3,0,26780,1,232378,0,0,0,0,0,232379,0,0
9143,3,0,26782,1,232380,20175,0,0,0,0,232381,0,0
9144,33,0,254,2,232672,20217,0,0,0,0,232673,0,0
9145,33,0,255,2,232674,20217,0,0,0,0,232675,0,0
9146,33,0,256,2,232676,20217,0,0,0,0,232677,0,0
9147,33,0,257,2,232593,20217,0,0,0,0,232678,0,0
9148,22,0,3143,1,232599,24941,0,0,0,0,232600,0,30
9149,4,0,14729,2,232679,20217,0,0,0,0,232680,0,0
9150,4,0,14730,2,232681,20217,0,0,0,0,232682,0,0
9151,4,0,14731,2,232683,20217,0,0,0,0,232684,0,0
9152,4,0,14732,2,232603,20217,0,0,0,0,232685,0,0
9153,33,0,258,3,232689,20218,0,0,0,0,232690,0,0
9154,33,0,259,3,232691,20218,0,0,0,0,232692,0,0
9155,33,0,260,3,232693,20218,0,0,0,0,232694,0,0
9156,33,0,261,3,232695,20218,0,0,0,0,232696,0,0
9157,4,0,14733,3,232703,20218,0,0,0,0,232704,0,0
9158,4,0,14734,3,232705,20218,0,0,0,0,232706,0,0
9159,4,0,14735,3,232707,20218,0,0,0,0,232708,0,0
9160,4,0,14736,3,232709,20218,0,0,0,0,232710,0,0
9161,33,0,262,3,232714,16395,0,0,0,0,232715,0,0
9162,33,0,263,3,232716,16395,0,0,0,0,232717,0,0
9163,33,0,264,3,232718,16395,0,0,0,0,232719,0,0
9164,33,0,265,3,232720,16395,0,0,0,0,232721,0,0
9165,4,0,14737,3,232724,16395,0,0,0,0,232725,0,0
9166,4,0,14738,3,232726,16395,0,0,0,0,232727,0,0
9167,4,0,14739,3,232728,16395,0,0,0,0,232729,0,0
9168,4,0,14740,3,232730,16395,0,0,0,0,232731,0,0
9169,12,4,26832,5,232732,20229,0,0,0,0,232733,0,0
9170,8,4,2941,12,232781,19345,0,0,0,0,232782,2941,0
9176,12,4,26881,6,233249,20308,20309,0,0,0,233250,0,0
9177,8,4,2951,6,233712,20308,20309,0,0,0,233713,2951,0
9178,2,3,26846,1,233714,20307,0,0,0,0,233715,0,0
9179,32,0,55,8,233774,20310,0,0,0,0,233775,5254,0
9182,5,7,26904,1,233802,10345,0,0,0,0,233803,7723,0
9183,5,7,26906,1,233804,20312,0,0,0,0,233805,7724,0
9191,22,0,3161,1,234147,20330,0,0,0,0,234148,0,0
9195,14,3,4005,7,234361,20338,0,0,0,0,234362,0,0
9197,3,3,26968,1,234502,26021,0,0,0,0,234503,0,0
9198,12,3,26978,1,234504,20346,0,0,0,0,234505,0,0
9202,22,128,3165,1,234554,20363,0,0,0,0,234555,0,0
9203,22,0,3166,1,234563,20364,0,0,0,0,234564,0,0
9204,22,0,3167,1,234565,20365,0,0,0,0,234566,0,0
9205,12,0,26135,1,234571,19387,0,0,0,0,234572,0,0
9206,22,3,3171,1,234573,19318,0,0,0,0,234574,0,0
9207,5,44,0,1,234615,0,0,0,0,0,234616,0,0
9209,5,3,0,1,234746,19549,0,0,0,0,234747,7656,0
9210,3,0,26997,1,234936,19417,0,0,0,0,234937,0,0
9212,12,4,26525,5,234909,19967,19968,19969,19970,0,234910,4264,0
9215,5,0,0,4,234984,19453,19454,19455,0,0,234985,0,0
9217,14,0,2974,5,234993,19346,19347,19348,0,0,234994,2974,0
9218,5,11,0,4,235006,19453,19454,19455,0,0,235007,0,0
9219,5,0,0,4,235014,19453,19454,19455,0,0,235016,0,0
9220,5,3,0,4,235015,19453,19454,19455,0,0,235017,0,0
9224,5,32,0,1,235452,20540,0,0,0,0,235453,7721,0
9251,17,0,1758,1,235927,26046,0,0,0,0,235928,0,138
9252,5,7,33767,1,235929,26060,0,0,0,0,235930,7021,138
9253,8,4,3014,5,235934,20582,0,0,0,0,235946,0,0
9255,22,3,3192,1,236017,20585,50203,0,0,0,236018,0,12
9259,8,0,0,0,0,0,0,0,0,0,0,0,0
9272,33,0,270,8,236963,20148,0,0,0,0,236964,0,0
9273,33,0,271,6,236965,20148,0,0,0,0,236966,0,0
9283,33,0,272,4,237168,20148,0,0,0,0,237169,0,0
9284,4,0,14838,12,237170,20148,0,0,0,0,237171,0,0
9287,33,0,275,8,237176,15902,0,0,0,0,237177,0,0
9288,4,0,14844,12,237178,15902,0,0,0,0,237179,0,0
9295,33,0,273,8,237192,20743,0,0,0,0,237193,0,0
9296,33,0,274,6,237194,20743,0,0,0,0,237195,0,0
9299,33,0,276,5,237200,20743,0,0,0,0,237201,0,0
9300,4,0,14841,12,237202,20743,0,0,0,0,237203,0,0
9305,38,1024,272,12,237270,28187,0,0,0,0,237271,0,0
9306,38,1024,273,12,237296,28187,0,0,0,0,237297,0,0
9307,38,1024,274,12,237309,28187,0,0,0,0,237310,0,0
9308,33,0,370,3,237379,20342,0,0,0,0,237380,0,0
9309,33,0,377,3,237381,20342,0,0,0,0,237382,0,0
9310,4,0,15082,4,237384,20342,0,0,0,0,237385,0,0
9311,4,0,15262,4,237386,20342,0,0,0,0,237387,0,0
9312,33,0,372,3,237389,15902,0,0,0,0,237390,0,0
9313,33,0,375,3,237391,15902,0,0,0,0,237392,0,0
9314,4,0,15087,4,237393,15902,0,0,0,0,237394,0,0
9315,4,0,15083,4,237395,15902,0,0,0,0,237396,0,0
9316,33,0,381,5,237397,14808,0,0,0,0,237398,0,0
9317,33,0,382,5,237399,14808,0,0,0,0,237400,0,0
9318,4,0,15382,7,237401,14808,0,0,0,0,237402,0,0
9319,4,0,15447,7,237403,14808,0,0,0,0,237404,0,0
9322,38,1024,392,5,347529,16284,0,0,0,0,347533,0,0
9323,38,1024,372,5,237446,28187,0,0,0,0,237447,0,0
9324,38,1024,3003,3,237460,16284,0,0,0,0,237461,0,0
9326,33,0,282,6,237521,20758,0,0,0,0,237522,0,0
9327,33,0,284,6,237523,20758,0,0,0,0,237524,0,0
9328,33,0,288,14,237531,20759,0,0,0,0,237532,0,0
9329,33,0,290,14,237533,20759,0,0,0,0,237534,0,0
9330,33,0,286,6,237537,20758,0,0,0,0,237538,0,0
9331,4,0,14850,9,237539,20758,0,0,0,0,237540,0,0
9332,33,0,280,12,237541,20759,0,0,0,0,237542,0,0
9333,4,0,14856,14,237543,20759,0,0,0,0,237544,0,0
9334,33,0,283,6,237546,16395,0,0,0,0,237547,0,0
9335,33,0,285,6,237548,16395,0,0,0,0,237549,0,0
9336,33,0,287,6,237550,16395,0,0,0,0,237551,0,0
9337,33,0,289,6,237552,16395,0,0,0,0,237553,0,0
9338,33,0,384,3,237559,20759,0,0,0,0,237560,0,0
9339,33,0,389,4,237561,20759,0,0,0,0,237562,0,0
9340,33,0,396,3,237563,20759,0,0,0,0,237564,0,0
9341,4,0,15099,6,237566,20759,0,0,0,0,237567,0,0
9342,4,0,15239,7,237568,20759,0,0,0,0,237569,0,0
9343,4,0,15272,6,237570,20759,0,0,0,0,237571,0,0
9344,33,0,385,3,237572,20758,0,0,0,0,237573,0,0
9345,33,0,390,4,237574,20758,0,0,0,0,237575,0,0
9346,33,0,399,3,237576,20758,0,0,0,0,237577,0,0
9347,4,0,15188,6,237579,20758,0,0,0,0,237580,0,0
9348,4,0,15177,7,237581,20758,0,0,0,0,237582,0,0
9349,4,0,15275,6,237583,20758,0,0,0,0,237584,0,0
9350,33,0,387,3,237586,16395,0,0,0,0,237587,0,0
9351,33,0,395,4,237588,16395,0,0,0,0,237589,0,0
9353,4,0,15187,6,237593,16395,0,0,0,0,237594,0,0
9354,4,0,15121,7,237595,16395,0,0,0,0,237596,0,0
9356,38,1024,848,5,347579,0,0,0,0,0,348207,0,0
9357,38,1024,277,12,342620,17334,0,0,0,0,342621,0,0
9358,38,1024,278,12,342644,17334,0,0,0,0,342645,0,0
9359,38,1024,279,12,342673,17334,0,0,0,0,342674,0,0
9364,38,1024,865,5,347565,17334,0,0,0,0,347566,0,0
9373,3,18,14042,1,238625,10242,0,0,0,0,238626,0,0
9374,12,19,13664,1,238627,9765,0,0,0,0,238628,0,0
9375,12,19,13665,1,238629,9764,0,0,0,0,238630,0,0
9376,12,19,13666,1,238631,9763,0,0,0,0,238632,0,0
9380,8,4,10342,16,238919,21152,21154,21156,21155,0,238920,0,0
9381,8,516,6128,30,238921,21150,0,0,0,0,238922,0,53
9382,5,4,0,50,238924,21150,0,0,0,0,238925,8125,53
9383,14,1024,3043,5,238986,20965,0,0,0,0,238987,0,500
9384,14,1152,3358,8,238994,21150,0,0,0,0,238995,0,53
9387,32,4,64,12,239012,21152,21154,21156,21155,0,239013,8171,0
9388,22,0,3273,1,239019,21151,0,0,0,0,239020,0,0
9389,22,3,3274,1,239021,21152,0,0,0,0,239022,0,0
9390,22,3,3276,1,239023,21154,0,0,0,0,239024,0,0
9393,23,0,0,0,0,0,0,0,0,0,0,0,0
9395,22,0,3236,1,239267,20956,0,0,0,0,239268,0,0
9398,22,3,4878,1,239280,20957,0,0,0,0,239281,0,0
9399,11,3,32581,1,239286,20957,0,0,0,0,239287,0,0
9400,22,3,3279,1,239289,20959,0,0,0,0,239290,0,0
9401,11,3,66444,1,239295,20960,0,0,0,0,239296,0,0
9403,2,4,27442,1,239699,20967,0,0,0,0,239700,3274,0
9405,22,7,4162,1,239738,20987,0,0,0,0,239739,3276,13
9406,23,4,3058,10,239812,20978,0,0,0,0,239813,3058,0
9408,32,0,66,10,239875,22958,22959,0,0,0,239876,3335,0
9413,22,0,3254,1,239939,22975,0,0,0,0,239940,0,0
9417,32,4,68,8,240036,21511,0,0,0,0,240037,3277,0
9430,33,0,125,2,240265,21045,0,0,0,0,240266,0,0
9431,33,0,126,2,240267,21045,0,0,0,0,245238,0,0
9432,33,0,127,2,240268,21045,0,0,0,0,240269,0,0
9433,33,0,128,2,240270,21045,0,0,0,0,240271,0,0
9434,33,0,129,2,240272,21045,0,0,0,0,240273,0,0
9435,4,0,14090,3,240277,21045,0,0,0,0,240278,0,0
9436,4,0,14091,3,240279,21045,0,0,0,0,240280,0,0
9437,4,0,14092,3,240281,21045,0,0,0,0,240282,0,0
9438,4,0,14093,3,240283,21045,0,0,0,0,240284,0,0
9439,4,0,14094,3,240285,21045,0,0,0,0,240286,0,0
9440,14,132,3064,6,240298,20979,0,0,0,0,240299,7725,0
9442,33,0,140,6,240446,21046,0,0,0,0,240712,0,0
9447,5,7,0,6,240592,27933,27934,0,0,0,240593,3279,0
9449,4,0,14107,7,240447,21046,0,0,0,0,240711,0,0
9450,33,0,132,1,240455,21045,0,0,0,0,240456,0,0
9451,33,0,133,1,240457,21045,0,0,0,0,240458,0,0
9452,33,0,140,1,240459,21045,0,0,0,0,240460,0,0
9453,33,0,135,1,240461,21045,0,0,0,0,240462,0,0
9454,33,0,137,1,240463,21045,0,0,0,0,240464,0,0
9455,4,0,14097,2,240466,21045,0,0,0,0,240467,0,0
9456,4,0,14098,2,240468,21045,0,0,0,0,240469,0,0
9457,4,0,14107,2,240470,21045,0,0,0,0,240471,0,0
9458,4,0,14100,2,240472,21045,0,0,0,0,240473,0,0
9459,4,0,14104,2,240474,21045,0,0,0,0,240475,0,0
9460,12,4,27495,1,240590,27933,27934,0,0,0,240591,3278,0
9461,31,0,282,0,0,21045,0,0,0,0,0,0,0
9462,31,0,283,0,0,0,0,0,0,0,0,0,0
9463,31,0,284,0,0,0,0,0,0,0,0,0,0
9467,5,0,0,6,240747,0,0,0,0,0,242093,5957,0
9468,5,3,0,1,240803,21041,22557,22558,22559,0,240804,0,0
9471,8,4,3075,16,240850,21180,0,0,0,0,240851,0,0
9472,12,0,28319,1,240853,21177,0,0,0,0,240854,0,0
9473,22,3,3285,1,240857,21177,0,0,0,0,240858,0,0
9474,5,7,0,12,240860,21181,21182,0,0,0,240861,3155,0
9475,5,0,0,1,240864,21183,0,0,0,0,240865,8128,0
9476,5,0,28003,1,240867,21206,0,0,0,0,240868,8129,0
9477,5,3,28004,1,240869,21207,0,0,0,0,240870,8130,0
9478,5,3,28006,1,240871,21208,0,0,0,0,240872,8131,0
9480,25,4,250,1,240883,21667,0,0,0,0,240884,3292,0
9482,2,7,28832,1,240893,21792,0,0,0,0,240894,0,0
9483,12,3,28517,1,240895,22002,0,0,0,0,240896,0,0
9484,22,0,3379,1,240897,21792,0,0,0,0,240898,0,0
9485,32,0,105,22,240900,21180,0,0,0,0,240901,3293,0
9486,5,0,0,1,240902,22223,0,0,0,0,240903,7621,0
9487,5,3,0,1,240904,22223,0,0,0,0,240905,7626,0
9488,5,3,0,1,240906,22223,0,0,0,0,240907,7625,0
9489,8,4,3220,10,240908,21182,0,0,0,0,240909,0,0
9490,12,0,28319,1,240911,21181,21182,0,0,0,240912,0,0
9492,12,0,27842,1,241073,21081,0,0,0,0,241074,0,0
9493,12,3,27841,1,241075,21080,0,0,0,0,241076,0,0
9494,22,131,3270,1,241077,21079,0,0,0,0,241078,0,0
9498,25,0,224,1,241141,38474,0,0,0,0,241142,6638,0
9505,11,3,32620,1,241443,21041,0,0,0,0,241444,0,0
9506,14,132,3137,3,241483,20980,0,0,0,0,241484,0,0
9510,22,0,3280,1,241709,21566,0,0,0,0,241710,0,0
9511,12,7,27950,8,241711,21566,21567,0,0,0,241712,0,0
9512,22,3,3464,1,241892,21568,0,0,0,0,241893,0,0
9513,25,3,228,1,243264,21568,0,0,0,0,243265,0,504
9515,22,0,3286,1,241907,21569,0,0,0,0,241908,0,0
9516,5,3,0,1,241922,21569,0,0,0,0,241923,5945,0
9517,22,3,3290,1,241924,21570,0,0,0,0,241925,0,0
9519,12,0,29736,1,241608,23262,0,0,0,0,242992,0,0
9521,22,3,3278,1,241606,21155,0,0,0,0,241607,0,0
9522,14,1155,3092,4,241629,0,0,0,0,0,241630,0,58
9524,3,128,27938,1,243902,21160,0,0,0,0,243903,7018,0
9525,3,147,27940,1,243904,21161,0,0,0,0,243905,7019,0
9526,12,131,27940,1,243906,21161,0,0,0,0,243907,7019,0
9527,3,147,27948,1,243908,21163,0,0,0,0,243909,7020,0
9528,12,147,62786,1,243911,49294,0,0,0,0,243912,10532,0
9529,2,3,27949,1,241681,21347,21348,22248,0,0,241682,3282,0
9533,12,128,27965,1,241792,21165,0,0,0,0,241793,3281,0
9534,12,48,27971,1,243935,21170,0,0,0,0,243936,0,0
9535,22,16,3281,1,243937,21172,0,0,0,0,243938,0,0
9536,22,19,3283,1,243939,21173,0,0,0,0,243940,0,0
9537,22,19,7533,1,243941,21171,0,0,0,0,243942,0,0
9538,14,128,5184,3,241858,32331,0,0,0,0,241859,5189,0
9539,14,131,3100,10,241942,21185,21186,21187,21188,0,242151,0,50
9540,8,5,10767,8,242149,21185,21186,21187,21188,0,242153,0,50
9541,12,0,68459,1,242197,49091,0,0,0,0,242198,0,0
9542,12,4,27997,8,242157,21610,21611,21612,21613,0,242158,0,0
9543,31,132,41,1,0,0,0,0,0,0,0,0,0
9548,8,4,10897,20,242162,48974,48975,48976,48977,0,242163,0,0
9552,8,0,12420,6,243465,37685,0,0,0,0,243466,3342,0
9554,32,0,1185,5,242139,46466,0,0,0,0,243676,0,0
9556,32,2052,76,5,242130,23258,23259,23260,0,0,242131,6314,0
9557,14,131,3158,4,242142,21710,0,0,0,0,242143,0,0
9558,14,132,3131,5,243859,21374,0,0,0,0,243860,0,0
9559,14,16,10568,5,243682,46496,0,0,0,0,243683,0,0
9560,14,128,5184,3,241861,21176,0,0,0,0,241862,5184,0
9561,8,4,3341,20,241910,35883,0,0,0,0,241911,3341,0
9562,32,4,97,14,241915,22995,36196,0,0,0,241916,8172,0
9564,12,0,27991,1,241954,21211,0,0,0,0,241955,0,0
9565,12,0,27992,1,241956,21212,0,0,0,0,241957,0,0
9566,12,3,27993,1,241958,21214,0,0,0,0,241959,0,0
9567,12,3,27994,1,241960,21213,0,0,0,0,241961,0,0
9568,22,0,3291,1,242015,21256,0,0,0,0,242016,0,0
9570,12,3,27996,1,242049,21256,0,0,0,0,242050,0,0
9571,12,0,28133,1,242066,21444,0,0,0,0,242067,0,0
9572,12,3,28127,1,242068,21443,0,0,0,0,242069,0,0
9573,22,131,3309,1,242070,21442,0,0,0,0,242071,0,0
9574,25,0,234,1,242089,38473,0,0,0,0,242090,6677,0
9576,22,3,3295,1,242106,21577,0,0,0,0,242107,0,0
9578,33,0,436,3,242187,0,0,0,0,0,242188,0,0
9579,33,0,437,3,242189,0,0,0,0,0,242190,0,0
9580,33,0,438,3,242191,0,0,0,0,0,242192,0,0
9581,33,0,439,3,242193,0,0,0,0,0,242194,0,0
9582,33,0,440,0,242195,0,0,0,0,0,242196,0,0
9583,4,0,15784,5,242205,0,0,0,0,0,242206,0,0
9584,4,0,15785,5,242207,0,0,0,0,0,242208,0,0
9585,4,0,15786,5,242209,0,0,0,0,0,242210,0,0
9586,4,0,15787,5,242211,0,0,0,0,0,242212,0,0
9587,4,0,15788,5,242213,0,0,0,0,0,242214,0,0
9588,33,0,441,4,242215,0,0,0,0,0,242216,0,0
9589,33,0,442,4,242217,0,0,0,0,0,242218,0,0
9590,33,0,443,4,242219,0,0,0,0,0,242220,0,0
9591,33,0,444,4,242221,0,0,0,0,0,242222,0,0
9592,33,0,445,4,242223,0,0,0,0,0,242224,0,0
9593,4,0,15789,5,242225,0,0,0,0,0,242226,0,0
9594,4,0,15790,5,242227,0,0,0,0,0,242228,0,0
9595,4,0,15791,5,242229,0,0,0,0,0,242230,0,0
9596,4,0,15792,5,242231,0,0,0,0,0,242232,0,0
9597,4,0,15793,5,242233,0,0,0,0,0,242234,0,0
9598,33,0,451,3,242235,0,0,0,0,0,242236,0,0
9599,33,0,452,3,242237,0,0,0,0,0,242238,0,0
9600,33,0,453,3,242239,0,0,0,0,0,242240,0,0
9601,33,0,454,3,242241,0,0,0,0,0,242242,0,0
9602,33,0,455,3,242243,0,0,0,0,0,242244,0,0
9603,4,0,15799,4,242255,0,0,0,0,0,242256,0,0
9604,4,0,15800,4,242257,0,0,0,0,0,242258,0,0
9605,4,0,15801,4,242259,0,0,0,0,0,242260,0,0
9606,4,0,15802,4,242261,0,0,0,0,0,242262,0,0
9607,4,0,15803,4,242263,0,0,0,0,0,242264,0,0
9608,31,0,38,1,0,0,0,0,0,0,0,0,0
9609,31,0,39,1,0,0,0,0,0,0,0,0,0
9610,31,0,0,1,0,0,0,0,0,0,0,0,0
9612,12,131,29378,1,242704,46529,0,0,0,0,242705,0,0
9615,17,2,1443,1,242611,44675,0,0,0,0,242612,0,0
9616,3,3,58555,1,242613,44677,0,0,0,0,242614,0,0
9617,12,128,28051,1,250996,21219,0,0,0,0,250997,0,0
9618,5,3,28167,1,242615,44668,0,0,0,0,242616,8820,0
9619,8,0,5070,6,242629,20981,0,0,0,0,242643,0,0
9621,17,0,1457,1,244193,21262,0,0,0,0,244194,0,0
9623,12,3,29450,1,243360,22743,0,0,0,0,243362,0,0
9624,32,0,548,12,242687,22074,0,0,0,0,242688,5214,0
9635,2,0,27433,1,243631,21353,0,0,0,0,243632,0,15
9658,8,4,3202,7,242940,21383,21384,0,0,0,242941,0,0
9659,12,4,27768,4,242950,21383,21384,0,0,0,242951,0,0
9660,32,0,799,8,242958,21329,21330,0,0,0,242963,6297,0
9662,32,0,82,1,243352,21352,0,0,0,0,243353,6367,0
9663,32,0,83,1,243354,21357,0,0,0,0,243355,6368,0
9666,23,4,6279,4,243041,21385,21386,0,0,0,243042,6279,0
9667,2,132,28077,1,243057,21335,0,0,0,0,243058,0,0
9668,12,0,28074,1,243061,21339,0,0,0,0,243062,8065,0
