"ID","factionId0","factionId1","factionLevel"
2493,1249,171,0
2494,1249,167,0
2495,1249,170,10
2496,1249,166,10
2497,1249,533,0
2499,1250,166,10
2501,1251,167,10
2504,978,925,0
2505,978,913,0
2507,1256,1255,0
2508,1256,165,10
2509,1255,165,10
2510,1257,165,0
2511,1257,255,10
2512,1257,164,10
2513,327,179,0
2516,340,904,0
2517,340,917,0
2518,1115,904,0
2519,1115,917,0
2520,1259,1259,10
2521,1259,165,0
2523,1260,412,1
2524,1260,245,1
2525,1243,174,5
2526,1262,166,10
2527,1262,170,10
2528,1263,167,10
2529,1263,171,10
2530,1261,164,0
2531,1261,165,0
2532,1261,977,0
2533,1264,195,10
2536,1265,1271,5
2539,1265,165,0
2540,1065,1270,10
2541,1065,1271,10
2542,1270,165,10
2544,1265,1065,0
2548,1273,1270,0
2549,1266,165,5
2550,1266,1070,0
2551,1266,1271,0
2552,1267,165,0
2553,1267,1065,0
2554,1267,1271,0
2555,1268,165,0
2556,1268,1271,5
2557,1268,1065,5
2558,1274,165,10
2559,1274,1065,10
2560,1269,1269,0
2561,1269,165,5
2562,1269,1065,5
2563,1269,1273,10
2564,1268,1273,10
2565,1267,1273,10
2566,1266,1273,10
2567,1265,1273,10
2568,1065,1273,0
2570,170,261,0
2571,1276,165,0
2572,1276,1275,0
2573,1276,977,10
2574,1275,165,0
2575,1275,977,10
2576,1277,165,5
2577,1277,164,10
2578,189,305,0
2579,1279,165,10
2581,1279,164,10
2582,1279,977,10
2583,1278,977,10
2584,1279,1278,0
2585,1280,167,5
2586,1280,166,0
2587,1280,903,5
2588,1281,167,5
2589,1281,166,0
2590,1281,903,5
2591,1282,167,5
2592,1282,166,0
2593,1282,903,5
2594,1283,166,5
2595,1283,167,0
2596,1283,914,5
2597,1284,166,5
2598,1284,167,0
2599,1284,914,5
2600,1285,166,5
2601,1285,167,0
2602,1285,914,5
2604,585,261,0
2605,1286,165,0
2606,1286,1086,0
2607,1286,1084,0
2609,586,261,0
2610,749,261,0
2611,278,261,0
2612,1287,977,5
2613,1287,166,10
2614,1288,977,5
2615,1288,167,10
2616,192,395,0
2617,1289,1067,0
2618,1289,978,0
2619,1289,340,0
2620,1290,165,5
2621,192,307,0
2624,1293,165,0
2625,1293,1065,0
2626,1294,1067,0
2628,1298,1174,0
2629,1260,916,0
2631,1302,165,0
2632,1141,717,10
2636,1303,165,0
2637,1303,164,10
2638,1303,977,10
2640,1067,915,0
2641,340,915,0
2642,1018,915,0
2643,1304,165,0
2644,1304,1067,10
2645,1305,165,0
2646,1305,310,10
2647,1306,978,10
2649,1307,1197,0
2650,1307,165,10
2651,1307,164,10
2652,1309,165,10
2653,1310,165,5
2654,1311,165,0
2655,1271,165,10
2656,1268,1270,0
2657,1312,165,5
2658,1312,232,10
2659,1313,165,0
2660,1313,232,10
2661,1314,165,10
2662,1314,166,10
2663,1314,167,10
2664,1314,233,0
2665,1314,218,0
2666,1318,1317,5
2667,1319,1317,5
2668,1320,1317,5
2669,1321,1317,5
2670,1243,1250,10
2671,1243,1251,10
2672,1317,165,5
2673,1318,165,5
2674,1319,165,5
2675,1320,165,5
2676,1321,165,10
2677,1060,853,0
2678,1322,165,0
2679,1323,167,5
2680,1323,166,5
2686,1324,1282,0
2687,1324,1285,0
2688,1327,165,0
2689,1328,1282,0
2690,1328,1285,0
2691,1329,165,10
2692,1330,1322,5
2693,1330,165,0
2694,1329,1322,0
2695,1329,1330,10
2696,1331,165,5
2697,1332,165,5
2698,1333,171,0
2699,1333,170,0
2700,1333,167,0
2701,1333,166,0
2702,1332,164,5
2703,1331,164,5
2704,1334,167,10
2705,1334,171,10
2706,1334,166,10
2707,1334,170,10
2708,1334,1333,0
2709,1335,165,10
2710,1335,164,10
2711,1337,1336,0
2712,1336,497,0
2713,1337,497,0
2714,1338,165,10
2715,1338,164,10
2716,1339,164,10
2717,1339,165,10
2718,1340,170,0
2719,1340,171,0
2720,1341,167,5
2721,1341,166,0
2722,1341,903,5
2723,1342,166,5
2724,1342,167,0
2725,1342,914,5
2726,1343,165,10
2727,1343,164,10
2728,1344,165,10
2729,1344,164,10
2730,1345,1333,10
2731,1345,165,5
2732,1345,171,5
2733,1345,170,5
2734,1346,164,10
2735,1346,167,10
2736,1347,164,10
2737,1347,166,10
2738,1348,167,5
2739,1348,166,0
2740,1348,903,5
2741,1349,166,5
2742,1349,167,0
2743,1349,914,5
2744,1350,1333,0
2745,1350,165,0
2746,1351,165,0
2747,1352,167,10
2748,1352,390,0
2749,1352,218,0
2750,1353,166,10
2751,1353,218,0
2752,1353,390,0
2753,1353,965,0
2754,1352,965,0
2755,1354,165,10
2756,1354,966,0
2757,1355,165,0
2758,1355,170,0
2759,1355,171,0
2760,1356,165,10
2761,1356,1355,0
2762,1356,170,10
2763,1356,171,10
2764,1357,818,10
2765,1357,165,0
2766,1357,171,0
2767,1357,170,0
2768,1358,818,10
2769,1358,171,0
2770,1358,170,0
2771,1360,167,5
2772,1360,166,0
2773,1360,903,5
2774,1361,166,5
2775,1361,167,0
2776,1361,914,5
2777,1362,165,0
2778,1363,218,10
2779,1363,574,10
2780,1363,307,10
2781,1365,1364,0
2782,1365,165,1
2783,1364,165,10
2784,1368,1367,5
2787,1370,165,0
2788,1370,164,5
2789,1371,165,10
2790,1371,164,0
2791,1372,170,0
2792,1372,1374,10
2793,1368,165,5
2796,1373,166,0
2797,1373,167,0
2798,1374,170,0
2799,1374,171,0
2800,1373,1374,0
2801,1375,912,0
2803,1376,924,0
2804,1377,1357,0
2805,1377,165,10
2806,966,912,0
2807,966,924,0
2808,738,912,0
2809,738,924,0
2810,1378,912,0
2811,1378,924,0
2812,1379,178,0
2813,1380,165,0
2814,1381,165,0
2815,1382,165,0
2816,1383,171,0
2817,1383,1374,10
2818,1384,1086,0
2819,1384,167,0
2820,1384,1286,0
2821,1384,164,10
2822,1385,1086,0
2823,1385,166,0
2824,1385,1286,0
2825,1385,164,10
2826,1384,166,10
2827,1385,167,10
2828,1371,1377,10
2829,1261,219,10
2830,1261,1084,0
2831,1261,1086,10
2832,1262,1385,0
2833,1263,1384,0
2834,1262,1384,10
2835,1263,1385,10
2836,1261,1286,0
2837,1261,1085,0
2838,1358,1357,10
2839,1357,1355,10
2840,1388,1355,10
2841,1388,1357,0
2842,1388,165,0
2850,1393,165,10
2851,1393,164,10
2852,1371,1277,10
2853,1371,1371,10
2854,1396,167,5
2855,1396,166,0
2856,1396,903,5
2857,1397,166,5
2858,1397,167,0
2859,1397,914,5
2860,1399,170,0
2861,1399,165,0
2862,1400,170,0
2863,1401,170,0
2864,1402,170,0
2865,1404,165,5
2866,1404,635,0
2867,1118,1404,0
2868,1404,608,0
2871,1405,625,0
2872,1405,672,0
2873,1405,671,0
2876,1407,192,0
2877,1407,165,5
2878,1408,165,5
2879,1408,631,0
2880,1409,179,0
2881,1409,536,0
2882,1409,165,5
2883,1410,165,5
2884,1410,702,0
2885,1405,165,5
2886,1411,624,0
2887,1411,165,5
2888,1411,612,0
2889,1041,165,5
2890,1413,165,0
2891,1414,165,5
2892,1415,165,0
2893,1416,165,0
2894,1416,690,5
2895,1415,220,5
2896,1417,165,0
2897,1418,165,0
2898,1419,165,0
2899,1420,165,0
2900,1421,165,0
2901,1422,165,0
2902,1423,165,0
2903,1423,322,5
2904,1424,165,0
2905,1425,165,0
2906,1426,165,0
2907,1427,165,0
2908,1428,165,0
2909,1429,165,0
2910,1430,165,0
2911,1431,165,0
2912,1432,165,5
2913,1433,165,0
2914,1434,165,5
2915,1435,167,10
2916,1435,166,5
2917,1435,174,5
2918,1435,168,0
2919,1436,166,10
2920,1436,167,5
2921,1436,174,5
2922,1436,168,0
2923,1417,1428,5
2924,1415,1063,5
2925,881,165,0
2926,1168,390,10
2927,1413,776,10
2928,1414,776,5
2929,1436,776,5
2930,1435,776,5
2931,1413,1414,5
2932,1437,165,5
2933,1438,167,0
2934,1438,166,10
2935,1439,167,10
2936,1439,166,0
2937,805,1256,10
2938,805,1255,10
2941,1440,165,0
2942,1440,1351,9
2943,1441,167,0
2944,1441,166,10
2945,1441,174,0
2946,1442,166,0
2947,1442,167,10
2948,1442,174,0
2949,1443,164,10
2950,1443,167,0
2951,1443,166,10
2952,1444,167,10
2953,1444,166,0
2954,1444,164,10
2957,1435,1436,10
2960,1449,391,10
2961,1450,391,0
2962,759,391,0
2963,767,391,0
2964,1236,391,5
2965,1451,391,10
2966,1452,391,0
2967,1453,165,5
2968,1454,165,0
2969,1455,165,0
2970,1456,165,0
2971,1454,1453,0
2972,1455,1453,0
2973,1457,165,0
2974,1456,1453,0
2975,1457,1453,0
2976,1458,1453,0
2977,1458,1453,0
2978,1459,165,0
2979,1459,1453,0
2980,1454,1351,9
2981,1455,1351,9
2982,1456,1351,9
2983,1457,1351,9
2984,1459,1351,9
2985,1454,1440,9
2986,1455,1440,9
2987,1456,1440,9
2988,1457,1440,9
2989,1459,1440,9
2990,1460,165,5
2991,1351,1460,10
